Date,NETHERLANDS IMI VALUE IMI (Large+Mid+Small Cap)
2001-05-22,469.001
2001-05-23,465.06
2001-05-24,464.625
2001-05-25,461.223
2001-05-28,465.297
2001-05-29,463.407
2001-05-30,462.413
2001-05-31,458.12
2001-06-01,454.157
2001-06-04,454.773
2001-06-05,458.957
2001-06-06,455.856
2001-06-07,455.505
2001-06-08,453.497
2001-06-11,448.271
2001-06-12,447.323
2001-06-13,451.031
2001-06-14,451.157
2001-06-15,448.953
2001-06-18,446.739
2001-06-19,442.667
2001-06-20,439.862
2001-06-21,443.203
2001-06-22,444.541
2001-06-25,451.083
2001-06-26,447.267
2001-06-27,441.939
2001-06-28,434.878
2001-06-29,440.554
2001-07-02,445.873
2001-07-03,440.919
2001-07-04,439.958
2001-07-05,438.044
2001-07-06,434.747
2001-07-09,435.576
2001-07-10,435.658
2001-07-11,432.139
2001-07-12,428.79
2001-07-13,429.713
2001-07-16,426.753
2001-07-17,426.615
2001-07-18,426.773
2001-07-19,427.902
2001-07-20,427.769
2001-07-23,427.423
2001-07-24,427.26
2001-07-25,423.209
2001-07-26,425.303
2001-07-27,429.333
2001-07-30,435.616
2001-07-31,438.1
2001-08-01,441.942
2001-08-02,437.551
2001-08-03,433.078
2001-08-06,434.188
2001-08-07,433.586
2001-08-08,429.148
2001-08-09,428.021
2001-08-10,426.037
2001-08-13,430.821
2001-08-14,434.167
2001-08-15,437.488
2001-08-16,440.653
2001-08-17,436.54
2001-08-20,434.283
2001-08-21,438.583
2001-08-22,442.582
2001-08-23,442.928
2001-08-24,447.272
2001-08-27,448.013
2001-08-28,442.308
2001-08-29,444.415
2001-08-30,437.897
2001-08-31,433.974
2001-09-03,427.608
2001-09-04,424.58
2001-09-05,419.316
2001-09-06,413.436
2001-09-07,405.307
2001-09-10,399.695
2001-09-11,385.052
2001-09-12,384.544
2001-09-13,389.034
2001-09-14,370.883
2001-09-17,381.187
2001-09-18,383.601
2001-09-19,373.021
2001-09-20,350.526
2001-09-21,328.023
2001-09-24,349.984
2001-09-25,359.083
2001-09-26,364.016
2001-09-27,370.422
2001-09-28,381.828
2001-10-01,370.488
2001-10-02,379.698
2001-10-03,377.757
2001-10-04,389.878
2001-10-05,387.668
2001-10-08,386.461
2001-10-09,386.183
2001-10-10,396.336
2001-10-11,395.835
2001-10-12,396.273
2001-10-15,377.765
2001-10-16,378.456
2001-10-17,388.232
2001-10-18,376.744
2001-10-19,366.079
2001-10-22,371.162
2001-10-23,381.807
2001-10-24,380.416
2001-10-25,375.129
2001-10-26,385.477
2001-10-29,385.424
2001-10-30,377.086
2001-10-31,377.63
2001-11-01,384.707
2001-11-02,384.697
2001-11-05,389.477
2001-11-06,385.396
2001-11-07,390.403
2001-11-08,396.447
2001-11-09,392.583
2001-11-12,383.408
2001-11-13,392.919
2001-11-14,385.354
2001-11-15,375.829
2001-11-16,385.369
2001-11-19,385.528
2001-11-20,389.147
2001-11-21,383.655
2001-11-22,389.457
2001-11-23,389.254
2001-11-26,386.91
2001-11-27,382.132
2001-11-28,378.182
2001-11-29,379.437
2001-11-30,382.624
2001-12-03,379.022
2001-12-04,381.303
2001-12-05,387.194
2001-12-06,387.52
2001-12-07,383.905
2001-12-10,376.956
2001-12-11,378.665
2001-12-12,374.449
2001-12-13,370.143
2001-12-14,371.288
2001-12-17,382.542
2001-12-18,379.839
2001-12-19,376.546
2001-12-20,373.769
2001-12-21,380.757
2001-12-24,377.01
2001-12-25,377.01
2001-12-26,377.332
2001-12-27,387.746
2001-12-28,388.422
2001-12-31,392.211
2002-01-01,392.211
2002-01-02,387.788
2002-01-03,390.717
2002-01-04,387.722
2002-01-07,386.505
2002-01-08,383.943
2002-01-09,386.84
2002-01-10,384.784
2002-01-11,388.644
2002-01-14,381.681
2002-01-15,385.375
2002-01-16,379.982
2002-01-17,383.807
2002-01-18,384.184
2002-01-21,384.212
2002-01-22,385.0
2002-01-23,387.944
2002-01-24,392.491
2002-01-25,388.648
2002-01-28,390.108
2002-01-29,384.618
2002-01-30,380.681
2002-01-31,385.93
2002-02-01,388.621
2002-02-04,387.716
2002-02-05,380.866
2002-02-06,379.659
2002-02-07,380.729
2002-02-08,379.842
2002-02-11,386.181
2002-02-12,386.839
2002-02-13,386.302
2002-02-14,389.273
2002-02-15,390.729
2002-02-18,387.209
2002-02-19,381.896
2002-02-20,378.792
2002-02-21,384.965
2002-02-22,385.018
2002-02-25,386.753
2002-02-26,387.373
2002-02-27,390.294
2002-02-28,393.093
2002-03-01,396.13
2002-03-04,404.94
2002-03-05,403.362
2002-03-06,406.594
2002-03-07,413.462
2002-03-08,411.417
2002-03-11,413.356
2002-03-12,412.819
2002-03-13,411.495
2002-03-14,412.821
2002-03-15,418.004
2002-03-18,418.851
2002-03-19,422.704
2002-03-20,423.199
2002-03-21,419.226
2002-03-22,419.758
2002-03-25,415.238
2002-03-26,415.931
2002-03-27,415.833
2002-03-28,421.08
2002-03-29,421.08
2002-04-01,424.531
2002-04-02,424.296
2002-04-03,421.396
2002-04-04,416.623
2002-04-05,414.36
2002-04-08,407.62
2002-04-09,410.042
2002-04-10,415.305
2002-04-11,413.449
2002-04-12,411.461
2002-04-15,413.2
2002-04-16,422.058
2002-04-17,424.602
2002-04-18,427.522
2002-04-19,427.815
2002-04-22,426.504
2002-04-23,424.04
2002-04-24,419.419
2002-04-25,418.97
2002-04-26,418.746
2002-04-29,416.576
2002-04-30,422.93
2002-05-01,425.323
2002-05-02,420.264
2002-05-03,426.095
2002-05-06,421.586
2002-05-07,418.406
2002-05-08,421.311
2002-05-09,422.967
2002-05-10,422.107
2002-05-13,424.424
2002-05-14,426.099
2002-05-15,430.044
2002-05-16,430.42
2002-05-17,433.219
2002-05-20,431.034
2002-05-21,428.727
2002-05-22,428.072
2002-05-23,431.032
2002-05-24,434.691
2002-05-27,433.708
2002-05-28,434.327
2002-05-29,433.839
2002-05-30,430.993
2002-05-31,436.722
2002-06-03,432.852
2002-06-04,422.175
2002-06-05,421.469
2002-06-06,427.196
2002-06-07,418.381
2002-06-10,414.703
2002-06-11,420.249
2002-06-12,410.14
2002-06-13,407.955
2002-06-14,397.644
2002-06-17,409.591
2002-06-18,413.025
2002-06-19,410.272
2002-06-20,404.924
2002-06-21,403.292
2002-06-24,397.284
2002-06-25,407.231
2002-06-26,405.646
2002-06-27,408.065
2002-06-28,428.348
2002-07-01,429.588
2002-07-02,416.592
2002-07-03,406.776
2002-07-04,418.997
2002-07-05,430.184
2002-07-08,433.082
2002-07-09,431.948
2002-07-10,403.151
2002-07-11,387.697
2002-07-12,384.042
2002-07-15,362.712
2002-07-16,359.18
2002-07-17,372.03
2002-07-18,375.753
2002-07-19,365.049
2002-07-22,330.517
2002-07-23,321.583
2002-07-24,313.941
2002-07-25,334.014
2002-07-26,330.277
2002-07-29,347.211
2002-07-30,345.257
2002-07-31,352.206
2002-08-01,332.013
2002-08-02,333.751
2002-08-05,324.902
2002-08-06,331.228
2002-08-07,333.117
2002-08-08,349.214
2002-08-09,358.116
2002-08-12,350.38
2002-08-13,354.07
2002-08-14,347.574
2002-08-15,359.562
2002-08-16,363.961
2002-08-19,370.826
2002-08-20,365.093
2002-08-21,367.379
2002-08-22,376.768
2002-08-23,373.275
2002-08-26,365.702
2002-08-27,381.157
2002-08-28,365.908
2002-08-29,357.559
2002-08-30,363.281
2002-09-02,358.891
2002-09-03,346.61
2002-09-04,344.583
2002-09-05,341.216
2002-09-06,350.666
2002-09-09,341.939
2002-09-10,348.407
2002-09-11,355.665
2002-09-12,341.248
2002-09-13,333.256
2002-09-16,332.583
2002-09-17,326.286
2002-09-18,315.792
2002-09-19,313.645
2002-09-20,311.653
2002-09-23,303.452
2002-09-24,298.759
2002-09-25,300.215
2002-09-26,318.993
2002-09-27,317.171
2002-09-30,303.045
2002-10-01,313.305
2002-10-02,324.952
2002-10-03,320.905
2002-10-04,312.639
2002-10-07,309.528
2002-10-08,301.785
2002-10-09,302.46
2002-10-10,310.723
2002-10-11,324.264
2002-10-14,322.148
2002-10-15,341.145
2002-10-16,335.786
2002-10-17,342.485
2002-10-18,343.161
2002-10-21,343.059
2002-10-22,337.531
2002-10-23,325.772
2002-10-24,332.234
2002-10-25,327.769
2002-10-28,334.42
2002-10-29,317.692
2002-10-30,330.235
2002-10-31,341.914
2002-11-01,340.212
2002-11-04,350.295
2002-11-05,353.546
2002-11-06,348.24
2002-11-07,340.818
2002-11-08,340.442
2002-11-11,340.185
2002-11-12,340.199
2002-11-13,336.88
2002-11-14,341.428
2002-11-15,345.712
2002-11-18,349.494
2002-11-19,348.513
2002-11-20,342.786
2002-11-21,354.817
2002-11-22,353.705
2002-11-25,352.612
2002-11-26,344.924
2002-11-27,352.591
2002-11-28,357.099
2002-11-29,358.289
2002-12-02,356.312
2002-12-03,349.129
2002-12-04,343.401
2002-12-05,340.85
2002-12-06,342.45
2002-12-09,336.132
2002-12-10,336.251
2002-12-11,340.586
2002-12-12,338.441
2002-12-13,334.757
2002-12-16,345.67
2002-12-17,344.293
2002-12-18,337.441
2002-12-19,333.275
2002-12-20,337.366
2002-12-23,342.891
2002-12-24,344.985
2002-12-25,344.985
2002-12-26,345.854
2002-12-27,336.429
2002-12-30,340.815
2002-12-31,342.82
2003-01-01,342.82
2003-01-02,353.415
2003-01-03,352.679
2003-01-06,358.156
2003-01-07,354.249
2003-01-08,347.262
2003-01-09,355.045
2003-01-10,357.934
2003-01-13,359.456
2003-01-14,359.225
2003-01-15,354.963
2003-01-16,354.335
2003-01-17,346.616
2003-01-20,338.987
2003-01-21,333.421
2003-01-22,325.944
2003-01-23,325.435
2003-01-24,323.803
2003-01-27,311.44
2003-01-28,312.85
2003-01-29,316.063
2003-01-30,322.555
2003-01-31,323.273
2003-02-03,327.58
2003-02-04,319.183
2003-02-05,323.796
2003-02-06,314.972
2003-02-07,308.779
2003-02-10,304.472
2003-02-11,310.901
2003-02-12,302.422
2003-02-13,303.878
2003-02-14,311.452
2003-02-17,316.226
2003-02-18,318.142
2003-02-19,312.818
2003-02-20,310.331
2003-02-21,312.712
2003-02-24,298.923
2003-02-25,288.217
2003-02-26,284.123
2003-02-27,287.756
2003-02-28,296.934
2003-03-03,299.887
2003-03-04,293.864
2003-03-05,291.916
2003-03-06,286.1
2003-03-07,276.935
2003-03-10,270.882
2003-03-11,272.032
2003-03-12,258.213
2003-03-13,274.631
2003-03-14,286.633
2003-03-17,295.848
2003-03-18,290.32
2003-03-19,293.051
2003-03-20,289.903
2003-03-21,299.694
2003-03-24,288.455
2003-03-25,297.654
2003-03-26,297.785
2003-03-27,292.383
2003-03-28,296.178
2003-03-31,286.646
2003-04-01,293.016
2003-04-02,299.651
2003-04-03,301.669
2003-04-04,302.024
2003-04-07,312.874
2003-04-08,308.473
2003-04-09,308.152
2003-04-10,305.904
2003-04-11,307.749
2003-04-14,310.826
2003-04-15,318.567
2003-04-16,318.898
2003-04-17,321.937
2003-04-18,321.937
2003-04-21,320.55
2003-04-22,323.113
2003-04-23,327.435
2003-04-24,322.181
2003-04-25,316.449
2003-04-28,324.699
2003-04-29,320.947
2003-04-30,322.845
2003-05-01,325.81
2003-05-02,327.001
2003-05-05,335.301
2003-05-06,342.786
2003-05-07,339.697
2003-05-08,334.358
2003-05-09,340.296
2003-05-12,344.116
2003-05-13,343.468
2003-05-14,344.298
2003-05-15,346.085
2003-05-16,351.97
2003-05-19,341.795
2003-05-20,342.416
2003-05-21,337.008
2003-05-22,342.617
2003-05-23,341.414
2003-05-26,342.788
2003-05-27,345.164
2003-05-28,349.669
2003-05-29,352.457
2003-05-30,351.506
2003-06-02,355.531
2003-06-03,353.945
2003-06-04,360.776
2003-06-05,364.006
2003-06-06,368.379
2003-06-09,365.063
2003-06-10,365.48
2003-06-11,376.335
2003-06-12,383.029
2003-06-13,373.695
2003-06-16,383.471
2003-06-17,381.951
2003-06-18,380.511
2003-06-19,372.539
2003-06-20,374.732
2003-06-23,364.008
2003-06-24,362.481
2003-06-25,367.322
2003-06-26,361.355
2003-06-27,363.657
2003-06-30,359.558
2003-07-01,356.563
2003-07-02,362.812
2003-07-03,363.169
2003-07-04,359.673
2003-07-07,367.418
2003-07-08,365.783
2003-07-09,361.181
2003-07-10,355.841
2003-07-11,359.824
2003-07-14,365.479
2003-07-15,363.662
2003-07-16,361.465
2003-07-17,357.71
2003-07-18,364.895
2003-07-21,364.601
2003-07-22,368.657
2003-07-23,368.71
2003-07-24,374.75
2003-07-25,370.871
2003-07-28,373.911
2003-07-29,370.349
2003-07-30,366.382
2003-07-31,369.688
2003-08-01,363.651
2003-08-04,363.589
2003-08-05,366.824
2003-08-06,362.897
2003-08-07,366.88
2003-08-08,369.976
2003-08-11,374.724
2003-08-12,375.919
2003-08-13,374.738
2003-08-14,379.535
2003-08-15,381.307
2003-08-18,381.218
2003-08-19,378.611
2003-08-20,377.854
2003-08-21,377.031
2003-08-22,375.98
2003-08-25,373.832
2003-08-26,369.357
2003-08-27,373.443
2003-08-28,375.404
2003-08-29,374.63
2003-09-01,381.828
2003-09-02,379.277
2003-09-03,383.539
2003-09-04,384.843
2003-09-05,387.613
2003-09-08,393.198
2003-09-09,391.043
2003-09-10,385.561
2003-09-11,384.817
2003-09-12,385.897
2003-09-15,386.559
2003-09-16,386.15
2003-09-17,388.929
2003-09-18,389.437
2003-09-19,390.013
2003-09-22,385.899
2003-09-23,381.423
2003-09-24,381.474
2003-09-25,380.284
2003-09-26,372.882
2003-09-29,373.779
2003-09-30,371.096
2003-10-01,378.769
2003-10-02,379.877
2003-10-03,388.512
2003-10-06,386.901
2003-10-07,387.437
2003-10-08,387.206
2003-10-09,392.26
2003-10-10,394.203
2003-10-13,397.626
2003-10-14,396.767
2003-10-15,398.721
2003-10-16,398.151
2003-10-17,397.288
2003-10-20,397.014
2003-10-21,398.141
2003-10-22,394.07
2003-10-23,386.898
2003-10-24,386.497
2003-10-27,387.937
2003-10-28,386.187
2003-10-29,388.374
2003-10-30,391.034
2003-10-31,392.14
2003-11-03,397.512
2003-11-04,397.452
2003-11-05,394.043
2003-11-06,394.43
2003-11-07,401.194
2003-11-10,398.756
2003-11-11,396.587
2003-11-12,398.978
2003-11-13,402.768
2003-11-14,405.126
2003-11-17,395.879
2003-11-18,398.021
2003-11-19,398.193
2003-11-20,396.879
2003-11-21,396.186
2003-11-24,398.869
2003-11-25,399.003
2003-11-26,402.67
2003-11-27,403.619
2003-11-28,404.175
2003-12-01,410.049
2003-12-02,414.027
2003-12-03,417.029
2003-12-04,414.811
2003-12-05,416.299
2003-12-08,416.457
2003-12-09,418.623
2003-12-10,416.289
2003-12-11,416.29
2003-12-12,419.826
2003-12-15,421.282
2003-12-16,422.294
2003-12-17,424.116
2003-12-18,429.128
2003-12-19,433.345
2003-12-22,433.545
2003-12-23,434.557
2003-12-24,436.451
2003-12-25,436.451
2003-12-26,436.276
2003-12-29,440.68
2003-12-30,446.155
2003-12-31,451.041
2004-01-01,451.041
2004-01-02,454.359
2004-01-05,458.422
2004-01-06,460.754
2004-01-07,453.834
2004-01-08,457.362
2004-01-09,446.655
2004-01-12,442.611
2004-01-13,442.916
2004-01-14,442.754
2004-01-15,445.243
2004-01-16,440.749
2004-01-19,441.85
2004-01-20,445.475
2004-01-21,451.9
2004-01-22,455.268
2004-01-23,454.034
2004-01-26,448.008
2004-01-27,452.891
2004-01-28,454.774
2004-01-29,442.22
2004-01-30,441.343
2004-02-02,443.664
2004-02-03,443.904
2004-02-04,439.553
2004-02-05,440.6
2004-02-06,442.461
2004-02-09,446.921
2004-02-10,448.865
2004-02-11,449.502
2004-02-12,455.522
2004-02-13,451.029
2004-02-16,453.168
2004-02-17,459.076
2004-02-18,457.698
2004-02-19,454.592
2004-02-20,449.728
2004-02-23,449.036
2004-02-24,447.524
2004-02-25,443.928
2004-02-26,443.476
2004-02-27,445.521
2004-03-01,450.281
2004-03-02,448.342
2004-03-03,443.38
2004-03-04,446.207
2004-03-05,449.668
2004-03-08,451.012
2004-03-09,448.305
2004-03-10,442.63
2004-03-11,431.056
2004-03-12,430.25
2004-03-15,422.886
2004-03-16,426.653
2004-03-17,428.289
2004-03-18,423.385
2004-03-19,421.049
2004-03-22,414.075
2004-03-23,411.389
2004-03-24,407.457
2004-03-25,413.623
2004-03-26,413.16
2004-03-29,420.222
2004-03-30,421.393
2004-03-31,423.16
2004-04-01,429.306
2004-04-02,431.255
2004-04-05,429.222
2004-04-06,430.445
2004-04-07,434.052
2004-04-08,431.856
2004-04-09,431.856
2004-04-12,430.643
2004-04-13,430.154
2004-04-14,426.973
2004-04-15,429.407
2004-04-16,436.276
2004-04-19,435.701
2004-04-20,434.922
2004-04-21,430.568
2004-04-22,431.573
2004-04-23,432.583
2004-04-26,433.164
2004-04-27,435.156
2004-04-28,428.483
2004-04-29,430.302
2004-04-30,430.345
2004-05-03,432.287
2004-05-04,437.726
2004-05-05,442.932
2004-05-06,435.154
2004-05-07,427.723
2004-05-10,416.345
2004-05-11,419.405
2004-05-12,415.201
2004-05-13,419.254
2004-05-14,417.14
2004-05-17,414.912
2004-05-18,415.722
2004-05-19,426.077
2004-05-20,419.289
2004-05-21,422.06
2004-05-24,424.542
2004-05-25,428.608
2004-05-26,432.099
2004-05-27,440.939
2004-05-28,437.326
2004-05-31,438.632
2004-06-01,433.44
2004-06-02,438.767
2004-06-03,438.733
2004-06-04,441.193
2004-06-07,448.458
2004-06-08,447.842
2004-06-09,439.319
2004-06-10,440.928
2004-06-11,437.347
2004-06-14,434.706
2004-06-15,437.044
2004-06-16,439.62
2004-06-17,441.673
2004-06-18,447.272
2004-06-21,445.9
2004-06-22,439.718
2004-06-23,440.674
2004-06-24,449.191
2004-06-25,448.286
2004-06-28,453.73
2004-06-29,448.729
2004-06-30,447.225
2004-07-01,447.789
2004-07-02,448.522
2004-07-05,446.033
2004-07-06,442.187
2004-07-07,444.346
2004-07-08,446.991
2004-07-09,448.781
2004-07-12,446.457
2004-07-13,443.664
2004-07-14,444.783
2004-07-15,439.933
2004-07-16,442.565
2004-07-19,439.661
2004-07-20,439.603
2004-07-21,437.617
2004-07-22,431.096
2004-07-23,425.717
2004-07-26,421.858
2004-07-27,424.419
2004-07-28,425.146
2004-07-29,434.295
2004-07-30,433.354
2004-08-02,428.416
2004-08-03,434.096
2004-08-04,430.632
2004-08-05,432.146
2004-08-06,427.704
2004-08-09,425.124
2004-08-10,431.017
2004-08-11,423.659
2004-08-12,424.062
2004-08-13,426.875
2004-08-16,433.12
2004-08-17,433.049
2004-08-18,433.41
2004-08-19,436.12
2004-08-20,435.982
2004-08-23,438.15
2004-08-24,433.617
2004-08-25,433.144
2004-08-26,437.017
2004-08-27,437.945
2004-08-30,437.19
2004-08-31,438.232
2004-09-01,441.534
2004-09-02,444.572
2004-09-03,443.885
2004-09-06,446.348
2004-09-07,446.929
2004-09-08,448.135
2004-09-09,445.648
2004-09-10,452.286
2004-09-13,455.39
2004-09-14,454.965
2004-09-15,450.091
2004-09-16,449.335
2004-09-17,454.748
2004-09-20,452.961
2004-09-21,460.242
2004-09-22,451.054
2004-09-23,447.96
2004-09-24,446.2
2004-09-27,445.532
2004-09-28,447.048
2004-09-29,447.725
2004-09-30,451.117
2004-10-01,459.262
2004-10-04,458.166
2004-10-05,461.257
2004-10-06,462.562
2004-10-07,463.496
2004-10-08,465.44
2004-10-11,463.988
2004-10-12,456.016
2004-10-13,454.404
2004-10-14,455.901
2004-10-15,457.347
2004-10-18,457.832
2004-10-19,461.881
2004-10-20,458.546
2004-10-21,461.022
2004-10-22,462.638
2004-10-25,460.37
2004-10-26,461.597
2004-10-27,469.191
2004-10-28,472.486
2004-10-29,470.62
2004-11-01,471.953
2004-11-02,473.079
2004-11-03,478.159
2004-11-04,479.593
2004-11-05,483.289
2004-11-08,484.949
2004-11-09,483.675
2004-11-10,485.878
2004-11-11,490.058
2004-11-12,492.37
2004-11-15,491.358
2004-11-16,488.734
2004-11-17,494.67
2004-11-18,493.814
2004-11-19,494.689
2004-11-22,491.26
2004-11-23,492.589
2004-11-24,494.359
2004-11-25,503.652
2004-11-26,504.382
2004-11-29,504.569
2004-11-30,502.585
2004-12-01,509.428
2004-12-02,508.729
2004-12-03,511.56
2004-12-06,512.02
2004-12-07,513.759
2004-12-08,507.304
2004-12-09,502.716
2004-12-10,503.647
2004-12-13,511.03
2004-12-14,512.124
2004-12-15,514.822
2004-12-16,511.809
2004-12-17,506.46
2004-12-20,512.189
2004-12-21,511.674
2004-12-22,516.285
2004-12-23,523.008
2004-12-24,523.131
2004-12-27,525.882
2004-12-28,526.486
2004-12-29,524.004
2004-12-30,525.981
2004-12-31,526.381
2005-01-03,524.584
2005-01-04,517.772
2005-01-05,514.274
2005-01-06,515.584
2005-01-07,512.655
2005-01-10,515.298
2005-01-11,514.004
2005-01-12,515.096
2005-01-13,514.303
2005-01-14,511.043
2005-01-17,513.03
2005-01-18,511.449
2005-01-19,512.143
2005-01-20,507.039
2005-01-21,511.555
2005-01-24,515.106
2005-01-25,514.093
2005-01-26,519.601
2005-01-27,520.483
2005-01-28,518.411
2005-01-31,524.133
2005-02-01,531.945
2005-02-02,533.853
2005-02-03,527.785
2005-02-04,534.06
2005-02-07,531.261
2005-02-08,529.199
2005-02-09,528.012
2005-02-10,531.795
2005-02-11,536.645
2005-02-14,540.672
2005-02-15,544.079
2005-02-16,544.984
2005-02-17,551.049
2005-02-18,553.126
2005-02-21,555.599
2005-02-22,557.832
2005-02-23,551.468
2005-02-24,551.427
2005-02-25,558.65
2005-02-28,563.41
2005-03-01,562.149
2005-03-02,560.54
2005-03-03,562.354
2005-03-04,572.252
2005-03-07,569.618
2005-03-08,573.087
2005-03-09,570.028
2005-03-10,564.529
2005-03-11,566.903
2005-03-14,563.071
2005-03-15,563.672
2005-03-16,560.002
2005-03-17,556.301
2005-03-18,555.271
2005-03-21,549.003
2005-03-22,551.26
2005-03-23,539.871
2005-03-24,540.1
2005-03-25,540.1
2005-03-28,536.309
2005-03-29,538.023
2005-03-30,535.761
2005-03-31,538.399
2005-04-01,537.245
2005-04-04,531.753
2005-04-05,535.561
2005-04-06,538.041
2005-04-07,545.199
2005-04-08,542.735
2005-04-11,545.647
2005-04-12,539.98
2005-04-13,540.812
2005-04-14,535.023
2005-04-15,532.307
2005-04-18,523.766
2005-04-19,527.323
2005-04-20,524.321
2005-04-21,523.426
2005-04-22,527.996
2005-04-25,527.075
2005-04-26,525.908
2005-04-27,517.086
2005-04-28,511.708
2005-04-29,515.258
2005-05-02,515.15
2005-05-03,518.047
2005-05-04,522.677
2005-05-05,527.648
2005-05-06,526.289
2005-05-09,522.82
2005-05-10,521.693
2005-05-11,516.509
2005-05-12,516.553
2005-05-13,513.019
2005-05-16,510.142
2005-05-17,511.372
2005-05-18,521.072
2005-05-19,525.086
2005-05-20,521.588
2005-05-23,526.062
2005-05-24,526.146
2005-05-25,527.242
2005-05-26,528.232
2005-05-27,529.077
2005-05-30,528.197
2005-05-31,518.396
2005-06-01,525.708
2005-06-02,528.352
2005-06-03,525.73
2005-06-06,523.414
2005-06-07,528.367
2005-06-08,531.69
2005-06-09,526.24
2005-06-10,528.59
2005-06-13,528.442
2005-06-14,530.288
2005-06-15,530.048
2005-06-16,534.345
2005-06-17,543.82
2005-06-20,540.271
2005-06-21,541.561
2005-06-22,541.96
2005-06-23,541.349
2005-06-24,540.359
2005-06-27,542.286
2005-06-28,548.406
2005-06-29,547.576
2005-06-30,549.904
2005-07-01,550.769
2005-07-04,552.562
2005-07-05,551.833
2005-07-06,555.521
2005-07-07,546.245
2005-07-08,551.64
2005-07-11,557.07
2005-07-12,560.277
2005-07-13,559.397
2005-07-14,562.403
2005-07-15,557.892
2005-07-18,555.81
2005-07-19,553.463
2005-07-20,552.15
2005-07-21,558.244
2005-07-22,557.032
2005-07-25,554.356
2005-07-26,554.228
2005-07-27,555.753
2005-07-28,558.588
2005-07-29,560.521
2005-08-01,563.143
2005-08-02,566.069
2005-08-03,570.513
2005-08-04,568.127
2005-08-05,559.37
2005-08-08,560.2
2005-08-09,565.83
2005-08-10,575.31
2005-08-11,574.354
2005-08-12,569.367
2005-08-15,566.444
2005-08-16,564.068
2005-08-17,561.213
2005-08-18,553.841
2005-08-19,555.381
2005-08-22,560.189
2005-08-23,555.163
2005-08-24,555.992
2005-08-25,552.244
2005-08-26,552.896
2005-08-29,550.669
2005-08-30,547.727
2005-08-31,557.507
2005-09-01,564.329
2005-09-02,567.66
2005-09-05,569.338
2005-09-06,572.822
2005-09-07,573.367
2005-09-08,571.57
2005-09-09,573.763
2005-09-12,567.737
2005-09-13,563.838
2005-09-14,566.174
2005-09-15,562.822
2005-09-16,566.734
2005-09-19,562.749
2005-09-20,567.794
2005-09-21,563.584
2005-09-22,553.78
2005-09-23,552.874
2005-09-26,559.578
2005-09-27,557.405
2005-09-28,562.816
2005-09-29,560.637
2005-09-30,567.168
2005-10-03,567.221
2005-10-04,570.777
2005-10-05,567.375
2005-10-06,570.854
2005-10-07,568.136
2005-10-10,563.904
2005-10-11,559.646
2005-10-12,555.316
2005-10-13,546.167
2005-10-14,557.58
2005-10-17,555.308
2005-10-18,550.795
2005-10-19,544.826
2005-10-20,547.517
2005-10-21,544.973
2005-10-24,548.343
2005-10-25,552.875
2005-10-26,553.971
2005-10-27,549.338
2005-10-28,546.543
2005-10-31,553.698
2005-11-01,555.299
2005-11-02,563.086
2005-11-03,564.151
2005-11-04,555.238
2005-11-07,556.843
