Date,FINLAND VALUE Standard (Large+Mid Cap)
2005-11-09,289.725
2005-11-10,290.26
2005-11-11,292.581
2005-11-14,293.986
2005-11-15,290.737
2005-11-16,288.781
2005-11-17,292.469
2005-11-18,292.219
2005-11-21,293.661
2005-11-22,293.457
2005-11-23,297.203
2005-11-24,296.301
2005-11-25,296.928
2005-11-28,296.362
2005-11-29,293.86
2005-11-30,293.167
2005-12-01,296.543
2005-12-02,297.697
2005-12-05,300.886
2005-12-06,301.309
2005-12-07,306.338
2005-12-08,309.821
2005-12-09,308.458
2005-12-12,310.034
2005-12-13,310.825
2005-12-14,315.008
2005-12-15,310.792
2005-12-16,315.747
2005-12-19,314.576
2005-12-20,310.399
2005-12-21,310.159
2005-12-22,311.765
2005-12-23,314.49
2005-12-26,314.49
2005-12-27,315.409
2005-12-28,314.868
2005-12-29,313.506
2005-12-30,310.289
2006-01-02,311.57
2006-01-03,319.783
2006-01-04,326.895
2006-01-05,326.502
2006-01-06,327.96
2006-01-09,328.83
2006-01-10,325.817
2006-01-11,327.969
2006-01-12,326.17
2006-01-13,325.222
2006-01-16,327.016
2006-01-17,323.874
2006-01-18,323.077
2006-01-19,327.52
2006-01-20,325.333
2006-01-23,328.535
2006-01-24,327.001
2006-01-25,329.385
2006-01-26,327.013
2006-01-27,328.401
2006-01-30,327.885
2006-01-31,331.419
2006-02-01,336.505
2006-02-02,334.019
2006-02-03,330.453
2006-02-06,330.784
2006-02-07,329.123
2006-02-08,328.639
2006-02-09,331.262
2006-02-10,328.575
2006-02-13,329.952
2006-02-14,332.328
2006-02-15,338.401
2006-02-16,339.314
2006-02-17,341.568
2006-02-20,344.824
2006-02-21,347.235
2006-02-22,346.732
2006-02-23,348.35
2006-02-24,348.76
2006-02-27,348.384
2006-02-28,344.644
2006-03-01,345.127
2006-03-02,347.686
2006-03-03,347.803
2006-03-06,350.854
2006-03-07,348.402
2006-03-08,355.55
2006-03-09,362.263
2006-03-10,362.3
2006-03-13,365.181
2006-03-14,372.668
2006-03-15,372.141
2006-03-16,378.139
2006-03-17,380.638
2006-03-20,382.221
2006-03-21,380.553
2006-03-22,376.756
2006-03-23,370.283
2006-03-24,373.368
2006-03-27,372.346
2006-03-28,369.448
2006-03-29,369.793
2006-03-30,384.283
2006-03-31,380.242
2006-04-03,382.56
2006-04-04,383.546
2006-04-05,385.616
2006-04-06,385.535
2006-04-07,380.074
2006-04-10,379.211
2006-04-11,382.774
2006-04-12,379.455
2006-04-13,380.342
2006-04-14,380.342
2006-04-17,386.383
2006-04-18,386.388
2006-04-19,393.207
2006-04-20,403.966
2006-04-21,410.084
2006-04-24,408.501
2006-04-25,404.864
2006-04-26,404.716
2006-04-27,400.245
2006-04-28,397.966
2006-05-01,398.661
2006-05-02,402.631
2006-05-03,398.931
2006-05-04,406.206
2006-05-05,407.983
2006-05-08,406.628
2006-05-09,409.631
2006-05-10,405.878
2006-05-11,400.978
2006-05-12,389.836
2006-05-15,386.875
2006-05-16,388.542
2006-05-17,374.741
2006-05-18,368.582
2006-05-19,364.393
2006-05-22,354.564
2006-05-23,370.613
2006-05-24,366.732
2006-05-25,367.249
2006-05-26,377.226
2006-05-29,378.223
2006-05-30,373.514
2006-05-31,374.582
2006-06-01,377.599
2006-06-02,382.663
2006-06-05,381.575
2006-06-06,363.109
2006-06-07,361.492
2006-06-08,346.468
2006-06-09,351.231
2006-06-12,344.524
2006-06-13,332.404
2006-06-14,336.601
2006-06-15,347.59
2006-06-16,345.911
2006-06-19,347.964
2006-06-20,349.285
2006-06-21,353.123
2006-06-22,353.833
2006-06-23,352.201
2006-06-26,352.025
2006-06-27,352.103
2006-06-28,348.097
2006-06-29,358.01
2006-06-30,374.295
2006-07-03,377.317
2006-07-04,378.047
2006-07-05,372.472
2006-07-06,374.159
2006-07-07,376.243
2006-07-10,373.796
2006-07-11,372.26
2006-07-12,373.522
2006-07-13,364.403
2006-07-14,359.329
2006-07-17,353.229
2006-07-18,349.531
2006-07-19,362.172
2006-07-20,369.554
2006-07-21,369.239
2006-07-24,371.612
2006-07-25,373.249
2006-07-26,371.038
2006-07-27,381.167
2006-07-28,380.298
2006-07-31,379.653
2006-08-01,379.856
2006-08-02,383.159
2006-08-03,379.622
2006-08-04,386.534
2006-08-07,379.562
2006-08-08,382.512
2006-08-09,384.109
2006-08-10,380.22
2006-08-11,380.813
2006-08-14,382.154
2006-08-15,384.013
2006-08-16,390.959
2006-08-17,390.539
2006-08-18,388.208
2006-08-21,392.793
2006-08-22,394.769
2006-08-23,393.558
2006-08-24,392.707
2006-08-25,391.617
2006-08-28,394.23
2006-08-29,393.11
2006-08-30,398.351
2006-08-31,393.557
2006-09-01,393.382
2006-09-04,398.044
2006-09-05,394.284
2006-09-06,389.016
2006-09-07,382.977
2006-09-08,383.001
2006-09-11,379.782
2006-09-12,383.912
2006-09-13,386.847
2006-09-14,390.151
2006-09-15,389.649
2006-09-18,390.433
2006-09-19,389.994
2006-09-20,389.934
2006-09-21,391.26
2006-09-22,387.708
2006-09-25,380.271
2006-09-26,383.566
2006-09-27,392.161
2006-09-28,393.631
2006-09-29,393.946
2006-10-02,396.45
2006-10-03,394.458
2006-10-04,390.64
2006-10-05,396.128
2006-10-06,392.861
2006-10-09,396.281
2006-10-10,397.76
2006-10-11,399.855
2006-10-12,402.993
2006-10-13,402.877
2006-10-16,408.055
2006-10-17,404.85
2006-10-18,412.139
2006-10-19,416.901
2006-10-20,415.981
2006-10-23,414.217
2006-10-24,415.446
2006-10-25,417.186
2006-10-26,420.501
2006-10-27,422.871
2006-10-30,420.15
2006-10-31,422.509
2006-11-01,421.525
2006-11-02,416.143
2006-11-03,413.826
2006-11-06,420.318
2006-11-07,426.946
2006-11-08,426.144
2006-11-09,431.937
2006-11-10,433.151
2006-11-13,429.332
2006-11-14,432.57
2006-11-15,438.11
2006-11-16,437.433
2006-11-17,434.579
2006-11-20,433.728
2006-11-21,436.185
2006-11-22,442.461
2006-11-23,444.278
2006-11-24,444.728
2006-11-27,438.944
2006-11-28,436.327
2006-11-29,445.686
2006-11-30,443.436
2006-12-01,446.352
2006-12-04,446.2
2006-12-05,453.18
2006-12-06,453.486
2006-12-07,456.952
2006-12-08,455.213
2006-12-11,453.717
2006-12-12,456.565
2006-12-13,457.897
2006-12-14,455.278
2006-12-15,456.078
2006-12-18,457.4
2006-12-19,455.59
2006-12-20,456.379
2006-12-21,454.31
2006-12-22,452.972
2006-12-25,452.972
2006-12-26,452.266
2006-12-27,456.788
2006-12-28,457.034
2006-12-29,457.794
2007-01-01,457.794
2007-01-02,463.874
2007-01-03,456.947
2007-01-04,445.308
2007-01-05,435.598
2007-01-08,437.364
2007-01-09,439.794
2007-01-10,436.703
2007-01-11,440.289
2007-01-12,443.374
2007-01-15,452.898
2007-01-16,452.013
2007-01-17,452.17
2007-01-18,451.639
2007-01-19,455.413
2007-01-22,455.482
2007-01-23,455.806
2007-01-24,460.898
2007-01-25,458.22
2007-01-26,452.445
2007-01-29,460.194
2007-01-30,463.739
2007-01-31,462.963
2007-02-01,465.925
2007-02-02,465.413
2007-02-05,463.287
2007-02-06,465.464
2007-02-07,470.12
2007-02-08,467.997
2007-02-09,471.365
2007-02-12,465.651
2007-02-13,466.502
2007-02-14,475.974
2007-02-15,476.102
2007-02-16,477.657
2007-02-19,483.283
2007-02-20,486.399
2007-02-21,482.247
2007-02-22,484.989
2007-02-23,489.646
2007-02-26,494.335
2007-02-27,478.644
2007-02-28,470.696
2007-03-01,462.87
2007-03-02,471.431
2007-03-05,462.675
2007-03-06,465.412
2007-03-07,473.012
2007-03-08,478.426
2007-03-09,479.534
2007-03-12,481.722
2007-03-13,477.117
2007-03-14,464.994
2007-03-15,476.923
2007-03-16,479.408
2007-03-19,484.611
2007-03-20,485.088
2007-03-21,489.115
2007-03-22,497.918
2007-03-23,497.74
2007-03-26,497.321
2007-03-27,496.262
2007-03-28,494.078
2007-03-29,496.011
2007-03-30,497.713
2007-04-02,499.788
2007-04-03,506.689
2007-04-04,509.103
2007-04-05,510.121
2007-04-06,510.121
2007-04-09,507.463
2007-04-10,514.484
2007-04-11,515.944
2007-04-12,517.08
2007-04-13,517.14
2007-04-16,520.595
2007-04-17,522.249
2007-04-18,518.958
2007-04-19,519.216
2007-04-20,525.48
2007-04-23,524.981
2007-04-24,523.253
2007-04-25,532.523
2007-04-26,532.663
2007-04-27,532.983
2007-04-30,530.919
2007-05-01,528.935
2007-05-02,535.785
2007-05-03,535.798
2007-05-04,541.298
2007-05-07,546.266
2007-05-08,529.076
2007-05-09,527.36
2007-05-10,521.763
2007-05-11,523.266
2007-05-14,526.195
2007-05-15,529.686
2007-05-16,529.411
2007-05-17,526.213
2007-05-18,528.123
2007-05-21,532.521
2007-05-22,535.82
2007-05-23,542.087
2007-05-24,542.411
2007-05-25,542.474
2007-05-28,545.57
2007-05-29,543.183
2007-05-30,539.147
2007-05-31,548.423
2007-06-01,551.143
2007-06-04,551.684
2007-06-05,548.769
2007-06-06,537.49
2007-06-07,529.287
2007-06-08,522.941
2007-06-11,529.299
2007-06-12,523.144
2007-06-13,521.945
2007-06-14,532.503
2007-06-15,541.431
2007-06-18,542.086
2007-06-19,542.57
2007-06-20,544.79
2007-06-21,540.694
2007-06-22,541.905
2007-06-25,536.054
2007-06-26,536.461
2007-06-27,528.732
2007-06-28,534.493
2007-06-29,535.297
2007-07-02,545.155
2007-07-03,547.207
2007-07-04,552.699
2007-07-05,547.225
2007-07-06,552.218
2007-07-09,554.739
2007-07-10,553.94
2007-07-11,553.914
2007-07-12,557.264
2007-07-13,563.899
2007-07-16,561.968
2007-07-17,557.053
2007-07-18,553.424
2007-07-19,555.058
2007-07-20,552.775
2007-07-23,552.927
2007-07-24,544.192
2007-07-25,530.667
2007-07-26,522.024
2007-07-27,514.997
2007-07-30,515.435
2007-07-31,524.355
2007-08-01,511.453
2007-08-02,514.153
2007-08-03,507.506
2007-08-06,500.529
2007-08-07,504.525
2007-08-08,513.693
2007-08-09,502.02
2007-08-10,485.017
2007-08-13,499.141
2007-08-14,494.13
2007-08-15,485.522
2007-08-16,464.975
2007-08-17,474.113
2007-08-20,480.069
2007-08-21,482.035
2007-08-22,496.731
2007-08-23,501.094
2007-08-24,506.028
2007-08-27,507.802
2007-08-28,498.4
2007-08-29,504.791
2007-08-30,508.329
2007-08-31,513.039
2007-09-03,511.978
2007-09-04,513.014
2007-09-05,508.65
2007-09-06,512.14
2007-09-07,504.629
2007-09-10,498.634
2007-09-11,506.892
2007-09-12,508.184
2007-09-13,509.45
2007-09-14,507.171
2007-09-17,500.894
2007-09-18,505.387
2007-09-19,529.487
2007-09-20,530.501
2007-09-21,544.774
2007-09-24,544.983
2007-09-25,535.815
2007-09-26,543.724
2007-09-27,550.521
2007-09-28,551.35
2007-10-01,554.431
2007-10-02,548.823
2007-10-03,546.707
2007-10-04,535.804
2007-10-05,539.791
2007-10-08,535.127
2007-10-09,541.253
2007-10-10,542.479
2007-10-11,547.555
2007-10-12,542.208
2007-10-15,532.704
2007-10-16,528.986
2007-10-17,536.845
2007-10-18,541.055
2007-10-19,539.583
2007-10-22,523.32
2007-10-23,534.74
2007-10-24,532.472
2007-10-25,539.752
2007-10-26,541.326
2007-10-29,549.779
2007-10-30,552.891
2007-10-31,557.358
2007-11-01,551.98
2007-11-02,551.912
2007-11-05,546.119
2007-11-06,554.663
2007-11-07,555.96
2007-11-08,551.4
2007-11-09,541.668
2007-11-12,529.33
2007-11-13,528.333
2007-11-14,533.699
2007-11-15,523.085
2007-11-16,518.919
2007-11-19,507.894
2007-11-20,521.954
2007-11-21,508.611
2007-11-22,509.071
2007-11-23,512.202
2007-11-26,515.53
2007-11-27,508.883
2007-11-28,515.634
2007-11-29,521.337
2007-11-30,524.034
2007-12-03,519.268
2007-12-04,512.064
2007-12-05,516.994
2007-12-06,515.742
2007-12-07,526.327
2007-12-10,526.237
2007-12-11,523.34
2007-12-12,520.82
2007-12-13,507.829
2007-12-14,502.354
2007-12-17,490.907
2007-12-18,489.69
2007-12-19,485.765
2007-12-20,482.972
2007-12-21,490.553
2007-12-24,491.645
2007-12-25,491.645
2007-12-26,495.024
2007-12-27,499.76
2007-12-28,505.63
2007-12-31,502.741
2008-01-01,502.741
2008-01-02,511.145
2008-01-03,514.056
2008-01-04,507.833
2008-01-07,497.142
2008-01-08,497.6
2008-01-09,490.158
2008-01-10,482.727
2008-01-11,483.842
2008-01-14,490.034
2008-01-15,475.208
2008-01-16,461.494
2008-01-17,464.398
2008-01-18,454.722
2008-01-21,425.47
2008-01-22,432.538
2008-01-23,424.049
2008-01-24,458.289
2008-01-25,465.72
2008-01-28,460.474
2008-01-29,469.986
2008-01-30,466.465
2008-01-31,464.656
2008-02-01,476.002
2008-02-04,479.75
2008-02-05,451.531
2008-02-06,455.525
2008-02-07,441.521
2008-02-08,440.627
2008-02-11,438.081
2008-02-12,455.711
2008-02-13,454.716
2008-02-14,457.765
2008-02-15,452.621
2008-02-18,461.723
2008-02-19,468.355
2008-02-20,461.646
2008-02-21,469.076
2008-02-22,462.938
2008-02-25,472.308
2008-02-26,478.931
2008-02-27,486.248
2008-02-28,484.162
2008-02-29,474.06
2008-03-03,464.065
2008-03-04,462.514
2008-03-05,470.339
2008-03-06,469.606
2008-03-07,471.512
2008-03-10,462.174
2008-03-11,468.984
2008-03-12,477.428
2008-03-13,473.577
2008-03-14,472.787
2008-03-17,455.917
2008-03-18,465.613
2008-03-19,460.127
2008-03-20,451.452
2008-03-21,451.452
2008-03-24,450.808
2008-03-25,476.364
2008-03-26,487.911
2008-03-27,492.526
2008-03-28,491.664
2008-03-31,493.056
2008-04-01,505.581
2008-04-02,508.028
2008-04-03,499.144
2008-04-04,502.433
2008-04-07,509.242
2008-04-08,503.04
2008-04-09,503.184
2008-04-10,501.307
2008-04-11,498.315
2008-04-14,493.627
2008-04-15,496.908
2008-04-16,513.819
2008-04-17,507.052
2008-04-18,509.349
2008-04-21,517.316
2008-04-22,513.9
2008-04-23,510.285
2008-04-24,504.158
2008-04-25,515.615
2008-04-28,514.378
2008-04-29,507.824
2008-04-30,508.157
2008-05-01,504.289
2008-05-02,514.856
2008-05-05,518.817
2008-05-06,518.885
2008-05-07,520.003
2008-05-08,518.182
2008-05-09,512.803
2008-05-12,523.089
2008-05-13,525.496
2008-05-14,530.61
2008-05-15,528.643
2008-05-16,537.524
2008-05-19,545.078
2008-05-20,535.022
2008-05-21,538.911
2008-05-22,541.419
2008-05-23,530.804
2008-05-26,528.772
2008-05-27,521.688
2008-05-28,524.707
2008-05-29,528.031
2008-05-30,527.55
2008-06-02,524.59
2008-06-03,527.234
2008-06-04,518.568
2008-06-05,520.111
2008-06-06,516.997
2008-06-09,510.131
2008-06-10,496.058
2008-06-11,485.521
2008-06-12,478.487
2008-06-13,482.056
2008-06-16,488.408
2008-06-17,486.07
2008-06-18,476.576
2008-06-19,470.043
2008-06-20,474.413
2008-06-23,455.233
2008-06-24,454.917
2008-06-25,458.363
2008-06-26,457.722
2008-06-27,459.604
2008-06-30,462.105
2008-07-01,446.158
2008-07-02,445.823
2008-07-03,435.233
2008-07-04,430.9
2008-07-07,436.415
2008-07-08,426.861
2008-07-09,443.212
2008-07-10,438.966
2008-07-11,432.386
2008-07-14,432.838
2008-07-15,425.782
2008-07-16,427.034
2008-07-17,440.168
2008-07-18,444.241
2008-07-21,454.661
2008-07-22,449.117
2008-07-23,446.118
2008-07-24,416.559
2008-07-25,417.969
2008-07-28,414.604
2008-07-29,407.71
2008-07-30,415.928
2008-07-31,419.529
2008-08-01,413.128
2008-08-04,411.135
2008-08-05,420.054
2008-08-06,427.412
2008-08-07,426.888
2008-08-08,428.078
2008-08-11,433.31
2008-08-12,427.551
2008-08-13,414.188
2008-08-14,424.514
2008-08-15,423.346
2008-08-18,420.144
2008-08-19,409.049
2008-08-20,411.115
2008-08-21,416.722
2008-08-22,423.798
2008-08-25,421.091
2008-08-26,416.421
2008-08-27,418.728
2008-08-28,425.613
2008-08-29,425.613
2008-09-01,424.624
2008-09-02,422.714
2008-09-03,417.6
2008-09-04,403.119
2008-09-05,387.117
2008-09-08,401.248
2008-09-09,393.624
2008-09-10,391.46
2008-09-11,389.311
2008-09-12,402.289
2008-09-15,393.789
2008-09-16,384.793
2008-09-17,372.322
2008-09-18,371.275
2008-09-19,403.048
2008-09-22,404.787
2008-09-23,390.359
2008-09-24,388.991
2008-09-25,393.514
2008-09-26,383.093
2008-09-29,358.431
2008-09-30,351.794
2008-10-01,347.593
2008-10-02,341.835
2008-10-03,350.509
2008-10-06,313.38
2008-10-07,300.881
2008-10-08,287.356
2008-10-09,288.53
2008-10-10,275.487
2008-10-13,300.699
2008-10-14,310.61
2008-10-15,294.347
2008-10-16,277.042
2008-10-17,285.91
2008-10-20,293.768
2008-10-21,292.821
2008-10-22,273.898
2008-10-23,275.675
2008-10-24,261.185
2008-10-27,255.651
2008-10-28,261.391
2008-10-29,281.359
2008-10-30,289.591
2008-10-31,294.26
2008-11-03,300.611
2008-11-04,318.853
2008-11-05,320.127
2008-11-06,292.924
2008-11-07,298.238
2008-11-10,305.686
2008-11-11,291.3
2008-11-12,284.636
2008-11-13,280.514
2008-11-14,281.432
2008-11-17,273.225
2008-11-18,269.011
2008-11-19,256.662
2008-11-20,246.549
2008-11-21,238.457
2008-11-24,265.839
2008-11-25,270.501
2008-11-26,268.587
2008-11-27,281.476
2008-11-28,277.184
2008-12-01,255.25
2008-12-02,262.039
2008-12-03,263.993
2008-12-04,263.739
2008-12-05,250.838
2008-12-08,266.112
2008-12-09,271.235
2008-12-10,271.26
2008-12-11,267.134
2008-12-12,264.493
2008-12-15,268.709
2008-12-16,270.676
2008-12-17,279.012
2008-12-18,283.216
2008-12-19,270.8
2008-12-22,268.676
2008-12-23,270.925
2008-12-24,271.789
2008-12-25,271.789
2008-12-26,273.101
2008-12-29,280.39
2008-12-30,284.287
2008-12-31,279.383
2009-01-01,279.383
2009-01-02,293.383
2009-01-05,298.385
2009-01-06,292.891
2009-01-07,294.069
2009-01-08,282.457
2009-01-09,278.809
2009-01-12,275.061
2009-01-13,262.477
2009-01-14,251.978
2009-01-15,247.447
2009-01-16,255.512
2009-01-19,247.419
2009-01-20,237.755
2009-01-21,237.043
2009-01-22,240.702
2009-01-23,233.157
2009-01-26,246.36
2009-01-27,247.288
2009-01-28,257.966
2009-01-29,249.105
2009-01-30,244.471
2009-02-02,237.06
2009-02-03,242.186
2009-02-04,252.694
2009-02-05,245.157
2009-02-06,254.544
2009-02-09,260.584
2009-02-10,250.377
2009-02-11,246.022
2009-02-12,239.944
2009-02-13,240.927
2009-02-16,238.334
2009-02-17,224.351
2009-02-18,220.084
2009-02-19,218.08
2009-02-20,209.784
2009-02-23,208.164
2009-02-24,205.655
2009-02-25,199.959
2009-02-26,205.498
2009-02-27,200.89
2009-03-02,191.539
2009-03-03,185.101
2009-03-04,192.31
2009-03-05,186.459
2009-03-06,184.714
2009-03-09,183.083
2009-03-10,195.468
2009-03-11,199.849
2009-03-12,199.426
2009-03-13,202.085
2009-03-16,207.739
2009-03-17,204.501
2009-03-18,205.244
2009-03-19,221.3
2009-03-20,216.362
2009-03-23,221.63
2009-03-24,215.599
2009-03-25,219.999
2009-03-26,220.41
2009-03-27,212.466
2009-03-30,201.303
2009-03-31,206.348
2009-04-01,207.895
2009-04-02,226.649
2009-04-03,228.781
2009-04-06,228.202
2009-04-07,221.718
2009-04-08,219.392
2009-04-09,227.768
2009-04-10,227.768
2009-04-13,229.699
2009-04-14,235.79
2009-04-15,232.524
2009-04-16,244.606
2009-04-17,246.221
2009-04-20,232.954
2009-04-21,233.075
2009-04-22,244.93
2009-04-23,248.717
2009-04-24,263.177
2009-04-27,260.842
2009-04-28,256.121
2009-04-29,267.48
2009-04-30,272.042
2009-05-01,272.083
2009-05-04,290.957
2009-05-05,290.345
2009-05-06,295.7
2009-05-07,296.627
2009-05-08,306.862
2009-05-11,296.154
2009-05-12,287.42
2009-05-13,272.36
2009-05-14,276.655
2009-05-15,282.235
2009-05-18,283.932
2009-05-19,289.569
2009-05-20,299.553
2009-05-21,299.249
2009-05-22,293.913
2009-05-25,294.859
2009-05-26,290.399
2009-05-27,291.494
2009-05-28,290.922
2009-05-29,295.207
2009-06-01,306.876
2009-06-02,311.455
2009-06-03,298.068
2009-06-04,296.146
2009-06-05,291.97
2009-06-08,284.928
2009-06-09,293.042
2009-06-10,297.457
2009-06-11,301.368
2009-06-12,295.964
2009-06-15,284.433
2009-06-16,285.388
2009-06-17,274.786
2009-06-18,277.058
2009-06-19,276.364
2009-06-22,269.903
2009-06-23,269.446
2009-06-24,278.213
2009-06-25,273.517
2009-06-26,280.099
2009-06-29,285.164
2009-06-30,278.594
2009-07-01,287.074
2009-07-02,278.874
2009-07-03,275.497
2009-07-06,270.246
2009-07-07,272.349
2009-07-08,265.099
2009-07-09,267.071
2009-07-10,262.389
2009-07-13,270.113
2009-07-14,272.112
2009-07-15,288.293
2009-07-16,272.983
2009-07-17,272.241
2009-07-20,277.463
2009-07-21,280.271
2009-07-22,283.674
2009-07-23,288.262
2009-07-24,284.847
2009-07-27,286.84
2009-07-28,283.55
2009-07-29,281.304
2009-07-30,289.0
2009-07-31,288.366
2009-08-03,299.87
2009-08-04,297.238
2009-08-05,297.395
2009-08-06,298.252
2009-08-07,299.088
2009-08-10,293.72
2009-08-11,290.873
2009-08-12,295.341
2009-08-13,301.066
2009-08-14,299.417
2009-08-17,288.807
2009-08-18,291.322
2009-08-19,293.118
2009-08-20,295.406
2009-08-21,304.778
2009-08-24,311.084
2009-08-25,311.393
2009-08-26,310.541
2009-08-27,313.682
2009-08-28,321.919
2009-08-31,317.487
2009-09-01,309.57
2009-09-02,301.955
2009-09-03,305.777
2009-09-04,312.813
2009-09-07,323.315
2009-09-08,328.932
2009-09-09,333.811
2009-09-10,334.585
2009-09-11,335.538
2009-09-14,332.699
2009-09-15,336.65
2009-09-16,344.634
2009-09-17,348.26
2009-09-18,345.851
2009-09-21,341.251
2009-09-22,345.383
2009-09-23,344.129
2009-09-24,332.587
2009-09-25,330.873
2009-09-28,336.021
2009-09-29,328.788
2009-09-30,328.05
2009-10-01,320.051
2009-10-02,312.93
2009-10-05,316.878
2009-10-06,327.26
2009-10-07,324.025
2009-10-08,328.471
2009-10-09,329.622
2009-10-12,333.016
2009-10-13,331.418
2009-10-14,337.937
2009-10-15,327.81
2009-10-16,326.555
2009-10-19,330.403
2009-10-20,329.662
2009-10-21,328.756
2009-10-22,325.293
2009-10-23,324.424
2009-10-26,318.356
2009-10-27,313.858
2009-10-28,304.88
2009-10-29,313.553
2009-10-30,307.124
2009-11-02,309.829
2009-11-03,303.95
2009-11-04,312.443
2009-11-05,314.318
2009-11-06,314.877
2009-11-09,324.515
2009-11-10,321.94
2009-11-11,327.932
2009-11-12,325.562
2009-11-13,326.724
2009-11-16,334.289
2009-11-17,328.617
2009-11-18,335.877
2009-11-19,325.741
2009-11-20,324.538
2009-11-23,332.993
2009-11-24,328.743
2009-11-25,330.327
2009-11-26,319.083
2009-11-27,324.014
2009-11-30,320.409
2009-12-01,328.377
2009-12-02,325.902
2009-12-03,321.522
2009-12-04,318.145
2009-12-07,316.896
2009-12-08,314.996
2009-12-09,312.887
2009-12-10,315.021
2009-12-11,317.484
2009-12-14,319.173
2009-12-15,316.7
2009-12-16,318.206
2009-12-17,310.972
2009-12-18,308.613
2009-12-21,310.364
2009-12-22,314.256
2009-12-23,317.303
2009-12-24,317.846
2009-12-25,317.846
2009-12-28,317.587
2009-12-29,321.139
2009-12-30,320.661
2009-12-31,321.704
2010-01-01,321.704
2010-01-04,333.777
2010-01-05,333.325
2010-01-06,332.654
2010-01-07,333.997
2010-01-08,333.976
2010-01-11,334.771
2010-01-12,328.822
2010-01-13,329.92
2010-01-14,332.564
2010-01-15,328.228
2010-01-18,332.991
2010-01-19,330.578
2010-01-20,322.483
2010-01-21,321.994
2010-01-22,321.248
2010-01-25,317.913
2010-01-26,315.073
2010-01-27,314.774
2010-01-28,328.086
2010-01-29,332.071
2010-02-01,332.993
2010-02-02,337.593
2010-02-03,335.785
2010-02-04,325.021
2010-02-05,314.801
2010-02-08,314.199
2010-02-09,314.691
2010-02-10,311.87
2010-02-11,310.122
2010-02-12,307.244
2010-02-15,307.442
2010-02-16,313.988
2010-02-17,318.034
2010-02-18,320.099
2010-02-19,317.881
2010-02-22,320.575
2010-02-23,318.019
2010-02-24,320.466
2010-02-25,313.291
2010-02-26,321.572
2010-03-01,319.584
2010-03-02,325.168
2010-03-03,333.804
2010-03-04,330.991
2010-03-05,335.24
2010-03-08,339.263
2010-03-09,338.337
2010-03-10,346.368
2010-03-11,343.936
2010-03-12,353.169
2010-03-15,349.507
2010-03-16,356.944
2010-03-17,363.089
2010-03-18,355.746
2010-03-19,352.342
2010-03-22,354.814
2010-03-23,356.576
2010-03-24,353.946
2010-03-25,359.29
2010-03-26,362.745
2010-03-29,362.136
2010-03-30,360.121
2010-03-31,363.956
2010-04-01,369.316
2010-04-02,369.316
2010-04-05,368.471
2010-04-06,365.495
2010-04-07,365.647
2010-04-08,359.542
2010-04-09,362.664
2010-04-12,365.373
2010-04-13,363.143
2010-04-14,368.59
2010-04-15,368.229
2010-04-16,357.678
2010-04-19,358.583
2010-04-20,363.919
2010-04-21,360.898
2010-04-22,330.916
2010-04-23,331.341
2010-04-26,331.267
2010-04-27,322.848
2010-04-28,316.521
2010-04-29,321.518
2010-04-30,325.454
2010-05-03,321.683
2010-05-04,310.357
2010-05-05,303.2
2010-05-06,294.709
2010-05-07,282.305
2010-05-10,306.224
2010-05-11,299.739
2010-05-12,304.177
2010-05-13,301.431
2010-05-14,285.68
2010-05-17,285.127
2010-05-18,291.729
2010-05-19,280.411
2010-05-20,274.711
2010-05-21,279.412
2010-05-24,274.594
2010-05-25,268.261
2010-05-26,274.502
2010-05-27,281.292
2010-05-28,281.849
2010-05-31,281.223
2010-06-01,281.178
2010-06-02,278.84
2010-06-03,282.539
2010-06-04,271.994
2010-06-07,265.773
2010-06-08,266.657
2010-06-09,268.315
2010-06-10,272.303
2010-06-11,273.825
2010-06-14,279.641
2010-06-15,284.105
2010-06-16,271.462
2010-06-17,271.243
2010-06-18,274.299
2010-06-21,274.345
2010-06-22,270.193
2010-06-23,266.603
2010-06-24,261.512
2010-06-25,261.003
2010-06-28,262.524
2010-06-29,251.669
2010-06-30,254.633
2010-07-01,254.717
2010-07-02,259.805
2010-07-05,255.672
2010-07-06,264.013
2010-07-07,267.14
2010-07-08,266.602
2010-07-09,266.073
2010-07-12,263.567
2010-07-13,269.975
2010-07-14,271.279
2010-07-15,274.574
2010-07-16,270.802
2010-07-19,270.392
2010-07-20,272.333
2010-07-21,273.722
2010-07-22,280.952
2010-07-23,280.742
2010-07-26,285.452
2010-07-27,286.287
2010-07-28,286.542
2010-07-29,288.051
2010-07-30,284.793
2010-08-02,296.178
2010-08-03,299.124
2010-08-04,296.04
2010-08-05,296.841
2010-08-06,296.871
2010-08-09,299.747
2010-08-10,292.652
2010-08-11,282.035
2010-08-12,281.832
2010-08-13,280.843
2010-08-16,279.964
2010-08-17,283.706
2010-08-18,283.034
2010-08-19,282.929
2010-08-20,278.086
2010-08-23,276.302
2010-08-24,271.783
2010-08-25,268.179
2010-08-26,272.862
2010-08-27,271.094
2010-08-30,271.524
2010-08-31,271.089
2010-09-01,282.315
2010-09-02,283.483
2010-09-03,286.416
2010-09-06,287.554
2010-09-07,288.332
2010-09-08,293.243
2010-09-09,296.406
2010-09-10,298.458
2010-09-13,305.01
2010-09-14,302.267
2010-09-15,303.775
2010-09-16,306.422
2010-09-17,304.549
2010-09-20,311.842
2010-09-21,306.259
