Date,FINLAND VALUE Standard (Large+Mid Cap)
1998-07-31,262.31
1998-08-31,206.309
1998-09-30,205.577
1998-10-30,224.796
1998-11-30,237.759
1998-12-31,267.202
1999-01-29,271.095
1999-02-26,257.583
1999-03-31,278.337
1999-04-30,304.096
1999-05-31,297.286
1999-06-30,306.048
1999-07-30,331.89
1999-08-31,322.104
1999-09-30,330.287
1999-10-29,333.967
1999-11-30,375.748
1999-12-31,523.149
2000-01-31,516.965
2000-02-29,542.832
2000-03-31,505.41
2000-04-28,424.796
2000-05-31,401.74
2000-06-30,378.798
2000-07-31,350.069
2000-08-31,319.48
2000-09-29,277.773
2000-10-31,252.38
2000-11-30,247.269
2000-12-29,267.518
2001-01-31,274.92
2001-02-28,228.002
2001-03-30,202.39
2001-04-30,238.699
2001-05-31,222.479
2001-06-29,204.429
2001-07-31,204.631
2001-08-31,201.552
2001-09-28,175.625
2001-10-31,206.277
2001-11-30,215.96
2001-12-31,216.718
2002-01-31,217.262
2002-02-28,227.014
2002-03-29,234.264
2002-04-30,238.189
2002-05-31,247.684
2002-06-28,246.126
2002-07-31,213.16
2002-08-30,209.223
2002-09-30,185.907
2002-10-31,203.073
2002-11-29,226.54
2002-12-31,218.449
2003-01-31,205.846
2003-02-28,203.893
2003-03-31,201.178
2003-04-30,227.237
2003-05-30,229.12
2003-06-30,222.812
2003-07-31,224.508
2003-08-29,237.605
2003-09-30,231.802
2003-10-31,257.087
2003-11-28,270.18
2003-12-31,268.56
2004-01-30,290.896
2004-02-27,308.358
2004-03-31,300.651
2004-04-30,257.555
2004-05-31,254.488
2004-06-30,266.661
2004-07-30,246.957
2004-08-31,248.09
2004-09-30,266.93
2004-10-29,287.579
2004-11-30,316.256
2004-12-31,313.158
2005-01-31,301.844
2005-02-28,322.826
2005-03-31,317.458
2005-04-29,317.831
2005-05-31,325.407
2005-06-30,329.924
2005-07-29,334.282
2005-08-31,337.559
2005-09-30,352.395
2005-10-31,337.454
2005-11-30,341.133
2005-12-30,361.056
2006-01-31,385.643
2006-02-28,401.032
2006-03-31,446.13
2006-04-28,467.482
2006-05-31,440.013
2006-06-30,439.676
2006-07-31,445.97
2006-08-31,462.303
2006-09-29,462.76
2006-10-31,496.312
2006-11-30,521.107
2006-12-29,537.98
2007-01-31,544.055
2007-02-28,553.141
2007-03-30,589.967
2007-04-30,631.567
2007-05-31,652.389
2007-06-29,636.775
2007-07-31,623.758
2007-08-31,610.297
2007-09-28,655.871
2007-10-31,663.018
2007-11-30,623.377
2007-12-31,598.047
2008-01-31,552.742
2008-02-29,563.929
2008-03-31,591.103
2008-04-30,614.294
2008-05-30,637.738
2008-06-30,558.623
2008-07-31,507.155
2008-08-29,514.509
2008-09-30,425.272
2008-10-31,355.721
2008-11-28,335.079
2008-12-31,337.737
2009-01-30,295.533
2009-02-27,242.849
2009-03-31,252.132
2009-04-30,335.144
2009-05-29,363.683
2009-06-30,343.217
2009-07-31,355.255
2009-08-31,391.131
2009-09-30,404.144
2009-10-30,378.364
2009-11-30,394.731
2009-12-31,396.326
2010-01-29,409.098
2010-02-26,396.164
2010-03-31,450.253
2010-04-30,402.982
2010-05-31,350.411
2010-06-30,317.279
2010-07-30,354.86
2010-08-31,337.784
2010-09-30,394.941
2010-10-29,414.538
2010-11-30,370.864
2010-12-31,419.678
2011-01-31,441.747
2011-02-28,397.809
2011-03-31,409.221
2011-04-29,436.014
2011-05-31,384.827
2011-06-30,362.973
2011-07-29,329.556
2011-08-31,325.46
2011-09-30,282.261
2011-10-31,318.571
2011-11-30,289.266
2011-12-30,264.353
2012-01-31,282.672
2012-02-29,300.389
2012-03-30,302.839
2012-04-30,261.754
2012-05-31,216.024
2012-06-29,219.652
2012-07-31,227.699
2012-08-31,244.635
2012-09-28,249.64
2012-10-31,252.719
2012-11-30,272.325
2012-12-31,290.782
2013-01-31,305.132
2013-02-28,297.468
2013-03-29,291.808
2013-04-30,306.182
2013-05-31,307.622
2013-06-28,300.046
2013-07-31,326.436
2013-08-30,324.894
2013-09-30,397.099
2013-10-31,436.022
2013-11-29,449.836
2013-12-31,462.707
2014-01-31,428.369
2014-02-28,479.181
2014-03-31,473.977
2014-04-30,492.962
2014-05-30,508.276
2014-06-30,517.012
2014-07-31,499.949
2014-08-29,488.48
2014-09-30,474.157
2014-10-31,467.495
2014-11-28,486.708
2014-12-31,458.888
2015-01-30,472.319
2015-02-27,495.095
2015-03-31,491.216
2015-04-30,505.567
2015-05-29,493.772
2015-06-30,489.899
2015-07-31,508.206
2015-08-31,476.217
2015-09-30,455.844
2015-10-30,497.017
2015-11-30,503.785
2015-12-31,503.842
2016-01-29,475.284
2016-02-29,457.262
2016-03-31,496.098
2016-04-29,503.393
2016-05-31,505.245
2016-06-30,502.573
2016-07-29,526.237
2016-08-31,518.993
2016-09-30,539.56
2016-10-31,505.262
2016-11-30,491.667
2016-12-30,523.54
2017-01-31,513.331
2017-02-28,535.34
2017-03-31,562.151
2017-04-28,600.202
2017-05-31,650.164
2017-06-30,642.974
2017-07-31,662.361
2017-08-31,654.887
2017-09-29,663.808
2017-10-31,649.862
2017-11-30,658.544
2017-12-29,671.403
2018-01-31,724.813
2018-02-28,725.454
2018-03-30,737.868
2018-04-30,777.622
2018-05-31,760.496
2018-06-29,753.613
2018-07-31,742.694
2018-08-31,766.478
2018-09-28,767.018
2018-10-31,710.185
2018-11-30,681.454
2018-12-31,687.655
2019-01-31,742.456
2019-02-28,739.527
2019-03-29,706.008
2019-04-30,696.291
2019-05-31,660.666
2019-06-28,697.018
2019-07-31,700.482
2019-08-30,670.313
2019-09-30,695.402
2019-10-31,660.723
2019-11-29,649.656
2019-12-31,690.705
2020-01-31,677.911
2020-02-28,616.294
2020-03-31,516.596
2020-04-30,568.923
2020-05-29,606.048
2020-06-30,610.735
2020-07-31,628.8
2020-08-31,692.717
2020-09-30,694.626
2020-10-30,645.782
2020-11-30,738.564
2020-12-31,770.509
2021-01-29,758.524
2021-02-26,797.763
2021-03-31,800.095
2021-04-30,842.349
2021-05-31,858.189
2021-06-30,859.265
2021-07-30,915.083
2021-08-31,919.104
2021-09-30,843.009
2021-10-29,857.913
2021-11-30,823.617
2021-12-31,880.135
2022-01-31,827.629
2022-02-28,776.717
2022-03-31,777.64
2022-04-29,753.251
2022-05-31,763.034
2022-06-30,702.065
2022-07-29,709.251
2022-08-31,709.137
2022-09-30,662.167
2022-10-31,697.903
2022-11-30,770.486
2022-12-30,784.99
2023-01-31,794.248
2023-02-28,774.212
2023-03-31,770.928
2023-04-28,771.524
2023-05-31,723.046
2023-06-30,720.217
2023-07-31,732.349
2023-08-31,732.774
2023-09-29,704.063
2023-10-31,680.948
2023-11-30,739.069
2023-12-29,766.027
2024-01-31,761.499
2024-02-29,733.015
2024-03-29,735.889
2024-04-30,753.955
2024-05-31,796.443
2024-06-28,768.946
2024-07-31,777.681
2024-08-30,822.907
2024-09-30,833.83
2024-10-31,797.877
2024-11-29,752.809
2024-12-31,734.587
2025-01-31,782.474
2025-02-28,814.57
2025-03-31,845.537
2025-04-30,896.339
2025-05-30,936.509
