Date,NORWAY MID CAP Mid Cap
2001-01-01,232.866
2001-01-02,240.683
2001-01-03,232.366
2001-01-04,237.37
2001-01-05,237.824
2001-01-08,235.593
2001-01-09,229.556
2001-01-10,227.211
2001-01-11,227.984
2001-01-12,227.486
2001-01-15,226.883
2001-01-16,225.009
2001-01-17,226.849
2001-01-18,228.918
2001-01-19,223.925
2001-01-22,219.052
2001-01-23,219.477
2001-01-24,217.47
2001-01-25,215.334
2001-01-26,216.939
2001-01-29,211.375
2001-01-30,216.817
2001-01-31,222.543
2001-02-01,225.862
2001-02-02,225.875
2001-02-05,226.462
2001-02-06,228.377
2001-02-07,228.166
2001-02-08,225.379
2001-02-09,223.73
2001-02-12,222.301
2001-02-13,221.805
2001-02-14,219.042
2001-02-15,215.334
2001-02-16,220.331
2001-02-19,226.713
2001-02-20,222.051
2001-02-21,222.183
2001-02-22,221.945
2001-02-23,221.416
2001-02-26,222.578
2001-02-27,223.126
2001-02-28,222.412
2001-03-01,218.653
2001-03-02,219.372
2001-03-05,221.166
2001-03-06,229.934
2001-03-07,227.476
2001-03-08,229.918
2001-03-09,230.042
2001-03-12,224.601
2001-03-13,217.583
2001-03-14,207.333
2001-03-15,210.159
2001-03-16,204.992
2001-03-19,202.359
2001-03-20,206.115
2001-03-21,202.327
2001-03-22,193.087
2001-03-23,193.545
2001-03-26,197.064
2001-03-27,200.771
2001-03-28,198.852
2001-03-29,195.678
2001-03-30,198.63
2001-04-02,199.542
2001-04-03,196.776
2001-04-04,199.19
2001-04-05,205.907
2001-04-06,206.09
2001-04-09,206.194
2001-04-10,209.545
2001-04-11,209.323
2001-04-12,211.311
2001-04-13,211.311
2001-04-16,209.159
2001-04-17,207.931
2001-04-18,208.131
2001-04-19,206.011
2001-04-20,207.013
2001-04-23,207.164
2001-04-24,208.556
2001-04-25,208.974
2001-04-26,211.412
2001-04-27,213.041
2001-04-30,213.158
2001-05-01,214.416
2001-05-02,216.256
2001-05-03,214.104
2001-05-04,216.972
2001-05-07,218.97
2001-05-08,218.671
2001-05-09,215.143
2001-05-10,220.449
2001-05-11,218.849
2001-05-14,214.436
2001-05-15,217.604
2001-05-16,219.645
2001-05-17,219.667
2001-05-18,223.931
2001-05-21,232.23
2001-05-22,227.179
2001-05-23,223.364
2001-05-24,223.471
2001-05-25,224.542
2001-05-28,224.357
2001-05-29,220.449
2001-05-30,218.937
2001-05-31,216.792
2001-06-01,216.24
2001-06-04,216.546
2001-06-05,219.659
2001-06-06,220.39
2001-06-07,222.035
2001-06-08,220.361
2001-06-11,215.354
2001-06-12,212.462
2001-06-13,215.44
2001-06-14,210.676
2001-06-15,209.77
2001-06-18,212.613
2001-06-19,213.876
2001-06-20,211.647
2001-06-21,208.614
2001-06-22,210.92
2001-06-25,212.322
2001-06-26,208.381
2001-06-27,209.564
2001-06-28,208.221
2001-06-29,206.877
2001-07-02,208.87
2001-07-03,210.544
2001-07-04,210.804
2001-07-05,208.119
2001-07-06,209.027
2001-07-09,210.961
2001-07-10,211.443
2001-07-11,212.968
2001-07-12,214.889
2001-07-13,205.584
2001-07-16,202.421
2001-07-17,200.787
2001-07-18,202.704
2001-07-19,206.908
2001-07-20,206.231
2001-07-23,206.063
2001-07-24,203.554
2001-07-25,201.143
2001-07-26,201.217
2001-07-27,203.827
2001-07-30,203.923
2001-07-31,203.185
2001-08-01,204.352
2001-08-02,204.808
2001-08-03,205.235
2001-08-06,202.495
2001-08-07,201.235
2001-08-08,201.652
2001-08-09,203.143
2001-08-10,206.068
2001-08-13,206.87
2001-08-14,208.062
2001-08-15,208.049
2001-08-16,209.033
2001-08-17,207.767
2001-08-20,202.288
2001-08-21,202.789
2001-08-22,206.786
2001-08-23,204.683
2001-08-24,207.163
2001-08-27,205.541
2001-08-28,205.616
2001-08-29,202.251
2001-08-30,201.36
2001-08-31,200.554
2001-09-03,200.828
2001-09-04,203.519
2001-09-05,204.116
2001-09-06,205.225
2001-09-07,203.782
2001-09-10,197.651
2001-09-11,199.75
2001-09-12,188.724
2001-09-13,192.649
2001-09-14,188.906
2001-09-17,186.247
2001-09-18,181.471
2001-09-19,178.91
2001-09-20,167.283
2001-09-21,151.323
2001-09-24,160.107
2001-09-25,164.073
2001-09-26,164.416
2001-09-27,164.908
2001-09-28,164.435
2001-10-01,163.366
2001-10-02,163.044
2001-10-03,160.105
2001-10-04,160.182
2001-10-05,157.91
2001-10-08,155.327
2001-10-09,156.226
2001-10-10,157.959
2001-10-11,162.986
2001-10-12,162.926
2001-10-15,161.641
2001-10-16,164.174
2001-10-17,166.812
2001-10-18,162.266
2001-10-19,159.626
2001-10-22,160.484
2001-10-23,162.765
2001-10-24,163.732
2001-10-25,162.279
2001-10-26,164.967
2001-10-29,165.609
2001-10-30,163.596
2001-10-31,161.324
2001-11-01,160.763
2001-11-02,160.205
2001-11-05,163.502
2001-11-06,163.677
2001-11-07,165.738
2001-11-08,167.211
2001-11-09,170.123
2001-11-12,164.493
2001-11-13,166.03
2001-11-14,169.229
2001-11-15,167.296
2001-11-16,168.339
2001-11-19,167.769
2001-11-20,167.855
2001-11-21,165.526
2001-11-22,165.043
2001-11-23,165.028
2001-11-26,167.392
2001-11-27,171.077
2001-11-28,170.858
2001-11-29,169.717
2001-11-30,172.631
2001-12-03,170.259
2001-12-04,171.923
2001-12-05,171.169
2001-12-06,170.821
2001-12-07,171.333
2001-12-10,170.256
2001-12-11,170.868
2001-12-12,173.226
2001-12-13,172.114
2001-12-14,172.718
2001-12-17,170.48
2001-12-18,171.168
2001-12-19,170.047
2001-12-20,170.093
2001-12-21,172.14
2001-12-24,169.942
2001-12-25,169.942
2001-12-26,170.173
2001-12-27,175.871
2001-12-28,177.472
2001-12-31,178.761
2002-01-01,178.761
2002-01-02,181.044
2002-01-03,181.186
2002-01-04,180.212
2002-01-07,181.514
2002-01-08,180.478
2002-01-09,181.475
2002-01-10,181.233
2002-01-11,180.791
2002-01-14,181.038
2002-01-15,173.066
2002-01-16,169.135
2002-01-17,171.505
2002-01-18,170.49
2002-01-21,170.894
2002-01-22,169.906
2002-01-23,169.222
2002-01-24,171.252
2002-01-25,169.562
2002-01-28,171.408
2002-01-29,171.553
2002-01-30,168.449
2002-01-31,168.116
2002-02-01,167.256
2002-02-04,170.176
2002-02-05,169.607
2002-02-06,170.984
2002-02-07,170.562
2002-02-08,169.328
2002-02-11,169.997
2002-02-12,169.519
2002-02-13,171.095
2002-02-14,172.264
2002-02-15,173.378
2002-02-18,172.716
2002-02-19,172.667
2002-02-20,172.952
2002-02-21,174.88
2002-02-22,178.971
2002-02-25,178.542
2002-02-26,178.721
2002-02-27,180.837
2002-02-28,180.488
2002-03-01,178.812
2002-03-04,179.579
2002-03-05,179.902
2002-03-06,181.933
2002-03-07,185.687
2002-03-08,185.611
2002-03-11,185.266
2002-03-12,185.854
2002-03-13,185.153
2002-03-14,186.52
2002-03-15,186.708
2002-03-18,187.622
2002-03-19,190.226
2002-03-20,190.515
2002-03-21,192.328
2002-03-22,191.89
2002-03-25,191.162
2002-03-26,190.537
2002-03-27,189.852
2002-03-28,189.948
2002-03-29,189.948
2002-04-01,191.381
2002-04-02,190.765
2002-04-03,192.481
2002-04-04,189.71
2002-04-05,191.347
2002-04-08,188.155
2002-04-09,188.439
2002-04-10,188.559
2002-04-11,189.419
2002-04-12,188.777
2002-04-15,188.688
2002-04-16,188.903
2002-04-17,189.931
2002-04-18,188.687
2002-04-19,189.178
2002-04-22,189.298
2002-04-23,187.748
2002-04-24,188.331
2002-04-25,188.59
2002-04-26,190.657
2002-04-29,189.515
2002-04-30,190.295
2002-05-01,191.468
2002-05-02,195.519
2002-05-03,197.943
2002-05-06,197.613
2002-05-07,196.018
2002-05-08,198.962
2002-05-09,199.313
2002-05-10,201.818
2002-05-13,201.703
2002-05-14,200.422
2002-05-15,201.397
2002-05-16,202.688
2002-05-17,204.854
2002-05-20,205.458
2002-05-21,202.601
2002-05-22,204.238
2002-05-23,206.105
2002-05-24,204.914
2002-05-27,202.228
2002-05-28,202.16
2002-05-29,198.204
2002-05-30,197.984
2002-05-31,197.904
2002-06-03,197.657
2002-06-04,194.185
2002-06-05,194.42
2002-06-06,197.937
2002-06-07,193.78
2002-06-10,195.581
2002-06-11,196.03
2002-06-12,197.63
2002-06-13,199.773
2002-06-14,197.55
2002-06-17,198.8
2002-06-18,200.307
2002-06-19,198.046
2002-06-20,194.592
2002-06-21,195.881
2002-06-24,191.642
2002-06-25,194.37
2002-06-26,189.271
2002-06-27,193.315
2002-06-28,198.394
2002-07-01,203.801
2002-07-02,203.083
2002-07-03,201.841
2002-07-04,202.619
2002-07-05,203.819
2002-07-08,207.488
2002-07-09,208.42
2002-07-10,206.307
2002-07-11,202.601
2002-07-12,199.788
2002-07-15,201.93
2002-07-16,198.365
2002-07-17,196.543
2002-07-18,196.021
2002-07-19,193.177
2002-07-22,185.697
2002-07-23,176.628
2002-07-24,170.442
2002-07-25,179.358
2002-07-26,177.082
2002-07-29,177.311
2002-07-30,180.79
2002-07-31,180.496
2002-08-01,180.706
2002-08-02,180.138
2002-08-05,176.183
2002-08-06,171.459
2002-08-07,174.064
2002-08-08,175.457
2002-08-09,181.399
2002-08-12,182.135
2002-08-13,188.579
2002-08-14,184.753
2002-08-15,186.244
2002-08-16,186.129
2002-08-19,184.67
2002-08-20,186.722
2002-08-21,184.103
2002-08-22,184.96
2002-08-23,185.771
2002-08-26,183.759
2002-08-27,184.566
2002-08-28,182.03
2002-08-29,178.899
2002-08-30,182.307
2002-09-02,178.796
2002-09-03,175.861
2002-09-04,174.465
2002-09-05,171.104
2002-09-06,174.096
2002-09-09,171.824
2002-09-10,169.413
2002-09-11,171.213
2002-09-12,170.535
2002-09-13,170.125
2002-09-16,169.399
2002-09-17,169.029
2002-09-18,166.971
2002-09-19,161.665
2002-09-20,159.779
2002-09-23,159.534
2002-09-24,156.104
2002-09-25,158.763
2002-09-26,159.984
2002-09-27,159.922
2002-09-30,162.381
2002-10-01,163.598
2002-10-02,168.652
2002-10-03,166.99
2002-10-04,168.121
2002-10-07,166.973
2002-10-08,165.447
2002-10-09,165.708
2002-10-10,165.614
2002-10-11,172.292
2002-10-14,170.839
2002-10-15,172.711
2002-10-16,168.808
2002-10-17,167.163
2002-10-18,161.617
2002-10-21,167.007
2002-10-22,164.751
2002-10-23,164.277
2002-10-24,162.03
2002-10-25,161.687
2002-10-28,163.224
2002-10-29,159.383
2002-10-30,159.744
2002-10-31,164.699
2002-11-01,162.605
2002-11-04,167.735
2002-11-05,169.165
2002-11-06,167.393
2002-11-07,168.723
2002-11-08,169.523
2002-11-11,167.622
2002-11-12,164.179
2002-11-13,165.438
2002-11-14,164.889
2002-11-15,168.269
2002-11-18,170.753
2002-11-19,167.571
2002-11-20,164.237
2002-11-21,168.105
2002-11-22,168.33
2002-11-25,167.825
2002-11-26,169.46
2002-11-27,170.058
2002-11-28,173.735
2002-11-29,177.744
2002-12-02,181.09
2002-12-03,176.432
2002-12-04,176.861
2002-12-05,176.406
2002-12-06,172.739
2002-12-09,170.358
2002-12-10,169.7
2002-12-11,168.144
2002-12-12,170.6
2002-12-13,170.614
2002-12-16,172.026
2002-12-17,171.64
2002-12-18,171.288
2002-12-19,171.789
2002-12-20,171.789
2002-12-23,170.474
2002-12-24,171.254
2002-12-25,171.254
2002-12-26,171.439
2002-12-27,172.549
2002-12-30,171.121
2002-12-31,171.911
2003-01-01,171.911
2003-01-02,174.406
2003-01-03,179.521
2003-01-06,180.468
2003-01-07,181.28
2003-01-08,176.64
2003-01-09,178.836
2003-01-10,178.491
2003-01-13,181.497
2003-01-14,179.811
2003-01-15,179.602
2003-01-16,179.992
2003-01-17,178.397
2003-01-20,177.611
2003-01-21,176.645
2003-01-22,175.123
2003-01-23,175.098
2003-01-24,176.314
2003-01-27,173.529
2003-01-28,169.108
2003-01-29,165.139
2003-01-30,164.524
2003-01-31,163.982
2003-02-03,164.205
2003-02-04,164.043
2003-02-05,161.927
2003-02-06,161.382
2003-02-07,160.464
2003-02-10,156.477
2003-02-11,159.032
2003-02-12,156.494
2003-02-13,155.1
2003-02-14,155.929
2003-02-17,155.666
2003-02-18,157.661
2003-02-19,155.759
2003-02-20,148.947
2003-02-21,148.491
2003-02-24,145.94
2003-02-25,138.177
2003-02-26,139.333
2003-02-27,137.96
2003-02-28,143.044
2003-03-03,144.224
2003-03-04,144.983
2003-03-05,146.923
2003-03-06,146.325
2003-03-07,142.211
2003-03-10,142.262
2003-03-11,144.563
2003-03-12,146.801
2003-03-13,148.553
2003-03-14,151.592
2003-03-17,147.447
2003-03-18,148.362
2003-03-19,148.603
2003-03-20,148.163
2003-03-21,148.873
2003-03-24,147.983
2003-03-25,150.369
2003-03-26,149.935
2003-03-27,148.43
2003-03-28,148.35
2003-03-31,147.194
2003-04-01,147.419
2003-04-02,148.168
2003-04-03,150.885
2003-04-04,152.16
2003-04-07,157.046
2003-04-08,155.226
2003-04-09,158.032
2003-04-10,157.216
2003-04-11,157.529
2003-04-14,157.839
2003-04-15,161.961
2003-04-16,163.792
2003-04-17,164.118
2003-04-18,164.118
2003-04-21,164.088
2003-04-22,163.852
2003-04-23,167.844
2003-04-24,167.833
2003-04-25,167.114
2003-04-28,167.352
2003-04-29,175.812
2003-04-30,180.02
2003-05-01,181.153
2003-05-02,179.535
2003-05-05,179.809
2003-05-06,181.58
2003-05-07,181.755
2003-05-08,178.862
2003-05-09,184.3
2003-05-12,187.127
2003-05-13,188.011
