Date,NORWAY MID CAP Mid Cap
2001-11-14,178.482
2001-11-15,176.444
2001-11-16,177.543
2001-11-19,176.918
2001-11-20,177.01
2001-11-21,174.553
2001-11-22,174.044
2001-11-23,174.029
2001-11-26,176.521
2001-11-27,180.407
2001-11-28,180.177
2001-11-29,178.973
2001-11-30,182.045
2001-12-03,179.544
2001-12-04,181.299
2001-12-05,180.504
2001-12-06,180.137
2001-12-07,180.677
2001-12-10,179.541
2001-12-11,180.187
2001-12-12,182.674
2001-12-13,181.501
2001-12-14,182.138
2001-12-17,179.777
2001-12-18,180.502
2001-12-19,179.321
2001-12-20,179.37
2001-12-21,181.528
2001-12-24,179.211
2001-12-25,179.211
2001-12-26,179.454
2001-12-27,185.462
2001-12-28,187.151
2001-12-31,188.51
2002-01-01,188.51
2002-01-02,190.917
2002-01-03,191.067
2002-01-04,190.04
2002-01-07,191.414
2002-01-08,190.321
2002-01-09,191.372
2002-01-10,191.117
2002-01-11,190.651
2002-01-14,190.911
2002-01-15,182.505
2002-01-16,178.36
2002-01-17,180.859
2002-01-18,179.788
2002-01-21,180.214
2002-01-22,179.172
2002-01-23,178.451
2002-01-24,180.592
2002-01-25,178.809
2002-01-28,180.756
2002-01-29,180.909
2002-01-30,177.636
2002-01-31,177.285
2002-02-01,176.378
2002-02-04,179.457
2002-02-05,178.857
2002-02-06,180.309
2002-02-07,179.864
2002-02-08,178.563
2002-02-11,179.268
2002-02-12,178.764
2002-02-13,180.426
2002-02-14,181.659
2002-02-15,182.834
2002-02-18,182.135
2002-02-19,182.084
2002-02-20,182.384
2002-02-21,184.418
2002-02-22,188.732
2002-02-25,188.279
2002-02-26,188.467
2002-02-27,190.7
2002-02-28,190.332
2002-03-01,188.564
2002-03-04,189.373
2002-03-05,189.713
2002-03-06,191.855
2002-03-07,195.814
2002-03-08,195.733
2002-03-11,195.37
2002-03-12,195.99
2002-03-13,195.251
2002-03-14,196.692
2002-03-15,196.89
2002-03-18,197.854
2002-03-19,200.601
2002-03-20,200.905
2002-03-21,202.817
2002-03-22,202.355
2002-03-25,201.587
2002-03-26,200.928
2002-03-27,200.206
2002-03-28,200.307
2002-03-29,200.307
2002-04-01,201.819
2002-04-02,201.169
2002-04-03,202.978
2002-04-04,200.056
2002-04-05,201.782
2002-04-08,198.416
2002-04-09,198.716
2002-04-10,198.842
2002-04-11,199.749
2002-04-12,199.072
2002-04-15,198.979
2002-04-16,199.205
2002-04-17,200.289
2002-04-18,198.963
2002-04-19,199.481
2002-04-22,199.608
2002-04-23,197.973
2002-04-24,198.587
2002-04-25,198.733
2002-04-26,200.156
2002-04-29,198.956
2002-04-30,199.447
2002-05-01,200.677
2002-05-02,204.922
2002-05-03,207.165
2002-05-06,206.82
2002-05-07,205.15
2002-05-08,208.231
2002-05-09,208.599
2002-05-10,211.22
2002-05-13,211.1
2002-05-14,209.759
2002-05-15,210.78
2002-05-16,212.131
2002-05-17,214.398
2002-05-20,215.03
2002-05-21,212.04
2002-05-22,213.753
2002-05-23,215.708
2002-05-24,214.461
2002-05-27,211.65
2002-05-28,211.578
2002-05-29,207.438
2002-05-30,207.208
2002-05-31,207.124
2002-06-03,206.865
2002-06-04,203.232
2002-06-05,203.478
2002-06-06,207.158
2002-06-07,202.808
2002-06-10,204.693
2002-06-11,205.163
2002-06-12,206.837
2002-06-13,209.08
2002-06-14,206.754
2002-06-17,208.062
2002-06-18,209.64
2002-06-19,207.273
2002-06-20,203.658
2002-06-21,205.007
2002-06-24,200.57
2002-06-25,203.425
2002-06-26,198.089
2002-06-27,202.322
2002-06-28,207.637
2002-07-01,213.296
2002-07-02,212.544
2002-07-03,211.244
2002-07-04,212.059
2002-07-05,213.315
2002-07-08,217.154
2002-07-09,218.13
2002-07-10,215.918
2002-07-11,212.04
2002-07-12,209.096
2002-07-15,211.338
2002-07-16,207.607
2002-07-17,205.7
2002-07-18,205.154
2002-07-19,202.177
2002-07-22,194.348
2002-07-23,184.857
2002-07-24,178.383
2002-07-25,187.714
2002-07-26,185.332
2002-07-29,185.572
2002-07-30,189.213
2002-07-31,188.905
2002-08-01,189.125
2002-08-02,188.53
2002-08-05,184.392
2002-08-06,179.447
2002-08-07,182.174
2002-08-08,183.631
2002-08-09,189.851
2002-08-12,190.621
2002-08-13,197.364
2002-08-14,193.36
2002-08-15,194.921
2002-08-16,194.801
2002-08-19,193.273
2002-08-20,195.421
2002-08-21,192.68
2002-08-22,193.577
2002-08-23,194.426
2002-08-26,192.32
2002-08-27,193.165
2002-08-28,190.51
2002-08-29,187.233
2002-08-30,190.8
2002-09-02,187.126
2002-09-03,184.054
2002-09-04,182.593
2002-09-05,179.075
2002-09-06,182.207
2002-09-09,179.829
2002-09-10,177.306
2002-09-11,179.189
2002-09-12,178.48
2002-09-13,178.051
2002-09-16,177.292
2002-09-17,176.904
2002-09-18,174.75
2002-09-19,169.197
2002-09-20,167.222
2002-09-23,166.967
2002-09-24,163.377
2002-09-25,166.159
2002-09-26,167.438
2002-09-27,167.372
2002-09-30,169.946
2002-10-01,171.22
2002-10-02,176.509
2002-10-03,174.77
2002-10-04,175.954
2002-10-07,174.752
2002-10-08,173.155
2002-10-09,173.429
2002-10-10,173.329
2002-10-11,180.319
2002-10-14,178.798
2002-10-15,180.758
2002-10-16,176.673
2002-10-17,174.951
2002-10-18,169.146
2002-10-21,174.788
2002-10-22,172.427
2002-10-23,171.931
2002-10-24,169.579
2002-10-25,169.22
2002-10-28,170.829
2002-10-29,166.808
2002-10-30,167.187
2002-10-31,172.372
2002-11-01,170.181
2002-11-04,175.55
2002-11-05,177.047
2002-11-06,175.192
2002-11-07,176.583
2002-11-08,177.421
2002-11-11,175.431
2002-11-12,171.828
2002-11-13,173.146
2002-11-14,172.571
2002-11-15,176.109
2002-11-18,178.708
2002-11-19,175.378
2002-11-20,171.889
2002-11-21,175.937
2002-11-22,176.173
2002-11-25,175.644
2002-11-26,177.355
2002-11-27,177.981
2002-11-28,181.83
2002-11-29,186.024
2002-12-02,189.527
2002-12-03,184.652
2002-12-04,185.101
2002-12-05,184.624
2002-12-06,180.787
2002-12-09,178.295
2002-12-10,177.607
2002-12-11,175.978
2002-12-12,178.548
2002-12-13,178.563
2002-12-16,180.04
2002-12-17,179.637
2002-12-18,179.268
2002-12-19,179.793
2002-12-20,179.793
2002-12-23,178.416
2002-12-24,179.233
2002-12-25,179.233
2002-12-26,179.426
2002-12-27,180.588
2002-12-30,179.094
2002-12-31,179.92
2003-01-01,179.92
2003-01-02,182.531
2003-01-03,187.885
2003-01-06,188.876
2003-01-07,189.725
2003-01-08,184.87
2003-01-09,187.167
2003-01-10,186.807
2003-01-13,189.953
2003-01-14,188.188
2003-01-15,187.97
2003-01-16,188.378
2003-01-17,186.709
2003-01-20,185.886
2003-01-21,184.875
2003-01-22,183.281
2003-01-23,183.256
2003-01-24,184.529
2003-01-27,181.613
2003-01-28,176.987
2003-01-29,172.832
2003-01-30,172.189
2003-01-31,171.621
2003-02-03,171.855
2003-02-04,171.686
2003-02-05,169.471
2003-02-06,168.9
2003-02-07,167.94
2003-02-10,163.767
2003-02-11,166.441
2003-02-12,163.785
2003-02-13,162.326
2003-02-14,163.194
2003-02-17,162.918
2003-02-18,165.006
2003-02-19,163.016
2003-02-20,155.887
2003-02-21,155.409
2003-02-24,152.74
2003-02-25,144.614
2003-02-26,145.825
2003-02-27,144.387
2003-02-28,149.709
2003-03-03,150.944
2003-03-04,151.738
2003-03-05,153.768
2003-03-06,153.142
2003-03-07,148.836
2003-03-10,148.89
2003-03-11,151.299
2003-03-12,153.641
2003-03-13,155.473
2003-03-14,158.654
2003-03-17,154.317
2003-03-18,155.274
2003-03-19,155.526
2003-03-20,155.066
2003-03-21,155.809
2003-03-24,154.878
2003-03-25,157.375
2003-03-26,156.92
2003-03-27,155.345
2003-03-28,155.262
2003-03-31,154.052
2003-04-01,154.287
2003-04-02,155.071
2003-04-03,157.914
2003-04-04,159.249
2003-04-07,164.363
2003-04-08,162.458
2003-04-09,165.395
2003-04-10,164.54
2003-04-11,164.868
2003-04-14,165.193
2003-04-15,169.507
2003-04-16,171.423
2003-04-17,171.764
2003-04-18,171.764
2003-04-21,171.733
2003-04-22,171.486
2003-04-23,175.664
2003-04-24,175.652
2003-04-25,174.043
2003-04-28,174.291
2003-04-29,183.101
2003-04-30,187.484
2003-05-01,188.664
2003-05-02,186.35
2003-05-05,186.634
2003-05-06,188.472
2003-05-07,188.654
2003-05-08,185.651
2003-05-09,191.096
2003-05-12,194.027
2003-05-13,194.944
2003-05-14,197.384
2003-05-15,200.033
2003-05-16,206.388
2003-05-19,201.269
2003-05-20,199.842
2003-05-21,198.244
2003-05-22,200.387
2003-05-23,203.082
2003-05-26,202.705
2003-05-27,201.961
2003-05-28,204.417
2003-05-29,205.873
2003-05-30,207.326
2003-06-02,211.339
2003-06-03,208.068
2003-06-04,207.122
2003-06-05,206.47
2003-06-06,206.211
2003-06-09,206.596
2003-06-10,203.896
2003-06-11,204.018
2003-06-12,199.386
2003-06-13,201.523
2003-06-16,206.468
2003-06-17,208.442
2003-06-18,207.103
2003-06-19,208.774
2003-06-20,205.367
2003-06-23,201.075
2003-06-24,199.04
2003-06-25,198.571
2003-06-26,195.556
2003-06-27,196.879
2003-06-30,193.019
2003-07-01,193.638
2003-07-02,196.064
2003-07-03,196.704
2003-07-04,195.289
2003-07-07,194.484
2003-07-08,193.307
2003-07-09,191.451
2003-07-10,189.585
2003-07-11,190.913
2003-07-14,194.6
2003-07-15,193.293
2003-07-16,192.675
2003-07-17,191.641
2003-07-18,192.135
2003-07-21,192.561
2003-07-22,192.359
2003-07-23,197.76
2003-07-24,202.024
2003-07-25,205.291
2003-07-28,205.553
2003-07-29,204.193
2003-07-30,202.983
2003-07-31,201.678
2003-08-01,201.052
2003-08-04,202.55
2003-08-05,207.003
2003-08-06,206.024
2003-08-07,207.67
2003-08-08,208.517
2003-08-11,205.965
2003-08-12,205.533
2003-08-13,205.075
2003-08-14,205.324
2003-08-15,206.308
2003-08-18,203.062
2003-08-19,201.433
2003-08-20,202.72
2003-08-21,200.74
2003-08-22,199.049
2003-08-25,198.325
2003-08-26,194.842
2003-08-27,194.806
2003-08-28,199.129
2003-08-29,201.166
2003-09-01,202.608
2003-09-02,199.39
2003-09-03,199.187
2003-09-04,202.454
2003-09-05,204.415
2003-09-08,207.326
2003-09-09,208.532
2003-09-10,207.079
2003-09-11,206.981
2003-09-12,207.587
2003-09-15,207.862
2003-09-16,207.736
2003-09-17,210.823
2003-09-18,212.71
2003-09-19,213.568
2003-09-22,213.226
2003-09-23,214.783
2003-09-24,217.088
2003-09-25,213.418
2003-09-26,208.106
2003-09-29,211.638
2003-09-30,207.861
2003-10-01,212.57
2003-10-02,212.098
2003-10-03,211.057
2003-10-06,214.463
2003-10-07,214.55
2003-10-08,218.802
2003-10-09,221.347
2003-10-10,224.992
2003-10-13,224.411
2003-10-14,223.343
2003-10-15,226.005
2003-10-16,226.28
2003-10-17,225.466
2003-10-20,224.93
2003-10-21,226.393
2003-10-22,228.43
2003-10-23,227.344
2003-10-24,228.485
2003-10-27,231.161
2003-10-28,232.138
2003-10-29,232.46
2003-10-30,242.446
2003-10-31,239.771
2003-11-03,238.112
2003-11-04,238.453
2003-11-05,236.002
2003-11-06,241.023
2003-11-07,244.082
2003-11-10,245.183
2003-11-11,243.875
2003-11-12,248.911
2003-11-13,250.265
2003-11-14,250.598
2003-11-17,245.28
2003-11-18,248.399
2003-11-19,247.687
2003-11-20,246.271
2003-11-21,249.216
2003-11-24,249.579
2003-11-25,251.077
2003-11-26,254.086
2003-11-27,257.313
2003-11-28,256.903
2003-12-01,258.867
2003-12-02,264.278
2003-12-03,268.982
2003-12-04,269.057
2003-12-05,270.596
2003-12-08,272.597
2003-12-09,276.132
2003-12-10,272.739
2003-12-11,269.507
2003-12-12,270.365
2003-12-15,272.29
2003-12-16,271.819
2003-12-17,267.142
2003-12-18,267.08
2003-12-19,267.825
2003-12-22,268.449
2003-12-23,268.634
2003-12-24,267.91
2003-12-25,267.91
2003-12-26,267.532
2003-12-29,270.299
2003-12-30,271.065
2003-12-31,273.732
2004-01-01,273.732
2004-01-02,276.144
2004-01-05,279.172
2004-01-06,280.62
2004-01-07,278.721
2004-01-08,274.843
2004-01-09,279.278
2004-01-12,279.156
2004-01-13,280.176
2004-01-14,280.079
2004-01-15,275.803
2004-01-16,273.886
2004-01-19,275.558
2004-01-20,279.853
2004-01-21,283.28
2004-01-22,288.673
2004-01-23,282.954
2004-01-26,280.56
2004-01-27,281.812
2004-01-28,274.601
2004-01-29,265.961
2004-01-30,269.25
2004-02-02,273.743
2004-02-03,273.337
2004-02-04,275.35
2004-02-05,277.312
2004-02-06,279.761
2004-02-09,285.074
2004-02-10,278.304
2004-02-11,276.02
2004-02-12,282.696
2004-02-13,277.98
2004-02-16,278.171
2004-02-17,282.372
2004-02-18,285.282
2004-02-19,298.007
2004-02-20,297.748
2004-02-23,299.511
2004-02-24,299.344
2004-02-25,296.202
2004-02-26,292.036
2004-02-27,296.293
2004-03-01,305.677
2004-03-02,300.464
2004-03-03,295.632
2004-03-04,296.245
2004-03-05,306.277
2004-03-08,304.888
2004-03-09,304.232
2004-03-10,294.219
2004-03-11,292.249
2004-03-12,293.66
2004-03-15,289.37
2004-03-16,296.001
2004-03-17,295.564
2004-03-18,299.662
2004-03-19,303.334
2004-03-22,300.455
2004-03-23,298.793
2004-03-24,296.704
2004-03-25,295.274
2004-03-26,295.748
2004-03-29,302.044
2004-03-30,294.38
2004-03-31,301.702
2004-04-01,303.121
2004-04-02,300.624
2004-04-05,303.027
2004-04-06,301.097
2004-04-07,306.404
2004-04-08,305.117
2004-04-09,305.117
2004-04-12,302.509
2004-04-13,302.396
2004-04-14,299.892
2004-04-15,300.687
2004-04-16,299.191
2004-04-19,300.999
2004-04-20,300.283
2004-04-21,301.278
2004-04-22,301.269
2004-04-23,298.839
2004-04-26,302.72
2004-04-27,303.253
2004-04-28,302.876
2004-04-29,301.917
2004-04-30,295.287
2004-05-03,293.656
2004-05-04,299.415
2004-05-05,309.181
2004-05-06,309.476
2004-05-07,302.678
2004-05-10,293.046
2004-05-11,290.993
2004-05-12,290.235
2004-05-13,291.165
2004-05-14,290.6
2004-05-17,291.82
2004-05-18,290.349
2004-05-19,297.983
2004-05-20,296.069
2004-05-21,297.113
2004-05-24,298.833
2004-05-25,301.473
2004-05-26,303.95
2004-05-27,309.394
2004-05-28,310.988
2004-05-31,310.988
2004-06-01,310.307
2004-06-02,312.83
2004-06-03,313.732
2004-06-04,318.161
2004-06-07,321.867
2004-06-08,327.037
2004-06-09,319.636
2004-06-10,317.008
2004-06-11,314.812
2004-06-14,312.974
2004-06-15,314.035
2004-06-16,312.296
2004-06-17,314.447
2004-06-18,318.993
2004-06-21,316.615
2004-06-22,317.665
2004-06-23,316.142
2004-06-24,320.094
2004-06-25,324.284
2004-06-28,321.447
2004-06-29,319.033
2004-06-30,319.739
2004-07-01,324.801
2004-07-02,322.545
2004-07-05,325.024
2004-07-06,326.805
2004-07-07,326.752
2004-07-08,326.036
2004-07-09,326.322
2004-07-12,325.134
2004-07-13,326.182
2004-07-14,329.94
2004-07-15,330.483
2004-07-16,331.131
2004-07-19,327.459
2004-07-20,325.033
2004-07-21,320.355
2004-07-22,320.118
2004-07-23,316.688
2004-07-26,319.239
2004-07-27,319.509
2004-07-28,321.44
2004-07-29,318.874
2004-07-30,314.059
2004-08-02,317.409
2004-08-03,320.005
2004-08-04,321.138
2004-08-05,320.752
2004-08-06,321.855
2004-08-09,323.257
2004-08-10,324.454
2004-08-11,319.879
2004-08-12,332.404
2004-08-13,341.438
2004-08-16,338.962
2004-08-17,343.265
2004-08-18,342.336
2004-08-19,347.204
2004-08-20,346.073
2004-08-23,344.782
2004-08-24,343.009
2004-08-25,342.952
2004-08-26,342.953
2004-08-27,337.417
2004-08-30,339.046
2004-08-31,338.262
2004-09-01,344.6
2004-09-02,350.764
2004-09-03,345.31
2004-09-06,346.11
2004-09-07,343.328
2004-09-08,341.232
2004-09-09,346.928
2004-09-10,347.726
2004-09-13,344.462
2004-09-14,343.584
2004-09-15,339.284
2004-09-16,342.435
2004-09-17,347.53
2004-09-20,345.111
2004-09-21,346.935
2004-09-22,345.886
2004-09-23,351.026
2004-09-24,349.085
2004-09-27,350.706
2004-09-28,355.591
2004-09-29,358.709
2004-09-30,361.424
2004-10-01,370.114
2004-10-04,369.288
2004-10-05,371.862
2004-10-06,370.7
2004-10-07,370.195
2004-10-08,373.253
2004-10-11,372.731
2004-10-12,367.562
2004-10-13,368.277
2004-10-14,369.048
2004-10-15,372.856
2004-10-18,375.427
2004-10-19,376.018
2004-10-20,375.902
2004-10-21,382.415
2004-10-22,383.295
2004-10-25,381.371
2004-10-26,379.13
2004-10-27,379.519
2004-10-28,378.329
2004-10-29,378.643
2004-11-01,377.994
2004-11-02,376.656
2004-11-03,380.736
2004-11-04,381.713
2004-11-05,383.146
2004-11-08,385.938
2004-11-09,386.363
2004-11-10,387.766
2004-11-11,390.938
2004-11-12,396.486
2004-11-15,396.942
2004-11-16,397.491
2004-11-17,403.693
2004-11-18,402.959
2004-11-19,404.796
2004-11-22,403.798
2004-11-23,406.521
2004-11-24,409.843
2004-11-25,414.488
2004-11-26,415.078
2004-11-29,417.967
2004-11-30,417.372
2004-12-01,420.366
2004-12-02,409.056
2004-12-03,406.599
2004-12-06,417.792
2004-12-07,413.909
2004-12-08,402.039
2004-12-09,398.187
2004-12-10,399.429
2004-12-13,397.057
2004-12-14,403.456
2004-12-15,409.307
2004-12-16,403.557
2004-12-17,403.972
2004-12-20,412.301
2004-12-21,415.58
2004-12-22,412.455
2004-12-23,415.949
2004-12-24,416.775
2004-12-27,416.839
2004-12-28,414.158
2004-12-29,413.545
2004-12-30,414.026
2004-12-31,414.002
2005-01-03,409.654
2005-01-04,399.054
2005-01-05,392.041
2005-01-06,392.437
2005-01-07,392.31
2005-01-10,395.777
2005-01-11,396.559
2005-01-12,401.284
2005-01-13,402.967
2005-01-14,401.345
2005-01-17,398.695
2005-01-18,404.119
2005-01-19,403.255
2005-01-20,393.334
2005-01-21,392.661
2005-01-24,391.965
2005-01-25,402.378
2005-01-26,401.859
2005-01-27,404.537
2005-01-28,404.619
2005-01-31,410.709
2005-02-01,417.694
2005-02-02,425.493
2005-02-03,424.808
2005-02-04,425.014
2005-02-07,421.933
2005-02-08,414.175
2005-02-09,422.495
2005-02-10,422.275
2005-02-11,423.268
2005-02-14,428.874
2005-02-15,437.354
2005-02-16,434.455
2005-02-17,441.788
2005-02-18,441.505
2005-02-21,451.728
2005-02-22,454.152
2005-02-23,457.269
2005-02-24,470.106
2005-02-25,477.01
2005-02-28,482.022
2005-03-01,483.512
2005-03-02,479.921
2005-03-03,483.754
2005-03-04,487.474
2005-03-07,484.085
2005-03-08,486.168
2005-03-09,481.539
2005-03-10,483.526
2005-03-11,488.531
2005-03-14,489.048
2005-03-15,489.768
2005-03-16,494.028
2005-03-17,501.237
2005-03-18,493.495
2005-03-21,490.17
2005-03-22,497.287
2005-03-23,480.914
2005-03-24,477.766
2005-03-25,477.766
2005-03-28,474.041
2005-03-29,473.998
2005-03-30,473.751
2005-03-31,481.769
2005-04-01,482.789
2005-04-04,482.091
2005-04-05,487.389
2005-04-06,486.278
2005-04-07,493.621
2005-04-08,486.037
2005-04-11,489.064
2005-04-12,486.137
2005-04-13,489.246
2005-04-14,483.699
2005-04-15,472.235
2005-04-18,461.588
2005-04-19,468.389
2005-04-20,469.712
2005-04-21,474.276
2005-04-22,478.941
2005-04-25,479.576
2005-04-26,470.552
2005-04-27,461.607
2005-04-28,447.394
2005-04-29,442.716
2005-05-02,444.467
2005-05-03,455.338
2005-05-04,458.135
2005-05-05,457.653
2005-05-06,455.084
2005-05-09,456.232
2005-05-10,453.724
2005-05-11,453.928
2005-05-12,454.806
2005-05-13,443.989
2005-05-16,442.826
2005-05-17,443.005
2005-05-18,450.459
2005-05-19,455.037
2005-05-20,460.803
2005-05-23,457.716
2005-05-24,465.916
2005-05-25,465.456
2005-05-26,471.011
2005-05-27,468.664
2005-05-30,470.34
2005-05-31,463.432
2005-06-01,470.027
2005-06-02,478.915
2005-06-03,474.454
2005-06-06,478.297
2005-06-07,482.904
2005-06-08,479.197
2005-06-09,476.143
2005-06-10,481.477
2005-06-13,471.586
2005-06-14,476.124
2005-06-15,474.43
2005-06-16,471.263
2005-06-17,478.604
2005-06-20,478.37
2005-06-21,478.497
2005-06-22,484.577
2005-06-23,487.257
2005-06-24,487.998
2005-06-27,480.091
2005-06-28,480.671
2005-06-29,482.521
2005-06-30,488.838
2005-07-01,491.586
2005-07-04,491.898
2005-07-05,489.496
2005-07-06,504.954
2005-07-07,488.516
2005-07-08,503.52
2005-07-11,513.325
2005-07-12,504.466
2005-07-13,506.601
2005-07-14,501.582
2005-07-15,491.718
2005-07-18,497.805
2005-07-19,496.483
2005-07-20,493.45
2005-07-21,506.051
2005-07-22,505.956
2005-07-25,508.698
2005-07-26,508.709
2005-07-27,506.486
2005-07-28,508.256
2005-07-29,524.707
2005-08-01,524.587
2005-08-02,534.094
2005-08-03,533.713
2005-08-04,539.314
2005-08-05,529.589
2005-08-08,535.005
2005-08-09,530.92
2005-08-10,527.396
2005-08-11,529.876
2005-08-12,529.077
2005-08-15,522.968
2005-08-16,524.424
2005-08-17,528.557
2005-08-18,519.18
2005-08-19,516.224
2005-08-22,518.44
2005-08-23,516.882
2005-08-24,523.178
2005-08-25,528.116
2005-08-26,527.41
2005-08-29,527.912
2005-08-30,521.904
2005-08-31,531.848
2005-09-01,549.577
2005-09-02,559.78
2005-09-05,555.193
2005-09-06,552.544
2005-09-07,555.557
2005-09-08,548.091
2005-09-09,546.79
2005-09-12,541.271
2005-09-13,535.061
2005-09-14,541.836
2005-09-15,539.966
2005-09-16,535.846
2005-09-19,536.297
2005-09-20,542.883
2005-09-21,539.152
2005-09-22,531.226
2005-09-23,518.502
2005-09-26,517.364
2005-09-27,513.382
2005-09-28,523.289
2005-09-29,525.6
2005-09-30,528.347
2005-10-03,519.954
2005-10-04,515.377
2005-10-05,515.718
2005-10-06,499.533
2005-10-07,506.406
2005-10-10,502.592
2005-10-11,505.983
2005-10-12,497.144
2005-10-13,479.518
2005-10-14,486.109
2005-10-17,480.826
2005-10-18,465.19
2005-10-19,451.957
2005-10-20,461.972
2005-10-21,461.499
2005-10-24,467.145
2005-10-25,486.536
2005-10-26,481.31
2005-10-27,474.849
2005-10-28,478.452
2005-10-31,482.584
2005-11-01,488.061
2005-11-02,490.027
2005-11-03,498.797
2005-11-04,497.008
2005-11-07,495.919
2005-11-08,495.089
2005-11-09,498.97
2005-11-10,502.835
