Date,SINGAPORE IMI IMI (Large+Mid+Small Cap)
2002-01-02,324.51
2002-01-03,330.707
2002-01-04,336.593
2002-01-07,338.719
2002-01-08,339.135
2002-01-09,336.108
2002-01-10,340.847
2002-01-11,339.854
2002-01-14,344.831
2002-01-15,340.291
2002-01-16,335.867
2002-01-17,333.863
2002-01-18,331.282
2002-01-21,333.435
2002-01-22,330.38
2002-01-23,330.603
2002-01-24,330.557
2002-01-25,343.006
2002-01-28,350.242
2002-01-29,349.416
2002-01-30,346.33
2002-01-31,351.791
2002-02-01,350.18
2002-02-04,346.699
2002-02-05,342.218
2002-02-06,346.708
2002-02-07,341.515
2002-02-08,343.567
2002-02-11,345.06
2002-02-12,345.345
2002-02-13,345.451
2002-02-14,353.719
2002-02-15,352.027
2002-02-18,349.922
2002-02-19,347.347
2002-02-20,345.326
2002-02-21,344.495
2002-02-22,336.116
2002-02-25,332.163
2002-02-26,334.211
2002-02-27,337.712
2002-02-28,341.293
2002-03-01,343.082
2002-03-04,359.778
2002-03-05,360.226
2002-03-06,359.364
2002-03-07,361.34
2002-03-08,361.136
2002-03-11,362.281
2002-03-12,357.578
2002-03-13,357.636
2002-03-14,358.19
2002-03-15,358.413
2002-03-18,358.701
2002-03-19,362.244
2002-03-20,360.86
2002-03-21,358.742
2002-03-22,359.102
2002-03-25,356.412
2002-03-26,353.676
2002-03-27,354.988
2002-03-28,355.812
2002-03-29,355.812
2002-04-01,352.719
2002-04-02,353.319
2002-04-03,350.624
2002-04-04,350.171
2002-04-05,351.631
2002-04-08,348.846
2002-04-09,346.514
2002-04-10,340.752
2002-04-11,345.381
2002-04-12,347.943
2002-04-15,349.093
2002-04-16,352.461
2002-04-17,353.482
2002-04-18,350.778
2002-04-19,347.744
2002-04-22,348.246
2002-04-23,350.187
2002-04-24,348.712
2002-04-25,346.939
2002-04-26,349.285
2002-04-29,345.579
2002-04-30,347.078
2002-05-01,347.458
2002-05-02,349.472
2002-05-03,351.372
2002-05-06,347.484
2002-05-07,346.275
2002-05-08,349.027
2002-05-09,348.114
2002-05-10,349.588
2002-05-13,349.608
2002-05-14,349.83
2002-05-15,351.572
2002-05-16,349.661
2002-05-17,351.937
2002-05-20,351.12
2002-05-21,352.459
2002-05-22,353.499
2002-05-23,348.281
2002-05-24,350.134
2002-05-27,350.358
2002-05-28,348.263
2002-05-29,343.775
2002-05-30,345.618
2002-05-31,344.178
2002-06-03,344.56
2002-06-04,339.622
2002-06-05,338.617
2002-06-06,338.218
2002-06-07,339.049
2002-06-10,341.219
2002-06-11,339.708
2002-06-12,337.681
2002-06-13,337.413
2002-06-14,330.021
2002-06-17,328.141
2002-06-18,327.826
2002-06-19,321.437
2002-06-20,325.083
2002-06-21,320.609
2002-06-24,319.314
2002-06-25,324.223
2002-06-26,317.924
2002-06-27,317.899
2002-06-28,322.663
2002-07-01,321.272
2002-07-02,321.323
2002-07-03,328.738
2002-07-04,331.848
2002-07-05,341.256
2002-07-08,338.849
2002-07-09,344.915
2002-07-10,343.629
2002-07-11,339.13
2002-07-12,341.34
2002-07-15,342.221
2002-07-16,337.042
2002-07-17,336.387
2002-07-18,334.93
2002-07-19,333.08
2002-07-22,327.064
2002-07-23,331.938
2002-07-24,323.029
2002-07-25,321.77
2002-07-26,313.128
2002-07-29,314.519
2002-07-30,317.401
2002-07-31,315.188
2002-08-01,317.155
2002-08-02,317.456
2002-08-05,311.103
2002-08-06,304.267
2002-08-07,311.586
2002-08-08,309.462
2002-08-09,309.99
2002-08-12,311.449
2002-08-13,320.601
2002-08-14,322.843
2002-08-15,323.357
2002-08-16,321.74
2002-08-19,323.535
2002-08-20,324.739
2002-08-21,325.609
2002-08-22,325.677
2002-08-23,323.33
2002-08-26,319.236
2002-08-27,319.793
2002-08-28,318.676
2002-08-29,315.088
2002-08-30,314.233
2002-09-02,307.514
2002-09-03,307.368
2002-09-04,308.013
2002-09-05,305.818
2002-09-06,303.834
2002-09-09,299.67
2002-09-10,303.899
2002-09-11,303.695
2002-09-12,300.204
2002-09-13,297.599
2002-09-16,298.517
2002-09-17,302.628
2002-09-18,297.241
2002-09-19,300.169
2002-09-20,294.356
2002-09-23,292.447
2002-09-24,283.913
2002-09-25,275.863
2002-09-26,278.828
2002-09-27,283.23
2002-09-30,278.676
2002-10-01,277.652
2002-10-02,277.673
2002-10-03,277.867
2002-10-04,281.913
2002-10-07,282.305
2002-10-08,286.561
2002-10-09,282.001
2002-10-10,277.141
2002-10-11,281.122
2002-10-14,280.956
2002-10-15,291.521
2002-10-16,295.458
2002-10-17,303.078
2002-10-18,300.485
2002-10-21,300.55
2002-10-22,300.635
2002-10-23,303.073
2002-10-24,301.738
2002-10-25,306.047
2002-10-28,306.311
2002-10-29,302.237
2002-10-30,303.467
2002-10-31,305.037
2002-11-01,297.419
2002-11-04,297.695
2002-11-05,299.871
2002-11-06,301.31
2002-11-07,297.34
2002-11-08,298.076
2002-11-11,293.152
2002-11-12,293.359
2002-11-13,290.735
2002-11-14,291.068
2002-11-15,296.299
2002-11-18,292.521
2002-11-19,291.315
2002-11-20,287.803
2002-11-21,291.669
2002-11-22,297.474
2002-11-25,296.87
2002-11-26,293.991
2002-11-27,292.632
2002-11-28,294.936
2002-11-29,291.091
2002-12-02,291.103
2002-12-03,288.725
2002-12-04,284.723
2002-12-05,284.023
2002-12-06,285.365
2002-12-09,281.992
2002-12-10,285.152
2002-12-11,286.486
2002-12-12,288.495
2002-12-13,287.885
2002-12-16,286.334
2002-12-17,283.22
2002-12-18,281.877
2002-12-19,286.251
2002-12-20,282.148
2002-12-23,282.464
2002-12-24,282.635
2002-12-25,282.635
2002-12-26,281.491
2002-12-27,284.022
2002-12-30,282.043
2002-12-31,284.24
2003-01-01,284.262
2003-01-02,282.114
2003-01-03,282.435
2003-01-06,282.432
2003-01-07,278.834
2003-01-08,282.643
2003-01-09,283.745
2003-01-10,286.585
2003-01-13,295.461
2003-01-14,300.002
2003-01-15,297.021
2003-01-16,295.53
2003-01-17,292.537
2003-01-20,291.783
2003-01-21,291.766
2003-01-22,292.85
2003-01-23,292.6
2003-01-24,291.016
2003-01-27,284.48
2003-01-28,286.309
2003-01-29,278.79
2003-01-30,275.998
2003-01-31,274.357
2003-02-03,273.929
2003-02-04,275.742
2003-02-05,274.691
2003-02-06,274.302
2003-02-07,273.272
2003-02-10,270.67
2003-02-11,273.497
2003-02-12,272.714
2003-02-13,267.897
2003-02-14,269.182
2003-02-17,275.064
2003-02-18,274.502
2003-02-19,278.998
2003-02-20,279.971
2003-02-21,280.878
2003-02-24,279.985
2003-02-25,276.102
2003-02-26,275.434
2003-02-27,272.431
2003-02-28,272.172
2003-03-03,273.809
2003-03-04,271.407
2003-03-05,271.045
2003-03-06,265.671
2003-03-07,261.785
2003-03-10,259.012
2003-03-11,259.399
2003-03-12,262.27
2003-03-13,261.555
2003-03-14,264.576
2003-03-17,260.418
2003-03-18,268.319
2003-03-19,269.536
2003-03-20,275.781
2003-03-21,279.55
2003-03-24,274.071
2003-03-25,276.575
2003-03-26,278.609
2003-03-27,276.576
2003-03-28,277.003
2003-03-31,267.978
2003-04-01,269.88
2003-04-02,273.679
2003-04-03,272.793
2003-04-04,275.613
2003-04-07,279.28
2003-04-08,274.738
2003-04-09,269.71
2003-04-10,271.661
2003-04-11,272.751
2003-04-14,269.17
2003-04-15,270.81
2003-04-16,271.443
2003-04-17,271.167
2003-04-18,271.167
2003-04-21,268.623
2003-04-22,268.131
2003-04-23,265.834
2003-04-24,260.719
2003-04-25,256.784
2003-04-28,261.501
2003-04-29,271.029
2003-04-30,270.407
2003-05-01,271.495
2003-05-02,274.302
2003-05-05,281.935
2003-05-06,282.458
2003-05-07,281.488
2003-05-08,283.196
2003-05-09,281.279
2003-05-12,286.964
2003-05-13,285.228
2003-05-14,284.478
2003-05-15,286.664
2003-05-16,284.062
2003-05-19,281.11
2003-05-20,282.405
2003-05-21,280.743
2003-05-22,285.692
2003-05-23,289.207
2003-05-26,293.468
2003-05-27,290.815
2003-05-28,293.224
2003-05-29,294.524
2003-05-30,295.252
2003-06-02,303.243
2003-06-03,303.017
2003-06-04,308.737
2003-06-05,315.6
2003-06-06,316.534
2003-06-09,318.033
2003-06-10,316.016
2003-06-11,317.106
2003-06-12,324.012
2003-06-13,325.395
2003-06-16,322.524
2003-06-17,328.95
2003-06-18,327.225
2003-06-19,334.199
2003-06-20,333.442
2003-06-23,326.363
2003-06-24,320.423
2003-06-25,320.23
2003-06-26,315.224
2003-06-27,319.992
2003-06-30,312.076
2003-07-01,314.444
2003-07-02,319.176
2003-07-03,320.708
2003-07-04,321.753
2003-07-07,326.344
2003-07-08,327.085
2003-07-09,329.741
2003-07-10,328.285
2003-07-11,334.24
2003-07-14,340.241
2003-07-15,342.665
2003-07-16,343.541
2003-07-17,341.018
2003-07-18,339.749
2003-07-21,339.034
2003-07-22,333.891
2003-07-23,335.888
2003-07-24,335.849
2003-07-25,338.772
2003-07-28,343.285
2003-07-29,341.714
2003-07-30,340.089
2003-07-31,335.561
2003-08-01,336.443
2003-08-04,332.129
2003-08-05,324.307
2003-08-06,325.001
2003-08-07,331.786
2003-08-08,331.313
2003-08-11,335.41
2003-08-12,337.57
2003-08-13,344.496
2003-08-14,348.218
2003-08-15,348.016
2003-08-18,353.646
2003-08-19,352.242
2003-08-20,352.394
2003-08-21,358.376
2003-08-22,358.614
2003-08-25,354.576
2003-08-26,346.154
2003-08-27,346.099
2003-08-28,346.497
2003-08-29,347.76
2003-09-01,350.119
2003-09-02,347.012
2003-09-03,348.95
2003-09-04,349.643
2003-09-05,351.539
2003-09-08,352.669
2003-09-09,343.592
2003-09-10,341.746
2003-09-11,347.615
2003-09-12,345.961
2003-09-15,344.341
2003-09-16,346.459
2003-09-17,350.114
2003-09-18,351.298
2003-09-19,350.33
2003-09-22,351.272
2003-09-23,352.13
2003-09-24,360.896
2003-09-25,360.305
2003-09-26,359.567
2003-09-29,359.994
2003-09-30,360.811
2003-10-01,360.91
2003-10-02,364.629
2003-10-03,371.166
2003-10-06,381.939
2003-10-07,384.28
2003-10-08,387.157
2003-10-09,387.667
2003-10-10,389.192
2003-10-13,390.114
2003-10-14,381.433
2003-10-15,385.2
2003-10-16,387.194
2003-10-17,391.463
2003-10-20,392.011
2003-10-21,395.076
2003-10-22,392.862
2003-10-23,382.518
2003-10-24,382.908
2003-10-27,377.572
2003-10-28,383.034
2003-10-29,383.034
2003-10-30,381.267
2003-10-31,380.878
2003-11-03,387.534
2003-11-04,393.427
2003-11-05,391.15
2003-11-06,388.429
2003-11-07,389.089
2003-11-10,383.755
2003-11-11,374.095
2003-11-12,379.65
2003-11-13,387.332
2003-11-14,385.724
2003-11-17,375.068
2003-11-18,378.031
2003-11-19,372.149
2003-11-20,367.852
2003-11-21,365.94
2003-11-24,368.423
2003-11-25,368.423
2003-11-26,372.67
2003-11-27,374.018
2003-11-28,379.142
2003-12-01,384.49
2003-12-02,383.153
2003-12-03,385.97
2003-12-04,383.975
2003-12-05,383.882
2003-12-08,383.306
2003-12-09,382.204
2003-12-10,381.361
2003-12-11,383.274
2003-12-12,385.856
2003-12-15,390.052
2003-12-16,387.077
2003-12-17,383.917
2003-12-18,382.415
2003-12-19,381.504
2003-12-22,383.748
2003-12-23,384.183
2003-12-24,385.918
2003-12-25,385.918
2003-12-26,387.104
2003-12-29,390.886
2003-12-30,395.632
2003-12-31,396.797
2004-01-01,396.81
2004-01-02,402.483
2004-01-05,408.987
2004-01-06,408.37
2004-01-07,411.484
2004-01-08,413.28
2004-01-09,415.25
2004-01-12,411.726
2004-01-13,416.182
2004-01-14,417.245
2004-01-15,409.216
2004-01-16,409.895
2004-01-19,411.663
2004-01-20,415.496
2004-01-21,423.003
2004-01-22,424.643
2004-01-23,424.002
2004-01-26,425.942
2004-01-27,426.572
2004-01-28,418.943
2004-01-29,412.871
2004-01-30,417.371
2004-02-02,417.657
2004-02-03,416.15
2004-02-04,413.631
2004-02-05,412.928
2004-02-06,418.778
2004-02-09,429.328
2004-02-10,427.098
2004-02-11,427.857
2004-02-12,425.864
2004-02-13,426.337
2004-02-16,425.205
2004-02-17,431.293
2004-02-18,431.095
2004-02-19,428.993
2004-02-20,428.304
2004-02-23,426.438
2004-02-24,425.851
2004-02-25,423.187
2004-02-26,423.74
2004-02-27,424.17
2004-03-01,424.551
2004-03-02,422.326
2004-03-03,417.795
2004-03-04,419.601
2004-03-05,420.765
2004-03-08,419.721
2004-03-09,420.146
2004-03-10,415.867
2004-03-11,411.202
2004-03-12,408.299
2004-03-15,409.502
2004-03-16,409.647
2004-03-17,411.455
2004-03-18,413.525
2004-03-19,413.255
2004-03-22,408.393
2004-03-23,410.754
2004-03-24,413.598
2004-03-25,412.739
2004-03-26,411.069
2004-03-29,413.563
2004-03-30,417.482
2004-03-31,421.772
2004-04-01,426.54
2004-04-02,427.368
2004-04-05,429.095
2004-04-06,425.855
2004-04-07,428.299
2004-04-08,431.456
2004-04-09,431.456
2004-04-12,433.3
2004-04-13,431.93
2004-04-14,423.874
2004-04-15,419.365
2004-04-16,422.412
2004-04-19,419.342
2004-04-20,420.961
2004-04-21,417.417
2004-04-22,419.485
2004-04-23,420.669
2004-04-26,416.354
2004-04-27,416.307
2004-04-28,415.731
2004-04-29,405.733
2004-04-30,412.689
2004-05-03,411.509
2004-05-04,419.687
2004-05-05,426.78
2004-05-06,424.888
2004-05-07,417.404
2004-05-10,401.222
2004-05-11,404.111
2004-05-12,404.929
2004-05-13,398.271
2004-05-14,392.452
2004-05-17,380.376
2004-05-18,384.5
2004-05-19,397.683
2004-05-20,391.187
2004-05-21,398.738
2004-05-24,400.392
2004-05-25,397.666
2004-05-26,400.756
2004-05-27,404.652
2004-05-28,405.944
2004-05-31,406.919
2004-06-01,406.24
2004-06-02,405.313
2004-06-03,401.411
2004-06-04,403.773
2004-06-07,411.812
2004-06-08,411.304
2004-06-09,411.844
2004-06-10,412.374
2004-06-11,410.192
2004-06-14,407.177
2004-06-15,409.813
2004-06-16,411.871
2004-06-17,407.327
2004-06-18,403.654
2004-06-21,401.147
2004-06-22,401.028
2004-06-23,402.557
2004-06-24,406.116
2004-06-25,407.979
2004-06-28,410.387
2004-06-29,411.4
2004-06-30,411.608
2004-07-01,414.459
2004-07-02,413.875
2004-07-05,416.386
2004-07-06,417.973
2004-07-07,420.72
2004-07-08,417.568
2004-07-09,420.414
2004-07-12,423.553
2004-07-13,423.358
2004-07-14,421.969
2004-07-15,420.988
2004-07-16,422.768
2004-07-19,425.283
2004-07-20,420.199
2004-07-21,420.064
2004-07-22,417.163
2004-07-23,411.618
2004-07-26,413.351
2004-07-27,415.414
2004-07-28,415.839
2004-07-29,420.436
2004-07-30,421.547
2004-08-02,421.8
2004-08-03,426.243
2004-08-04,424.322
2004-08-05,430.168
2004-08-06,427.762
2004-08-09,427.897
2004-08-10,424.006
2004-08-11,421.746
2004-08-12,421.954
2004-08-13,418.821
2004-08-16,419.91
2004-08-17,421.536
2004-08-18,423.966
2004-08-19,428.964
2004-08-20,426.031
2004-08-23,427.74
2004-08-24,428.517
2004-08-25,430.893
2004-08-26,431.216
2004-08-27,430.732
2004-08-30,427.77
2004-08-31,431.163
2004-09-01,435.475
2004-09-02,439.808
2004-09-03,437.731
2004-09-06,437.311
2004-09-07,443.938
2004-09-08,443.09
2004-09-09,443.328
2004-09-10,445.285
2004-09-13,450.141
2004-09-14,454.476
2004-09-15,456.239
2004-09-16,453.774
2004-09-17,454.473
2004-09-20,451.27
2004-09-21,453.76
2004-09-22,451.754
2004-09-23,451.559
2004-09-24,450.246
2004-09-27,451.361
2004-09-28,449.074
2004-09-29,449.26
2004-09-30,453.583
2004-10-01,452.931
2004-10-04,458.774
2004-10-05,458.447
2004-10-06,457.861
2004-10-07,456.203
2004-10-08,458.069
2004-10-11,455.536
2004-10-12,448.934
2004-10-13,449.041
2004-10-14,445.374
2004-10-15,448.879
2004-10-18,445.979
2004-10-19,451.449
2004-10-20,447.475
2004-10-21,451.386
2004-10-22,451.652
2004-10-25,449.792
2004-10-26,451.278
2004-10-27,451.415
2004-10-28,458.367
2004-10-29,455.694
2004-11-01,454.157
2004-11-02,457.965
2004-11-03,462.648
2004-11-04,463.607
2004-11-05,465.109
2004-11-08,463.653
2004-11-09,463.258
2004-11-10,464.17
2004-11-11,464.751
2004-11-12,468.087
2004-11-15,468.017
2004-11-16,466.299
2004-11-17,470.178
2004-11-18,465.063
2004-11-19,468.031
2004-11-22,464.779
2004-11-23,468.608
2004-11-24,470.58
2004-11-25,470.148
2004-11-26,467.656
2004-11-29,471.403
2004-11-30,468.767
2004-12-01,471.503
2004-12-02,475.884
2004-12-03,476.723
2004-12-06,471.723
2004-12-07,468.382
2004-12-08,465.064
2004-12-09,459.315
2004-12-10,461.083
2004-12-13,463.134
2004-12-14,466.921
2004-12-15,474.191
2004-12-16,470.637
2004-12-17,473.514
2004-12-20,475.249
2004-12-21,477.199
2004-12-22,476.026
2004-12-23,476.815
2004-12-24,477.496
2004-12-27,475.967
2004-12-28,478.835
2004-12-29,478.013
2004-12-30,479.971
2004-12-31,482.215
2005-01-03,481.346
2005-01-04,479.218
2005-01-05,480.26
2005-01-06,483.051
2005-01-07,482.086
2005-01-10,483.376
2005-01-11,486.302
2005-01-12,486.614
2005-01-13,490.655
2005-01-14,486.455
2005-01-17,490.3
2005-01-18,488.903
2005-01-19,492.814
2005-01-20,489.348
2005-01-21,489.525
2005-01-24,488.351
2005-01-25,484.795
2005-01-26,490.946
2005-01-27,487.557
2005-01-28,490.151
2005-01-31,492.436
2005-02-01,489.616
2005-02-02,492.927
2005-02-03,491.612
2005-02-04,492.97
2005-02-07,492.9
2005-02-08,494.685
2005-02-09,494.522
2005-02-10,494.167
2005-02-11,496.962
2005-02-14,503.533
2005-02-15,503.454
2005-02-16,499.735
2005-02-17,502.008
2005-02-18,504.271
2005-02-21,503.1
2005-02-22,501.679
2005-02-23,498.335
2005-02-24,499.94
2005-02-25,495.773
2005-02-28,495.341
2005-03-01,494.844
2005-03-02,497.822
2005-03-03,498.708
2005-03-04,499.329
2005-03-07,501.873
2005-03-08,503.979
2005-03-09,509.95
2005-03-10,506.802
2005-03-11,506.422
2005-03-14,505.009
2005-03-15,503.834
2005-03-16,506.926
2005-03-17,504.87
2005-03-18,506.929
2005-03-21,507.905
2005-03-22,506.659
2005-03-23,496.966
2005-03-24,496.842
2005-03-25,496.842
2005-03-28,493.005
2005-03-29,488.649
2005-03-30,488.034
2005-03-31,492.386
2005-04-01,489.983
2005-04-04,490.024
2005-04-05,492.071
2005-04-06,494.133
2005-04-07,499.038
2005-04-08,500.563
2005-04-11,503.012
2005-04-12,501.237
2005-04-13,502.417
2005-04-14,496.388
2005-04-15,492.052
2005-04-18,481.96
2005-04-19,489.157
2005-04-20,490.312
2005-04-21,492.278
2005-04-22,492.306
2005-04-25,493.895
2005-04-26,495.607
2005-04-27,494.772
2005-04-28,494.609
2005-04-29,493.856
2005-05-02,492.813
2005-05-03,496.081
2005-05-04,499.09
2005-05-05,501.163
2005-05-06,503.912
2005-05-09,502.96
2005-05-10,502.41
2005-05-11,504.474
2005-05-12,502.568
2005-05-13,500.915
2005-05-16,498.804
2005-05-17,498.507
2005-05-18,499.083
2005-05-19,501.123
2005-05-20,500.587
2005-05-23,501.497
2005-05-24,504.244
2005-05-25,500.106
2005-05-26,496.988
2005-05-27,497.508
2005-05-30,500.836
2005-05-31,497.902
2005-06-01,497.885
2005-06-02,501.415
2005-06-03,503.327
2005-06-06,506.348
2005-06-07,507.378
2005-06-08,506.468
2005-06-09,505.672
2005-06-10,507.764
2005-06-13,504.739
2005-06-14,502.759
2005-06-15,507.384
2005-06-16,506.158
2005-06-17,509.54
2005-06-20,505.21
2005-06-21,506.336
2005-06-22,508.974
2005-06-23,512.788
2005-06-24,511.422
2005-06-27,506.961
2005-06-28,504.574
2005-06-29,504.213
2005-06-30,506.197
2005-07-01,504.619
2005-07-04,506.069
2005-07-05,505.963
2005-07-06,508.751
2005-07-07,502.694
2005-07-08,503.286
2005-07-11,511.722
2005-07-12,514.064
2005-07-13,512.08
2005-07-14,515.461
2005-07-15,516.451
2005-07-18,515.632
2005-07-19,526.075
2005-07-20,530.515
2005-07-21,540.981
2005-07-22,544.368
2005-07-25,539.884
2005-07-26,540.518
2005-07-27,543.188
2005-07-28,545.975
2005-07-29,549.392
2005-08-01,553.664
2005-08-02,558.529
2005-08-03,556.154
2005-08-04,554.328
2005-08-05,551.045
2005-08-08,554.573
2005-08-09,553.928
2005-08-10,553.043
2005-08-11,545.07
2005-08-12,544.247
2005-08-15,536.106
2005-08-16,543.617
2005-08-17,537.106
2005-08-18,535.508
2005-08-19,534.945
2005-08-22,539.905
2005-08-23,536.008
2005-08-24,533.174
2005-08-25,534.497
2005-08-26,536.488
2005-08-29,530.313
2005-08-30,528.293
2005-08-31,529.246
2005-09-01,536.378
2005-09-02,538.513
2005-09-05,536.721
2005-09-06,533.565
2005-09-07,534.939
2005-09-08,536.261
2005-09-09,538.757
2005-09-12,543.527
2005-09-13,538.263
2005-09-14,540.83
2005-09-15,541.685
2005-09-16,538.516
2005-09-19,535.646
2005-09-20,539.057
2005-09-21,536.897
2005-09-22,534.269
2005-09-23,533.325
2005-09-26,536.743
2005-09-27,533.118
2005-09-28,531.408
2005-09-29,532.777
2005-09-30,534.234
2005-10-03,531.204
2005-10-04,536.395
2005-10-05,538.377
2005-10-06,533.875
2005-10-07,536.411
2005-10-10,545.41
2005-10-11,546.89
2005-10-12,540.26
2005-10-13,540.052
2005-10-14,537.232
2005-10-17,532.648
2005-10-18,529.949
2005-10-19,514.003
2005-10-20,516.283
2005-10-21,519.406
2005-10-24,515.533
2005-10-25,517.754
2005-10-26,517.982
2005-10-27,512.877
2005-10-28,509.888
2005-10-31,515.063
2005-11-01,515.033
2005-11-02,522.781
2005-11-03,522.126
2005-11-04,522.638
2005-11-07,520.957
2005-11-08,523.935
