Date,WORLD ex USA MID GROWTH Mid Cap
2001-10-10,366.783
2001-10-11,372.885
2001-10-12,374.069
2001-10-15,372.32
2001-10-16,375.594
2001-10-17,381.681
2001-10-18,374.305
2001-10-19,371.498
2001-10-22,371.855
2001-10-23,377.404
2001-10-24,379.608
2001-10-25,379.328
2001-10-26,381.974
2001-10-29,381.321
2001-10-30,375.204
2001-10-31,375.429
2001-11-01,377.196
2001-11-02,377.488
2001-11-05,380.798
2001-11-06,384.524
2001-11-07,385.284
2001-11-08,388.08
2001-11-09,387.482
2001-11-12,383.224
2001-11-13,385.344
2001-11-14,390.181
2001-11-15,394.041
2001-11-16,397.31
2001-11-19,399.375
2001-11-20,394.839
2001-11-21,390.866
2001-11-22,392.936
2001-11-23,391.924
2001-11-26,396.545
2001-11-27,395.802
2001-11-28,391.881
2001-11-29,390.094
2001-11-30,392.813
2001-12-03,387.488
2001-12-04,390.991
2001-12-05,399.767
2001-12-06,402.148
2001-12-07,400.044
2001-12-10,394.951
2001-12-11,393.004
2001-12-12,394.86
2001-12-13,388.993
2001-12-14,386.349
2001-12-17,388.678
2001-12-18,388.901
2001-12-19,385.679
2001-12-20,383.729
2001-12-21,381.371
2001-12-24,379.426
2001-12-25,379.392
2001-12-26,378.731
2001-12-27,385.145
2001-12-28,387.68
2001-12-31,390.36
2002-01-01,390.36
2002-01-02,391.395
2002-01-03,396.454
2002-01-04,399.666
2002-01-07,398.375
2002-01-08,394.684
2002-01-09,393.88
2002-01-10,391.857
2002-01-11,391.436
2002-01-14,387.989
2002-01-15,386.221
2002-01-16,379.857
2002-01-17,381.061
2002-01-18,382.535
2002-01-21,381.571
2002-01-22,378.581
2002-01-23,378.796
2002-01-24,379.437
2002-01-25,376.474
2002-01-28,377.726
2002-01-29,374.836
2002-01-30,371.831
2002-01-31,374.062
2002-02-01,372.867
2002-02-04,370.486
2002-02-05,366.189
2002-02-06,364.614
2002-02-07,364.202
2002-02-08,365.82
2002-02-11,370.108
2002-02-12,371.869
2002-02-13,372.447
2002-02-14,373.931
2002-02-15,373.803
2002-02-18,372.003
2002-02-19,367.292
2002-02-20,364.234
2002-02-21,367.107
2002-02-22,367.493
2002-02-25,368.214
2002-02-26,369.235
2002-02-27,372.803
2002-02-28,372.694
2002-03-01,376.673
2002-03-04,388.797
2002-03-05,387.626
2002-03-06,390.706
2002-03-07,399.896
2002-03-08,400.946
2002-03-11,401.643
2002-03-12,395.465
2002-03-13,392.846
2002-03-14,396.272
2002-03-15,398.258
2002-03-18,398.884
2002-03-19,401.302
2002-03-20,400.121
2002-03-21,398.165
2002-03-22,395.721
2002-03-25,392.145
2002-03-26,391.747
2002-03-27,393.24
2002-03-28,394.859
2002-03-29,394.162
2002-04-01,395.042
2002-04-02,395.704
2002-04-03,395.37
2002-04-04,394.69
2002-04-05,395.022
2002-04-08,391.513
2002-04-09,391.101
2002-04-10,392.824
2002-04-11,390.873
2002-04-12,390.072
2002-04-15,392.061
2002-04-16,396.939
2002-04-17,399.838
2002-04-18,399.003
2002-04-19,398.779
2002-04-22,398.52
2002-04-23,397.787
2002-04-24,396.683
2002-04-25,396.758
2002-04-26,395.186
2002-04-29,393.644
2002-04-30,392.536
2002-05-01,395.294
2002-05-02,394.954
2002-05-03,395.486
2002-05-06,395.416
2002-05-07,390.597
2002-05-08,394.816
2002-05-09,394.7
2002-05-10,393.82
2002-05-13,393.745
2002-05-14,392.895
2002-05-15,397.55
2002-05-16,398.447
2002-05-17,402.449
2002-05-20,402.376
2002-05-21,402.23
2002-05-22,402.359
2002-05-23,400.053
2002-05-24,400.199
2002-05-27,398.994
2002-05-28,400.565
2002-05-29,399.818
2002-05-30,399.721
2002-05-31,400.947
2002-06-03,400.166
2002-06-04,396.531
2002-06-05,393.426
2002-06-06,393.813
2002-06-07,389.269
2002-06-10,389.363
2002-06-11,390.046
2002-06-12,385.064
2002-06-13,380.272
2002-06-14,374.205
2002-06-17,376.891
2002-06-18,378.878
2002-06-19,374.578
2002-06-20,372.185
2002-06-21,372.068
2002-06-24,370.283
2002-06-25,372.711
2002-06-26,371.68
2002-06-27,372.415
2002-06-28,380.894
2002-07-01,381.696
2002-07-02,374.87
2002-07-03,367.632
2002-07-04,368.783
2002-07-05,376.647
2002-07-08,379.52
2002-07-09,379.986
2002-07-10,371.272
2002-07-11,362.318
2002-07-12,363.767
2002-07-15,357.246
2002-07-16,356.037
2002-07-17,360.041
2002-07-18,364.97
2002-07-19,357.593
2002-07-22,344.656
2002-07-23,337.678
2002-07-24,331.39
2002-07-25,336.202
2002-07-26,330.888
2002-07-29,338.48
2002-07-30,341.958
2002-07-31,340.362
2002-08-01,333.185
2002-08-02,330.14
2002-08-05,322.476
2002-08-06,319.194
2002-08-07,322.687
2002-08-08,326.89
2002-08-09,332.138
2002-08-12,329.246
2002-08-13,330.219
2002-08-14,331.465
2002-08-15,336.355
2002-08-16,340.263
2002-08-19,343.455
2002-08-20,342.1
2002-08-21,346.065
2002-08-22,350.577
2002-08-23,349.224
2002-08-26,349.332
2002-08-27,352.978
2002-08-28,345.294
2002-08-29,341.34
2002-08-30,341.81
2002-09-02,338.577
2002-09-03,333.47
2002-09-04,331.951
2002-09-05,329.511
2002-09-06,331.925
2002-09-09,330.094
2002-09-10,333.197
2002-09-11,337.082
2002-09-12,332.856
2002-09-13,328.485
2002-09-16,324.927
2002-09-17,323.962
2002-09-18,319.322
2002-09-19,316.309
2002-09-20,314.814
2002-09-23,307.615
2002-09-24,302.768
2002-09-25,304.791
2002-09-26,311.367
2002-09-27,312.869
2002-09-30,307.751
2002-10-01,305.619
2002-10-02,307.015
2002-10-03,303.981
2002-10-04,300.726
2002-10-07,294.235
2002-10-08,292.058
2002-10-09,289.842
2002-10-10,289.882
2002-10-11,299.526
2002-10-14,298.448
2002-10-15,311.696
2002-10-16,309.692
2002-10-17,315.99
2002-10-18,316.136
2002-10-21,316.891
2002-10-22,314.686
2002-10-23,311.097
2002-10-24,314.496
2002-10-25,315.607
2002-10-28,320.663
2002-10-29,313.834
2002-10-30,317.194
2002-10-31,319.957
2002-11-01,320.241
2002-11-04,328.647
2002-11-05,331.869
2002-11-06,330.996
2002-11-07,329.633
2002-11-08,326.916
2002-11-11,321.258
2002-11-12,323.75
2002-11-13,321.543
2002-11-14,323.568
2002-11-15,325.632
2002-11-18,326.044
2002-11-19,324.682
2002-11-20,322.233
2002-11-21,330.494
2002-11-22,333.717
2002-11-25,333.541
2002-11-26,329.683
2002-11-27,333.433
2002-11-28,339.297
2002-11-29,340.035
2002-12-02,338.271
2002-12-03,334.058
2002-12-04,330.276
2002-12-05,327.735
2002-12-06,327.199
2002-12-09,322.663
2002-12-10,322.9
2002-12-11,324.868
2002-12-12,325.339
2002-12-13,323.868
2002-12-16,324.923
2002-12-17,324.085
2002-12-18,318.503
2002-12-19,318.581
2002-12-20,320.297
2002-12-23,320.153
2002-12-24,320.871
2002-12-25,320.678
2002-12-26,322.581
2002-12-27,319.961
2002-12-30,322.105
2002-12-31,323.915
2003-01-01,323.915
2003-01-02,326.159
2003-01-03,328.657
2003-01-06,332.768
2003-01-07,329.098
2003-01-08,324.179
2003-01-09,326.124
2003-01-10,328.13
2003-01-13,328.423
2003-01-14,331.316
2003-01-15,328.692
2003-01-16,329.021
2003-01-17,326.671
2003-01-20,324.36
2003-01-21,322.181
2003-01-22,318.859
2003-01-23,320.722
2003-01-24,320.113
2003-01-27,312.355
2003-01-28,311.839
2003-01-29,309.656
2003-01-30,311.724
2003-01-31,310.418
2003-02-03,314.757
2003-02-04,312.147
2003-02-05,312.248
2003-02-06,309.147
2003-02-07,306.895
2003-02-10,303.502
2003-02-11,304.747
2003-02-12,302.381
2003-02-13,302.5
2003-02-14,302.608
2003-02-17,305.732
2003-02-18,307.229
2003-02-19,305.554
2003-02-20,305.179
2003-02-21,304.158
2003-02-24,302.017
2003-02-25,294.858
2003-02-26,294.406
2003-02-27,294.464
2003-02-28,299.18
2003-03-03,301.895
2003-03-04,298.323
2003-03-05,297.121
2003-03-06,295.071
2003-03-07,291.959
2003-03-10,286.828
2003-03-11,284.849
2003-03-12,280.498
2003-03-13,285.035
2003-03-14,291.023
2003-03-17,293.896
2003-03-18,296.549
2003-03-19,298.433
2003-03-20,298.553
2003-03-21,302.045
2003-03-24,298.44
2003-03-25,300.306
2003-03-26,301.804
2003-03-27,300.541
2003-03-28,300.489
2003-03-31,295.718
2003-04-01,297.218
2003-04-02,302.585
2003-04-03,303.034
2003-04-04,304.819
2003-04-07,310.669
2003-04-08,308.027
2003-04-09,307.03
2003-04-10,306.981
2003-04-11,306.592
2003-04-14,307.368
2003-04-15,312.093
2003-04-16,313.09
2003-04-17,315.15
2003-04-18,315.337
2003-04-21,314.377
2003-04-22,316.375
2003-04-23,319.567
2003-04-24,318.604
2003-04-25,316.114
2003-04-28,318.115
2003-04-29,319.43
2003-04-30,324.62
2003-05-01,327.348
2003-05-02,327.708
2003-05-05,331.634
2003-05-06,337.446
2003-05-07,337.309
2003-05-08,333.583
2003-05-09,335.339
2003-05-12,336.923
2003-05-13,336.804
2003-05-14,337.778
2003-05-15,338.638
2003-05-16,342.527
2003-05-19,337.558
2003-05-20,337.452
2003-05-21,336.177
2003-05-22,339.569
2003-05-23,341.543
2003-05-26,342.752
2003-05-27,342.843
2003-05-28,344.824
2003-05-29,347.752
2003-05-30,348.074
2003-06-02,352.124
2003-06-03,348.706
2003-06-04,351.827
2003-06-05,356.387
2003-06-06,359.64
2003-06-09,358.194
2003-06-10,357.806
2003-06-11,362.893
2003-06-12,363.648
2003-06-13,363.361
2003-06-16,366.838
2003-06-17,370.058
2003-06-18,367.159
2003-06-19,363.69
2003-06-20,364.063
2003-06-23,359.31
2003-06-24,355.387
2003-06-25,359.609
2003-06-26,356.222
2003-06-27,358.246
2003-06-30,356.826
2003-07-01,358.403
2003-07-02,363.43
2003-07-03,365.61
2003-07-04,363.869
2003-07-07,367.644
2003-07-08,368.314
2003-07-09,367.788
2003-07-10,365.158
2003-07-11,363.753
2003-07-14,368.56
2003-07-15,366.545
2003-07-16,364.193
2003-07-17,359.339
2003-07-18,360.629
2003-07-21,361.574
2003-07-22,361.611
2003-07-23,366.138
2003-07-24,370.751
2003-07-25,371.863
2003-07-28,373.842
2003-07-29,373.295
2003-07-30,369.159
2003-07-31,367.79
2003-08-01,368.084
2003-08-04,366.953
2003-08-05,366.89
2003-08-06,363.969
2003-08-07,364.362
2003-08-08,365.055
2003-08-11,367.976
2003-08-12,370.34
2003-08-13,373.358
2003-08-14,375.658
2003-08-15,375.501
2003-08-18,376.756
2003-08-19,377.842
2003-08-20,381.003
2003-08-21,382.366
2003-08-22,381.818
2003-08-25,381.225
2003-08-26,378.069
2003-08-27,378.878
2003-08-28,380.503
2003-08-29,384.076
2003-09-01,389.475
2003-09-02,389.257
2003-09-03,393.715
2003-09-04,393.638
2003-09-05,394.739
2003-09-08,397.928
2003-09-09,398.997
2003-09-10,394.438
2003-09-11,392.689
2003-09-12,395.539
2003-09-15,396.391
2003-09-16,398.12
2003-09-17,400.538
2003-09-18,404.916
2003-09-19,407.325
2003-09-22,404.493
2003-09-23,405.166
2003-09-24,405.566
2003-09-25,402.069
2003-09-26,398.927
2003-09-29,398.954
2003-09-30,398.157
2003-10-01,404.57
2003-10-02,409.877
2003-10-03,414.948
2003-10-06,415.886
2003-10-07,418.705
2003-10-08,418.632
2003-10-09,421.021
2003-10-10,426.27
2003-10-13,426.404
2003-10-14,427.649
2003-10-15,430.216
2003-10-16,433.69
2003-10-17,433.101
2003-10-20,433.446
2003-10-21,434.391
2003-10-22,431.988
2003-10-23,421.415
2003-10-24,422.872
2003-10-27,426.106
2003-10-28,428.959
2003-10-29,434.057
2003-10-30,435.458
2003-10-31,431.913
2003-11-03,430.676
2003-11-04,435.291
2003-11-05,431.608
2003-11-06,428.287
2003-11-07,432.199
2003-11-10,431.949
2003-11-11,425.927
2003-11-12,428.708
2003-11-13,433.319
2003-11-14,432.022
2003-11-17,422.499
2003-11-18,426.809
2003-11-19,423.996
2003-11-20,424.887
2003-11-21,425.503
2003-11-24,425.6
2003-11-25,428.729
2003-11-26,434.585
2003-11-27,435.074
2003-11-28,435.525
2003-12-01,440.93
2003-12-02,444.852
2003-12-03,446.292
2003-12-04,444.67
2003-12-05,444.768
2003-12-08,443.138
2003-12-09,442.879
2003-12-10,438.572
2003-12-11,438.518
2003-12-12,443.172
2003-12-15,446.337
2003-12-16,443.411
2003-12-17,443.241
2003-12-18,444.645
2003-12-19,445.052
2003-12-22,446.647
2003-12-23,449.408
2003-12-24,451.493
2003-12-25,451.79
2003-12-26,452.605
2003-12-29,456.089
2003-12-30,460.061
2003-12-31,462.601
2004-01-01,462.601
2004-01-02,466.117
2004-01-05,473.15
2004-01-06,474.833
2004-01-07,472.932
2004-01-08,478.195
2004-01-09,482.289
2004-01-12,480.466
2004-01-13,481.149
2004-01-14,482.773
2004-01-15,480.405
2004-01-16,479.883
2004-01-19,481.596
2004-01-20,486.564
2004-01-21,488.708
2004-01-22,490.193
2004-01-23,490.344
2004-01-26,486.329
2004-01-27,489.309
2004-01-28,487.21
2004-01-29,476.476
2004-01-30,478.096
2004-02-02,479.925
2004-02-03,481.294
2004-02-04,476.642
2004-02-05,480.097
2004-02-06,487.004
2004-02-09,489.901
2004-02-10,489.631
2004-02-11,490.484
2004-02-12,496.076
2004-02-13,495.992
2004-02-16,496.988
2004-02-17,502.737
2004-02-18,502.381
2004-02-19,499.313
2004-02-20,491.134
2004-02-23,491.975
2004-02-24,490.456
2004-02-25,487.952
2004-02-26,485.722
2004-02-27,488.177
2004-03-01,496.116
2004-03-02,493.852
2004-03-03,487.576
2004-03-04,490.286
2004-03-05,498.309
2004-03-08,495.467
2004-03-09,492.701
2004-03-10,482.939
2004-03-11,474.401
2004-03-12,473.779
2004-03-15,468.737
2004-03-16,476.109
2004-03-17,479.85
2004-03-18,483.409
2004-03-19,483.194
2004-03-22,476.363
2004-03-23,475.366
2004-03-24,474.002
2004-03-25,480.134
2004-03-26,480.971
2004-03-29,488.131
2004-03-30,488.586
2004-03-31,494.007
2004-04-01,501.04
2004-04-02,502.049
2004-04-05,501.35
2004-04-06,501.054
2004-04-07,505.006
2004-04-08,504.634
2004-04-09,502.863
2004-04-12,504.338
2004-04-13,500.523
2004-04-14,492.228
2004-04-15,489.686
2004-04-16,494.442
2004-04-19,494.164
2004-04-20,494.35
2004-04-21,488.292
2004-04-22,490.013
2004-04-23,492.959
2004-04-26,495.879
2004-04-27,493.757
2004-04-28,485.829
2004-04-29,484.447
2004-04-30,480.162
2004-05-03,481.435
2004-05-04,487.798
2004-05-05,490.721
2004-05-06,481.188
2004-05-07,471.865
2004-05-10,452.454
2004-05-11,456.413
2004-05-12,459.425
2004-05-13,456.631
2004-05-14,453.868
2004-05-17,449.157
2004-05-18,454.246
2004-05-19,467.806
2004-05-20,461.592
2004-05-21,467.812
2004-05-24,469.221
2004-05-25,470.544
2004-05-26,475.705
2004-05-27,484.925
2004-05-28,486.307
2004-05-31,486.867
2004-06-01,485.133
2004-06-02,486.572
2004-06-03,483.039
2004-06-04,486.55
2004-06-07,495.296
2004-06-08,495.418
2004-06-09,490.653
2004-06-10,491.098
2004-06-11,487.068
2004-06-14,483.093
2004-06-15,485.049
2004-06-16,488.355
2004-06-17,490.531
2004-06-18,492.343
2004-06-21,492.969
2004-06-22,490.122
2004-06-23,491.753
2004-06-24,498.937
2004-06-25,498.284
2004-06-28,504.37
2004-06-29,501.16
2004-06-30,502.116
2004-07-01,502.263
2004-07-02,502.277
2004-07-05,498.016
2004-07-06,494.913
2004-07-07,497.049
2004-07-08,496.551
2004-07-09,498.387
2004-07-12,499.317
2004-07-13,496.335
2004-07-14,494.664
2004-07-15,490.508
2004-07-16,495.693
2004-07-19,494.308
2004-07-20,491.969
2004-07-21,490.087
2004-07-22,484.543
2004-07-23,478.909
2004-07-26,475.805
2004-07-27,472.666
2004-07-28,473.27
2004-07-29,474.824
2004-07-30,476.784
2004-08-02,476.39
2004-08-03,477.238
2004-08-04,471.692
2004-08-05,471.91
2004-08-06,471.087
2004-08-09,466.6
2004-08-10,470.995
2004-08-11,467.275
2004-08-12,465.569
2004-08-13,466.352
2004-08-16,468.303
2004-08-17,470.13
2004-08-18,470.516
2004-08-19,475.601
2004-08-20,474.052
2004-08-23,474.796
2004-08-24,472.207
2004-08-25,474.241
2004-08-26,477.214
2004-08-27,478.525
2004-08-30,477.342
2004-08-31,478.137
2004-09-01,481.594
2004-09-02,482.302
2004-09-03,479.25
2004-09-06,483.709
2004-09-07,485.442
2004-09-08,486.753
2004-09-09,483.976
2004-09-10,488.852
2004-09-13,491.355
2004-09-14,493.258
2004-09-15,486.281
2004-09-16,488.188
2004-09-17,490.057
2004-09-20,488.981
2004-09-21,493.38
2004-09-22,490.77
2004-09-23,490.074
2004-09-24,488.983
2004-09-27,485.991
2004-09-28,487.053
2004-09-29,489.278
2004-09-30,492.53
2004-10-01,497.965
2004-10-04,500.634
2004-10-05,501.908
2004-10-06,502.459
2004-10-07,502.555
2004-10-08,506.051
2004-10-11,505.103
2004-10-12,497.735
2004-10-13,496.799
2004-10-14,496.218
2004-10-15,498.303
2004-10-18,497.508
2004-10-19,501.845
2004-10-20,501.459
2004-10-21,504.962
2004-10-22,506.803
2004-10-25,505.083
2004-10-26,506.53
2004-10-27,509.506
2004-10-28,512.677
2004-10-29,511.241
2004-11-01,513.618
2004-11-02,518.179
2004-11-03,522.152
2004-11-04,524.98
2004-11-05,530.559
2004-11-08,530.413
2004-11-09,529.787
2004-11-10,530.375
2004-11-11,532.253
2004-11-12,538.212
2004-11-15,540.463
2004-11-16,539.6
2004-11-17,544.976
2004-11-18,542.832
2004-11-19,545.691
2004-11-22,541.169
2004-11-23,542.786
2004-11-24,547.8
2004-11-25,553.751
2004-11-26,553.251
2004-11-29,555.496
2004-11-30,552.924
2004-12-01,554.391
2004-12-02,556.298
2004-12-03,559.811
2004-12-06,558.656
2004-12-07,557.656
2004-12-08,549.345
2004-12-09,545.214
2004-12-10,543.931
2004-12-13,549.869
2004-12-14,550.707
2004-12-15,556.843
2004-12-16,554.406
2004-12-17,554.112
2004-12-20,560.427
2004-12-21,559.502
2004-12-22,561.837
2004-12-23,565.765
2004-12-24,569.36
2004-12-27,572.486
2004-12-28,572.957
2004-12-29,570.886
2004-12-30,575.54
2004-12-31,576.18
2005-01-03,573.906
2005-01-04,567.745
2005-01-05,562.661
2005-01-06,559.979
2005-01-07,558.749
2005-01-10,561.223
2005-01-11,562.517
2005-01-12,566.548
2005-01-13,564.982
2005-01-14,563.372
2005-01-17,566.73
2005-01-18,565.006
2005-01-19,566.859
2005-01-20,560.992
2005-01-21,561.777
2005-01-24,564.033
2005-01-25,562.19
2005-01-26,569.047
2005-01-27,567.713
2005-01-28,565.697
2005-01-31,570.508
2005-02-01,572.036
2005-02-02,574.972
2005-02-03,571.994
2005-02-04,576.642
2005-02-07,575.918
2005-02-08,572.864
2005-02-09,572.09
2005-02-10,575.735
2005-02-11,578.901
2005-02-14,585.117
2005-02-15,586.745
2005-02-16,583.649
2005-02-17,587.628
2005-02-18,588.448
2005-02-21,587.142
2005-02-22,590.005
2005-02-23,586.44
2005-02-24,587.726
2005-02-25,593.767
2005-02-28,596.159
2005-03-01,596.194
2005-03-02,592.769
2005-03-03,593.078
2005-03-04,600.674
2005-03-07,598.034
2005-03-08,602.103
2005-03-09,602.161
2005-03-10,599.305
2005-03-11,603.122
2005-03-14,597.928
2005-03-15,599.185
2005-03-16,599.866
2005-03-17,596.939
2005-03-18,596.12
2005-03-21,591.499
2005-03-22,592.527
2005-03-23,581.668
2005-03-24,581.465
2005-03-25,581.489
2005-03-28,578.64
2005-03-29,576.076
2005-03-30,576.741
2005-03-31,581.961
2005-04-01,583.886
2005-04-04,576.511
2005-04-05,581.522
2005-04-06,584.035
2005-04-07,586.998
2005-04-08,587.193
2005-04-11,589.648
2005-04-12,585.088
2005-04-13,587.683
2005-04-14,580.737
2005-04-15,575.271
2005-04-18,566.561
2005-04-19,573.224
2005-04-20,574.137
2005-04-21,574.802
2005-04-22,579.632
2005-04-25,577.334
2005-04-26,573.316
2005-04-27,566.987
2005-04-28,563.084
2005-04-29,565.004
2005-05-02,565.223
2005-05-03,567.581
2005-05-04,572.346
2005-05-05,574.496
2005-05-06,573.378
2005-05-09,571.644
2005-05-10,570.352
2005-05-11,567.605
2005-05-12,564.684
2005-05-13,561.616
2005-05-16,558.246
2005-05-17,557.069
2005-05-18,561.218
2005-05-19,565.195
2005-05-20,562.515
2005-05-23,566.602
2005-05-24,566.941
2005-05-25,566.102
2005-05-26,567.426
2005-05-27,568.022
2005-05-30,569.031
2005-05-31,566.294
2005-06-01,568.466
2005-06-02,570.209
2005-06-03,571.57
2005-06-06,572.033
2005-06-07,574.871
2005-06-08,577.34
2005-06-09,571.774
2005-06-10,573.553
2005-06-13,570.628
2005-06-14,570.86
2005-06-15,573.806
2005-06-16,577.81
2005-06-17,584.981
2005-06-20,581.524
2005-06-21,582.761
2005-06-22,583.356
2005-06-23,581.753
2005-06-24,578.355
2005-06-27,575.58
2005-06-28,577.718
2005-06-29,578.295
2005-06-30,578.148
2005-07-01,575.106
2005-07-04,574.356
2005-07-05,573.198
2005-07-06,576.877
2005-07-07,569.956
2005-07-08,574.342
2005-07-11,583.095
2005-07-12,588.085
2005-07-13,584.697
2005-07-14,585.89
2005-07-15,582.918
2005-07-18,584.534
2005-07-19,583.546
2005-07-20,584.327
2005-07-21,594.478
2005-07-22,594.941
2005-07-25,593.678
2005-07-26,590.443
2005-07-27,593.111
2005-07-28,596.866
2005-07-29,599.336
2005-08-01,603.96
2005-08-02,608.0
2005-08-03,612.116
2005-08-04,611.582
2005-08-05,605.664
2005-08-08,609.91
2005-08-09,611.188
2005-08-10,620.323
2005-08-11,624.212
2005-08-12,623.417
2005-08-15,620.994
2005-08-16,619.84
2005-08-17,616.935
2005-08-18,610.665
2005-08-19,612.677
2005-08-22,621.121
2005-08-23,618.891
2005-08-24,618.318
2005-08-25,617.07
2005-08-26,617.306
2005-08-29,613.04
2005-08-30,610.456
2005-08-31,617.78
2005-09-01,631.643
2005-09-02,635.641
2005-09-05,638.061
2005-09-06,636.96
2005-09-07,637.562
2005-09-08,636.034
2005-09-09,642.256
2005-09-12,640.604
2005-09-13,636.471
2005-09-14,640.535
2005-09-15,637.839
2005-09-16,639.55
2005-09-19,638.396
2005-09-20,641.468
2005-09-21,640.383
2005-09-22,633.322
2005-09-23,631.563
2005-09-26,636.836
2005-09-27,632.615
2005-09-28,638.11
2005-09-29,641.207
2005-09-30,643.957
2005-10-03,639.643
2005-10-04,643.336
2005-10-05,637.457
2005-10-06,633.111
2005-10-07,630.992
2005-10-10,630.0
2005-10-11,631.525
2005-10-12,628.437
2005-10-13,616.965
2005-10-14,623.286
2005-10-17,620.99
2005-10-18,613.426
2005-10-19,604.857
2005-10-20,606.796
2005-10-21,606.517
2005-10-24,610.743
2005-10-25,617.317
2005-10-26,618.417
2005-10-27,618.427
2005-10-28,616.0
2005-10-31,623.775
2005-11-01,627.96
2005-11-02,633.522
2005-11-03,638.247
2005-11-04,631.778
2005-11-07,632.853
2005-11-08,632.865
2005-11-09,632.829
