Date,WORLD ex USA MID GROWTH Mid Cap
2002-04-30,397.784
2002-05-31,406.069
2002-06-28,385.667
2002-07-31,344.595
2002-08-30,346.015
2002-09-30,311.474
2002-10-31,323.819
2002-11-29,344.117
2002-12-31,327.783
2003-01-31,314.085
2003-02-28,302.697
2003-03-31,299.007
2003-04-30,327.996
2003-05-30,351.51
2003-06-30,360.244
2003-07-31,371.267
2003-08-29,387.659
2003-09-30,401.819
2003-10-31,435.853
2003-11-28,439.464
2003-12-31,466.762
2004-01-30,482.364
2004-02-27,492.513
2004-03-31,498.291
2004-04-30,484.099
2004-05-31,490.496
2004-06-30,505.739
2004-07-30,480.2
2004-08-31,481.501
2004-09-30,495.904
2004-10-29,514.725
2004-11-30,556.639
2004-12-31,580.027
2005-01-31,574.287
2005-02-28,600.052
2005-03-31,585.651
2005-04-29,568.4
2005-05-31,569.104
2005-06-30,580.864
2005-07-29,602.095
2005-08-31,620.583
2005-09-30,646.793
2005-10-31,626.469
2005-11-30,654.605
2005-12-30,692.795
2006-01-31,745.977
2006-02-28,740.469
2006-03-31,770.281
2006-04-28,803.966
2006-05-31,765.844
2006-06-30,759.927
2006-07-31,762.611
2006-08-31,790.432
2006-09-29,794.538
2006-10-31,827.591
2006-11-30,860.144
2006-12-29,890.312
2007-01-31,896.274
2007-02-28,907.696
2007-03-30,940.635
2007-04-30,979.004
2007-05-31,1000.0
2007-06-29,996.476
2007-07-31,986.376
2007-08-31,958.62
2007-09-28,1007.859
2007-10-31,1059.365
2007-11-30,991.805
2007-12-31,971.766
2008-01-31,876.179
2008-02-29,907.342
2008-03-31,898.769
2008-04-30,938.446
2008-05-30,962.721
2008-06-30,896.924
2008-07-31,837.937
2008-08-29,816.24
2008-09-30,673.88
2008-10-31,499.516
2008-11-28,479.491
2008-12-31,513.568
2009-01-30,475.879
2009-02-27,431.412
2009-03-31,455.5
2009-04-30,510.277
2009-05-29,575.05
2009-06-30,573.751
2009-07-31,617.368
2009-08-31,648.759
2009-09-30,680.339
2009-10-30,662.155
2009-11-30,682.946
2009-12-31,697.124
2010-01-29,669.227
2010-02-26,666.659
2010-03-31,711.761
2010-04-30,713.656
2010-05-31,634.876
2010-06-30,630.578
2010-07-30,685.699
2010-08-31,666.102
2010-09-30,743.924
2010-10-29,769.406
2010-11-30,747.832
2010-12-31,817.571
2011-01-31,823.106
2011-02-28,852.691
2011-03-31,855.444
2011-04-29,900.427
2011-05-31,879.787
2011-06-30,861.548
2011-07-29,850.508
2011-08-31,785.853
2011-09-30,689.872
2011-10-31,760.375
2011-11-30,723.297
2011-12-30,711.27
2012-01-31,751.225
2012-02-29,792.837
2012-03-30,791.847
2012-04-30,787.292
2012-05-31,696.876
2012-06-29,729.09
2012-07-31,739.543
2012-08-31,761.831
2012-09-28,791.285
2012-10-31,792.064
2012-11-30,802.891
2012-12-31,815.915
2013-01-31,844.268
2013-02-28,845.78
2013-03-29,860.346
2013-04-30,882.992
2013-05-31,869.329
2013-06-28,841.207
2013-07-31,887.537
2013-08-30,876.921
2013-09-30,936.435
2013-10-31,957.438
2013-11-29,955.595
2013-12-31,974.909
2014-01-31,949.023
2014-02-28,1005.881
2014-03-31,997.823
2014-04-30,1005.007
2014-05-30,1020.263
2014-06-30,1033.455
2014-07-31,1007.865
2014-08-29,1014.272
2014-09-30,960.286
2014-10-31,945.063
2014-11-28,959.921
2014-12-31,948.389
2015-01-30,948.25
2015-02-27,1008.609
2015-03-31,991.284
2015-04-30,1031.67
2015-05-29,1032.902
2015-06-30,1010.855
2015-07-31,1026.189
2015-08-31,967.279
2015-09-30,928.516
2015-10-30,995.345
2015-11-30,997.351
2015-12-31,990.2
2016-01-29,922.044
2016-02-29,923.386
2016-03-31,993.104
2016-04-29,1013.618
2016-05-31,1011.127
2016-06-30,981.63
2016-07-29,1039.225
2016-08-31,1025.327
2016-09-30,1039.223
2016-10-31,998.665
2016-11-30,972.927
2016-12-30,988.3
2017-01-31,1033.102
2017-02-28,1042.977
2017-03-31,1066.741
2017-04-28,1099.691
2017-05-31,1144.522
2017-06-30,1142.032
2017-07-31,1176.011
2017-08-31,1185.308
2017-09-29,1215.564
2017-10-31,1240.549
2017-11-30,1254.024
2017-12-29,1281.915
2018-01-31,1342.171
2018-02-28,1284.803
2018-03-30,1264.906
2018-04-30,1280.74
2018-05-31,1283.065
2018-06-29,1267.134
2018-07-31,1286.438
2018-08-31,1277.621
2018-09-28,1269.082
2018-10-31,1136.923
2018-11-30,1116.113
2018-12-31,1058.259
2019-01-31,1137.218
2019-02-28,1169.595
2019-03-29,1179.717
2019-04-30,1217.612
2019-05-31,1162.156
2019-06-28,1236.369
2019-07-31,1229.972
2019-08-30,1211.576
2019-09-30,1225.291
2019-10-31,1272.494
2019-11-29,1308.011
2019-12-31,1344.851
2020-01-31,1328.438
2020-02-28,1208.096
2020-03-31,1039.768
2020-04-30,1146.176
2020-05-29,1232.374
2020-06-30,1260.942
2020-07-31,1325.117
2020-08-31,1397.318
2020-09-30,1387.406
2020-10-30,1347.913
2020-11-30,1503.22
2020-12-31,1579.431
2021-01-29,1560.105
2021-02-26,1538.382
2021-03-31,1565.741
2021-04-30,1643.6
2021-05-31,1684.273
2021-06-30,1684.412
2021-07-30,1712.363
2021-08-31,1745.26
2021-09-30,1667.602
2021-10-29,1709.286
2021-11-30,1639.031
2021-12-31,1692.281
2022-01-31,1494.824
2022-02-28,1472.221
2022-03-31,1488.949
2022-04-29,1357.309
2022-05-31,1337.07
2022-06-30,1207.268
2022-07-29,1297.559
2022-08-31,1225.087
2022-09-30,1095.147
2022-10-31,1148.748
2022-11-30,1262.328
2022-12-30,1238.288
2023-01-31,1343.954
2023-02-28,1309.176
2023-03-31,1353.624
2023-04-28,1378.621
2023-05-31,1335.821
2023-06-30,1372.724
2023-07-31,1427.437
2023-08-31,1368.941
2023-09-29,1297.339
2023-10-31,1217.569
2023-11-30,1353.613
2023-12-29,1445.021
2024-01-31,1433.578
2024-02-29,1477.226
2024-03-29,1511.519
2024-04-30,1445.643
2024-05-31,1491.531
2024-06-28,1468.878
2024-07-31,1513.703
2024-08-30,1570.907
2024-09-30,1613.74
2024-10-31,1519.368
2024-11-29,1558.012
2024-12-31,1506.567
2025-01-31,1565.021
2025-02-28,1568.908
2025-03-31,1544.989
2025-04-30,1639.423
2025-05-30,1738.96
2025-06-30,1805.15
2025-07-31,1782.054
2025-08-29,1846.363
2025-09-30,1887.524
2025-10-31,1896.846
