Date,NORWAY VALUE Standard (Large+Mid Cap)
2002-07-16,2365.127
2002-07-17,2398.995
2002-07-18,2394.07
2002-07-19,2343.611
2002-07-22,2210.676
2002-07-23,2072.112
2002-07-24,1942.253
2002-07-25,2031.584
2002-07-26,2013.782
2002-07-29,2038.391
2002-07-30,2099.812
2002-07-31,2083.381
2002-08-01,2088.515
2002-08-02,2044.476
2002-08-05,1983.502
2002-08-06,1935.819
2002-08-07,1965.708
2002-08-08,1992.135
2002-08-09,2033.087
2002-08-12,2029.382
2002-08-13,2065.232
2002-08-14,2052.199
2002-08-15,2064.772
2002-08-16,2060.271
2002-08-19,2039.174
2002-08-20,2032.973
2002-08-21,2067.346
2002-08-22,2099.803
2002-08-23,2098.557
2002-08-26,2081.658
2002-08-27,2100.562
2002-08-28,2082.725
2002-08-29,2031.33
2002-08-30,2054.035
2002-09-02,2059.568
2002-09-03,2016.811
2002-09-04,2003.169
2002-09-05,1961.724
2002-09-06,1995.893
2002-09-09,1959.833
2002-09-10,1961.976
2002-09-11,1991.445
2002-09-12,1995.699
2002-09-13,1973.47
2002-09-16,1940.504
2002-09-17,1926.971
2002-09-18,1875.935
2002-09-19,1803.802
2002-09-20,1798.989
2002-09-23,1774.891
2002-09-24,1716.525
2002-09-25,1744.049
2002-09-26,1788.467
2002-09-27,1785.921
2002-09-30,1762.821
2002-10-01,1762.44
2002-10-02,1788.701
2002-10-03,1825.822
2002-10-04,1819.673
2002-10-07,1794.218
2002-10-08,1775.244
2002-10-09,1771.759
2002-10-10,1781.121
2002-10-11,1877.532
2002-10-14,1887.433
2002-10-15,1920.429
2002-10-16,1876.239
2002-10-17,1883.236
2002-10-18,1854.509
2002-10-21,1871.902
2002-10-22,1855.589
2002-10-23,1821.66
2002-10-24,1833.304
2002-10-25,1829.849
2002-10-28,1839.495
2002-10-29,1798.264
2002-10-30,1821.271
2002-10-31,1871.629
2002-11-01,1853.46
2002-11-04,1919.2
2002-11-05,1919.14
2002-11-06,1927.859
2002-11-07,1950.611
2002-11-08,1946.183
2002-11-11,1925.527
2002-11-12,1911.848
2002-11-13,1894.859
2002-11-14,1885.436
2002-11-15,1903.499
2002-11-18,1917.972
2002-11-19,1900.199
2002-11-20,1877.766
2002-11-21,1907.388
2002-11-22,1902.608
2002-11-25,1896.704
2002-11-26,1895.935
2002-11-27,1919.712
2002-11-28,1975.355
2002-11-29,2008.394
2002-12-02,2061.35
2002-12-03,2034.095
2002-12-04,2044.563
2002-12-05,2004.995
2002-12-06,1973.085
2002-12-09,1959.576
2002-12-10,1990.481
2002-12-11,2004.56
2002-12-12,2011.678
2002-12-13,2005.06
2002-12-16,1996.818
2002-12-17,2011.463
2002-12-18,2021.512
2002-12-19,2052.477
2002-12-20,2059.74
2002-12-23,2056.389
2002-12-24,2065.805
2002-12-25,2065.805
2002-12-26,2068.036
2002-12-27,2081.236
2002-12-30,2064.392
2002-12-31,2073.912
2003-01-01,2073.912
2003-01-02,2099.388
2003-01-03,2145.048
2003-01-06,2156.227
2003-01-07,2141.56
2003-01-08,2097.46
2003-01-09,2099.255
2003-01-10,2132.056
2003-01-13,2152.937
2003-01-14,2137.34
2003-01-15,2167.951
2003-01-16,2195.229
2003-01-17,2181.096
2003-01-20,2194.394
2003-01-21,2159.631
2003-01-22,2127.935
2003-01-23,2116.094
2003-01-24,2120.163
2003-01-27,2059.653
2003-01-28,2026.778
2003-01-29,2004.119
2003-01-30,2020.559
2003-01-31,2006.121
2003-02-03,1992.966
2003-02-04,1988.751
2003-02-05,1988.658
2003-02-06,1981.239
2003-02-07,1981.093
2003-02-10,1950.535
2003-02-11,1948.544
2003-02-12,1936.863
2003-02-13,1888.782
2003-02-14,1863.038
2003-02-17,1854.193
2003-02-18,1846.569
2003-02-19,1845.589
2003-02-20,1830.124
2003-02-21,1829.154
2003-02-24,1805.81
2003-02-25,1754.588
2003-02-26,1748.16
2003-02-27,1729.273
2003-02-28,1772.437
2003-03-03,1831.12
2003-03-04,1809.086
2003-03-05,1819.426
2003-03-06,1793.141
2003-03-07,1759.243
2003-03-10,1740.405
2003-03-11,1757.711
2003-03-12,1776.122
2003-03-13,1786.508
2003-03-14,1823.505
2003-03-17,1795.132
2003-03-18,1768.05
2003-03-19,1801.428
2003-03-20,1793.112
2003-03-21,1803.917
2003-03-24,1804.279
2003-03-25,1829.894
2003-03-26,1822.174
2003-03-27,1811.538
2003-03-28,1815.187
2003-03-31,1802.812
2003-04-01,1801.051
2003-04-02,1817.047
2003-04-03,1833.07
2003-04-04,1862.177
2003-04-07,1934.404
2003-04-08,1912.014
2003-04-09,1921.223
2003-04-10,1916.928
2003-04-11,1907.598
2003-04-14,1917.176
2003-04-15,1953.206
2003-04-16,1988.827
2003-04-17,1992.785
2003-04-18,1992.785
2003-04-21,1992.426
2003-04-22,1991.392
2003-04-23,2026.771
2003-04-24,2043.654
2003-04-25,2047.243
2003-04-28,2040.194
2003-04-29,2114.509
2003-04-30,2130.85
2003-05-01,2144.256
2003-05-02,2115.687
2003-05-05,2139.899
2003-05-06,2203.149
2003-05-07,2222.066
2003-05-08,2217.51
2003-05-09,2258.043
2003-05-12,2258.41
2003-05-13,2233.097
2003-05-14,2265.432
2003-05-15,2269.875
2003-05-16,2304.194
2003-05-19,2279.263
2003-05-20,2266.903
2003-05-21,2255.953
2003-05-22,2297.975
2003-05-23,2318.564
2003-05-26,2309.999
2003-05-27,2278.663
2003-05-28,2332.835
2003-05-29,2349.449
2003-05-30,2350.483
2003-06-02,2402.363
2003-06-03,2390.29
2003-06-04,2449.743
2003-06-05,2435.177
2003-06-06,2466.61
2003-06-09,2471.206
2003-06-10,2413.297
2003-06-11,2464.927
2003-06-12,2417.012
2003-06-13,2398.902
2003-06-16,2403.74
2003-06-17,2451.877
2003-06-18,2432.369
2003-06-19,2555.053
2003-06-20,2495.313
2003-06-23,2485.702
2003-06-24,2437.873
2003-06-25,2431.625
2003-06-26,2419.501
2003-06-27,2446.691
2003-06-30,2435.082
2003-07-01,2433.212
2003-07-02,2472.268
2003-07-03,2476.178
2003-07-04,2458.754
2003-07-07,2488.836
2003-07-08,2440.521
2003-07-09,2415.386
2003-07-10,2373.647
2003-07-11,2424.586
2003-07-14,2428.936
2003-07-15,2456.929
2003-07-16,2467.547
2003-07-17,2438.412
2003-07-18,2429.35
2003-07-21,2435.942
2003-07-22,2426.007
2003-07-23,2496.383
2003-07-24,2554.297
2003-07-25,2591.722
2003-07-28,2582.057
2003-07-29,2603.526
2003-07-30,2567.598
2003-07-31,2581.275
2003-08-01,2599.1
2003-08-04,2597.079
2003-08-05,2603.483
2003-08-06,2588.677
2003-08-07,2580.057
2003-08-08,2579.822
2003-08-11,2552.748
2003-08-12,2556.154
2003-08-13,2557.442
2003-08-14,2560.575
2003-08-15,2575.609
2003-08-18,2556.72
2003-08-19,2539.715
2003-08-20,2535.146
2003-08-21,2536.702
2003-08-22,2524.118
2003-08-25,2508.026
2003-08-26,2477.794
2003-08-27,2504.442
2003-08-28,2524.801
2003-08-29,2576.16
2003-09-01,2595.405
2003-09-02,2556.321
2003-09-03,2564.731
2003-09-04,2591.68
2003-09-05,2594.794
2003-09-08,2623.818
2003-09-09,2636.357
2003-09-10,2605.903
2003-09-11,2598.051
2003-09-12,2611.085
2003-09-15,2638.174
2003-09-16,2618.089
2003-09-17,2652.52
2003-09-18,2642.127
2003-09-19,2660.726
2003-09-22,2605.645
2003-09-23,2629.925
2003-09-24,2647.323
2003-09-25,2608.603
2003-09-26,2545.395
2003-09-29,2568.489
2003-09-30,2529.799
2003-10-01,2584.826
2003-10-02,2617.277
2003-10-03,2629.198
2003-10-06,2639.986
2003-10-07,2619.787
2003-10-08,2651.597
2003-10-09,2646.146
2003-10-10,2692.531
2003-10-13,2706.808
2003-10-14,2718.117
2003-10-15,2723.753
2003-10-16,2741.584
2003-10-17,2738.662
2003-10-20,2699.75
2003-10-21,2717.318
2003-10-22,2730.37
2003-10-23,2714.731
2003-10-24,2732.387
2003-10-27,2753.585
2003-10-28,2758.922
2003-10-29,2770.622
2003-10-30,2858.2
2003-10-31,2884.337
2003-11-03,2863.611
2003-11-04,2857.815
2003-11-05,2837.447
2003-11-06,2854.197
2003-11-07,2909.047
2003-11-10,2897.332
2003-11-11,2872.982
2003-11-12,2934.687
2003-11-13,2940.014
2003-11-14,2951.058
2003-11-17,2912.184
2003-11-18,2906.877
2003-11-19,2890.967
2003-11-20,2898.885
2003-11-21,2940.509
2003-11-24,2921.455
2003-11-25,2930.646
2003-11-26,2955.492
2003-11-27,2950.15
2003-11-28,2969.078
2003-12-01,2977.131
2003-12-02,3044.156
2003-12-03,3075.064
2003-12-04,3058.327
2003-12-05,3086.888
2003-12-08,3100.443
2003-12-09,3161.122
2003-12-10,3130.366
2003-12-11,3084.928
2003-12-12,3106.654
2003-12-15,3144.737
2003-12-16,3138.464
2003-12-17,3090.529
2003-12-18,3119.837
2003-12-19,3158.663
2003-12-22,3167.927
2003-12-23,3161.345
2003-12-24,3152.829
2003-12-25,3152.829
2003-12-26,3148.379
2003-12-29,3177.459
2003-12-30,3180.593
2003-12-31,3211.884
2004-01-01,3211.884
2004-01-02,3285.291
2004-01-05,3340.412
2004-01-06,3331.838
2004-01-07,3263.346
2004-01-08,3231.777
2004-01-09,3261.347
2004-01-12,3291.556
2004-01-13,3334.797
2004-01-14,3330.434
2004-01-15,3282.531
2004-01-16,3230.458
2004-01-19,3252.663
2004-01-20,3347.207
2004-01-21,3352.105
2004-01-22,3424.312
2004-01-23,3379.596
2004-01-26,3320.329
2004-01-27,3313.354
2004-01-28,3202.38
2004-01-29,3136.805
2004-01-30,3178.053
2004-02-02,3177.587
2004-02-03,3174.769
2004-02-04,3218.005
2004-02-05,3212.939
2004-02-06,3231.769
2004-02-09,3283.0
2004-02-10,3267.991
2004-02-11,3305.022
2004-02-12,3396.826
2004-02-13,3411.565
2004-02-16,3401.518
2004-02-17,3423.941
2004-02-18,3439.521
2004-02-19,3466.239
2004-02-20,3476.014
2004-02-23,3536.254
2004-02-24,3525.937
2004-02-25,3474.783
2004-02-26,3461.855
2004-02-27,3531.754
2004-03-01,3627.893
2004-03-02,3617.557
2004-03-03,3574.68
2004-03-04,3596.057
2004-03-05,3681.258
2004-03-08,3701.574
2004-03-09,3638.613
2004-03-10,3532.351
2004-03-11,3530.965
2004-03-12,3553.75
2004-03-15,3482.678
2004-03-16,3527.8
2004-03-17,3532.009
2004-03-18,3561.762
2004-03-19,3505.223
2004-03-22,3471.639
2004-03-23,3542.36
2004-03-24,3507.044
2004-03-25,3444.701
2004-03-26,3438.701
2004-03-29,3458.538
2004-03-30,3436.449
2004-03-31,3497.451
2004-04-01,3509.336
2004-04-02,3572.978
2004-04-05,3582.277
2004-04-06,3561.313
2004-04-07,3612.811
2004-04-08,3597.633
2004-04-09,3597.633
2004-04-12,3566.888
2004-04-13,3623.342
2004-04-14,3554.693
2004-04-15,3570.984
2004-04-16,3603.712
2004-04-19,3591.892
2004-04-20,3596.91
2004-04-21,3541.95
2004-04-22,3515.006
2004-04-23,3507.775
2004-04-26,3508.404
2004-04-27,3550.031
2004-04-28,3510.423
2004-04-29,3451.12
2004-04-30,3356.245
2004-05-03,3355.75
2004-05-04,3446.687
2004-05-05,3498.331
2004-05-06,3485.006
2004-05-07,3384.405
2004-05-10,3262.324
2004-05-11,3282.913
2004-05-12,3338.204
2004-05-13,3387.894
2004-05-14,3384.943
2004-05-17,3399.157
2004-05-18,3332.345
2004-05-19,3388.422
2004-05-20,3366.661
2004-05-21,3389.439
2004-05-24,3420.556
2004-05-25,3468.834
2004-05-26,3499.747
2004-05-27,3547.274
2004-05-28,3542.784
2004-05-31,3542.784
2004-06-01,3587.223
2004-06-02,3626.507
2004-06-03,3604.025
2004-06-04,3602.272
2004-06-07,3661.125
2004-06-08,3667.484
2004-06-09,3626.094
2004-06-10,3590.239
2004-06-11,3576.905
2004-06-14,3568.251
2004-06-15,3582.79
2004-06-16,3589.639
2004-06-17,3638.558
2004-06-18,3752.621
2004-06-21,3712.838
2004-06-22,3684.159
2004-06-23,3704.786
2004-06-24,3755.752
2004-06-25,3809.005
2004-06-28,3783.778
2004-06-29,3763.092
2004-06-30,3761.118
2004-07-01,3778.468
2004-07-02,3749.714
2004-07-05,3773.534
2004-07-06,3801.973
2004-07-07,3787.432
2004-07-08,3831.053
2004-07-09,3854.077
2004-07-12,3840.895
2004-07-13,3794.1
2004-07-14,3787.717
2004-07-15,3807.842
2004-07-16,3848.48
2004-07-19,3788.279
2004-07-20,3745.677
2004-07-21,3743.782
2004-07-22,3726.399
2004-07-23,3685.75
2004-07-26,3684.812
2004-07-27,3660.695
2004-07-28,3701.421
2004-07-29,3756.926
2004-07-30,3771.167
2004-08-02,3799.207
2004-08-03,3807.102
2004-08-04,3800.148
2004-08-05,3762.531
2004-08-06,3739.708
2004-08-09,3737.891
2004-08-10,3786.787
2004-08-11,3722.801
2004-08-12,3770.083
2004-08-13,3850.436
2004-08-16,3865.161
2004-08-17,3881.121
2004-08-18,3843.747
2004-08-19,3926.399
2004-08-20,3941.065
2004-08-23,3939.632
2004-08-24,3873.094
2004-08-25,3862.66
2004-08-26,3875.31
2004-08-27,3844.454
2004-08-30,3837.437
2004-08-31,3834.607
2004-09-01,3892.144
2004-09-02,3983.956
2004-09-03,3958.899
2004-09-06,3953.99
2004-09-07,3933.95
2004-09-08,3936.945
2004-09-09,3980.344
2004-09-10,4031.083
2004-09-13,3993.951
2004-09-14,3991.708
2004-09-15,3953.629
2004-09-16,3983.499
2004-09-17,4050.163
2004-09-20,4066.862
2004-09-21,4147.997
2004-09-22,4152.233
2004-09-23,4215.976
2004-09-24,4228.385
2004-09-27,4284.812
2004-09-28,4323.761
2004-09-29,4301.982
2004-09-30,4339.549
2004-10-01,4455.676
2004-10-04,4453.908
2004-10-05,4513.078
2004-10-06,4506.371
2004-10-07,4543.407
2004-10-08,4551.486
2004-10-11,4563.326
2004-10-12,4461.714
2004-10-13,4384.017
2004-10-14,4404.809
2004-10-15,4371.45
2004-10-18,4430.88
2004-10-19,4420.576
2004-10-20,4400.789
2004-10-21,4510.896
2004-10-22,4547.325
2004-10-25,4494.12
2004-10-26,4436.527
2004-10-27,4484.057
2004-10-28,4423.257
2004-10-29,4437.637
2004-11-01,4477.115
2004-11-02,4437.822
2004-11-03,4527.148
2004-11-04,4562.087
2004-11-05,4600.159
2004-11-08,4601.795
2004-11-09,4603.309
2004-11-10,4566.283
2004-11-11,4588.242
2004-11-12,4642.016
2004-11-15,4672.771
2004-11-16,4657.18
2004-11-17,4735.576
2004-11-18,4766.419
2004-11-19,4809.323
2004-11-22,4796.914
2004-11-23,4915.589
2004-11-24,4961.56
2004-11-25,5040.899
2004-11-26,5049.735
2004-11-29,5135.649
2004-11-30,5093.505
2004-12-01,5070.977
2004-12-02,4920.872
2004-12-03,4897.967
2004-12-06,4964.716
2004-12-07,5020.81
2004-12-08,4835.446
2004-12-09,4842.709
2004-12-10,4872.116
2004-12-13,4897.776
2004-12-14,4894.909
2004-12-15,4935.887
2004-12-16,4944.932
2004-12-17,4888.095
2004-12-20,5030.948
2004-12-21,5017.72
2004-12-22,4994.236
2004-12-23,5030.371
2004-12-24,5040.357
2004-12-27,5101.335
2004-12-28,5055.581
2004-12-29,5053.95
2004-12-30,5079.326
2004-12-31,5079.033
2005-01-03,5028.803
2005-01-04,4913.003
2005-01-05,4850.33
2005-01-06,4798.47
2005-01-07,4809.274
2005-01-10,4851.653
2005-01-11,4869.409
2005-01-12,4885.715
2005-01-13,4905.816
2005-01-14,4920.066
2005-01-17,4934.9
2005-01-18,4973.677
2005-01-19,4942.285
2005-01-20,4832.731
2005-01-21,4890.531
2005-01-24,4898.597
2005-01-25,4892.911
2005-01-26,4886.689
2005-01-27,4900.9
2005-01-28,4847.598
2005-01-31,4844.469
2005-02-01,4900.72
2005-02-02,4989.187
2005-02-03,4943.16
2005-02-04,4962.666
2005-02-07,4937.55
2005-02-08,4888.669
2005-02-09,4891.758
2005-02-10,4929.025
2005-02-11,4992.818
2005-02-14,5033.712
2005-02-15,5100.275
2005-02-16,5106.674
2005-02-17,5183.757
2005-02-18,5214.695
2005-02-21,5278.429
2005-02-22,5334.481
2005-02-23,5328.557
2005-02-24,5399.056
2005-02-25,5405.915
2005-02-28,5539.591
2005-03-01,5487.48
2005-03-02,5378.573
2005-03-03,5452.433
2005-03-04,5582.206
2005-03-07,5579.517
2005-03-08,5615.624
2005-03-09,5615.584
2005-03-10,5572.505
2005-03-11,5629.005
2005-03-14,5572.308
2005-03-15,5593.503
2005-03-16,5597.379
2005-03-17,5694.649
2005-03-18,5636.769
2005-03-21,5594.689
2005-03-22,5553.342
2005-03-23,5386.288
2005-03-24,5351.034
2005-03-25,5351.034
2005-03-28,5309.317
2005-03-29,5317.021
2005-03-30,5297.781
2005-03-31,5340.608
2005-04-01,5383.594
2005-04-04,5400.91
2005-04-05,5401.077
2005-04-06,5434.5
2005-04-07,5516.89
2005-04-08,5482.191
2005-04-11,5474.158
2005-04-12,5453.335
2005-04-13,5446.503
2005-04-14,5346.177
2005-04-15,5289.973
2005-04-18,5186.681
2005-04-19,5238.581
2005-04-20,5288.608
2005-04-21,5322.638
2005-04-22,5375.456
2005-04-25,5405.216
2005-04-26,5329.413
2005-04-27,5249.165
2005-04-28,5138.255
2005-04-29,5156.399
2005-05-02,5146.297
2005-05-03,5222.088
2005-05-04,5241.143
2005-05-05,5235.623
2005-05-06,5327.374
2005-05-09,5357.245
2005-05-10,5378.574
2005-05-11,5367.805
2005-05-12,5295.858
2005-05-13,5146.888
2005-05-16,5133.402
2005-05-17,5135.485
2005-05-18,5228.93
2005-05-19,5219.137
2005-05-20,5210.791
2005-05-23,5206.579
2005-05-24,5268.963
2005-05-25,5325.445
2005-05-26,5419.985
2005-05-27,5443.065
2005-05-30,5448.421
2005-05-31,5377.869
2005-06-01,5412.114
2005-06-02,5467.903
2005-06-03,5464.993
2005-06-06,5498.687
2005-06-07,5542.532
2005-06-08,5543.935
2005-06-09,5481.424
2005-06-10,5573.479
2005-06-13,5519.617
2005-06-14,5574.403
