Date,NORWAY VALUE Standard (Large+Mid Cap)
1996-12-31,2472.192
1997-01-31,2604.998
1997-02-28,2573.349
1997-03-31,2748.178
1997-04-30,2556.444
1997-05-30,2686.16
1997-06-30,2783.748
1997-07-31,2948.832
1997-08-29,2836.524
1997-09-30,3086.125
1997-10-31,3018.392
1997-11-28,2793.113
1997-12-31,2823.968
1998-01-30,2535.036
1998-02-27,2565.086
1998-03-31,2722.886
1998-04-30,2794.769
1998-05-29,2619.553
1998-06-30,2505.317
1998-07-31,2646.5
1998-08-31,1868.662
1998-09-30,1733.874
1998-10-30,1943.569
1998-11-30,1889.418
1998-12-31,1849.284
1999-01-29,2137.371
1999-02-26,1915.393
1999-03-31,2182.767
1999-04-30,2394.747
1999-05-31,2213.06
1999-06-30,2185.319
1999-07-30,2321.418
1999-08-31,2451.543
1999-09-30,2533.041
1999-10-29,2385.687
1999-11-30,2433.21
1999-12-31,2706.627
2000-01-31,2419.406
2000-02-29,2403.079
2000-03-31,2493.068
2000-04-28,2341.112
2000-05-31,2456.905
2000-06-30,2644.24
2000-07-31,2577.654
2000-08-31,2821.948
2000-09-29,2683.162
2000-10-31,2599.037
2000-11-30,2453.036
2000-12-29,2612.323
2001-01-31,2516.342
2001-02-28,2595.43
2001-03-30,2367.651
2001-04-30,2574.147
2001-05-31,2646.678
2001-06-29,2460.156
2001-07-31,2457.984
2001-08-31,2528.106
2001-09-28,1948.026
2001-10-31,1867.188
2001-11-30,2038.618
2001-12-31,2209.95
2002-01-31,2163.176
2002-02-28,2232.188
2002-03-29,2451.922
2002-04-30,2511.725
2002-05-31,2561.387
2002-06-28,2439.523
2002-07-31,2083.381
2002-08-30,2054.035
2002-09-30,1762.821
2002-10-31,1871.629
2002-11-29,2008.394
2002-12-31,2073.912
2003-01-31,2006.121
2003-02-28,1772.437
2003-03-31,1802.812
2003-04-30,2130.85
2003-05-30,2350.483
2003-06-30,2435.082
2003-07-31,2581.275
2003-08-29,2576.16
2003-09-30,2529.799
2003-10-31,2884.337
2003-11-28,2969.078
2003-12-31,3211.884
2004-01-30,3178.053
2004-02-27,3531.754
2004-03-31,3497.451
2004-04-30,3356.245
2004-05-31,3542.784
2004-06-30,3761.118
2004-07-30,3771.167
2004-08-31,3834.607
2004-09-30,4339.549
2004-10-29,4437.637
2004-11-30,5093.505
2004-12-31,5079.033
2005-01-31,4844.469
2005-02-28,5539.591
2005-03-31,5340.608
2005-04-29,5156.399
2005-05-31,5377.869
2005-06-30,5840.013
2005-07-29,6142.037
2005-08-31,6522.007
2005-09-30,6598.145
2005-10-31,6080.277
2005-11-30,6196.477
2005-12-30,6356.941
2006-01-31,7030.594
2006-02-28,7054.262
2006-03-31,7934.762
2006-04-28,8536.809
2006-05-31,8005.084
2006-06-30,7762.541
2006-07-31,8071.837
2006-08-31,7998.885
2006-09-29,7432.175
2006-10-31,7851.698
2006-11-30,8437.278
2006-12-29,9273.46
2007-01-31,9763.747
2007-02-28,9570.249
2007-03-30,10067.627
2007-04-30,10714.959
2007-05-31,11019.642
2007-06-29,11599.101
2007-07-31,11630.506
2007-08-31,11045.554
2007-09-28,12479.188
2007-10-31,12880.3
2007-11-30,12171.505
2007-12-31,12164.516
2008-01-31,9714.199
2008-02-29,11256.427
2008-03-31,11183.049
2008-04-30,12697.057
2008-05-30,13966.854
2008-06-30,12796.439
2008-07-31,11843.57
2008-08-29,11148.562
2008-09-30,7887.968
2008-10-31,5839.971
2008-11-28,4880.24
2008-12-31,4956.801
2009-01-30,5109.826
2009-02-27,4832.203
2009-03-31,5234.947
2009-04-30,5913.544
2009-05-29,7019.456
2009-06-30,6463.693
2009-07-31,7148.149
2009-08-31,7500.124
2009-09-30,8257.624
2009-10-30,8585.913
2009-11-30,8943.536
2009-12-31,9118.821
2010-01-29,8590.819
2010-02-26,8212.04
2010-03-31,8660.099
2010-04-30,9040.538
2010-05-31,7598.68
2010-06-30,7452.66
2010-07-30,8566.741
2010-08-31,8026.236
2010-09-30,9191.226
2010-10-29,9428.681
2010-11-30,8553.17
2010-12-31,10002.558
2011-01-31,9847.146
2011-02-28,10789.343
2011-03-31,11032.971
2011-04-29,11716.692
2011-05-31,11122.291
2011-06-30,10813.682
2011-07-29,10711.261
2011-08-31,10005.896
2011-09-30,8880.516
2011-10-31,10427.505
2011-11-30,10195.236
2011-12-30,10067.33
2012-01-31,10211.306
2012-02-29,11787.592
2012-03-30,11224.139
2012-04-30,10806.757
2012-05-31,9467.417
2012-06-29,10466.554
2012-07-31,10840.854
2012-08-31,11419.5
2012-09-28,12019.808
2012-10-31,11954.072
2012-11-30,12281.385
2012-12-31,12467.94
2013-01-31,13310.598
2013-02-28,12854.863
2013-03-29,12613.127
2013-04-30,13293.903
2013-05-31,13065.879
2013-06-28,12098.031
2013-07-31,13090.044
2013-08-30,12792.312
2013-09-30,13121.566
2013-10-31,14083.005
2013-11-29,13760.982
2013-12-31,13982.32
2014-01-31,13044.487
2014-02-28,13984.688
2014-03-31,14241.187
2014-04-30,14906.576
2014-05-30,15761.515
2014-06-30,15835.513
2014-07-31,15116.319
2014-08-29,15446.852
2014-09-30,14625.755
2014-10-31,13139.458
2014-11-28,11526.015
2014-12-31,10723.736
2015-01-30,10823.692
2015-02-27,11658.54
2015-03-31,11081.449
2015-04-30,12614.242
2015-05-29,12155.492
2015-06-30,11666.582
2015-07-31,11343.286
2015-08-31,10022.787
2015-09-30,9468.829
2015-10-30,10104.101
2015-11-30,9983.455
2015-12-31,9380.584
2016-01-29,8886.844
2016-02-29,9073.283
2016-03-31,9572.633
2016-04-29,10385.023
2016-05-31,10070.113
2016-06-30,9859.151
2016-07-29,9707.452
2016-08-31,10054.058
2016-09-30,10561.448
2016-10-31,10651.356
2016-11-30,10805.86
2016-12-30,11134.99
2017-01-31,12119.817
2017-02-28,11622.917
2017-03-31,11475.536
2017-04-28,11585.517
2017-05-31,12250.164
2017-06-30,12019.877
2017-07-31,13572.741
2017-08-31,13800.713
2017-09-29,14415.602
2017-10-31,14373.122
2017-11-30,14098.806
2017-12-29,14324.276
2018-01-31,15512.526
2018-02-28,15309.431
2018-03-30,15296.485
2018-04-30,15852.594
2018-05-31,15610.1
2018-06-29,16110.366
2018-07-31,16377.683
2018-08-31,16265.712
2018-09-28,17345.089
2018-10-31,15874.792
2018-11-30,14727.465
2018-12-31,13648.632
2019-01-31,14823.639
2019-02-28,15098.849
2019-03-29,14681.541
2019-04-30,15168.753
2019-05-31,13712.482
2019-06-28,14418.527
2019-07-31,13896.253
2019-08-30,13229.262
2019-09-30,13851.662
2019-10-31,13744.796
2019-11-29,13306.005
2019-12-31,14252.942
2020-01-31,13363.514
2020-02-28,11813.917
2020-03-31,9241.471
2020-04-30,10189.819
2020-05-29,10875.757
2020-06-30,10687.648
2020-07-31,11676.836
2020-08-31,12506.521
2020-09-30,11332.598
2020-10-30,10603.25
2020-11-30,13286.654
2020-12-31,14096.606
2021-01-29,14383.372
2021-02-26,15138.75
2021-03-31,16177.775
2021-04-30,16397.339
2021-05-31,17020.78
2021-06-30,16657.78
2021-07-30,16123.766
2021-08-31,16607.395
2021-09-30,17843.692
2021-10-29,18364.385
2021-11-30,17168.0
2021-12-31,18533.426
2022-01-31,18812.112
2022-02-28,19727.112
2022-03-31,21086.168
2022-04-29,19423.776
2022-05-31,20509.156
2022-06-30,18085.908
2022-07-29,19487.019
2022-08-31,19383.894
2022-09-30,16265.725
2022-10-31,18054.215
2022-11-30,19231.048
2022-12-30,18756.817
2023-01-31,18040.302
2023-02-28,18154.554
2023-03-31,17111.093
2023-04-28,17264.247
2023-05-31,15984.787
2023-06-30,17034.049
2023-07-31,18632.323
2023-08-31,18295.145
2023-09-29,19113.071
2023-10-31,18145.478
2023-11-30,18854.567
2023-12-29,19672.766
2024-01-31,18362.814
2024-02-29,17499.335
2024-03-29,17821.898
2024-04-30,17973.711
2024-05-31,19502.752
2024-06-28,19166.691
2024-07-31,18788.932
2024-08-30,19265.724
2024-09-30,19263.864
2024-10-31,18674.32
2024-11-29,19088.254
2024-12-31,18244.553
2025-01-31,19392.142
2025-02-28,19926.215
2025-03-31,22559.22
2025-04-30,21971.754
2025-05-30,23074.098
2025-06-30,24084.176
2025-07-31,23701.903
2025-08-29,24271.58
2025-09-30,24484.421
2025-10-31,23786.452
2025-11-28,23904.479
2025-12-31,24900.015
