Date,NORWAY VALUE Standard (Large+Mid Cap)
2001-05-17,2005.043
2001-05-18,2076.833
2001-05-21,2145.519
2001-05-22,2092.27
2001-05-23,2066.488
2001-05-24,2067.475
2001-05-25,2066.679
2001-05-28,2066.212
2001-05-29,2017.727
2001-05-30,2006.319
2001-05-31,1988.527
2001-06-01,1978.643
2001-06-04,1981.447
2001-06-05,2012.756
2001-06-06,2017.408
2001-06-07,2027.857
2001-06-08,2020.168
2001-06-11,1968.182
2001-06-12,1946.899
2001-06-13,1980.676
2001-06-14,1947.35
2001-06-15,1936.197
2001-06-18,1940.954
2001-06-19,1947.65
2001-06-20,1927.804
2001-06-21,1896.47
2001-06-22,1899.85
2001-06-25,1896.951
2001-06-26,1885.803
2001-06-27,1884.333
2001-06-28,1881.621
2001-06-29,1848.388
2001-07-02,1863.831
2001-07-03,1886.037
2001-07-04,1894.599
2001-07-05,1868.266
2001-07-06,1866.221
2001-07-09,1884.22
2001-07-10,1886.832
2001-07-11,1878.602
2001-07-12,1898.552
2001-07-13,1865.406
2001-07-16,1834.339
2001-07-17,1813.046
2001-07-18,1840.076
2001-07-19,1873.923
2001-07-20,1872.091
2001-07-23,1869.497
2001-07-24,1854.029
2001-07-25,1831.646
2001-07-26,1858.508
2001-07-27,1861.061
2001-07-30,1859.481
2001-07-31,1846.756
2001-08-01,1846.627
2001-08-02,1852.775
2001-08-03,1863.75
2001-08-06,1842.281
2001-08-07,1835.894
2001-08-08,1835.58
2001-08-09,1862.443
2001-08-10,1888.587
2001-08-13,1892.908
2001-08-14,1901.076
2001-08-15,1905.127
2001-08-16,1904.84
2001-08-17,1894.786
2001-08-20,1856.593
2001-08-21,1874.652
2001-08-22,1924.292
2001-08-23,1902.611
2001-08-24,1919.05
2001-08-27,1901.727
2001-08-28,1905.583
2001-08-29,1910.721
2001-08-30,1905.555
2001-08-31,1899.441
2001-09-03,1896.976
2001-09-04,1902.415
2001-09-05,1919.663
2001-09-06,1913.991
2001-09-07,1911.734
2001-09-10,1860.003
2001-09-11,1888.764
2001-09-12,1763.396
2001-09-13,1797.249
2001-09-14,1763.524
2001-09-17,1740.925
2001-09-18,1703.87
2001-09-19,1629.475
2001-09-20,1508.384
2001-09-21,1351.668
2001-09-24,1433.79
2001-09-25,1436.134
2001-09-26,1455.821
2001-09-27,1477.31
2001-09-28,1462.785
2001-10-01,1456.946
2001-10-02,1450.463
2001-10-03,1417.758
2001-10-04,1412.476
2001-10-05,1409.804
2001-10-08,1400.437
2001-10-09,1415.623
2001-10-10,1425.075
2001-10-11,1468.616
2001-10-12,1482.599
2001-10-15,1459.409
2001-10-16,1461.08
2001-10-17,1491.311
2001-10-18,1446.587
2001-10-19,1427.483
2001-10-22,1430.47
2001-10-23,1447.511
2001-10-24,1441.383
2001-10-25,1415.11
2001-10-26,1433.72
2001-10-29,1440.742
2001-10-30,1424.189
2001-10-31,1402.084
2001-11-01,1423.752
2001-11-02,1421.023
2001-11-05,1431.316
2001-11-06,1449.089
2001-11-07,1474.437
2001-11-08,1465.548
2001-11-09,1497.753
2001-11-12,1449.514
2001-11-13,1466.674
2001-11-14,1495.81
2001-11-15,1464.614
2001-11-16,1456.53
2001-11-19,1469.94
2001-11-20,1477.217
2001-11-21,1453.593
2001-11-22,1451.066
2001-11-23,1450.75
2001-11-26,1479.094
2001-11-27,1496.985
2001-11-28,1503.445
2001-11-29,1500.561
2001-11-30,1530.534
2001-12-03,1522.62
2001-12-04,1536.685
2001-12-05,1547.743
2001-12-06,1578.665
2001-12-07,1580.6
2001-12-10,1571.245
2001-12-11,1569.766
2001-12-12,1587.55
2001-12-13,1571.572
2001-12-14,1581.356
2001-12-17,1569.644
2001-12-18,1586.654
2001-12-19,1576.27
2001-12-20,1600.475
2001-12-21,1609.213
2001-12-24,1588.667
2001-12-25,1588.667
2001-12-26,1590.825
2001-12-27,1648.168
2001-12-28,1647.209
2001-12-31,1659.165
2002-01-01,1659.165
2002-01-02,1670.352
2002-01-03,1669.756
2002-01-04,1694.637
2002-01-07,1695.674
2002-01-08,1647.675
2002-01-09,1660.27
2002-01-10,1654.096
2002-01-11,1655.391
2002-01-14,1652.611
2002-01-15,1627.314
2002-01-16,1608.75
2002-01-17,1613.035
2002-01-18,1608.453
2002-01-21,1612.454
2002-01-22,1632.287
2002-01-23,1627.826
2002-01-24,1646.378
2002-01-25,1619.692
2002-01-28,1616.93
2002-01-29,1626.214
2002-01-30,1608.075
2002-01-31,1624.048
2002-02-01,1620.311
2002-02-04,1635.173
2002-02-05,1617.058
2002-02-06,1611.733
2002-02-07,1587.922
2002-02-08,1594.877
2002-02-11,1613.016
2002-02-12,1623.701
2002-02-13,1626.145
2002-02-14,1652.944
2002-02-15,1655.805
2002-02-18,1648.778
2002-02-19,1642.065
2002-02-20,1640.576
2002-02-21,1650.6
2002-02-22,1659.154
2002-02-25,1655.442
2002-02-26,1663.238
2002-02-27,1673.483
2002-02-28,1675.56
2002-03-01,1676.686
2002-03-04,1707.107
2002-03-05,1716.729
2002-03-06,1727.762
2002-03-07,1769.746
2002-03-08,1801.34
2002-03-11,1796.268
2002-03-12,1786.021
2002-03-13,1783.755
2002-03-14,1802.821
2002-03-15,1814.253
2002-03-18,1822.805
2002-03-19,1845.374
2002-03-20,1838.816
2002-03-21,1849.714
2002-03-22,1836.194
2002-03-25,1824.063
2002-03-26,1833.999
2002-03-27,1838.222
2002-03-28,1839.148
2002-03-29,1839.148
2002-04-01,1853.028
2002-04-02,1881.618
2002-04-03,1911.425
2002-04-04,1889.338
2002-04-05,1867.893
2002-04-08,1862.089
2002-04-09,1845.825
2002-04-10,1827.934
2002-04-11,1848.651
2002-04-12,1851.82
2002-04-15,1847.993
2002-04-16,1862.495
2002-04-17,1876.256
2002-04-18,1894.365
2002-04-19,1889.216
2002-04-22,1878.46
2002-04-23,1870.011
2002-04-24,1879.885
2002-04-25,1872.967
2002-04-26,1861.362
2002-04-29,1852.249
2002-04-30,1876.888
2002-05-01,1888.458
2002-05-02,1938.48
2002-05-03,1965.497
2002-05-06,1943.114
2002-05-07,1915.688
2002-05-08,1951.852
2002-05-09,1955.296
2002-05-10,1976.967
2002-05-13,1980.772
2002-05-14,1974.528
2002-05-15,1981.023
2002-05-16,1998.803
2002-05-17,2020.164
2002-05-20,2026.114
2002-05-21,1996.058
2002-05-22,1995.608
2002-05-23,1973.75
2002-05-24,1972.001
2002-05-27,1953.744
2002-05-28,1971.113
2002-05-29,1940.204
2002-05-30,1944.906
2002-05-31,1908.018
2002-06-03,1925.24
2002-06-04,1886.563
2002-06-05,1864.199
2002-06-06,1899.411
2002-06-07,1842.718
2002-06-10,1857.122
2002-06-11,1879.183
2002-06-12,1892.45
2002-06-13,1879.083
2002-06-14,1818.111
2002-06-17,1860.73
2002-06-18,1873.273
2002-06-19,1882.019
2002-06-20,1855.6
2002-06-21,1851.019
2002-06-24,1833.816
2002-06-25,1844.613
2002-06-26,1770.257
2002-06-27,1810.995
2002-06-28,1817.24
2002-07-01,1838.456
2002-07-02,1821.232
2002-07-03,1785.232
2002-07-04,1780.199
2002-07-05,1794.038
2002-07-08,1825.267
2002-07-09,1825.566
2002-07-10,1800.146
2002-07-11,1779.42
2002-07-12,1735.603
2002-07-15,1762.521
2002-07-16,1761.821
2002-07-17,1787.05
2002-07-18,1783.381
2002-07-19,1745.793
2002-07-22,1646.768
2002-07-23,1543.549
2002-07-24,1446.815
2002-07-25,1513.359
2002-07-26,1500.099
2002-07-29,1518.43
2002-07-30,1564.184
2002-07-31,1551.944
2002-08-01,1555.768
2002-08-02,1522.962
2002-08-05,1477.542
2002-08-06,1442.022
2002-08-07,1464.287
2002-08-08,1483.973
2002-08-09,1514.479
2002-08-12,1511.719
2002-08-13,1538.424
2002-08-14,1528.715
2002-08-15,1538.082
2002-08-16,1534.729
2002-08-19,1519.013
2002-08-20,1514.394
2002-08-21,1539.999
2002-08-22,1564.177
2002-08-23,1563.248
2002-08-26,1550.661
2002-08-27,1564.742
2002-08-28,1551.455
2002-08-29,1513.17
2002-08-30,1530.083
2002-09-02,1534.205
2002-09-03,1502.355
2002-09-04,1492.193
2002-09-05,1461.32
2002-09-06,1486.773
2002-09-09,1459.911
2002-09-10,1461.507
2002-09-11,1483.459
2002-09-12,1486.628
2002-09-13,1470.07
2002-09-16,1445.513
2002-09-17,1435.431
2002-09-18,1397.414
2002-09-19,1343.681
2002-09-20,1340.096
2002-09-23,1322.145
2002-09-24,1278.667
2002-09-25,1299.17
2002-09-26,1332.258
2002-09-27,1330.361
2002-09-30,1313.154
2002-10-01,1312.87
2002-10-02,1332.432
2002-10-03,1360.084
2002-10-04,1355.504
2002-10-07,1336.541
2002-10-08,1322.408
2002-10-09,1319.811
2002-10-10,1326.785
2002-10-11,1398.603
2002-10-14,1405.979
2002-10-15,1430.558
2002-10-16,1397.64
2002-10-17,1402.852
2002-10-18,1381.453
2002-10-21,1394.409
2002-10-22,1382.258
2002-10-23,1356.984
2002-10-24,1365.657
2002-10-25,1363.084
2002-10-28,1370.269
2002-10-29,1339.555
2002-10-30,1356.694
2002-10-31,1394.206
2002-11-01,1380.672
2002-11-04,1429.643
2002-11-05,1429.598
2002-11-06,1436.093
2002-11-07,1453.041
2002-11-08,1449.743
2002-11-11,1434.356
2002-11-12,1424.166
2002-11-13,1411.51
2002-11-14,1404.491
2002-11-15,1417.947
2002-11-18,1428.728
2002-11-19,1415.489
2002-11-20,1398.778
2002-11-21,1420.844
2002-11-22,1417.283
2002-11-25,1412.885
2002-11-26,1412.312
2002-11-27,1430.024
2002-11-28,1471.474
2002-11-29,1496.085
2002-12-02,1535.533
2002-12-03,1515.23
2002-12-04,1523.027
2002-12-05,1493.552
2002-12-06,1469.782
2002-12-09,1459.719
2002-12-10,1482.741
2002-12-11,1493.228
2002-12-12,1498.531
2002-12-13,1493.601
2002-12-16,1487.461
2002-12-17,1498.371
2002-12-18,1505.856
2002-12-19,1528.923
2002-12-20,1534.333
2002-12-23,1531.837
2002-12-24,1538.851
2002-12-25,1538.851
2002-12-26,1540.513
2002-12-27,1550.346
2002-12-30,1537.798
2002-12-31,1544.89
2003-01-01,1544.89
2003-01-02,1563.867
2003-01-03,1597.88
2003-01-06,1606.208
2003-01-07,1595.282
2003-01-08,1562.432
2003-01-09,1563.768
2003-01-10,1588.203
2003-01-13,1603.757
2003-01-14,1592.139
2003-01-15,1614.942
2003-01-16,1635.261
2003-01-17,1624.733
2003-01-20,1634.639
2003-01-21,1608.744
2003-01-22,1585.133
2003-01-23,1576.312
2003-01-24,1579.343
2003-01-27,1534.268
2003-01-28,1509.779
2003-01-29,1492.9
2003-01-30,1505.146
2003-01-31,1494.392
2003-02-03,1484.592
2003-02-04,1481.453
2003-02-05,1481.383
2003-02-06,1475.856
2003-02-07,1475.748
2003-02-10,1452.985
2003-02-11,1451.501
2003-02-12,1442.8
2003-02-13,1406.984
2003-02-14,1387.806
2003-02-17,1381.218
2003-02-18,1375.539
2003-02-19,1374.808
2003-02-20,1363.289
2003-02-21,1362.566
2003-02-24,1345.177
2003-02-25,1307.02
2003-02-26,1302.233
2003-02-27,1288.163
2003-02-28,1320.317
2003-03-03,1364.031
2003-03-04,1347.617
2003-03-05,1355.32
2003-03-06,1335.566
2003-03-07,1310.318
2003-03-10,1296.287
2003-03-11,1309.177
2003-03-12,1322.89
2003-03-13,1330.625
2003-03-14,1358.182
2003-03-17,1337.048
2003-03-18,1316.878
2003-03-19,1341.738
2003-03-20,1335.544
2003-03-21,1343.592
2003-03-24,1343.862
2003-03-25,1362.94
2003-03-26,1357.19
2003-03-27,1349.268
2003-03-28,1351.986
2003-03-31,1342.769
2003-04-01,1341.457
2003-04-02,1353.372
2003-04-03,1365.306
2003-04-04,1386.985
2003-04-07,1440.781
2003-04-08,1424.105
2003-04-09,1430.963
2003-04-10,1427.765
2003-04-11,1418.413
2003-04-14,1425.535
2003-04-15,1452.325
2003-04-16,1478.812
2003-04-17,1481.755
2003-04-18,1481.755
2003-04-21,1481.487
2003-04-22,1480.719
2003-04-23,1507.025
2003-04-24,1519.578
2003-04-25,1517.728
2003-04-28,1512.502
2003-04-29,1567.596
2003-04-30,1577.179
2003-05-01,1587.101
2003-05-02,1565.956
2003-05-05,1583.876
2003-05-06,1630.692
2003-05-07,1644.693
2003-05-08,1635.039
2003-05-09,1664.925
2003-05-12,1665.196
2003-05-13,1646.532
2003-05-14,1670.373
2003-05-15,1673.649
2003-05-16,1698.655
2003-05-19,1680.277
2003-05-20,1671.164
2003-05-21,1663.092
2003-05-22,1694.071
2003-05-23,1709.249
2003-05-26,1702.935
2003-05-27,1679.834
2003-05-28,1719.77
2003-05-29,1732.017
2003-05-30,1732.78
2003-06-02,1771.026
2003-06-03,1762.125
2003-06-04,1805.954
2003-06-05,1795.216
2003-06-06,1818.389
2003-06-09,1821.777
2003-06-10,1779.087
2003-06-11,1817.148
2003-06-12,1781.825
2003-06-13,1768.474
2003-06-16,1772.041
2003-06-17,1807.528
2003-06-18,1793.146
2003-06-19,1883.589
2003-06-20,1839.548
2003-06-23,1832.464
2003-06-24,1797.204
2003-06-25,1792.598
2003-06-26,1783.66
2003-06-27,1803.704
2003-06-30,1795.147
2003-07-01,1793.768
2003-07-02,1822.56
2003-07-03,1825.442
2003-07-04,1812.598
2003-07-07,1834.774
2003-07-08,1799.156
2003-07-09,1780.626
2003-07-10,1749.856
2003-07-11,1787.409
2003-07-14,1790.615
2003-07-15,1811.252
2003-07-16,1819.079
2003-07-17,1797.601
2003-07-18,1790.921
2003-07-21,1795.78
2003-07-22,1788.456
2003-07-23,1840.338
2003-07-24,1883.031
2003-07-25,1910.622
2003-07-28,1903.497
2003-07-29,1919.323
2003-07-30,1892.837
2003-07-31,1902.92
2003-08-01,1916.06
2003-08-04,1914.571
2003-08-05,1919.292
2003-08-06,1908.376
2003-08-07,1902.022
2003-08-08,1901.849
2003-08-11,1881.89
2003-08-12,1884.401
2003-08-13,1885.35
2003-08-14,1887.324
2003-08-15,1898.405
2003-08-18,1884.483
2003-08-19,1871.949
2003-08-20,1868.582
2003-08-21,1869.729
2003-08-22,1860.453
2003-08-25,1848.592
2003-08-26,1826.309
2003-08-27,1845.951
2003-08-28,1860.957
2003-08-29,1898.811
2003-09-01,1912.997
2003-09-02,1884.189
2003-09-03,1890.388
2003-09-04,1910.251
2003-09-05,1912.546
2003-09-08,1933.939
2003-09-09,1943.181
2003-09-10,1920.734
2003-09-11,1914.947
2003-09-12,1924.554
2003-09-15,1944.52
2003-09-16,1929.716
2003-09-17,1955.094
2003-09-18,1947.434
2003-09-19,1961.143
2003-09-22,1920.545
2003-09-23,1938.441
2003-09-24,1951.264
2003-09-25,1922.724
2003-09-26,1876.135
2003-09-29,1893.158
2003-09-30,1864.64
2003-10-01,1905.199
2003-10-02,1929.118
2003-10-03,1937.905
2003-10-06,1945.856
2003-10-07,1930.968
2003-10-08,1954.414
2003-10-09,1950.397
2003-10-10,1984.585
2003-10-13,1995.109
2003-10-14,2003.444
2003-10-15,2007.598
2003-10-16,2020.741
2003-10-17,2018.587
2003-10-20,1989.906
2003-10-21,2002.855
2003-10-22,2012.475
2003-10-23,2000.949
2003-10-24,2013.962
2003-10-27,2029.586
2003-10-28,2033.521
2003-10-29,2042.144
2003-10-30,2106.695
2003-10-31,2125.96
2003-11-03,2110.684
2003-11-04,2106.411
2003-11-05,2091.399
2003-11-06,2103.745
2003-11-07,2144.173
2003-11-10,2135.538
2003-11-11,2117.591
2003-11-12,2163.071
2003-11-13,2166.998
2003-11-14,2175.138
2003-11-17,2146.485
2003-11-18,2142.574
2003-11-19,2130.847
2003-11-20,2136.683
2003-11-21,2167.363
2003-11-24,2153.319
2003-11-25,2160.093
2003-11-26,2178.406
2003-11-27,2174.469
2003-11-28,2186.736
2003-12-01,2192.667
2003-12-02,2242.031
2003-12-03,2264.795
2003-12-04,2252.469
2003-12-05,2273.504
2003-12-08,2283.488
2003-12-09,2328.177
2003-12-10,2305.526
2003-12-11,2272.06
2003-12-12,2288.061
2003-12-15,2316.11
2003-12-16,2311.49
2003-12-17,2276.186
2003-12-18,2297.771
2003-12-19,2326.367
2003-12-22,2333.189
2003-12-23,2328.342
2003-12-24,2322.07
2003-12-25,2322.07
2003-12-26,2318.792
2003-12-29,2340.21
2003-12-30,2342.518
2003-12-31,2365.564
2004-01-01,2365.564
2004-01-02,2419.628
2004-01-05,2460.225
2004-01-06,2453.91
2004-01-07,2403.466
2004-01-08,2380.215
2004-01-09,2401.993
2004-01-12,2424.242
2004-01-13,2456.09
2004-01-14,2452.877
2004-01-15,2417.596
2004-01-16,2379.244
2004-01-19,2395.598
2004-01-20,2465.23
2004-01-21,2468.837
2004-01-22,2522.018
2004-01-23,2489.084
2004-01-26,2445.434
2004-01-27,2440.297
2004-01-28,2358.564
2004-01-29,2310.268
2004-01-30,2340.647
2004-02-02,2340.304
2004-02-03,2338.229
2004-02-04,2370.072
2004-02-05,2366.341
2004-02-06,2380.209
2004-02-09,2417.941
2004-02-10,2406.887
2004-02-11,2434.16
2004-02-12,2501.775
2004-02-13,2512.629
2004-02-16,2505.23
2004-02-17,2521.745
2004-02-18,2533.219
2004-02-19,2552.897
2004-02-20,2560.097
2004-02-23,2604.463
2004-02-24,2596.865
2004-02-25,2559.19
2004-02-26,2549.668
2004-02-27,2601.149
2004-03-01,2671.956
2004-03-02,2664.343
2004-03-03,2632.764
2004-03-04,2648.508
2004-03-05,2711.259
2004-03-08,2726.222
2004-03-09,2679.851
2004-03-10,2595.482
2004-03-11,2594.464
2004-03-12,2611.205
2004-03-15,2558.984
2004-03-16,2596.957
2004-03-17,2600.056
2004-03-18,2621.958
2004-03-19,2580.337
2004-03-22,2555.615
2004-03-23,2607.675
2004-03-24,2581.678
2004-03-25,2535.785
2004-03-26,2531.368
2004-03-29,2545.971
2004-03-30,2529.71
2004-03-31,2574.616
2004-04-01,2583.365
2004-04-02,2630.215
2004-04-05,2637.06
2004-04-06,2621.628
2004-04-07,2659.538
2004-04-08,2648.364
2004-04-09,2648.364
2004-04-12,2625.731
2004-04-13,2667.289
2004-04-14,2616.754
2004-04-15,2628.747
2004-04-16,2649.69
2004-04-19,2640.999
2004-04-20,2644.689
2004-04-21,2604.279
2004-04-22,2584.467
2004-04-23,2579.15
2004-04-26,2579.613
2004-04-27,2610.22
2004-04-28,2573.084
2004-04-29,2529.616
2004-04-30,2460.074
2004-05-03,2459.711
2004-05-04,2526.366
2004-05-05,2564.221
2004-05-06,2554.454
2004-05-07,2480.715
2004-05-10,2391.231
2004-05-11,2406.323
2004-05-12,2438.803
2004-05-13,2475.105
2004-05-14,2472.949
2004-05-17,2483.333
2004-05-18,2434.523
2004-05-19,2475.491
2004-05-20,2459.593
2004-05-21,2476.234
2004-05-24,2498.967
2004-05-25,2534.238
2004-05-26,2556.822
2004-05-27,2591.544
2004-05-28,2588.264
2004-05-31,2588.264
2004-06-01,2620.73
2004-06-02,2649.43
2004-06-03,2632.687
2004-06-04,2631.405
2004-06-07,2674.397
2004-06-08,2679.042
2004-06-09,2648.807
2004-06-10,2622.616
2004-06-11,2612.876
2004-06-14,2606.554
2004-06-15,2617.174
2004-06-16,2622.177
2004-06-17,2657.912
2004-06-18,2741.233
2004-06-21,2712.173
2004-06-22,2691.223
2004-06-23,2706.291
2004-06-24,2743.52
2004-06-25,2782.421
2004-06-28,2763.993
2004-06-29,2748.883
2004-06-30,2747.44
2004-07-01,2760.114
2004-07-02,2739.11
2004-07-05,2756.51
2004-07-06,2777.284
2004-07-07,2766.662
2004-07-08,2798.527
2004-07-09,2815.345
2004-07-12,2805.716
2004-07-13,2771.533
2004-07-14,2766.87
2004-07-15,2781.571
2004-07-16,2811.257
2004-07-19,2767.281
2004-07-20,2736.161
2004-07-21,2734.777
2004-07-22,2722.079
2004-07-23,2692.385
2004-07-26,2691.7
2004-07-27,2674.083
2004-07-28,2703.833
2004-07-29,2744.378
2004-07-30,2754.781
2004-08-02,2775.264
2004-08-03,2781.031
2004-08-04,2775.951
2004-08-05,2748.472
2004-08-06,2731.801
2004-08-09,2730.473
2004-08-10,2766.191
2004-08-11,2719.451
2004-08-12,2753.989
2004-08-13,2812.686
2004-08-16,2823.442
2004-08-17,2835.101
2004-08-18,2807.8
2004-08-19,2868.176
2004-08-20,2878.889
2004-08-23,2877.842
2004-08-24,2829.237
2004-08-25,2821.615
2004-08-26,2828.783
2004-08-27,2806.26
2004-08-30,2801.137
2004-08-31,2799.072
2004-09-01,2841.071
2004-09-02,2908.089
2004-09-03,2889.799
2004-09-06,2886.215
2004-09-07,2871.588
2004-09-08,2873.773
2004-09-09,2905.453
2004-09-10,2942.49
2004-09-13,2915.385
2004-09-14,2913.748
2004-09-15,2885.952
2004-09-16,2907.755
2004-09-17,2956.417
2004-09-20,2968.606
2004-09-21,3027.831
2004-09-22,3030.923
2004-09-23,3077.452
2004-09-24,3086.51
2004-09-27,3127.699
2004-09-28,3156.13
2004-09-29,3140.232
2004-09-30,3167.654
2004-10-01,3252.421
2004-10-04,3251.131
2004-10-05,3294.322
2004-10-06,3289.426
2004-10-07,3316.46
2004-10-08,3322.358
2004-10-11,3331.001
2004-10-12,3256.828
2004-10-13,3200.114
2004-10-14,3215.291
2004-10-15,3190.941
2004-10-18,3234.321
2004-10-19,3226.8
2004-10-20,3212.357
2004-10-21,3292.729
2004-10-22,3319.32
2004-10-25,3280.484
2004-10-26,3238.443
2004-10-27,3273.138
2004-10-28,3228.757
2004-10-29,3239.253
2004-11-01,3268.071
2004-11-02,3239.389
2004-11-03,3304.592
2004-11-04,3330.096
2004-11-05,3357.887
2004-11-08,3359.081
2004-11-09,3360.186
2004-11-10,3333.159
2004-11-11,3349.188
2004-11-12,3388.44
2004-11-15,3410.89
2004-11-16,3399.509
2004-11-17,3456.735
2004-11-18,3479.248
2004-11-19,3510.566
2004-11-22,3501.508
2004-11-23,3584.961
2004-11-24,3618.488
2004-11-25,3676.35
2004-11-26,3682.794
2004-11-29,3745.452
2004-11-30,3714.716
2004-12-01,3698.286
2004-12-02,3588.814
2004-12-03,3572.109
2004-12-06,3620.789
2004-12-07,3661.699
2004-12-08,3526.512
2004-12-09,3531.809
2004-12-10,3553.256
2004-12-13,3571.97
2004-12-14,3569.879
2004-12-15,3599.765
2004-12-16,3606.361
2004-12-17,3564.909
2004-12-20,3669.093
2004-12-21,3659.445
2004-12-22,3642.319
2004-12-23,3668.672
2004-12-24,3675.955
2004-12-27,3720.427
2004-12-28,3687.058
2004-12-29,3685.868
2004-12-30,3704.375
2004-12-31,3704.161
2005-01-03,3667.529
2005-01-04,3583.075
2005-01-05,3537.368
2005-01-06,3499.545
2005-01-07,3507.425
2005-01-10,3538.332
2005-01-11,3551.282
2005-01-12,3563.174
2005-01-13,3577.834
2005-01-14,3588.226
2005-01-17,3599.044
2005-01-18,3627.325
2005-01-19,3604.431
2005-01-20,3524.533
2005-01-21,3566.686
2005-01-24,3572.569
2005-01-25,3568.422
2005-01-26,3563.884
2005-01-27,3574.248
2005-01-28,3535.375
2005-01-31,3533.093
2005-02-01,3574.117
2005-02-02,3638.637
2005-02-03,3605.069
2005-02-04,3619.294
2005-02-07,3600.977
2005-02-08,3565.328
2005-02-09,3567.581
2005-02-10,3594.76
2005-02-11,3641.284
2005-02-14,3671.109
2005-02-15,3719.653
2005-02-16,3724.32
2005-02-17,3780.537
2005-02-18,3803.1
2005-02-21,3849.582
2005-02-22,3890.461
2005-02-23,3886.141
2005-02-24,3937.556
2005-02-25,3942.558
2005-02-28,4040.048
2005-03-01,4002.044
2005-03-02,3922.618
2005-03-03,3973.403
2005-03-04,4067.974
2005-03-07,4066.014
2005-03-08,4092.327
2005-03-09,4092.298
2005-03-10,4060.904
2005-03-11,4102.078
2005-03-14,4060.761
2005-03-15,4076.206
2005-03-16,4079.031
2005-03-17,4149.915
2005-03-18,4107.736
2005-03-21,4077.071
2005-03-22,4046.94
2005-03-23,3925.2
2005-03-24,3899.51
2005-03-25,3899.51
2005-03-28,3869.109
2005-03-29,3874.723
2005-03-30,3860.702
2005-03-31,3891.912
2005-04-01,3923.237
2005-04-04,3935.856
2005-04-05,3935.978
2005-04-06,3960.335
2005-04-07,4020.375
2005-04-08,3995.089
2005-04-11,3989.235
2005-04-12,3974.061
2005-04-13,3969.081
2005-04-14,3895.97
2005-04-15,3851.651
2005-04-18,3776.444
2005-04-19,3814.232
2005-04-20,3850.557
2005-04-21,3866.4
2005-04-22,3895.59
2005-04-25,3917.156
2005-04-26,3862.222
2005-04-27,3804.067
2005-04-28,3723.69
2005-04-29,3736.839
2005-05-02,3729.518
2005-05-03,3784.444
2005-05-04,3787.982
2005-05-05,3783.992
2005-05-06,3850.304
2005-05-09,3871.893
2005-05-10,3887.309
2005-05-11,3879.525
2005-05-12,3817.986
2005-05-13,3710.587
2005-05-16,3700.865
2005-05-17,3702.366
2005-05-18,3769.735
2005-05-19,3762.674
2005-05-20,3755.034
2005-05-23,3751.998
2005-05-24,3796.954
2005-05-25,3837.656
2005-05-26,3905.784
2005-05-27,3922.416
2005-05-30,3926.276
2005-05-31,3875.434
2005-06-01,3900.112
2005-06-02,3940.315
2005-06-03,3938.218
2005-06-06,3962.499
2005-06-07,3994.095
2005-06-08,3990.087
2005-06-09,3945.097
2005-06-10,4011.351
2005-06-13,3972.585
2005-06-14,4012.016
