Date,AUSTRALIA MID CAP Mid Cap
2001-01-01,212.133
2001-01-02,215.614
2001-01-03,217.458
2001-01-04,220.519
2001-01-05,221.764
2001-01-08,218.011
2001-01-09,214.782
2001-01-10,213.709
2001-01-11,212.209
2001-01-12,211.572
2001-01-15,209.01
2001-01-16,209.692
2001-01-17,210.653
2001-01-18,214.759
2001-01-19,216.25
2001-01-22,215.475
2001-01-23,214.271
2001-01-24,210.323
2001-01-25,211.661
2001-01-26,211.078
2001-01-29,212.304
2001-01-30,212.396
2001-01-31,213.108
2001-02-01,216.548
2001-02-02,214.123
2001-02-05,212.644
2001-02-06,212.813
2001-02-07,210.05
2001-02-08,207.807
2001-02-09,205.655
2001-02-12,207.163
2001-02-13,206.052
2001-02-14,202.989
2001-02-15,198.414
2001-02-16,200.806
2001-02-19,199.148
2001-02-20,198.095
2001-02-21,200.238
2001-02-22,199.021
2001-02-23,197.553
2001-02-26,198.58
2001-02-27,199.976
2001-02-28,200.704
2001-03-01,202.101
2001-03-02,204.017
2001-03-05,202.679
2001-03-06,202.065
2001-03-07,199.887
2001-03-08,198.321
2001-03-09,196.816
2001-03-12,195.617
2001-03-13,190.989
2001-03-14,190.713
2001-03-15,187.276
2001-03-16,186.812
2001-03-19,187.266
2001-03-20,187.787
2001-03-21,186.817
2001-03-22,185.602
2001-03-23,185.485
2001-03-26,188.026
2001-03-27,190.229
2001-03-28,187.36
2001-03-29,186.082
2001-03-30,183.922
2001-04-02,185.415
2001-04-03,185.087
2001-04-04,188.794
2001-04-05,189.919
2001-04-06,192.563
2001-04-09,191.964
2001-04-10,193.104
2001-04-11,195.397
2001-04-12,197.398
2001-04-13,197.398
2001-04-16,198.02
2001-04-17,195.855
2001-04-18,192.402
2001-04-19,199.112
2001-04-20,201.319
2001-04-23,194.58
2001-04-24,192.637
2001-04-25,193.096
2001-04-26,197.164
2001-04-27,197.467
2001-04-30,199.399
2001-05-01,202.249
2001-05-02,203.347
2001-05-03,204.556
2001-05-04,204.725
2001-05-07,205.528
2001-05-08,205.324
2001-05-09,208.581
2001-05-10,212.106
2001-05-11,210.473
2001-05-14,208.207
2001-05-15,209.313
2001-05-16,210.955
2001-05-17,214.358
2001-05-18,211.918
2001-05-21,215.036
2001-05-22,212.355
2001-05-23,211.44
2001-05-24,210.779
2001-05-25,211.026
2001-05-28,210.792
2001-05-29,208.815
2001-05-30,208.021
2001-05-31,204.313
2001-06-01,206.846
2001-06-04,208.439
2001-06-05,208.536
2001-06-06,209.686
2001-06-07,213.638
2001-06-08,214.105
2001-06-11,213.676
2001-06-12,212.96
2001-06-13,217.119
2001-06-14,217.773
2001-06-15,217.637
2001-06-18,213.626
2001-06-19,213.6
2001-06-20,214.243
2001-06-21,215.174
2001-06-22,215.527
2001-06-25,216.462
2001-06-26,218.198
2001-06-27,218.163
2001-06-28,215.443
2001-06-29,218.971
2001-07-02,215.72
2001-07-03,218.826
2001-07-04,219.243
2001-07-05,217.388
2001-07-06,212.115
2001-07-09,211.617
2001-07-10,213.693
2001-07-11,213.184
2001-07-12,214.322
2001-07-13,216.246
2001-07-16,217.783
2001-07-17,215.75
2001-07-18,218.164
2001-07-19,218.405
2001-07-20,214.887
2001-07-23,214.659
2001-07-24,213.93
2001-07-25,212.751
2001-07-26,210.984
2001-07-27,210.014
2001-07-30,210.926
2001-07-31,212.46
2001-08-01,217.363
2001-08-02,220.892
2001-08-03,220.841
2001-08-06,221.511
2001-08-07,220.747
2001-08-08,222.6
2001-08-09,222.549
2001-08-10,223.198
2001-08-13,224.286
2001-08-14,223.415
2001-08-15,225.71
2001-08-16,223.372
2001-08-17,226.792
2001-08-20,222.91
2001-08-21,223.826
2001-08-22,226.501
2001-08-23,225.614
2001-08-24,225.93
2001-08-27,226.493
2001-08-28,228.077
2001-08-29,228.218
2001-08-30,227.26
2001-08-31,221.818
2001-09-03,223.077
2001-09-04,223.008
2001-09-05,220.916
2001-09-06,221.888
2001-09-07,218.558
2001-09-10,215.586
2001-09-11,219.615
2001-09-12,211.532
2001-09-13,210.966
2001-09-14,209.923
2001-09-17,194.138
2001-09-18,194.158
2001-09-19,196.09
2001-09-20,192.245
2001-09-21,188.513
2001-09-24,188.883
2001-09-25,191.054
2001-09-26,191.415
2001-09-27,191.387
2001-09-28,198.768
2001-10-01,200.466
2001-10-02,203.732
2001-10-03,205.02
2001-10-04,205.206
2001-10-05,210.184
2001-10-08,210.152
2001-10-09,208.226
2001-10-10,207.754
2001-10-11,209.026
2001-10-12,209.58
2001-10-15,212.808
2001-10-16,213.309
2001-10-17,215.836
2001-10-18,212.437
2001-10-19,211.337
2001-10-22,211.785
2001-10-23,213.094
2001-10-24,213.141
2001-10-25,213.795
2001-10-26,213.19
2001-10-29,214.606
2001-10-30,214.738
2001-10-31,213.796
2001-11-01,216.564
2001-11-02,217.012
2001-11-05,215.147
2001-11-06,221.301
2001-11-07,221.046
2001-11-08,222.032
2001-11-09,219.478
2001-11-12,221.495
2001-11-13,220.958
2001-11-14,222.386
2001-11-15,221.441
2001-11-16,222.596
2001-11-19,224.604
2001-11-20,225.351
2001-11-21,223.649
2001-11-22,222.707
2001-11-23,223.659
2001-11-26,223.742
2001-11-27,225.683
2001-11-28,225.178
2001-11-29,222.984
2001-11-30,223.923
2001-12-03,221.992
2001-12-04,220.689
2001-12-05,221.128
2001-12-06,221.564
2001-12-07,221.433
2001-12-10,220.383
2001-12-11,221.641
2001-12-12,220.803
2001-12-13,221.601
2001-12-14,220.767
2001-12-17,220.107
