Date,AUSTRALIA MID CAP Mid Cap
2001-12-18,220.679
2001-12-19,219.749
2001-12-20,217.579
2001-12-21,220.314
2001-12-24,221.968
2001-12-25,221.968
2001-12-26,221.815
2001-12-27,223.089
2001-12-28,224.992
2001-12-31,225.892
2002-01-01,225.892
2002-01-02,228.694
2002-01-03,226.883
2002-01-04,229.651
2002-01-07,229.849
2002-01-08,229.873
2002-01-09,229.606
2002-01-10,228.962
2002-01-11,228.507
2002-01-14,225.898
2002-01-15,226.431
2002-01-16,226.912
2002-01-17,223.708
2002-01-18,223.53
2002-01-21,225.288
2002-01-22,226.992
2002-01-23,226.956
2002-01-24,227.003
2002-01-25,226.274
2002-01-28,225.639
2002-01-29,226.121
2002-01-30,222.097
2002-01-31,223.742
2002-02-01,223.768
2002-02-04,223.776
2002-02-05,223.774
2002-02-06,222.529
2002-02-07,221.759
2002-02-08,225.225
2002-02-11,226.862
2002-02-12,225.241
2002-02-13,225.692
2002-02-14,228.605
2002-02-15,228.185
2002-02-18,227.174
2002-02-19,227.207
2002-02-20,225.657
2002-02-21,226.196
2002-02-22,226.295
2002-02-25,225.087
2002-02-26,226.857
2002-02-27,224.007
2002-02-28,224.245
2002-03-01,226.34
2002-03-04,227.602
2002-03-05,227.504
2002-03-06,229.218
2002-03-07,233.085
2002-03-08,231.654
2002-03-11,231.083
2002-03-12,229.559
2002-03-13,228.662
2002-03-14,230.206
2002-03-15,229.248
2002-03-18,230.954
2002-03-19,230.803
2002-03-20,234.684
2002-03-21,234.622
2002-03-22,234.483
2002-03-25,232.693
2002-03-26,229.42
2002-03-27,230.737
2002-03-28,233.739
2002-03-29,233.739
2002-04-01,234.155
2002-04-02,232.372
2002-04-03,231.227
2002-04-04,231.164
2002-04-05,232.223
2002-04-08,230.06
2002-04-09,229.782
2002-04-10,231.205
2002-04-11,232.997
2002-04-12,231.891
2002-04-15,231.021
2002-04-16,231.721
2002-04-17,234.592
2002-04-18,235.395
2002-04-19,236.776
2002-04-22,235.982
2002-04-23,235.345
2002-04-24,233.445
2002-04-25,234.436
2002-04-26,235.472
2002-04-29,232.091
2002-04-30,230.393
2002-05-01,232.164
2002-05-02,232.587
2002-05-03,233.761
2002-05-06,234.206
2002-05-07,235.38
2002-05-08,236.081
2002-05-09,236.073
2002-05-10,237.513
2002-05-13,236.839
2002-05-14,236.496
2002-05-15,239.614
2002-05-16,241.883
2002-05-17,245.178
2002-05-20,243.952
2002-05-21,244.114
2002-05-22,245.852
2002-05-23,244.419
2002-05-24,244.601
2002-05-27,243.954
2002-05-28,245.293
2002-05-29,245.785
2002-05-30,246.427
2002-05-31,247.588
2002-06-03,249.114
2002-06-04,247.433
2002-06-05,245.721
2002-06-06,247.276
2002-06-07,246.668
2002-06-10,245.033
2002-06-11,242.571
2002-06-12,242.087
2002-06-13,240.357
2002-06-14,235.274
2002-06-17,234.536
2002-06-18,237.904
2002-06-19,238.3
2002-06-20,240.913
2002-06-21,241.698
2002-06-24,242.64
2002-06-25,240.137
2002-06-26,234.966
2002-06-27,235.6
2002-06-28,235.872
2002-07-01,234.49
2002-07-02,235.947
2002-07-03,233.162
2002-07-04,232.918
2002-07-05,232.852
2002-07-08,237.206
2002-07-09,239.94
2002-07-10,237.863
2002-07-11,230.961
2002-07-12,231.063
2002-07-15,231.184
2002-07-16,228.542
2002-07-17,223.452
2002-07-18,225.142
2002-07-19,223.346
2002-07-22,222.954
2002-07-23,220.65
2002-07-24,215.125
2002-07-25,218.139
2002-07-26,215.772
2002-07-29,217.841
2002-07-30,221.341
2002-07-31,221.013
2002-08-01,217.763
2002-08-02,216.697
2002-08-05,211.924
2002-08-06,207.838
2002-08-07,213.007
2002-08-08,213.736
2002-08-09,216.284
2002-08-12,217.76
2002-08-13,218.631
2002-08-14,218.298
2002-08-15,221.094
2002-08-16,223.553
2002-08-19,221.95
2002-08-20,226.611
2002-08-21,225.268
2002-08-22,225.214
2002-08-23,225.232
2002-08-26,226.166
2002-08-27,229.729
2002-08-28,228.36
2002-08-29,227.048
2002-08-30,227.952
2002-09-02,227.983
2002-09-03,227.186
2002-09-04,223.762
2002-09-05,223.126
2002-09-06,223.621
2002-09-09,224.934
2002-09-10,223.159
2002-09-11,225.011
2002-09-12,226.876
2002-09-13,226.569
2002-09-16,225.669
2002-09-17,226.865
2002-09-18,226.118
2002-09-19,224.63
2002-09-20,221.964
2002-09-23,219.259
2002-09-24,217.927
2002-09-25,215.304
2002-09-26,215.838
2002-09-27,218.221
2002-09-30,217.177
2002-10-01,215.795
2002-10-02,215.223
2002-10-03,215.443
2002-10-04,214.611
2002-10-07,213.306
2002-10-08,214.151
2002-10-09,213.86
2002-10-10,213.55
2002-10-11,216.355
2002-10-14,216.011
2002-10-15,217.013
2002-10-16,216.405
2002-10-17,215.354
2002-10-18,214.63
2002-10-21,215.65
2002-10-22,215.16
2002-10-23,216.801
2002-10-24,217.442
2002-10-25,217.141
2002-10-28,220.015
2002-10-29,218.407
2002-10-30,216.496
2002-10-31,219.075
2002-11-01,219.563
2002-11-04,222.876
2002-11-05,223.187
2002-11-06,223.9
2002-11-07,225.745
2002-11-08,223.844
2002-11-11,218.49
2002-11-12,219.195
2002-11-13,218.056
2002-11-14,218.543
2002-11-15,219.931
2002-11-18,220.503
2002-11-19,220.221
2002-11-20,219.799
2002-11-21,223.021
2002-11-22,224.764
2002-11-25,222.354
2002-11-26,222.919
2002-11-27,221.586
2002-11-28,225.589
2002-11-29,226.898
2002-12-02,227.819
2002-12-03,225.851
2002-12-04,221.757
2002-12-05,222.203
2002-12-06,222.579
2002-12-09,223.688
2002-12-10,222.105
2002-12-11,220.276
2002-12-12,222.234
2002-12-13,221.73
2002-12-16,222.518
2002-12-17,224.486
2002-12-18,223.989
2002-12-19,224.6
2002-12-20,224.414
2002-12-23,227.426
2002-12-24,227.603
2002-12-25,227.603
2002-12-26,227.603
2002-12-27,227.278
2002-12-30,227.042
2002-12-31,228.916
2003-01-01,228.916
2003-01-02,229.986
2003-01-03,232.389
2003-01-06,238.849
2003-01-07,239.433
2003-01-08,237.963
2003-01-09,237.876
2003-01-10,240.277
2003-01-13,240.051
2003-01-14,241.978
2003-01-15,242.625
2003-01-16,241.798
2003-01-17,243.193
2003-01-20,243.463
2003-01-21,242.189
2003-01-22,238.748
2003-01-23,239.775
2003-01-24,239.677
2003-01-27,238.806
2003-01-28,234.239
2003-01-29,235.115
2003-01-30,233.927
2003-01-31,233.334
2003-02-03,230.518
2003-02-04,233.486
2003-02-05,231.534
2003-02-06,229.525
2003-02-07,231.139
2003-02-10,230.239
2003-02-11,227.671
2003-02-12,229.321
2003-02-13,229.055
2003-02-14,227.916
2003-02-17,229.985
2003-02-18,231.51
2003-02-19,233.138
2003-02-20,230.494
2003-02-21,232.266
2003-02-24,235.624
2003-02-25,230.826
2003-02-26,233.35
2003-02-27,234.337
2003-02-28,235.057
2003-03-03,238.282
2003-03-04,238.418
2003-03-05,239.066
2003-03-06,237.949
2003-03-07,235.454
2003-03-10,235.47
2003-03-11,230.779
2003-03-12,225.675
2003-03-13,223.827
2003-03-14,226.416
2003-03-17,225.054
2003-03-18,229.934
2003-03-19,232.174
2003-03-20,233.862
2003-03-21,232.563
2003-03-24,233.683
2003-03-25,234.833
2003-03-26,237.057
2003-03-27,238.903
2003-03-28,238.488
2003-03-31,238.772
2003-04-01,235.701
2003-04-02,234.93
2003-04-03,237.053
2003-04-04,239.948
2003-04-07,242.614
2003-04-08,243.745
2003-04-09,243.619
2003-04-10,246.718
2003-04-11,247.562
2003-04-14,245.316
2003-04-15,247.145
2003-04-16,249.603
2003-04-17,249.669
2003-04-18,249.669
2003-04-21,249.08
2003-04-22,253.639
2003-04-23,255.378
2003-04-24,256.295
2003-04-25,255.218
2003-04-28,253.164
2003-04-29,255.008
2003-04-30,258.936
2003-05-01,261.116
2003-05-02,257.827
2003-05-05,260.142
2003-05-06,261.439
2003-05-07,263.175
2003-05-08,265.322
2003-05-09,265.752
2003-05-12,266.266
2003-05-13,266.001
2003-05-14,264.499
2003-05-15,261.735
2003-05-16,263.323
2003-05-19,266.58
2003-05-20,265.199
2003-05-21,267.077
2003-05-22,268.03
2003-05-23,270.007
2003-05-26,271.176
2003-05-27,269.504
2003-05-28,266.599
2003-05-29,265.541
2003-05-30,266.236
2003-06-02,270.322
2003-06-03,269.836
2003-06-04,273.833
2003-06-05,275.97
2003-06-06,275.272
2003-06-09,274.23
2003-06-10,273.803
2003-06-11,276.051
2003-06-12,278.459
2003-06-13,280.975
2003-06-16,281.261
2003-06-17,284.294
2003-06-18,281.502
2003-06-19,281.15
2003-06-20,281.471
2003-06-23,280.502
2003-06-24,279.4
2003-06-25,282.01
2003-06-26,278.077
2003-06-27,278.936
2003-06-30,278.718
2003-07-01,282.411
2003-07-02,283.405
2003-07-03,285.946
2003-07-04,284.141
2003-07-07,284.209
2003-07-08,278.638
2003-07-09,275.543
2003-07-10,276.793
2003-07-11,277.367
2003-07-14,279.919
2003-07-15,277.406
2003-07-16,280.604
2003-07-17,277.81
2003-07-18,274.976
2003-07-21,278.552
2003-07-22,276.665
2003-07-23,281.116
2003-07-24,284.585
2003-07-25,285.52
2003-07-28,286.901
2003-07-29,286.234
2003-07-30,280.398
2003-07-31,281.23
2003-08-01,285.262
2003-08-04,282.59
2003-08-05,280.977
2003-08-06,281.93
2003-08-07,282.738
2003-08-08,284.024
2003-08-11,285.343
2003-08-12,284.519
2003-08-13,286.122
2003-08-14,285.657
2003-08-15,286.271
2003-08-18,287.289
2003-08-19,288.751
2003-08-20,293.605
2003-08-21,292.181
2003-08-22,292.014
2003-08-25,294.596
2003-08-26,290.074
2003-08-27,287.181
2003-08-28,288.685
2003-08-29,292.452
2003-09-01,292.566
2003-09-02,291.046
2003-09-03,290.385
2003-09-04,292.385
2003-09-05,293.275
2003-09-08,295.667
2003-09-09,300.902
2003-09-10,300.504
2003-09-11,298.388
2003-09-12,299.563
2003-09-15,300.805
2003-09-16,300.684
2003-09-17,303.179
2003-09-18,305.727
2003-09-19,308.383
2003-09-22,310.167
2003-09-23,308.125
2003-09-24,310.528
2003-09-25,309.713
2003-09-26,308.276
2003-09-29,307.044
2003-09-30,308.775
2003-10-01,310.23
2003-10-02,315.5
2003-10-03,317.589
2003-10-06,317.811
2003-10-07,322.833
2003-10-08,326.562
2003-10-09,328.093
2003-10-10,329.137
2003-10-13,330.282
2003-10-14,330.897
2003-10-15,331.112
2003-10-16,333.657
2003-10-17,334.607
2003-10-20,335.219
2003-10-21,340.375
2003-10-22,342.897
2003-10-23,336.197
2003-10-24,337.185
2003-10-27,337.095
2003-10-28,338.095
2003-10-29,342.08
2003-10-30,342.889
2003-10-31,343.965
2003-11-03,340.56
2003-11-04,340.11
2003-11-05,343.945
2003-11-06,342.998
2003-11-07,344.5
2003-11-10,347.102
2003-11-11,344.099
2003-11-12,343.262
2003-11-13,345.462
2003-11-14,344.089
2003-11-17,339.489
2003-11-18,342.17
2003-11-19,342.51
2003-11-20,342.789
2003-11-21,341.374
2003-11-24,338.288
2003-11-25,341.602
2003-11-26,345.207
2003-11-27,342.916
2003-11-28,343.714
2003-12-01,344.831
2003-12-02,350.55
2003-12-03,355.625
2003-12-04,355.36
2003-12-05,355.99
2003-12-08,357.754
2003-12-09,356.049
2003-12-10,355.92
2003-12-11,349.355
2003-12-12,355.279
2003-12-15,359.365
2003-12-16,359.528
2003-12-17,359.617
2003-12-18,357.735
2003-12-19,357.587
2003-12-22,358.882
2003-12-23,359.556
2003-12-24,364.909
2003-12-25,364.909
2003-12-26,364.172
2003-12-29,366.719
2003-12-30,371.099
2003-12-31,374.772
2004-01-01,374.772
2004-01-02,374.51
2004-01-05,377.323
2004-01-06,383.102
2004-01-07,380.48
2004-01-08,380.425
2004-01-09,382.235
2004-01-12,381.144
2004-01-13,381.903
2004-01-14,380.908
2004-01-15,376.524
2004-01-16,373.028
2004-01-19,369.633
2004-01-20,377.593
2004-01-21,380.336
2004-01-22,384.659
2004-01-23,385.112
2004-01-26,383.921
2004-01-27,383.759
2004-01-28,378.749
2004-01-29,367.583
2004-01-30,368.357
2004-02-02,368.539
2004-02-03,370.861
2004-02-04,369.291
2004-02-05,370.817
2004-02-06,374.327
2004-02-09,379.933
2004-02-10,380.851
2004-02-11,383.461
2004-02-12,391.338
2004-02-13,393.864
2004-02-16,394.867
2004-02-17,397.695
2004-02-18,400.401
2004-02-19,400.208
2004-02-20,391.258
2004-02-23,388.104
2004-02-24,389.774
2004-02-25,389.397
2004-02-26,385.982
2004-02-27,388.418
2004-03-01,392.119
2004-03-02,391.576
2004-03-03,379.854
2004-03-04,382.343
2004-03-05,390.136
2004-03-08,387.563
2004-03-09,390.776
2004-03-10,380.552
2004-03-11,372.375
2004-03-12,370.345
2004-03-15,372.813
2004-03-16,379.43
2004-03-17,380.454
2004-03-18,386.673
2004-03-19,386.47
2004-03-22,387.287
2004-03-23,386.206
2004-03-24,384.309
2004-03-25,381.82
2004-03-26,388.217
2004-03-29,389.504
2004-03-30,394.575
2004-03-31,399.693
2004-04-01,405.076
2004-04-02,401.028
2004-04-05,398.767
2004-04-06,402.343
2004-04-07,403.134
2004-04-08,400.231
2004-04-09,400.231
2004-04-12,402.279
2004-04-13,396.198
2004-04-14,384.261
2004-04-15,385.846
2004-04-16,390.54
2004-04-19,393.383
2004-04-20,390.397
2004-04-21,386.194
2004-04-22,383.09
2004-04-23,388.167
2004-04-26,388.986
2004-04-27,388.742
2004-04-28,385.013
2004-04-29,375.349
2004-04-30,375.306
2004-05-03,370.284
2004-05-04,376.763
2004-05-05,379.25
2004-05-06,378.322
2004-05-07,364.394
2004-05-10,351.932
2004-05-11,353.786
2004-05-12,359.357
2004-05-13,354.497
2004-05-14,353.82
2004-05-17,353.573
2004-05-18,354.247
2004-05-19,362.746
2004-05-20,358.719
2004-05-21,365.056
2004-05-24,363.315
2004-05-25,367.68
2004-05-26,372.67
2004-05-27,382.845
2004-05-28,379.937
2004-05-31,381.255
2004-06-01,379.311
2004-06-02,375.55
2004-06-03,368.831
2004-06-04,370.98
2004-06-07,379.191
2004-06-08,377.35
2004-06-09,370.966
2004-06-10,375.292
2004-06-11,373.569
2004-06-14,373.38
2004-06-15,371.484
2004-06-16,373.49
2004-06-17,374.522
2004-06-18,380.036
2004-06-21,381.394
2004-06-22,377.507
2004-06-23,379.946
2004-06-24,384.739
2004-06-25,384.316
2004-06-28,384.287
2004-06-29,379.562
2004-06-30,384.673
2004-07-01,388.827
2004-07-02,394.46
2004-07-05,396.832
2004-07-06,401.011
2004-07-07,406.419
2004-07-08,406.695
2004-07-09,405.099
2004-07-12,407.982
2004-07-13,406.667
2004-07-14,404.764
2004-07-15,405.857
2004-07-16,411.756
2004-07-19,413.706
2004-07-20,411.889
2004-07-21,404.315
2004-07-22,403.543
2004-07-23,398.72
2004-07-26,396.958
2004-07-27,395.151
2004-07-28,393.79
2004-07-29,392.866
2004-07-30,398.567
2004-08-02,403.73
2004-08-03,404.623
2004-08-04,403.288
2004-08-05,402.474
2004-08-06,409.472
2004-08-09,408.713
2004-08-10,408.835
2004-08-11,406.699
2004-08-12,405.831
2004-08-13,405.913
2004-08-16,406.205
2004-08-17,405.543
2004-08-18,407.705
2004-08-19,415.231
2004-08-20,417.387
2004-08-23,416.221
2004-08-24,407.741
2004-08-25,409.537
2004-08-26,409.57
2004-08-27,413.276
2004-08-30,412.143
2004-08-31,419.103
2004-09-01,420.641
2004-09-02,417.482
2004-09-03,412.582
2004-09-06,413.963
2004-09-07,416.031
2004-09-08,416.701
2004-09-09,412.551
2004-09-10,421.103
2004-09-13,421.418
2004-09-14,429.881
2004-09-15,424.436
2004-09-16,425.24
2004-09-17,424.295
2004-09-20,426.102
2004-09-21,426.613
2004-09-22,431.935
2004-09-23,437.097
2004-09-24,434.791
2004-09-27,436.039
2004-09-28,439.922
2004-09-29,441.143
2004-09-30,447.812
2004-10-01,446.921
2004-10-04,447.455
2004-10-05,451.509
2004-10-06,451.871
2004-10-07,453.656
2004-10-08,456.476
2004-10-11,456.222
2004-10-12,455.611
2004-10-13,452.092
2004-10-14,453.141
2004-10-15,456.188
2004-10-18,452.184
2004-10-19,453.625
2004-10-20,457.018
2004-10-21,458.339
2004-10-22,459.788
2004-10-25,460.665
2004-10-26,461.536
2004-10-27,467.06
2004-10-28,477.115
2004-10-29,476.793
2004-11-01,480.082
2004-11-02,479.579
2004-11-03,488.0
2004-11-04,492.5
2004-11-05,498.069
2004-11-08,495.152
2004-11-09,496.627
2004-11-10,497.901
2004-11-11,501.186
2004-11-12,504.156
2004-11-15,508.365
2004-11-16,511.886
2004-11-17,516.233
2004-11-18,513.864
2004-11-19,517.764
2004-11-22,511.871
2004-11-23,517.013
2004-11-24,520.962
2004-11-25,527.711
2004-11-26,526.168
2004-11-29,524.703
2004-11-30,517.022
2004-12-01,513.553
2004-12-02,519.357
2004-12-03,519.39
2004-12-06,520.424
2004-12-07,516.143
2004-12-08,495.823
2004-12-09,492.739
2004-12-10,494.017
2004-12-13,499.059
2004-12-14,501.809
2004-12-15,508.438
2004-12-16,507.727
2004-12-17,513.808
2004-12-20,520.197
2004-12-21,524.6
2004-12-22,527.277
2004-12-23,527.111
2004-12-24,534.483
2004-12-27,538.122
2004-12-28,538.399
2004-12-29,536.209
2004-12-30,539.467
2004-12-31,545.735
2005-01-03,540.827
2005-01-04,536.44
2005-01-05,531.761
2005-01-06,527.513
2005-01-07,531.091
2005-01-10,532.01
2005-01-11,535.078
2005-01-12,540.124
2005-01-13,539.357
2005-01-14,534.33
2005-01-17,536.197
2005-01-18,531.778
2005-01-19,533.944
2005-01-20,531.995
2005-01-21,535.861
2005-01-24,536.16
2005-01-25,534.199
2005-01-26,541.046
2005-01-27,546.606
2005-01-28,544.815
2005-01-31,550.828
2005-02-01,550.882
2005-02-02,553.294
2005-02-03,551.337
2005-02-04,553.833
2005-02-07,557.331
2005-02-08,550.889
2005-02-09,550.613
2005-02-10,552.937
2005-02-11,556.147
2005-02-14,556.675
2005-02-15,552.312
2005-02-16,549.27
2005-02-17,555.118
2005-02-18,555.257
2005-02-21,557.355
2005-02-22,558.454
2005-02-23,545.494
2005-02-24,545.703
2005-02-25,546.303
2005-02-28,559.125
2005-03-01,558.294
2005-03-02,557.979
2005-03-03,560.795
2005-03-04,567.925
2005-03-07,568.699
2005-03-08,575.665
2005-03-09,572.185
2005-03-10,567.31
2005-03-11,568.203
2005-03-14,568.764
2005-03-15,569.716
2005-03-16,576.775
2005-03-17,572.754
2005-03-18,573.263
2005-03-21,573.247
2005-03-22,569.21
2005-03-23,550.218
2005-03-24,545.927
2005-03-25,545.927
2005-03-28,543.982
2005-03-29,540.126
2005-03-30,539.704
2005-03-31,542.993
2005-04-01,544.716
2005-04-04,539.097
2005-04-05,542.675
2005-04-06,538.637
2005-04-07,541.414
2005-04-08,545.006
2005-04-11,544.66
2005-04-12,546.331
2005-04-13,549.18
2005-04-14,537.338
2005-04-15,524.902
2005-04-18,514.75
2005-04-19,523.968
2005-04-20,529.132
2005-04-21,527.245
2005-04-22,534.105
2005-04-25,531.341
2005-04-26,529.17
2005-04-27,524.36
2005-04-28,521.804
2005-04-29,523.548
2005-05-02,523.584
2005-05-03,516.144
2005-05-04,513.551
2005-05-05,520.162
2005-05-06,518.257
2005-05-09,516.838
2005-05-10,518.472
2005-05-11,520.174
2005-05-12,514.965
2005-05-13,509.213
2005-05-16,500.96
2005-05-17,496.45
2005-05-18,499.714
2005-05-19,507.384
2005-05-20,506.567
2005-05-23,513.608
2005-05-24,520.534
2005-05-25,517.718
2005-05-26,514.479
2005-05-27,517.835
2005-05-30,516.688
2005-05-31,515.289
2005-06-01,516.192
2005-06-02,525.013
2005-06-03,527.998
2005-06-06,535.204
2005-06-07,536.267
2005-06-08,539.876
2005-06-09,538.579
2005-06-10,536.052
2005-06-13,535.525
2005-06-14,540.304
2005-06-15,544.785
2005-06-16,551.006
2005-06-17,563.878
2005-06-20,566.588
2005-06-21,565.861
2005-06-22,560.498
2005-06-23,554.746
2005-06-24,549.653
2005-06-27,551.241
2005-06-28,553.561
2005-06-29,549.198
2005-06-30,553.367
2005-07-01,544.353
2005-07-04,547.445
2005-07-05,540.067
2005-07-06,536.599
2005-07-07,530.343
2005-07-08,530.085
2005-07-11,537.741
2005-07-12,544.422
2005-07-13,539.873
2005-07-14,544.488
2005-07-15,539.093
2005-07-18,545.697
2005-07-19,542.601
2005-07-20,546.963
2005-07-21,558.653
2005-07-22,565.22
2005-07-25,562.949
2005-07-26,559.625
2005-07-27,560.171
2005-07-28,558.427
2005-07-29,562.048
2005-08-01,562.554
2005-08-02,567.744
2005-08-03,571.116
2005-08-04,573.545
2005-08-05,571.071
2005-08-08,571.565
2005-08-09,568.546
2005-08-10,575.875
2005-08-11,588.076
2005-08-12,588.503
2005-08-15,583.283
2005-08-16,585.837
2005-08-17,580.463
2005-08-18,570.262
2005-08-19,570.91
2005-08-22,584.172
2005-08-23,580.313
2005-08-24,576.217
2005-08-25,575.535
2005-08-26,576.674
2005-08-29,567.239
2005-08-30,565.881
2005-08-31,572.361
2005-09-01,587.943
2005-09-02,588.496
2005-09-05,590.922
2005-09-06,592.231
2005-09-07,595.86
2005-09-08,598.802
2005-09-09,598.752
2005-09-12,600.691
2005-09-13,601.92
2005-09-14,606.622
2005-09-15,602.448
2005-09-16,604.737
2005-09-19,602.62
2005-09-20,608.109
2005-09-21,606.574
2005-09-22,602.79
2005-09-23,600.504
2005-09-26,604.397
2005-09-27,602.583
2005-09-28,602.924
2005-09-29,611.61
2005-09-30,611.256
2005-10-03,607.481
2005-10-04,609.511
2005-10-05,590.107
2005-10-06,577.629
2005-10-07,580.095
2005-10-10,584.419
2005-10-11,574.851
2005-10-12,578.18
2005-10-13,568.345
2005-10-14,569.036
2005-10-17,569.964
2005-10-18,569.471
2005-10-19,557.434
2005-10-20,557.362
2005-10-21,553.906
2005-10-24,552.045
2005-10-25,559.825
2005-10-26,567.633
2005-10-27,567.511
2005-10-28,554.694
2005-10-31,563.567
2005-11-01,564.648
2005-11-02,561.515
2005-11-03,567.849
2005-11-04,556.825
2005-11-07,555.928
2005-11-08,564.105
2005-11-09,560.163
