Date,KOKUSAI INDEX (WORLD ex JP) VALUE Standard (Large+Mid Cap)
1982-08-31,240.309
1982-09-30,239.986
1982-10-29,260.105
1982-11-30,265.111
1982-12-31,272.983
1983-01-31,286.14
1983-02-28,292.908
1983-03-31,303.99
1983-04-29,330.458
1983-05-31,328.113
1983-06-30,335.131
1983-07-29,330.909
1983-08-31,337.115
1983-09-30,339.876
1983-10-31,337.58
1983-11-30,347.013
1983-12-30,347.388
1984-01-31,355.374
1984-02-29,347.245
1984-03-30,352.662
1984-04-30,354.348
1984-05-31,329.828
1984-06-29,329.717
1984-07-31,320.044
1984-08-31,353.9
1984-09-28,356.932
1984-10-31,354.984
1984-11-30,355.189
1984-12-31,362.078
1985-01-31,385.724
1985-02-28,384.51
1985-03-29,394.886
1985-04-30,400.714
1985-05-31,422.921
1985-06-28,429.234
1985-07-31,436.375
1985-08-30,439.272
1985-09-30,430.517
1985-10-31,458.668
1985-11-29,483.517
1985-12-31,502.795
1986-01-31,507.659
1986-02-28,550.085
1986-03-31,583.425
1986-04-30,588.769
1986-05-30,587.055
1986-06-30,597.129
1986-07-31,574.474
1986-08-29,631.298
1986-09-30,596.09
1986-10-31,619.469
1986-11-28,637.768
1986-12-31,633.548
1987-01-30,695.089
1987-02-27,709.898
1987-03-31,741.977
1987-04-30,749.89
1987-05-29,755.113
1987-06-30,787.055
1987-07-31,822.092
1987-08-31,838.454
1987-09-30,832.789
1987-10-30,660.728
1987-11-30,623.726
1987-12-31,662.123
1988-01-29,679.052
1988-02-29,706.949
1988-03-31,708.165
1988-04-29,724.008
1988-05-31,726.412
1988-06-30,746.179
1988-07-29,748.544
1988-08-31,717.544
1988-09-30,744.87
1988-10-31,787.691
1988-11-30,786.223
1988-12-30,794.891
1989-01-31,845.951
1989-02-28,823.452
1989-03-31,835.569
1989-04-28,865.69
1989-05-31,861.261
1989-06-30,869.935
1989-07-31,946.399
1989-08-31,952.847
1989-09-29,956.196
1989-10-31,913.954
1989-11-30,939.861
1989-12-29,998.284
1990-01-31,965.163
1990-02-28,968.368
1990-03-30,976.013
1990-04-30,943.923
1990-05-31,1013.789
1990-06-29,1015.442
1990-07-31,1036.039
1990-08-31,940.621
1990-09-28,864.657
1990-10-31,882.252
1990-11-30,918.935
1990-12-31,926.483
1991-01-31,964.658
1991-02-28,1036.193
1991-03-29,1012.719
1991-04-30,1011.858
1991-05-31,1047.689
1991-06-28,985.315
1991-07-31,1035.147
1991-08-30,1051.062
1991-09-30,1059.371
1991-10-31,1061.626
1991-11-29,1015.41
1991-12-31,1083.909
1992-01-31,1081.2
1992-02-28,1094.841
1992-03-31,1065.628
1992-04-30,1124.142
1992-05-29,1154.556
1992-06-30,1137.591
1992-07-31,1141.512
1992-08-31,1114.746
1992-09-30,1110.115
1992-10-30,1078.586
1992-11-30,1087.807
1992-12-31,1108.625
1993-01-29,1133.952
1993-02-26,1171.999
1993-03-31,1218.351
1993-04-30,1233.121
1993-05-31,1252.442
1993-06-30,1256.591
1993-07-30,1279.406
1993-08-31,1350.697
1993-09-30,1349.376
1993-10-29,1389.597
1993-11-30,1362.296
1993-12-31,1447.726
1994-01-31,1507.498
1994-02-28,1452.165
1994-03-31,1390.717
1994-04-29,1432.107
1994-05-31,1426.243
1994-06-30,1396.434
1994-07-29,1457.379
1994-08-31,1502.307
1994-09-30,1451.369
1994-10-31,1497.691
1994-11-30,1431.008
1994-12-30,1435.834
1995-01-31,1442.172
1995-02-28,1494.252
1995-03-31,1537.138
1995-04-28,1585.669
1995-05-31,1641.889
1995-06-30,1652.013
1995-07-31,1721.603
1995-08-31,1694.6
1995-09-29,1745.692
1995-10-31,1724.748
1995-11-30,1780.535
1995-12-29,1830.763
1996-01-31,1875.161
1996-02-29,1894.793
1996-03-29,1922.359
1996-04-30,1949.707
1996-05-31,1966.259
1996-06-28,1966.717
1996-07-31,1904.975
1996-08-30,1963.711
1996-09-30,2023.174
1996-10-31,2085.411
1996-11-29,2228.054
1996-12-31,2221.442
1997-01-31,2292.863
1997-02-28,2320.291
1997-03-31,2290.198
1997-04-30,2335.303
1997-05-30,2463.724
1997-06-30,2552.41
1997-07-31,2720.711
1997-08-29,2574.043
1997-09-30,2749.346
1997-10-31,2645.013
1997-11-28,2714.91
1997-12-31,2790.222
1998-01-30,2802.966
1998-02-27,3004.629
1998-03-31,3203.062
1998-04-30,3259.267
1998-05-29,3226.018
1998-06-30,3233.084
1998-07-31,3235.537
1998-08-31,2732.318
1998-09-30,2782.75
1998-10-30,3013.62
1998-11-30,3177.652
1998-12-31,3250.082
1999-01-29,3272.181
1999-02-26,3239.393
1999-03-31,3350.303
1999-04-30,3634.012
1999-05-31,3506.537
1999-06-30,3598.025
1999-07-30,3575.082
1999-08-31,3513.601
1999-09-30,3402.195
1999-10-29,3536.649
1999-11-30,3526.605
1999-12-31,3688.667
2000-01-31,3478.412
2000-02-29,3373.379
2000-03-31,3615.334
2000-04-28,3565.369
2000-05-31,3601.813
2000-06-30,3602.971
2000-07-31,3631.093
2000-08-31,3735.73
2000-09-29,3670.993
2000-10-31,3710.324
2000-11-30,3541.645
2000-12-29,3749.123
2001-01-31,3806.657
2001-02-28,3603.879
2001-03-30,3416.966
2001-04-30,3638.031
2001-05-31,3616.434
2001-06-29,3524.448
2001-07-31,3505.101
2001-08-31,3363.094
2001-09-28,3047.739
2001-10-31,3049.426
2001-11-30,3204.683
2001-12-31,3254.527
2002-01-31,3171.326
2002-02-28,3091.612
2002-03-29,3291.098
2002-04-30,3178.72
2002-05-31,3187.932
2002-06-28,2982.162
2002-07-31,2678.125
2002-08-30,2692.012
2002-09-30,2340.357
2002-10-31,2548.228
2002-11-29,2742.838
2002-12-31,2575.867
2003-01-31,2509.317
2003-02-28,2441.773
2003-03-31,2415.087
2003-04-30,2695.264
2003-05-30,2895.161
2003-06-30,2939.746
2003-07-31,2997.471
2003-08-29,3041.5
2003-09-30,3038.844
2003-10-31,3220.745
2003-11-28,3286.675
2003-12-31,3539.875
2004-01-30,3582.001
2004-02-27,3661.094
2004-03-31,3597.387
2004-04-30,3536.262
2004-05-31,3573.418
2004-06-30,3656.372
2004-07-30,3601.408
2004-08-31,3646.489
2004-09-30,3725.71
2004-10-29,3818.414
2004-11-30,4032.561
2004-12-31,4185.526
2005-01-31,4108.962
2005-02-28,4268.578
2005-03-31,4183.593
2005-04-29,4092.745
2005-05-31,4143.738
2005-06-30,4200.312
2005-07-29,4326.426
2005-08-31,4329.496
2005-09-30,4422.704
2005-10-31,4298.324
2005-11-30,4447.672
2005-12-30,4523.456
2006-01-31,4718.664
2006-02-28,4755.449
2006-03-31,4843.065
2006-04-28,5022.771
2006-05-31,4885.118
2006-06-30,4901.374
2006-07-31,5013.879
2006-08-31,5143.844
2006-09-29,5239.935
2006-10-31,5446.631
2006-11-30,5580.882
2006-12-29,5727.037
2007-01-31,5769.446
2007-02-28,5704.938
2007-03-30,5824.338
2007-04-30,6134.23
2007-05-31,6313.004
2007-06-29,6236.753
2007-07-31,6021.376
2007-08-31,6016.133
2007-09-28,6271.035
2007-10-31,6428.758
2007-11-30,6081.092
2007-12-31,5984.064
2008-01-31,5554.475
2008-02-29,5418.833
2008-03-31,5404.495
2008-04-30,5662.356
2008-05-30,5632.005
2008-06-30,5077.401
2008-07-31,4993.639
2008-08-29,4953.61
2008-09-30,4458.942
2008-10-31,3600.995
2008-11-28,3384.291
2008-12-31,3461.554
2009-01-30,3040.704
2009-02-27,2659.53
2009-03-31,2897.749
2009-04-30,3299.073
2009-05-29,3610.304
2009-06-30,3559.405
2009-07-31,3906.754
2009-08-31,4150.937
2009-09-30,4329.095
2009-10-30,4210.72
2009-11-30,4400.435
2009-12-31,4453.204
2010-01-29,4266.98
2010-02-26,4299.831
2010-03-31,4574.941
2010-04-30,4568.458
2010-05-31,4114.809
2010-06-30,3954.76
2010-07-30,4319.818
2010-08-31,4136.532
2010-09-30,4500.395
2010-10-29,4650.388
2010-11-30,4470.708
2010-12-31,4826.046
2011-01-31,5010.222
2011-02-28,5197.467
2011-03-31,5174.297
2011-04-29,5411.332
2011-05-31,5268.747
2011-06-30,5166.482
2011-07-29,4977.344
2011-08-31,4612.716
2011-09-30,4220.012
2011-10-31,4679.295
2011-11-30,4555.957
2011-12-30,4598.334
2012-01-31,4784.374
2012-02-29,5000.101
2012-03-30,5049.939
2012-04-30,4971.333
2012-05-31,4545.049
2012-06-29,4830.029
2012-07-31,4898.372
2012-08-31,5028.996
2012-09-28,5185.402
2012-10-31,5204.007
2012-11-30,5222.449
2012-12-31,5347.635
2013-01-31,5667.463
2013-02-28,5637.017
2013-03-29,5744.751
2013-04-30,5949.334
2013-05-31,5988.564
2013-06-28,5829.229
2013-07-31,6157.648
2013-08-30,5993.571
2013-09-30,6249.849
2013-10-31,6556.398
2013-11-29,6664.408
2013-12-31,6798.074
2014-01-31,6547.504
2014-02-28,6881.796
2014-03-31,6984.799
2014-04-30,7120.064
2014-05-30,7196.436
2014-06-30,7309.692
2014-07-31,7181.92
2014-08-29,7331.565
2014-09-30,7110.724
2014-10-31,7131.605
2014-11-28,7222.575
2014-12-31,7109.993
2015-01-30,6875.407
2015-02-27,7233.185
2015-03-31,7057.255
2015-04-30,7262.783
2015-05-29,7237.926
2015-06-30,7030.961
2015-07-31,7086.113
2015-08-31,6621.194
2015-09-30,6388.936
2015-10-30,6869.798
2015-11-30,6819.479
2015-12-31,6668.687
2016-01-29,6308.819
2016-02-29,6284.038
2016-03-31,6726.659
2016-04-29,6882.607
2016-05-31,6904.141
2016-06-30,6843.182
2016-07-29,7073.347
2016-08-31,7125.448
2016-09-30,7145.809
2016-10-31,7066.197
2016-11-30,7281.201
2016-12-30,7543.169
2017-01-31,7626.331
2017-02-28,7814.01
2017-03-31,7869.13
2017-04-28,7912.134
2017-05-31,7985.212
2017-06-30,8091.098
2017-07-31,8278.114
2017-08-31,8205.606
2017-09-29,8456.679
2017-10-31,8520.359
2017-11-30,8697.484
2017-12-29,8822.139
2018-01-31,9200.041
2018-02-28,8705.241
2018-03-30,8517.701
2018-04-30,8624.826
2018-05-31,8519.602
2018-06-29,8525.635
2018-07-31,8857.051
2018-08-31,8809.961
2018-09-28,8871.407
2018-10-31,8409.768
2018-11-30,8568.217
2018-12-31,7885.923
2019-01-31,8453.498
2019-02-28,8706.392
2019-03-29,8727.438
2019-04-30,8999.235
2019-05-31,8415.611
2019-06-28,8961.543
2019-07-31,8951.442
2019-08-30,8659.13
2019-09-30,8992.288
2019-10-31,9154.656
2019-11-29,9354.801
2019-12-31,9647.897
2020-01-31,9359.315
2020-02-28,8450.801
2020-03-31,6990.363
2020-04-30,7630.449
2020-05-29,7833.316
2020-06-30,7905.164
2020-07-31,8150.3
2020-08-31,8493.965
2020-09-30,8207.923
2020-10-30,7967.923
2020-11-30,9201.358
2020-12-31,9516.416
2021-01-29,9410.724
2021-02-26,9850.267
2021-03-31,10435.798
2021-04-30,10805.499
2021-05-31,11126.997
2021-06-30,10964.639
2021-07-30,11047.918
2021-08-31,11226.674
2021-09-30,10833.976
2021-10-29,11398.617
2021-11-30,10969.444
2021-12-31,11724.984
2022-01-31,11552.161
2022-02-28,11351.67
2022-03-31,11633.735
2022-04-29,11065.767
2022-05-31,11301.918
2022-06-30,10282.111
2022-07-29,10759.716
2022-08-31,10420.677
2022-09-30,9546.601
2022-10-31,10515.958
2022-11-30,11261.55
2022-12-30,10949.836
2023-01-31,11457.238
2023-02-28,11121.123
2023-03-31,11027.638
2023-04-28,11245.629
2023-05-31,10690.242
2023-06-30,11325.379
2023-07-31,11755.331
2023-08-31,11411.877
2023-09-29,11055.411
2023-10-31,10690.342
2023-11-30,11486.015
2023-12-29,12123.243
2024-01-31,12110.167
2024-02-29,12401.459
2024-03-29,12982.393
2024-04-30,12538.685
2024-05-31,12952.275
2024-06-28,12847.794
2024-07-31,13444.838
2024-08-30,13859.162
2024-09-30,14115.25
2024-10-31,13824.634
2024-11-29,14375.49
2024-12-31,13501.631
2025-01-31,14129.513
2025-02-28,14356.985
2025-03-31,14154.681
2025-04-30,13914.567
2025-05-30,14337.25
