Date,KOKUSAI INDEX (WORLD ex JP) VALUE Standard (Large+Mid Cap)
2002-01-23,4357.554
2002-01-24,4391.32
2002-01-25,4377.188
2002-01-28,4388.355
2002-01-29,4279.46
2002-01-30,4283.234
2002-01-31,4339.645
2002-02-01,4314.666
2002-02-04,4225.229
2002-02-05,4177.372
2002-02-06,4136.9
2002-02-07,4149.499
2002-02-08,4209.021
2002-02-11,4278.364
2002-02-12,4247.167
2002-02-13,4275.993
2002-02-14,4288.14
2002-02-15,4242.502
2002-02-18,4232.293
2002-02-19,4150.137
2002-02-20,4161.51
2002-02-21,4133.753
2002-02-22,4144.479
2002-02-25,4215.358
2002-02-26,4225.683
2002-02-27,4243.361
2002-02-28,4232.248
2002-03-01,4319.048
2002-03-04,4450.79
2002-03-05,4443.076
2002-03-06,4507.943
2002-03-07,4519.569
2002-03-08,4541.004
2002-03-11,4546.061
2002-03-12,4510.785
2002-03-13,4476.637
2002-03-14,4487.336
2002-03-15,4540.681
2002-03-18,4551.717
2002-03-19,4567.426
2002-03-20,4515.333
2002-03-21,4516.009
2002-03-22,4498.57
2002-03-25,4440.384
2002-03-26,4459.302
2002-03-27,4478.303
2002-03-28,4506.49
2002-03-29,4506.49
2002-04-01,4522.494
2002-04-02,4492.311
2002-04-03,4460.321
2002-04-04,4454.954
2002-04-05,4446.351
2002-04-08,4424.732
2002-04-09,4405.236
2002-04-10,4445.83
2002-04-11,4365.852
2002-04-12,4377.493
2002-04-15,4377.631
2002-04-16,4487.122
2002-04-17,4509.954
2002-04-18,4493.516
2002-04-19,4501.273
2002-04-22,4440.252
2002-04-23,4417.569
2002-04-24,4395.792
2002-04-25,4384.081
2002-04-26,4337.673
2002-04-29,4307.999
2002-04-30,4354.824
2002-05-01,4376.575
2002-05-02,4371.07
2002-05-03,4352.115
2002-05-06,4292.413
2002-05-07,4270.86
2002-05-08,4408.837
2002-05-09,4369.61
2002-05-10,4312.715
2002-05-13,4376.754
2002-05-14,4447.348
2002-05-15,4461.489
2002-05-16,4473.327
2002-05-17,4496.478
2002-05-20,4454.255
2002-05-21,4418.538
2002-05-22,4425.631
2002-05-23,4452.025
2002-05-24,4429.7
2002-05-27,4425.507
2002-05-28,4404.67
2002-05-29,4383.509
2002-05-30,4357.027
2002-05-31,4371.019
2002-06-03,4297.135
2002-06-04,4273.586
2002-06-05,4266.911
2002-06-06,4221.187
2002-06-07,4203.678
2002-06-10,4203.971
2002-06-11,4172.243
2002-06-12,4162.377
2002-06-13,4115.79
2002-06-14,4069.923
2002-06-17,4188.927
2002-06-18,4194.932
2002-06-19,4134.514
2002-06-20,4077.065
2002-06-21,4050.02
2002-06-24,4028.491
2002-06-25,4013.171
2002-06-26,3963.756
2002-06-27,4012.49
2002-06-28,4090.904
2002-07-01,4041.186
2002-07-02,3940.823
2002-07-03,3901.028
2002-07-04,3923.634
2002-07-05,4057.318
2002-07-08,4046.182
2002-07-09,3988.388
2002-07-10,3869.31
2002-07-11,3835.169
2002-07-12,3815.086
2002-07-15,3755.769
2002-07-16,3722.822
2002-07-17,3762.375
2002-07-18,3730.273
2002-07-19,3591.483
2002-07-22,3422.819
2002-07-23,3292.658
2002-07-24,3384.993
2002-07-25,3419.236
2002-07-26,3452.471
2002-07-29,3633.38
2002-07-30,3652.26
2002-07-31,3675.036
2002-08-01,3557.411
2002-08-02,3492.971
2002-08-05,3372.863
2002-08-06,3460.723
2002-08-07,3490.2
2002-08-08,3611.121
2002-08-09,3647.991
2002-08-12,3614.931
2002-08-13,3580.274
2002-08-14,3644.631
2002-08-15,3707.875
2002-08-16,3715.851
2002-08-19,3806.679
2002-08-20,3757.584
2002-08-21,3807.908
2002-08-22,3859.256
2002-08-23,3784.172
2002-08-26,3804.09
2002-08-27,3813.631
2002-08-28,3712.382
2002-08-29,3696.51
2002-08-30,3696.025
2002-09-02,3678.814
2002-09-03,3536.439
2002-09-04,3571.726
2002-09-05,3521.868
2002-09-06,3591.034
2002-09-09,3589.48
2002-09-10,3625.757
2002-09-11,3650.179
2002-09-12,3552.684
2002-09-13,3530.237
2002-09-16,3519.984
2002-09-17,3459.747
2002-09-18,3408.618
2002-09-19,3324.611
2002-09-20,3334.449
2002-09-23,3266.717
2002-09-24,3197.004
2002-09-25,3255.339
2002-09-26,3349.206
2002-09-27,3284.033
2002-09-30,3214.342
2002-10-01,3305.153
2002-10-02,3267.312
2002-10-03,3227.521
2002-10-04,3148.539
2002-10-07,3082.052
2002-10-08,3081.132
2002-10-09,3013.754
2002-10-10,3124.563
2002-10-11,3270.157
2002-10-14,3254.456
2002-10-15,3440.5
2002-10-16,3371.344
2002-10-17,3453.812
2002-10-18,3457.549
2002-10-21,3509.893
2002-10-22,3488.661
2002-10-23,3471.674
2002-10-24,3479.78
2002-10-25,3501.113
2002-10-28,3513.53
2002-10-29,3433.607
2002-10-30,3492.222
2002-10-31,3501.246
2002-11-01,3539.452
2002-11-04,3609.519
2002-11-05,3643.466
2002-11-06,3646.466
2002-11-07,3567.133
2002-11-08,3540.211
2002-11-11,3475.989
2002-11-12,3518.979
2002-11-13,3498.255
2002-11-14,3573.595
2002-11-15,3615.729
2002-11-18,3610.735
2002-11-19,3599.563
2002-11-20,3635.309
2002-11-21,3738.678
2002-11-22,3741.192
2002-11-25,3737.775
2002-11-26,3652.942
2002-11-27,3748.455
2002-11-28,3773.382
2002-11-29,3770.49
2002-12-02,3770.775
2002-12-03,3695.566
2002-12-04,3663.753
2002-12-05,3622.672
2002-12-06,3640.072
2002-12-09,3545.649
2002-12-10,3589.39
2002-12-11,3606.232
2002-12-12,3593.342
2002-12-13,3551.237
2002-12-16,3651.127
2002-12-17,3630.788
2002-12-18,3565.989
2002-12-19,3539.074
2002-12-20,3586.967
2002-12-23,3592.698
2002-12-24,3575.985
2002-12-25,3575.985
2002-12-26,3575.457
2002-12-27,3503.125
2002-12-30,3523.817
2002-12-31,3542.081
2003-01-01,3542.081
2003-01-02,3650.463
2003-01-03,3669.714
2003-01-06,3757.824
2003-01-07,3721.796
2003-01-08,3661.337
2003-01-09,3723.727
2003-01-10,3744.501
2003-01-13,3747.207
2003-01-14,3780.317
2003-01-15,3728.902
2003-01-16,3716.191
2003-01-17,3659.05
2003-01-20,3642.61
2003-01-21,3587.22
2003-01-22,3542.245
2003-01-23,3569.256
2003-01-24,3493.749
2003-01-27,3415.336
2003-01-28,3442.812
2003-01-29,3464.358
2003-01-30,3426.742
2003-01-31,3451.785
2003-02-03,3486.626
2003-02-04,3428.741
2003-02-05,3434.636
2003-02-06,3389.939
2003-02-07,3354.515
2003-02-10,3354.998
2003-02-11,3358.452
2003-02-12,3310.3
2003-02-13,3318.232
2003-02-14,3376.285
2003-02-17,3396.678
2003-02-18,3442.303
2003-02-19,3404.71
2003-02-20,3383.004
2003-02-21,3413.438
2003-02-24,3353.468
2003-02-25,3326.828
2003-02-26,3292.01
2003-02-27,3325.587
2003-02-28,3360.588
2003-03-03,3358.746
2003-03-04,3303.799
2003-03-05,3324.305
2003-03-06,3288.109
2003-03-07,3281.794
2003-03-10,3194.465
2003-03-11,3171.763
2003-03-12,3131.435
2003-03-13,3251.509
2003-03-14,3295.458
2003-03-17,3396.687
2003-03-18,3413.36
2003-03-19,3438.326
2003-03-20,3444.98
2003-03-21,3523.166
2003-03-24,3402.396
2003-03-25,3438.751
2003-03-26,3430.225
2003-03-27,3407.478
2003-03-28,3394.421
2003-03-31,3325.355
2003-04-01,3371.085
2003-04-02,3455.778
2003-04-03,3446.414
2003-04-04,3467.094
2003-04-07,3510.109
2003-04-08,3484.809
2003-04-09,3456.939
2003-04-10,3466.816
2003-04-11,3463.423
2003-04-14,3522.412
2003-04-15,3562.223
2003-04-16,3541.051
2003-04-17,3586.912
2003-04-18,3586.912
2003-04-21,3579.111
2003-04-22,3656.201
2003-04-23,3706.929
2003-04-24,3666.599
2003-04-25,3616.405
2003-04-28,3688.355
2003-04-29,3697.047
2003-04-30,3714.072
2003-05-01,3716.848
2003-05-02,3761.501
2003-05-05,3768.702
2003-05-06,3817.288
2003-05-07,3790.017
2003-05-08,3740.244
2003-05-09,3789.905
2003-05-12,3831.771
2003-05-13,3829.402
2003-05-14,3829.285
2003-05-15,3865.662
2003-05-16,3885.128
2003-05-19,3795.998
2003-05-20,3797.567
2003-05-21,3807.357
2003-05-22,3847.703
2003-05-23,3866.407
2003-05-26,3870.401
2003-05-27,3928.703
2003-05-28,3949.879
2003-05-29,3957.363
2003-05-30,3992.724
2003-06-02,4040.266
2003-06-03,4038.474
2003-06-04,4088.217
2003-06-05,4110.403
2003-06-06,4125.143
2003-06-09,4076.929
2003-06-10,4098.45
2003-06-11,4168.855
2003-06-12,4184.018
2003-06-13,4148.947
2003-06-16,4227.405
2003-06-17,4235.48
2003-06-18,4216.954
2003-06-19,4151.618
2003-06-20,4162.377
2003-06-23,4098.566
2003-06-24,4096.061
2003-06-25,4084.536
2003-06-26,4091.881
2003-06-27,4067.601
2003-06-30,4057.423
2003-07-01,4064.134
2003-07-02,4105.968
2003-07-03,4097.361
2003-07-04,4090.89
2003-07-07,4152.129
2003-07-08,4149.007
2003-07-09,4124.681
2003-07-10,4075.291
2003-07-11,4111.777
2003-07-14,4147.807
2003-07-15,4116.139
2003-07-16,4083.774
2003-07-17,4044.348
2003-07-18,4090.246
2003-07-21,4053.891
2003-07-22,4088.76
2003-07-23,4091.444
2003-07-24,4106.949
2003-07-25,4149.658
2003-07-28,4161.78
2003-07-29,4139.258
2003-07-30,4126.572
2003-07-31,4139.16
2003-08-01,4102.755
2003-08-04,4109.137
2003-08-05,4075.857
2003-08-06,4070.641
2003-08-07,4092.595
2003-08-08,4111.218
2003-08-11,4124.81
2003-08-12,4158.169
2003-08-13,4150.871
2003-08-14,4186.573
2003-08-15,4188.731
2003-08-18,4211.103
2003-08-19,4212.666
2003-08-20,4210.194
2003-08-21,4216.653
2003-08-22,4174.333
2003-08-25,4167.521
2003-08-26,4157.385
2003-08-27,4165.359
2003-08-28,4187.658
2003-08-29,4202.272
2003-09-01,4218.415
2003-09-02,4247.854
2003-09-03,4279.735
2003-09-04,4283.925
2003-09-05,4273.462
2003-09-08,4310.727
2003-09-09,4280.104
2003-09-10,4236.099
2003-09-11,4249.99
2003-09-12,4262.004
2003-09-15,4255.312
2003-09-16,4288.451
2003-09-17,4293.807
2003-09-18,4347.343
2003-09-19,4340.362
2003-09-22,4298.804
2003-09-23,4299.451
2003-09-24,4259.711
2003-09-25,4238.564
2003-09-26,4207.451
2003-09-29,4229.219
2003-09-30,4200.586
2003-10-01,4286.511
2003-10-02,4300.663
2003-10-03,4344.369
2003-10-06,4362.506
2003-10-07,4376.428
2003-10-08,4367.036
2003-10-09,4394.895
2003-10-10,4394.153
2003-10-13,4423.808
2003-10-14,4433.232
2003-10-15,4435.47
2003-10-16,4443.589
2003-10-17,4409.319
2003-10-20,4424.266
2003-10-21,4422.632
2003-10-22,4377.632
2003-10-23,4376.869
2003-10-24,4374.795
2003-10-27,4385.178
2003-10-28,4421.26
2003-10-29,4439.739
2003-10-30,4451.353
2003-10-31,4453.995
2003-11-03,4481.33
2003-11-04,4469.367
2003-11-05,4454.839
2003-11-06,4464.36
2003-11-07,4478.14
2003-11-10,4459.613
2003-11-11,4447.816
2003-11-12,4492.003
2003-11-13,4503.092
2003-11-14,4494.943
2003-11-17,4451.564
2003-11-18,4437.545
2003-11-19,4456.249
2003-11-20,4434.504
2003-11-21,4448.347
2003-11-24,4486.395
2003-11-25,4508.882
2003-11-26,4538.282
2003-11-27,4542.229
2003-11-28,4547.515
2003-12-01,4599.995
2003-12-02,4610.96
2003-12-03,4627.193
2003-12-04,4630.264
2003-12-05,4616.853
2003-12-08,4646.702
2003-12-09,4643.386
2003-12-10,4634.103
2003-12-11,4658.419
2003-12-12,4685.279
2003-12-15,4682.802
2003-12-16,4703.647
2003-12-17,4717.965
2003-12-18,4761.676
2003-12-19,4772.531
2003-12-22,4793.234
2003-12-23,4806.432
2003-12-24,4809.242
2003-12-25,4809.242
2003-12-26,4813.902
2003-12-29,4860.893
2003-12-30,4876.796
2003-12-31,4900.517
2004-01-01,4900.517
2004-01-02,4910.89
2004-01-05,4967.52
2004-01-06,4975.394
2004-01-07,4958.063
2004-01-08,4990.899
2004-01-09,4967.945
2004-01-12,4973.587
2004-01-13,4959.948
2004-01-14,4986.285
2004-01-15,4984.354
2004-01-16,4992.151
2004-01-19,4993.057
2004-01-20,5013.884
2004-01-21,5064.085
2004-01-22,5067.758
2004-01-23,5049.173
2004-01-26,5059.122
2004-01-27,5042.167
2004-01-28,5008.039
2004-01-29,4971.338
2004-01-30,4960.735
2004-02-02,4972.771
2004-02-03,4977.892
2004-02-04,4946.283
2004-02-05,4959.859
2004-02-06,5015.537
2004-02-09,5033.663
2004-02-10,5048.265
2004-02-11,5095.952
2004-02-12,5101.305
2004-02-13,5081.094
2004-02-16,5089.188
2004-02-17,5135.208
2004-02-18,5120.24
2004-02-19,5113.531
2004-02-20,5074.468
2004-02-23,5079.83
2004-02-24,5067.731
2004-02-25,5070.722
2004-02-26,5061.965
2004-02-27,5072.877
2004-03-01,5121.992
2004-03-02,5096.198
2004-03-03,5074.772
2004-03-04,5099.216
2004-03-05,5143.589
2004-03-08,5121.939
2004-03-09,5092.626
2004-03-10,5011.147
2004-03-11,4918.322
2004-03-12,4946.401
2004-03-15,4883.18
2004-03-16,4929.664
2004-03-17,4974.591
2004-03-18,4973.351
2004-03-19,4944.203
2004-03-22,4872.021
2004-03-23,4867.989
2004-03-24,4836.297
2004-03-25,4891.704
2004-03-26,4888.837
2004-03-29,4951.938
2004-03-30,4976.433
2004-03-31,4987.449
2004-04-01,5035.29
2004-04-02,5046.06
2004-04-05,5063.927
2004-04-06,5068.872
2004-04-07,5055.187
2004-04-08,5051.551
2004-04-09,5051.551
2004-04-12,5062.532
2004-04-13,5003.561
2004-04-14,4959.849
2004-04-15,4961.691
2004-04-16,5012.408
2004-04-19,5010.028
2004-04-20,4965.544
2004-04-21,4952.942
2004-04-22,5007.267
2004-04-23,5000.936
2004-04-26,5004.608
2004-04-27,5021.748
2004-04-28,4951.196
2004-04-29,4923.984
2004-04-30,4906.874
2004-05-03,4943.108
2004-05-04,4980.079
2004-05-05,4997.065
2004-05-06,4947.169
2004-05-07,4858.572
2004-05-10,4757.453
2004-05-11,4790.785
2004-05-12,4801.477
2004-05-13,4806.803
2004-05-14,4807.934
2004-05-17,4768.477
2004-05-18,4792.539
2004-05-19,4828.956
2004-05-20,4806.08
2004-05-21,4834.956
2004-05-24,4847.714
2004-05-25,4910.58
2004-05-26,4928.564
2004-05-27,4976.948
2004-05-28,4959.114
2004-05-31,4962.888
2004-06-01,4956.005
2004-06-02,4986.14
2004-06-03,4964.478
2004-06-04,4992.579
2004-06-07,5064.978
2004-06-08,5061.867
2004-06-09,5009.159
2004-06-10,5033.661
2004-06-11,5017.767
2004-06-14,4972.153
2004-06-15,5003.139
2004-06-16,5021.462
2004-06-17,5033.143
2004-06-18,5061.565
2004-06-21,5048.599
2004-06-22,5039.692
2004-06-23,5073.623
2004-06-24,5092.699
2004-06-25,5061.112
2004-06-28,5083.815
2004-06-29,5069.0
2004-06-30,5081.688
2004-07-01,5050.455
2004-07-02,5054.71
2004-07-05,5052.362
2004-07-06,5032.504
2004-07-07,5050.658
2004-07-08,5038.74
2004-07-09,5051.59
2004-07-12,5058.085
2004-07-13,5048.773
2004-07-14,5047.827
2004-07-15,5014.009
2004-07-16,5029.009
2004-07-19,5028.321
2004-07-20,5033.151
2004-07-21,4991.65
2004-07-22,4973.317
2004-07-23,4936.334
2004-07-26,4923.382
2004-07-27,4951.612
2004-07-28,4968.002
2004-07-29,5006.82
2004-07-30,5007.735
2004-08-02,5022.516
2004-08-03,5026.1
2004-08-04,5010.312
2004-08-05,4966.95
2004-08-06,4923.112
2004-08-09,4916.461
2004-08-10,4969.336
2004-08-11,4944.206
2004-08-12,4909.244
2004-08-13,4922.82
2004-08-16,4981.127
2004-08-17,4980.949
2004-08-18,5011.149
2004-08-19,5017.391
2004-08-20,5037.215
2004-08-23,5027.489
2004-08-24,5020.232
2004-08-25,5044.971
2004-08-26,5057.399
2004-08-27,5070.448
2004-08-30,5049.691
2004-08-31,5073.148
2004-09-01,5092.917
2004-09-02,5128.934
2004-09-03,5123.607
2004-09-06,5132.121
2004-09-07,5162.069
2004-09-08,5149.292
2004-09-09,5146.536
2004-09-10,5178.118
2004-09-13,5187.636
2004-09-14,5191.979
2004-09-15,5150.283
2004-09-16,5177.692
2004-09-17,5204.498
2004-09-20,5178.455
2004-09-21,5230.991
2004-09-22,5177.875
2004-09-23,5149.875
2004-09-24,5161.805
2004-09-27,5139.109
2004-09-28,5172.546
2004-09-29,5185.182
2004-09-30,5186.119
2004-10-01,5258.752
2004-10-04,5266.825
2004-10-05,5278.324
2004-10-06,5305.323
2004-10-07,5279.466
2004-10-08,5278.464
2004-10-11,5279.481
2004-10-12,5250.027
2004-10-13,5215.522
2004-10-14,5202.01
2004-10-15,5227.001
2004-10-18,5229.385
2004-10-19,5206.887
2004-10-20,5198.818
2004-10-21,5214.684
2004-10-22,5199.715
2004-10-25,5191.566
2004-10-26,5244.681
2004-10-27,5293.955
2004-10-28,5310.463
2004-10-29,5317.28
2004-11-01,5339.503
2004-11-02,5342.164
2004-11-03,5404.644
2004-11-04,5475.984
2004-11-05,5495.943
2004-11-08,5498.602
2004-11-09,5490.697
2004-11-10,5501.183
2004-11-11,5546.058
2004-11-12,5590.831
2004-11-15,5579.589
2004-11-16,5553.184
2004-11-17,5595.281
2004-11-18,5590.524
2004-11-19,5562.238
2004-11-22,5574.02
2004-11-23,5588.542
2004-11-24,5610.584
2004-11-25,5640.835
2004-11-26,5647.849
2004-11-29,5633.168
2004-11-30,5618.516
2004-12-01,5687.924
2004-12-02,5678.286
2004-12-03,5687.102
2004-12-06,5686.968
2004-12-07,5653.702
2004-12-08,5631.657
2004-12-09,5631.874
2004-12-10,5639.052
2004-12-13,5705.978
2004-12-14,5717.722
2004-12-15,5757.775
2004-12-16,5730.119
2004-12-17,5698.257
2004-12-20,5747.666
2004-12-21,5767.953
2004-12-22,5793.881
2004-12-23,5815.03
2004-12-24,5826.222
2004-12-27,5818.287
2004-12-28,5837.365
2004-12-29,5831.03
2004-12-30,5840.804
2004-12-31,5834.508
2005-01-03,5794.303
2005-01-04,5739.919
2005-01-05,5706.023
2005-01-06,5717.222
2005-01-07,5698.686
2005-01-10,5717.996
2005-01-11,5691.614
2005-01-12,5712.848
2005-01-13,5684.948
2005-01-14,5696.325
2005-01-17,5701.54
2005-01-18,5732.615
2005-01-19,5706.778
2005-01-20,5663.503
2005-01-21,5653.997
2005-01-24,5658.518
2005-01-25,5663.903
2005-01-26,5698.439
2005-01-27,5699.285
2005-01-28,5674.893
2005-01-31,5729.546
2005-02-01,5773.279
2005-02-02,5798.081
2005-02-03,5781.332
2005-02-04,5841.646
2005-02-07,5832.666
2005-02-08,5826.814
2005-02-09,5805.705
2005-02-10,5846.48
2005-02-11,5884.524
2005-02-14,5907.909
2005-02-15,5923.707
2005-02-16,5916.836
2005-02-17,5910.736
2005-02-18,5914.949
2005-02-21,5907.652
2005-02-22,5862.9
2005-02-23,5869.732
2005-02-24,5897.131
2005-02-25,5962.516
2005-02-28,5955.92
2005-03-01,5968.218
2005-03-02,5958.095
2005-03-03,5961.144
2005-03-04,6043.318
2005-03-07,6034.317
2005-03-08,6043.908
2005-03-09,5986.551
2005-03-10,5979.599
2005-03-11,5978.395
2005-03-14,5990.044
2005-03-15,5974.495
2005-03-16,5936.61
2005-03-17,5935.043
2005-03-18,5928.557
2005-03-21,5883.977
2005-03-22,5848.787
2005-03-23,5795.257
2005-03-24,5794.478
2005-03-25,5794.478
2005-03-28,5788.354
2005-03-29,5774.536
2005-03-30,5821.456
2005-03-31,5840.314
2005-04-01,5829.671
2005-04-04,5799.021
2005-04-05,5825.735
2005-04-06,5852.179
2005-04-07,5886.631
2005-04-08,5852.292
2005-04-11,5869.986
2005-04-12,5870.896
2005-04-13,5841.275
2005-04-14,5780.097
2005-04-15,5704.417
2005-04-18,5690.745
2005-04-19,5736.626
2005-04-20,5684.865
2005-04-21,5745.035
2005-04-22,5748.961
2005-04-25,5774.935
2005-04-26,5733.94
2005-04-27,5720.542
2005-04-28,5670.255
2005-04-29,5719.734
2005-05-02,5733.16
2005-05-03,5739.725
2005-05-04,5810.069
2005-05-05,5810.422
2005-05-06,5797.622
2005-05-09,5811.182
2005-05-10,5765.919
2005-05-11,5763.994
2005-05-12,5714.728
2005-05-13,5669.227
2005-05-16,5685.645
2005-05-17,5717.662
2005-05-18,5783.026
2005-05-19,5811.587
2005-05-20,5791.742
2005-05-23,5824.26
2005-05-24,5823.121
2005-05-25,5810.044
2005-05-26,5829.498
2005-05-27,5841.152
2005-05-30,5844.25
2005-05-31,5796.873
2005-06-01,5846.903
2005-06-02,5852.841
2005-06-03,5827.579
2005-06-06,5830.09
2005-06-07,5854.24
2005-06-08,5857.951
2005-06-09,5847.561
