Date,KOKUSAI INDEX (WORLD ex JP) VALUE Standard (Large+Mid Cap)
1986-01-31,613.567
1986-02-28,665.425
1986-03-31,706.356
1986-04-30,713.49
1986-05-30,712.034
1986-06-30,724.908
1986-07-31,698.093
1986-08-29,767.748
1986-09-30,725.635
1986-10-31,754.735
1986-11-28,777.694
1986-12-31,773.246
1987-01-30,848.997
1987-02-27,867.782
1987-03-31,907.681
1987-04-30,918.088
1987-05-29,925.205
1987-06-30,965.04
1987-07-31,1008.693
1987-08-31,1029.489
1987-09-30,1023.277
1987-10-30,812.807
1987-11-30,768.112
1987-12-31,816.141
1988-01-29,837.744
1988-02-29,872.908
1988-03-31,875.236
1988-04-29,895.632
1988-05-31,899.43
1988-06-30,924.691
1988-07-29,928.444
1988-08-31,890.85
1988-09-30,925.574
1988-10-31,979.597
1988-11-30,978.643
1988-12-30,990.274
1989-01-31,1054.697
1989-02-28,1027.533
1989-03-31,1043.536
1989-04-28,1082.043
1989-05-31,1077.412
1989-06-30,1089.19
1989-07-31,1185.82
1989-08-31,1194.821
1989-09-29,1200.007
1989-10-31,1148.019
1989-11-30,1181.544
1989-12-29,1255.974
1990-01-31,1215.375
1990-02-28,1220.44
1990-03-30,1231.127
1990-04-30,1191.759
1990-05-31,1280.977
1990-06-29,1284.173
1990-07-31,1311.325
1990-08-31,1191.786
1990-09-28,1096.724
1990-10-31,1120.181
1990-11-30,1167.848
1990-12-31,1178.57
1991-01-31,1228.232
1991-02-28,1320.35
1991-03-29,1291.505
1991-04-30,1291.475
1991-05-31,1338.238
1991-06-28,1259.671
1991-07-31,1324.417
1991-08-30,1345.837
1991-09-30,1357.579
1991-10-31,1361.536
1991-11-29,1303.41
1991-12-31,1392.398
1992-01-31,1390.001
1992-02-28,1408.608
1992-03-31,1372.154
1992-04-30,1448.539
1992-05-29,1488.828
1992-06-30,1468.104
1992-07-31,1474.297
1992-08-31,1440.922
1992-09-30,1436.082
1992-10-30,1396.41
1992-11-30,1409.412
1992-12-31,1437.455
1993-01-29,1471.335
1993-02-26,1521.722
1993-03-31,1582.958
1993-04-30,1603.228
1993-05-31,1629.402
1993-06-30,1635.816
1993-07-30,1666.514
1993-08-31,1760.367
1993-09-30,1759.723
1993-10-29,1813.218
1993-11-30,1778.676
1993-12-31,1891.248
1994-01-31,1970.345
1994-02-28,1899.134
1994-03-31,1819.93
1994-04-29,1875.221
1994-05-31,1868.722
1994-06-30,1830.897
1994-07-29,1911.951
1994-08-31,1972.068
1994-09-30,1906.471
1994-10-31,1968.54
1994-11-30,1882.176
1994-12-30,1889.774
1995-01-31,1899.384
1995-02-28,1969.243
1995-03-31,2027.084
1995-04-28,2092.379
1995-05-31,2167.871
1995-06-30,2182.601
1995-07-31,2275.881
1995-08-31,2241.56
1995-09-29,2310.516
1995-10-31,2284.212
1995-11-30,2359.435
1995-12-29,2427.37
1996-01-31,2487.602
1996-02-29,2515.087
1996-03-29,2553.098
1996-04-30,2590.84
1996-05-31,2614.29
1996-06-28,2616.368
1996-07-31,2535.782
1996-08-30,2615.419
1996-09-30,2696.03
1996-10-31,2780.412
1996-11-29,2971.981
1996-12-31,2964.67
1997-01-31,3061.473
1997-02-28,3099.593
1997-03-31,3060.903
1997-04-30,3122.687
1997-05-30,3295.93
1997-06-30,3416.081
1997-07-31,3642.828
1997-08-29,3447.951
1997-09-30,3684.355
1997-10-31,3546.145
1997-11-28,3641.452
1997-12-31,3744.064
1998-01-30,3762.784
1998-02-27,4035.169
1998-03-31,4303.292
1998-04-30,4380.458
1998-05-29,4337.43
1998-06-30,4348.578
1998-07-31,4353.543
1998-08-31,3678.11
1998-09-30,3747.761
1998-10-30,4060.479
1998-11-30,4283.263
1998-12-31,4382.683
1999-01-29,4414.243
1999-02-26,4371.798
1999-03-31,4523.309
1999-04-30,4908.177
1999-05-31,4737.833
1999-06-30,4863.267
1999-07-30,4834.11
1999-08-31,4752.82
1999-09-30,4604.034
1999-10-29,4787.896
1999-11-30,4776.203
1999-12-31,4997.592
2000-01-31,4714.626
2000-02-29,4574.177
2000-03-31,4904.19
2000-04-28,4838.377
2000-05-31,4889.83
2000-06-30,4893.444
2000-07-31,4933.592
2000-08-31,5077.709
2000-09-29,4991.699
2000-10-31,5047.17
2000-11-30,4819.73
2000-12-29,5104.103
2001-01-31,5183.925
2001-02-28,4909.534
2001-03-30,4656.025
2001-04-30,4960.079
2001-05-31,4935.666
2001-06-29,4812.136
2001-07-31,4786.909
2001-08-31,4595.624
2001-09-28,4165.585
2001-10-31,4168.79
2001-11-30,4382.956
2001-12-31,4452.194
2002-01-31,4339.645
2002-02-28,4232.248
2002-03-29,4506.49
2002-04-30,4354.824
2002-05-31,4371.019
2002-06-28,4090.904
2002-07-31,3675.036
2002-08-30,3696.025
2002-09-30,3214.342
2002-10-31,3501.246
2002-11-29,3770.49
2002-12-31,3542.081
2003-01-31,3451.785
2003-02-28,3360.588
2003-03-31,3325.355
2003-04-30,3714.072
2003-05-30,3992.724
2003-06-30,4057.423
2003-07-31,4139.16
2003-08-29,4202.272
2003-09-30,4200.586
2003-10-31,4453.995
2003-11-28,4547.515
2003-12-31,4900.517
2004-01-30,4960.735
2004-02-27,5072.877
2004-03-31,4987.449
2004-04-30,4906.874
2004-05-31,4962.888
2004-06-30,5081.688
2004-07-30,5007.735
2004-08-31,5073.148
2004-09-30,5186.119
2004-10-29,5317.28
2004-11-30,5618.516
2004-12-31,5834.508
2005-01-31,5729.546
2005-02-28,5955.92
2005-03-31,5840.314
2005-04-29,5719.734
2005-05-31,5796.873
2005-06-30,5880.226
2005-07-29,6059.048
2005-08-31,6067.859
2005-09-30,6201.06
2005-10-31,6028.738
2005-11-30,6243.592
2005-12-30,6352.512
2006-01-31,6628.658
2006-02-28,6684.941
2006-03-31,6811.707
2006-04-28,7070.604
2006-05-31,6886.072
2006-06-30,6913.868
2006-07-31,7075.049
2006-08-31,7264.689
2006-09-29,7403.162
2006-10-31,7697.579
2006-11-30,7893.659
2006-12-29,8103.827
2007-01-31,8166.42
2007-02-28,8080.659
2007-03-30,8253.72
2007-04-30,8700.71
2007-05-31,8965.574
2007-06-29,8862.355
2007-07-31,8558.824
2007-08-31,8557.405
2007-09-28,8924.195
2007-10-31,9151.897
2007-11-30,8663.585
2007-12-31,8529.323
2008-01-31,7920.205
2008-02-29,7732.394
2008-03-31,7716.428
2008-04-30,8093.277
2008-05-30,8065.949
2008-06-30,7276.468
2008-07-31,7159.577
2008-08-29,7107.703
2008-09-30,6402.188
2008-10-31,5173.16
2008-11-28,4867.579
2008-12-31,4982.723
2009-01-30,4379.08
2009-02-27,3834.455
2009-03-31,4180.404
2009-04-30,4765.704
2009-05-29,5224.371
2009-06-30,5154.135
2009-07-31,5659.715
2009-08-31,6017.407
2009-09-30,6278.376
2009-10-30,6108.727
2009-11-30,6388.036
2009-12-31,6467.758
2010-01-29,6199.426
2010-02-26,6251.154
2010-03-31,6654.139
2010-04-30,6649.625
2010-05-31,5999.105
2010-06-30,5769.145
2010-07-30,6304.153
2010-08-31,6040.525
2010-09-30,6574.873
2010-10-29,6796.464
2010-11-30,6538.999
2010-12-31,7061.863
2011-01-31,7334.055
2011-02-28,7613.567
2011-03-31,7582.863
2011-04-29,7935.926
2011-05-31,7739.28
2011-06-30,7593.294
2011-07-29,7318.216
2011-08-31,6786.636
2011-09-30,6212.413
2011-10-31,6891.631
2011-11-30,6715.949
2011-12-30,6781.995
2012-01-31,7059.479
2012-02-29,7384.039
2012-03-30,7461.459
2012-04-30,7352.32
2012-05-31,6732.19
2012-06-29,7159.299
2012-07-31,7264.176
2012-08-31,7462.929
2012-09-28,7699.309
2012-10-31,7730.359
2012-11-30,7763.297
2012-12-31,7954.041
2013-01-31,8434.304
2013-02-28,8395.569
2013-03-29,8560.233
2013-04-30,8871.935
2013-05-31,8942.262
2013-06-28,8709.355
2013-07-31,9204.014
2013-08-30,8964.58
2013-09-30,9352.241
2013-10-31,9814.6
2013-11-29,9982.974
2013-12-31,10188.547
2014-01-31,9816.446
2014-02-28,10325.494
2014-03-31,10485.596
2014-04-30,10695.655
2014-05-30,10824.302
2014-06-30,11001.195
2014-07-31,10813.141
2014-08-29,11044.721
2014-09-30,10717.653
2014-10-31,10753.181
2014-11-28,10897.507
2014-12-31,10733.537
2015-01-30,10383.155
2015-02-27,10931.116
2015-03-31,10672.304
2015-04-30,10990.106
2015-05-29,10966.339
2015-06-30,10659.164
2015-07-31,10748.999
2015-08-31,10050.705
2015-09-30,9703.766
2015-10-30,10438.348
2015-11-30,10369.829
2015-12-31,10146.012
2016-01-29,9602.961
2016-02-29,9573.686
2016-03-31,10255.07
2016-04-29,10502.018
2016-05-31,10548.769
2016-06-30,10463.404
2016-07-29,10819.704
2016-08-31,10907.471
2016-09-30,10944.229
2016-10-31,10826.453
2016-11-30,11164.427
2016-12-30,11571.792
2017-01-31,11703.627
2017-02-28,12000.182
2017-03-31,12094.316
2017-04-28,12167.685
2017-05-31,12296.485
2017-06-30,12466.437
2017-07-31,12760.503
2017-08-31,12657.848
2017-09-29,13050.679
2017-10-31,13154.129
2017-11-30,13437.295
2017-12-29,13636.22
2018-01-31,14225.26
2018-02-28,13469.412
2018-03-30,13189.978
2018-04-30,13366.518
2018-05-31,13221.464
2018-06-29,13238.079
2018-07-31,13758.177
2018-08-31,13694.724
2018-09-28,13797.289
2018-10-31,13084.633
2018-11-30,13341.52
2018-12-31,12287.104
2019-01-31,13178.367
2019-02-28,13582.431
2019-03-29,13625.524
2019-04-30,14060.187
2019-05-31,13167.124
2019-06-28,14030.153
2019-07-31,14021.321
2019-08-30,13573.276
2019-09-30,14103.632
2019-10-31,14365.087
2019-11-29,14689.787
2019-12-31,15158.505
2020-01-31,14712.402
2020-02-28,13294.043
2020-03-31,11006.374
2020-04-30,12023.372
2020-05-29,12356.162
2020-06-30,12478.583
2020-07-31,12873.189
2020-08-31,13424.062
2020-09-30,12979.485
2020-10-30,12606.341
2020-11-30,14566.712
2020-12-31,15073.982
2021-01-29,14913.692
2021-02-26,15618.43
2021-03-31,16558.897
2021-04-30,17156.15
2021-05-31,17681.183
2021-06-30,17432.897
2021-07-30,17573.701
2021-08-31,17866.713
2021-09-30,17254.684
2021-10-29,18163.123
2021-11-30,17489.01
2021-12-31,18703.511
2022-01-31,18435.215
2022-02-28,18124.611
2022-03-31,18589.805
2022-04-29,17693.399
2022-05-31,18091.61
2022-06-30,16469.62
2022-07-29,17242.939
2022-08-31,16709.778
2022-09-30,15317.897
2022-10-31,16880.827
2022-11-30,18089.933
2022-12-30,17600.918
2023-01-31,18425.12
2023-02-28,17895.673
2023-03-31,17762.005
2023-04-28,18127.017
2023-05-31,17253.86
2023-06-30,18291.047
2023-07-31,18994.764
2023-08-31,18452.219
2023-09-29,17885.153
2023-10-31,17302.725
2023-11-30,18605.088
2023-12-29,19647.331
2024-01-31,19635.116
2024-02-29,20119.464
2024-03-29,21080.27
2024-04-30,20374.149
2024-05-31,21068.227
2024-06-28,20910.332
2024-07-31,21891.827
2024-08-30,22578.79
2024-09-30,23007.162
2024-10-31,22542.703
2024-11-29,23454.244
2024-12-31,22040.642
2025-01-31,23076.111
2025-02-28,23458.955
2025-03-31,23146.9
2025-04-30,22772.383
2025-05-30,23488.913
2025-06-30,24431.518
2025-07-31,24541.47
