Date,NETHERLANDS GROWTH Standard (Large+Mid Cap)
2003-04-07,2836.303
2003-04-08,2793.083
2003-04-09,2805.984
2003-04-10,2776.81
2003-04-11,2787.866
2003-04-14,2812.426
2003-04-15,2851.018
2003-04-16,2842.938
2003-04-17,2871.968
2003-04-18,2871.968
2003-04-21,2859.588
2003-04-22,2872.488
2003-04-23,2879.092
2003-04-24,2843.249
2003-04-25,2786.538
2003-04-28,2850.488
2003-04-29,2818.03
2003-04-30,2832.477
2003-05-01,2858.492
2003-05-02,2821.324
2003-05-05,2885.013
2003-05-06,2945.683
2003-05-07,2921.478
2003-05-08,2910.292
2003-05-09,2940.246
2003-05-12,2974.332
2003-05-13,2969.252
2003-05-14,2969.325
2003-05-15,2962.118
2003-05-16,2987.477
2003-05-19,2952.082
2003-05-20,2975.673
2003-05-21,2949.591
2003-05-22,2978.479
2003-05-23,2985.411
2003-05-26,3003.678
2003-05-27,3011.645
2003-05-28,3027.147
2003-05-29,3030.646
2003-05-30,3002.126
2003-06-02,3044.897
2003-06-03,3019.817
2003-06-04,3070.328
2003-06-05,3097.374
2003-06-06,3151.053
2003-06-09,3113.142
2003-06-10,3098.289
2003-06-11,3186.664
2003-06-12,3209.331
2003-06-13,3170.449
2003-06-16,3245.952
2003-06-17,3235.009
2003-06-18,3218.402
2003-06-19,3168.954
2003-06-20,3202.772
2003-06-23,3044.75
2003-06-24,3007.57
2003-06-25,3057.505
2003-06-26,3018.3
2003-06-27,3034.92
2003-06-30,2993.935
2003-07-01,2971.482
2003-07-02,3009.906
2003-07-03,3014.033
2003-07-04,2990.207
2003-07-07,3048.399
2003-07-08,3032.109
2003-07-09,3006.114
2003-07-10,2978.533
2003-07-11,3005.007
2003-07-14,3027.0
2003-07-15,2986.467
2003-07-16,2982.371
2003-07-17,2964.762
2003-07-18,3009.348
2003-07-21,3019.146
2003-07-22,3064.987
2003-07-23,3090.19
2003-07-24,3121.426
2003-07-25,3102.825
2003-07-28,3101.89
2003-07-29,3069.69
2003-07-30,3064.585
2003-07-31,3077.542
2003-08-01,3043.913
2003-08-04,3050.992
2003-08-05,3068.339
2003-08-06,3049.435
2003-08-07,3090.264
2003-08-08,3115.849
2003-08-11,3147.87
2003-08-12,3138.761
2003-08-13,3134.514
2003-08-14,3167.591
2003-08-15,3164.935
2003-08-18,3169.668
2003-08-19,3127.725
2003-08-20,3131.523
2003-08-21,3130.783
2003-08-22,3129.672
2003-08-25,3111.941
2003-08-26,3072.408
2003-08-27,3106.968
2003-08-28,3118.343
2003-08-29,3120.54
2003-09-01,3163.55
2003-09-02,3137.476
2003-09-03,3170.281
2003-09-04,3185.474
2003-09-05,3207.921
2003-09-08,3244.589
2003-09-09,3217.927
2003-09-10,3187.369
2003-09-11,3192.562
2003-09-12,3196.997
2003-09-15,3200.254
2003-09-16,3182.336
2003-09-17,3211.714
2003-09-18,3205.786
2003-09-19,3201.694
2003-09-22,3187.861
2003-09-23,3169.686
2003-09-24,3189.993
2003-09-25,3187.89
2003-09-26,3123.161
2003-09-29,3114.544
2003-09-30,3088.424
2003-10-01,3152.884
2003-10-02,3147.881
2003-10-03,3213.167
2003-10-06,3196.104
2003-10-07,3201.788
2003-10-08,3183.56
2003-10-09,3225.329
2003-10-10,3242.422
2003-10-13,3252.857
2003-10-14,3243.893
2003-10-15,3266.888
2003-10-16,3265.849
2003-10-17,3266.612
2003-10-20,3219.16
2003-10-21,3248.715
2003-10-22,3225.821
2003-10-23,3173.517
2003-10-24,3164.268
2003-10-27,3167.735
2003-10-28,3172.251
2003-10-29,3175.082
2003-10-30,3191.267
2003-10-31,3189.316
2003-11-03,3216.766
2003-11-04,3212.978
2003-11-05,3194.626
2003-11-06,3210.151
2003-11-07,3248.057
2003-11-10,3232.715
2003-11-11,3215.083
2003-11-12,3239.137
2003-11-13,3263.664
2003-11-14,3279.313
2003-11-17,3216.262
2003-11-18,3231.364
2003-11-19,3236.755
2003-11-20,3228.148
2003-11-21,3226.707
2003-11-24,3251.756
2003-11-25,3260.945
2003-11-26,3280.334
2003-11-27,3282.538
2003-11-28,3286.579
2003-12-01,3328.609
2003-12-02,3360.462
2003-12-03,3374.141
2003-12-04,3344.961
2003-12-05,3335.459
2003-12-08,3323.337
2003-12-09,3348.837
2003-12-10,3326.568
2003-12-11,3325.227
2003-12-12,3357.64
2003-12-15,3365.722
2003-12-16,3364.29
2003-12-17,3379.387
2003-12-18,3402.408
2003-12-19,3423.234
2003-12-22,3432.874
2003-12-23,3423.782
2003-12-24,3451.212
2003-12-25,3451.212
2003-12-26,3449.826
2003-12-29,3487.914
2003-12-30,3516.563
2003-12-31,3549.927
2004-01-01,3549.927
2004-01-02,3585.101
2004-01-05,3609.409
2004-01-06,3619.596
2004-01-07,3580.435
2004-01-08,3644.539
2004-01-09,3613.62
2004-01-12,3578.545
2004-01-13,3582.199
2004-01-14,3568.213
2004-01-15,3550.391
2004-01-16,3555.799
2004-01-19,3553.21
2004-01-20,3584.626
2004-01-21,3623.782
2004-01-22,3636.216
2004-01-23,3619.917
2004-01-26,3575.621
2004-01-27,3591.377
2004-01-28,3608.766
2004-01-29,3525.057
2004-01-30,3526.988
2004-02-02,3547.056
2004-02-03,3557.608
2004-02-04,3532.52
2004-02-05,3556.123
2004-02-06,3592.725
2004-02-09,3605.492
2004-02-10,3628.317
2004-02-11,3640.444
2004-02-12,3706.392
2004-02-13,3677.81
2004-02-16,3694.637
2004-02-17,3726.231
2004-02-18,3741.852
2004-02-19,3758.65
2004-02-20,3721.94
2004-02-23,3698.078
2004-02-24,3669.859
2004-02-25,3663.64
2004-02-26,3645.787
2004-02-27,3655.308
2004-03-01,3703.662
2004-03-02,3702.921
2004-03-03,3644.206
2004-03-04,3651.871
2004-03-05,3697.967
2004-03-08,3686.733
2004-03-09,3648.338
2004-03-10,3594.949
2004-03-11,3499.994
2004-03-12,3495.898
2004-03-15,3432.796
2004-03-16,3480.048
2004-03-17,3503.73
2004-03-18,3466.899
2004-03-19,3461.208
2004-03-22,3398.837
2004-03-23,3377.406
2004-03-24,3336.053
2004-03-25,3394.224
2004-03-26,3399.176
2004-03-29,3466.972
2004-03-30,3476.827
2004-03-31,3504.715
2004-04-01,3547.513
2004-04-02,3558.151
2004-04-05,3541.216
2004-04-06,3527.571
2004-04-07,3569.721
2004-04-08,3561.361
2004-04-09,3561.361
2004-04-12,3551.358
2004-04-13,3519.931
2004-04-14,3495.868
2004-04-15,3514.283
2004-04-16,3561.956
2004-04-19,3570.012
2004-04-20,3556.097
2004-04-21,3534.71
2004-04-22,3550.915
2004-04-23,3545.913
2004-04-26,3553.354
2004-04-27,3560.915
2004-04-28,3458.689
2004-04-29,3466.016
2004-04-30,3452.078
2004-05-03,3486.128
2004-05-04,3538.949
2004-05-05,3577.823
2004-05-06,3503.447
2004-05-07,3464.721
2004-05-10,3361.873
2004-05-11,3375.95
2004-05-12,3360.164
2004-05-13,3360.998
2004-05-14,3343.063
2004-05-17,3345.347
2004-05-18,3361.237
2004-05-19,3438.811
2004-05-20,3384.175
2004-05-21,3408.481
2004-05-24,3420.47
2004-05-25,3441.698
2004-05-26,3470.162
2004-05-27,3539.97
2004-05-28,3528.761
2004-05-31,3537.496
2004-06-01,3491.719
2004-06-02,3523.851
2004-06-03,3528.864
2004-06-04,3540.337
2004-06-07,3588.315
2004-06-08,3582.81
2004-06-09,3528.432
2004-06-10,3538.128
2004-06-11,3513.877
2004-06-14,3496.14
2004-06-15,3517.192
2004-06-16,3535.224
2004-06-17,3549.198
2004-06-18,3585.856
2004-06-21,3580.192
2004-06-22,3527.995
2004-06-23,3540.373
2004-06-24,3588.043
2004-06-25,3576.101
2004-06-28,3619.617
2004-06-29,3592.228
2004-06-30,3583.849
2004-07-01,3587.073
2004-07-02,3584.459
2004-07-05,3557.45
2004-07-06,3535.417
2004-07-07,3545.223
2004-07-08,3562.76
2004-07-09,3563.137
2004-07-12,3538.015
2004-07-13,3509.33
2004-07-14,3519.369
2004-07-15,3482.276
2004-07-16,3506.926
2004-07-19,3478.335
2004-07-20,3478.314
2004-07-21,3455.733
2004-07-22,3406.322
2004-07-23,3368.468
2004-07-26,3334.085
2004-07-27,3333.268
2004-07-28,3301.913
2004-07-29,3383.38
2004-07-30,3371.171
2004-08-02,3334.139
2004-08-03,3361.442
2004-08-04,3325.834
2004-08-05,3327.248
2004-08-06,3279.674
2004-08-09,3262.623
2004-08-10,3310.61
2004-08-11,3243.545
2004-08-12,3244.53
2004-08-13,3263.033
2004-08-16,3299.622
2004-08-17,3302.433
2004-08-18,3298.304
2004-08-19,3322.191
2004-08-20,3303.8
2004-08-23,3331.23
2004-08-24,3298.031
2004-08-25,3285.655
2004-08-26,3293.959
2004-08-27,3296.989
2004-08-30,3291.184
2004-08-31,3290.041
2004-09-01,3318.372
2004-09-02,3329.588
2004-09-03,3313.484
2004-09-06,3345.541
2004-09-07,3356.476
2004-09-08,3364.121
2004-09-09,3347.25
2004-09-10,3403.589
2004-09-13,3436.929
2004-09-14,3429.36
2004-09-15,3371.71
2004-09-16,3370.743
2004-09-17,3387.649
2004-09-20,3354.092
2004-09-21,3413.258
2004-09-22,3355.403
2004-09-23,3334.977
2004-09-24,3318.687
2004-09-27,3305.216
2004-09-28,3314.55
2004-09-29,3308.27
2004-09-30,3317.109
2004-10-01,3377.61
2004-10-04,3374.031
2004-10-05,3394.583
2004-10-06,3400.539
2004-10-07,3403.069
2004-10-08,3415.121
2004-10-11,3396.059
2004-10-12,3327.145
2004-10-13,3328.388
2004-10-14,3350.088
2004-10-15,3373.281
2004-10-18,3364.027
2004-10-19,3387.845
2004-10-20,3378.18
2004-10-21,3401.045
2004-10-22,3404.576
2004-10-25,3385.144
2004-10-26,3395.27
2004-10-27,3439.311
2004-10-28,3465.842
2004-10-29,3453.105
2004-11-01,3473.246
2004-11-02,3488.075
2004-11-03,3523.776
2004-11-04,3531.379
2004-11-05,3574.961
2004-11-08,3597.439
2004-11-09,3582.888
2004-11-10,3598.155
2004-11-11,3624.525
2004-11-12,3649.219
2004-11-15,3635.134
2004-11-16,3619.982
2004-11-17,3660.1
2004-11-18,3642.259
2004-11-19,3648.784
2004-11-22,3614.654
2004-11-23,3634.055
2004-11-24,3655.362
2004-11-25,3718.752
2004-11-26,3725.995
2004-11-29,3727.881
2004-11-30,3695.028
2004-12-01,3746.759
2004-12-02,3741.084
2004-12-03,3760.443
2004-12-06,3748.197
2004-12-07,3754.064
2004-12-08,3707.589
2004-12-09,3670.096
2004-12-10,3677.319
2004-12-13,3728.892
2004-12-14,3728.594
2004-12-15,3748.852
2004-12-16,3714.079
2004-12-17,3670.066
2004-12-20,3717.649
2004-12-21,3708.445
2004-12-22,3729.514
2004-12-23,3775.497
2004-12-24,3791.199
2004-12-27,3808.307
2004-12-28,3813.383
2004-12-29,3794.829
2004-12-30,3811.422
2004-12-31,3815.211
2005-01-03,3808.223
2005-01-04,3761.315
2005-01-05,3724.301
2005-01-06,3706.479
2005-01-07,3685.321
2005-01-10,3699.559
2005-01-11,3699.824
2005-01-12,3714.073
2005-01-13,3717.064
2005-01-14,3707.69
2005-01-17,3718.547
2005-01-18,3693.06
2005-01-19,3691.183
2005-01-20,3662.269
2005-01-21,3694.899
2005-01-24,3709.088
2005-01-25,3705.141
2005-01-26,3761.97
2005-01-27,3780.205
2005-01-28,3772.634
2005-01-31,3820.872
2005-02-01,3880.837
2005-02-02,3906.918
2005-02-03,3864.94
2005-02-04,3933.343
2005-02-07,3927.496
2005-02-08,3907.483
2005-02-09,3889.965
2005-02-10,3904.088
2005-02-11,3921.526
2005-02-14,3953.884
2005-02-15,3976.609
2005-02-16,3970.742
2005-02-17,4022.681
2005-02-18,4043.208
2005-02-21,4059.946
2005-02-22,4069.925
2005-02-23,4034.498
2005-02-24,4023.533
2005-02-25,4079.103
2005-02-28,4091.978
2005-03-01,4094.163
2005-03-02,4076.776
2005-03-03,4084.04
2005-03-04,4146.249
2005-03-07,4137.169
2005-03-08,4157.577
2005-03-09,4136.053
2005-03-10,4103.351
2005-03-11,4113.901
2005-03-14,4086.878
2005-03-15,4082.602
2005-03-16,4063.42
2005-03-17,4051.873
2005-03-18,4039.832
2005-03-21,3998.977
2005-03-22,4008.353
2005-03-23,3947.892
2005-03-24,3970.317
2005-03-25,3970.317
2005-03-28,3942.453
2005-03-29,3961.289
2005-03-30,3971.98
2005-03-31,3977.777
2005-04-01,3958.126
2005-04-04,3911.448
2005-04-05,3943.308
2005-04-06,3962.254
2005-04-07,4005.237
2005-04-08,3992.418
2005-04-11,4006.843
2005-04-12,3964.023
2005-04-13,3966.249
2005-04-14,3926.386
2005-04-15,3919.304
2005-04-18,3867.088
2005-04-19,3888.785
2005-04-20,3870.625
2005-04-21,3881.33
2005-04-22,3901.578
2005-04-25,3885.91
2005-04-26,3861.935
2005-04-27,3807.227
2005-04-28,3772.984
2005-04-29,3780.981
2005-05-02,3765.546
2005-05-03,3787.8
2005-05-04,3822.243
2005-05-05,3862.19
2005-05-06,3873.72
2005-05-09,3859.272
2005-05-10,3863.403
2005-05-11,3829.528
2005-05-12,3812.912
2005-05-13,3798.856
2005-05-16,3783.628
2005-05-17,3791.94
2005-05-18,3838.23
2005-05-19,3849.202
2005-05-20,3853.514
2005-05-23,3890.699
2005-05-24,3883.465
2005-05-25,3898.558
2005-05-26,3905.559
2005-05-27,3907.882
2005-05-30,3902.716
2005-05-31,3817.96
2005-06-01,3860.252
2005-06-02,3878.197
2005-06-03,3874.689
2005-06-06,3844.806
2005-06-07,3879.257
2005-06-08,3893.881
2005-06-09,3851.361
2005-06-10,3867.62
2005-06-13,3867.622
