Date,NETHERLANDS GROWTH Standard (Large+Mid Cap)
2001-06-15,2644.881
2001-06-18,2652.813
2001-06-19,2632.294
2001-06-20,2609.715
2001-06-21,2614.402
2001-06-22,2658.72
2001-06-25,2680.428
2001-06-26,2679.616
2001-06-27,2680.539
2001-06-28,2664.906
2001-06-29,2704.479
2001-07-02,2730.209
2001-07-03,2705.627
2001-07-04,2689.333
2001-07-05,2655.521
2001-07-06,2650.946
2001-07-09,2660.684
2001-07-10,2682.395
2001-07-11,2679.049
2001-07-12,2640.866
2001-07-13,2607.484
2001-07-16,2609.818
2001-07-17,2601.577
2001-07-18,2622.556
2001-07-19,2624.821
2001-07-20,2619.852
2001-07-23,2610.203
2001-07-24,2614.046
2001-07-25,2581.121
2001-07-26,2563.293
2001-07-27,2579.761
2001-07-30,2619.393
2001-07-31,2647.167
2001-08-01,2668.474
2001-08-02,2667.743
2001-08-03,2649.776
2001-08-06,2647.384
2001-08-07,2651.182
2001-08-08,2628.382
2001-08-09,2676.314
2001-08-10,2715.797
2001-08-13,2730.211
2001-08-14,2749.475
2001-08-15,2759.081
2001-08-16,2738.35
2001-08-17,2723.648
2001-08-20,2722.028
2001-08-21,2751.001
2001-08-22,2767.598
2001-08-23,2784.424
2001-08-24,2803.643
2001-08-27,2809.196
2001-08-28,2761.795
2001-08-29,2761.028
2001-08-30,2719.586
2001-08-31,2705.401
2001-09-03,2663.252
2001-09-04,2637.565
2001-09-05,2597.689
2001-09-06,2554.897
2001-09-07,2518.862
2001-09-10,2491.393
2001-09-11,2348.103
2001-09-12,2345.722
2001-09-13,2432.972
2001-09-14,2306.216
2001-09-17,2362.309
2001-09-18,2363.629
2001-09-19,2366.748
2001-09-20,2252.379
2001-09-21,2185.758
2001-09-24,2264.019
2001-09-25,2329.964
2001-09-26,2349.445
2001-09-27,2329.885
2001-09-28,2403.604
2001-10-01,2356.294
2001-10-02,2366.645
2001-10-03,2350.244
2001-10-04,2432.49
2001-10-05,2469.082
2001-10-08,2480.583
2001-10-09,2485.03
2001-10-10,2522.388
2001-10-11,2502.521
2001-10-12,2480.165
2001-10-15,2410.168
2001-10-16,2402.347
2001-10-17,2424.956
2001-10-18,2355.098
2001-10-19,2336.476
2001-10-22,2355.56
2001-10-23,2388.299
2001-10-24,2393.451
2001-10-25,2363.024
2001-10-26,2402.714
2001-10-29,2397.258
2001-10-30,2369.809
2001-10-31,2390.587
2001-11-01,2410.933
2001-11-02,2413.9
2001-11-05,2482.232
2001-11-06,2490.218
2001-11-07,2553.95
2001-11-08,2559.976
2001-11-09,2506.489
2001-11-12,2459.159
2001-11-13,2497.91
2001-11-14,2489.726
2001-11-15,2494.008
2001-11-16,2530.811
2001-11-19,2544.82
2001-11-20,2515.385
2001-11-21,2501.572
2001-11-22,2542.341
2001-11-23,2524.244
2001-11-26,2526.273
2001-11-27,2509.658
2001-11-28,2492.106
2001-11-29,2509.506
2001-11-30,2548.069
2001-12-03,2550.259
2001-12-04,2566.972
2001-12-05,2596.41
2001-12-06,2582.724
2001-12-07,2545.131
2001-12-10,2503.33
2001-12-11,2513.263
2001-12-12,2502.27
2001-12-13,2465.443
2001-12-14,2464.924
2001-12-17,2532.999
2001-12-18,2522.137
2001-12-19,2502.42
2001-12-20,2493.928
2001-12-21,2542.549
2001-12-24,2529.307
2001-12-25,2529.307
2001-12-26,2531.468
2001-12-27,2594.854
2001-12-28,2601.107
2001-12-31,2626.475
2002-01-01,2626.475
2002-01-02,2587.226
2002-01-03,2592.081
2002-01-04,2567.015
2002-01-07,2547.876
2002-01-08,2521.983
2002-01-09,2524.891
2002-01-10,2527.003
2002-01-11,2539.052
2002-01-14,2501.857
2002-01-15,2527.561
2002-01-16,2488.333
2002-01-17,2492.873
2002-01-18,2489.536
2002-01-21,2485.784
2002-01-22,2489.561
2002-01-23,2523.773
2002-01-24,2550.58
2002-01-25,2529.0
2002-01-28,2538.351
2002-01-29,2512.873
2002-01-30,2501.099
2002-01-31,2535.834
2002-02-01,2564.902
2002-02-04,2573.86
2002-02-05,2542.354
2002-02-06,2541.933
2002-02-07,2530.601
2002-02-08,2510.069
2002-02-11,2535.088
2002-02-12,2551.164
2002-02-13,2548.922
2002-02-14,2571.222
2002-02-15,2594.578
2002-02-18,2572.291
2002-02-19,2548.017
2002-02-20,2532.262
2002-02-21,2574.108
2002-02-22,2586.196
2002-02-25,2599.781
2002-02-26,2597.454
2002-02-27,2621.475
2002-02-28,2615.287
2002-03-01,2625.196
2002-03-04,2671.154
2002-03-05,2665.293
2002-03-06,2679.308
2002-03-07,2734.406
2002-03-08,2714.834
2002-03-11,2733.313
2002-03-12,2738.072
2002-03-13,2729.457
2002-03-14,2737.839
2002-03-15,2762.504
2002-03-18,2764.408
2002-03-19,2778.25
2002-03-20,2770.949
2002-03-21,2733.11
2002-03-22,2739.658
2002-03-25,2708.399
2002-03-26,2713.851
2002-03-27,2714.219
2002-03-28,2757.364
2002-03-29,2757.364
2002-04-01,2779.963
2002-04-02,2776.559
2002-04-03,2766.491
2002-04-04,2725.688
2002-04-05,2686.684
2002-04-08,2662.116
2002-04-09,2660.3
2002-04-10,2691.331
2002-04-11,2667.323
2002-04-12,2645.744
2002-04-15,2669.002
2002-04-16,2721.035
2002-04-17,2734.316
2002-04-18,2754.557
2002-04-19,2749.282
2002-04-22,2745.406
2002-04-23,2735.079
2002-04-24,2705.493
2002-04-25,2709.964
2002-04-26,2707.902
2002-04-29,2701.747
2002-04-30,2752.597
2002-05-01,2768.176
2002-05-02,2747.261
2002-05-03,2787.005
2002-05-06,2755.86
2002-05-07,2734.78
2002-05-08,2758.637
2002-05-09,2759.083
2002-05-10,2755.915
2002-05-13,2770.307
2002-05-14,2776.687
2002-05-15,2799.536
2002-05-16,2798.772
2002-05-17,2800.343
2002-05-20,2787.865
2002-05-21,2771.848
2002-05-22,2778.207
2002-05-23,2797.094
2002-05-24,2812.885
2002-05-27,2796.764
2002-05-28,2790.409
2002-05-29,2779.761
2002-05-30,2759.737
2002-05-31,2803.035
2002-06-03,2778.124
2002-06-04,2719.701
2002-06-05,2719.731
2002-06-06,2755.212
2002-06-07,2717.821
2002-06-10,2698.795
2002-06-11,2732.737
2002-06-12,2670.779
2002-06-13,2659.032
2002-06-14,2588.17
2002-06-17,2658.097
2002-06-18,2678.419
2002-06-19,2664.857
2002-06-20,2644.669
2002-06-21,2618.458
2002-06-24,2589.856
2002-06-25,2650.864
2002-06-26,2642.277
2002-06-27,2647.141
2002-06-28,2774.126
2002-07-01,2787.577
2002-07-02,2719.377
2002-07-03,2640.391
2002-07-04,2718.753
2002-07-05,2769.597
2002-07-08,2781.742
2002-07-09,2769.745
2002-07-10,2574.075
2002-07-11,2504.409
2002-07-12,2471.683
2002-07-15,2353.765
2002-07-16,2324.395
2002-07-17,2393.251
2002-07-18,2417.513
2002-07-19,2367.736
2002-07-22,2176.636
2002-07-23,2152.555
2002-07-24,2095.995
2002-07-25,2183.205
2002-07-26,2156.688
2002-07-29,2243.919
2002-07-30,2248.618
2002-07-31,2307.499
2002-08-01,2202.818
2002-08-02,2210.056
2002-08-05,2175.843
2002-08-06,2207.684
2002-08-07,2206.255
2002-08-08,2284.081
2002-08-09,2340.827
2002-08-12,2287.23
2002-08-13,2309.173
2002-08-14,2273.552
2002-08-15,2343.114
2002-08-16,2368.97
2002-08-19,2385.422
2002-08-20,2345.606
2002-08-21,2367.808
2002-08-22,2428.276
2002-08-23,2400.107
2002-08-26,2348.144
2002-08-27,2433.222
2002-08-28,2350.027
2002-08-29,2306.421
2002-08-30,2337.428
2002-09-02,2318.671
2002-09-03,2247.453
2002-09-04,2239.609
2002-09-05,2226.072
2002-09-06,2283.89
2002-09-09,2238.369
2002-09-10,2270.851
2002-09-11,2322.473
2002-09-12,2248.332
2002-09-13,2218.783
2002-09-16,2216.062
2002-09-17,2183.549
2002-09-18,2130.901
2002-09-19,2116.901
2002-09-20,2107.17
2002-09-23,2090.799
2002-09-24,2060.595
2002-09-25,2071.354
2002-09-26,2174.297
2002-09-27,2186.052
2002-09-30,2106.385
2002-10-01,2164.274
2002-10-02,2236.737
2002-10-03,2216.381
2002-10-04,2172.757
2002-10-07,2149.509
2002-10-08,2089.499
2002-10-09,2087.843
2002-10-10,2118.073
2002-10-11,2183.183
2002-10-14,2173.231
2002-10-15,2266.044
2002-10-16,2236.538
2002-10-17,2265.77
2002-10-18,2264.206
2002-10-21,2267.595
2002-10-22,2224.466
2002-10-23,2172.043
2002-10-24,2200.529
2002-10-25,2166.587
2002-10-28,2175.839
2002-10-29,2081.502
2002-10-30,2154.695
2002-10-31,2238.039
2002-11-01,2235.487
2002-11-04,2275.503
2002-11-05,2285.051
2002-11-06,2266.611
2002-11-07,2239.418
2002-11-08,2237.283
2002-11-11,2238.51
2002-11-12,2248.087
2002-11-13,2218.721
2002-11-14,2227.811
2002-11-15,2244.125
2002-11-18,2257.789
2002-11-19,2266.325
2002-11-20,2222.117
2002-11-21,2273.471
2002-11-22,2260.904
2002-11-25,2224.485
2002-11-26,2201.533
2002-11-27,2232.596
2002-11-28,2250.436
2002-11-29,2245.52
2002-12-02,2229.937
2002-12-03,2210.307
2002-12-04,2187.316
2002-12-05,2182.648
2002-12-06,2198.614
2002-12-09,2177.679
2002-12-10,2167.91
2002-12-11,2188.795
2002-12-12,2181.91
2002-12-13,2171.62
2002-12-16,2227.295
2002-12-17,2211.227
2002-12-18,2162.003
2002-12-19,2177.768
2002-12-20,2208.521
2002-12-23,2238.953
2002-12-24,2266.229
2002-12-25,2266.229
2002-12-26,2271.943
2002-12-27,2214.179
2002-12-30,2239.629
2002-12-31,2249.676
2003-01-01,2249.676
2003-01-02,2297.132
2003-01-03,2281.506
2003-01-06,2326.317
2003-01-07,2302.609
2003-01-08,2262.367
2003-01-09,2287.053
2003-01-10,2287.5
2003-01-13,2275.994
2003-01-14,2274.946
2003-01-15,2243.064
2003-01-16,2237.175
2003-01-17,2215.312
2003-01-20,2165.46
2003-01-21,2137.016
2003-01-22,2102.55
2003-01-23,2086.523
2003-01-24,2080.509
2003-01-27,2023.434
2003-01-28,2032.841
2003-01-29,2050.492
2003-01-30,2076.748
2003-01-31,2076.679
2003-02-03,2099.32
2003-02-04,2059.061
2003-02-05,2080.844
2003-02-06,2014.461
2003-02-07,1986.309
2003-02-10,1977.818
2003-02-11,1988.73
2003-02-12,1944.062
2003-02-13,1944.14
2003-02-14,1977.646
2003-02-17,1996.87
2003-02-18,2008.485
2003-02-19,1979.402
2003-02-20,1983.139
2003-02-21,2004.976
2003-02-24,1996.942
2003-02-25,1946.444
2003-02-26,1944.559
2003-02-27,1960.185
2003-02-28,1992.672
2003-03-03,2023.789
2003-03-04,2016.218
2003-03-05,2007.89
2003-03-06,1995.545
2003-03-07,1945.587
2003-03-10,1930.787
2003-03-11,1917.677
2003-03-12,1831.481
2003-03-13,1917.372
2003-03-14,1957.329
2003-03-17,2022.246
2003-03-18,2008.174
2003-03-19,2044.08
2003-03-20,2026.493
2003-03-21,2068.455
2003-03-24,2003.483
2003-03-25,2062.907
2003-03-26,2073.192
2003-03-27,2044.52
2003-03-28,2082.788
2003-03-31,2032.674
2003-04-01,2076.307
2003-04-02,2103.553
2003-04-03,2093.612
2003-04-04,2106.627
2003-04-07,2150.586
2003-04-08,2117.815
2003-04-09,2127.597
2003-04-10,2105.477
2003-04-11,2113.379
2003-04-14,2131.997
2003-04-15,2161.252
2003-04-16,2155.127
2003-04-17,2177.134
2003-04-18,2177.134
2003-04-21,2167.749
2003-04-22,2176.973
2003-04-23,2181.021
2003-04-24,2146.003
2003-04-25,2103.199
2003-04-28,2151.289
2003-04-29,2126.792
2003-04-30,2137.695
2003-05-01,2157.329
2003-05-02,2129.278
2003-05-05,2177.344
2003-05-06,2223.133
2003-05-07,2204.865
2003-05-08,2196.423
2003-05-09,2216.432
2003-05-12,2242.128
2003-05-13,2238.298
2003-05-14,2238.353
2003-05-15,2232.92
2003-05-16,2252.037
2003-05-19,2225.354
2003-05-20,2243.138
2003-05-21,2223.477
2003-05-22,2245.254
2003-05-23,2250.479
2003-05-26,2264.249
2003-05-27,2270.255
2003-05-28,2281.941
2003-05-29,2284.578
2003-05-30,2263.079
2003-06-02,2295.321
2003-06-03,2276.415
2003-06-04,2314.491
2003-06-05,2334.879
2003-06-06,2375.344
2003-06-09,2346.765
2003-06-10,2335.569
2003-06-11,2402.189
2003-06-12,2419.276
2003-06-13,2389.965
2003-06-16,2446.881
2003-06-17,2438.632
2003-06-18,2426.113
2003-06-19,2388.839
2003-06-20,2414.331
2003-06-23,2295.21
2003-06-24,2267.183
2003-06-25,2304.825
2003-06-26,2275.272
2003-06-27,2287.8
2003-06-30,2256.904
2003-07-01,2239.979
2003-07-02,2268.943
2003-07-03,2272.055
2003-07-04,2254.094
2003-07-07,2297.961
2003-07-08,2285.681
2003-07-09,2266.085
2003-07-10,2245.294
2003-07-11,2265.251
2003-07-14,2281.83
2003-07-15,2251.275
2003-07-16,2248.187
2003-07-17,2234.913
2003-07-18,2268.523
2003-07-21,2275.909
2003-07-22,2310.465
2003-07-23,2329.464
2003-07-24,2353.01
2003-07-25,2334.475
2003-07-28,2333.771
2003-07-29,2309.545
2003-07-30,2305.704
2003-07-31,2315.452
2003-08-01,2290.151
2003-08-04,2295.477
2003-08-05,2308.528
2003-08-06,2294.038
2003-08-07,2324.752
2003-08-08,2343.778
2003-08-11,2367.864
2003-08-12,2361.012
2003-08-13,2357.818
2003-08-14,2382.581
2003-08-15,2380.584
2003-08-18,2382.905
2003-08-19,2351.373
2003-08-20,2354.229
2003-08-21,2353.672
2003-08-22,2352.837
2003-08-25,2339.507
2003-08-26,2309.787
2003-08-27,2335.769
2003-08-28,2344.32
2003-08-29,2345.971
2003-09-01,2378.306
2003-09-02,2358.704
2003-09-03,2383.366
2003-09-04,2394.788
2003-09-05,2411.663
2003-09-08,2439.229
2003-09-09,2419.185
2003-09-10,2396.212
2003-09-11,2399.98
2003-09-12,2403.314
2003-09-15,2405.762
2003-09-16,2392.293
2003-09-17,2414.377
2003-09-18,2409.921
2003-09-19,2406.845
2003-09-22,2396.446
2003-09-23,2382.783
2003-09-24,2398.048
2003-09-25,2396.468
2003-09-26,2347.808
2003-09-29,2341.33
2003-09-30,2321.695
2003-10-01,2370.152
2003-10-02,2366.391
2003-10-03,2415.469
2003-10-06,2402.642
2003-10-07,2406.916
2003-10-08,2393.212
2003-10-09,2424.612
2003-10-10,2437.461
2003-10-13,2445.306
2003-10-14,2438.567
2003-10-15,2455.854
2003-10-16,2455.073
2003-10-17,2455.646
2003-10-20,2419.974
2003-10-21,2442.192
2003-10-22,2424.981
2003-10-23,2385.663
2003-10-24,2378.71
2003-10-27,2381.317
2003-10-28,2384.711
2003-10-29,2386.839
2003-10-30,2397.467
2003-10-31,2396.001
2003-11-03,2416.623
2003-11-04,2413.777
2003-11-05,2399.99
2003-11-06,2411.653
2003-11-07,2440.131
2003-11-10,2428.605
2003-11-11,2415.359
2003-11-12,2433.429
2003-11-13,2451.856
2003-11-14,2463.612
2003-11-17,2416.245
2003-11-18,2427.59
2003-11-19,2431.64
2003-11-20,2425.174
2003-11-21,2424.091
2003-11-24,2442.909
2003-11-25,2449.813
2003-11-26,2464.379
2003-11-27,2466.034
2003-11-28,2469.071
2003-12-01,2500.646
2003-12-02,2524.576
2003-12-03,2534.853
2003-12-04,2512.931
2003-12-05,2505.792
2003-12-08,2496.685
2003-12-09,2515.843
2003-12-10,2499.113
2003-12-11,2498.105
2003-12-12,2522.456
2003-12-15,2528.528
2003-12-16,2527.452
2003-12-17,2538.794
2003-12-18,2556.088
2003-12-19,2571.734
2003-12-22,2578.976
2003-12-23,2572.146
2003-12-24,2592.753
2003-12-25,2592.753
2003-12-26,2591.712
2003-12-29,2620.326
2003-12-30,2641.848
2003-12-31,2666.913
2004-01-01,2666.913
2004-01-02,2693.338
2004-01-05,2711.599
2004-01-06,2719.252
2004-01-07,2689.833
2004-01-08,2737.991
2004-01-09,2714.763
2004-01-12,2688.413
2004-01-13,2691.158
2004-01-14,2680.651
2004-01-15,2667.262
2004-01-16,2671.325
2004-01-19,2669.38
2004-01-20,2692.981
2004-01-21,2722.397
2004-01-22,2731.739
2004-01-23,2719.494
2004-01-26,2686.216
2004-01-27,2698.053
2004-01-28,2711.116
2004-01-29,2648.229
2004-01-30,2649.68
2004-02-02,2664.757
2004-02-03,2672.684
2004-02-04,2653.836
2004-02-05,2671.568
2004-02-06,2699.065
2004-02-09,2708.657
2004-02-10,2725.804
2004-02-11,2734.915
2004-02-12,2784.459
2004-02-13,2762.986
2004-02-16,2775.628
2004-02-17,2799.363
2004-02-18,2811.098
2004-02-19,2823.718
2004-02-20,2796.14
2004-02-23,2778.213
2004-02-24,2757.013
2004-02-25,2752.341
2004-02-26,2738.929
2004-02-27,2746.081
2004-03-01,2782.408
2004-03-02,2781.851
2004-03-03,2737.741
2004-03-04,2743.499
2004-03-05,2778.13
2004-03-08,2769.69
2004-03-09,2740.845
2004-03-10,2700.737
2004-03-11,2629.4
2004-03-12,2626.323
2004-03-15,2578.917
2004-03-16,2614.416
2004-03-17,2632.207
2004-03-18,2604.538
2004-03-19,2600.262
2004-03-22,2553.405
2004-03-23,2537.305
2004-03-24,2506.238
2004-03-25,2549.94
2004-03-26,2551.639
2004-03-29,2602.531
2004-03-30,2609.929
2004-03-31,2630.864
2004-04-01,2662.991
2004-04-02,2670.976
2004-04-05,2658.264
2004-04-06,2648.021
2004-04-07,2679.662
2004-04-08,2673.386
2004-04-09,2673.386
2004-04-12,2665.877
2004-04-13,2642.286
2004-04-14,2624.222
2004-04-15,2638.046
2004-04-16,2673.832
2004-04-19,2679.34
2004-04-20,2668.897
2004-04-21,2652.846
2004-04-22,2664.024
2004-04-23,2659.632
2004-04-26,2660.752
2004-04-27,2666.413
2004-04-28,2589.866
2004-04-29,2595.353
2004-04-30,2584.916
2004-05-03,2609.625
2004-05-04,2649.165
2004-05-05,2678.266
2004-05-06,2622.589
2004-05-07,2593.6
2004-05-10,2516.611
2004-05-11,2527.087
2004-05-12,2515.271
2004-05-13,2515.895
2004-05-14,2499.693
2004-05-17,2501.401
2004-05-18,2513.228
2004-05-19,2571.231
2004-05-20,2530.379
2004-05-21,2548.553
2004-05-24,2557.518
2004-05-25,2573.39
2004-05-26,2594.673
2004-05-27,2646.869
2004-05-28,2638.487
2004-05-31,2645.019
2004-06-01,2610.791
2004-06-02,2634.816
2004-06-03,2638.564
2004-06-04,2647.143
2004-06-07,2683.017
2004-06-08,2678.901
2004-06-09,2638.241
2004-06-10,2645.491
2004-06-11,2627.358
2004-06-14,2614.097
2004-06-15,2629.837
2004-06-16,2643.32
2004-06-17,2653.768
2004-06-18,2681.178
2004-06-21,2676.943
2004-06-22,2637.914
2004-06-23,2647.17
2004-06-24,2682.813
2004-06-25,2673.884
2004-06-28,2706.421
2004-06-29,2685.942
2004-06-30,2679.678
2004-07-01,2682.088
2004-07-02,2680.133
2004-07-05,2659.938
2004-07-06,2643.464
2004-07-07,2650.797
2004-07-08,2663.909
2004-07-09,2664.191
2004-07-12,2645.407
2004-07-13,2623.958
2004-07-14,2631.465
2004-07-15,2603.73
2004-07-16,2622.161
2004-07-19,2600.783
2004-07-20,2600.768
2004-07-21,2583.883
2004-07-22,2546.939
2004-07-23,2518.635
2004-07-26,2492.927
2004-07-27,2492.316
2004-07-28,2468.871
2004-07-29,2529.785
2004-07-30,2517.304
2004-08-02,2489.652
2004-08-03,2510.039
2004-08-04,2483.181
2004-08-05,2484.237
2004-08-06,2448.439
2004-08-09,2435.71
2004-08-10,2471.183
2004-08-11,2421.123
2004-08-12,2421.733
2004-08-13,2435.544
2004-08-16,2462.854
2004-08-17,2464.952
2004-08-18,2461.871
2004-08-19,2479.7
2004-08-20,2465.973
2004-08-23,2486.447
2004-08-24,2461.667
2004-08-25,2452.429
2004-08-26,2458.627
2004-08-27,2460.889
2004-08-30,2456.556
2004-08-31,2455.703
2004-09-01,2476.849
2004-09-02,2485.221
2004-09-03,2473.201
2004-09-06,2497.128
2004-09-07,2505.29
2004-09-08,2510.996
2004-09-09,2498.233
2004-09-10,2540.282
2004-09-13,2565.165
2004-09-14,2559.517
2004-09-15,2516.489
2004-09-16,2515.767
2004-09-17,2528.385
2004-09-20,2503.339
2004-09-21,2547.498
2004-09-22,2504.318
2004-09-23,2489.073
2004-09-24,2476.915
2004-09-27,2466.861
2004-09-28,2473.827
2004-09-29,2469.14
2004-09-30,2475.737
2004-10-01,2520.892
2004-10-04,2518.221
2004-10-05,2533.56
2004-10-06,2538.006
2004-10-07,2539.894
2004-10-08,2548.889
2004-10-11,2534.662
2004-10-12,2483.228
2004-10-13,2484.155
2004-10-14,2500.351
2004-10-15,2517.661
2004-10-18,2510.754
2004-10-19,2528.531
2004-10-20,2521.318
2004-10-21,2538.383
2004-10-22,2541.019
2004-10-25,2526.515
2004-10-26,2534.073
2004-10-27,2566.943
2004-10-28,2585.102
2004-10-29,2575.601
2004-11-01,2590.624
2004-11-02,2601.685
2004-11-03,2628.314
2004-11-04,2633.985
2004-11-05,2666.491
2004-11-08,2683.257
2004-11-09,2672.404
2004-11-10,2683.792
2004-11-11,2703.46
2004-11-12,2721.879
2004-11-15,2711.373
2004-11-16,2700.072
2004-11-17,2729.995
2004-11-18,2716.688
2004-11-19,2721.555
2004-11-22,2696.098
2004-11-23,2710.568
2004-11-24,2726.461
2004-11-25,2773.742
2004-11-26,2779.144
2004-11-29,2780.551
2004-11-30,2756.047
2004-12-01,2794.632
2004-12-02,2790.4
2004-12-03,2804.839
2004-12-06,2795.705
2004-12-07,2800.081
2004-12-08,2765.416
2004-12-09,2737.451
2004-12-10,2742.838
2004-12-13,2781.305
2004-12-14,2781.083
2004-12-15,2796.193
2004-12-16,2770.256
2004-12-17,2737.428
2004-12-20,2772.919
2004-12-21,2766.054
2004-12-22,2781.769
2004-12-23,2816.067
2004-12-24,2827.779
2004-12-27,2840.54
2004-12-28,2844.326
2004-12-29,2830.487
2004-12-30,2842.863
2004-12-31,2845.689
2005-01-03,2840.477
2005-01-04,2805.489
2005-01-05,2777.881
2005-01-06,2764.588
2005-01-07,2748.807
2005-01-10,2759.426
2005-01-11,2759.624
2005-01-12,2770.252
2005-01-13,2772.483
2005-01-14,2765.492
2005-01-17,2773.589
2005-01-18,2754.579
2005-01-19,2753.179
2005-01-20,2731.613
2005-01-21,2755.951
2005-01-24,2766.534
2005-01-25,2763.59
2005-01-26,2805.978
2005-01-27,2819.579
2005-01-28,2813.931
2005-01-31,2849.911
2005-02-01,2894.638
2005-02-02,2914.092
2005-02-03,2882.781
2005-02-04,2928.964
2005-02-07,2924.61
2005-02-08,2909.708
2005-02-09,2896.663
2005-02-10,2907.18
2005-02-11,2920.165
2005-02-14,2944.26
2005-02-15,2961.183
2005-02-16,2956.813
2005-02-17,2995.49
2005-02-18,3010.775
2005-02-21,3023.24
2005-02-22,3030.67
2005-02-23,3004.289
2005-02-24,2996.125
2005-02-25,3037.504
2005-02-28,3047.092
2005-03-01,3048.719
2005-03-02,3035.772
2005-03-03,3041.181
2005-03-04,3087.505
2005-03-07,3080.743
2005-03-08,3095.94
2005-03-09,3079.913
2005-03-10,3055.561
2005-03-11,3063.417
2005-03-14,3043.294
2005-03-15,3040.11
2005-03-16,3025.826
2005-03-17,3017.228
2005-03-18,3008.261
2005-03-21,2977.839
2005-03-22,2984.82
2005-03-23,2939.798
2005-03-24,2956.497
2005-03-25,2956.497
2005-03-28,2935.748
2005-03-29,2949.774
2005-03-30,2957.735
2005-03-31,2962.052
2005-04-01,2945.891
2005-04-04,2911.15
2005-04-05,2934.862
2005-04-06,2948.963
2005-04-07,2980.954
2005-04-08,2971.413
2005-04-11,2981.513
2005-04-12,2949.651
2005-04-13,2951.307
2005-04-14,2919.962
2005-04-15,2914.696
2005-04-18,2875.164
2005-04-19,2891.282
2005-04-20,2877.78
2005-04-21,2885.269
2005-04-22,2900.055
2005-04-25,2888.409
2005-04-26,2870.588
2005-04-27,2829.924
2005-04-28,2804.47
2005-04-29,2808.273
2005-05-02,2796.057
2005-05-03,2812.433
2005-05-04,2838.007
2005-05-05,2867.668
2005-05-06,2876.228
2005-05-09,2865.501
2005-05-10,2868.568
2005-05-11,2843.416
2005-05-12,2827.764
2005-05-13,2817.339
2005-05-16,2806.046
2005-05-17,2812.21
2005-05-18,2846.54
2005-05-19,2854.678
2005-05-20,2857.875
2005-05-23,2885.453
2005-05-24,2879.899
2005-05-25,2891.092
2005-05-26,2896.284
2005-05-27,2898.007
2005-05-30,2894.175
2005-05-31,2831.322
2005-06-01,2862.685
2005-06-02,2875.992
2005-06-03,2873.391
2005-06-06,2851.231
2005-06-07,2876.779
2005-06-08,2887.624
2005-06-09,2856.091
2005-06-10,2868.149
2005-06-13,2868.151
