Date,NETHERLANDS GROWTH Standard (Large+Mid Cap)
1996-04-30,3187.042
1996-05-31,3259.069
1996-06-28,3361.365
1996-07-31,3294.54
1996-08-30,3397.91
1996-09-30,3505.146
1996-10-31,3618.239
1996-11-29,3763.043
1996-12-31,3860.388
1997-01-31,3771.284
1997-02-28,3904.57
1997-03-31,4042.447
1997-04-30,3979.103
1997-05-30,4224.606
1997-06-30,4515.944
1997-07-31,4778.409
1997-08-29,4345.912
1997-09-30,4766.537
1997-10-31,4562.319
1997-11-28,4544.571
1997-12-31,4654.034
1998-01-30,4586.21
1998-02-27,4979.523
1998-03-31,5100.362
1998-04-30,5167.28
1998-05-29,5467.206
1998-06-30,5333.742
1998-07-31,5080.38
1998-08-31,4553.335
1998-09-30,4452.154
1998-10-30,4806.345
1998-11-30,4987.712
1998-12-31,5562.203
1999-01-29,5284.162
1999-02-26,5075.203
1999-03-31,4625.567
1999-04-30,4667.16
1999-05-31,4434.747
1999-06-30,4222.52
1999-07-30,4341.274
1999-08-31,4460.503
1999-09-30,4335.832
1999-10-29,4349.521
1999-11-30,4180.696
1999-12-31,4441.606
2000-01-31,3805.319
2000-02-29,3758.618
2000-03-31,3900.968
2000-04-28,3599.217
2000-05-31,3542.202
2000-06-30,3692.973
2000-07-31,3487.039
2000-08-31,3338.996
2000-09-29,3142.601
2000-10-31,3100.194
2000-11-30,3028.725
2000-12-29,3162.237
2001-01-31,3130.741
2001-02-28,2900.7
2001-03-30,2654.071
2001-04-30,2837.559
2001-05-31,2634.104
2001-06-29,2704.479
2001-07-31,2647.167
2001-08-31,2705.401
2001-09-28,2403.604
2001-10-31,2390.587
2001-11-30,2548.069
2001-12-31,2626.475
2002-01-31,2535.834
2002-02-28,2615.287
2002-03-29,2757.364
2002-04-30,2752.597
2002-05-31,2803.035
2002-06-28,2774.126
2002-07-31,2307.499
2002-08-30,2337.428
2002-09-30,2106.385
2002-10-31,2238.039
2002-11-29,2245.52
2002-12-31,2249.676
2003-01-31,2076.679
2003-02-28,1992.672
2003-03-31,2032.674
2003-04-30,2137.695
2003-05-30,2263.079
2003-06-30,2256.904
2003-07-31,2315.452
2003-08-29,2345.971
2003-09-30,2321.695
2003-10-31,2396.001
2003-11-28,2469.071
2003-12-31,2666.913
2004-01-30,2649.68
2004-02-27,2746.081
2004-03-31,2630.864
2004-04-30,2584.916
2004-05-31,2645.019
2004-06-30,2679.678
2004-07-30,2517.304
2004-08-31,2455.703
2004-09-30,2475.737
2004-10-29,2575.601
2004-11-30,2756.047
2004-12-31,2845.689
2005-01-31,2849.911
2005-02-28,3047.092
2005-03-31,2962.052
2005-04-29,2808.273
2005-05-31,2831.322
2005-06-30,2943.532
2005-07-29,2991.191
2005-08-31,3027.839
2005-09-30,3015.526
2005-10-31,2968.146
2005-11-30,3057.135
2005-12-30,3178.602
2006-01-31,3354.381
2006-02-28,3351.485
2006-03-31,3448.235
2006-04-28,3610.678
2006-05-31,3477.078
2006-06-30,3481.81
2006-07-31,3593.888
2006-08-31,3701.142
2006-09-29,3829.756
2006-10-31,3830.504
2006-11-30,4044.978
2006-12-29,4164.944
2007-01-31,4193.914
2007-02-28,4095.685
2007-03-30,4410.43
2007-04-30,4705.341
2007-05-31,4753.101
2007-06-29,4816.204
2007-07-31,4804.467
2007-08-31,4716.179
2007-09-28,5037.919
2007-10-31,5082.586
2007-11-30,5080.305
2007-12-31,5036.26
2008-01-31,4455.458
2008-02-29,4499.314
2008-03-31,4682.792
2008-04-30,4824.873
2008-05-30,4891.007
2008-06-30,4295.925
2008-07-31,4020.167
2008-08-29,4141.837
2008-09-30,3481.346
2008-10-31,2991.69
2008-11-28,2816.988
2008-12-31,2950.845
2009-01-30,2776.647
2009-02-27,2572.325
2009-03-31,2673.279
2009-04-30,2759.836
2009-05-29,3091.418
2009-06-30,3107.809
2009-07-31,3406.877
2009-08-31,3573.972
2009-09-30,3764.445
2009-10-30,3934.768
2009-11-30,4006.544
2009-12-31,4104.914
2010-01-29,3949.933
2010-02-26,3837.121
2010-03-31,4029.483
2010-04-30,4008.14
2010-05-31,3540.034
2010-06-30,3516.613
2010-07-30,3782.55
2010-08-31,3478.498
2010-09-30,3911.84
2010-10-29,3946.628
2010-11-30,3647.792
2010-12-31,4036.277
2011-01-31,4056.281
2011-02-28,4164.975
2011-03-31,4261.379
2011-04-29,4355.676
2011-05-31,4209.928
2011-06-30,4098.578
2011-07-29,4045.781
2011-08-31,3803.555
2011-09-30,3536.417
2011-10-31,3927.577
2011-11-30,3779.286
2011-12-30,3865.112
2012-01-31,3836.239
2012-02-29,4070.341
2012-03-30,4185.581
2012-04-30,4199.753
2012-05-31,3770.835
2012-06-29,4062.054
2012-07-31,4243.373
2012-08-31,4285.684
2012-09-28,4339.596
2012-10-31,4449.477
2012-11-30,4621.567
2012-12-31,4727.562
2013-01-31,5031.163
2013-02-28,4907.634
2013-03-29,5046.921
2013-04-30,5183.018
2013-05-31,5236.416
2013-06-28,5062.156
2013-07-31,5438.406
2013-08-30,5351.043
2013-09-30,5624.218
2013-10-31,5760.858
2013-11-29,5803.539
2013-12-31,5908.828
2014-01-31,5563.015
2014-02-28,5863.434
2014-03-31,5959.878
2014-04-30,5838.435
2014-05-30,5950.504
2014-06-30,6014.014
2014-07-31,5745.467
2014-08-29,5898.695
2014-09-30,5829.505
2014-10-31,5680.899
2014-11-28,6031.874
2014-12-31,5819.925
2015-01-30,5985.706
2015-02-27,6305.294
2015-03-31,6121.882
2015-04-30,6439.684
2015-05-29,6469.467
2015-06-30,6317.711
2015-07-31,6571.086
2015-08-31,6088.733
2015-09-30,5916.811
2015-10-30,6405.802
2015-11-30,6336.205
2015-12-31,6145.543
2016-01-29,6136.97
2016-02-29,6016.998
2016-03-31,6538.128
2016-04-29,6440.047
2016-05-31,6568.634
2016-06-30,6363.728
2016-07-29,6641.682
2016-08-31,6692.067
2016-09-30,6814.659
2016-10-31,6517.451
2016-11-30,6190.889
2016-12-30,6428.167
2017-01-31,6500.42
2017-02-28,6925.177
2017-03-31,7238.436
2017-04-28,7500.644
2017-05-31,7942.867
2017-06-30,7739.167
2017-07-31,8214.699
2017-08-31,8257.752
2017-09-29,8417.967
2017-10-31,8495.708
2017-11-30,8414.116
2017-12-29,8419.885
2018-01-31,8952.991
2018-02-28,8529.656
2018-03-30,8616.984
2018-04-30,8655.141
2018-05-31,8624.597
2018-06-29,8644.46
2018-07-31,8942.499
2018-08-31,8836.728
2018-09-28,8444.751
2018-10-31,7831.675
2018-11-30,8102.593
2018-12-31,7716.032
2019-01-31,8226.466
2019-02-28,8560.859
2019-03-29,8850.101
2019-04-30,9336.18
2019-05-31,8884.594
2019-06-28,9449.463
2019-07-31,9618.76
2019-08-30,9715.154
2019-09-30,9890.315
2019-10-31,9901.724
2019-11-29,10154.141
2019-12-31,10592.205
2020-01-31,10377.252
2020-02-28,9622.346
2020-03-31,8922.58
2020-04-30,9731.151
2020-05-29,10415.51
2020-06-30,11166.179
2020-07-31,11667.023
2020-08-31,11846.501
2020-09-30,11829.855
2020-10-30,11610.823
2020-11-30,13021.831
2020-12-31,14093.732
2021-01-29,14651.329
2021-02-26,15080.007
2021-03-31,15686.71
2021-04-30,16567.516
2021-05-31,16811.12
2021-06-30,16877.881
2021-07-30,17867.636
2021-08-31,19119.787
2021-09-30,17374.312
2021-10-29,18694.222
2021-11-30,17627.404
2021-12-31,18127.764
2022-01-31,15518.362
2022-02-28,14973.157
2022-03-31,14790.319
2022-04-29,13138.285
2022-05-31,13094.114
2022-06-30,11724.96
2022-07-29,13291.841
2022-08-31,11755.319
2022-09-30,10413.94
2022-10-31,10920.867
2022-11-30,13015.575
2022-12-30,12525.371
2023-01-31,14581.613
2023-02-28,13985.866
2023-03-31,15211.627
2023-04-28,14678.651
2023-05-31,15123.912
2023-06-30,15668.178
2023-07-31,16069.2
2023-08-31,14334.045
2023-09-29,13110.537
2023-10-31,13031.944
2023-11-30,15073.631
2023-12-29,16190.058
2024-01-31,17682.105
2024-02-29,18928.946
2024-03-29,19388.793
2024-04-30,18145.211
2024-05-31,19272.047
2024-06-28,20370.785
2024-07-31,18565.421
2024-08-30,18706.534
2024-09-30,18083.602
2024-10-31,15594.447
2024-11-29,15632.754
2024-12-31,15771.838
2025-01-31,16665.91
2025-02-28,16167.843
2025-03-31,15122.777
2025-04-30,15730.142
2025-05-30,17263.014
2025-06-30,18090.949
2025-07-31,16360.809
