Date,USA LARGE GROWTH Large Cap
2001-06-13,965.175
2001-06-14,947.067
2001-06-15,939.994
2001-06-18,934.913
2001-06-19,937.778
2001-06-20,952.525
2001-06-21,962.906
2001-06-22,950.155
2001-06-25,946.254
2001-06-26,943.837
2001-06-27,940.549
2001-06-28,956.029
2001-06-29,948.809
2001-07-02,961.491
2001-07-03,960.684
2001-07-04,960.684
2001-07-05,940.526
2001-07-06,912.382
2001-07-09,920.986
2001-07-10,901.405
2001-07-11,897.423
2001-07-12,927.97
2001-07-13,934.766
2001-07-16,920.104
2001-07-17,930.979
2001-07-18,920.319
2001-07-19,928.194
2001-07-20,926.491
2001-07-23,906.566
2001-07-24,894.34
2001-07-25,906.637
2001-07-26,917.597
2001-07-27,921.339
2001-07-30,919.492
2001-07-31,925.001
2001-08-01,930.776
2001-08-02,936.48
2001-08-03,931.161
2001-08-06,918.732
2001-08-07,920.4
2001-08-08,900.471
2001-08-09,900.715
2001-08-10,902.924
2001-08-13,904.756
2001-08-14,897.392
2001-08-15,886.363
2001-08-16,889.916
2001-08-17,870.328
2001-08-20,877.527
2001-08-21,861.509
2001-08-22,868.723
2001-08-23,863.925
2001-08-24,890.432
2001-08-27,887.109
2001-08-28,869.544
2001-08-29,857.51
2001-08-30,835.009
2001-08-31,840.336
2001-09-03,840.336
2001-09-04,834.643
2001-09-05,833.551
2001-09-06,810.192
2001-09-07,791.788
2001-09-10,799.81
2001-09-11,799.81
2001-09-12,799.81
2001-09-13,799.81
2001-09-14,799.81
2001-09-17,753.217
2001-09-18,746.933
2001-09-19,734.534
2001-09-20,711.962
2001-09-21,699.503
2001-09-24,735.466
2001-09-25,741.013
2001-09-26,735.896
2001-09-27,740.864
2001-09-28,757.732
2001-10-01,757.065
2001-10-02,765.752
2001-10-03,790.181
2001-10-04,788.962
2001-10-05,794.925
2001-10-08,788.411
2001-10-09,779.451
2001-10-10,800.682
2001-10-11,822.857
2001-10-12,822.059
2001-10-15,820.839
2001-10-16,825.97
2001-10-17,803.379
2001-10-18,799.47
2001-10-19,804.17
2001-10-22,819.861
2001-10-23,817.251
2001-10-24,821.639
2001-10-25,834.617
2001-10-26,835.019
2001-10-29,808.243
2001-10-30,793.618
2001-10-31,795.4
2001-11-01,817.159
2001-11-02,819.554
2001-11-05,834.874
2001-11-06,851.501
2001-11-07,848.512
2001-11-08,852.576
2001-11-09,853.06
2001-11-12,853.518
2001-11-13,872.9
2001-11-14,877.327
2001-11-15,880.028
2001-11-16,874.887
2001-11-19,887.38
2001-11-20,875.18
2001-11-21,872.396
2001-11-22,872.396
2001-11-23,882.059
2001-11-26,892.366
2001-11-27,887.253
2001-11-28,869.529
2001-11-29,879.804
2001-11-30,879.273
2001-12-03,869.329
2001-12-04,882.667
2001-12-05,907.054
2001-12-06,904.117
2001-12-07,894.088
2001-12-10,876.499
2001-12-11,876.542
2001-12-12,878.806
2001-12-13,860.751
2001-12-14,866.814
2001-12-17,878.048
2001-12-18,883.261
2001-12-19,885.061
2001-12-20,872.064
2001-12-21,879.366
2001-12-24,876.839
2001-12-25,876.839
2001-12-26,880.414
2001-12-27,886.846
2001-12-28,889.194
2001-12-31,876.36
2002-01-01,876.36
2002-01-02,883.435
2002-01-03,894.475
2002-01-04,897.396
2002-01-07,889.014
2002-01-08,889.12
2002-01-09,885.1
2002-01-10,886.88
2002-01-11,878.385
2002-01-14,872.631
2002-01-15,876.288
2002-01-16,861.422
2002-01-17,872.53
2002-01-18,858.827
2002-01-21,858.827
2002-01-22,849.125
2002-01-23,854.33
2002-01-24,856.868
2002-01-25,856.899
2002-01-28,856.235
2002-01-29,830.5
2002-01-30,841.757
2002-01-31,853.227
2002-02-01,845.615
2002-02-04,823.273
2002-02-05,821.513
2002-02-06,818.39
2002-02-07,812.296
2002-02-08,825.824
2002-02-11,839.415
2002-02-12,834.886
2002-02-13,844.368
2002-02-14,841.044
2002-02-15,826.982
2002-02-18,826.982
2002-02-19,809.562
2002-02-20,821.204
2002-02-21,802.991
2002-02-22,807.863
2002-02-25,824.305
2002-02-26,822.57
2002-02-27,820.32
2002-02-28,815.724
2002-03-01,837.877
2002-03-04,853.907
2002-03-05,849.082
2002-03-06,858.784
2002-03-07,854.122
2002-03-08,864.96
2002-03-11,864.87
2002-03-12,859.7
2002-03-13,849.265
2002-03-14,847.976
2002-03-15,858.92
2002-03-18,858.608
2002-03-19,860.113
2002-03-20,842.784
2002-03-21,845.872
2002-03-22,842.575
2002-03-25,827.869
2002-03-26,831.464
2002-03-27,833.017
2002-03-28,836.752
2002-03-29,836.752
2002-04-01,838.203
2002-04-02,824.533
2002-04-03,816.694
2002-04-04,818.758
2002-04-05,813.261
2002-04-08,814.223
2002-04-09,805.518
2002-04-10,814.981
2002-04-11,790.244
2002-04-12,799.133
2002-04-15,791.64
2002-04-16,811.349
2002-04-17,807.397
2002-04-18,807.42
2002-04-19,807.065
2002-04-22,792.459
2002-04-23,783.951
2002-04-24,778.035
2002-04-25,775.532
2002-04-26,758.579
2002-04-29,752.058
2002-04-30,759.396
2002-05-01,765.557
2002-05-02,757.31
2002-05-03,745.013
2002-05-06,728.908
2002-05-07,726.418
2002-05-08,767.282
2002-05-09,750.5
2002-05-10,733.918
2002-05-13,750.594
2002-05-14,773.261
2002-05-15,768.978
2002-05-16,775.599
2002-05-17,786.157
2002-05-20,773.207
2002-05-21,759.513
2002-05-22,763.302
2002-05-23,771.946
2002-05-24,760.91
2002-05-27,760.91
2002-05-28,753.103
2002-05-29,745.569
2002-05-30,745.227
2002-05-31,744.103
2002-06-03,725.729
2002-06-04,728.767
2002-06-05,738.227
2002-06-06,724.35
2002-06-07,717.985
2002-06-10,721.163
2002-06-11,708.227
2002-06-12,713.788
2002-06-13,706.158
2002-06-14,704.802
2002-06-17,725.936
2002-06-18,724.17
2002-06-19,711.021
2002-06-20,699.173
2002-06-21,683.205
2002-06-24,690.504
2002-06-25,676.238
2002-06-26,679.322
2002-06-27,692.126
2002-06-28,685.104
2002-07-01,667.45
2002-07-02,652.777
2002-07-03,662.369
2002-07-04,662.369
2002-07-05,688.507
2002-07-08,677.19
2002-07-09,659.125
2002-07-10,637.392
2002-07-11,646.952
2002-07-12,644.523
2002-07-15,644.141
2002-07-16,633.43
2002-07-17,640.136
2002-07-18,621.859
2002-07-19,598.476
2002-07-22,580.65
2002-07-23,566.598
2002-07-24,600.234
2002-07-25,591.202
2002-07-26,601.173
2002-07-29,635.255
2002-07-30,636.438
2002-07-31,641.119
2002-08-01,621.303
2002-08-02,608.421
2002-08-05,586.311
2002-08-06,604.758
2002-08-07,620.023
2002-08-08,639.72
2002-08-09,639.838
2002-08-12,636.179
2002-08-13,623.002
2002-08-14,651.613
2002-08-15,660.679
2002-08-16,661.784
2002-08-19,677.146
2002-08-20,668.523
2002-08-21,677.195
2002-08-22,687.407
2002-08-23,671.324
2002-08-26,674.534
2002-08-27,660.83
2002-08-28,649.154
2002-08-29,649.105
2002-08-30,646.503
2002-09-02,646.503
2002-09-03,619.334
2002-09-04,631.757
2002-09-05,620.2
2002-09-06,631.671
2002-09-09,638.788
2002-09-10,645.989
2002-09-11,645.121
2002-09-12,628.549
2002-09-13,631.162
2002-09-16,633.108
2002-09-17,621.262
2002-09-18,617.715
2002-09-19,599.294
2002-09-20,599.414
2002-09-23,589.559
2002-09-24,582.264
2002-09-25,598.155
2002-09-26,606.253
2002-09-27,586.385
2002-09-30,576.074
2002-10-01,600.44
2002-10-02,588.39
2002-10-03,582.448
2002-10-04,570.658
2002-10-07,561.239
2002-10-08,574.189
2002-10-09,560.008
2002-10-10,577.443
2002-10-11,600.852
2002-10-14,605.604
2002-10-15,635.31
2002-10-16,616.692
2002-10-17,630.343
2002-10-18,635.724
2002-10-21,643.472
2002-10-22,636.354
2002-10-23,640.168
2002-10-24,629.003
2002-10-25,641.93
2002-10-28,634.648
2002-10-29,630.257
2002-10-30,634.753
2002-10-31,632.345
2002-11-01,641.471
2002-11-04,648.427
2002-11-05,653.297
2002-11-06,658.775
2002-11-07,646.03
2002-11-08,639.302
2002-11-11,626.389
2002-11-12,633.189
2002-11-13,634.96
2002-11-14,651.848
2002-11-15,653.097
2002-11-18,644.938
2002-11-19,640.821
2002-11-20,653.286
2002-11-21,665.789
2002-11-22,662.484
2002-11-25,662.893
2002-11-26,649.568
2002-11-27,667.892
2002-11-28,667.892
2002-11-29,665.301
2002-12-02,664.486
2002-12-03,654.939
2002-12-04,653.817
2002-12-05,644.75
2002-12-06,647.45
2002-12-09,632.598
2002-12-10,641.975
2002-12-11,642.048
2002-12-12,639.462
2002-12-13,628.341
2002-12-16,641.536
2002-12-17,635.022
2002-12-18,625.788
2002-12-19,620.219
2002-12-20,626.935
2002-12-23,629.747
2002-12-24,627.014
2002-12-25,627.014
2002-12-26,622.22
2002-12-27,613.574
2002-12-30,616.472
2002-12-31,616.09
2003-01-01,616.09
2003-01-02,636.921
2003-01-03,636.739
2003-01-06,647.521
2003-01-07,645.589
2003-01-08,636.946
2003-01-09,650.452
2003-01-10,651.248
2003-01-13,650.658
2003-01-14,654.994
2003-01-15,644.815
2003-01-16,641.766
2003-01-17,629.512
2003-01-20,629.512
2003-01-21,622.834
2003-01-22,618.343
2003-01-23,627.38
2003-01-24,607.965
2003-01-27,598.579
2003-01-28,605.941
2003-01-29,609.28
2003-01-30,594.421
2003-01-31,600.344
2003-02-03,602.753
2003-02-04,593.838
2003-02-05,591.452
2003-02-06,588.727
2003-02-07,581.867
2003-02-10,586.928
2003-02-11,583.749
2003-02-12,577.571
2003-02-13,576.756
2003-02-14,589.815
2003-02-17,589.815
2003-02-18,603.529
2003-02-19,599.642
2003-02-20,594.43
2003-02-21,602.399
2003-02-24,591.612
2003-02-25,595.011
2003-02-26,587.295
2003-02-27,593.215
2003-02-28,596.715
2003-03-03,589.942
2003-03-04,581.645
2003-03-05,587.636
2003-03-06,583.549
2003-03-07,588.597
2003-03-10,575.04
2003-03-11,571.778
2003-03-12,576.227
2003-03-13,597.153
2003-03-14,596.587
2003-03-17,619.913
2003-03-18,623.048
2003-03-19,627.902
2003-03-20,628.607
2003-03-21,642.773
2003-03-24,619.893
2003-03-25,627.7
2003-03-26,623.947
2003-03-27,622.534
2003-03-28,618.484
2003-03-31,607.65
2003-04-01,613.71
2003-04-02,632.038
2003-04-03,629.83
2003-04-04,630.497
2003-04-07,630.632
2003-04-08,629.262
2003-04-09,619.81
2003-04-10,623.544
2003-04-11,621.246
2003-04-14,633.414
2003-04-15,636.076
2003-04-16,630.557
2003-04-17,640.73
2003-04-18,640.73
2003-04-21,639.26
2003-04-22,651.106
2003-04-23,653.794
2003-04-24,647.826
2003-04-25,638.479
2003-04-28,650.079
2003-04-29,653.511
2003-04-30,649.807
2003-05-01,650.467
2003-05-02,660.361
2003-05-05,659.395
2003-05-06,665.746
2003-05-07,661.609
2003-05-08,655.551
2003-05-09,666.664
2003-05-12,675.228
2003-05-13,672.414
2003-05-14,669.296
2003-05-15,674.695
2003-05-16,671.233
2003-05-19,654.054
2003-05-20,653.056
2003-05-21,652.939
2003-05-22,658.103
2003-05-23,655.971
2003-05-26,655.971
2003-05-27,668.836
2003-05-28,671.029
2003-05-29,670.433
2003-05-30,677.8
2003-06-02,676.825
2003-06-03,681.8
2003-06-04,691.706
2003-06-05,692.904
2003-06-06,689.492
2003-06-09,683.204
2003-06-10,689.703
2003-06-11,696.929
2003-06-12,697.831
2003-06-13,691.33
2003-06-16,708.889
2003-06-17,711.844
2003-06-18,712.595
2003-06-19,702.324
2003-06-20,701.219
2003-06-23,690.888
2003-06-24,691.156
2003-06-25,685.228
2003-06-26,694.563
2003-06-27,687.918
2003-06-30,686.304
2003-07-01,692.553
2003-07-02,701.97
2003-07-03,695.735
2003-07-04,695.735
2003-07-07,711.84
2003-07-08,715.328
2003-07-09,710.894
2003-07-10,702.362
2003-07-11,709.973
2003-07-14,714.624
2003-07-15,714.357
2003-07-16,712.366
2003-07-17,701.864
2003-07-18,707.211
2003-07-21,697.175
2003-07-22,702.782
2003-07-23,705.641
2003-07-24,699.39
2003-07-25,711.933
2003-07-28,709.564
2003-07-29,705.173
2003-07-30,705.111
2003-07-31,707.013
2003-08-01,699.53
2003-08-04,701.902
2003-08-05,688.467
2003-08-06,687.298
2003-08-07,693.191
2003-08-08,694.333
2003-08-11,697.568
2003-08-12,704.46
2003-08-13,699.618
2003-08-14,702.748
2003-08-15,703.55
2003-08-18,711.024
2003-08-19,712.398
2003-08-20,709.554
2003-08-21,710.327
2003-08-22,706.447
2003-08-25,708.257
2003-08-26,710.916
2003-08-27,711.537
2003-08-28,715.252
2003-08-29,718.38
2003-09-01,718.38
2003-09-02,727.931
2003-09-03,730.58
2003-09-04,733.573
2003-09-05,728.91
2003-09-08,737.437
2003-09-09,731.855
2003-09-10,722.835
2003-09-11,727.981
2003-09-12,729.413
2003-09-15,726.58
2003-09-16,738.318
2003-09-17,735.186
2003-09-18,743.574
2003-09-19,740.626
2003-09-22,730.723
2003-09-23,737.365
2003-09-24,720.6
2003-09-25,716.564
2003-09-26,712.099
2003-09-29,720.163
2003-09-30,710.188
2003-10-01,727.451
2003-10-02,728.386
2003-10-03,736.752
2003-10-06,738.169
2003-10-07,742.216
2003-10-08,738.362
2003-10-09,742.555
2003-10-10,742.418
2003-10-13,747.447
2003-10-14,750.715
2003-10-15,749.706
2003-10-16,752.555
2003-10-17,744.07
2003-10-20,748.985
2003-10-21,752.692
2003-10-22,739.739
2003-10-23,740.481
2003-10-24,735.597
2003-10-27,737.704
2003-10-28,752.266
2003-10-29,751.011
2003-10-30,749.674
2003-10-31,752.673
2003-11-03,759.278
2003-11-04,754.019
2003-11-05,753.17
2003-11-06,758.704
2003-11-07,753.686
2003-11-10,748.663
2003-11-11,748.554
2003-11-12,759.073
2003-11-13,759.054
2003-11-14,754.233
2003-11-17,749.288
2003-11-18,742.38
2003-11-19,749.916
2003-11-20,742.061
2003-11-21,743.182
2003-11-24,757.611
2003-11-25,755.72
2003-11-26,758.036
2003-11-27,758.036
2003-11-28,757.876
2003-12-01,766.254
2003-12-02,761.118
2003-12-03,758.578
2003-12-04,763.207
2003-12-05,756.137
2003-12-08,760.328
2003-12-09,751.097
2003-12-10,751.16
2003-12-11,759.521
2003-12-12,760.903
2003-12-15,755.544
2003-12-16,759.613
2003-12-17,759.36
2003-12-18,768.335
2003-12-19,766.731
2003-12-22,768.224
2003-12-23,770.552
2003-12-24,769.491
2003-12-25,769.491
2003-12-26,770.881
2003-12-29,781.402
2003-12-30,781.025
2003-12-31,782.104
2004-01-01,782.104
2004-01-02,779.063
2004-01-05,789.575
2004-01-06,792.193
2004-01-07,796.533
2004-01-08,799.524
2004-01-09,793.446
2004-01-12,797.736
2004-01-13,793.456
2004-01-14,798.904
2004-01-15,799.456
2004-01-16,805.149
2004-01-19,805.149
2004-01-20,802.592
2004-01-21,807.013
2004-01-22,806.079
2004-01-23,806.606
2004-01-26,817.587
2004-01-27,806.834
2004-01-28,794.676
2004-01-29,799.973
2004-01-30,798.443
2004-02-02,802.082
2004-02-03,805.457
2004-02-04,798.466
2004-02-05,798.05
2004-02-06,809.688
2004-02-09,806.973
2004-02-10,811.436
2004-02-11,817.63
2004-02-12,812.558
2004-02-13,807.888
2004-02-16,807.888
2004-02-17,815.095
2004-02-18,812.16
2004-02-19,807.332
2004-02-20,806.959
2004-02-23,802.231
2004-02-24,802.758
2004-02-25,806.131
2004-02-26,806.721
2004-02-27,804.857
2004-03-01,812.02
2004-03-02,805.084
2004-03-03,806.216
2004-03-04,809.968
2004-03-05,809.312
2004-03-08,801.605
2004-03-09,798.19
2004-03-10,788.116
2004-03-11,777.152
2004-03-12,786.637
2004-03-15,774.811
2004-03-16,779.032
2004-03-17,786.826
2004-03-18,784.551
2004-03-19,775.033
2004-03-22,766.743
2004-03-23,765.329
2004-03-24,765.968
2004-03-25,780.9
2004-03-26,778.256
2004-03-29,789.297
2004-03-30,791.674
2004-03-31,790.385
2004-04-01,795.003
2004-04-02,805.195
2004-04-05,811.978
2004-04-06,808.145
2004-04-07,802.308
2004-04-08,801.395
2004-04-09,801.395
2004-04-12,806.259
2004-04-13,797.43
2004-04-14,799.197
2004-04-15,799.829
2004-04-16,800.906
2004-04-19,804.235
2004-04-20,790.12
2004-04-21,794.953
2004-04-22,804.65
2004-04-23,808.939
2004-04-26,804.468
2004-04-27,805.605
2004-04-28,794.666
2004-04-29,789.474
2004-04-30,783.271
2004-05-03,789.596
2004-05-04,790.135
2004-05-05,792.083
2004-05-06,787.355
2004-05-07,781.657
2004-05-10,776.248
2004-05-11,782.88
2004-05-12,782.236
2004-05-13,780.977
2004-05-14,778.107
2004-05-17,770.588
2004-05-18,776.025
2004-05-19,773.657
2004-05-20,774.648
2004-05-21,776.418
2004-05-24,776.326
2004-05-25,789.396
2004-05-26,791.175
2004-05-27,797.432
2004-05-28,796.525
2004-05-31,796.525
2004-06-01,797.391
2004-06-02,799.76
2004-06-03,793.659
2004-06-04,798.134
2004-06-07,810.811
2004-06-08,813.269
2004-06-09,805.007
2004-06-10,807.364
2004-06-11,807.364
2004-06-14,800.677
2004-06-15,804.911
2004-06-16,804.52
2004-06-17,801.621
2004-06-18,802.153
2004-06-21,797.523
2004-06-22,800.271
2004-06-23,806.79
2004-06-24,803.926
2004-06-25,798.968
2004-06-28,798.461
2004-06-29,801.463
2004-06-30,804.512
2004-07-01,795.432
2004-07-02,792.194
2004-07-05,792.194
2004-07-06,783.262
2004-07-07,785.071
2004-07-08,778.621
2004-07-09,780.554
2004-07-12,780.463
2004-07-13,781.388
2004-07-14,776.715
2004-07-15,772.781
2004-07-16,766.857
2004-07-19,764.598
2004-07-20,772.22
2004-07-21,760.863
2004-07-22,764.479
2004-07-23,753.097
2004-07-26,751.517
2004-07-27,759.019
2004-07-28,756.95
2004-07-29,760.392
2004-07-30,761.841
2004-08-02,765.745
2004-08-03,759.306
2004-08-04,758.707
2004-08-05,745.928
2004-08-06,733.705
2004-08-09,732.949
2004-08-10,743.8
2004-08-11,739.949
2004-08-12,731.519
2004-08-13,732.92
2004-08-16,741.41
2004-08-17,744.981
2004-08-18,755.25
2004-08-19,751.896
2004-08-20,755.667
2004-08-23,755.393
2004-08-24,754.85
2004-08-25,761.793
2004-08-26,760.935
2004-08-27,763.413
2004-08-30,756.072
2004-08-31,758.314
2004-09-01,760.123
2004-09-02,768.634
2004-09-03,762.901
2004-09-06,762.901
2004-09-07,766.528
2004-09-08,764.194
2004-09-09,765.525
2004-09-10,770.754
2004-09-13,773.14
2004-09-14,775.971
2004-09-15,770.083
2004-09-16,769.691
2004-09-17,772.654
2004-09-20,768.792
2004-09-21,771.706
2004-09-22,760.413
2004-09-23,759.331
2004-09-24,758.434
2004-09-27,753.559
2004-09-28,756.957
2004-09-29,762.657
2004-09-30,763.292
2004-10-01,775.183
2004-10-04,777.344
2004-10-05,777.511
2004-10-06,781.79
2004-10-07,772.08
2004-10-08,763.99
2004-10-11,766.468
2004-10-12,763.826
2004-10-13,760.775
2004-10-14,753.166
2004-10-15,755.693
2004-10-18,762.561
2004-10-19,756.752
2004-10-20,758.352
2004-10-21,759.779
2004-10-22,749.122
2004-10-25,746.929
2004-10-26,758.194
2004-10-27,770.873
2004-10-28,772.647
2004-10-29,772.806
2004-11-01,772.205
2004-11-02,773.564
2004-11-03,782.276
2004-11-04,791.991
2004-11-05,797.127
2004-11-08,796.74
2004-11-09,796.435
2004-11-10,793.213
2004-11-11,800.695
2004-11-12,807.576
2004-11-15,810.55
2004-11-16,804.056
2004-11-17,808.683
2004-11-18,809.633
2004-11-19,798.885
2004-11-22,802.105
2004-11-23,800.215
2004-11-24,803.437
2004-11-25,803.437
2004-11-26,803.205
2004-11-29,801.706
2004-11-30,796.281
2004-12-01,810.626
2004-12-02,813.044
2004-12-03,814.258
2004-12-06,814.123
2004-12-07,805.2
2004-12-08,810.555
2004-12-09,816.555
2004-12-10,814.34
2004-12-13,819.758
2004-12-14,824.111
2004-12-15,823.634
2004-12-16,822.778
2004-12-17,818.117
2004-12-20,817.464
2004-12-21,824.651
2004-12-22,827.579
2004-12-23,827.932
2004-12-24,827.932
2004-12-27,825.27
2004-12-28,831.652
2004-12-29,831.445
2004-12-30,832.1
2004-12-31,830.417
2005-01-03,825.15
2005-01-04,813.813
2005-01-05,811.601
2005-01-06,813.052
2005-01-07,814.637
2005-01-10,818.701
2005-01-11,813.703
2005-01-12,817.824
2005-01-13,808.954
2005-01-14,813.612
2005-01-17,813.612
2005-01-18,819.425
2005-01-19,811.991
2005-01-20,804.326
2005-01-21,799.204
2005-01-24,793.572
2005-01-25,798.08
2005-01-26,802.159
2005-01-27,801.425
2005-01-28,800.916
2005-01-31,805.904
2005-02-01,810.149
2005-02-02,812.389
2005-02-03,808.27
2005-02-04,816.152
2005-02-07,814.664
2005-02-08,814.359
2005-02-09,806.224
2005-02-10,809.568
2005-02-11,816.242
2005-02-14,816.014
2005-02-15,819.738
2005-02-16,819.249
2005-02-17,812.842
2005-02-18,811.805
2005-02-21,811.805
2005-02-22,800.812
2005-02-23,804.115
2005-02-24,809.624
2005-02-25,814.885
2005-02-28,809.303
2005-03-01,815.378
2005-03-02,814.678
2005-03-03,814.135
2005-03-04,820.114
2005-03-07,823.703
2005-03-08,819.397
2005-03-09,814.64
2005-03-10,816.823
2005-03-11,808.472
2005-03-14,812.119
2005-03-15,805.956
2005-03-16,799.086
2005-03-17,799.996
2005-03-18,798.799
2005-03-21,796.05
2005-03-22,790.051
2005-03-23,792.653
2005-03-24,791.914
2005-03-25,791.914
2005-03-28,793.825
2005-03-29,788.887
2005-03-30,799.28
2005-03-31,795.272
2005-04-01,787.493
2005-04-04,792.178
2005-04-05,797.579
2005-04-06,796.529
2005-04-07,802.822
2005-04-08,796.268
2005-04-11,795.139
2005-04-12,799.013
2005-04-13,790.246
2005-04-14,782.964
2005-04-15,771.884
2005-04-18,771.379
2005-04-19,774.369
2005-04-20,765.861
2005-04-21,782.524
2005-04-22,773.951
2005-04-25,779.883
2005-04-26,773.801
2005-04-27,777.759
2005-04-28,771.181
2005-04-29,778.79
2005-05-02,782.35
2005-05-03,783.651
2005-05-04,792.969
2005-05-05,791.076
2005-05-06,791.293
2005-05-09,795.318
2005-05-10,787.906
2005-05-11,792.331
2005-05-12,788.487
2005-05-13,788.244
2005-05-16,795.891
2005-05-17,800.819
2005-05-18,808.376
2005-05-19,812.048
2005-05-20,810.977
2005-05-23,813.413
2005-05-24,814.795
2005-05-25,811.762
2005-05-26,817.52
2005-05-27,818.086
2005-05-30,818.086
2005-05-31,812.781
2005-06-01,820.249
2005-06-02,823.13
2005-06-03,815.616
2005-06-06,816.626
2005-06-07,816.042
2005-06-08,813.51
2005-06-09,818.365
2005-06-10,813.593
2005-06-13,815.823
2005-06-14,817.13
2005-06-15,817.861
2005-06-16,819.604
2005-06-17,821.374
2005-06-20,822.242
2005-06-21,822.027
2005-06-22,821.669
2005-06-23,812.72
2005-06-24,806.204
2005-06-27,804.845
2005-06-28,813.679
2005-06-29,811.176
2005-06-30,805.749
2005-07-01,806.391
2005-07-04,806.391
2005-07-05,813.27
2005-07-06,807.74
2005-07-07,809.832
2005-07-08,820.61
2005-07-11,826.264
2005-07-12,829.094
2005-07-13,829.617
2005-07-14,833.125
2005-07-15,834.491
2005-07-18,830.966
2005-07-19,838.322
2005-07-20,842.597
2005-07-21,839.447
2005-07-22,840.967
2005-07-25,837.016
2005-07-26,839.572
2005-07-27,845.193
2005-07-28,849.874
2005-07-29,843.513
2005-08-01,845.602
2005-08-02,852.405
2005-08-03,853.258
2005-08-04,846.532
2005-08-05,842.652
2005-08-08,838.863
2005-08-09,844.937
2005-08-10,840.841
2005-08-11,846.331
2005-08-12,840.704
2005-08-15,843.965
2005-08-16,833.649
2005-08-17,835.532
2005-08-18,834.85
2005-08-19,834.255
2005-08-22,835.482
2005-08-23,833.059
2005-08-24,827.241
2005-08-25,828.978
2005-08-26,824.997
2005-08-29,830.98
2005-08-30,827.388
2005-08-31,833.764
2005-09-01,832.079
2005-09-02,830.27
2005-09-05,830.27
2005-09-06,842.115
2005-09-07,844.06
2005-09-08,840.795
2005-09-09,845.049
2005-09-12,844.854
2005-09-13,838.593
2005-09-14,832.791
2005-09-15,832.945
2005-09-16,838.042
2005-09-19,832.658
2005-09-20,826.008
2005-09-21,818.451
2005-09-22,823.276
2005-09-23,824.274
2005-09-26,822.292
2005-09-27,821.745
2005-09-28,822.052
2005-09-29,829.085
2005-09-30,832.598
2005-10-03,831.189
2005-10-04,825.802
2005-10-05,814.948
2005-10-06,811.584
2005-10-07,813.033
2005-10-10,809.998
2005-10-11,807.366
2005-10-12,803.702
2005-10-13,805.995
2005-10-14,812.464
2005-10-17,813.371
2005-10-18,808.435
2005-10-19,822.542
2005-10-20,813.75
2005-10-21,814.811
2005-10-24,826.316
2005-10-25,822.531
2005-10-26,817.811
2005-10-27,808.775
2005-10-28,821.283
2005-10-31,829.048
2005-11-01,825.123
2005-11-02,833.215
