Date,PORTUGAL VALUE Standard (Large+Mid Cap)
2002-04-03,114.164
2002-04-04,114.241
2002-04-05,113.714
2002-04-08,113.095
2002-04-09,113.143
2002-04-10,112.98
2002-04-11,113.317
2002-04-12,112.201
2002-04-15,112.604
2002-04-16,113.185
2002-04-17,113.046
2002-04-18,113.987
2002-04-19,112.748
2002-04-22,113.882
2002-04-23,112.873
2002-04-24,113.27
2002-04-25,114.109
2002-04-26,114.466
2002-04-29,113.773
2002-04-30,113.479
2002-05-01,114.122
2002-05-02,111.777
2002-05-03,112.685
2002-05-06,111.567
2002-05-07,110.411
2002-05-08,112.547
2002-05-09,112.035
2002-05-10,112.936
2002-05-13,112.106
2002-05-14,111.968
2002-05-15,112.35
2002-05-16,113.226
2002-05-17,114.633
2002-05-20,114.095
2002-05-21,114.363
2002-05-22,115.318
2002-05-23,114.59
2002-05-24,114.734
2002-05-27,114.5
2002-05-28,115.601
2002-05-29,116.437
2002-05-30,117.131
2002-05-31,115.002
2002-06-03,116.85
2002-06-04,116.63
2002-06-05,117.365
2002-06-06,116.728
2002-06-07,117.117
2002-06-10,117.012
2002-06-11,117.341
2002-06-12,116.338
2002-06-13,116.123
2002-06-14,115.021
2002-06-17,114.807
2002-06-18,116.356
2002-06-19,115.87
2002-06-20,115.828
2002-06-21,113.987
2002-06-24,111.032
2002-06-25,111.279
2002-06-26,112.598
2002-06-27,111.781
2002-06-28,112.253
2002-07-01,111.803
2002-07-02,110.272
2002-07-03,109.488
2002-07-04,109.287
2002-07-05,109.862
2002-07-08,110.648
2002-07-09,111.15
2002-07-10,110.391
2002-07-11,109.536
2002-07-12,109.497
2002-07-15,109.588
2002-07-16,110.564
2002-07-17,110.044
2002-07-18,109.046
2002-07-19,106.384
2002-07-22,102.273
2002-07-23,100.6
2002-07-24,97.455
2002-07-25,102.613
2002-07-26,100.492
2002-07-29,101.35
2002-07-30,102.043
2002-07-31,102.855
2002-08-01,101.984
2002-08-02,101.607
2002-08-05,98.108
2002-08-06,96.32
2002-08-07,96.65
2002-08-08,97.732
2002-08-09,99.577
2002-08-12,100.23
2002-08-13,99.168
2002-08-14,99.613
2002-08-15,98.871
2002-08-16,98.407
2002-08-19,97.866
2002-08-20,97.817
2002-08-21,97.79
2002-08-22,98.513
2002-08-23,98.433
2002-08-26,98.382
2002-08-27,99.198
2002-08-28,98.077
2002-08-29,98.935
2002-08-30,98.335
2002-09-02,97.816
2002-09-03,99.562
2002-09-04,99.424
2002-09-05,98.802
2002-09-06,98.515
2002-09-09,98.533
2002-09-10,97.974
2002-09-11,98.039
2002-09-12,98.324
2002-09-13,98.946
2002-09-16,98.182
2002-09-17,96.834
2002-09-18,95.098
2002-09-19,93.135
2002-09-20,95.614
2002-09-23,92.209
2002-09-24,90.322
2002-09-25,90.672
2002-09-26,91.185
2002-09-27,89.192
2002-09-30,88.529
2002-10-01,88.578
2002-10-02,88.728
2002-10-03,89.335
2002-10-04,88.517
2002-10-07,88.62
2002-10-08,89.419
2002-10-09,89.079
2002-10-10,87.587
2002-10-11,90.553
2002-10-14,89.213
2002-10-15,89.869
2002-10-16,89.876
2002-10-17,89.646
2002-10-18,89.415
2002-10-21,88.397
2002-10-22,88.55
2002-10-23,89.106
2002-10-24,89.29
2002-10-25,90.796
2002-10-28,91.436
2002-10-29,89.83
2002-10-30,90.23
2002-10-31,91.66
2002-11-01,92.229
2002-11-04,97.015
2002-11-05,97.543
2002-11-06,96.612
2002-11-07,96.817
2002-11-08,97.418
2002-11-11,96.69
2002-11-12,96.622
2002-11-13,95.691
2002-11-14,97.021
2002-11-15,98.949
2002-11-18,98.311
2002-11-19,98.692
2002-11-20,97.924
2002-11-21,96.599
2002-11-22,96.954
2002-11-25,98.95
2002-11-26,98.273
2002-11-27,99.526
2002-11-28,100.727
2002-11-29,100.707
2002-12-02,101.785
2002-12-03,101.059
2002-12-04,101.887
2002-12-05,101.746
2002-12-06,101.733
2002-12-09,98.384
2002-12-10,99.288
2002-12-11,97.36
2002-12-12,96.178
2002-12-13,96.627
2002-12-16,96.3
2002-12-17,97.885
2002-12-18,99.314
2002-12-19,98.511
2002-12-20,98.706
2002-12-23,97.64
2002-12-24,98.044
2002-12-25,98.044
2002-12-26,98.291
2002-12-27,98.762
2002-12-30,99.827
2002-12-31,101.67
2003-01-01,101.67
2003-01-02,102.351
2003-01-03,102.744
2003-01-06,102.42
2003-01-07,105.482
2003-01-08,105.151
2003-01-09,106.599
2003-01-10,108.084
2003-01-13,109.316
2003-01-14,110.495
2003-01-15,109.302
2003-01-16,109.535
2003-01-17,109.375
2003-01-20,108.426
2003-01-21,106.472
2003-01-22,107.648
2003-01-23,108.417
2003-01-24,108.638
2003-01-27,106.928
2003-01-28,104.725
2003-01-29,103.062
2003-01-30,101.45
2003-01-31,102.012
2003-02-03,103.993
2003-02-04,103.267
2003-02-05,103.519
2003-02-06,103.541
2003-02-07,103.421
2003-02-10,101.901
2003-02-11,102.367
2003-02-12,101.49
2003-02-13,101.386
2003-02-14,102.784
2003-02-17,103.077
2003-02-18,103.057
2003-02-19,100.106
2003-02-20,100.107
2003-02-21,97.768
2003-02-24,95.476
2003-02-25,91.677
2003-02-26,92.851
2003-02-27,92.299
2003-02-28,95.134
2003-03-03,94.902
2003-03-04,96.293
2003-03-05,97.128
2003-03-06,97.406
2003-03-07,98.253
2003-03-10,100.731
2003-03-11,100.97
2003-03-12,98.551
2003-03-13,98.707
2003-03-14,99.139
2003-03-17,98.559
2003-03-18,100.531
2003-03-19,101.252
2003-03-20,101.858
2003-03-21,102.566
2003-03-24,101.763
2003-03-25,103.06
2003-03-26,104.116
2003-03-27,104.647
2003-03-28,104.523
2003-03-31,103.255
2003-04-01,104.465
2003-04-02,104.217
2003-04-03,104.5
2003-04-04,107.285
2003-04-07,110.587
2003-04-08,109.858
2003-04-09,109.396
2003-04-10,109.221
2003-04-11,107.273
2003-04-14,104.199
2003-04-15,108.098
2003-04-16,107.123
2003-04-17,107.037
2003-04-18,107.037
2003-04-21,106.576
2003-04-22,107.132
2003-04-23,108.085
2003-04-24,107.674
2003-04-25,108.463
2003-04-28,108.396
2003-04-29,108.393
2003-04-30,109.949
2003-05-01,110.958
2003-05-02,110.877
2003-05-05,111.896
2003-05-06,114.736
2003-05-07,115.127
2003-05-08,115.186
2003-05-09,113.987
2003-05-12,115.177
2003-05-13,114.171
2003-05-14,115.516
2003-05-15,115.044
2003-05-16,114.642
2003-05-19,116.448
2003-05-20,116.676
2003-05-21,116.575
2003-05-22,116.486
2003-05-23,117.178
2003-05-26,118.208
2003-05-27,119.016
2003-05-28,120.167
2003-05-29,119.826
2003-05-30,121.013
2003-06-02,124.393
2003-06-03,125.657
2003-06-04,127.916
2003-06-05,130.648
2003-06-06,128.035
2003-06-09,127.897
2003-06-10,126.882
2003-06-11,129.496
2003-06-12,129.722
2003-06-13,129.953
2003-06-16,132.247
2003-06-17,130.798
2003-06-18,127.911
2003-06-19,126.885
2003-06-20,128.211
2003-06-23,128.917
2003-06-24,126.969
2003-06-25,128.51
2003-06-26,127.529
2003-06-27,127.562
2003-06-30,126.92
2003-07-01,127.061
2003-07-02,128.792
2003-07-03,130.145
2003-07-04,128.558
2003-07-07,128.685
2003-07-08,129.588
2003-07-09,126.955
2003-07-10,127.213
2003-07-11,128.418
2003-07-14,129.226
2003-07-15,127.853
2003-07-16,126.321
2003-07-17,126.308
2003-07-18,124.93
2003-07-21,124.707
2003-07-22,124.828
2003-07-23,126.227
2003-07-24,128.754
2003-07-25,128.894
2003-07-28,128.336
2003-07-29,128.527
2003-07-30,127.068
2003-07-31,125.669
2003-08-01,124.62
2003-08-04,125.184
2003-08-05,126.991
2003-08-06,126.35
2003-08-07,127.846
2003-08-08,126.424
2003-08-11,126.257
2003-08-12,126.833
2003-08-13,126.557
2003-08-14,126.128
2003-08-15,126.359
2003-08-18,127.19
2003-08-19,126.616
2003-08-20,126.811
2003-08-21,126.645
2003-08-22,126.334
2003-08-25,126.812
2003-08-26,126.517
2003-08-27,127.25
2003-08-28,126.861
2003-08-29,126.2
2003-09-01,126.993
2003-09-02,125.767
2003-09-03,126.007
2003-09-04,125.794
2003-09-05,127.082
2003-09-08,127.735
2003-09-09,128.762
2003-09-10,128.466
2003-09-11,128.904
2003-09-12,129.639
2003-09-15,129.711
2003-09-16,127.99
2003-09-17,129.489
2003-09-18,130.867
2003-09-19,132.756
2003-09-22,133.422
2003-09-23,135.889
2003-09-24,136.0
2003-09-25,135.471
2003-09-26,134.331
2003-09-29,136.982
2003-09-30,138.906
2003-10-01,140.274
2003-10-02,141.308
2003-10-03,140.641
2003-10-06,140.878
2003-10-07,142.189
2003-10-08,143.837
2003-10-09,143.459
2003-10-10,143.8
2003-10-13,143.472
2003-10-14,144.014
2003-10-15,143.241
2003-10-16,142.854
2003-10-17,142.851
2003-10-20,141.441
2003-10-21,142.37
2003-10-22,142.289
2003-10-23,141.928
2003-10-24,142.268
2003-10-27,140.518
2003-10-28,139.516
2003-10-29,139.488
2003-10-30,139.762
2003-10-31,138.865
2003-11-03,137.198
2003-11-04,138.754
2003-11-05,139.01
2003-11-06,138.405
2003-11-07,140.382
2003-11-10,139.898
2003-11-11,140.13
2003-11-12,142.574
2003-11-13,143.374
2003-11-14,145.021
2003-11-17,143.546
2003-11-18,144.103
2003-11-19,145.511
2003-11-20,145.623
2003-11-21,145.925
2003-11-24,143.929
2003-11-25,143.958
2003-11-26,146.35
2003-11-27,146.224
2003-11-28,148.945
2003-12-01,148.552
2003-12-02,150.659
2003-12-03,150.499
2003-12-04,150.208
2003-12-05,151.015
2003-12-08,152.614
2003-12-09,152.909
2003-12-10,153.029
2003-12-11,151.064
2003-12-12,152.989
2003-12-15,154.018
2003-12-16,155.812
2003-12-17,155.62
2003-12-18,155.891
2003-12-19,155.985
2003-12-22,157.2
2003-12-23,157.95
2003-12-24,158.644
2003-12-25,158.644
2003-12-26,158.58
2003-12-29,158.901
2003-12-30,159.833
2003-12-31,160.957
2004-01-01,160.957
2004-01-02,164.001
2004-01-05,166.228
2004-01-06,163.473
2004-01-07,162.268
2004-01-08,163.278
2004-01-09,164.141
2004-01-12,163.53
2004-01-13,162.142
2004-01-14,161.435
2004-01-15,160.861
2004-01-16,158.51
2004-01-19,158.665
2004-01-20,159.171
2004-01-21,162.014
2004-01-22,163.258
2004-01-23,163.638
2004-01-26,162.443
2004-01-27,163.395
2004-01-28,162.939
2004-01-29,158.682
2004-01-30,162.461
2004-02-02,161.911
2004-02-03,163.845
2004-02-04,163.283
2004-02-05,164.106
2004-02-06,169.0
2004-02-09,169.134
2004-02-10,171.729
2004-02-11,174.514
2004-02-12,174.122
2004-02-13,174.79
2004-02-16,175.649
2004-02-17,177.984
2004-02-18,181.121
2004-02-19,179.481
2004-02-20,177.462
2004-02-23,179.652
2004-02-24,182.016
2004-02-25,180.105
2004-02-26,176.524
2004-02-27,177.296
2004-03-01,178.507
2004-03-02,179.046
2004-03-03,178.39
2004-03-04,178.868
2004-03-05,183.54
2004-03-08,186.845
2004-03-09,184.966
2004-03-10,180.171
2004-03-11,175.385
2004-03-12,175.759
2004-03-15,171.426
2004-03-16,172.857
2004-03-17,174.542
2004-03-18,174.793
2004-03-19,173.965
2004-03-22,172.759
2004-03-23,170.694
2004-03-24,168.696
2004-03-25,170.559
2004-03-26,170.736
2004-03-29,170.258
2004-03-30,170.648
2004-03-31,173.703
2004-04-01,176.465
2004-04-02,176.098
2004-04-05,173.174
2004-04-06,174.052
2004-04-07,177.535
2004-04-08,176.545
2004-04-09,176.545
2004-04-12,176.049
2004-04-13,175.324
2004-04-14,174.321
2004-04-15,172.616
2004-04-16,176.46
2004-04-19,177.754
2004-04-20,175.606
2004-04-21,171.562
2004-04-22,170.764
2004-04-23,170.268
2004-04-26,169.014
2004-04-27,170.467
2004-04-28,169.997
2004-04-29,172.14
2004-04-30,172.214
2004-05-03,172.779
2004-05-04,175.373
2004-05-05,177.392
2004-05-06,174.865
2004-05-07,171.956
2004-05-10,168.697
2004-05-11,168.787
2004-05-12,169.402
2004-05-13,169.214
2004-05-14,168.846
2004-05-17,167.133
2004-05-18,167.811
2004-05-19,170.274
2004-05-20,168.409
2004-05-21,169.673
2004-05-24,168.49
2004-05-25,169.087
2004-05-26,168.844
2004-05-27,173.152
2004-05-28,171.332
2004-05-31,171.721
2004-06-01,171.637
2004-06-02,172.129
2004-06-03,172.344
2004-06-04,173.095
2004-06-07,176.317
2004-06-08,174.183
2004-06-09,171.455
2004-06-10,171.701
2004-06-11,170.648
2004-06-14,170.492
2004-06-15,171.865
2004-06-16,171.74
2004-06-17,172.565
2004-06-18,172.617
2004-06-21,172.262
2004-06-22,172.673
2004-06-23,172.731
2004-06-24,173.467
2004-06-25,173.012
2004-06-28,175.521
2004-06-29,174.289
2004-06-30,175.296
2004-07-01,174.324
2004-07-02,176.151
2004-07-05,173.45
2004-07-06,172.236
2004-07-07,173.056
2004-07-08,174.576
2004-07-09,175.868
2004-07-12,177.975
2004-07-13,177.939
2004-07-14,178.828
2004-07-15,177.934
2004-07-16,179.644
2004-07-19,176.294
2004-07-20,176.305
2004-07-21,174.51
2004-07-22,174.576
2004-07-23,171.92
2004-07-26,170.987
2004-07-27,170.908
2004-07-28,171.638
2004-07-29,170.745
2004-07-30,165.46
2004-08-02,168.473
2004-08-03,166.21
2004-08-04,165.565
2004-08-05,166.178
2004-08-06,167.959
2004-08-09,169.293
2004-08-10,171.133
2004-08-11,168.056
2004-08-12,168.292
2004-08-13,170.161
2004-08-16,170.717
2004-08-17,169.647
2004-08-18,170.06
2004-08-19,170.466
2004-08-20,171.501
2004-08-23,169.269
2004-08-24,168.462
2004-08-25,167.49
2004-08-26,167.638
2004-08-27,166.319
2004-08-30,167.585
2004-08-31,169.011
2004-09-01,169.067
2004-09-02,169.312
2004-09-03,168.28
2004-09-06,168.851
2004-09-07,170.272
2004-09-08,172.961
2004-09-09,173.756
2004-09-10,176.401
2004-09-13,176.545
2004-09-14,177.318
2004-09-15,174.636
2004-09-16,174.296
2004-09-17,175.131
2004-09-20,175.671
2004-09-21,176.826
2004-09-22,176.88
2004-09-23,177.093
2004-09-24,176.55
2004-09-27,176.286
2004-09-28,175.619
2004-09-29,177.251
2004-09-30,179.141
2004-10-01,178.522
2004-10-04,178.257
2004-10-05,179.845
2004-10-06,179.624
2004-10-07,176.885
2004-10-08,179.057
2004-10-11,177.734
2004-10-12,176.936
2004-10-13,176.854
2004-10-14,179.042
2004-10-15,179.301
2004-10-18,180.429
2004-10-19,180.469
2004-10-20,182.377
2004-10-21,183.064
2004-10-22,184.535
2004-10-25,184.242
2004-10-26,182.561
2004-10-27,184.21
2004-10-28,185.608
2004-10-29,185.263
2004-11-01,187.093
2004-11-02,187.319
2004-11-03,189.302
2004-11-04,190.577
2004-11-05,189.543
2004-11-08,190.774
2004-11-09,191.171
2004-11-10,194.337
2004-11-11,193.366
2004-11-12,194.139
2004-11-15,191.119
2004-11-16,189.584
2004-11-17,194.285
2004-11-18,192.476
2004-11-19,193.725
2004-11-22,194.477
2004-11-23,195.094
2004-11-24,196.224
2004-11-25,197.93
2004-11-26,198.665
2004-11-29,197.625
2004-11-30,196.537
2004-12-01,196.21
2004-12-02,194.154
2004-12-03,194.916
2004-12-06,195.566
2004-12-07,195.471
2004-12-08,194.107
2004-12-09,193.432
2004-12-10,192.501
2004-12-13,195.026
2004-12-14,196.577
2004-12-15,199.893
2004-12-16,197.108
2004-12-17,195.213
2004-12-20,198.882
2004-12-21,198.437
2004-12-22,198.184
2004-12-23,199.506
2004-12-24,199.92
2004-12-27,200.843
2004-12-28,200.612
2004-12-29,200.665
2004-12-30,201.425
2004-12-31,201.346
2005-01-03,199.427
2005-01-04,198.402
2005-01-05,198.82
2005-01-06,199.806
2005-01-07,200.235
2005-01-10,198.961
2005-01-11,199.073
2005-01-12,200.389
2005-01-13,199.742
2005-01-14,196.484
2005-01-17,198.702
2005-01-18,196.907
2005-01-19,198.261
2005-01-20,196.634
2005-01-21,198.488
2005-01-24,198.897
2005-01-25,197.311
2005-01-26,200.544
2005-01-27,198.185
2005-01-28,200.258
2005-01-31,202.728
2005-02-01,203.476
2005-02-02,203.084
2005-02-03,201.977
2005-02-04,201.783
2005-02-07,199.794
2005-02-08,199.605
2005-02-09,199.857
2005-02-10,201.782
2005-02-11,202.492
2005-02-14,203.619
2005-02-15,204.228
2005-02-16,204.452
2005-02-17,205.3
2005-02-18,204.713
2005-02-21,201.649
2005-02-22,203.234
2005-02-23,201.874
2005-02-24,202.039
2005-02-25,202.42
2005-02-28,203.55
2005-03-01,203.193
2005-03-02,201.432
2005-03-03,202.47
2005-03-04,204.441
2005-03-07,204.68
2005-03-08,207.127
2005-03-09,207.378
2005-03-10,207.85
2005-03-11,208.98
2005-03-14,205.87
2005-03-15,204.029
2005-03-16,205.216
2005-03-17,202.809
2005-03-18,201.709
2005-03-21,199.239
2005-03-22,199.098
2005-03-23,197.242
2005-03-24,197.71
2005-03-25,197.71
2005-03-28,196.323
2005-03-29,197.387
2005-03-30,196.141
2005-03-31,196.479
2005-04-01,195.492
2005-04-04,193.322
2005-04-05,196.313
2005-04-06,194.412
2005-04-07,197.489
2005-04-08,196.614
2005-04-11,197.925
2005-04-12,196.509
2005-04-13,198.738
2005-04-14,197.281
2005-04-15,197.916
2005-04-18,197.949
2005-04-19,198.262
2005-04-20,200.379
2005-04-21,200.292
2005-04-22,201.192
2005-04-25,200.754
2005-04-26,199.793
2005-04-27,197.679
2005-04-28,196.939
2005-04-29,196.997
2005-05-02,196.809
2005-05-03,198.357
2005-05-04,200.618
2005-05-05,200.857
2005-05-06,197.75
2005-05-09,196.254
2005-05-10,197.411
2005-05-11,195.874
2005-05-12,195.487
2005-05-13,194.314
2005-05-16,193.84
2005-05-17,194.432
2005-05-18,194.406
2005-05-19,194.46
2005-05-20,194.364
2005-05-23,195.137
2005-05-24,194.869
2005-05-25,193.112
2005-05-26,192.433
2005-05-27,192.562
2005-05-30,191.234
2005-05-31,187.636
2005-06-01,188.712
2005-06-02,187.617
2005-06-03,188.417
2005-06-06,188.275
2005-06-07,187.534
2005-06-08,186.345
2005-06-09,185.123
2005-06-10,184.727
2005-06-13,184.397
2005-06-14,184.674
2005-06-15,185.595
2005-06-16,184.489
2005-06-17,188.299
2005-06-20,187.183
2005-06-21,187.117
2005-06-22,186.427
2005-06-23,186.107
2005-06-24,187.173
2005-06-27,186.554
2005-06-28,184.868
2005-06-29,185.302
2005-06-30,186.628
2005-07-01,184.802
2005-07-04,183.244
2005-07-05,183.014
2005-07-06,182.825
2005-07-07,182.344
2005-07-08,182.153
2005-07-11,184.957
2005-07-12,186.425
2005-07-13,184.559
2005-07-14,184.924
2005-07-15,183.983
2005-07-18,185.52
2005-07-19,185.024
2005-07-20,184.78
2005-07-21,187.074
2005-07-22,186.194
2005-07-25,186.515
2005-07-26,187.125
2005-07-27,188.848
2005-07-28,189.883
2005-07-29,191.356
2005-08-01,191.955
2005-08-02,192.36
2005-08-03,196.344
2005-08-04,197.365
2005-08-05,197.281
2005-08-08,197.393
2005-08-09,195.984
2005-08-10,197.125
2005-08-11,197.45
2005-08-12,197.637
2005-08-15,196.879
2005-08-16,196.472
2005-08-17,196.292
2005-08-18,193.993
2005-08-19,195.177
2005-08-22,197.398
2005-08-23,197.432
2005-08-24,197.911
2005-08-25,198.178
2005-08-26,198.415
2005-08-29,197.553
2005-08-30,197.984
2005-08-31,200.934
2005-09-01,204.11
2005-09-02,204.929
2005-09-05,206.531
2005-09-06,206.953
2005-09-07,206.468
2005-09-08,205.396
2005-09-09,205.31
2005-09-12,202.811
2005-09-13,202.994
2005-09-14,203.957
2005-09-15,201.954
2005-09-16,202.634
2005-09-19,201.33
2005-09-20,202.833
2005-09-21,203.385
2005-09-22,201.265
2005-09-23,200.971
2005-09-26,202.396
2005-09-27,202.868
2005-09-28,201.576
2005-09-29,201.833
2005-09-30,203.661
2005-10-03,201.463
2005-10-04,201.894
2005-10-05,204.436
2005-10-06,206.421
2005-10-07,204.426
2005-10-10,203.57
2005-10-11,202.528
2005-10-12,202.542
2005-10-13,199.272
2005-10-14,202.884
2005-10-17,201.946
2005-10-18,200.944
2005-10-19,199.714
2005-10-20,199.46
2005-10-21,199.622
2005-10-24,200.891
2005-10-25,203.505
2005-10-26,201.223
2005-10-27,199.571
2005-10-28,199.02
2005-10-31,198.032
2005-11-01,198.984
2005-11-02,200.484
2005-11-03,199.231
2005-11-04,196.784
2005-11-07,196.94
2005-11-08,196.475
