Date,CANADA Standard (Large+Mid Cap)
2001-05-28,1679.947
2001-05-29,1676.967
2001-05-30,1645.437
2001-05-31,1649.14
2001-06-01,1684.47
2001-06-04,1693.392
2001-06-05,1683.13
2001-06-06,1676.353
2001-06-07,1677.913
2001-06-08,1668.736
2001-06-11,1665.553
2001-06-12,1656.099
2001-06-13,1644.448
2001-06-14,1624.169
2001-06-15,1595.623
2001-06-18,1567.944
2001-06-19,1566.691
2001-06-20,1561.647
2001-06-21,1570.112
2001-06-22,1580.418
2001-06-25,1577.757
2001-06-26,1562.645
2001-06-27,1549.179
2001-06-28,1552.392
2001-06-29,1585.892
2001-07-02,1588.3
2001-07-03,1600.525
2001-07-04,1593.347
2001-07-05,1579.846
2001-07-06,1550.965
2001-07-09,1560.247
2001-07-10,1542.443
2001-07-11,1537.669
2001-07-12,1560.652
2001-07-13,1571.928
2001-07-16,1542.869
2001-07-17,1559.009
2001-07-18,1545.166
2001-07-19,1548.83
2001-07-20,1546.677
2001-07-23,1539.215
2001-07-24,1539.109
2001-07-25,1552.22
2001-07-26,1549.451
2001-07-27,1570.083
2001-07-30,1565.217
2001-07-31,1578.554
2001-08-01,1580.67
2001-08-02,1577.836
2001-08-03,1576.863
2001-08-06,1585.433
2001-08-07,1586.85
2001-08-08,1562.293
2001-08-09,1566.838
2001-08-10,1553.482
2001-08-13,1554.264
2001-08-14,1547.463
2001-08-15,1540.069
2001-08-16,1551.685
2001-08-17,1527.477
2001-08-20,1526.949
2001-08-21,1510.481
2001-08-22,1531.583
2001-08-23,1533.369
2001-08-24,1555.595
2001-08-27,1558.489
2001-08-28,1541.292
2001-08-29,1519.479
2001-08-30,1498.799
2001-08-31,1492.502
2001-09-03,1491.059
2001-09-04,1507.049
2001-09-05,1492.119
2001-09-06,1489.274
2001-09-07,1474.299
2001-09-10,1470.196
2001-09-11,1407.179
2001-09-12,1418.915
2001-09-13,1421.367
2001-09-14,1380.04
2001-09-17,1375.896
2001-09-18,1356.274
2001-09-19,1333.687
2001-09-20,1298.081
2001-09-21,1295.828
2001-09-24,1328.324
2001-09-25,1338.369
2001-09-26,1323.834
2001-09-27,1322.941
2001-09-28,1353.135
2001-10-01,1350.739
2001-10-02,1369.502
2001-10-03,1382.691
2001-10-04,1381.731
2001-10-05,1384.499
2001-10-08,1386.406
2001-10-09,1377.839
2001-10-10,1394.511
2001-10-11,1418.872
2001-10-12,1412.946
2001-10-15,1403.286
2001-10-16,1413.234
2001-10-17,1386.019
2001-10-18,1365.865
2001-10-19,1370.333
2001-10-22,1372.388
2001-10-23,1380.795
2001-10-24,1375.637
2001-10-25,1380.885
2001-10-26,1394.593
2001-10-29,1369.286
2001-10-30,1347.717
2001-10-31,1354.662
2001-11-01,1370.046
2001-11-02,1376.75
2001-11-05,1387.824
2001-11-06,1402.562
2001-11-07,1403.379
2001-11-08,1398.181
2001-11-09,1410.587
2001-11-12,1410.48
2001-11-13,1440.811
2001-11-14,1451.608
2001-11-15,1433.561
2001-11-16,1444.837
2001-11-19,1473.689
2001-11-20,1455.85
2001-11-21,1432.069
2001-11-22,1446.573
2001-11-23,1456.558
2001-11-26,1460.194
2001-11-27,1466.521
2001-11-28,1453.744
2001-11-29,1465.335
2001-11-30,1478.9
2001-12-03,1462.111
2001-12-04,1483.998
2001-12-05,1521.069
2001-12-06,1514.747
2001-12-07,1517.021
2001-12-10,1498.424
2001-12-11,1494.615
2001-12-12,1511.383
2001-12-13,1480.373
2001-12-14,1478.969
2001-12-17,1500.743
2001-12-18,1507.212
2001-12-19,1487.426
2001-12-20,1472.931
2001-12-21,1480.067
2001-12-24,1472.11
2001-12-25,1472.11
2001-12-26,1471.742
2001-12-27,1493.747
2001-12-28,1499.553
2001-12-31,1501.997
2002-01-01,1501.997
2002-01-02,1492.809
2002-01-03,1521.262
2002-01-04,1532.729
2002-01-07,1540.428
2002-01-08,1519.14
2002-01-09,1515.736
2002-01-10,1498.912
2002-01-11,1499.785
2002-01-14,1479.759
2002-01-15,1490.831
2002-01-16,1478.081
2002-01-17,1474.377
2002-01-18,1462.611
2002-01-21,1456.209
2002-01-22,1456.401
2002-01-23,1466.271
2002-01-24,1484.742
2002-01-25,1481.044
2002-01-28,1472.355
2002-01-29,1474.552
2002-01-30,1468.543
2002-01-31,1490.791
2002-02-01,1497.273
2002-02-04,1471.851
2002-02-05,1453.606
2002-02-06,1446.854
2002-02-07,1441.155
2002-02-08,1459.488
2002-02-11,1481.45
2002-02-12,1466.756
2002-02-13,1469.342
2002-02-14,1461.962
2002-02-15,1457.595
2002-02-18,1467.447
2002-02-19,1448.536
2002-02-20,1440.96
2002-02-21,1438.464
2002-02-22,1439.949
2002-02-25,1452.116
2002-02-26,1456.554
2002-02-27,1474.443
2002-02-28,1474.988
2002-03-01,1499.843
2002-03-04,1538.192
2002-03-05,1533.656
2002-03-06,1557.7
2002-03-07,1567.852
2002-03-08,1549.144
2002-03-11,1550.801
2002-03-12,1537.57
2002-03-13,1533.199
2002-03-14,1522.2
2002-03-15,1536.094
2002-03-18,1547.681
2002-03-19,1556.307
2002-03-20,1554.091
2002-03-21,1541.205
2002-03-22,1543.854
2002-03-25,1511.995
2002-03-26,1511.025
2002-03-27,1525.871
2002-03-28,1527.562
2002-03-29,1527.562
2002-04-01,1529.836
2002-04-02,1533.496
2002-04-03,1527.827
2002-04-04,1511.538
2002-04-05,1515.076
2002-04-08,1501.45
2002-04-09,1497.536
2002-04-10,1516.926
2002-04-11,1496.773
2002-04-12,1507.357
2002-04-15,1512.243
2002-04-16,1541.149
2002-04-17,1548.84
2002-04-18,1537.129
2002-04-19,1555.559
2002-04-22,1538.172
2002-04-23,1517.478
2002-04-24,1521.092
2002-04-25,1523.002
2002-04-26,1510.206
2002-04-29,1498.712
2002-04-30,1515.52
2002-05-01,1525.287
2002-05-02,1524.762
2002-05-03,1519.998
2002-05-06,1498.001
2002-05-07,1491.315
2002-05-08,1525.231
2002-05-09,1511.506
2002-05-10,1511.904
2002-05-13,1524.018
2002-05-14,1539.498
2002-05-15,1538.606
2002-05-16,1548.498
2002-05-17,1558.251
2002-05-20,1560.019
2002-05-21,1550.05
2002-05-22,1541.801
2002-05-23,1561.494
2002-05-24,1550.64
2002-05-27,1551.109
2002-05-28,1552.914
2002-05-29,1534.805
2002-05-30,1530.317
2002-05-31,1548.138
2002-06-03,1534.626
2002-06-04,1525.917
2002-06-05,1514.258
2002-06-06,1508.166
2002-06-07,1506.227
2002-06-10,1500.572
2002-06-11,1485.735
2002-06-12,1481.139
2002-06-13,1466.749
2002-06-14,1449.905
2002-06-17,1479.512
2002-06-18,1475.733
2002-06-19,1466.149
2002-06-20,1466.422
2002-06-21,1453.06
2002-06-24,1458.542
2002-06-25,1456.867
2002-06-26,1434.525
2002-06-27,1453.539
2002-06-28,1460.09
2002-07-01,1462.494
2002-07-02,1428.071
2002-07-03,1424.1
2002-07-04,1425.05
2002-07-05,1450.201
2002-07-08,1449.815
2002-07-09,1439.62
2002-07-10,1408.231
2002-07-11,1393.962
2002-07-12,1378.192
2002-07-15,1344.225
2002-07-16,1351.906
2002-07-17,1344.982
2002-07-18,1344.846
2002-07-19,1314.929
2002-07-22,1266.173
2002-07-23,1204.161
2002-07-24,1253.28
2002-07-25,1241.116
2002-07-26,1245.144
2002-07-29,1285.745
2002-07-30,1289.401
2002-07-31,1295.736
2002-08-01,1282.816
2002-08-02,1274.101
2002-08-05,1269.51
2002-08-06,1266.308
2002-08-07,1268.863
2002-08-08,1298.672
2002-08-09,1312.713
2002-08-12,1294.865
2002-08-13,1289.743
2002-08-14,1302.086
2002-08-15,1303.341
2002-08-16,1304.621
2002-08-19,1320.546
2002-08-20,1313.728
2002-08-21,1327.78
2002-08-22,1348.551
2002-08-23,1320.307
2002-08-26,1336.482
2002-08-27,1326.383
2002-08-28,1308.514
2002-08-29,1304.755
2002-08-30,1311.645
2002-09-02,1315.482
2002-09-03,1282.642
2002-09-04,1289.621
2002-09-05,1276.296
2002-09-06,1278.831
2002-09-09,1290.273
2002-09-10,1292.273
2002-09-11,1303.307
2002-09-12,1274.78
2002-09-13,1269.986
2002-09-16,1274.074
2002-09-17,1252.514
2002-09-18,1228.366
2002-09-19,1214.052
2002-09-20,1216.849
2002-09-23,1184.236
2002-09-24,1181.633
2002-09-25,1208.396
2002-09-26,1215.334
2002-09-27,1197.671
2002-09-30,1205.807
2002-10-01,1214.965
2002-10-02,1191.021
2002-10-03,1170.87
2002-10-04,1153.086
2002-10-07,1134.714
2002-10-08,1138.881
2002-10-09,1111.144
2002-10-10,1137.136
2002-10-11,1171.679
2002-10-14,1173.97
2002-10-15,1225.463
2002-10-16,1213.591
2002-10-17,1246.167
2002-10-18,1256.429
2002-10-21,1271.71
2002-10-22,1252.864
2002-10-23,1261.286
2002-10-24,1264.762
2002-10-25,1274.062
2002-10-28,1285.034
2002-10-29,1254.435
2002-10-30,1259.865
2002-10-31,1242.148
2002-11-01,1261.755
2002-11-04,1286.245
2002-11-05,1283.092
2002-11-06,1291.068
2002-11-07,1281.302
2002-11-08,1272.037
2002-11-11,1248.364
2002-11-12,1254.993
2002-11-13,1245.28
2002-11-14,1263.94
2002-11-15,1277.559
2002-11-18,1278.119
2002-11-19,1269.084
2002-11-20,1285.332
2002-11-21,1307.556
2002-11-22,1302.354
2002-11-25,1315.058
2002-11-26,1291.249
2002-11-27,1316.265
2002-11-28,1322.519
2002-11-29,1314.618
2002-12-02,1341.335
2002-12-03,1336.531
2002-12-04,1329.617
2002-12-05,1311.057
2002-12-06,1315.025
2002-12-09,1303.495
2002-12-10,1327.428
2002-12-11,1328.54
2002-12-12,1338.446
2002-12-13,1337.113
2002-12-16,1348.478
2002-12-17,1335.896
2002-12-18,1318.585
2002-12-19,1315.327
2002-12-20,1313.972
2002-12-23,1334.761
2002-12-24,1331.293
2002-12-25,1331.293
2002-12-26,1328.249
2002-12-27,1310.133
2002-12-30,1306.731
2002-12-31,1303.956
2003-01-01,1303.956
2003-01-02,1337.949
2003-01-03,1351.226
2003-01-06,1373.142
2003-01-07,1364.298
2003-01-08,1342.648
2003-01-09,1360.219
2003-01-10,1375.001
2003-01-13,1382.809
2003-01-14,1386.374
2003-01-15,1386.743
2003-01-16,1390.715
2003-01-17,1377.182
2003-01-20,1374.243
2003-01-21,1362.07
2003-01-22,1368.858
2003-01-23,1379.868
2003-01-24,1367.151
2003-01-27,1341.377
2003-01-28,1337.936
2003-01-29,1347.691
2003-01-30,1336.678
2003-01-31,1340.299
2003-02-03,1356.841
2003-02-04,1347.973
2003-02-05,1340.903
2003-02-06,1333.423
2003-02-07,1331.726
2003-02-10,1320.147
2003-02-11,1324.036
2003-02-12,1321.62
2003-02-13,1327.47
2003-02-14,1335.365
2003-02-17,1352.37
2003-02-18,1361.628
2003-02-19,1357.336
2003-02-20,1366.477
2003-02-21,1366.788
2003-02-24,1364.046
2003-02-25,1365.903
2003-02-26,1367.534
2003-02-27,1386.541
2003-02-28,1386.942
2003-03-03,1374.699
2003-03-04,1370.992
2003-03-05,1371.383
2003-03-06,1357.531
2003-03-07,1375.224
2003-03-10,1358.44
2003-03-11,1355.954
2003-03-12,1339.198
2003-03-13,1347.297
2003-03-14,1343.161
2003-03-17,1373.981
2003-03-18,1378.728
2003-03-19,1378.475
2003-03-20,1387.425
2003-03-21,1391.156
2003-03-24,1363.008
2003-03-25,1370.92
2003-03-26,1368.401
2003-03-27,1374.376
2003-03-28,1379.174
2003-03-31,1368.568
2003-04-01,1368.015
2003-04-02,1377.903
2003-04-03,1378.323
2003-04-04,1377.904
2003-04-07,1378.522
2003-04-08,1388.36
2003-04-09,1384.167
2003-04-10,1396.944
2003-04-11,1401.782
2003-04-14,1411.168
2003-04-15,1415.457
2003-04-16,1414.796
2003-04-17,1424.088
2003-04-18,1424.088
2003-04-21,1431.622
2003-04-22,1440.144
2003-04-23,1441.8
2003-04-24,1426.519
2003-04-25,1421.646
2003-04-28,1432.657
2003-04-29,1435.262
2003-04-30,1455.415
2003-05-01,1465.444
2003-05-02,1469.885
2003-05-05,1490.852
2003-05-06,1502.423
2003-05-07,1499.131
2003-05-08,1501.037
2003-05-09,1513.322
2003-05-12,1534.042
2003-05-13,1526.535
2003-05-14,1549.308
2003-05-15,1557.297
2003-05-16,1561.547
2003-05-19,1569.814
2003-05-20,1576.1
2003-05-21,1577.001
2003-05-22,1571.257
2003-05-23,1556.566
2003-05-26,1561.691
2003-05-27,1576.12
2003-05-28,1562.143
2003-05-29,1573.118
2003-05-30,1579.672
2003-06-02,1603.037
2003-06-03,1591.232
2003-06-04,1629.629
2003-06-05,1657.676
2003-06-06,1644.021
2003-06-09,1623.224
2003-06-10,1631.569
2003-06-11,1657.815
2003-06-12,1661.844
2003-06-13,1648.492
2003-06-16,1671.19
2003-06-17,1674.701
2003-06-18,1676.847
2003-06-19,1650.308
2003-06-20,1645.004
2003-06-23,1624.136
2003-06-24,1615.001
2003-06-25,1634.311
2003-06-26,1628.885
2003-06-27,1622.162
2003-06-30,1621.148
2003-07-01,1632.683
2003-07-02,1643.94
2003-07-03,1651.577
2003-07-04,1647.546
2003-07-07,1654.349
2003-07-08,1641.996
2003-07-09,1630.144
2003-07-10,1609.955
2003-07-11,1616.866
2003-07-14,1634.495
2003-07-15,1612.289
2003-07-16,1611.129
2003-07-17,1601.764
2003-07-18,1595.746
2003-07-21,1605.07
2003-07-22,1613.159
2003-07-23,1624.921
2003-07-24,1647.847
2003-07-25,1664.699
2003-07-28,1663.691
2003-07-29,1647.553
2003-07-30,1626.365
2003-07-31,1626.261
2003-08-01,1632.387
2003-08-04,1622.441
2003-08-05,1616.532
2003-08-06,1600.806
2003-08-07,1624.157
2003-08-08,1642.142
2003-08-11,1668.239
2003-08-12,1678.792
2003-08-13,1682.505
2003-08-14,1684.314
2003-08-15,1683.102
2003-08-18,1685.578
2003-08-19,1684.677
2003-08-20,1689.781
2003-08-21,1686.709
2003-08-22,1672.232
2003-08-25,1679.128
2003-08-26,1688.242
2003-08-27,1690.166
2003-08-28,1700.938
2003-08-29,1710.83
2003-09-01,1717.827
2003-09-02,1725.171
2003-09-03,1730.935
2003-09-04,1751.855
2003-09-05,1756.786
2003-09-08,1761.704
2003-09-09,1756.636
2003-09-10,1755.004
2003-09-11,1753.813
2003-09-12,1759.79
2003-09-15,1750.932
2003-09-16,1764.687
2003-09-17,1759.275
2003-09-18,1758.114
2003-09-19,1779.532
2003-09-22,1775.334
2003-09-23,1783.697
2003-09-24,1774.766
2003-09-25,1763.566
2003-09-26,1733.792
2003-09-29,1737.009
2003-09-30,1740.098
2003-10-01,1766.709
2003-10-02,1780.242
2003-10-03,1771.504
2003-10-06,1781.939
2003-10-07,1798.89
2003-10-08,1800.349
2003-10-09,1802.534
2003-10-10,1823.766
2003-10-13,1826.181
2003-10-14,1852.134
2003-10-15,1857.325
2003-10-16,1874.765
2003-10-17,1857.382
2003-10-20,1849.43
2003-10-21,1867.794
2003-10-22,1871.172
2003-10-23,1848.967
2003-10-24,1838.797
2003-10-27,1845.132
2003-10-28,1856.372
2003-10-29,1860.574
2003-10-30,1861.481
2003-10-31,1857.158
2003-11-03,1858.206
2003-11-04,1857.188
2003-11-05,1863.22
2003-11-06,1858.77
2003-11-07,1871.969
2003-11-10,1878.315
2003-11-11,1865.91
2003-11-12,1887.895
2003-11-13,1882.471
2003-11-14,1875.816
2003-11-17,1871.843
2003-11-18,1870.636
2003-11-19,1889.899
2003-11-20,1891.344
2003-11-21,1884.837
2003-11-24,1879.887
2003-11-25,1881.407
2003-11-26,1908.813
2003-11-27,1907.849
2003-11-28,1912.146
2003-12-01,1923.922
2003-12-02,1935.023
2003-12-03,1939.733
2003-12-04,1930.834
2003-12-05,1940.123
2003-12-08,1948.805
2003-12-09,1928.745
2003-12-10,1913.001
2003-12-11,1902.228
2003-12-12,1921.515
2003-12-15,1911.394
2003-12-16,1919.982
2003-12-17,1924.142
2003-12-18,1939.098
2003-12-19,1928.743
2003-12-22,1943.389
2003-12-23,1948.82
2003-12-24,1964.27
2003-12-25,1964.27
2003-12-26,1977.213
2003-12-29,1997.947
2003-12-30,1988.672
2003-12-31,2015.862
2004-01-01,2015.862
2004-01-02,2037.706
2004-01-05,2073.617
2004-01-06,2074.409
2004-01-07,2070.521
2004-01-08,2076.466
2004-01-09,2083.034
2004-01-12,2081.566
2004-01-13,2091.307
2004-01-14,2062.904
2004-01-15,2057.713
2004-01-16,2076.52
2004-01-19,2092.249
2004-01-20,2124.468
2004-01-21,2102.452
2004-01-22,2098.05
2004-01-23,2089.742
2004-01-26,2082.44
2004-01-27,2088.724
2004-01-28,2047.428
2004-01-29,2008.678
2004-01-30,2036.964
2004-02-02,2059.241
2004-02-03,2062.214
2004-02-04,2033.596
2004-02-05,2042.096
2004-02-06,2068.078
2004-02-09,2084.592
2004-02-10,2089.505
2004-02-11,2093.65
2004-02-12,2101.205
2004-02-13,2103.557
2004-02-16,2111.756
2004-02-17,2122.574
2004-02-18,2109.14
2004-02-19,2073.302
2004-02-20,2039.662
2004-02-23,2042.534
2004-02-24,2055.499
2004-02-25,2051.602
2004-02-26,2064.253
2004-02-27,2081.053
2004-03-01,2108.375
2004-03-02,2080.338
2004-03-03,2070.088
2004-03-04,2078.322
2004-03-05,2126.212
2004-03-08,2104.193
2004-03-09,2093.123
2004-03-10,2038.399
2004-03-11,2027.807
2004-03-12,2029.74
2004-03-15,1995.676
2004-03-16,2026.864
2004-03-17,2026.943
2004-03-18,2030.388
2004-03-19,2038.378
2004-03-22,2017.547
2004-03-23,2012.925
2004-03-24,1986.014
2004-03-25,2024.847
2004-03-26,2041.522
2004-03-29,2070.002
2004-03-30,2092.432
2004-03-31,2070.793
2004-04-01,2086.777
2004-04-02,2120.995
2004-04-05,2135.409
2004-04-06,2135.45
2004-04-07,2118.949
2004-04-08,2111.231
2004-04-09,2111.231
2004-04-12,2122.425
2004-04-13,2085.618
2004-04-14,2038.248
2004-04-15,2035.488
2004-04-16,2055.995
2004-04-19,2050.04
2004-04-20,2019.871
2004-04-21,2006.404
2004-04-22,2028.596
2004-04-23,2025.34
2004-04-26,2022.131
2004-04-27,2005.601
2004-04-28,1914.182
2004-04-29,1901.116
2004-04-30,1898.111
2004-05-03,1906.421
2004-05-04,1960.011
2004-05-05,1953.673
2004-05-06,1944.281
2004-05-07,1898.21
2004-05-10,1855.847
2004-05-11,1876.372
2004-05-12,1879.205
2004-05-13,1859.489
2004-05-14,1868.338
2004-05-17,1864.523
2004-05-18,1859.549
2004-05-19,1887.114
2004-05-20,1879.345
2004-05-21,1891.27
2004-05-24,1897.212
2004-05-25,1924.376
2004-05-26,1918.537
2004-05-27,1944.872
2004-05-28,1930.953
2004-05-31,1948.466
2004-06-01,1942.424
2004-06-02,1945.478
2004-06-03,1937.557
2004-06-04,1953.183
2004-06-07,1980.878
2004-06-08,1982.457
2004-06-09,1947.138
2004-06-10,1947.179
2004-06-11,1948.679
2004-06-14,1925.023
2004-06-15,1939.207
2004-06-16,1948.173
2004-06-17,1967.453
2004-06-18,1977.264
2004-06-21,1977.557
2004-06-22,2001.331
2004-06-23,2010.037
2004-06-24,2028.272
2004-06-25,2009.662
2004-06-28,2010.657
2004-06-29,2015.732
2004-06-30,2031.001
2004-07-01,2043.96
2004-07-02,2037.149
2004-07-05,2035.693
2004-07-06,2033.572
2004-07-07,2042.488
2004-07-08,2034.917
2004-07-09,2043.971
2004-07-12,2032.854
2004-07-13,2029.315
2004-07-14,2042.982
2004-07-15,2022.09
2004-07-16,2029.331
2004-07-19,2052.368
2004-07-20,2046.788
2004-07-21,2038.475
2004-07-22,2043.507
2004-07-23,2028.171
2004-07-26,2000.546
2004-07-27,1982.444
2004-07-28,2004.169
2004-07-29,2035.872
2004-07-30,2032.6
2004-08-02,2027.261
2004-08-03,2050.941
2004-08-04,2035.474
2004-08-05,2004.888
2004-08-06,2000.233
2004-08-09,1991.5
2004-08-10,2007.306
2004-08-11,1972.998
2004-08-12,1956.59
2004-08-13,1993.325
2004-08-16,2018.043
2004-08-17,2012.903
2004-08-18,2008.873
2004-08-19,2047.369
2004-08-20,2055.908
2004-08-23,2035.156
2004-08-24,2038.049
2004-08-25,2055.364
2004-08-26,2035.604
2004-08-27,2034.229
2004-08-30,2015.399
2004-08-31,2032.974
2004-09-01,2058.456
2004-09-02,2067.01
2004-09-03,2047.749
2004-09-06,2053.268
2004-09-07,2077.486
2004-09-08,2068.114
2004-09-09,2081.349
2004-09-10,2075.867
2004-09-13,2091.819
2004-09-14,2098.74
2004-09-15,2076.762
2004-09-16,2098.699
2004-09-17,2087.774
2004-09-20,2098.939
2004-09-21,2142.397
2004-09-22,2138.875
2004-09-23,2145.798
2004-09-24,2150.388
2004-09-27,2128.335
2004-09-28,2155.809
2004-09-29,2168.161
2004-09-30,2186.745
2004-10-01,2215.008
2004-10-04,2209.094
2004-10-05,2227.657
2004-10-06,2253.24
2004-10-07,2241.762
2004-10-08,2249.987
2004-10-11,2242.722
2004-10-12,2227.284
2004-10-13,2201.825
2004-10-14,2231.058
2004-10-15,2237.575
2004-10-18,2234.375
2004-10-19,2215.019
2004-10-20,2252.04
2004-10-21,2264.013
2004-10-22,2258.056
2004-10-25,2278.988
2004-10-26,2298.779
2004-10-27,2295.472
2004-10-28,2296.734
2004-10-29,2324.29
2004-11-01,2313.739
2004-11-02,2308.7
2004-11-03,2333.947
2004-11-04,2352.549
2004-11-05,2367.213
2004-11-08,2373.747
2004-11-09,2366.262
2004-11-10,2358.449
2004-11-11,2367.542
2004-11-12,2377.745
2004-11-15,2366.341
2004-11-16,2392.462
2004-11-17,2402.912
2004-11-18,2363.759
2004-11-19,2382.191
2004-11-22,2422.338
2004-11-23,2413.837
2004-11-24,2424.652
2004-11-25,2443.304
2004-11-26,2450.654
2004-11-29,2441.126
2004-11-30,2418.904
2004-12-01,2439.78
2004-12-02,2426.271
2004-12-03,2404.709
2004-12-06,2400.566
2004-12-07,2363.486
2004-12-08,2335.94
2004-12-09,2339.78
2004-12-10,2325.502
2004-12-13,2338.348
2004-12-14,2337.073
2004-12-15,2368.48
2004-12-16,2348.583
2004-12-17,2357.463
2004-12-20,2381.24
2004-12-21,2391.776
2004-12-22,2383.107
2004-12-23,2384.057
2004-12-24,2414.209
2004-12-27,2428.65
2004-12-28,2427.954
2004-12-29,2419.296
2004-12-30,2453.055
2004-12-31,2463.475
2005-01-03,2436.53
2005-01-04,2386.108
2005-01-05,2350.756
2005-01-06,2345.763
2005-01-07,2329.531
2005-01-10,2353.715
2005-01-11,2366.067
2005-01-12,2403.081
2005-01-13,2389.904
2005-01-14,2372.437
2005-01-17,2375.364
2005-01-18,2378.022
2005-01-19,2362.415
2005-01-20,2342.074
2005-01-21,2355.782
2005-01-24,2367.037
2005-01-25,2346.309
2005-01-26,2376.188
2005-01-27,2364.308
2005-01-28,2343.813
2005-01-31,2365.421
2005-02-01,2378.057
2005-02-02,2389.516
2005-02-03,2384.153
2005-02-04,2387.476
2005-02-07,2379.548
2005-02-08,2391.784
2005-02-09,2397.086
2005-02-10,2443.689
2005-02-11,2461.505
2005-02-14,2476.158
2005-02-15,2468.409
2005-02-16,2474.579
2005-02-17,2495.359
2005-02-18,2511.73
2005-02-21,2510.328
2005-02-22,2504.028
2005-02-23,2491.41
2005-02-24,2477.926
2005-02-25,2520.62
2005-02-28,2516.985
2005-03-01,2505.661
2005-03-02,2526.362
2005-03-03,2533.598
2005-03-04,2586.926
2005-03-07,2576.093
2005-03-08,2618.975
2005-03-09,2602.755
2005-03-10,2580.113
2005-03-11,2583.137
2005-03-14,2581.512
2005-03-15,2582.343
2005-03-16,2580.527
2005-03-17,2604.652
2005-03-18,2585.397
2005-03-21,2555.657
2005-03-22,2568.74
2005-03-23,2516.987
2005-03-24,2510.272
2005-03-25,2510.272
2005-03-28,2486.609
2005-03-29,2485.158
2005-03-30,2501.533
2005-03-31,2551.837
2005-04-01,2551.552
2005-04-04,2533.618
2005-04-05,2533.367
2005-04-06,2546.507
2005-04-07,2538.334
2005-04-08,2517.509
2005-04-11,2513.601
2005-04-12,2497.894
2005-04-13,2464.765
2005-04-14,2435.643
2005-04-15,2403.299
2005-04-18,2410.553
2005-04-19,2440.993
2005-04-20,2437.236
2005-04-21,2454.928
2005-04-22,2450.115
2005-04-25,2451.927
2005-04-26,2441.625
2005-04-27,2414.407
2005-04-28,2393.607
2005-04-29,2413.171
2005-05-02,2429.961
2005-05-03,2416.109
2005-05-04,2457.581
2005-05-05,2464.242
2005-05-06,2479.338
2005-05-09,2501.009
2005-05-10,2485.493
2005-05-11,2447.96
2005-05-12,2415.284
2005-05-13,2376.209
2005-05-16,2375.035
2005-05-17,2390.525
2005-05-18,2411.143
2005-05-19,2425.742
2005-05-20,2417.993
2005-05-23,2431.365
2005-05-24,2442.702
2005-05-25,2428.749
2005-05-26,2441.68
2005-05-27,2464.26
2005-05-30,2489.829
2005-05-31,2465.78
2005-06-01,2497.448
2005-06-02,2488.09
2005-06-03,2500.672
2005-06-06,2503.038
2005-06-07,2492.36
2005-06-08,2516.106
2005-06-09,2508.57
2005-06-10,2530.465
2005-06-13,2526.718
2005-06-14,2525.688
2005-06-15,2569.895
