Date,CANADA Standard (Large+Mid Cap)
2001-09-12,1747.87
2001-09-13,1751.185
2001-09-14,1700.269
2001-09-17,1695.181
2001-09-18,1671.005
2001-09-19,1643.177
2001-09-20,1599.308
2001-09-21,1596.532
2001-09-24,1636.568
2001-09-25,1648.984
2001-09-26,1631.304
2001-09-27,1630.204
2001-09-28,1667.555
2001-10-01,1664.602
2001-10-02,1687.724
2001-10-03,1703.983
2001-10-04,1702.8
2001-10-05,1706.212
2001-10-08,1708.561
2001-10-09,1698.004
2001-10-10,1718.55
2001-10-11,1748.575
2001-10-12,1741.272
2001-10-15,1729.368
2001-10-16,1741.627
2001-10-17,1708.141
2001-10-18,1683.303
2001-10-19,1688.81
2001-10-22,1691.55
2001-10-23,1701.93
2001-10-24,1695.572
2001-10-25,1702.04
2001-10-26,1718.937
2001-10-29,1687.751
2001-10-30,1661.202
2001-10-31,1669.882
2001-11-01,1688.846
2001-11-02,1697.11
2001-11-05,1710.76
2001-11-06,1728.929
2001-11-07,1729.936
2001-11-08,1723.527
2001-11-09,1738.821
2001-11-12,1738.689
2001-11-13,1776.127
2001-11-14,1789.435
2001-11-15,1767.233
2001-11-16,1781.203
2001-11-19,1816.771
2001-11-20,1794.926
2001-11-21,1765.655
2001-11-22,1783.537
2001-11-23,1795.848
2001-11-26,1800.331
2001-11-27,1808.131
2001-11-28,1792.555
2001-11-29,1806.941
2001-11-30,1823.667
2001-12-03,1802.965
2001-12-04,1829.954
2001-12-05,1875.721
2001-12-06,1867.986
2001-12-07,1870.806
2001-12-10,1847.872
2001-12-11,1843.174
2001-12-12,1864.107
2001-12-13,1825.861
2001-12-14,1824.147
2001-12-17,1851.002
2001-12-18,1858.981
2001-12-19,1834.577
2001-12-20,1816.699
2001-12-21,1825.551
2001-12-24,1815.886
2001-12-25,1815.886
2001-12-26,1815.432
2001-12-27,1842.704
2001-12-28,1850.009
2001-12-31,1853.024
2002-01-01,1853.024
2002-01-02,1841.688
2002-01-03,1876.797
2002-01-04,1890.944
2002-01-07,1900.452
2002-01-08,1874.2
2002-01-09,1870.0
2002-01-10,1849.244
2002-01-11,1850.321
2002-01-14,1825.615
2002-01-15,1839.275
2002-01-16,1823.591
2002-01-17,1819.021
2002-01-18,1804.505
2002-01-21,1796.607
2002-01-22,1797.048
2002-01-23,1809.243
2002-01-24,1832.035
2002-01-25,1827.472
2002-01-28,1816.751
2002-01-29,1819.471
2002-01-30,1812.214
2002-01-31,1839.669
2002-02-01,1847.667
2002-02-04,1816.296
2002-02-05,1793.786
2002-02-06,1785.454
2002-02-07,1778.425
2002-02-08,1801.048
2002-02-11,1828.209
2002-02-12,1810.075
2002-02-13,1813.341
2002-02-14,1804.234
2002-02-15,1798.845
2002-02-18,1811.008
2002-02-19,1787.827
2002-02-20,1778.522
2002-02-21,1775.44
2002-02-22,1777.324
2002-02-25,1792.342
2002-02-26,1797.856
2002-02-27,1820.067
2002-02-28,1820.756
2002-03-01,1851.439
2002-03-04,1898.777
2002-03-05,1893.261
2002-03-06,1923.018
2002-03-07,1935.564
2002-03-08,1912.468
2002-03-11,1914.531
2002-03-12,1898.206
2002-03-13,1893.074
2002-03-14,1879.493
2002-03-15,1896.648
2002-03-18,1910.955
2002-03-19,1921.606
2002-03-20,1918.875
2002-03-21,1902.964
2002-03-22,1906.234
2002-03-25,1866.915
2002-03-26,1866.004
2002-03-27,1884.345
2002-03-28,1886.592
2002-03-29,1886.592
2002-04-01,1889.4
2002-04-02,1893.92
2002-04-03,1886.924
2002-04-04,1866.807
2002-04-05,1871.177
2002-04-08,1854.349
2002-04-09,1849.515
2002-04-10,1873.463
2002-04-11,1848.573
2002-04-12,1861.645
2002-04-15,1867.694
2002-04-16,1903.394
2002-04-17,1912.91
2002-04-18,1898.446
2002-04-19,1921.208
2002-04-22,1899.955
2002-04-23,1874.394
2002-04-24,1878.858
2002-04-25,1881.222
2002-04-26,1865.428
2002-04-29,1851.27
2002-04-30,1872.031
2002-05-01,1884.225
2002-05-02,1883.577
2002-05-03,1877.691
2002-05-06,1850.518
2002-05-07,1842.258
2002-05-08,1884.221
2002-05-09,1867.266
2002-05-10,1867.757
2002-05-13,1882.788
2002-05-14,1901.92
2002-05-15,1900.927
2002-05-16,1913.149
2002-05-17,1925.198
2002-05-20,1927.383
2002-05-21,1915.227
2002-05-22,1905.046
2002-05-23,1929.379
2002-05-24,1915.966
2002-05-27,1916.546
2002-05-28,1918.777
2002-05-29,1896.613
2002-05-30,1891.095
2002-05-31,1913.117
2002-06-03,1896.419
2002-06-04,1885.685
2002-06-05,1871.38
2002-06-06,1863.892
2002-06-07,1861.532
2002-06-10,1854.56
2002-06-11,1836.233
2002-06-12,1830.744
2002-06-13,1812.975
2002-06-14,1792.154
2002-06-17,1828.75
2002-06-18,1824.079
2002-06-19,1812.268
2002-06-20,1812.606
2002-06-21,1796.089
2002-06-24,1802.865
2002-06-25,1800.839
2002-06-26,1773.525
2002-06-27,1797.204
2002-06-28,1805.303
2002-07-01,1808.275
2002-07-02,1765.714
2002-07-03,1760.803
2002-07-04,1761.985
2002-07-05,1793.082
2002-07-08,1792.611
2002-07-09,1780.006
2002-07-10,1741.195
2002-07-11,1723.553
2002-07-12,1704.054
2002-07-15,1662.074
2002-07-16,1671.571
2002-07-17,1663.052
2002-07-18,1662.884
2002-07-19,1625.892
2002-07-22,1565.833
2002-07-23,1489.164
2002-07-24,1549.909
2002-07-25,1534.865
2002-07-26,1539.853
2002-07-29,1590.071
2002-07-30,1594.627
2002-07-31,1602.597
2002-08-01,1586.622
2002-08-02,1575.842
2002-08-05,1570.164
2002-08-06,1566.204
2002-08-07,1569.416
2002-08-08,1606.285
2002-08-09,1623.652
2002-08-12,1601.577
2002-08-13,1595.313
2002-08-14,1610.594
2002-08-15,1612.147
2002-08-16,1613.738
2002-08-19,1633.499
2002-08-20,1625.121
2002-08-21,1642.546
2002-08-22,1668.242
2002-08-23,1633.379
2002-08-26,1653.39
2002-08-27,1640.896
2002-08-28,1618.932
2002-08-29,1614.326
2002-08-30,1622.85
2002-09-02,1627.598
2002-09-03,1586.966
2002-09-04,1595.638
2002-09-05,1579.214
2002-09-06,1582.374
2002-09-09,1596.531
2002-09-10,1599.006
2002-09-11,1612.84
2002-09-12,1577.555
2002-09-13,1571.623
2002-09-16,1576.7
2002-09-17,1550.018
2002-09-18,1520.134
2002-09-19,1502.42
2002-09-20,1505.882
2002-09-23,1465.523
2002-09-24,1462.341
2002-09-25,1495.616
2002-09-26,1504.363
2002-09-27,1482.664
2002-09-30,1492.735
2002-10-01,1504.073
2002-10-02,1474.43
2002-10-03,1449.491
2002-10-04,1427.475
2002-10-07,1404.731
2002-10-08,1409.892
2002-10-09,1375.555
2002-10-10,1407.733
2002-10-11,1450.495
2002-10-14,1453.332
2002-10-15,1517.077
2002-10-16,1502.421
2002-10-17,1542.751
2002-10-18,1555.455
2002-10-21,1574.611
2002-10-22,1551.276
2002-10-23,1561.722
2002-10-24,1566.026
2002-10-25,1577.542
2002-10-28,1591.135
2002-10-29,1553.257
2002-10-30,1560.153
2002-10-31,1538.213
2002-11-01,1562.493
2002-11-04,1592.821
2002-11-05,1588.916
2002-11-06,1598.797
2002-11-07,1586.704
2002-11-08,1575.23
2002-11-11,1545.914
2002-11-12,1554.123
2002-11-13,1542.188
2002-11-14,1565.296
2002-11-15,1582.238
2002-11-18,1583.055
2002-11-19,1571.92
2002-11-20,1592.066
2002-11-21,1619.595
2002-11-22,1613.152
2002-11-25,1628.886
2002-11-26,1599.396
2002-11-27,1630.507
2002-11-28,1638.26
2002-11-29,1628.53
2002-12-02,1661.626
2002-12-03,1655.675
2002-12-04,1647.23
2002-12-05,1624.237
2002-12-06,1629.226
2002-12-09,1614.962
2002-12-10,1644.614
2002-12-11,1646.193
2002-12-12,1658.484
2002-12-13,1656.832
2002-12-16,1670.942
2002-12-17,1655.352
2002-12-18,1633.949
2002-12-19,1629.911
2002-12-20,1628.275
2002-12-23,1654.191
2002-12-24,1649.924
2002-12-25,1649.924
2002-12-26,1646.151
2002-12-27,1623.833
2002-12-30,1619.616
2002-12-31,1616.177
2003-01-01,1616.177
2003-01-02,1658.309
2003-01-03,1674.949
2003-01-06,1702.118
2003-01-07,1691.156
2003-01-08,1664.322
2003-01-09,1686.122
2003-01-10,1704.445
2003-01-13,1714.124
2003-01-14,1718.543
2003-01-15,1719.042
2003-01-16,1723.966
2003-01-17,1707.19
2003-01-20,1703.547
2003-01-21,1688.457
2003-01-22,1696.889
2003-01-23,1710.783
2003-01-24,1695.016
2003-01-27,1663.06
2003-01-28,1658.794
2003-01-29,1670.94
2003-01-30,1657.286
2003-01-31,1661.775
2003-02-03,1682.285
2003-02-04,1671.29
2003-02-05,1662.529
2003-02-06,1653.255
2003-02-07,1651.151
2003-02-10,1636.942
2003-02-11,1641.764
2003-02-12,1638.936
2003-02-13,1646.198
2003-02-14,1655.988
2003-02-17,1677.077
2003-02-18,1688.748
2003-02-19,1683.455
2003-02-20,1694.856
2003-02-21,1695.241
2003-02-24,1691.939
2003-02-25,1694.241
2003-02-26,1696.365
2003-02-27,1719.963
2003-02-28,1720.461
2003-03-03,1705.273
2003-03-04,1700.675
2003-03-05,1701.262
2003-03-06,1684.141
2003-03-07,1706.109
2003-03-10,1685.287
2003-03-11,1682.202
2003-03-12,1661.536
2003-03-13,1671.707
2003-03-14,1666.582
2003-03-17,1704.845
2003-03-18,1710.735
2003-03-19,1710.42
2003-03-20,1721.526
2003-03-21,1726.156
2003-03-24,1691.229
2003-03-25,1701.091
2003-03-26,1698.151
2003-03-27,1705.698
2003-03-28,1711.844
2003-03-31,1698.68
2003-04-01,1697.994
2003-04-02,1710.273
2003-04-03,1710.794
2003-04-04,1710.275
2003-04-07,1711.041
2003-04-08,1723.256
2003-04-09,1718.051
2003-04-10,1733.91
2003-04-11,1739.915
2003-04-14,1751.598
2003-04-15,1756.94
2003-04-16,1756.12
2003-04-17,1767.654
2003-04-18,1767.654
2003-04-21,1777.281
2003-04-22,1787.86
2003-04-23,1789.916
2003-04-24,1770.945
2003-04-25,1764.896
2003-04-28,1778.585
2003-04-29,1781.866
2003-04-30,1806.891
2003-05-01,1819.341
2003-05-02,1824.854
2003-05-05,1851.047
2003-05-06,1865.413
2003-05-07,1861.326
2003-05-08,1863.692
2003-05-09,1878.946
2003-05-12,1904.671
2003-05-13,1895.448
2003-05-14,1923.773
2003-05-15,1933.694
2003-05-16,1939.04
2003-05-19,1949.305
2003-05-20,1957.168
2003-05-21,1958.35
2003-05-22,1951.217
2003-05-23,1932.974
2003-05-26,1939.446
2003-05-27,1957.365
2003-05-28,1940.167
2003-05-29,1953.889
2003-05-30,1962.052
2003-06-02,1991.124
2003-06-03,1976.461
2003-06-04,2024.192
2003-06-05,2059.118
2003-06-06,2042.185
2003-06-09,2016.374
2003-06-10,2026.749
2003-06-11,2059.485
2003-06-12,2064.637
2003-06-13,2048.048
2003-06-16,2076.248
2003-06-17,2080.61
2003-06-18,2083.276
2003-06-19,2050.315
2003-06-20,2043.725
2003-06-23,2017.799
2003-06-24,2006.5
2003-06-25,2030.69
2003-06-26,2024.125
2003-06-27,2015.77
2003-06-30,2014.731
2003-07-01,2029.067
2003-07-02,2043.057
2003-07-03,2052.553
2003-07-04,2047.544
2003-07-07,2056.003
2003-07-08,2040.654
2003-07-09,2025.925
2003-07-10,2000.834
2003-07-11,2009.422
2003-07-14,2031.331
2003-07-15,2003.735
2003-07-16,2002.324
2003-07-17,1990.684
2003-07-18,1983.206
2003-07-21,1995.07
2003-07-22,2005.124
2003-07-23,2019.763
2003-07-24,2048.259
2003-07-25,2069.205
2003-07-28,2067.953
2003-07-29,2047.917
2003-07-30,2021.62
2003-07-31,2021.503
2003-08-01,2029.278
2003-08-04,2016.913
2003-08-05,2009.568
2003-08-06,1990.019
2003-08-07,2019.052
2003-08-08,2041.41
2003-08-11,2073.851
2003-08-12,2086.97
2003-08-13,2091.777
2003-08-14,2094.025
2003-08-15,2092.582
2003-08-18,2095.66
2003-08-19,2094.595
2003-08-20,2100.974
2003-08-21,2097.154
2003-08-22,2079.154
2003-08-25,2087.831
2003-08-26,2099.163
2003-08-27,2101.837
2003-08-28,2115.3
2003-08-29,2127.623
2003-09-01,2136.325
2003-09-02,2145.48
2003-09-03,2152.649
2003-09-04,2178.665
2003-09-05,2184.885
2003-09-08,2191.029
2003-09-09,2184.725
2003-09-10,2182.769
2003-09-11,2181.443
2003-09-12,2188.884
2003-09-15,2177.889
2003-09-16,2194.997
2003-09-17,2188.276
2003-09-18,2186.832
2003-09-19,2213.472
2003-09-22,2208.25
2003-09-23,2218.703
2003-09-24,2207.614
2003-09-25,2193.833
2003-09-26,2156.998
2003-09-29,2161.0
2003-09-30,2164.844
2003-10-01,2197.951
2003-10-02,2214.793
2003-10-03,2204.148
2003-10-06,2217.132
2003-10-07,2238.222
2003-10-08,2240.047
2003-10-09,2242.766
2003-10-10,2269.183
2003-10-13,2272.188
2003-10-14,2304.479
2003-10-15,2310.971
2003-10-16,2332.671
2003-10-17,2311.042
2003-10-20,2301.148
2003-10-21,2323.997
2003-10-22,2328.218
2003-10-23,2300.589
2003-10-24,2287.936
2003-10-27,2295.826
2003-10-28,2309.811
2003-10-29,2315.099
2003-10-30,2316.231
2003-10-31,2311.168
2003-11-03,2312.472
2003-11-04,2311.206
2003-11-05,2318.717
2003-11-06,2313.179
2003-11-07,2329.784
2003-11-10,2337.689
2003-11-11,2322.251
2003-11-12,2349.697
2003-11-13,2343.049
2003-11-14,2334.765
2003-11-17,2329.929
2003-11-18,2328.552
2003-11-19,2352.53
2003-11-20,2354.329
2003-11-21,2346.23
2003-11-24,2340.068
2003-11-25,2341.96
2003-11-26,2376.15
2003-11-27,2375.127
2003-11-28,2380.493
2003-12-01,2395.27
2003-12-02,2409.091
2003-12-03,2414.955
2003-12-04,2403.924
2003-12-05,2415.494
2003-12-08,2426.409
2003-12-09,2401.476
2003-12-10,2381.967
2003-12-11,2368.814
2003-12-12,2392.833
2003-12-15,2380.229
2003-12-16,2390.923
2003-12-17,2396.114
2003-12-18,2414.738
2003-12-19,2401.843
2003-12-22,2420.102
2003-12-23,2427.115
2003-12-24,2446.357
2003-12-25,2446.357
2003-12-26,2462.477
2003-12-29,2488.512
2003-12-30,2476.96
2003-12-31,2510.825
2004-01-01,2510.825
2004-01-02,2538.334
2004-01-05,2583.072
2004-01-06,2584.058
2004-01-07,2579.219
2004-01-08,2586.624
2004-01-09,2594.806
2004-01-12,2593.002
2004-01-13,2605.137
2004-01-14,2569.788
2004-01-15,2563.322
2004-01-16,2586.75
2004-01-19,2606.345
2004-01-20,2646.48
2004-01-21,2619.071
2004-01-22,2613.903
2004-01-23,2603.553
2004-01-26,2594.455
2004-01-27,2602.285
2004-01-28,2550.894
2004-01-29,2502.615
2004-01-30,2537.856
2004-02-02,2565.612
2004-02-03,2569.319
2004-02-04,2533.85
2004-02-05,2544.442
2004-02-06,2576.815
2004-02-09,2597.391
2004-02-10,2603.513
2004-02-11,2608.773
2004-02-12,2618.211
2004-02-13,2621.241
2004-02-16,2631.467
2004-02-17,2644.946
2004-02-18,2628.206
2004-02-19,2583.623
2004-02-20,2541.761
2004-02-23,2545.467
2004-02-24,2561.625
2004-02-25,2556.79
2004-02-26,2572.641
2004-02-27,2593.58
2004-03-01,2627.737
2004-03-02,2592.817
2004-03-03,2580.044
2004-03-04,2590.375
2004-03-05,2650.105
2004-03-08,2622.718
2004-03-09,2608.939
2004-03-10,2540.804
2004-03-11,2527.841
2004-03-12,2530.251
2004-03-15,2487.81
2004-03-16,2526.695
2004-03-17,2526.801
2004-03-18,2531.095
2004-03-19,2541.056
2004-03-22,2515.087
2004-03-23,2509.384
2004-03-24,2475.857
2004-03-25,2524.484
2004-03-26,2545.274
2004-03-29,2580.94
2004-03-30,2608.906
2004-03-31,2581.926
2004-04-01,2601.862
2004-04-02,2644.786
2004-04-05,2662.761
2004-04-06,2662.815
2004-04-07,2642.238
2004-04-08,2632.614
2004-04-09,2632.614
2004-04-12,2646.613
2004-04-13,2600.719
2004-04-14,2541.667
2004-04-15,2538.227
2004-04-16,2563.798
2004-04-19,2556.373
2004-04-20,2519.094
2004-04-21,2502.298
2004-04-22,2529.975
2004-04-23,2525.914
2004-04-26,2521.92
2004-04-27,2501.305
2004-04-28,2387.35
2004-04-29,2371.054
2004-04-30,2367.307
2004-05-03,2377.67
2004-05-04,2444.508
2004-05-05,2436.795
2004-05-06,2425.093
2004-05-07,2367.629
2004-05-10,2314.796
2004-05-11,2340.398
2004-05-12,2343.991
2004-05-13,2319.628
2004-05-14,2330.666
2004-05-17,2325.907
2004-05-18,2319.842
2004-05-19,2354.23
2004-05-20,2344.538
2004-05-21,2359.536
2004-05-24,2366.95
2004-05-25,2400.838
2004-05-26,2393.766
2004-05-27,2426.656
2004-05-28,2409.371
2004-05-31,2431.264
2004-06-01,2423.757
2004-06-02,2427.758
2004-06-03,2417.845
2004-06-04,2437.37
2004-06-07,2471.984
2004-06-08,2474.007
2004-06-09,2429.938
2004-06-10,2430.001
2004-06-11,2432.115
2004-06-14,2402.599
2004-06-15,2420.311
2004-06-16,2431.525
2004-06-17,2455.589
2004-06-18,2467.834
2004-06-21,2468.2
2004-06-22,2497.873
2004-06-23,2508.758
2004-06-24,2531.83
2004-06-25,2508.599
2004-06-28,2510.029
2004-06-29,2516.363
2004-06-30,2535.426
2004-07-01,2551.602
2004-07-02,2543.396
2004-07-05,2541.588
2004-07-06,2538.94
2004-07-07,2550.076
2004-07-08,2540.622
2004-07-09,2551.927
2004-07-12,2538.047
2004-07-13,2533.628
2004-07-14,2550.723
2004-07-15,2524.643
2004-07-16,2533.684
2004-07-19,2562.446
2004-07-20,2555.479
2004-07-21,2545.117
2004-07-22,2551.736
2004-07-23,2532.586
2004-07-26,2498.091
2004-07-27,2475.487
2004-07-28,2502.684
2004-07-29,2542.273
2004-07-30,2538.187
2004-08-02,2531.52
2004-08-03,2561.098
2004-08-04,2541.981
2004-08-05,2503.785
2004-08-06,2497.971
2004-08-09,2487.065
2004-08-10,2506.805
2004-08-11,2463.974
2004-08-12,2443.779
2004-08-13,2489.669
2004-08-16,2520.541
2004-08-17,2514.179
2004-08-18,2509.25
2004-08-19,2557.334
2004-08-20,2568.001
2004-08-23,2542.21
2004-08-24,2545.829
2004-08-25,2567.473
2004-08-26,2542.801
2004-08-27,2541.167
2004-08-30,2517.762
2004-08-31,2539.792
2004-09-01,2571.66
2004-09-02,2582.393
2004-09-03,2558.329
2004-09-06,2565.224
2004-09-07,2595.48
2004-09-08,2583.86
2004-09-09,2600.399
2004-09-10,2593.55
2004-09-13,2613.743
2004-09-14,2622.402
2004-09-15,2594.979
2004-09-16,2622.389
2004-09-17,2608.738
2004-09-20,2622.689
2004-09-21,2677.056
2004-09-22,2672.677
2004-09-23,2681.328
2004-09-24,2687.286
2004-09-27,2659.727
2004-09-28,2694.294
2004-09-29,2709.741
2004-09-30,2732.967
2004-10-01,2768.599
2004-10-04,2761.214
2004-10-05,2784.417
2004-10-06,2816.397
2004-10-07,2802.05
2004-10-08,2812.33
2004-10-11,2803.25
2004-10-12,2783.957
2004-10-13,2752.168
2004-10-14,2788.708
2004-10-15,2796.854
2004-10-18,2792.854
2004-10-19,2768.66
2004-10-20,2814.935
2004-10-21,2829.9
2004-10-22,2822.808
2004-10-25,2848.976
2004-10-26,2873.717
2004-10-27,2869.592
2004-10-28,2871.231
2004-10-29,2905.68
2004-11-01,2892.499
2004-11-02,2886.2
2004-11-03,2917.998
2004-11-04,2941.259
2004-11-05,2959.592
2004-11-08,2967.761
2004-11-09,2958.417
2004-11-10,2948.73
2004-11-11,2960.099
2004-11-12,2973.084
2004-11-15,2958.825
2004-11-16,2991.549
2004-11-17,3004.687
2004-11-18,2955.737
2004-11-19,2978.786
2004-11-22,3029.132
2004-11-23,3018.505
2004-11-24,3032.122
2004-11-25,3055.459
2004-11-26,3064.81
2004-11-29,3052.942
2004-11-30,3025.252
2004-12-01,3051.487
2004-12-02,3034.591
2004-12-03,3007.623
2004-12-06,3002.491
2004-12-07,2956.113
2004-12-08,2921.82
2004-12-09,2926.632
2004-12-10,2908.799
2004-12-13,2925.155
2004-12-14,2923.56
2004-12-15,2962.902
2004-12-16,2938.01
2004-12-17,2949.119
2004-12-20,2978.863
2004-12-21,2992.129
2004-12-22,2981.367
2004-12-23,2982.81
2004-12-24,3020.544
2004-12-27,3038.612
2004-12-28,3037.74
2004-12-29,3027.103
2004-12-30,3069.688
2004-12-31,3082.727
2005-01-03,3049.009
2005-01-04,2985.919
2005-01-05,2941.681
2005-01-06,2935.435
2005-01-07,2915.123
2005-01-10,2945.391
2005-01-11,2960.847
2005-01-12,3007.228
2005-01-13,2990.738
2005-01-14,2968.88
2005-01-17,2972.543
2005-01-18,2975.869
2005-01-19,2956.339
2005-01-20,2930.904
2005-01-21,2948.058
2005-01-24,2962.52
2005-01-25,2936.578
2005-01-26,2973.973
2005-01-27,2959.123
2005-01-28,2933.523
2005-01-31,2960.568
2005-02-01,2976.384
2005-02-02,2990.955
2005-02-03,2984.251
2005-02-04,2988.411
2005-02-07,2978.487
2005-02-08,2993.804
2005-02-09,3000.449
2005-02-10,3058.782
2005-02-11,3081.185
2005-02-14,3099.531
2005-02-15,3089.955
2005-02-16,3097.678
2005-02-17,3123.762
2005-02-18,3144.534
2005-02-21,3142.936
2005-02-22,3135.063
2005-02-23,3119.266
2005-02-24,3102.419
2005-02-25,3155.951
2005-02-28,3151.4
2005-03-01,3137.374
2005-03-02,3163.306
2005-03-03,3172.371
2005-03-04,3239.143
2005-03-07,3225.589
2005-03-08,3279.42
2005-03-09,3259.262
2005-03-10,3230.915
2005-03-11,3234.971
2005-03-14,3232.936
2005-03-15,3233.99
2005-03-16,3231.761
2005-03-17,3261.975
2005-03-18,3237.861
2005-03-21,3200.616
2005-03-22,3217.098
2005-03-23,3152.565
2005-03-24,3144.155
2005-03-25,3144.155
2005-03-28,3114.516
2005-03-29,3112.903
2005-03-30,3133.422
2005-03-31,3196.434
2005-04-01,3196.426
2005-04-04,3173.959
2005-04-05,3173.645
2005-04-06,3190.162
2005-04-07,3179.924
2005-04-08,3153.834
2005-04-11,3148.939
2005-04-12,3129.263
2005-04-13,3087.786
2005-04-14,3051.308
2005-04-15,3010.789
2005-04-18,3019.877
2005-04-19,3058.011
2005-04-20,3053.304
2005-04-21,3075.844
2005-04-22,3069.837
2005-04-25,3072.106
2005-04-26,3059.199
2005-04-27,3025.171
2005-04-28,2999.11
2005-04-29,3023.63
2005-05-02,3044.668
2005-05-03,3027.312
2005-05-04,3079.515
2005-05-05,3087.873
2005-05-06,3106.788
2005-05-09,3133.944
2005-05-10,3114.502
2005-05-11,3067.48
2005-05-12,3026.664
2005-05-13,2977.948
2005-05-16,2976.477
2005-05-17,2995.958
2005-05-18,3021.885
2005-05-19,3040.198
2005-05-20,3030.497
2005-05-23,3047.256
2005-05-24,3061.613
2005-05-25,3044.191
2005-05-26,3060.4
2005-05-27,3088.808
2005-05-30,3120.947
2005-05-31,3090.857
2005-06-01,3130.684
2005-06-02,3118.953
2005-06-03,3134.725
2005-06-06,3137.721
2005-06-07,3124.46
2005-06-08,3154.319
2005-06-09,3144.871
2005-06-10,3172.323
2005-06-13,3167.968
2005-06-14,3166.7
2005-06-15,3222.164
