Date,FINLAND GROWTH Standard (Large+Mid Cap)
2002-07-12,693.667
2002-07-15,669.322
2002-07-16,677.827
2002-07-17,717.13
2002-07-18,684.544
2002-07-19,653.285
2002-07-22,633.758
2002-07-23,572.843
2002-07-24,552.339
2002-07-25,564.898
2002-07-26,566.094
2002-07-29,605.809
2002-07-30,622.272
2002-07-31,617.202
2002-08-01,589.182
2002-08-02,570.352
2002-08-05,542.718
2002-08-06,561.656
2002-08-07,572.542
2002-08-08,593.99
2002-08-09,637.712
2002-08-12,638.378
2002-08-13,639.217
2002-08-14,605.608
2002-08-15,636.057
2002-08-16,664.275
2002-08-19,701.248
2002-08-20,697.36
2002-08-21,705.939
2002-08-22,724.958
2002-08-23,704.894
2002-08-26,685.644
2002-08-27,704.805
2002-08-28,670.789
2002-08-29,665.84
2002-08-30,662.115
2002-09-02,645.094
2002-09-03,621.997
2002-09-04,627.084
2002-09-05,649.452
2002-09-06,694.767
2002-09-09,688.998
2002-09-10,680.214
2002-09-11,730.735
2002-09-12,698.828
2002-09-13,689.767
2002-09-16,661.059
2002-09-17,662.484
2002-09-18,628.911
2002-09-19,630.86
2002-09-20,640.084
2002-09-23,619.311
2002-09-24,606.726
2002-09-25,638.774
2002-09-26,700.872
2002-09-27,701.193
2002-09-30,658.884
2002-10-01,673.499
2002-10-02,713.555
2002-10-03,700.098
2002-10-04,656.865
2002-10-07,654.077
2002-10-08,648.051
2002-10-09,652.96
2002-10-10,672.933
2002-10-11,715.89
2002-10-14,708.934
2002-10-15,769.541
2002-10-16,730.878
2002-10-17,798.748
2002-10-18,799.577
2002-10-21,799.251
2002-10-22,815.119
2002-10-23,779.529
2002-10-24,814.988
2002-10-25,812.822
2002-10-28,846.969
2002-10-29,797.621
2002-10-30,815.261
2002-10-31,841.881
2002-11-01,815.991
2002-11-04,877.038
2002-11-05,889.688
2002-11-06,852.776
2002-11-07,835.319
2002-11-08,822.352
2002-11-11,793.632
2002-11-12,819.158
2002-11-13,840.94
2002-11-14,887.592
2002-11-15,889.58
2002-11-18,919.025
2002-11-19,886.96
2002-11-20,893.662
2002-11-21,945.326
2002-11-22,939.994
2002-11-25,951.796
2002-11-26,921.764
2002-11-27,952.688
2002-11-28,979.491
2002-11-29,956.612
2002-12-02,984.174
2002-12-03,911.605
2002-12-04,931.918
2002-12-05,915.568
2002-12-06,922.293
2002-12-09,895.913
2002-12-10,862.579
2002-12-11,843.523
2002-12-12,857.936
2002-12-13,842.363
2002-12-16,869.445
2002-12-17,863.937
2002-12-18,813.676
2002-12-19,809.709
2002-12-20,804.276
2002-12-23,808.779
2002-12-24,812.126
2002-12-25,812.126
2002-12-26,814.174
2002-12-27,776.319
2002-12-30,785.007
2002-12-31,788.086
2003-01-01,788.086
2003-01-02,827.253
2003-01-03,834.417
2003-01-06,839.544
2003-01-07,819.432
2003-01-08,774.058
2003-01-09,818.646
2003-01-10,824.835
2003-01-13,812.395
2003-01-14,829.417
2003-01-15,809.879
2003-01-16,776.944
2003-01-17,752.783
2003-01-20,741.606
2003-01-21,745.867
2003-01-22,756.669
2003-01-23,724.688
2003-01-24,726.316
2003-01-27,700.892
2003-01-28,692.945
2003-01-29,716.376
2003-01-30,739.877
2003-01-31,696.033
2003-02-03,723.172
2003-02-04,702.469
2003-02-05,702.225
2003-02-06,683.592
2003-02-07,680.689
2003-02-10,673.775
2003-02-11,714.188
2003-02-12,692.308
2003-02-13,667.773
2003-02-14,692.335
2003-02-17,703.548
2003-02-18,718.383
2003-02-19,695.89
2003-02-20,684.886
2003-02-21,682.708
2003-02-24,688.063
2003-02-25,650.233
2003-02-26,644.063
2003-02-27,640.342
2003-02-28,662.491
2003-03-03,668.821
2003-03-04,655.762
2003-03-05,655.738
2003-03-06,658.519
2003-03-07,626.087
2003-03-10,626.966
2003-03-11,632.475
2003-03-12,663.86
2003-03-13,682.463
2003-03-14,717.089
2003-03-17,744.056
2003-03-18,746.344
2003-03-19,752.25
2003-03-20,743.151
2003-03-21,772.952
2003-03-24,735.029
2003-03-25,736.671
2003-03-26,734.579
2003-03-27,727.441
2003-03-28,736.58
2003-03-31,694.786
2003-04-01,716.597
2003-04-02,752.173
2003-04-03,758.669
2003-04-04,755.013
2003-04-07,788.418
2003-04-08,757.083
2003-04-09,766.315
2003-04-10,723.89
2003-04-11,727.454
2003-04-14,737.995
2003-04-15,756.445
2003-04-16,751.479
2003-04-17,809.404
2003-04-18,809.404
2003-04-21,805.915
2003-04-22,828.995
2003-04-23,848.11
2003-04-24,840.662
2003-04-25,807.93
2003-04-28,829.066
2003-04-29,837.451
2003-04-30,850.896
2003-05-01,858.711
2003-05-02,823.343
2003-05-05,858.797
2003-05-06,852.869
2003-05-07,868.581
2003-05-08,846.053
2003-05-09,839.541
2003-05-12,864.686
2003-05-13,878.078
2003-05-14,867.113
2003-05-15,888.029
2003-05-16,888.614
2003-05-19,856.362
2003-05-20,840.977
2003-05-21,827.752
2003-05-22,850.157
2003-05-23,836.979
2003-05-26,832.058
2003-05-27,838.344
2003-05-28,889.842
2003-05-29,896.436
2003-05-30,905.039
2003-06-02,917.565
2003-06-03,906.136
2003-06-04,905.036
2003-06-05,885.998
2003-06-06,914.705
2003-06-09,899.562
2003-06-10,878.396
2003-06-11,894.527
2003-06-12,875.515
2003-06-13,859.265
2003-06-16,876.608
2003-06-17,887.764
2003-06-18,880.248
2003-06-19,902.091
2003-06-20,897.266
2003-06-23,861.673
2003-06-24,846.295
2003-06-25,854.66
2003-06-26,849.174
2003-06-27,852.677
2003-06-30,828.203
2003-07-01,817.071
2003-07-02,831.162
2003-07-03,838.006
2003-07-04,814.554
2003-07-07,844.349
2003-07-08,859.069
2003-07-09,897.042
2003-07-10,906.574
2003-07-11,892.576
2003-07-14,903.689
2003-07-15,893.175
2003-07-16,888.289
2003-07-17,748.633
2003-07-18,735.912
2003-07-21,723.169
2003-07-22,736.063
2003-07-23,745.894
2003-07-24,767.66
2003-07-25,755.699
2003-07-28,782.305
2003-07-29,778.154
2003-07-30,774.35
2003-07-31,771.001
2003-08-01,745.395
2003-08-04,739.017
2003-08-05,740.745
2003-08-06,713.397
2003-08-07,713.109
2003-08-08,718.203
2003-08-11,724.564
2003-08-12,727.758
2003-08-13,736.508
2003-08-14,743.159
2003-08-15,736.405
2003-08-18,740.919
2003-08-19,771.238
2003-08-20,776.365
2003-08-21,779.636
2003-08-22,783.709
2003-08-25,771.938
2003-08-26,766.249
2003-08-27,803.842
2003-08-28,812.955
2003-08-29,823.844
2003-09-01,825.601
2003-09-02,810.371
2003-09-03,840.676
2003-09-04,836.478
2003-09-05,833.218
2003-09-08,842.376
2003-09-09,811.139
2003-09-10,775.812
2003-09-11,774.679
2003-09-12,779.802
2003-09-15,786.309
2003-09-16,782.308
2003-09-17,781.037
2003-09-18,794.103
2003-09-19,796.172
2003-09-22,786.243
2003-09-23,776.835
2003-09-24,774.123
2003-09-25,765.398
2003-09-26,772.629
2003-09-29,787.349
2003-09-30,774.288
2003-10-01,792.427
2003-10-02,813.629
2003-10-03,852.66
2003-10-06,840.598
2003-10-07,840.614
2003-10-08,844.658
2003-10-09,865.855
2003-10-10,860.853
2003-10-13,873.284
2003-10-14,857.829
2003-10-15,859.758
2003-10-16,833.386
2003-10-17,854.27
2003-10-20,848.26
2003-10-21,861.578
2003-10-22,854.277
2003-10-23,843.049
2003-10-24,850.94
2003-10-27,841.42
2003-10-28,849.933
2003-10-29,864.409
2003-10-30,856.986
2003-10-31,854.194
2003-11-03,866.607
2003-11-04,862.435
2003-11-05,849.142
2003-11-06,871.711
2003-11-07,886.379
2003-11-10,872.61
2003-11-11,861.262
2003-11-12,883.054
2003-11-13,900.18
2003-11-14,901.511
2003-11-17,879.214
2003-11-18,893.064
2003-11-19,878.526
2003-11-20,889.435
2003-11-21,887.516
2003-11-24,913.699
2003-11-25,894.49
2003-11-26,902.437
2003-11-27,907.802
2003-11-28,906.114
2003-12-01,899.847
2003-12-02,912.194
2003-12-03,916.604
2003-12-04,925.15
2003-12-05,909.947
2003-12-08,897.153
2003-12-09,890.211
2003-12-10,883.576
2003-12-11,883.221
2003-12-12,888.918
2003-12-15,896.791
2003-12-16,877.334
2003-12-17,869.578
2003-12-18,870.556
2003-12-19,871.235
2003-12-22,864.676
2003-12-23,867.262
2003-12-24,869.706
2003-12-25,869.706
2003-12-26,869.357
2003-12-29,858.979
2003-12-30,867.755
2003-12-31,873.502
2004-01-01,873.502
2004-01-02,877.297
2004-01-05,887.707
2004-01-06,893.031
2004-01-07,906.478
2004-01-08,1013.915
2004-01-09,1035.41
2004-01-12,1044.256
2004-01-13,1037.263
2004-01-14,1047.918
2004-01-15,1032.1
2004-01-16,1037.436
2004-01-19,1044.01
2004-01-20,1053.326
2004-01-21,1027.732
2004-01-22,1070.097
2004-01-23,1071.225
2004-01-26,1057.742
2004-01-27,1066.774
2004-01-28,1058.946
2004-01-29,1024.125
2004-01-30,1029.244
2004-02-02,1036.14
2004-02-03,1047.711
2004-02-04,1029.473
2004-02-05,1025.784
2004-02-06,1058.786
2004-02-09,1074.502
2004-02-10,1102.978
2004-02-11,1112.99
2004-02-12,1135.539
2004-02-13,1111.137
2004-02-16,1117.108
2004-02-17,1130.811
2004-02-18,1138.474
2004-02-19,1137.534
2004-02-20,1113.346
2004-02-23,1131.851
2004-02-24,1117.343
2004-02-25,1097.558
2004-02-26,1095.185
2004-02-27,1097.91
2004-03-01,1103.698
2004-03-02,1114.947
2004-03-03,1097.587
2004-03-04,1128.218
2004-03-05,1162.815
2004-03-08,1159.859
2004-03-09,1131.03
2004-03-10,1102.433
2004-03-11,1074.318
2004-03-12,1063.109
2004-03-15,1040.69
2004-03-16,1054.968
2004-03-17,1064.113
2004-03-18,1038.945
2004-03-19,1026.782
2004-03-22,994.612
2004-03-23,994.1
2004-03-24,983.74
2004-03-25,1009.959
2004-03-26,999.393
2004-03-29,1020.998
2004-03-30,1020.92
2004-03-31,1044.378
2004-04-01,1055.011
2004-04-02,1075.688
2004-04-05,1061.571
2004-04-06,902.822
2004-04-07,880.307
2004-04-08,884.69
2004-04-09,884.69
2004-04-12,882.205
2004-04-13,872.763
2004-04-14,853.775
2004-04-15,841.473
2004-04-16,785.701
2004-04-19,796.207
2004-04-20,799.29
2004-04-21,780.884
2004-04-22,789.925
2004-04-23,792.435
2004-04-26,794.108
2004-04-27,786.076
2004-04-28,768.035
2004-04-29,754.054
2004-04-30,739.569
2004-05-03,741.406
2004-05-04,738.863
2004-05-05,755.605
2004-05-06,738.212
2004-05-07,735.176
2004-05-10,713.76
2004-05-11,713.549
2004-05-12,707.052
2004-05-13,707.101
2004-05-14,690.612
2004-05-17,686.811
2004-05-18,699.094
2004-05-19,717.322
2004-05-20,710.944
2004-05-21,686.507
2004-05-24,692.611
2004-05-25,692.883
2004-05-26,700.465
2004-05-27,726.169
2004-05-28,717.237
2004-05-31,732.266
2004-06-01,718.364
2004-06-02,717.614
2004-06-03,714.091
2004-06-04,731.2
2004-06-07,750.791
2004-06-08,748.818
2004-06-09,746.987
2004-06-10,743.041
2004-06-11,747.746
2004-06-14,738.193
2004-06-15,742.829
2004-06-16,736.423
2004-06-17,731.59
2004-06-18,742.828
2004-06-21,741.746
2004-06-22,731.965
2004-06-23,737.967
2004-06-24,746.823
2004-06-25,744.369
2004-06-28,752.75
2004-06-29,742.226
2004-06-30,757.69
2004-07-01,766.643
2004-07-02,761.145
2004-07-05,757.106
2004-07-06,747.356
2004-07-07,745.74
2004-07-08,751.518
2004-07-09,758.306
2004-07-12,753.398
2004-07-13,747.476
2004-07-14,739.448
2004-07-15,663.028
2004-07-16,656.724
2004-07-19,649.329
2004-07-20,651.01
2004-07-21,654.079
2004-07-22,639.8
2004-07-23,632.51
2004-07-26,631.593
2004-07-27,626.273
2004-07-28,612.268
2004-07-29,627.009
2004-07-30,621.919
2004-08-02,617.626
2004-08-03,625.654
2004-08-04,619.097
2004-08-05,617.972
2004-08-06,605.702
2004-08-09,602.165
2004-08-10,615.801
2004-08-11,603.477
2004-08-12,594.659
2004-08-13,606.352
2004-08-16,614.796
2004-08-17,628.231
2004-08-18,628.516
2004-08-19,639.058
2004-08-20,630.502
2004-08-23,635.223
2004-08-24,627.39
2004-08-25,627.178
2004-08-26,638.364
2004-08-27,634.058
2004-08-30,633.059
2004-08-31,631.235
2004-09-01,634.957
2004-09-02,653.996
2004-09-03,659.045
2004-09-06,666.771
2004-09-07,667.931
2004-09-08,679.457
2004-09-09,716.121
2004-09-10,724.598
2004-09-13,731.708
2004-09-14,728.584
2004-09-15,717.203
2004-09-16,726.206
2004-09-17,733.72
2004-09-20,737.952
2004-09-21,740.023
2004-09-22,732.945
2004-09-23,725.283
2004-09-24,726.694
2004-09-27,721.58
2004-09-28,715.223
2004-09-29,721.37
2004-09-30,729.408
2004-10-01,754.939
2004-10-04,760.063
2004-10-05,760.343
2004-10-06,755.285
2004-10-07,756.744
2004-10-08,749.583
2004-10-11,741.434
2004-10-12,727.625
2004-10-13,740.92
2004-10-14,755.108
2004-10-15,775.997
2004-10-18,770.928
2004-10-19,796.428
2004-10-20,782.123
2004-10-21,786.951
2004-10-22,789.498
2004-10-25,781.578
2004-10-26,777.633
2004-10-27,797.404
2004-10-28,804.86
2004-10-29,804.675
2004-11-01,817.131
2004-11-02,820.682
2004-11-03,828.413
2004-11-04,828.483
2004-11-05,843.7
2004-11-08,839.8
2004-11-09,843.998
2004-11-10,852.582
2004-11-11,867.292
2004-11-12,867.582
2004-11-15,864.584
2004-11-16,858.93
2004-11-17,877.03
2004-11-18,879.445
2004-11-19,869.922
2004-11-22,863.74
2004-11-23,855.046
2004-11-24,862.71
2004-11-25,868.028
2004-11-26,873.62
2004-11-29,872.668
2004-11-30,863.812
2004-12-01,872.25
2004-12-02,886.914
2004-12-03,874.43
2004-12-06,878.092
2004-12-07,875.915
2004-12-08,856.046
2004-12-09,839.047
2004-12-10,833.794
2004-12-13,831.099
2004-12-14,829.71
2004-12-15,839.011
2004-12-16,820.063
2004-12-17,801.203
2004-12-20,820.096
2004-12-21,829.086
2004-12-22,841.168
2004-12-23,852.133
2004-12-24,854.342
2004-12-27,852.651
2004-12-28,853.382
2004-12-29,851.061
2004-12-30,849.188
2004-12-31,846.852
2005-01-03,842.776
2005-01-04,837.441
2005-01-05,829.792
2005-01-06,823.26
2005-01-07,822.922
2005-01-10,836.952
2005-01-11,823.746
2005-01-12,823.185
2005-01-13,815.58
2005-01-14,813.403
2005-01-17,819.11
2005-01-18,809.544
2005-01-19,803.977
2005-01-20,775.504
2005-01-21,769.887
2005-01-24,767.81
2005-01-25,766.973
2005-01-26,783.859
2005-01-27,818.033
2005-01-28,812.549
2005-01-31,823.307
2005-02-01,830.933
2005-02-02,841.404
2005-02-03,840.298
2005-02-04,850.824
2005-02-07,844.379
2005-02-08,847.917
2005-02-09,847.736
2005-02-10,851.991
2005-02-11,860.947
2005-02-14,867.222
2005-02-15,867.956
2005-02-16,860.792
2005-02-17,856.969
2005-02-18,861.027
2005-02-21,860.057
2005-02-22,881.097
2005-02-23,863.726
2005-02-24,868.727
2005-02-25,887.12
2005-02-28,888.921
2005-03-01,884.199
2005-03-02,877.802
2005-03-03,873.011
2005-03-04,884.395
2005-03-07,882.897
2005-03-08,891.838
2005-03-09,889.77
2005-03-10,887.95
2005-03-11,890.225
2005-03-14,886.883
2005-03-15,892.141
2005-03-16,884.481
2005-03-17,887.627
2005-03-18,878.283
2005-03-21,864.67
2005-03-22,865.599
2005-03-23,841.763
2005-03-24,839.146
2005-03-25,839.146
2005-03-28,833.256
2005-03-29,837.725
2005-03-30,838.76
2005-03-31,846.622
2005-04-01,848.793
2005-04-04,825.768
2005-04-05,834.936
2005-04-06,836.079
2005-04-07,851.965
2005-04-08,854.879
2005-04-11,856.975
2005-04-12,842.978
2005-04-13,850.237
2005-04-14,841.869
2005-04-15,825.935
2005-04-18,820.029
2005-04-19,838.803
2005-04-20,852.819
2005-04-21,882.77
2005-04-22,895.558
2005-04-25,890.024
2005-04-26,877.683
2005-04-27,868.651
2005-04-28,868.903
2005-04-29,866.085
2005-05-02,869.784
2005-05-03,875.183
2005-05-04,901.338
2005-05-05,900.259
2005-05-06,915.972
2005-05-09,922.048
2005-05-10,919.364
2005-05-11,910.782
2005-05-12,915.886
2005-05-13,923.606
2005-05-16,928.217
2005-05-17,928.052
2005-05-18,947.172
2005-05-19,948.592
2005-05-20,940.793
2005-05-23,948.699
2005-05-24,947.778
2005-05-25,931.708
2005-05-26,933.52
2005-05-27,936.924
2005-05-30,933.578
2005-05-31,920.684
2005-06-01,934.417
2005-06-02,939.519
2005-06-03,935.783
2005-06-06,925.438
2005-06-07,937.457
2005-06-08,939.172
2005-06-09,922.07
2005-06-10,926.325
2005-06-13,923.691
2005-06-14,931.077
2005-06-15,929.507
2005-06-16,934.974
2005-06-17,942.02
2005-06-20,935.495
2005-06-21,945.398
2005-06-22,952.972
2005-06-23,948.644
2005-06-24,951.517
2005-06-27,931.939
2005-06-28,927.412
2005-06-29,936.172
2005-06-30,926.776
2005-07-01,917.615
2005-07-04,913.203
2005-07-05,919.583
2005-07-06,930.801
2005-07-07,917.417
2005-07-08,937.853
2005-07-11,967.748
2005-07-12,972.727
2005-07-13,979.216
2005-07-14,985.711
2005-07-15,977.365
2005-07-18,978.43
2005-07-19,988.104
2005-07-20,973.519
2005-07-21,907.329
2005-07-22,891.286
2005-07-25,879.893
2005-07-26,883.264
2005-07-27,896.66
2005-07-28,911.214
2005-07-29,912.209
2005-08-01,910.88
2005-08-02,920.762
2005-08-03,928.017
2005-08-04,922.489
2005-08-05,913.05
2005-08-08,924.71
2005-08-09,936.185
2005-08-10,949.103
2005-08-11,936.581
2005-08-12,935.322
2005-08-15,926.096
2005-08-16,918.09
2005-08-17,910.491
2005-08-18,898.781
2005-08-19,904.244
2005-08-22,912.133
2005-08-23,906.617
2005-08-24,908.876
2005-08-25,904.323
2005-08-26,899.358
2005-08-29,900.628
2005-08-30,895.944
2005-08-31,909.835
2005-09-01,930.184
2005-09-02,933.738
2005-09-05,939.462
2005-09-06,941.998
2005-09-07,944.497
2005-09-08,937.547
2005-09-09,951.167
2005-09-12,939.562
2005-09-13,964.434
2005-09-14,969.073
2005-09-15,961.967
2005-09-16,954.24
2005-09-19,951.847
2005-09-20,963.281
2005-09-21,956.457
2005-09-22,954.094
2005-09-23,950.567
2005-09-26,958.3
2005-09-27,948.782
2005-09-28,950.695
