Date,FINLAND GROWTH Standard (Large+Mid Cap)
2007-04-30,1453.663
2007-05-31,1573.907
2007-06-29,1603.513
2007-07-31,1645.799
2007-08-31,1828.729
2007-09-28,2085.307
2007-10-31,2182.058
2007-11-30,2182.224
2007-12-31,2115.131
2008-01-31,1952.473
2008-02-29,2022.363
2008-03-31,1827.803
2008-04-30,1768.262
2008-05-30,1746.154
2008-06-30,1523.18
2008-07-31,1617.595
2008-08-29,1483.27
2008-09-30,1082.289
2008-10-31,883.369
2008-11-28,795.734
2008-12-31,866.416
2009-01-30,712.921
2009-02-27,579.852
2009-03-31,690.494
2009-04-30,862.438
2009-05-29,934.817
2009-06-30,901.932
2009-07-31,860.359
2009-08-31,913.975
2009-09-30,962.857
2009-10-30,865.626
2009-11-30,900.006
2009-12-31,918.791
2010-01-29,890.34
2010-02-26,908.582
2010-03-31,964.066
2010-04-30,972.561
2010-05-31,862.809
2010-06-30,877.102
2010-07-30,993.892
2010-08-31,977.055
2010-09-30,1164.406
2010-10-29,1182.8
2010-11-30,1119.647
2010-12-31,1233.34
2011-01-31,1272.636
2011-02-28,1270.91
2011-03-31,1349.36
2011-04-29,1460.747
2011-05-31,1385.289
2011-06-30,1348.914
2011-07-29,1190.262
2011-08-31,1081.437
2011-09-30,895.616
2011-10-31,1053.926
2011-11-30,1049.015
2011-12-30,968.167
2012-01-31,1043.399
2012-02-29,1161.616
2012-03-30,1169.853
2012-04-30,1189.18
2012-05-31,999.332
2012-06-29,1050.382
2012-07-31,1019.199
2012-08-31,1054.503
2012-09-28,1121.493
2012-10-31,1174.468
2012-11-30,1201.33
2012-12-31,1188.51
2013-01-31,1327.381
2013-02-28,1326.526
2013-03-29,1295.205
2013-04-30,1414.751
2013-05-31,1382.169
2013-06-28,1275.22
2013-07-31,1286.12
2013-08-30,1376.272
2013-09-30,1463.87
2013-10-31,1447.298
2013-11-29,1511.13
2013-12-31,1504.919
2014-01-31,1386.67
2014-02-28,1515.894
2014-03-31,1463.662
2014-04-30,1481.791
2014-05-30,1511.142
2014-06-30,1471.783
2014-07-31,1503.522
2014-08-29,1551.324
2014-09-30,1515.71
2014-10-31,1522.236
2014-11-28,1555.617
2014-12-31,1505.184
2015-01-30,1491.449
2015-02-27,1540.607
2015-03-31,1470.828
2015-04-30,1381.376
2015-05-29,1430.219
2015-06-30,1364.559
2015-07-31,1416.613
2015-08-31,1274.752
2015-09-30,1317.961
2015-10-30,1458.358
2015-11-30,1431.363
2015-12-31,1428.377
2016-01-29,1414.384
2016-02-29,1285.04
2016-03-31,1312.17
2016-04-29,1285.767
2016-05-31,1278.304
2016-06-30,1254.559
2016-07-29,1348.63
2016-08-31,1325.328
2016-09-30,1351.2
2016-10-31,1239.948
2016-11-30,1188.353
2016-12-30,1222.186
2017-01-31,1262.254
2017-02-28,1272.75
2017-03-31,1318.599
2017-04-28,1409.876
2017-05-31,1490.935
2017-06-30,1501.107
2017-07-31,1503.798
2017-08-31,1549.493
2017-09-29,1551.392
2017-10-31,1501.782
2017-11-30,1457.762
2017-12-29,1417.053
2018-01-31,1496.493
2018-02-28,1581.085
2018-03-30,1511.994
2018-04-30,1575.825
2018-05-31,1553.875
2018-06-29,1535.444
2018-07-31,1607.633
2018-08-31,1636.152
2018-09-28,1613.023
2018-10-31,1415.922
2018-11-30,1326.167
2018-12-31,1291.075
2019-01-31,1402.446
2019-02-28,1448.682
2019-03-29,1483.289
2019-04-30,1498.068
2019-05-31,1434.712
2019-06-28,1518.927
2019-07-31,1473.358
2019-08-30,1446.91
2019-09-30,1456.437
2019-10-31,1571.566
2019-11-29,1533.446
2019-12-31,1594.914
2020-01-31,1655.951
2020-02-28,1550.063
2020-03-31,1378.88
2020-04-30,1509.401
2020-05-29,1677.248
2020-06-30,1710.092
2020-07-31,1891.638
2020-08-31,2024.92
2020-09-30,1889.0
2020-10-30,1733.943
2020-11-30,2045.016
2020-12-31,2061.548
2021-01-29,2178.844
2021-02-26,2017.078
2021-03-31,1935.957
2021-04-30,2104.058
2021-05-31,2233.886
2021-06-30,2231.522
2021-07-30,2338.387
2021-08-31,2344.617
2021-09-30,2106.344
2021-10-29,2100.994
2021-11-30,1951.69
2021-12-31,2102.461
2022-01-31,1957.425
2022-02-28,1801.338
2022-03-31,1866.509
2022-04-29,1755.637
2022-05-31,1779.643
2022-06-30,1652.9
2022-07-29,1777.126
2022-08-31,1685.777
2022-09-30,1494.933
2022-10-31,1529.28
2022-11-30,1721.808
2022-12-30,1640.145
2023-01-31,1702.583
2023-02-28,1690.509
2023-03-31,1734.026
2023-04-28,1760.468
2023-05-31,1500.766
2023-06-30,1547.607
2023-07-31,1490.067
2023-08-31,1442.428
2023-09-29,1347.618
2023-10-31,1299.282
2023-11-30,1414.144
2023-12-29,1527.455
2024-01-31,1545.14
2024-02-29,1506.996
2024-03-29,1530.109
2024-04-30,1559.338
2024-05-31,1635.22
2024-06-28,1482.699
2024-07-31,1484.756
2024-08-30,1545.51
2024-09-30,1577.37
2024-10-31,1372.626
2024-11-29,1298.289
2024-12-31,1275.248
2025-01-31,1380.751
2025-02-28,1455.468
2025-03-31,1396.97
2025-04-30,1504.155
2025-05-30,1606.115
2025-06-30,1781.798
2025-07-31,1873.005
2025-08-29,1943.5
2025-09-30,2008.645
2025-10-31,2123.955
