Date,FINLAND GROWTH Standard (Large+Mid Cap)
2007-12-31,2301.188
2008-01-31,2124.221
2008-02-29,2200.746
2008-03-31,1992.163
2008-04-30,1930.426
2008-05-30,1917.301
2008-06-30,1672.472
2008-07-31,1776.141
2008-08-29,1628.651
2008-09-30,1188.369
2008-10-31,969.951
2008-11-28,873.726
2008-12-31,951.337
2009-01-30,782.798
2009-02-27,637.139
2009-03-31,758.712
2009-04-30,958.041
2009-05-29,1038.443
2009-06-30,1001.913
2009-07-31,955.732
2009-08-31,1015.291
2009-09-30,1069.592
2009-10-30,961.583
2009-11-30,999.773
2009-12-31,1020.641
2010-01-29,989.036
2010-02-26,1009.3
2010-03-31,1075.643
2010-04-30,1092.489
2010-05-31,969.203
2010-06-30,985.259
2010-07-30,1116.451
2010-08-31,1097.537
2010-09-30,1307.991
2010-10-29,1329.73
2010-11-30,1258.731
2010-12-31,1386.549
2011-01-31,1430.726
2011-02-28,1428.785
2011-03-31,1525.37
2011-04-29,1659.595
2011-05-31,1573.865
2011-06-30,1532.539
2011-07-29,1352.289
2011-08-31,1228.65
2011-09-30,1017.535
2011-10-31,1197.394
2011-11-30,1191.815
2011-12-30,1099.961
2012-01-31,1185.435
2012-02-29,1319.744
2012-03-30,1337.017
2012-04-30,1368.23
2012-05-31,1149.797
2012-06-29,1208.534
2012-07-31,1172.656
2012-08-31,1213.275
2012-09-28,1290.351
2012-10-31,1354.972
2012-11-30,1385.962
2012-12-31,1371.172
2013-01-31,1531.385
2013-02-28,1536.36
2013-03-29,1503.654
2013-04-30,1647.487
2013-05-31,1609.545
2013-06-28,1485.003
2013-07-31,1497.695
2013-08-30,1602.679
2013-09-30,1704.686
2013-10-31,1685.389
2013-11-29,1759.722
2013-12-31,1755.211
2014-01-31,1617.295
2014-02-28,1772.11
2014-03-31,1713.928
2014-04-30,1739.949
2014-05-30,1774.413
2014-06-30,1744.724
2014-07-31,1782.349
2014-08-29,1839.015
2014-09-30,1796.797
2014-10-31,1804.533
2014-11-28,1844.105
2014-12-31,1784.318
2015-01-30,1768.037
2015-02-27,1830.604
2015-03-31,1750.034
2015-04-30,1644.158
2015-05-29,1708.678
2015-06-30,1630.235
2015-07-31,1692.423
2015-08-31,1522.942
2015-09-30,1574.564
2015-10-30,1742.296
2015-11-30,1710.045
2015-12-31,1706.478
2016-01-29,1689.76
2016-02-29,1535.233
2016-03-31,1572.904
2016-04-29,1542.494
2016-05-31,1533.54
2016-06-30,1505.054
2016-07-29,1617.909
2016-08-31,1589.954
2016-09-30,1620.991
2016-10-31,1487.526
2016-11-30,1425.629
2016-12-30,1466.218
2017-01-31,1514.286
2017-02-28,1526.878
2017-03-31,1594.045
2017-04-28,1707.281
2017-05-31,1805.438
2017-06-30,1817.756
2017-07-31,1821.015
2017-08-31,1876.349
2017-09-29,1880.236
2017-10-31,1820.111
2017-11-30,1766.76
2017-12-29,1717.421
2018-01-31,1813.7
2018-02-28,1921.508
2018-03-30,1840.581
2018-04-30,1920.121
2018-05-31,1903.689
2018-06-29,1881.109
2018-07-31,1969.55
2018-08-31,2004.489
2018-09-28,1977.214
2018-10-31,1736.288
2018-11-30,1626.225
2018-12-31,1583.194
2019-01-31,1719.763
2019-02-28,1781.57
2019-03-29,1827.927
2019-04-30,1855.314
2019-05-31,1776.85
2019-06-28,1881.148
2019-07-31,1824.712
2019-08-30,1791.956
2019-09-30,1804.985
2019-10-31,1950.488
2019-11-29,1903.177
2019-12-31,1979.466
2020-01-31,2055.219
2020-02-28,1928.611
2020-03-31,1715.622
2020-04-30,1882.711
2020-05-29,2093.945
2020-06-30,2134.949
2020-07-31,2361.599
2020-08-31,2527.994
2020-09-30,2358.306
2020-10-30,2166.948
2020-11-30,2555.702
2020-12-31,2576.362
2021-01-29,2722.95
2021-02-26,2520.788
2021-03-31,2428.07
2021-04-30,2642.327
2021-05-31,2805.368
2021-06-30,2802.399
2021-07-30,2936.602
2021-08-31,2944.427
2021-09-30,2647.434
2021-10-29,2642.332
2021-11-30,2454.559
2021-12-31,2644.177
2022-01-31,2461.772
2022-02-28,2265.468
2022-03-31,2359.723
2022-04-29,2222.106
2022-05-31,2253.06
2022-06-30,2093.604
2022-07-29,2251.509
2022-08-31,2135.775
2022-09-30,1897.321
2022-10-31,1941.432
2022-11-30,2185.848
2022-12-30,2082.176
2023-01-31,2161.442
2023-02-28,2146.113
2023-03-31,2214.482
2023-04-28,2250.568
2023-05-31,1920.408
2023-06-30,1980.346
2023-07-31,1906.718
2023-08-31,1845.757
2023-09-29,1730.182
2023-10-31,1669.915
2023-11-30,1817.542
2023-12-29,1963.176
2024-01-31,1985.906
2024-02-29,1936.88
2024-03-29,1981.044
2024-04-30,2024.269
2024-05-31,2122.776
2024-06-28,1924.78
2024-07-31,1927.451
2024-08-30,2006.318
2024-09-30,2050.572
2024-10-31,1792.234
2024-11-29,1695.172
2024-12-31,1665.087
2025-01-31,1802.843
2025-02-28,1900.4
2025-03-31,1832.484
2025-04-30,1977.88
2025-05-30,2111.953
2025-06-30,2342.966
2025-07-31,2462.899
2025-08-29,2555.595
2025-09-30,2643.517
2025-10-31,2799.787
2025-11-28,2797.589
2025-12-31,3042.181
2026-01-30,3355.438
