Date,BELGIUM IMI IMI (Large+Mid+Small Cap)
2001-01-01,366.871
2001-01-02,372.062
2001-01-03,361.712
2001-01-04,359.564
2001-01-05,360.336
2001-01-08,358.286
2001-01-09,355.351
2001-01-10,354.38
2001-01-11,359.543
2001-01-12,359.436
2001-01-15,355.61
2001-01-16,354.961
2001-01-17,351.974
2001-01-18,355.231
2001-01-19,351.672
2001-01-22,352.766
2001-01-23,354.397
2001-01-24,347.996
2001-01-25,346.535
2001-01-26,348.32
2001-01-29,346.913
2001-01-30,350.016
2001-01-31,352.041
2001-02-01,357.923
2001-02-02,356.835
2001-02-05,360.469
2001-02-06,358.153
2001-02-07,358.154
2001-02-08,351.816
2001-02-09,353.82
2001-02-12,356.926
2001-02-13,356.559
2001-02-14,354.571
2001-02-15,349.411
2001-02-16,352.608
2001-02-19,354.126
2001-02-20,350.201
2001-02-21,350.581
2001-02-22,346.4
2001-02-23,345.786
2001-02-26,348.105
2001-02-27,353.063
2001-02-28,355.004
2001-03-01,354.795
2001-03-02,357.102
2001-03-05,356.364
2001-03-06,359.215
2001-03-07,357.286
2001-03-08,357.39
2001-03-09,357.161
2001-03-12,352.895
2001-03-13,342.441
2001-03-14,335.293
2001-03-15,330.741
2001-03-16,320.953
2001-03-19,317.005
2001-03-20,321.225
2001-03-21,312.97
2001-03-22,299.523
2001-03-23,307.514
2001-03-26,318.916
2001-03-27,323.197
2001-03-28,317.671
2001-03-29,314.899
2001-03-30,322.565
2001-04-02,325.456
2001-04-03,324.343
2001-04-04,327.884
2001-04-05,329.409
2001-04-06,330.17
2001-04-09,334.73
2001-04-10,331.713
2001-04-11,327.615
2001-04-12,327.01
2001-04-13,327.01
2001-04-16,323.661
2001-04-17,323.186
2001-04-18,321.954
2001-04-19,328.642
2001-04-20,328.624
2001-04-23,322.316
2001-04-24,323.256
2001-04-25,325.187
2001-04-26,329.139
2001-04-27,326.194
2001-04-30,325.987
2001-05-01,327.692
2001-05-02,326.479
2001-05-03,324.66
2001-05-04,321.179
2001-05-07,320.972
2001-05-08,318.914
2001-05-09,319.655
2001-05-10,322.739
2001-05-11,321.237
2001-05-14,318.725
2001-05-15,319.95
2001-05-16,320.582
2001-05-17,320.427
2001-05-18,319.955
2001-05-21,317.073
2001-05-22,316.011
2001-05-23,316.98
2001-05-24,318.178
2001-05-25,313.602
2001-05-28,315.631
2001-05-29,312.703
2001-05-30,315.595
2001-05-31,314.996
2001-06-01,310.869
2001-06-04,311.278
2001-06-05,317.451
2001-06-06,321.062
2001-06-07,321.135
2001-06-08,320.796
2001-06-11,316.642
2001-06-12,317.879
2001-06-13,320.414
2001-06-14,321.595
2001-06-15,320.298
2001-06-18,320.823
2001-06-19,319.518
2001-06-20,319.956
2001-06-21,320.885
2001-06-22,321.248
2001-06-25,322.617
2001-06-26,322.017
2001-06-27,322.534
2001-06-28,319.563
2001-06-29,320.879
2001-07-02,322.185
2001-07-03,322.131
2001-07-04,321.57
2001-07-05,320.2
2001-07-06,321.384
2001-07-09,323.41
2001-07-10,324.52
2001-07-11,325.682
2001-07-12,324.924
2001-07-13,327.259
2001-07-16,328.345
2001-07-17,328.109
2001-07-18,335.719
2001-07-19,337.078
2001-07-20,337.528
2001-07-23,339.818
2001-07-24,340.924
2001-07-25,339.879
2001-07-26,336.975
2001-07-27,337.01
2001-07-30,334.58
2001-07-31,335.041
2001-08-01,338.182
2001-08-02,338.447
2001-08-03,338.969
2001-08-06,338.719
2001-08-07,338.888
2001-08-08,335.21
2001-08-09,337.367
2001-08-10,340.293
2001-08-13,340.861
2001-08-14,341.512
2001-08-15,345.789
2001-08-16,344.529
2001-08-17,342.603
2001-08-20,340.302
2001-08-21,340.534
2001-08-22,343.288
2001-08-23,343.42
2001-08-24,345.403
2001-08-27,344.208
2001-08-28,343.393
2001-08-29,343.904
2001-08-30,342.762
2001-08-31,342.871
2001-09-03,341.473
2001-09-04,335.638
2001-09-05,335.413
2001-09-06,332.754
2001-09-07,328.704
2001-09-10,321.245
2001-09-11,311.197
2001-09-12,310.424
2001-09-13,311.899
2001-09-14,306.62
2001-09-17,304.572
2001-09-18,305.007
2001-09-19,307.204
2001-09-20,297.511
2001-09-21,282.716
2001-09-24,293.586
2001-09-25,300.436
2001-09-26,303.395
2001-09-27,308.704
2001-09-28,314.253
2001-10-01,314.479
2001-10-02,317.55
2001-10-03,316.202
2001-10-04,319.482
2001-10-05,320.425
2001-10-08,319.163
2001-10-09,319.303
2001-10-10,319.6
2001-10-11,318.931
2001-10-12,316.826
2001-10-15,310.842
2001-10-16,310.366
2001-10-17,310.616
2001-10-18,308.906
2001-10-19,304.176
2001-10-22,305.202
2001-10-23,308.519
2001-10-24,308.281
2001-10-25,306.711
2001-10-26,308.697
2001-10-29,310.345
2001-10-30,307.871
2001-10-31,307.257
2001-11-01,308.799
2001-11-02,311.413
2001-11-05,312.263
2001-11-06,313.005
2001-11-07,316.942
2001-11-08,316.158
2001-11-09,311.161
2001-11-12,307.385
2001-11-13,310.779
2001-11-14,314.655
2001-11-15,313.76
2001-11-16,315.78
2001-11-19,316.369
2001-11-20,314.568
2001-11-21,312.359
2001-11-22,313.538
2001-11-23,311.885
2001-11-26,310.171
2001-11-27,307.734
2001-11-28,307.031
2001-11-29,309.121
2001-11-30,314.976
2001-12-03,309.942
2001-12-04,310.07
2001-12-05,311.271
2001-12-06,315.129
2001-12-07,314.641
2001-12-10,312.462
2001-12-11,311.006
2001-12-12,312.977
2001-12-13,312.076
2001-12-14,312.832
2001-12-17,316.616
2001-12-18,315.337
2001-12-19,316.93
2001-12-20,314.761
2001-12-21,314.721
2001-12-24,315.089
2001-12-25,315.089
2001-12-26,315.358
2001-12-27,325.497
2001-12-28,326.079
2001-12-31,329.245
2002-01-01,329.245
2002-01-02,330.081
2002-01-03,329.365
2002-01-04,324.473
2002-01-07,321.803
2002-01-08,320.179
2002-01-09,319.606
2002-01-10,319.965
2002-01-11,318.311
2002-01-14,315.394
2002-01-15,317.909
2002-01-16,313.593
2002-01-17,318.881
2002-01-18,321.708
2002-01-21,321.044
2002-01-22,321.013
2002-01-23,324.867
2002-01-24,327.062
2002-01-25,321.678
2002-01-28,322.705
2002-01-29,321.372
2002-01-30,314.084
2002-01-31,315.838
2002-02-01,316.828
2002-02-04,319.708
2002-02-05,315.774
2002-02-06,314.825
2002-02-07,316.262
2002-02-08,317.587
2002-02-11,323.117
2002-02-12,322.85
2002-02-13,322.545
2002-02-14,324.53
2002-02-15,323.199
2002-02-18,319.473
2002-02-19,313.709
2002-02-20,311.166
2002-02-21,310.792
2002-02-22,311.501
2002-02-25,311.334
2002-02-26,312.009
2002-02-27,312.351
2002-02-28,314.827
2002-03-01,315.901
2002-03-04,320.4
2002-03-05,319.203
2002-03-06,319.346
2002-03-07,319.978
2002-03-08,316.989
2002-03-11,319.264
2002-03-12,316.796
2002-03-13,316.947
2002-03-14,317.905
2002-03-15,318.375
2002-03-18,319.784
2002-03-19,323.422
2002-03-20,323.115
2002-03-21,323.372
2002-03-22,324.603
2002-03-25,324.416
2002-03-26,325.076
2002-03-27,322.6
2002-03-28,323.232
2002-03-29,323.232
2002-04-01,325.881
2002-04-02,325.477
2002-04-03,327.74
2002-04-04,330.701
2002-04-05,326.663
2002-04-08,323.116
2002-04-09,322.578
2002-04-10,326.156
2002-04-11,327.874
2002-04-12,329.407
2002-04-15,331.279
2002-04-16,335.837
2002-04-17,338.491
2002-04-18,338.921
2002-04-19,340.918
2002-04-22,341.421
2002-04-23,344.465
2002-04-24,344.858
2002-04-25,342.822
2002-04-26,338.959
2002-04-29,336.127
2002-04-30,340.046
2002-05-01,341.971
2002-05-02,338.632
2002-05-03,344.173
2002-05-06,346.72
2002-05-07,340.92
2002-05-08,345.824
2002-05-09,346.579
2002-05-10,347.77
2002-05-13,349.523
2002-05-14,348.396
2002-05-15,348.71
2002-05-16,347.989
2002-05-17,350.059
2002-05-20,348.408
2002-05-21,347.343
2002-05-22,348.328
2002-05-23,348.5
2002-05-24,341.434
2002-05-27,340.378
2002-05-28,343.509
2002-05-29,349.251
2002-05-30,349.029
2002-05-31,349.212
2002-06-03,348.044
2002-06-04,342.675
2002-06-05,338.896
2002-06-06,344.146
2002-06-07,344.035
2002-06-10,344.224
2002-06-11,344.209
2002-06-12,335.697
2002-06-13,326.733
2002-06-14,322.458
2002-06-17,333.527
2002-06-18,332.636
2002-06-19,330.437
2002-06-20,326.136
2002-06-21,329.364
2002-06-24,323.386
2002-06-25,328.153
2002-06-26,331.655
2002-06-27,332.201
2002-06-28,343.854
2002-07-01,343.518
2002-07-02,333.934
2002-07-03,323.255
2002-07-04,330.232
2002-07-05,340.199
2002-07-08,344.982
2002-07-09,344.063
2002-07-10,329.633
2002-07-11,315.789
2002-07-12,317.297
2002-07-15,312.173
2002-07-16,309.191
2002-07-17,313.408
2002-07-18,319.313
2002-07-19,306.795
2002-07-22,289.214
2002-07-23,274.499
2002-07-24,269.99
2002-07-25,286.647
2002-07-26,284.035
2002-07-29,298.25
2002-07-30,301.373
2002-07-31,300.784
2002-08-01,287.173
2002-08-02,283.434
2002-08-05,275.609
2002-08-06,275.271
2002-08-07,280.036
2002-08-08,287.844
2002-08-09,292.026
2002-08-12,289.989
2002-08-13,288.578
2002-08-14,285.552
2002-08-15,294.268
2002-08-16,294.847
2002-08-19,302.128
2002-08-20,296.033
2002-08-21,300.261
2002-08-22,307.626
2002-08-23,308.502
2002-08-26,306.898
2002-08-27,319.08
2002-08-28,306.908
2002-08-29,299.45
2002-08-30,301.256
2002-09-02,298.962
2002-09-03,293.932
2002-09-04,294.13
2002-09-05,290.227
2002-09-06,294.728
2002-09-09,289.898
2002-09-10,294.376
2002-09-11,301.315
2002-09-12,295.142
2002-09-13,288.784
2002-09-16,284.627
2002-09-17,281.848
2002-09-18,270.29
2002-09-19,267.29
2002-09-20,264.663
2002-09-23,254.736
2002-09-24,247.022
2002-09-25,253.271
2002-09-26,262.117
2002-09-27,260.468
2002-09-30,253.555
2002-10-01,256.864
2002-10-02,263.267
2002-10-03,259.447
2002-10-04,250.893
