Date,BELGIUM IMI IMI (Large+Mid+Small Cap)
2002-10-07,249.081
2002-10-08,241.919
2002-10-09,240.132
2002-10-10,244.832
2002-10-11,258.729
2002-10-14,259.078
2002-10-15,273.75
2002-10-16,273.042
2002-10-17,274.277
2002-10-18,274.089
2002-10-21,274.391
2002-10-22,277.833
2002-10-23,269.93
2002-10-24,270.14
2002-10-25,268.602
2002-10-28,272.94
2002-10-29,265.63
2002-10-30,269.219
2002-10-31,274.042
2002-11-01,274.83
2002-11-04,280.994
2002-11-05,286.251
2002-11-06,284.012
2002-11-07,283.541
2002-11-08,281.278
2002-11-11,279.623
2002-11-12,278.519
2002-11-13,276.398
2002-11-14,283.336
2002-11-15,286.225
2002-11-18,289.906
2002-11-19,290.78
2002-11-20,288.716
2002-11-21,294.723
2002-11-22,290.661
2002-11-25,288.509
2002-11-26,280.889
2002-11-27,286.353
2002-11-28,286.205
2002-11-29,285.626
2002-12-02,285.411
2002-12-03,280.636
2002-12-04,277.441
2002-12-05,274.204
2002-12-06,278.826
2002-12-09,272.217
2002-12-10,276.41
2002-12-11,280.023
2002-12-12,278.728
2002-12-13,275.9
2002-12-16,282.072
2002-12-17,285.44
2002-12-18,281.546
2002-12-19,279.134
2002-12-20,281.918
2002-12-23,286.568
2002-12-24,288.479
2002-12-25,288.479
2002-12-26,289.207
2002-12-27,284.359
2002-12-30,288.18
2002-12-31,294.178
2003-01-01,294.178
2003-01-02,297.25
2003-01-03,294.531
2003-01-06,297.003
2003-01-07,293.596
2003-01-08,286.259
2003-01-09,291.065
2003-01-10,289.711
2003-01-13,293.153
2003-01-14,294.315
2003-01-15,294.801
2003-01-16,292.146
2003-01-17,289.169
2003-01-20,287.055
2003-01-21,284.21
2003-01-22,279.343
2003-01-23,280.137
2003-01-24,280.957
2003-01-27,273.152
2003-01-28,273.456
2003-01-29,271.156
2003-01-30,272.963
2003-01-31,278.955
2003-02-03,278.991
2003-02-04,275.908
2003-02-05,276.179
2003-02-06,270.391
2003-02-07,266.584
2003-02-10,261.625
2003-02-11,267.21
2003-02-12,262.643
2003-02-13,262.92
2003-02-14,267.231
2003-02-17,270.191
2003-02-18,272.746
2003-02-19,269.429
2003-02-20,268.523
2003-02-21,267.286
2003-02-24,258.854
2003-02-25,250.808
2003-02-26,245.05
2003-02-27,243.978
2003-02-28,250.314
2003-03-03,252.298
2003-03-04,248.577
2003-03-05,246.728
2003-03-06,242.35
2003-03-07,236.383
2003-03-10,230.245
2003-03-11,225.755
2003-03-12,219.63
2003-03-13,237.239
2003-03-14,251.04
2003-03-17,257.075
2003-03-18,249.025
2003-03-19,250.32
2003-03-20,250.761
2003-03-21,257.593
2003-03-24,249.795
2003-03-25,252.435
2003-03-26,254.207
2003-03-27,250.56
2003-03-28,250.822
2003-03-31,248.076
2003-04-01,249.823
2003-04-02,256.856
2003-04-03,260.396
2003-04-04,264.767
2003-04-07,273.884
2003-04-08,269.734
2003-04-09,271.533
2003-04-10,271.494
2003-04-11,271.726
2003-04-14,276.183
2003-04-15,283.919
2003-04-16,285.334
2003-04-17,286.284
2003-04-18,286.284
2003-04-21,285.05
2003-04-22,288.041
2003-04-23,291.537
2003-04-24,286.28
2003-04-25,282.782
2003-04-28,286.086
2003-04-29,286.198
2003-04-30,291.49
2003-05-01,294.168
2003-05-02,292.0
2003-05-05,297.066
2003-05-06,303.796
2003-05-07,306.269
2003-05-08,302.291
2003-05-09,307.823
2003-05-12,310.571
2003-05-13,307.787
2003-05-14,308.951
2003-05-15,308.65
2003-05-16,315.133
2003-05-19,308.27
2003-05-20,312.52
2003-05-21,308.82
2003-05-22,312.472
2003-05-23,315.317
2003-05-26,317.716
2003-05-27,318.225
2003-05-28,316.301
2003-05-29,321.085
2003-05-30,324.013
2003-06-02,325.444
2003-06-03,326.333
2003-06-04,328.414
2003-06-05,331.869
2003-06-06,333.509
2003-06-09,331.54
2003-06-10,331.488
2003-06-11,336.838
2003-06-12,336.863
2003-06-13,333.899
2003-06-16,339.237
2003-06-17,338.535
2003-06-18,336.279
2003-06-19,330.99
2003-06-20,333.088
2003-06-23,326.774
2003-06-24,322.889
2003-06-25,326.303
2003-06-26,321.022
2003-06-27,322.605
2003-06-30,323.932
2003-07-01,320.183
2003-07-02,323.163
2003-07-03,322.832
2003-07-04,319.314
2003-07-07,323.934
2003-07-08,324.199
2003-07-09,322.945
2003-07-10,320.918
2003-07-11,323.917
2003-07-14,327.265
2003-07-15,324.869
2003-07-16,320.99
2003-07-17,321.536
2003-07-18,322.514
2003-07-21,322.744
2003-07-22,324.954
2003-07-23,326.28
2003-07-24,330.836
2003-07-25,330.976
2003-07-28,332.31
2003-07-29,332.022
2003-07-30,330.536
2003-07-31,330.732
2003-08-01,329.921
2003-08-04,332.143
2003-08-05,334.321
2003-08-06,331.201
2003-08-07,334.287
2003-08-08,332.635
2003-08-11,333.53
2003-08-12,334.323
2003-08-13,333.61
2003-08-14,335.924
2003-08-15,338.948
2003-08-18,337.993
2003-08-19,340.11
2003-08-20,337.974
2003-08-21,335.995
2003-08-22,332.327
2003-08-25,332.665
2003-08-26,328.945
2003-08-27,330.604
2003-08-28,327.845
2003-08-29,325.796
2003-09-01,330.438
2003-09-02,326.37
2003-09-03,331.053
2003-09-04,332.652
2003-09-05,335.616
2003-09-08,340.678
2003-09-09,341.013
2003-09-10,337.838
2003-09-11,338.673
2003-09-12,342.038
2003-09-15,343.667
2003-09-16,342.788
2003-09-17,345.092
2003-09-18,346.419
2003-09-19,346.987
2003-09-22,349.453
2003-09-23,347.509
2003-09-24,347.054
2003-09-25,347.58
2003-09-26,345.222
2003-09-29,345.769
2003-09-30,345.613
2003-10-01,351.585
2003-10-02,351.078
2003-10-03,353.217
2003-10-06,354.18
2003-10-07,357.429
2003-10-08,357.896
2003-10-09,358.061
2003-10-10,359.418
2003-10-13,358.82
2003-10-14,358.298
2003-10-15,360.895
2003-10-16,361.884
2003-10-17,359.356
2003-10-20,361.756
2003-10-21,362.087
2003-10-22,362.032
2003-10-23,358.043
2003-10-24,358.019
2003-10-27,359.496
2003-10-28,358.755
2003-10-29,357.15
2003-10-30,360.312
2003-10-31,361.992
2003-11-03,358.758
2003-11-04,359.34
2003-11-05,359.756
2003-11-06,359.961
2003-11-07,364.08
2003-11-10,364.487
2003-11-11,364.559
2003-11-12,366.912
2003-11-13,369.004
2003-11-14,373.178
2003-11-17,367.771
2003-11-18,369.396
2003-11-19,369.744
2003-11-20,368.098
2003-11-21,370.244
2003-11-24,369.722
2003-11-25,370.599
2003-11-26,373.108
2003-11-27,373.389
2003-11-28,374.865
2003-12-01,377.058
2003-12-02,381.6
2003-12-03,384.767
2003-12-04,383.155
2003-12-05,384.36
2003-12-08,384.015
2003-12-09,384.976
2003-12-10,384.609
2003-12-11,381.105
2003-12-12,383.848
2003-12-15,385.489
2003-12-16,385.78
2003-12-17,387.357
2003-12-18,390.322
2003-12-19,390.712
2003-12-22,394.386
2003-12-23,396.657
2003-12-24,397.166
2003-12-25,397.166
2003-12-26,397.007
2003-12-29,400.708
2003-12-30,403.434
2003-12-31,407.114
2004-01-01,407.114
2004-01-02,411.031
2004-01-05,415.996
2004-01-06,420.703
2004-01-07,419.629
2004-01-08,424.614
2004-01-09,428.448
2004-01-12,426.879
2004-01-13,427.897
2004-01-14,428.852
2004-01-15,428.884
2004-01-16,426.065
2004-01-19,425.811
2004-01-20,430.549
2004-01-21,435.112
2004-01-22,439.015
2004-01-23,438.03
2004-01-26,433.666
2004-01-27,436.433
2004-01-28,436.845
2004-01-29,426.237
2004-01-30,428.44
2004-02-02,432.922
2004-02-03,434.998
2004-02-04,431.953
2004-02-05,435.719
2004-02-06,441.476
2004-02-09,443.649
2004-02-10,443.609
2004-02-11,444.378
2004-02-12,451.518
2004-02-13,448.705
2004-02-16,451.113
2004-02-17,455.94
2004-02-18,459.062
2004-02-19,456.578
2004-02-20,450.057
2004-02-23,452.399
2004-02-24,453.73
2004-02-25,448.709
2004-02-26,444.607
2004-02-27,446.545
2004-03-01,447.173
2004-03-02,443.019
2004-03-03,435.656
2004-03-04,441.81
2004-03-05,451.436
2004-03-08,449.55
2004-03-09,445.594
2004-03-10,438.008
2004-03-11,426.635
2004-03-12,426.185
2004-03-15,418.742
2004-03-16,423.066
2004-03-17,424.683
2004-03-18,425.271
2004-03-19,422.033
2004-03-22,415.733
2004-03-23,415.231
2004-03-24,411.28
2004-03-25,414.21
2004-03-26,414.13
2004-03-29,417.258
2004-03-30,418.59
2004-03-31,423.775
2004-04-01,432.061
2004-04-02,429.205
2004-04-05,425.469
2004-04-06,428.365
2004-04-07,432.831
2004-04-08,432.849
2004-04-09,432.849
2004-04-12,431.633
2004-04-13,430.995
2004-04-14,427.69
2004-04-15,427.923
2004-04-16,434.849
2004-04-19,432.807
2004-04-20,430.937
2004-04-21,428.63
2004-04-22,429.668
2004-04-23,430.036
2004-04-26,429.644
2004-04-27,429.597
2004-04-28,423.532
2004-04-29,423.919
2004-04-30,424.695
2004-05-03,426.269
2004-05-04,430.485
2004-05-05,433.583
2004-05-06,425.851
2004-05-07,418.277
2004-05-10,405.434
2004-05-11,409.487
2004-05-12,410.52
2004-05-13,412.469
2004-05-14,414.027
2004-05-17,413.777
2004-05-18,415.693
2004-05-19,423.456
2004-05-20,420.26
2004-05-21,423.706
2004-05-24,423.943
2004-05-25,426.164
2004-05-26,428.863
2004-05-27,438.245
2004-05-28,436.52
2004-05-31,436.878
2004-06-01,435.269
2004-06-02,439.903
2004-06-03,443.56
2004-06-04,446.526
2004-06-07,451.933
2004-06-08,450.521
2004-06-09,443.46
2004-06-10,444.017
2004-06-11,440.04
2004-06-14,440.64
2004-06-15,442.209
2004-06-16,440.774
2004-06-17,443.115
2004-06-18,448.944
2004-06-21,446.807
2004-06-22,444.851
2004-06-23,444.207
2004-06-24,448.636
2004-06-25,446.314
2004-06-28,449.06
2004-06-29,446.962
2004-06-30,450.244
2004-07-01,450.031
2004-07-02,453.517
2004-07-05,451.034
2004-07-06,448.368
2004-07-07,454.26
2004-07-08,454.816
2004-07-09,456.196
2004-07-12,455.303
2004-07-13,455.76
2004-07-14,457.441
2004-07-15,454.132
2004-07-16,457.191
2004-07-19,452.649
2004-07-20,453.158
2004-07-21,450.58
2004-07-22,445.4
2004-07-23,438.514
2004-07-26,438.012
2004-07-27,440.35
2004-07-28,439.705
2004-07-29,447.426
2004-07-30,443.988
2004-08-02,444.838
2004-08-03,450.174
2004-08-04,448.14
2004-08-05,451.47
2004-08-06,454.048
2004-08-09,448.992
2004-08-10,455.061
2004-08-11,448.527
2004-08-12,450.268
2004-08-13,451.96
2004-08-16,454.877
2004-08-17,455.675
2004-08-18,453.727
2004-08-19,458.772
2004-08-20,457.633
2004-08-23,457.319
2004-08-24,453.94
2004-08-25,456.563
2004-08-26,459.927
2004-08-27,460.274
2004-08-30,460.361
2004-08-31,464.082
2004-09-01,469.349
2004-09-02,470.377
2004-09-03,471.396
2004-09-06,473.37
2004-09-07,473.553
2004-09-08,475.966
2004-09-09,476.268
2004-09-10,482.114
2004-09-13,481.493
2004-09-14,483.487
2004-09-15,481.067
2004-09-16,481.203
2004-09-17,485.006
2004-09-20,482.753
2004-09-21,489.928
2004-09-22,487.303
2004-09-23,485.077
2004-09-24,486.752
2004-09-27,486.942
2004-09-28,489.478
2004-09-29,493.784
2004-09-30,498.591
2004-10-01,503.095
2004-10-04,504.282
2004-10-05,507.497
2004-10-06,509.069
2004-10-07,508.158
2004-10-08,511.435
2004-10-11,509.683
2004-10-12,501.892
2004-10-13,504.07
2004-10-14,508.489
2004-10-15,511.228
2004-10-18,514.721
2004-10-19,517.723
2004-10-20,518.868
2004-10-21,520.488
2004-10-22,522.182
2004-10-25,521.585
2004-10-26,521.711
2004-10-27,526.316
2004-10-28,529.493
2004-10-29,529.18
2004-11-01,534.21
2004-11-02,536.062
2004-11-03,542.613
2004-11-04,543.956
2004-11-05,547.721
2004-11-08,547.903
2004-11-09,547.103
2004-11-10,549.958
2004-11-11,552.89
2004-11-12,553.329
2004-11-15,551.757
2004-11-16,549.533
2004-11-17,552.933
2004-11-18,550.608
2004-11-19,556.314
2004-11-22,556.837
2004-11-23,559.015
2004-11-24,564.867
2004-11-25,568.749
2004-11-26,571.02
2004-11-29,569.422
2004-11-30,567.238
2004-12-01,574.876
2004-12-02,576.666
2004-12-03,579.594
2004-12-06,582.244
2004-12-07,585.0
2004-12-08,577.154
2004-12-09,575.214
2004-12-10,574.007
2004-12-13,581.178
2004-12-14,581.582
2004-12-15,587.839
2004-12-16,583.504
2004-12-17,578.356
2004-12-20,586.68
2004-12-21,586.508
2004-12-22,591.277
2004-12-23,595.906
2004-12-24,596.372
2004-12-27,601.129
2004-12-28,599.659
2004-12-29,598.141
2004-12-30,599.97
2004-12-31,598.466
2005-01-03,600.139
2005-01-04,596.301
2005-01-05,592.313
2005-01-06,591.609
2005-01-07,588.043
2005-01-10,590.634
2005-01-11,589.212
2005-01-12,594.025
2005-01-13,588.13
2005-01-14,582.776
2005-01-17,585.448
2005-01-18,582.298
2005-01-19,582.731
2005-01-20,577.74
2005-01-21,582.907
2005-01-24,583.44
2005-01-25,585.306
2005-01-26,591.514
2005-01-27,589.661
2005-01-28,584.562
2005-01-31,588.083
2005-02-01,589.228
2005-02-02,593.896
2005-02-03,593.4
2005-02-04,597.35
2005-02-07,594.092
2005-02-08,592.472
2005-02-09,594.008
2005-02-10,597.767
2005-02-11,603.931
2005-02-14,605.734
2005-02-15,610.831
2005-02-16,610.362
2005-02-17,612.806
2005-02-18,613.302
2005-02-21,609.268
2005-02-22,613.371
2005-02-23,606.834
2005-02-24,606.555
2005-02-25,609.945
2005-02-28,620.67
2005-03-01,618.807
2005-03-02,611.98
2005-03-03,611.639
2005-03-04,622.883
2005-03-07,626.357
2005-03-08,634.312
2005-03-09,632.412
2005-03-10,628.163
2005-03-11,631.077
2005-03-14,623.207
2005-03-15,623.738
2005-03-16,625.09
2005-03-17,622.833
2005-03-18,622.348
2005-03-21,618.438
2005-03-22,617.442
2005-03-23,605.301
2005-03-24,613.076
2005-03-25,613.076
2005-03-28,608.774
2005-03-29,609.313
2005-03-30,611.616
2005-03-31,613.348
2005-04-01,613.911
2005-04-04,605.402
2005-04-05,608.909
2005-04-06,614.208
2005-04-07,617.782
2005-04-08,616.421
2005-04-11,622.057
2005-04-12,616.365
2005-04-13,621.162
2005-04-14,612.103
2005-04-15,613.244
2005-04-18,603.271
2005-04-19,609.257
2005-04-20,606.766
2005-04-21,608.769
2005-04-22,611.017
2005-04-25,609.052
2005-04-26,607.589
2005-04-27,598.273
2005-04-28,592.606
2005-04-29,595.035
2005-05-02,595.324
2005-05-03,597.664
2005-05-04,605.001
2005-05-05,608.877
2005-05-06,605.664
2005-05-09,603.27
2005-05-10,602.965
2005-05-11,599.046
2005-05-12,594.835
2005-05-13,588.496
2005-05-16,585.915
2005-05-17,585.178
2005-05-18,592.195
2005-05-19,594.736
2005-05-20,591.151
2005-05-23,594.603
2005-05-24,595.373
2005-05-25,597.152
2005-05-26,593.208
2005-05-27,597.08
2005-05-30,595.675
2005-05-31,589.656
2005-06-01,590.127
2005-06-02,590.891
2005-06-03,591.982
2005-06-06,588.51
2005-06-07,589.813
2005-06-08,590.417
2005-06-09,588.33
2005-06-10,588.293
2005-06-13,584.345
2005-06-14,586.175
2005-06-15,590.557
2005-06-16,593.006
2005-06-17,598.038
2005-06-20,589.834
2005-06-21,594.227
2005-06-22,597.719
2005-06-23,592.93
2005-06-24,590.236
2005-06-27,587.208
2005-06-28,585.134
2005-06-29,589.737
2005-06-30,592.717
2005-07-01,588.659
2005-07-04,586.215
2005-07-05,583.897
2005-07-06,586.017
2005-07-07,581.58
2005-07-08,584.596
2005-07-11,596.791
2005-07-12,600.822
2005-07-13,598.567
2005-07-14,604.747
2005-07-15,601.133
2005-07-18,600.304
2005-07-19,603.354
2005-07-20,604.039
2005-07-21,612.98
2005-07-22,609.009
2005-07-25,606.751
2005-07-26,606.95
2005-07-27,611.102
2005-07-28,616.041
2005-07-29,618.294
2005-08-01,622.884
2005-08-02,626.209
2005-08-03,635.068
2005-08-04,634.718
2005-08-05,631.264
2005-08-08,633.686
2005-08-09,641.255
2005-08-10,647.022
2005-08-11,647.379
2005-08-12,643.891
2005-08-15,639.19
2005-08-16,637.942
2005-08-17,635.657
2005-08-18,624.081
2005-08-19,626.068
2005-08-22,630.993
2005-08-23,624.312
2005-08-24,624.641
2005-08-25,625.778
2005-08-26,625.677
2005-08-29,622.996
2005-08-30,619.584
2005-08-31,627.955
2005-09-01,636.947
2005-09-02,639.929
2005-09-05,641.598
2005-09-06,643.34
2005-09-07,643.957
2005-09-08,639.49
2005-09-09,641.962
2005-09-12,637.058
2005-09-13,633.967
2005-09-14,638.149
2005-09-15,633.804
2005-09-16,635.872
2005-09-19,634.132
2005-09-20,637.265
2005-09-21,637.691
2005-09-22,633.399
2005-09-23,631.828
2005-09-26,636.295
2005-09-27,632.748
2005-09-28,637.295
2005-09-29,633.826
2005-09-30,638.196
2005-10-03,634.686
2005-10-04,640.197
2005-10-05,638.814
2005-10-06,643.694
2005-10-07,641.077
2005-10-10,637.555
2005-10-11,635.959
2005-10-12,635.533
2005-10-13,625.402
2005-10-14,634.742
2005-10-17,629.554
2005-10-18,623.668
2005-10-19,617.241
2005-10-20,620.227
2005-10-21,618.949
2005-10-24,622.114
2005-10-25,628.432
2005-10-26,627.538
2005-10-27,624.365
2005-10-28,620.04
2005-10-31,621.436
2005-11-01,622.832
2005-11-02,628.089
2005-11-03,630.126
2005-11-04,619.652
2005-11-07,623.827
2005-11-08,622.734
