Date,KOKUSAI INDEX (WORLD ex JP) GROWTH Standard (Large+Mid Cap)
1990-09-28,700.314
1990-10-31,729.106
1990-11-30,752.235
1990-12-31,760.318
1991-01-31,790.1
1991-02-28,853.83
1991-03-29,849.395
1991-04-30,850.032
1991-05-31,878.593
1991-06-28,830.091
1991-07-31,877.951
1991-08-30,898.555
1991-09-30,894.909
1991-10-31,900.648
1991-11-29,882.841
1991-12-31,983.715
1992-01-31,971.436
1992-02-28,976.083
1992-03-31,952.339
1992-04-30,972.785
1992-05-29,1000.441
1992-06-30,983.311
1992-07-31,993.149
1992-08-31,980.786
1992-09-30,977.052
1992-10-30,964.281
1992-11-30,985.33
1992-12-31,996.646
1993-01-29,984.338
1993-02-26,985.136
1993-03-31,1008.74
1993-04-30,996.184
1993-05-31,1021.344
1993-06-30,1004.658
1993-07-30,991.342
1993-08-31,1048.477
1993-09-30,1035.836
1993-10-29,1087.766
1993-11-30,1076.693
1993-12-31,1123.565
1994-01-31,1158.218
1994-02-28,1122.753
1994-03-31,1072.887
1994-04-29,1098.884
1994-05-31,1092.718
1994-06-30,1062.975
1994-07-29,1107.289
1994-08-31,1159.928
1994-09-30,1135.829
1994-10-31,1165.269
1994-11-30,1122.903
1994-12-30,1138.476
1995-01-31,1138.915
1995-02-28,1182.76
1995-03-31,1227.416
1995-04-28,1261.977
1995-05-31,1303.361
1995-06-30,1335.276
1995-07-31,1387.696
1995-08-31,1363.239
1995-09-29,1420.068
1995-10-31,1426.761
1995-11-30,1459.602
1995-12-29,1484.635
1996-01-31,1529.951
1996-02-29,1553.673
1996-03-29,1566.373
1996-04-30,1586.651
1996-05-31,1626.296
1996-06-28,1642.914
1996-07-31,1587.44
1996-08-30,1624.979
1996-09-30,1705.858
1996-10-31,1742.101
1996-11-29,1848.449
1996-12-31,1838.99
1997-01-31,1917.623
1997-02-28,1930.656
1997-03-31,1888.375
1997-04-30,1972.404
1997-05-30,2071.997
1997-06-30,2183.202
1997-07-31,2310.142
1997-08-29,2142.746
1997-09-30,2284.851
1997-10-31,2163.109
1997-11-28,2238.019
1997-12-31,2276.389
1998-01-30,2354.476
1998-02-27,2546.035
1998-03-31,2669.691
1998-04-30,2683.785
1998-05-29,2670.582
1998-06-30,2796.283
1998-07-31,2792.322
1998-08-31,2466.292
1998-09-30,2532.429
1998-10-30,2738.394
1998-11-30,2923.223
1998-12-31,3146.548
1999-01-29,3268.78
1999-02-26,3129.925
1999-03-31,3216.761
1999-04-30,3196.185
1999-05-31,3089.997
1999-06-30,3266.636
1999-07-30,3181.706
1999-08-31,3233.615
1999-09-30,3206.484
1999-10-29,3421.192
1999-11-30,3603.399
1999-12-31,4029.063
2000-01-31,3781.038
2000-02-29,3927.739
2000-03-31,4176.121
2000-04-28,3924.323
2000-05-31,3710.576
2000-06-30,3931.151
2000-07-31,3777.746
2000-08-31,3881.617
2000-09-29,3539.269
2000-10-31,3420.024
2000-11-30,3139.266
2000-12-29,3109.973
2001-01-31,3209.32
2001-02-28,2784.962
2001-03-30,2536.874
2001-04-30,2753.641
2001-05-31,2690.233
2001-06-29,2608.341
2001-07-31,2592.202
2001-08-31,2432.049
2001-09-28,2235.937
2001-10-31,2335.612
2001-11-30,2519.667
2001-12-31,2548.925
2002-01-31,2481.818
2002-02-28,2481.243
2002-03-29,2532.842
2002-04-30,2403.25
2002-05-31,2374.145
2002-06-28,2235.325
2002-07-31,2080.611
2002-08-30,2082.927
2002-09-30,1868.864
2002-10-31,2038.234
2002-11-29,2108.974
2002-12-31,2025.863
2003-01-31,1958.732
2003-02-28,1935.656
2003-03-31,1962.173
2003-04-30,2118.216
2003-05-30,2204.732
2003-06-30,2226.091
2003-07-31,2264.498
2003-08-29,2294.303
2003-09-30,2299.978
2003-10-31,2441.809
2003-11-28,2489.567
2003-12-31,2606.955
2004-01-30,2659.013
2004-02-27,2700.352
2004-03-31,2637.356
2004-04-30,2595.34
2004-05-31,2642.237
2004-06-30,2670.679
2004-07-30,2551.997
2004-08-31,2540.569
2004-09-30,2605.966
2004-10-29,2667.966
2004-11-30,2801.491
2004-12-31,2901.707
2005-01-31,2824.701
2005-02-28,2901.112
2005-03-31,2848.009
2005-04-29,2789.474
2005-05-31,2872.235
2005-06-30,2889.429
2005-07-29,3019.93
2005-08-31,3025.855
2005-09-30,3067.145
2005-10-31,2995.968
2005-11-30,3085.814
2005-12-30,3122.292
2006-01-31,3262.026
2006-02-28,3233.92
2006-03-31,3315.007
2006-04-28,3395.466
2006-05-31,3284.681
2006-06-30,3281.544
2006-07-31,3256.207
2006-08-31,3351.076
2006-09-29,3392.782
2006-10-31,3524.617
2006-11-30,3626.806
2006-12-29,3675.979
2007-01-31,3739.166
2007-02-28,3701.94
2007-03-30,3791.102
2007-04-30,3984.645
2007-05-31,4105.964
2007-06-29,4088.785
2007-07-31,4030.432
2007-08-31,4055.544
2007-09-28,4291.79
2007-10-31,4478.584
2007-11-30,4330.756
2007-12-31,4313.713
2008-01-31,3937.612
2008-02-29,3976.745
2008-03-31,3941.219
2008-04-30,4152.192
2008-05-30,4290.241
2008-06-30,4015.952
2008-07-31,3897.1
2008-08-29,3843.184
2008-09-30,3311.345
2008-10-31,2662.708
2008-11-28,2446.816
2008-12-31,2518.371
2009-01-30,2369.572
2009-02-27,2191.739
2009-03-31,2360.769
2009-04-30,2581.245
2009-05-29,2801.112
2009-06-30,2801.155
2009-07-31,3032.564
2009-08-31,3094.657
2009-09-30,3252.692
2009-10-30,3233.209
2009-11-30,3390.892
2009-12-31,3480.484
2010-01-29,3293.688
2010-02-26,3364.426
2010-03-31,3577.314
2010-04-30,3586.407
2010-05-31,3245.504
2010-06-30,3139.229
2010-07-30,3392.783
2010-08-31,3273.185
2010-09-30,3631.824
2010-10-29,3794.703
2010-11-30,3742.236
2010-12-31,3994.609
2011-01-31,4043.597
2011-02-28,4167.181
2011-03-31,4181.665
2011-04-29,4380.678
2011-05-31,4313.447
2011-06-30,4236.633
2011-07-29,4192.924
2011-08-31,3919.604
2011-09-30,3521.397
2011-10-31,3950.608
2011-11-30,3878.563
2011-12-30,3833.057
2012-01-31,4067.522
2012-02-29,4281.318
2012-03-30,4350.29
2012-04-30,4338.988
2012-05-31,3967.469
2012-06-29,4124.232
2012-07-31,4202.091
2012-08-31,4330.672
2012-09-28,4438.204
2012-10-31,4372.011
2012-11-30,4463.139
2012-12-31,4499.828
2013-01-31,4701.714
2013-02-28,4722.416
2013-03-29,4832.808
2013-04-30,4916.098
2013-05-31,4948.499
2013-06-28,4797.165
2013-07-31,5078.734
2013-08-30,4999.791
2013-09-30,5254.585
2013-10-31,5450.787
2013-11-29,5559.515
2013-12-31,5698.846
2014-01-31,5489.298
2014-02-28,5818.247
2014-03-31,5767.102
2014-04-30,5813.188
2014-05-30,5963.758
2014-06-30,6049.541
2014-07-31,5939.295
2014-08-29,6126.915
2014-09-30,5958.172
2014-10-31,6038.852
2014-11-28,6222.765
2014-12-31,6119.358
2015-01-30,6054.569
2015-02-27,6446.872
2015-03-31,6366.417
2015-04-30,6471.327
2015-05-29,6527.703
2015-06-30,6404.815
2015-07-31,6600.891
2015-08-31,6152.064
2015-09-30,5952.397
2015-10-30,6424.261
2015-11-30,6414.907
2015-12-31,6307.447
2016-01-29,5922.193
2016-02-29,5882.806
2016-03-31,6292.824
2016-04-29,6314.03
2016-05-31,6389.095
2016-06-30,6320.233
2016-07-29,6616.225
2016-08-31,6577.574
2016-09-30,6616.362
2016-10-31,6393.525
2016-11-30,6433.832
2016-12-30,6527.041
2017-01-31,6759.295
2017-02-28,6993.163
2017-03-31,7116.144
2017-04-28,7297.872
2017-05-31,7531.664
2017-06-30,7484.346
2017-07-31,7676.54
2017-08-31,7769.694
2017-09-29,7888.645
2017-10-31,8086.259
2017-11-30,8258.711
2017-12-29,8375.918
2018-01-31,8912.686
2018-02-28,8606.779
2018-03-30,8419.002
2018-04-30,8519.705
2018-05-31,8753.335
2018-06-29,8782.132
2018-07-31,9037.65
2018-08-31,9323.188
2018-09-28,9323.754
2018-10-31,8472.6
2018-11-30,8521.202
2018-12-31,7891.522
2019-01-31,8578.888
2019-02-28,8889.771
2019-03-29,9116.009
2019-04-30,9516.246
2019-05-31,9008.688
2019-06-28,9658.346
2019-07-31,9769.409
2019-08-30,9668.897
2019-09-30,9690.786
2019-10-31,9968.043
2019-11-29,10345.47
2019-12-31,10660.433
2020-01-31,10862.809
2020-02-28,10088.737
2020-03-31,9027.396
2020-04-30,10238.669
2020-05-29,10900.88
2020-06-30,11422.997
2020-07-31,12270.292
2020-08-31,13344.069
2020-09-30,12786.552
2020-10-30,12350.224
2020-11-30,13653.367
2020-12-31,14352.213
2021-01-29,14227.199
2021-02-26,14315.375
2021-03-31,14457.234
2021-04-30,15464.111
2021-05-31,15437.073
2021-06-30,16179.596
2021-07-30,16702.728
2021-08-31,17244.875
2021-09-30,16265.215
2021-10-29,17472.287
2021-11-30,17351.506
2021-12-31,17715.136
2022-01-31,16096.568
2022-02-28,15521.881
2022-03-31,16067.988
2022-04-29,14150.932
2022-05-31,13795.029
2022-06-30,12641.237
2022-07-29,14129.441
2022-08-31,13367.15
2022-09-30,12020.894
2022-10-31,12581.767
2022-11-30,13397.289
2022-12-30,12544.825
2023-01-31,13780.591
2023-02-28,13554.352
2023-03-31,14502.767
2023-04-28,14756.814
2023-05-31,15108.542
2023-06-30,16076.099
2023-07-31,16560.353
2023-08-31,16249.347
2023-09-29,15332.228
2023-10-31,14976.115
2023-11-30,16662.198
2023-12-29,17391.885
2024-01-31,17747.975
2024-02-29,18844.4
2024-03-29,19201.791
2024-04-30,18468.149
2024-05-31,19576.619
2024-06-28,20574.177
2024-07-31,20308.099
2024-08-30,20816.526
2024-09-30,21256.584
2024-10-31,20899.157
2024-11-29,22077.965
2024-12-31,22189.911
2025-01-31,22796.685
2025-02-28,22165.033
2025-03-31,20434.44
2025-04-30,21052.196
2025-05-30,22937.148
2025-06-30,24074.279
2025-07-31,24649.862
