Date,SWITZERLAND MID GROWTH Mid Cap
2001-09-12,365.508
2001-09-13,369.57
2001-09-14,360.0
2001-09-17,360.755
2001-09-18,359.305
2001-09-19,358.455
2001-09-20,341.145
2001-09-21,328.948
2001-09-24,340.508
2001-09-25,353.456
2001-09-26,352.539
2001-09-27,346.99
2001-09-28,358.141
2001-10-01,358.161
2001-10-02,356.338
2001-10-03,360.517
2001-10-04,374.016
2001-10-05,369.612
2001-10-08,374.023
2001-10-09,375.783
2001-10-10,376.063
2001-10-11,384.883
2001-10-12,385.956
2001-10-15,380.321
2001-10-16,380.944
2001-10-17,391.702
2001-10-18,384.145
2001-10-19,376.959
2001-10-22,379.398
2001-10-23,389.408
2001-10-24,395.105
2001-10-25,390.279
2001-10-26,395.42
2001-10-29,400.181
2001-10-30,391.629
2001-10-31,390.852
2001-11-01,394.533
2001-11-02,398.893
2001-11-05,398.292
2001-11-06,404.112
2001-11-07,410.312
2001-11-08,419.184
2001-11-09,422.261
2001-11-12,416.299
2001-11-13,416.939
2001-11-14,426.442
2001-11-15,435.269
2001-11-16,445.518
2001-11-19,443.266
2001-11-20,437.847
2001-11-21,431.279
2001-11-22,435.265
2001-11-23,430.881
2001-11-26,431.537
2001-11-27,434.573
2001-11-28,427.951
2001-11-29,420.843
2001-11-30,421.894
2001-12-03,420.996
2001-12-04,424.306
2001-12-05,429.854
2001-12-06,435.153
2001-12-07,435.766
2001-12-10,430.868
2001-12-11,430.129
2001-12-12,433.505
2001-12-13,427.173
2001-12-14,425.186
2001-12-17,429.317
2001-12-18,427.829
2001-12-19,420.337
2001-12-20,418.511
2001-12-21,415.935
2001-12-24,407.004
2001-12-25,407.004
2001-12-26,406.919
2001-12-27,418.651
2001-12-28,418.366
2001-12-31,423.028
2002-01-01,423.028
2002-01-02,430.136
2002-01-03,427.452
2002-01-04,428.492
2002-01-07,430.208
2002-01-08,426.017
2002-01-09,427.467
2002-01-10,424.464
2002-01-11,426.017
2002-01-14,418.055
2002-01-15,418.238
2002-01-16,412.837
2002-01-17,417.826
2002-01-18,416.304
2002-01-21,416.857
2002-01-22,414.831
2002-01-23,419.877
2002-01-24,421.68
2002-01-25,412.797
2002-01-28,411.596
2002-01-29,406.023
2002-01-30,399.664
2002-01-31,402.448
2002-02-01,402.959
2002-02-04,400.414
2002-02-05,401.787
2002-02-06,399.704
2002-02-07,403.421
2002-02-08,406.685
2002-02-11,410.643
2002-02-12,408.077
2002-02-13,409.236
2002-02-14,414.119
2002-02-15,414.378
2002-02-18,408.283
2002-02-19,396.604
2002-02-20,390.6
2002-02-21,392.041
2002-02-22,395.329
2002-02-25,397.923
2002-02-26,398.97
2002-02-27,397.297
2002-02-28,398.818
2002-03-01,401.01
2002-03-04,408.667
2002-03-05,407.949
2002-03-06,408.504
2002-03-07,417.197
2002-03-08,417.465
2002-03-11,418.219
2002-03-12,412.245
2002-03-13,411.278
2002-03-14,418.232
2002-03-15,415.723
2002-03-18,417.152
2002-03-19,418.853
2002-03-20,419.713
2002-03-21,419.083
2002-03-22,420.696
2002-03-25,418.988
2002-03-26,417.645
2002-03-27,415.895
2002-03-28,417.353
2002-03-29,417.353
2002-04-01,422.185
2002-04-02,422.765
2002-04-03,423.339
2002-04-04,422.09
2002-04-05,421.579
2002-04-08,419.562
2002-04-09,419.775
2002-04-10,421.193
2002-04-11,420.281
2002-04-12,418.716
2002-04-15,420.189
2002-04-16,422.808
2002-04-17,419.935
2002-04-18,421.571
2002-04-19,421.653
2002-04-22,417.907
2002-04-23,413.716
2002-04-24,414.26
2002-04-25,410.745
2002-04-26,408.504
2002-04-29,410.823
2002-04-30,411.063
2002-05-01,415.047
2002-05-02,414.791
2002-05-03,416.228
2002-05-06,414.768
2002-05-07,405.686
2002-05-08,411.958
2002-05-09,412.696
2002-05-10,412.493
2002-05-13,408.615
2002-05-14,408.097
2002-05-15,415.994
2002-05-16,416.777
2002-05-17,421.174
2002-05-20,421.233
2002-05-21,416.524
2002-05-22,414.352
2002-05-23,409.933
2002-05-24,409.427
2002-05-27,410.508
2002-05-28,410.449
2002-05-29,409.426
2002-05-30,410.394
2002-05-31,413.711
2002-06-03,408.926
2002-06-04,406.459
2002-06-05,404.737
2002-06-06,401.283
2002-06-07,398.035
2002-06-10,401.385
2002-06-11,396.345
2002-06-12,388.588
2002-06-13,380.921
2002-06-14,379.023
2002-06-17,382.75
2002-06-18,381.01
2002-06-19,381.764
2002-06-20,371.646
2002-06-21,371.936
2002-06-24,359.188
2002-06-25,371.061
2002-06-26,370.254
2002-06-27,366.437
2002-06-28,380.046
2002-07-01,374.899
2002-07-02,369.705
2002-07-03,364.166
2002-07-04,364.472
2002-07-05,371.318
2002-07-08,373.162
2002-07-09,371.525
2002-07-10,362.195
2002-07-11,359.081
2002-07-12,360.142
2002-07-15,349.726
2002-07-16,343.292
2002-07-17,354.115
2002-07-18,353.296
2002-07-19,337.069
2002-07-22,318.562
2002-07-23,309.51
2002-07-24,293.988
2002-07-25,305.59
2002-07-26,313.514
2002-07-29,330.232
2002-07-30,325.838
2002-07-31,317.563
2002-08-01,317.306
2002-08-02,308.337
2002-08-05,297.474
2002-08-06,297.723
2002-08-07,300.349
2002-08-08,308.902
2002-08-09,319.257
2002-08-12,319.338
2002-08-13,321.86
2002-08-14,317.887
2002-08-15,325.901
2002-08-16,327.025
2002-08-19,330.007
2002-08-20,321.65
2002-08-21,330.969
2002-08-22,341.748
2002-08-23,339.89
2002-08-26,336.064
2002-08-27,343.779
2002-08-28,330.607
2002-08-29,322.061
2002-08-30,325.284
2002-09-02,316.882
2002-09-03,317.993
2002-09-04,321.434
2002-09-05,314.748
2002-09-06,320.028
2002-09-09,315.461
2002-09-10,320.451
2002-09-11,327.178
2002-09-12,314.452
2002-09-13,309.946
2002-09-16,303.387
2002-09-17,302.542
2002-09-18,297.388
2002-09-19,295.444
2002-09-20,292.343
2002-09-23,284.86
2002-09-24,282.31
2002-09-25,290.492
2002-09-26,298.586
2002-09-27,296.545
2002-09-30,295.157
2002-10-01,289.456
2002-10-02,298.099
2002-10-03,301.665
2002-10-04,297.064
2002-10-07,293.1
2002-10-08,294.863
2002-10-09,293.221
2002-10-10,295.471
2002-10-11,306.97
2002-10-14,305.816
2002-10-15,318.95
2002-10-16,315.284
2002-10-17,320.795
2002-10-18,317.277
2002-10-21,312.635
2002-10-22,306.628
2002-10-23,303.795
2002-10-24,313.533
2002-10-25,316.071
2002-10-28,316.66
2002-10-29,306.836
2002-10-30,316.661
2002-10-31,322.444
2002-11-01,322.055
2002-11-04,328.788
2002-11-05,329.61
2002-11-06,331.371
2002-11-07,331.042
2002-11-08,328.089
2002-11-11,320.559
2002-11-12,325.409
2002-11-13,322.846
2002-11-14,327.085
2002-11-15,328.449
2002-11-18,331.267
2002-11-19,332.063
2002-11-20,330.1
2002-11-21,332.415
2002-11-22,334.035
2002-11-25,330.888
2002-11-26,325.371
2002-11-27,331.478
2002-11-28,335.797
2002-11-29,330.749
2002-12-02,329.808
2002-12-03,324.41
2002-12-04,324.728
2002-12-05,321.416
2002-12-06,322.987
2002-12-09,319.304
2002-12-10,319.767
2002-12-11,319.418
2002-12-12,322.762
2002-12-13,321.299
2002-12-16,323.715
2002-12-17,324.422
2002-12-18,322.634
2002-12-19,319.279
2002-12-20,318.73
2002-12-23,317.195
2002-12-24,319.414
2002-12-25,319.414
2002-12-26,319.925
2002-12-27,313.394
2002-12-30,320.291
2002-12-31,322.584
2003-01-01,322.584
2003-01-02,318.325
2003-01-03,326.465
2003-01-06,329.051
2003-01-07,326.934
2003-01-08,322.137
2003-01-09,323.519
2003-01-10,329.702
2003-01-13,334.609
2003-01-14,337.203
2003-01-15,329.387
2003-01-16,334.006
2003-01-17,333.686
2003-01-20,334.36
2003-01-21,330.652
2003-01-22,324.091
2003-01-23,321.074
2003-01-24,319.886
2003-01-27,309.977
2003-01-28,311.266
2003-01-29,306.59
2003-01-30,309.925
2003-01-31,314.41
2003-02-03,312.397
2003-02-04,313.096
2003-02-05,308.307
2003-02-06,306.548
2003-02-07,300.661
2003-02-10,297.72
2003-02-11,296.047
2003-02-12,295.74
2003-02-13,297.108
2003-02-14,294.39
2003-02-17,300.717
2003-02-18,297.548
2003-02-19,299.49
2003-02-20,292.81
2003-02-21,289.699
2003-02-24,284.37
2003-02-25,278.906
2003-02-26,275.87
2003-02-27,270.061
2003-02-28,278.077
2003-03-03,283.448
2003-03-04,278.377
2003-03-05,272.574
2003-03-06,270.376
2003-03-07,263.202
2003-03-10,254.625
2003-03-11,259.642
2003-03-12,252.728
2003-03-13,257.707
2003-03-14,264.238
2003-03-17,268.465
2003-03-18,273.849
2003-03-19,276.975
2003-03-20,279.618
2003-03-21,281.968
2003-03-24,275.931
2003-03-25,280.672
2003-03-26,282.922
2003-03-27,281.888
2003-03-28,282.109
2003-03-31,281.227
2003-04-01,281.545
2003-04-02,288.503
2003-04-03,287.87
2003-04-04,288.6
2003-04-07,295.867
2003-04-08,291.958
2003-04-09,296.274
2003-04-10,294.264
2003-04-11,294.993
2003-04-14,295.97
2003-04-15,299.798
2003-04-16,298.256
2003-04-17,298.556
2003-04-18,298.556
2003-04-21,295.645
2003-04-22,299.622
2003-04-23,302.599
2003-04-24,300.511
2003-04-25,303.67
2003-04-28,308.22
2003-04-29,306.753
2003-04-30,314.48
2003-05-01,318.175
2003-05-02,321.576
2003-05-05,326.884
2003-05-06,331.622
2003-05-07,329.486
2003-05-08,325.301
2003-05-09,325.649
2003-05-12,325.938
2003-05-13,323.922
2003-05-14,325.075
2003-05-15,325.112
2003-05-16,327.449
2003-05-19,316.645
2003-05-20,316.314
2003-05-21,313.384
2003-05-22,317.315
2003-05-23,318.969
2003-05-26,317.611
2003-05-27,318.372
2003-05-28,319.607
2003-05-29,321.525
2003-05-30,320.838
2003-06-02,323.374
2003-06-03,317.408
2003-06-04,320.366
2003-06-05,323.817
2003-06-06,325.058
2003-06-09,328.332
2003-06-10,325.984
2003-06-11,334.627
2003-06-12,336.034
2003-06-13,337.807
2003-06-16,344.018
2003-06-17,346.381
2003-06-18,341.797
2003-06-19,336.403
2003-06-20,336.754
2003-06-23,331.195
2003-06-24,325.019
2003-06-25,328.002
2003-06-26,324.173
2003-06-27,323.357
2003-06-30,323.38
2003-07-01,322.643
2003-07-02,324.584
2003-07-03,325.753
2003-07-04,325.893
2003-07-07,326.52
2003-07-08,328.238
2003-07-09,328.412
2003-07-10,326.318
2003-07-11,327.632
2003-07-14,330.341
2003-07-15,326.75
2003-07-16,324.59
2003-07-17,322.598
2003-07-18,327.586
2003-07-21,329.078
2003-07-22,329.091
2003-07-23,328.778
2003-07-24,335.779
2003-07-25,336.013
2003-07-28,336.19
2003-07-29,338.485
2003-07-30,339.509
2003-07-31,345.852
2003-08-01,351.658
2003-08-04,351.191
2003-08-05,353.871
2003-08-06,348.888
2003-08-07,345.722
2003-08-08,345.926
2003-08-11,343.035
2003-08-12,346.133
2003-08-13,349.904
2003-08-14,351.174
2003-08-15,354.632
2003-08-18,356.409
2003-08-19,359.278
2003-08-20,358.223
2003-08-21,360.198
2003-08-22,360.243
2003-08-25,358.46
2003-08-26,359.557
2003-08-27,358.835
2003-08-28,363.165
2003-08-29,363.725
2003-09-01,372.203
2003-09-02,365.507
2003-09-03,368.747
2003-09-04,367.631
2003-09-05,370.979
2003-09-08,374.267
2003-09-09,375.089
2003-09-10,367.975
2003-09-11,368.513
2003-09-12,372.547
2003-09-15,375.123
2003-09-16,372.773
2003-09-17,372.507
2003-09-18,377.628
2003-09-19,379.398
2003-09-22,376.243
2003-09-23,371.348
2003-09-24,373.263
2003-09-25,369.814
2003-09-26,365.907
2003-09-29,367.524
2003-09-30,366.577
2003-10-01,370.833
2003-10-02,372.158
2003-10-03,375.466
2003-10-06,374.345
2003-10-07,372.283
2003-10-08,375.138
2003-10-09,378.974
2003-10-10,381.254
2003-10-13,381.689
2003-10-14,381.625
2003-10-15,381.43
2003-10-16,384.146
2003-10-17,381.59
2003-10-20,381.12
2003-10-21,378.447
2003-10-22,383.054
2003-10-23,382.008
2003-10-24,380.139
2003-10-27,380.276
2003-10-28,382.398
2003-10-29,385.595
2003-10-30,390.944
2003-10-31,383.687
2003-11-03,384.493
2003-11-04,381.273
2003-11-05,377.735
2003-11-06,377.693
2003-11-07,386.404
2003-11-10,380.243
2003-11-11,381.619
2003-11-12,382.859
2003-11-13,385.761
2003-11-14,390.272
2003-11-17,384.582
2003-11-18,385.226
2003-11-19,383.365
2003-11-20,385.41
2003-11-21,387.624
2003-11-24,384.452
2003-11-25,389.237
2003-11-26,396.403
2003-11-27,395.748
2003-11-28,400.348
2003-12-01,399.42
2003-12-02,401.595
2003-12-03,405.188
2003-12-04,403.576
2003-12-05,405.922
2003-12-08,407.155
2003-12-09,405.313
2003-12-10,403.414
2003-12-11,406.098
2003-12-12,410.211
2003-12-15,411.519
2003-12-16,411.209
2003-12-17,412.094
2003-12-18,411.293
2003-12-19,411.228
2003-12-22,414.057
2003-12-23,417.307
2003-12-24,420.048
2003-12-25,420.048
2003-12-26,419.242
2003-12-29,421.041
2003-12-30,427.723
2003-12-31,430.507
2004-01-01,430.507
2004-01-02,429.604
2004-01-05,438.749
2004-01-06,434.707
2004-01-07,427.832
2004-01-08,442.567
2004-01-09,442.237
2004-01-12,438.711
2004-01-13,447.868
2004-01-14,455.6
2004-01-15,454.703
2004-01-16,451.721
2004-01-19,447.038
2004-01-20,446.847
2004-01-21,446.745
2004-01-22,451.304
2004-01-23,454.763
2004-01-26,446.534
2004-01-27,451.344
2004-01-28,454.189
2004-01-29,447.335
2004-01-30,452.191
2004-02-02,452.089
2004-02-03,448.976
2004-02-04,447.504
2004-02-05,449.861
2004-02-06,460.598
2004-02-09,463.075
2004-02-10,465.993
2004-02-11,466.35
2004-02-12,468.936
2004-02-13,464.34
2004-02-16,464.298
2004-02-17,466.109
2004-02-18,459.826
2004-02-19,464.112
2004-02-20,454.715
2004-02-23,454.186
2004-02-24,453.163
2004-02-25,448.576
2004-02-26,450.874
2004-02-27,445.589
2004-03-01,453.501
2004-03-02,451.023
2004-03-03,447.3
2004-03-04,450.646
2004-03-05,457.037
2004-03-08,451.194
2004-03-09,446.287
2004-03-10,440.693
2004-03-11,430.327
2004-03-12,431.858
2004-03-15,427.522
2004-03-16,434.082
2004-03-17,432.723
2004-03-18,436.396
2004-03-19,435.91
2004-03-22,426.619
2004-03-23,426.644
2004-03-24,424.683
2004-03-25,432.682
2004-03-26,430.392
2004-03-29,434.956
2004-03-30,435.514
2004-03-31,444.314
2004-04-01,452.393
2004-04-02,448.329
2004-04-05,443.073
2004-04-06,443.457
2004-04-07,450.853
2004-04-08,452.502
2004-04-09,452.502
2004-04-12,451.886
2004-04-13,444.29
2004-04-14,441.347
2004-04-15,446.435
2004-04-16,449.912
2004-04-19,450.761
2004-04-20,451.13
2004-04-21,445.666
2004-04-22,451.984
2004-04-23,452.261
2004-04-26,455.17
2004-04-27,467.335
2004-04-28,454.68
2004-04-29,454.016
2004-04-30,448.354
2004-05-03,452.985
2004-05-04,460.836
2004-05-05,464.892
2004-05-06,454.603
2004-05-07,445.238
2004-05-10,432.04
2004-05-11,439.498
2004-05-12,437.758
2004-05-13,438.973
2004-05-14,437.014
2004-05-17,435.962
2004-05-18,441.626
2004-05-19,454.549
2004-05-20,450.139
2004-05-21,451.978
2004-05-24,450.388
2004-05-25,450.681
2004-05-26,453.517
2004-05-27,465.452
2004-05-28,461.408
2004-05-31,461.408
2004-06-01,456.842
2004-06-02,466.031
2004-06-03,466.248
2004-06-04,467.374
2004-06-07,474.085
2004-06-08,472.595
2004-06-09,469.074
2004-06-10,466.371
2004-06-11,462.134
2004-06-14,460.307
2004-06-15,459.9
2004-06-16,458.323
2004-06-17,464.505
2004-06-18,470.693
2004-06-21,472.685
2004-06-22,465.589
2004-06-23,464.977
2004-06-24,471.592
2004-06-25,470.814
2004-06-28,475.386
2004-06-29,468.134
2004-06-30,472.437
2004-07-01,470.405
2004-07-02,477.242
2004-07-05,478.205
2004-07-06,475.197
2004-07-07,475.784
2004-07-08,480.838
2004-07-09,478.108
2004-07-12,482.416
2004-07-13,476.16
2004-07-14,480.679
2004-07-15,477.134
2004-07-16,483.515
2004-07-19,481.184
2004-07-20,480.631
2004-07-21,474.208
2004-07-22,468.8
2004-07-23,464.88
2004-07-26,463.462
2004-07-27,463.889
2004-07-28,463.209
2004-07-29,465.308
2004-07-30,466.23
2004-08-02,467.125
2004-08-03,476.628
2004-08-04,474.938
2004-08-05,475.522
2004-08-06,473.801
2004-08-09,469.57
2004-08-10,474.228
2004-08-11,464.481
2004-08-12,461.941
2004-08-13,460.612
2004-08-16,465.588
2004-08-17,464.022
2004-08-18,461.161
2004-08-19,467.244
2004-08-20,467.573
2004-08-23,466.31
2004-08-24,466.087
2004-08-25,465.809
2004-08-26,472.276
2004-08-27,472.709
2004-08-30,471.59
2004-08-31,478.706
2004-09-01,479.864
2004-09-02,478.65
2004-09-03,478.766
2004-09-06,482.2
2004-09-07,482.098
2004-09-08,482.448
2004-09-09,479.503
2004-09-10,484.486
2004-09-13,482.079
2004-09-14,481.999
2004-09-15,476.345
2004-09-16,477.749
2004-09-17,485.71
2004-09-20,482.925
2004-09-21,489.142
2004-09-22,486.961
2004-09-23,485.888
2004-09-24,484.533
2004-09-27,479.684
2004-09-28,485.705
2004-09-29,491.1
2004-09-30,494.034
2004-10-01,493.896
2004-10-04,487.618
2004-10-05,487.887
2004-10-06,489.638
2004-10-07,489.28
2004-10-08,495.461
2004-10-11,491.327
2004-10-12,483.791
2004-10-13,482.14
2004-10-14,481.003
2004-10-15,480.483
2004-10-18,486.406
2004-10-19,487.381
2004-10-20,491.124
2004-10-21,494.513
2004-10-22,501.158
2004-10-25,502.309
2004-10-26,503.72
2004-10-27,510.064
2004-10-28,509.369
2004-10-29,506.395
2004-11-01,509.233
2004-11-02,511.414
2004-11-03,516.26
2004-11-04,521.608
2004-11-05,523.331
2004-11-08,519.583
2004-11-09,518.57
2004-11-10,524.584
2004-11-11,531.33
2004-11-12,532.815
2004-11-15,533.182
2004-11-16,532.193
2004-11-17,538.708
2004-11-18,537.293
2004-11-19,539.157
2004-11-22,536.095
2004-11-23,536.314
2004-11-24,541.492
2004-11-25,546.318
2004-11-26,544.411
2004-11-29,543.719
2004-11-30,542.567
2004-12-01,539.755
2004-12-02,538.924
2004-12-03,540.723
2004-12-06,540.769
2004-12-07,545.843
2004-12-08,535.8
2004-12-09,534.998
2004-12-10,534.756
2004-12-13,541.714
2004-12-14,540.591
2004-12-15,543.928
2004-12-16,538.657
2004-12-17,535.447
2004-12-20,546.936
2004-12-21,545.425
2004-12-22,547.802
2004-12-23,554.093
2004-12-24,554.893
2004-12-27,556.671
2004-12-28,556.734
2004-12-29,559.832
2004-12-30,559.684
2004-12-31,557.838
2005-01-03,558.502
2005-01-04,552.85
2005-01-05,547.419
2005-01-06,544.557
2005-01-07,540.518
2005-01-10,541.235
2005-01-11,539.775
2005-01-12,538.647
2005-01-13,540.721
2005-01-14,540.432
2005-01-17,539.024
2005-01-18,537.659
2005-01-19,537.77
2005-01-20,531.046
2005-01-21,529.53
2005-01-24,532.414
2005-01-25,529.926
2005-01-26,538.663
2005-01-27,537.528
2005-01-28,532.774
2005-01-31,536.079
2005-02-01,529.313
2005-02-02,533.512
2005-02-03,528.355
2005-02-04,533.049
2005-02-07,530.735
2005-02-08,528.315
2005-02-09,531.291
2005-02-10,542.736
2005-02-11,545.201
2005-02-14,548.966
2005-02-15,553.808
2005-02-16,554.012
2005-02-17,560.056
2005-02-18,566.458
2005-02-21,562.708
2005-02-22,570.525
2005-02-23,559.689
2005-02-24,557.392
2005-02-25,561.625
2005-02-28,587.302
2005-03-01,586.504
2005-03-02,578.252
2005-03-03,575.352
2005-03-04,589.701
2005-03-07,583.662
2005-03-08,588.359
2005-03-09,585.424
2005-03-10,586.062
2005-03-11,593.871
2005-03-14,583.184
2005-03-15,585.75
2005-03-16,590.598
2005-03-17,588.375
2005-03-18,581.067
2005-03-21,577.726
2005-03-22,576.488
2005-03-23,563.253
2005-03-24,559.741
2005-03-25,559.741
2005-03-28,556.422
2005-03-29,561.321
2005-03-30,567.449
2005-03-31,570.378
2005-04-01,571.205
2005-04-04,562.198
2005-04-05,567.299
2005-04-06,571.339
2005-04-07,575.037
2005-04-08,571.744
2005-04-11,575.489
2005-04-12,576.477
2005-04-13,577.574
2005-04-14,567.368
2005-04-15,563.508
2005-04-18,555.927
2005-04-19,562.494
2005-04-20,564.273
2005-04-21,567.206
2005-04-22,561.144
2005-04-25,556.438
2005-04-26,557.409
2005-04-27,550.157
2005-04-28,547.358
2005-04-29,542.556
2005-05-02,545.524
2005-05-03,545.353
2005-05-04,551.184
2005-05-05,548.212
2005-05-06,546.626
2005-05-09,547.732
2005-05-10,545.514
2005-05-11,541.971
2005-05-12,539.895
2005-05-13,536.821
2005-05-16,535.855
2005-05-17,537.7
2005-05-18,538.502
2005-05-19,541.465
2005-05-20,539.156
2005-05-23,543.291
2005-05-24,544.442
2005-05-25,545.322
2005-05-26,544.344
2005-05-27,543.642
2005-05-30,542.416
2005-05-31,534.895
2005-06-01,537.924
2005-06-02,540.023
2005-06-03,539.079
2005-06-06,544.087
2005-06-07,546.48
2005-06-08,546.244
2005-06-09,540.576
2005-06-10,539.654
2005-06-13,538.852
2005-06-14,539.338
2005-06-15,539.255
2005-06-16,539.758
2005-06-17,543.459
2005-06-20,537.244
2005-06-21,539.083
2005-06-22,537.822
2005-06-23,538.274
2005-06-24,538.197
2005-06-27,539.36
2005-06-28,539.446
2005-06-29,541.809
2005-06-30,543.465
2005-07-01,537.198
2005-07-04,537.042
2005-07-05,536.67
2005-07-06,541.91
2005-07-07,541.202
2005-07-08,545.939
2005-07-11,554.646
2005-07-12,557.934
2005-07-13,557.576
2005-07-14,561.962
2005-07-15,558.792
2005-07-18,557.821
2005-07-19,558.002
2005-07-20,558.036
2005-07-21,563.077
2005-07-22,565.72
2005-07-25,566.39
2005-07-26,564.292
2005-07-27,565.67
2005-07-28,565.563
2005-07-29,568.318
2005-08-01,575.94
2005-08-02,576.913
2005-08-03,581.308
2005-08-04,583.188
2005-08-05,581.877
2005-08-08,585.544
2005-08-09,589.385
2005-08-10,593.915
2005-08-11,593.946
2005-08-12,591.869
2005-08-15,589.344
2005-08-16,590.162
2005-08-17,585.558
2005-08-18,576.905
2005-08-19,577.678
2005-08-22,583.172
2005-08-23,576.36
2005-08-24,572.893
2005-08-25,569.826
2005-08-26,573.04
2005-08-29,571.01
2005-08-30,568.171
2005-08-31,575.579
2005-09-01,587.35
2005-09-02,592.445
2005-09-05,587.26
2005-09-06,591.589
2005-09-07,594.521
2005-09-08,591.829
2005-09-09,592.856
2005-09-12,589.678
2005-09-13,585.545
2005-09-14,593.609
2005-09-15,590.487
2005-09-16,593.227
2005-09-19,590.14
2005-09-20,590.641
2005-09-21,591.171
2005-09-22,580.583
2005-09-23,577.078
2005-09-26,579.769
2005-09-27,576.319
2005-09-28,581.667
2005-09-29,580.074
2005-09-30,589.028
2005-10-03,585.395
2005-10-04,591.445
2005-10-05,592.801
2005-10-06,595.608
2005-10-07,591.208
2005-10-10,595.464
2005-10-11,591.116
2005-10-12,585.316
2005-10-13,572.237
2005-10-14,578.097
2005-10-17,571.132
2005-10-18,563.523
2005-10-19,558.323
2005-10-20,560.987
2005-10-21,558.878
2005-10-24,569.297
2005-10-25,577.734
2005-10-26,575.915
2005-10-27,573.536
2005-10-28,570.652
2005-10-31,576.961
2005-11-01,582.522
2005-11-02,589.9
2005-11-03,592.003
2005-11-04,577.422
2005-11-07,587.942
2005-11-08,597.038
2005-11-09,598.5
