Date,SWITZERLAND MID GROWTH Mid Cap
2007-02-28,893.334
2007-03-30,939.665
2007-04-30,993.495
2007-05-31,1000.0
2007-06-29,985.427
2007-07-31,961.799
2007-08-31,900.937
2007-09-28,908.192
2007-10-31,988.564
2007-11-30,946.743
2007-12-31,940.12
2008-01-31,873.511
2008-02-29,907.332
2008-03-31,939.79
2008-04-30,934.431
2008-05-30,970.754
2008-06-30,882.484
2008-07-31,843.488
2008-08-29,832.428
2008-09-30,733.557
2008-10-31,550.819
2008-11-28,497.117
2008-12-31,567.299
2009-01-30,509.376
2009-02-27,471.0
2009-03-31,490.819
2009-04-30,564.245
2009-05-29,621.556
2009-06-30,621.892
2009-07-31,665.539
2009-08-31,706.529
2009-09-30,754.959
2009-10-30,716.976
2009-11-30,747.814
2009-12-31,763.749
2010-01-29,757.009
2010-02-26,729.837
2010-03-31,786.033
2010-04-30,763.431
2010-05-31,671.253
2010-06-30,709.403
2010-07-30,749.659
2010-08-31,766.984
2010-09-30,820.955
2010-10-29,853.698
2010-11-30,864.35
2010-12-31,938.926
2011-01-31,900.764
2011-02-28,923.159
2011-03-31,930.527
2011-04-29,997.641
2011-05-31,982.651
2011-06-30,926.047
2011-07-29,932.287
2011-08-31,836.358
2011-09-30,717.447
2011-10-31,810.72
2011-11-30,771.93
2011-12-30,774.653
2012-01-31,799.492
2012-02-29,829.257
2012-03-30,837.917
2012-04-30,841.453
2012-05-31,735.111
2012-06-29,786.23
2012-07-31,787.597
2012-08-31,789.213
2012-09-28,819.811
2012-10-31,827.932
2012-11-30,847.061
2012-12-31,864.749
2013-01-31,922.937
2013-02-28,952.751
2013-03-29,979.423
2013-04-30,1003.919
2013-05-31,994.684
2013-06-28,995.705
2013-07-31,1064.385
2013-08-30,1042.305
2013-09-30,1112.239
2013-10-31,1174.891
2013-11-29,1189.984
2013-12-31,1224.398
2014-01-31,1220.897
2014-02-28,1298.597
2014-03-31,1305.156
2014-04-30,1337.98
2014-05-30,1343.659
2014-06-30,1390.014
2014-07-31,1352.962
2014-08-29,1377.723
2014-09-30,1314.654
2014-10-31,1312.581
2014-11-28,1356.127
2014-12-31,1316.195
2015-01-30,1309.363
2015-02-27,1402.113
2015-03-31,1380.769
2015-04-30,1446.813
2015-05-29,1451.425
2015-06-30,1419.218
2015-07-31,1492.974
2015-08-31,1391.571
2015-09-30,1332.233
2015-10-30,1436.593
2015-11-30,1433.392
2015-12-31,1464.506
2016-01-29,1407.951
2016-02-29,1439.463
2016-03-31,1543.777
2016-04-29,1583.305
2016-05-31,1589.897
2016-06-30,1585.832
2016-07-29,1656.395
2016-08-31,1658.904
2016-09-30,1685.664
2016-10-31,1583.451
2016-11-30,1588.091
2016-12-30,1639.68
2017-01-31,1766.105
2017-02-28,1817.759
2017-03-31,1862.486
2017-04-28,1942.33
2017-05-31,2063.757
2017-06-30,2059.662
2017-07-31,2108.806
2017-08-31,2121.981
2017-09-29,2210.425
2017-10-31,2229.757
2017-11-30,2229.592
2017-12-29,2264.372
2018-01-31,2413.614
2018-02-28,2270.685
2018-03-30,2208.757
2018-04-30,2220.398
2018-05-31,2253.552
2018-06-29,2280.822
2018-07-31,2386.985
2018-08-31,2464.219
2018-09-28,2430.201
2018-10-31,2201.124
2018-11-30,2123.592
2018-12-31,1969.714
2019-01-31,2108.028
2019-02-28,2194.689
2019-03-29,2263.077
2019-04-30,2357.262
2019-05-31,2342.94
2019-06-28,2549.481
2019-07-31,2484.729
2019-08-30,2467.617
2019-09-30,2497.887
2019-10-31,2587.218
2019-11-29,2654.377
2019-12-31,2800.959
2020-01-31,2856.714
2020-02-28,2673.052
2020-03-31,2460.171
2020-04-30,2548.89
2020-05-29,2781.854
2020-06-30,2810.257
2020-07-31,3027.112
2020-08-31,3171.921
2020-09-30,3141.536
2020-10-30,3022.871
2020-11-30,3357.574
2020-12-31,3556.591
2021-01-29,3437.599
2021-02-26,3479.533
2021-03-31,3616.569
2021-04-30,3847.946
2021-05-31,4213.355
2021-06-30,4282.694
2021-07-30,4494.813
2021-08-31,4490.741
2021-09-30,4081.9
2021-10-29,4339.207
2021-11-30,4109.49
2021-12-31,4436.384
2022-01-31,3820.482
2022-02-28,3755.567
2022-03-31,3775.204
2022-04-29,3369.342
2022-05-31,3257.348
2022-06-30,2941.747
2022-07-29,3133.976
2022-08-31,2803.46
2022-09-30,2513.08
2022-10-31,2548.984
2022-11-30,2849.747
2022-12-30,2854.869
2023-01-31,3164.257
2023-02-28,3142.328
2023-03-31,3350.712
2023-04-28,3460.692
2023-05-31,3446.766
2023-06-30,3361.988
2023-07-31,3549.489
2023-08-31,3344.453
2023-09-29,3119.589
2023-10-31,3027.98
2023-11-30,3507.531
2023-12-29,3805.959
2024-01-31,3577.932
2024-02-29,3503.951
2024-03-29,3567.098
2024-04-30,3351.826
2024-05-31,3728.946
2024-06-28,3676.656
2024-07-31,3656.235
2024-08-30,3811.42
2024-09-30,3862.418
2024-10-31,3642.637
2024-11-29,3528.456
2024-12-31,3451.652
2025-01-31,3675.373
2025-02-28,3604.911
2025-03-31,3423.911
2025-04-30,3502.282
2025-05-30,3761.008
2025-06-30,3877.731
