Date,SWITZERLAND MID GROWTH Mid Cap
2005-05-31,534.895
2005-06-30,543.465
2005-07-29,568.318
2005-08-31,575.579
2005-09-30,589.028
2005-10-31,576.961
2005-11-30,600.509
2005-12-30,618.14
2006-01-31,648.083
2006-02-28,651.843
2006-03-31,672.214
2006-04-28,721.98
2006-05-31,706.505
2006-06-30,700.718
2006-07-31,713.229
2006-08-31,732.075
2006-09-29,757.11
2006-10-31,795.039
2006-11-30,822.906
2006-12-29,859.261
2007-01-31,892.794
2007-02-28,890.32
2007-03-30,937.045
2007-04-30,991.369
2007-05-31,1000.0
2007-06-29,985.559
2007-07-31,961.928
2007-08-31,901.058
2007-09-28,908.314
2007-10-31,988.697
2007-11-30,946.87
2007-12-31,940.246
2008-01-31,873.628
2008-02-29,907.454
2008-03-31,941.544
2008-04-30,937.501
2008-05-30,976.482
2008-06-30,887.868
2008-07-31,848.634
2008-08-29,837.507
2008-09-30,738.032
2008-10-31,554.18
2008-11-28,500.15
2008-12-31,571.251
2009-01-30,512.924
2009-02-27,474.281
2009-03-31,495.459
2009-04-30,570.852
2009-05-29,630.876
2009-06-30,631.387
2009-07-31,675.7
2009-08-31,717.316
2009-09-30,766.486
2009-10-30,727.922
2009-11-30,759.231
2009-12-31,775.558
2010-01-29,768.713
2010-02-26,741.121
2010-03-31,800.557
2010-04-30,778.192
2010-05-31,685.597
2010-06-30,724.739
2010-07-30,765.865
2010-08-31,783.565
2010-09-30,838.703
2010-10-29,872.154
2010-11-30,883.036
2010-12-31,959.224
2011-01-31,920.396
2011-02-28,943.28
2011-03-31,953.331
2011-04-29,1022.959
2011-05-31,1008.145
2011-06-30,950.074
2011-07-29,956.475
2011-08-31,858.058
2011-09-30,736.061
2011-10-31,831.754
2011-11-30,791.958
2011-12-30,794.751
2012-01-31,820.469
2012-02-29,851.151
2012-03-30,860.933
2012-04-30,865.262
2012-05-31,756.736
2012-06-29,809.358
2012-07-31,810.766
2012-08-31,812.429
2012-09-28,843.926
2012-10-31,852.287
2012-11-30,871.979
2012-12-31,890.187
2013-01-31,950.086
2013-02-28,980.777
2013-03-29,1008.234
2013-04-30,1035.367
2013-05-31,1026.857
2013-06-28,1027.912
2013-07-31,1098.813
2013-08-30,1076.462
2013-09-30,1148.687
2013-10-31,1213.393
2013-11-29,1228.98
2013-12-31,1264.522
2014-01-31,1260.906
2014-02-28,1341.152
2014-03-31,1348.316
2014-04-30,1384.386
2014-05-30,1390.901
2014-06-30,1439.366
2014-07-31,1400.999
2014-08-29,1427.073
2014-09-30,1361.745
2014-10-31,1359.597
2014-11-28,1404.703
2014-12-31,1363.341
2015-01-30,1356.264
2015-02-27,1452.509
2015-03-31,1430.398
2015-04-30,1502.598
2015-05-29,1508.14
2015-06-30,1475.26
2015-07-31,1551.929
2015-08-31,1446.993
2015-09-30,1385.292
2015-10-30,1493.808
2015-11-30,1490.48
2015-12-31,1522.833
2016-01-29,1464.025
2016-02-29,1496.792
2016-03-31,1605.761
2016-04-29,1649.757
2016-05-31,1657.826
2016-06-30,1654.204
2016-07-29,1727.809
2016-08-31,1731.065
2016-09-30,1758.989
2016-10-31,1652.331
2016-11-30,1657.173
2016-12-30,1711.005
2017-01-31,1842.93
2017-02-28,1896.83
2017-03-31,1946.141
2017-04-28,2033.169
2017-05-31,2162.743
2017-06-30,2159.138
2017-07-31,2210.655
2017-08-31,2225.27
2017-09-29,2318.02
2017-10-31,2338.293
2017-11-30,2338.119
2017-12-29,2374.592
2018-01-31,2531.099
2018-02-28,2381.362
2018-03-30,2319.298
2018-04-30,2337.197
2018-05-31,2375.277
2018-06-29,2404.68
2018-07-31,2516.607
2018-08-31,2598.778
2018-09-28,2562.903
2018-10-31,2321.317
2018-11-30,2239.551
2018-12-31,2077.271
2019-01-31,2223.418
2019-02-28,2314.822
2019-03-29,2386.954
2019-04-30,2492.841
2019-05-31,2480.703
2019-06-28,2700.227
2019-07-31,2631.646
2019-08-30,2614.353
2019-09-30,2646.423
2019-10-31,2741.066
2019-11-29,2812.218
2019-12-31,2967.517
2020-01-31,3027.094
2020-02-28,2832.477
2020-03-31,2606.9
2020-04-30,2708.595
2020-05-29,2960.794
2020-06-30,2991.024
2020-07-31,3221.828
2020-08-31,3377.392
2020-09-30,3346.764
2020-10-30,3220.347
2020-11-30,3578.075
2020-12-31,3790.163
2021-01-29,3664.351
2021-02-26,3709.052
2021-03-31,3855.127
2021-04-30,4108.958
2021-05-31,4501.272
2021-06-30,4577.901
2021-07-30,4804.64
2021-08-31,4801.416
2021-09-30,4366.338
2021-10-29,4641.576
2021-11-30,4395.852
2021-12-31,4745.525
2022-01-31,4087.833
2022-02-28,4018.375
2022-03-31,4039.386
2022-04-29,3612.689
2022-05-31,3495.268
2022-06-30,3156.615
2022-07-29,3362.885
2022-08-31,3010.428
2022-09-30,2701.064
2022-10-31,2739.653
2022-11-30,3062.914
2022-12-30,3068.419
2023-01-31,3402.464
2023-02-28,3378.884
2023-03-31,3602.955
2023-04-28,3729.905
2023-05-31,3719.803
2023-06-30,3628.309
2023-07-31,3830.662
2023-08-31,3610.59
2023-09-29,3370.562
2023-10-31,3271.583
2023-11-30,3789.714
2023-12-29,4112.151
2024-01-31,3866.95
2024-02-29,3786.993
2024-03-29,3855.24
2024-04-30,3634.853
2024-05-31,4047.66
2024-06-28,3994.723
2024-07-31,3972.535
2024-08-30,4141.915
2024-09-30,4200.697
2024-10-31,3961.668
2024-11-29,3837.486
2024-12-31,3753.955
2025-01-31,3998.867
2025-02-28,3922.203
2025-03-31,3725.272
2025-04-30,3824.255
2025-05-30,4111.731
2025-06-30,4242.613
2025-07-31,4237.817
2025-08-29,4367.65
2025-09-30,4378.251
2025-10-31,4534.322
2025-11-28,4493.983
