Date,EM (EMERGING MARKETS) Standard (Large+Mid Cap)
2007-08-31,1793.133
2007-09-28,1991.31
2007-10-31,2213.537
2007-11-30,2056.724
2007-12-31,2064.109
2008-01-31,1807.125
2008-02-29,1941.17
2008-03-31,1838.62
2008-04-30,1988.128
2008-05-30,2025.589
2008-06-30,1823.792
2008-07-31,1756.441
2008-08-29,1616.719
2008-09-30,1333.962
2008-10-31,969.08
2008-11-28,896.199
2008-12-31,966.344
2009-01-30,904.332
2009-02-27,853.468
2009-03-31,976.236
2009-04-30,1138.841
2009-05-29,1334.095
2009-06-30,1316.389
2009-07-31,1465.355
2009-08-31,1460.503
2009-09-30,1593.312
2009-10-30,1595.43
2009-11-30,1664.043
2009-12-31,1729.963
2010-01-29,1633.76
2010-02-26,1639.853
2010-03-31,1772.373
2010-04-30,1794.242
2010-05-31,1637.2
2010-06-30,1625.457
2010-07-30,1761.969
2010-08-31,1728.343
2010-09-30,1920.647
2010-10-29,1976.583
2010-11-30,1924.485
2010-12-31,2062.042
2011-01-31,2006.489
2011-02-28,1988.074
2011-03-31,2105.275
2011-04-29,2171.038
2011-05-31,2114.956
2011-06-30,2083.31
2011-07-29,2075.475
2011-08-31,1890.763
2011-09-30,1615.419
2011-10-31,1829.553
2011-11-30,1707.719
2011-12-30,1687.3
2012-01-31,1879.011
2012-02-29,1991.911
2012-03-30,1925.642
2012-04-30,1903.164
2012-05-31,1690.722
2012-06-29,1756.77
2012-07-31,1792.304
2012-08-31,1787.124
2012-09-28,1895.316
2012-10-31,1884.013
2012-11-30,1908.071
2012-12-31,2001.596
2013-01-31,2029.504
2013-02-28,2004.298
2013-03-29,1970.211
2013-04-30,1985.833
2013-05-31,1935.82
2013-06-28,1813.503
2013-07-31,1833.432
2013-08-30,1802.664
2013-09-30,1920.464
2013-10-31,2014.051
2013-11-29,1984.758
2013-12-31,1956.224
2014-01-31,1829.631
2014-02-28,1890.624
2014-03-31,1949.083
2014-04-30,1956.339
2014-05-30,2025.07
2014-06-30,2079.79
2014-07-31,2121.713
2014-08-29,2170.375
2014-09-30,2009.951
2014-10-31,2033.883
2014-11-28,2012.492
2014-12-31,1920.693
2015-01-30,1932.363
2015-02-27,1992.428
2015-03-31,1964.494
2015-04-30,2116.086
2015-05-29,2031.755
2015-06-30,1980.535
2015-07-31,1844.464
2015-08-31,1678.28
2015-09-30,1628.39
2015-10-30,1744.66
2015-11-30,1676.723
2015-12-31,1640.296
2016-01-29,1533.975
2016-02-29,1531.634
2016-03-31,1734.692
2016-04-29,1744.466
2016-05-31,1679.738
2016-06-30,1748.524
2016-07-29,1837.521
2016-08-31,1883.798
2016-09-30,1908.581
2016-10-31,1913.299
2016-11-30,1825.345
2016-12-30,1830.638
2017-01-31,1930.908
2017-02-28,1990.165
2017-03-31,2040.902
2017-04-28,2086.005
2017-05-31,2148.112
2017-06-30,2171.195
2017-07-31,2302.362
2017-08-31,2354.577
2017-09-29,2345.749
2017-10-31,2428.129
2017-11-30,2433.136
2017-12-29,2521.743
2018-01-31,2732.109
2018-02-28,2606.495
2018-03-30,2558.701
2018-04-30,2547.855
2018-05-31,2458.184
2018-06-29,2357.686
2018-07-31,2411.556
2018-08-31,2347.057
2018-09-28,2335.379
2018-10-31,2132.205
2018-11-30,2220.226
2018-12-31,2162.749
2019-01-31,2352.28
2019-02-28,2357.784
2019-03-29,2378.031
2019-04-30,2428.542
2019-05-31,2253.09
2019-06-28,2395.537
2019-07-31,2368.229
2019-08-30,2253.439
2019-09-30,2297.199
2019-10-31,2394.31
2019-11-29,2391.173
2019-12-31,2571.142
2020-01-31,2451.389
2020-02-28,2322.259
2020-03-31,1965.162
2020-04-30,2145.501
2020-05-29,2162.436
2020-06-30,2322.513
2020-07-31,2532.135
2020-08-31,2588.733
2020-09-30,2547.815
2020-10-30,2600.7
2020-11-30,2841.391
2020-12-31,3051.617
2021-01-29,3145.973
2021-02-26,3170.208
2021-03-31,3123.11
2021-04-30,3201.29
2021-05-31,3276.27
2021-06-30,3283.023
2021-07-30,3064.004
2021-08-31,3145.169
2021-09-30,3021.283
2021-10-29,3051.526
2021-11-30,2927.417
2021-12-31,2983.766
2022-01-31,2927.511
2022-02-28,2840.359
2022-03-31,2777.192
2022-04-29,2623.127
2022-05-31,2635.333
2022-06-30,2462.385
2022-07-29,2458.399
2022-08-31,2469.584
2022-09-30,2181.297
2022-10-31,2113.859
2022-11-30,2427.707
2022-12-30,2394.898
2023-01-31,2584.23
2023-02-28,2416.856
2023-03-31,2491.096
2023-04-28,2463.339
2023-05-31,2422.676
2023-06-30,2516.963
2023-07-31,2675.364
2023-08-31,2511.333
2023-09-29,2446.667
2023-10-31,2351.872
2023-11-30,2540.487
2023-12-29,2640.736
2024-01-31,2518.362
2024-02-29,2638.61
2024-03-29,2705.131
2024-04-30,2717.814
2024-05-31,2733.961
2024-06-28,2843.533
2024-07-31,2853.98
2024-08-30,2901.014
2024-09-30,3095.952
2024-10-31,2962.104
2024-11-29,2855.949
2024-12-31,2853.33
2025-01-31,2904.902
2025-02-28,2919.51
2025-03-31,2939.101
2025-04-30,2978.61
2025-05-30,3106.884
2025-06-30,3297.605
