Date,EM (EMERGING MARKETS) Standard (Large+Mid Cap)
2005-11-02,998.141
2005-11-03,1005.553
2005-11-04,1002.462
2005-11-07,1001.915
2005-11-08,1000.231
2005-11-09,1007.678
2005-11-10,1009.342
2005-11-11,1017.358
2005-11-14,1019.426
2005-11-15,1015.729
2005-11-16,1020.91
2005-11-17,1030.602
2005-11-18,1035.125
2005-11-21,1036.876
2005-11-22,1027.925
2005-11-23,1045.047
2005-11-24,1049.156
2005-11-25,1050.077
2005-11-28,1051.779
2005-11-29,1047.623
2005-11-30,1051.423
2005-12-01,1058.348
2005-12-02,1068.961
2005-12-05,1074.588
2005-12-06,1082.32
2005-12-07,1084.79
2005-12-08,1078.06
2005-12-09,1076.482
2005-12-12,1084.153
2005-12-13,1088.698
2005-12-14,1089.894
2005-12-15,1086.836
2005-12-16,1086.065
2005-12-19,1092.817
2005-12-20,1092.158
2005-12-21,1101.273
2005-12-22,1102.981
2005-12-23,1108.332
2005-12-26,1108.075
2005-12-27,1112.354
2005-12-28,1106.343
2005-12-29,1115.484
2005-12-30,1113.707
2006-01-02,1115.147
2006-01-03,1137.476
2006-01-04,1159.293
2006-01-05,1163.951
2006-01-06,1174.603
2006-01-09,1186.398
2006-01-10,1181.793
2006-01-11,1188.338
2006-01-12,1194.867
2006-01-13,1193.897
2006-01-16,1201.978
2006-01-17,1186.263
2006-01-18,1166.542
2006-01-19,1189.973
2006-01-20,1191.069
2006-01-23,1187.745
2006-01-24,1203.616
2006-01-25,1216.423
2006-01-26,1220.442
2006-01-27,1231.604
2006-01-30,1229.978
2006-01-31,1238.782
2006-02-01,1242.506
2006-02-02,1231.031
2006-02-03,1213.376
2006-02-06,1232.518
2006-02-07,1222.714
2006-02-08,1203.385
2006-02-09,1215.678
2006-02-10,1219.386
2006-02-13,1202.822
2006-02-14,1204.871
2006-02-15,1205.379
2006-02-16,1215.5
2006-02-17,1231.479
2006-02-20,1242.279
2006-02-21,1237.949
2006-02-22,1232.515
2006-02-23,1241.721
2006-02-24,1243.626
2006-02-27,1250.577
2006-02-28,1237.596
2006-03-01,1245.725
2006-03-02,1253.115
2006-03-03,1242.046
2006-03-06,1237.753
2006-03-07,1200.496
2006-03-08,1186.503
2006-03-09,1187.321
2006-03-10,1191.263
2006-03-13,1206.946
2006-03-14,1209.195
2006-03-15,1225.545
2006-03-16,1233.265
2006-03-17,1239.302
2006-03-20,1242.917
2006-03-21,1229.94
2006-03-22,1220.721
2006-03-23,1224.067
2006-03-24,1226.552
2006-03-27,1232.729
2006-03-28,1222.441
2006-03-29,1223.99
2006-03-30,1242.309
2006-03-31,1248.69
2006-04-03,1271.195
2006-04-04,1282.602
2006-04-05,1288.43
2006-04-06,1296.951
2006-04-07,1292.211
2006-04-10,1287.191
2006-04-11,1282.324
2006-04-12,1276.339
2006-04-13,1276.266
2006-04-14,1284.901
2006-04-17,1296.556
2006-04-18,1314.715
2006-04-19,1331.38
2006-04-20,1333.919
2006-04-21,1340.273
2006-04-24,1336.09
2006-04-25,1329.327
2006-04-26,1342.832
2006-04-27,1334.388
2006-04-28,1337.8
2006-05-01,1343.272
2006-05-02,1362.323
2006-05-03,1367.872
2006-05-04,1375.064
2006-05-05,1384.519
2006-05-08,1402.464
2006-05-09,1402.11
2006-05-10,1399.525
2006-05-11,1390.053
2006-05-12,1364.399
2006-05-15,1306.195
2006-05-16,1302.106
2006-05-17,1300.468
2006-05-18,1261.715
2006-05-19,1253.42
2006-05-22,1195.298
2006-05-23,1216.402
2006-05-24,1193.358
2006-05-25,1197.222
2006-05-26,1227.108
2006-05-29,1233.746
2006-05-30,1207.902
2006-05-31,1197.914
2006-06-01,1199.452
2006-06-02,1223.776
2006-06-05,1211.869
2006-06-06,1187.146
2006-06-07,1159.093
2006-06-08,1112.992
2006-06-09,1127.058
2006-06-12,1109.546
2006-06-13,1062.173
2006-06-14,1075.013
2006-06-15,1099.845
2006-06-16,1128.541
2006-06-19,1120.918
2006-06-20,1107.606
2006-06-21,1116.393
2006-06-22,1123.514
2006-06-23,1118.697
2006-06-26,1118.89
2006-06-27,1129.602
2006-06-28,1132.601
2006-06-29,1156.89
2006-06-30,1195.374
2006-07-03,1214.149
2006-07-04,1220.326
2006-07-05,1193.606
2006-07-06,1199.814
2006-07-07,1202.951
2006-07-10,1210.227
2006-07-11,1205.349
2006-07-12,1205.247
2006-07-13,1176.335
2006-07-14,1157.318
2006-07-17,1137.579
2006-07-18,1139.759
2006-07-19,1156.611
2006-07-20,1177.533
2006-07-21,1169.389
2006-07-24,1172.437
2006-07-25,1185.689
2006-07-26,1188.055
2006-07-27,1212.855
2006-07-28,1212.135
2006-07-31,1212.953
2006-08-01,1201.962
2006-08-02,1214.366
2006-08-03,1215.566
2006-08-04,1226.346
2006-08-07,1222.386
2006-08-08,1228.939
2006-08-09,1240.815
2006-08-10,1234.51
2006-08-11,1235.351
2006-08-14,1232.491
2006-08-15,1236.965
2006-08-16,1255.118
2006-08-17,1260.325
2006-08-18,1250.268
2006-08-21,1242.197
2006-08-22,1249.533
2006-08-23,1238.966
2006-08-24,1230.921
2006-08-25,1232.849
2006-08-28,1232.281
2006-08-29,1241.048
2006-08-30,1250.455
2006-08-31,1244.464
2006-09-01,1253.286
2006-09-04,1271.989
2006-09-05,1271.098
2006-09-06,1257.58
2006-09-07,1241.592
2006-09-08,1240.651
2006-09-11,1216.157
2006-09-12,1224.307
2006-09-13,1236.606
2006-09-14,1239.691
2006-09-15,1243.533
2006-09-18,1261.128
2006-09-19,1260.298
2006-09-20,1254.059
2006-09-21,1248.842
2006-09-22,1233.353
2006-09-25,1230.093
2006-09-26,1238.617
2006-09-27,1251.439
2006-09-28,1258.77
2006-09-29,1254.925
2006-10-02,1259.689
2006-10-03,1251.119
2006-10-04,1248.939
2006-10-05,1265.886
2006-10-06,1264.349
2006-10-09,1262.377
2006-10-10,1268.604
2006-10-11,1267.991
2006-10-12,1275.516
2006-10-13,1296.781
2006-10-16,1304.822
2006-10-17,1295.979
2006-10-18,1300.738
2006-10-19,1303.161
2006-10-20,1302.626
2006-10-23,1297.856
2006-10-24,1302.828
2006-10-25,1309.956
2006-10-26,1317.956
2006-10-27,1315.113
2006-10-30,1301.227
2006-10-31,1314.597
2006-11-01,1327.815
2006-11-02,1326.43
2006-11-03,1335.574
2006-11-06,1343.184
2006-11-07,1353.554
2006-11-08,1350.268
2006-11-09,1360.148
2006-11-10,1361.113
2006-11-13,1358.287
2006-11-14,1369.881
2006-11-15,1370.528
2006-11-16,1375.256
2006-11-17,1363.293
2006-11-20,1363.887
2006-11-21,1374.659
2006-11-22,1389.528
2006-11-23,1392.148
2006-11-24,1394.46
2006-11-27,1394.717
2006-11-28,1378.408
2006-11-29,1400.233
2006-11-30,1412.502
2006-12-01,1415.164
2006-12-04,1421.055
2006-12-05,1435.731
2006-12-06,1440.419
2006-12-07,1440.638
2006-12-08,1430.989
2006-12-11,1425.051
2006-12-12,1414.954
2006-12-13,1415.971
2006-12-14,1433.431
2006-12-15,1441.369
2006-12-18,1447.351
2006-12-19,1425.045
2006-12-20,1442.924
2006-12-21,1443.472
2006-12-22,1443.795
2006-12-25,1441.842
2006-12-26,1444.568
2006-12-27,1463.956
2006-12-28,1472.129
2006-12-29,1476.239
2007-01-01,1476.806
2007-01-02,1499.022
2007-01-03,1490.394
2007-01-04,1467.638
2007-01-05,1447.044
2007-01-08,1439.107
2007-01-09,1420.672
2007-01-10,1403.749
2007-01-11,1414.646
2007-01-12,1432.22
2007-01-15,1452.454
2007-01-16,1449.799
2007-01-17,1447.688
2007-01-18,1452.792
2007-01-19,1452.691
2007-01-22,1463.936
2007-01-23,1467.352
2007-01-24,1483.828
2007-01-25,1478.805
2007-01-26,1461.912
2007-01-29,1450.305
2007-01-30,1457.991
2007-01-31,1461.328
2007-02-01,1479.537
2007-02-02,1490.824
2007-02-05,1494.783
2007-02-06,1505.509
2007-02-07,1505.431
2007-02-08,1499.488
2007-02-09,1498.342
2007-02-12,1478.463
2007-02-13,1484.052
2007-02-14,1505.565
2007-02-15,1516.565
2007-02-16,1519.82
2007-02-19,1523.478
2007-02-20,1518.967
2007-02-21,1520.88
2007-02-22,1531.175
2007-02-23,1525.26
2007-02-26,1525.651
2007-02-27,1478.797
2007-02-28,1452.863
2007-03-01,1431.38
2007-03-02,1424.18
2007-03-05,1370.021
2007-03-06,1403.352
2007-03-07,1405.879
2007-03-08,1433.78
2007-03-09,1444.574
2007-03-12,1454.794
2007-03-13,1444.288
2007-03-14,1417.349
2007-03-15,1436.216
2007-03-16,1434.895
2007-03-19,1452.575
2007-03-20,1460.236
2007-03-21,1477.927
2007-03-22,1498.106
2007-03-23,1501.038
2007-03-26,1504.3
2007-03-27,1498.958
2007-03-28,1485.471
2007-03-29,1503.294
2007-03-30,1511.062
2007-04-02,1509.733
2007-04-03,1524.775
2007-04-04,1541.727
2007-04-05,1546.575
2007-04-06,1546.833
2007-04-09,1557.412
2007-04-10,1563.132
2007-04-11,1568.612
2007-04-12,1568.459
2007-04-13,1577.818
2007-04-16,1597.069
2007-04-17,1593.594
2007-04-18,1589.575
2007-04-19,1571.2
2007-04-20,1596.276
2007-04-23,1598.391
2007-04-24,1597.363
2007-04-25,1601.597
2007-04-26,1603.041
2007-04-27,1590.651
2007-04-30,1582.967
2007-05-01,1581.689
2007-05-02,1589.922
2007-05-03,1608.709
2007-05-04,1623.12
2007-05-07,1630.185
2007-05-08,1620.253
2007-05-09,1629.485
2007-05-10,1622.83
2007-05-11,1617.869
2007-05-14,1630.113
2007-05-15,1621.731
2007-05-16,1640.542
2007-05-17,1639.494
2007-05-18,1643.901
2007-05-21,1657.641
2007-05-22,1663.292
2007-05-23,1661.268
2007-05-24,1640.742
2007-05-25,1643.167
2007-05-28,1648.634
2007-05-29,1645.687
2007-05-30,1634.589
2007-05-31,1660.277
2007-06-01,1688.476
2007-06-04,1693.431
2007-06-05,1695.269
2007-06-06,1676.479
2007-06-07,1669.733
2007-06-08,1649.99
2007-06-11,1662.181
2007-06-12,1662.076
2007-06-13,1663.997
2007-06-14,1698.866
2007-06-15,1720.14
2007-06-18,1740.597
2007-06-19,1740.685
2007-06-20,1744.957
2007-06-21,1749.843
2007-06-22,1745.629
2007-06-25,1734.416
2007-06-26,1724.295
2007-06-27,1714.569
2007-06-28,1733.359
2007-06-29,1738.809
2007-07-02,1760.871
2007-07-03,1787.619
2007-07-04,1798.472
2007-07-05,1801.567
2007-07-06,1815.84
2007-07-09,1837.765
2007-07-10,1833.068
2007-07-11,1829.451
2007-07-12,1856.547
2007-07-13,1882.767
2007-07-16,1873.45
2007-07-17,1873.37
2007-07-18,1860.626
2007-07-19,1880.436
2007-07-20,1891.911
2007-07-23,1912.228
2007-07-24,1901.921
2007-07-25,1887.218
2007-07-26,1845.007
2007-07-27,1785.873
2007-07-30,1801.349
2007-07-31,1831.455
2007-08-01,1768.837
2007-08-02,1779.648
2007-08-03,1778.797
2007-08-06,1743.381
2007-08-07,1751.164
2007-08-08,1800.73
2007-08-09,1777.694
2007-08-10,1718.996
2007-08-13,1736.426
2007-08-14,1711.812
2007-08-15,1670.858
2007-08-16,1576.868
2007-08-17,1578.77
2007-08-20,1638.469
2007-08-21,1635.569
2007-08-22,1677.733
2007-08-23,1707.299
2007-08-24,1714.815
2007-08-27,1747.436
2007-08-28,1732.628
2007-08-29,1728.7
2007-08-30,1751.36
2007-08-31,1793.133
2007-09-03,1801.854
2007-09-04,1800.794
2007-09-05,1791.659
2007-09-06,1806.413
2007-09-07,1797.018
2007-09-10,1775.949
2007-09-11,1796.641
2007-09-12,1799.803
2007-09-13,1819.016
2007-09-14,1829.57
2007-09-17,1815.009
2007-09-18,1830.52
2007-09-19,1892.712
2007-09-20,1905.974
2007-09-21,1918.375
2007-09-24,1940.805
2007-09-25,1933.482
2007-09-26,1952.405
2007-09-27,1987.93
2007-09-28,1991.31
2007-10-01,2013.083
2007-10-02,2056.411
2007-10-03,2044.157
2007-10-04,2026.478
2007-10-05,2059.498
2007-10-08,2067.106
2007-10-09,2084.195
2007-10-10,2102.323
2007-10-11,2132.142
2007-10-12,2110.707
2007-10-15,2133.96
2007-10-16,2107.765
2007-10-17,2116.461
2007-10-18,2115.192
2007-10-19,2089.206
2007-10-22,2041.388
2007-10-23,2098.298
2007-10-24,2092.728
2007-10-25,2123.628
2007-10-26,2169.165
2007-10-29,2213.764
2007-10-30,2203.157
2007-10-31,2213.537
2007-11-01,2197.438
2007-11-02,2168.09
2007-11-05,2128.473
2007-11-06,2159.173
2007-11-07,2156.811
2007-11-08,2121.919
2007-11-09,2114.905
2007-11-12,2039.343
2007-11-13,2053.156
2007-11-14,2118.594
2007-11-15,2093.636
2007-11-16,2062.296
2007-11-19,2031.364
2007-11-20,2033.855
2007-11-21,1967.714
2007-11-22,1962.764
2007-11-23,1963.896
2007-11-26,1988.466
2007-11-27,1967.057
2007-11-28,1993.077
2007-11-29,2031.429
2007-11-30,2056.724
2007-12-03,2058.652
2007-12-04,2064.735
2007-12-05,2102.291
2007-12-06,2120.65
2007-12-07,2124.345
2007-12-10,2114.818
2007-12-11,2118.622
2007-12-12,2106.934
2007-12-13,2057.565
2007-12-14,2028.355
2007-12-17,1960.956
2007-12-18,1970.36
2007-12-19,1982.855
2007-12-20,1981.166
2007-12-21,2014.342
2007-12-24,2050.275
2007-12-25,2050.635
2007-12-26,2060.4
2007-12-27,2068.512
2007-12-28,2066.329
2007-12-31,2064.109
2008-01-01,2064.703
2008-01-02,2047.454
2008-01-03,2034.671
2008-01-04,2030.57
2008-01-07,2001.575
2008-01-08,2022.851
2008-01-09,2033.948
2008-01-10,2024.475
2008-01-11,2012.245
2008-01-14,2019.748
2008-01-15,1983.528
2008-01-16,1902.877
2008-01-17,1891.769
2008-01-18,1884.359
2008-01-21,1774.337
2008-01-22,1726.643
2008-01-23,1750.102
2008-01-24,1796.978
2008-01-25,1843.211
2008-01-28,1805.836
2008-01-29,1830.925
2008-01-30,1811.974
2008-01-31,1807.125
2008-02-01,1859.341
2008-02-04,1897.021
2008-02-05,1873.158
2008-02-06,1835.115
2008-02-07,1819.581
2008-02-08,1819.44
2008-02-11,1800.874
2008-02-12,1829.363
2008-02-13,1846.455
2008-02-14,1886.82
2008-02-15,1883.619
2008-02-18,1896.928
2008-02-19,1916.935
2008-02-20,1893.363
2008-02-21,1918.57
2008-02-22,1911.694
2008-02-25,1930.657
2008-02-26,1948.712
2008-02-27,1979.691
2008-02-28,1981.676
2008-02-29,1941.17
2008-03-03,1903.393
2008-03-04,1889.053
2008-03-05,1899.018
2008-03-06,1902.595
2008-03-07,1858.143
2008-03-10,1819.347
2008-03-11,1860.056
2008-03-12,1881.304
2008-03-13,1829.293
2008-03-14,1817.488
2008-03-17,1737.917
2008-03-18,1772.255
2008-03-19,1773.675
2008-03-20,1740.525
2008-03-21,1750.628
2008-03-24,1785.228
2008-03-25,1838.086
2008-03-26,1843.265
2008-03-27,1841.822
2008-03-28,1852.095
2008-03-31,1838.62
2008-04-01,1854.076
2008-04-02,1893.944
2008-04-03,1902.694
2008-04-04,1906.795
2008-04-07,1933.269
2008-04-08,1921.526
2008-04-09,1916.407
2008-04-10,1930.649
2008-04-11,1933.856
2008-04-14,1909.013
2008-04-15,1918.552
2008-04-16,1942.242
2008-04-17,1957.72
2008-04-18,1960.486
2008-04-21,1979.241
2008-04-22,1984.192
2008-04-23,1988.243
2008-04-24,1980.104
2008-04-25,1983.328
2008-04-28,1992.539
2008-04-29,1969.054
2008-04-30,1988.128
2008-05-01,1990.521
2008-05-02,2015.677
2008-05-05,2019.938
2008-05-06,2029.755
2008-05-07,2014.322
2008-05-08,1998.476
2008-05-09,1985.576
2008-05-12,1995.108
2008-05-13,2014.897
2008-05-14,2018.28
2008-05-15,2041.666
2008-05-16,2073.478
2008-05-19,2089.703
2008-05-20,2063.944
2008-05-21,2063.119
2008-05-22,2044.56
2008-05-23,2021.373
2008-05-26,1997.084
2008-05-27,1994.998
2008-05-28,2000.896
2008-05-29,2011.818
2008-05-30,2025.589
2008-06-02,2022.392
2008-06-03,1993.82
2008-06-04,1965.307
2008-06-05,1983.883
2008-06-06,1981.23
2008-06-09,1955.691
2008-06-10,1906.824
2008-06-11,1895.689
2008-06-12,1882.019
2008-06-13,1877.022
2008-06-16,1898.972
2008-06-17,1917.463
2008-06-18,1909.135
2008-06-19,1889.316
2008-06-20,1862.122
2008-06-23,1844.141
2008-06-24,1830.427
2008-06-25,1855.356
2008-06-26,1844.532
2008-06-27,1819.642
2008-06-30,1823.792
2008-07-01,1793.058
2008-07-02,1774.472
2008-07-03,1734.944
2008-07-04,1729.753
2008-07-07,1743.391
2008-07-08,1717.597
2008-07-09,1741.786
2008-07-10,1741.35
2008-07-11,1752.288
2008-07-14,1752.814
2008-07-15,1708.094
2008-07-16,1709.483
2008-07-17,1735.886
2008-07-18,1720.526
2008-07-21,1753.244
2008-07-22,1743.915
2008-07-23,1768.08
2008-07-24,1756.861
2008-07-25,1726.259
2008-07-28,1726.099
2008-07-29,1711.825
2008-07-30,1750.93
2008-07-31,1756.441
2008-08-01,1736.204
2008-08-04,1700.144
2008-08-05,1685.315
2008-08-06,1707.02
2008-08-07,1700.237
2008-08-08,1670.055
2008-08-11,1671.175
2008-08-12,1657.815
2008-08-13,1643.618
2008-08-14,1661.011
2008-08-15,1640.844
2008-08-18,1621.698
2008-08-19,1592.851
2008-08-20,1624.367
2008-08-21,1617.357
2008-08-22,1615.858
2008-08-25,1606.116
2008-08-26,1586.424
2008-08-27,1612.239
2008-08-28,1617.727
2008-08-29,1616.719
2008-09-01,1580.242
2008-09-02,1570.152
2008-09-03,1542.165
2008-09-04,1510.675
2008-09-05,1477.564
2008-09-08,1526.498
2008-09-09,1469.46
2008-09-10,1453.376
2008-09-11,1421.091
2008-09-12,1448.189
2008-09-15,1398.08
2008-09-16,1329.38
2008-09-17,1302.869
2008-09-18,1301.098
2008-09-19,1432.989
2008-09-22,1448.18
2008-09-23,1407.271
2008-09-24,1408.952
2008-09-25,1420.837
2008-09-26,1396.127
2008-09-29,1313.767
2008-09-30,1333.962
2008-10-01,1332.699
2008-10-02,1287.524
2008-10-03,1257.41
2008-10-06,1138.162
2008-10-07,1117.756
2008-10-08,1027.504
2008-10-09,1049.657
2008-10-10,1003.92
2008-10-13,1078.254
2008-10-14,1142.912
2008-10-15,1057.382
2008-10-16,978.047
2008-10-17,964.415
2008-10-20,1003.001
2008-10-21,985.352
2008-10-22,908.036
2008-10-23,873.49
2008-10-24,804.042
2008-10-27,771.682
2008-10-28,823.641
2008-10-29,862.107
2008-10-30,953.477
2008-10-31,969.08
2008-11-03,992.599
2008-11-04,1024.561
2008-11-05,1019.528
2008-11-06,947.604
2008-11-07,959.671
2008-11-10,990.691
2008-11-11,944.175
2008-11-12,906.555
2008-11-13,890.69
2008-11-14,901.218
2008-11-17,883.98
2008-11-18,850.652
2008-11-19,832.16
2008-11-20,789.249
2008-11-21,794.919
2008-11-24,825.502
2008-11-25,850.903
2008-11-26,872.841
2008-11-27,894.44
2008-11-28,896.199
2008-12-01,873.141
2008-12-02,852.485
2008-12-03,856.151
2008-12-04,853.414
2008-12-05,846.195
2008-12-08,913.82
2008-12-09,914.658
2008-12-10,957.051
2008-12-11,968.023
2008-12-12,938.849
2008-12-15,957.57
2008-12-16,973.256
2008-12-17,997.59
2008-12-18,1004.704
2008-12-19,990.688
2008-12-22,965.648
2008-12-23,946.092
2008-12-24,942.476
2008-12-25,940.379
2008-12-26,938.894
2008-12-29,949.94
2008-12-30,964.171
2008-12-31,966.344
2009-01-01,968.333
2009-01-02,990.167
2009-01-05,1020.914
2009-01-06,1035.33
2009-01-07,1014.558
2009-01-08,985.909
2009-01-09,974.01
2009-01-12,943.405
2009-01-13,939.456
2009-01-14,925.738
2009-01-15,898.123
2009-01-16,917.446
2009-01-19,910.641
2009-01-20,882.827
2009-01-21,878.781
2009-01-22,877.54
2009-01-23,865.779
2009-01-26,880.439
2009-01-27,885.657
2009-01-28,910.008
2009-01-29,908.771
2009-01-30,904.332
2009-02-02,883.329
2009-02-03,897.367
2009-02-04,915.515
2009-02-05,916.541
2009-02-06,952.347
2009-02-09,964.833
2009-02-10,958.98
2009-02-11,945.589
2009-02-12,927.144
2009-02-13,947.004
2009-02-16,935.511
2009-02-17,889.976
2009-02-18,882.222
2009-02-19,890.902
2009-02-20,858.682
2009-02-23,871.748
2009-02-24,859.098
2009-02-25,863.718
2009-02-26,864.58
2009-02-27,853.468
2009-03-02,812.166
2009-03-03,814.067
2009-03-04,843.669
2009-03-05,834.706
2009-03-06,835.057
2009-03-09,830.118
2009-03-10,860.086
2009-03-11,876.88
2009-03-12,882.858
2009-03-13,903.509
2009-03-16,923.565
2009-03-17,927.471
2009-03-18,930.825
2009-03-19,954.139
2009-03-20,946.562
2009-03-23,991.678
2009-03-24,995.5
2009-03-25,1005.666
2009-03-26,1026.745
2009-03-27,1012.356
2009-03-30,961.606
2009-03-31,976.236
2009-04-01,994.875
2009-04-02,1050.283
2009-04-03,1057.371
2009-04-06,1067.517
2009-04-07,1055.312
2009-04-08,1045.611
2009-04-09,1084.507
2009-04-10,1090.438
2009-04-13,1098.324
2009-04-14,1106.893
2009-04-15,1104.199
2009-04-16,1112.596
2009-04-17,1104.176
2009-04-20,1087.379
2009-04-21,1076.757
2009-04-22,1080.246
2009-04-23,1098.612
2009-04-24,1112.578
2009-04-27,1088.151
2009-04-28,1071.469
2009-04-29,1109.032
2009-04-30,1138.841
2009-05-01,1139.02
2009-05-04,1204.827
2009-05-05,1210.696
2009-05-06,1224.428
2009-05-07,1229.852
2009-05-08,1247.609
2009-05-11,1245.035
2009-05-12,1241.162
2009-05-13,1221.801
2009-05-14,1203.936
2009-05-15,1218.695
2009-05-18,1254.352
2009-05-19,1284.711
2009-05-20,1302.426
2009-05-21,1276.43
2009-05-22,1285.903
2009-05-25,1288.189
2009-05-26,1275.937
2009-05-27,1301.351
2009-05-28,1314.433
2009-05-29,1334.095
2009-06-01,1384.356
2009-06-02,1373.094
2009-06-03,1353.538
2009-06-04,1349.553
2009-06-05,1358.641
2009-06-08,1333.28
2009-06-09,1331.477
2009-06-10,1362.535
2009-06-11,1365.941
2009-06-12,1364.644
2009-06-15,1329.72
2009-06-16,1320.742
2009-06-17,1294.138
2009-06-18,1285.661
2009-06-19,1297.384
2009-06-22,1273.236
2009-06-23,1251.194
2009-06-24,1282.451
2009-06-25,1297.047
2009-06-26,1317.303
2009-06-29,1322.208
2009-06-30,1316.389
2009-07-01,1336.981
2009-07-02,1325.049
2009-07-03,1325.391
2009-07-06,1300.332
2009-07-07,1299.346
2009-07-08,1279.794
2009-07-09,1284.29
2009-07-10,1274.397
2009-07-13,1252.125
2009-07-14,1281.149
2009-07-15,1328.274
2009-07-16,1341.186
2009-07-17,1357.482
2009-07-20,1399.864
2009-07-21,1406.11
2009-07-22,1399.341
2009-07-23,1426.522
2009-07-24,1429.515
2009-07-27,1446.902
2009-07-28,1452.034
2009-07-29,1427.513
2009-07-30,1447.056
2009-07-31,1465.355
2009-08-03,1501.958
2009-08-04,1494.935
2009-08-05,1484.482
2009-08-06,1486.346
2009-08-07,1481.89
2009-08-10,1485.18
2009-08-11,1468.08
2009-08-12,1460.192
2009-08-13,1487.024
2009-08-14,1482.099
2009-08-17,1425.262
2009-08-18,1434.946
2009-08-19,1430.952
2009-08-20,1455.78
2009-08-21,1470.391
2009-08-24,1498.34
2009-08-25,1493.041
2009-08-26,1482.049
2009-08-27,1468.33
2009-08-28,1481.362
2009-08-31,1460.503
2009-09-01,1465.17
2009-09-02,1446.007
2009-09-03,1463.365
2009-09-04,1484.831
2009-09-07,1505.413
2009-09-08,1533.038
2009-09-09,1531.815
2009-09-10,1544.563
2009-09-11,1557.315
2009-09-14,1541.305
2009-09-15,1557.736
2009-09-16,1591.804
2009-09-17,1602.948
2009-09-18,1601.26
2009-09-21,1587.007
2009-09-22,1607.376
2009-09-23,1600.929
2009-09-24,1582.78
2009-09-25,1582.715
2009-09-28,1576.667
2009-09-29,1591.758
2009-09-30,1593.312
2009-10-01,1588.821
2009-10-02,1571.64
2009-10-05,1581.486
2009-10-06,1614.511
2009-10-07,1619.641
2009-10-08,1638.876
2009-10-09,1649.996
2009-10-12,1657.486
2009-10-13,1658.651
2009-10-14,1695.467
2009-10-15,1701.974
2009-10-16,1685.061
2009-10-19,1704.7
2009-10-20,1696.355
2009-10-21,1689.529
2009-10-22,1677.635
2009-10-23,1688.97
2009-10-26,1686.298
2009-10-27,1652.329
2009-10-28,1599.496
2009-10-29,1607.712
2009-10-30,1595.43
2009-11-02,1590.025
2009-11-03,1576.674
2009-11-04,1616.254
2009-11-05,1623.154
2009-11-06,1634.124
2009-11-09,1674.852
2009-11-10,1680.849
2009-11-11,1696.564
2009-11-12,1673.591
2009-11-13,1680.049
2009-11-16,1714.834
2009-11-17,1711.354
2009-11-18,1713.79
2009-11-19,1690.526
2009-11-20,1684.655
2009-11-23,1705.858
2009-11-24,1697.108
2009-11-25,1708.42
2009-11-26,1672.365
2009-11-27,1642.737
2009-11-30,1664.043
2009-12-01,1699.319
2009-12-02,1713.818
2009-12-03,1721.826
2009-12-04,1717.069
2009-12-07,1712.581
2009-12-08,1693.165
2009-12-09,1681.651
2009-12-10,1686.319
2009-12-11,1699.581
2009-12-14,1711.005
2009-12-15,1703.667
2009-12-16,1700.893
2009-12-17,1668.761
2009-12-18,1660.564
2009-12-21,1654.279
2009-12-22,1667.522
2009-12-23,1685.864
2009-12-24,1702.4
2009-12-25,1702.98
2009-12-28,1715.125
2009-12-29,1714.29
2009-12-30,1714.474
2009-12-31,1729.963
2010-01-01,1729.963
2010-01-04,1756.452
2010-01-05,1775.257
2010-01-06,1786.613
2010-01-07,1773.802
2010-01-08,1777.283
2010-01-11,1797.762
2010-01-12,1785.723
2010-01-13,1769.84
2010-01-14,1771.931
2010-01-15,1767.769
2010-01-18,1770.921
2010-01-19,1772.438
2010-01-20,1744.598
2010-01-21,1716.259
2010-01-22,1686.077
2010-01-25,1677.697
2010-01-26,1640.981
2010-01-27,1624.751
2010-01-28,1644.699
2010-01-29,1633.76
2010-02-01,1634.893
2010-02-02,1646.31
2010-02-03,1667.127
2010-02-04,1621.957
2010-02-05,1571.81
2010-02-08,1565.471
2010-02-09,1591.056
2010-02-10,1597.755
2010-02-11,1616.082
2010-02-12,1614.253
2010-02-15,1619.467
2010-02-16,1633.224
2010-02-17,1655.216
2010-02-18,1651.784
2010-02-19,1634.702
2010-02-22,1652.455
2010-02-23,1647.076
2010-02-24,1634.947
2010-02-25,1616.946
2010-02-26,1639.853
2010-03-01,1660.931
2010-03-02,1681.693
2010-03-03,1693.725
2010-03-04,1684.944
2010-03-05,1708.775
2010-03-08,1728.537
2010-03-09,1728.727
2010-03-10,1741.55
2010-03-11,1735.303
2010-03-12,1740.416
2010-03-15,1723.759
2010-03-16,1738.598
2010-03-17,1763.665
2010-03-18,1756.232
2010-03-19,1750.072
2010-03-22,1736.071
2010-03-23,1743.497
2010-03-24,1739.802
2010-03-25,1736.241
2010-03-26,1741.838
2010-03-29,1760.451
2010-03-30,1770.569
2010-03-31,1772.373
2010-04-01,1802.555
2010-04-02,1804.784
2010-04-05,1818.997
2010-04-06,1823.756
2010-04-07,1830.324
2010-04-08,1818.677
2010-04-09,1832.277
2010-04-12,1827.879
2010-04-13,1814.821
2010-04-14,1837.071
2010-04-15,1839.422
2010-04-16,1812.454
2010-04-19,1776.567
2010-04-20,1796.989
2010-04-21,1804.124
2010-04-22,1793.451
2010-04-23,1800.052
2010-04-26,1819.68
2010-04-27,1793.417
2010-04-28,1767.317
2010-04-29,1782.981
2010-04-30,1794.242
