Date,SPAIN SMID VALUE SMID (Small+Mid Cap)
2001-05-16,165.436
2001-05-17,165.559
2001-05-18,165.785
2001-05-21,164.732
2001-05-22,163.473
2001-05-23,162.012
2001-05-24,161.427
2001-05-25,160.297
2001-05-28,161.829
2001-05-29,159.813
2001-05-30,161.528
2001-05-31,160.75
2001-06-01,160.434
2001-06-04,162.28
2001-06-05,162.798
2001-06-06,162.122
2001-06-07,162.73
2001-06-08,163.294
2001-06-11,161.947
2001-06-12,161.695
2001-06-13,162.159
2001-06-14,163.752
2001-06-15,165.117
2001-06-18,163.31
2001-06-19,162.598
2001-06-20,161.184
2001-06-21,160.096
2001-06-22,161.003
2001-06-25,162.496
2001-06-26,162.527
2001-06-27,162.116
2001-06-28,160.164
2001-06-29,159.933
2001-07-02,161.157
2001-07-03,162.304
2001-07-04,162.329
2001-07-05,159.241
2001-07-06,157.858
2001-07-09,158.513
2001-07-10,160.254
2001-07-11,160.646
2001-07-12,158.429
2001-07-13,159.297
2001-07-16,160.179
2001-07-17,159.985
2001-07-18,163.725
2001-07-19,164.027
2001-07-20,164.704
2001-07-23,164.262
2001-07-24,165.088
2001-07-25,164.928
2001-07-26,165.066
2001-07-27,165.227
2001-07-30,167.579
2001-07-31,167.541
2001-08-01,168.746
2001-08-02,169.491
2001-08-03,170.154
2001-08-06,169.32
2001-08-07,169.356
2001-08-08,168.959
2001-08-09,171.02
2001-08-10,172.149
2001-08-13,173.497
2001-08-14,173.412
2001-08-15,176.06
2001-08-16,174.911
2001-08-17,174.897
2001-08-20,174.258
2001-08-21,174.45
2001-08-22,176.54
2001-08-23,175.484
2001-08-24,175.773
2001-08-27,173.644
2001-08-28,173.527
2001-08-29,173.789
2001-08-30,171.83
2001-08-31,171.542
2001-09-03,170.258
2001-09-04,167.6
2001-09-05,166.123
2001-09-06,166.189
2001-09-07,167.741
2001-09-10,165.295
2001-09-11,158.429
2001-09-12,158.788
2001-09-13,160.48
2001-09-14,159.134
2001-09-17,155.926
2001-09-18,156.529
2001-09-19,157.166
2001-09-20,152.022
2001-09-21,145.07
2001-09-24,149.307
2001-09-25,153.614
2001-09-26,155.54
2001-09-27,156.662
2001-09-28,155.888
2001-10-01,157.587
2001-10-02,159.003
2001-10-03,160.487
2001-10-04,160.409
2001-10-05,160.712
2001-10-08,161.444
2001-10-09,161.34
2001-10-10,162.368
2001-10-11,161.993
2001-10-12,162.711
2001-10-15,162.53
2001-10-16,163.227
2001-10-17,164.341
2001-10-18,162.849
2001-10-19,160.337
2001-10-22,160.566
2001-10-23,159.901
2001-10-24,161.323
2001-10-25,160.314
2001-10-26,160.807
2001-10-29,162.875
2001-10-30,162.989
2001-10-31,164.192
2001-11-01,165.005
2001-11-02,163.457
2001-11-05,163.021
2001-11-06,163.552
2001-11-07,164.143
2001-11-08,164.341
2001-11-09,163.478
2001-11-12,161.552
2001-11-13,160.669
2001-11-14,162.355
2001-11-15,161.373
2001-11-16,161.644
2001-11-19,162.977
2001-11-20,162.877
2001-11-21,161.841
2001-11-22,163.942
2001-11-23,163.64
2001-11-26,165.126
2001-11-27,164.448
2001-11-28,164.733
2001-11-29,165.04
2001-11-30,168.786
2001-12-03,167.414
2001-12-04,169.816
2001-12-05,170.962
2001-12-06,171.549
2001-12-07,169.967
2001-12-10,168.946
2001-12-11,169.11
2001-12-12,168.838
2001-12-13,166.872
2001-12-14,167.718
2001-12-17,169.858
2001-12-18,168.283
2001-12-19,167.641
2001-12-20,167.558
2001-12-21,166.827
2001-12-24,165.163
2001-12-25,165.163
2001-12-26,165.304
2001-12-27,166.998
2001-12-28,166.978
2001-12-31,168.637
2002-01-01,168.637
2002-01-02,171.36
2002-01-03,171.959
2002-01-04,169.231
2002-01-07,167.94
2002-01-08,168.52
2002-01-09,167.027
2002-01-10,166.587
2002-01-11,167.379
2002-01-14,168.047
2002-01-15,167.187
2002-01-16,166.608
2002-01-17,167.956
2002-01-18,168.63
2002-01-21,168.073
2002-01-22,168.882
2002-01-23,169.345
2002-01-24,169.412
2002-01-25,166.641
2002-01-28,166.885
2002-01-29,166.388
2002-01-30,166.48
2002-01-31,167.707
2002-02-01,168.673
2002-02-04,169.274
2002-02-05,169.556
2002-02-06,169.986
2002-02-07,170.605
2002-02-08,171.001
2002-02-11,171.536
2002-02-12,171.481
2002-02-13,171.821
2002-02-14,172.496
2002-02-15,172.774
2002-02-18,172.514
2002-02-19,172.258
2002-02-20,172.528
2002-02-21,172.473
2002-02-22,173.508
2002-02-25,172.735
2002-02-26,172.233
2002-02-27,173.164
2002-02-28,173.39
2002-03-01,174.848
2002-03-04,176.625
2002-03-05,176.279
2002-03-06,177.238
2002-03-07,179.759
2002-03-08,180.077
2002-03-11,181.063
2002-03-12,179.517
2002-03-13,179.56
2002-03-14,181.888
2002-03-15,182.301
2002-03-18,182.623
2002-03-19,183.632
2002-03-20,183.699
2002-03-21,182.961
2002-03-22,183.119
2002-03-25,181.655
2002-03-26,181.692
2002-03-27,181.648
2002-03-28,183.05
2002-03-29,183.05
2002-04-01,184.55
2002-04-02,184.639
2002-04-03,184.434
2002-04-04,184.217
2002-04-05,184.664
2002-04-08,182.656
2002-04-09,183.577
2002-04-10,186.026
2002-04-11,186.424
2002-04-12,186.02
2002-04-15,186.702
2002-04-16,189.699
2002-04-17,190.923
2002-04-18,191.446
2002-04-19,192.678
2002-04-22,193.306
2002-04-23,193.365
2002-04-24,195.479
2002-04-25,196.558
2002-04-26,196.36
2002-04-29,196.962
2002-04-30,197.421
2002-05-01,198.539
2002-05-02,196.877
2002-05-03,199.348
2002-05-06,200.05
2002-05-07,198.272
2002-05-08,198.138
2002-05-09,198.214
2002-05-10,198.66
2002-05-13,199.196
2002-05-14,198.545
2002-05-15,199.27
2002-05-16,199.317
2002-05-17,201.427
2002-05-20,200.958
2002-05-21,201.302
2002-05-22,203.759
2002-05-23,204.238
2002-05-24,205.534
2002-05-27,204.765
2002-05-28,208.396
2002-05-29,209.167
2002-05-30,208.879
2002-05-31,207.674
2002-06-03,208.111
2002-06-04,207.403
2002-06-05,203.542
2002-06-06,205.301
2002-06-07,205.015
2002-06-10,204.579
2002-06-11,206.466
2002-06-12,205.659
2002-06-13,203.575
2002-06-14,201.11
2002-06-17,201.186
2002-06-18,202.142
2002-06-19,200.753
2002-06-20,200.691
2002-06-21,200.264
2002-06-24,196.906
2002-06-25,196.862
2002-06-26,199.921
2002-06-27,201.789
2002-06-28,207.884
2002-07-01,207.064
2002-07-02,204.145
2002-07-03,200.816
2002-07-04,203.274
2002-07-05,206.788
2002-07-08,208.486
2002-07-09,211.926
2002-07-10,208.673
2002-07-11,204.84
2002-07-12,206.812
2002-07-15,206.382
2002-07-16,208.57
2002-07-17,211.488
2002-07-18,213.589
2002-07-19,209.196
2002-07-22,203.596
2002-07-23,196.938
2002-07-24,194.846
2002-07-25,199.32
2002-07-26,195.201
2002-07-29,200.257
2002-07-30,200.689
2002-07-31,202.422
2002-08-01,200.151
2002-08-02,198.28
2002-08-05,196.648
2002-08-06,191.494
2002-08-07,190.849
2002-08-08,192.196
2002-08-09,191.854
2002-08-12,191.165
2002-08-13,192.465
2002-08-14,194.565
2002-08-15,193.116
2002-08-16,194.813
2002-08-19,196.913
2002-08-20,193.707
2002-08-21,195.705
2002-08-22,196.015
2002-08-23,195.929
2002-08-26,195.684
2002-08-27,197.718
2002-08-28,194.502
2002-08-29,193.455
2002-08-30,193.011
2002-09-02,191.618
2002-09-03,192.335
2002-09-04,192.075
2002-09-05,188.804
2002-09-06,189.825
2002-09-09,188.083
2002-09-10,187.686
2002-09-11,188.633
2002-09-12,187.784
2002-09-13,186.056
2002-09-16,184.75
2002-09-17,181.805
2002-09-18,180.447
2002-09-19,179.339
2002-09-20,179.806
2002-09-23,176.813
2002-09-24,173.045
2002-09-25,173.916
2002-09-26,175.335
2002-09-27,176.923
2002-09-30,176.149
2002-10-01,173.015
2002-10-02,177.02
2002-10-03,175.368
2002-10-04,175.797
2002-10-07,176.095
2002-10-08,175.801
2002-10-09,174.946
2002-10-10,176.761
2002-10-11,181.202
2002-10-14,181.853
2002-10-15,183.502
2002-10-16,181.172
2002-10-17,182.827
2002-10-18,184.782
2002-10-21,186.865
2002-10-22,189.269
2002-10-23,186.537
2002-10-24,187.506
2002-10-25,188.617
2002-10-28,191.381
2002-10-29,189.789
2002-10-30,188.993
2002-10-31,193.559
2002-11-01,194.761
2002-11-04,199.211
2002-11-05,198.685
2002-11-06,196.94
2002-11-07,193.765
2002-11-08,196.086
2002-11-11,193.844
2002-11-12,195.394
2002-11-13,195.224
2002-11-14,195.744
2002-11-15,196.192
2002-11-18,198.345
2002-11-19,198.562
2002-11-20,196.79
2002-11-21,199.528
2002-11-22,198.285
2002-11-25,199.749
2002-11-26,197.758
2002-11-27,200.613
2002-11-28,202.347
2002-11-29,200.751
2002-12-02,200.572
2002-12-03,198.924
2002-12-04,200.335
2002-12-05,198.763
2002-12-06,200.223
2002-12-09,197.527
2002-12-10,199.052
2002-12-11,198.666
2002-12-12,197.956
2002-12-13,197.169
2002-12-16,199.069
2002-12-17,199.979
2002-12-18,198.012
2002-12-19,197.943
2002-12-20,198.434
2002-12-23,197.167
2002-12-24,197.984
2002-12-25,197.984
2002-12-26,198.483
2002-12-27,196.306
2002-12-30,196.805
2002-12-31,197.577
2003-01-01,197.577
2003-01-02,201.091
2003-01-03,202.861
2003-01-06,204.107
2003-01-07,202.688
2003-01-08,200.772
2003-01-09,204.084
2003-01-10,204.578
2003-01-13,205.768
2003-01-14,206.781
2003-01-15,205.674
2003-01-16,207.082
2003-01-17,207.966
2003-01-20,205.554
2003-01-21,204.648
2003-01-22,207.01
2003-01-23,211.62
2003-01-24,211.634
2003-01-27,204.893
2003-01-28,204.387
2003-01-29,204.632
2003-01-30,204.332
2003-01-31,203.385
2003-02-03,204.071
2003-02-04,205.425
2003-02-05,206.828
2003-02-06,205.422
2003-02-07,204.307
2003-02-10,202.862
2003-02-11,204.293
2003-02-12,202.823
2003-02-13,205.453
2003-02-14,206.262
2003-02-17,206.853
2003-02-18,208.59
2003-02-19,207.761
2003-02-20,208.921
2003-02-21,209.024
2003-02-24,208.704
2003-02-25,206.291
2003-02-26,204.045
2003-02-27,204.438
2003-02-28,208.353
2003-03-03,211.224
2003-03-04,207.873
2003-03-05,208.868
2003-03-06,208.229
2003-03-07,209.411
2003-03-10,208.953
2003-03-11,208.059
2003-03-12,205.573
2003-03-13,205.402
2003-03-14,208.666
2003-03-17,207.697
2003-03-18,208.517
2003-03-19,210.936
2003-03-20,208.35
2003-03-21,211.868
2003-03-24,209.612
2003-03-25,213.534
2003-03-26,214.185
2003-03-27,212.844
2003-03-28,212.452
2003-03-31,214.153
2003-04-01,215.716
2003-04-02,217.116
2003-04-03,217.872
2003-04-04,217.591
2003-04-07,217.61
2003-04-08,219.106
2003-04-09,220.913
2003-04-10,222.785
2003-04-11,221.286
2003-04-14,220.835
2003-04-15,222.502
2003-04-16,222.716
2003-04-17,223.741
2003-04-18,223.741
2003-04-21,222.776
2003-04-22,224.684
2003-04-23,225.616
2003-04-24,224.489
2003-04-25,224.511
2003-04-28,226.829
2003-04-29,226.229
2003-04-30,231.142
2003-05-01,233.265
2003-05-02,232.471
2003-05-05,233.818
2003-05-06,238.24
2003-05-07,237.04
2003-05-08,237.471
2003-05-09,239.919
2003-05-12,241.999
2003-05-13,241.119
2003-05-14,239.906
2003-05-15,239.718
2003-05-16,240.561
2003-05-19,240.093
2003-05-20,242.461
2003-05-21,241.197
2003-05-22,243.321
2003-05-23,246.495
2003-05-26,248.694
2003-05-27,249.569
2003-05-28,252.809
2003-05-29,255.254
2003-05-30,254.964
2003-06-02,257.521
2003-06-03,258.02
2003-06-04,259.256
2003-06-05,264.202
2003-06-06,265.774
2003-06-09,267.492
2003-06-10,264.63
2003-06-11,267.988
2003-06-12,267.429
2003-06-13,268.195
2003-06-16,269.723
2003-06-17,270.407
2003-06-18,269.073
2003-06-19,266.553
2003-06-20,267.905
2003-06-23,263.364
2003-06-24,262.258
2003-06-25,264.267
2003-06-26,260.771
2003-06-27,262.115
2003-06-30,263.272
2003-07-01,264.162
2003-07-02,265.024
2003-07-03,264.624
2003-07-04,266.361
2003-07-07,266.367
2003-07-08,265.186
2003-07-09,265.769
2003-07-10,266.695
2003-07-11,266.833
2003-07-14,267.759
2003-07-15,266.256
2003-07-16,266.011
2003-07-17,265.808
2003-07-18,265.272
2003-07-21,266.569
2003-07-22,268.163
2003-07-23,270.345
2003-07-24,273.142
2003-07-25,274.315
2003-07-28,274.298
2003-07-29,274.504
2003-07-30,272.62
2003-07-31,270.59
2003-08-01,269.036
2003-08-04,270.787
2003-08-05,272.128
2003-08-06,271.69
2003-08-07,272.306
2003-08-08,270.262
2003-08-11,270.62
2003-08-12,270.426
2003-08-13,271.012
2003-08-14,270.359
2003-08-15,270.167
2003-08-18,270.188
2003-08-19,268.891
2003-08-20,269.763
2003-08-21,267.401
2003-08-22,265.673
2003-08-25,266.304
2003-08-26,265.07
2003-08-27,265.469
2003-08-28,267.832
2003-08-29,268.161
2003-09-01,269.255
2003-09-02,267.418
2003-09-03,268.883
2003-09-04,270.565
2003-09-05,274.534
2003-09-08,277.182
2003-09-09,278.022
2003-09-10,278.124
2003-09-11,277.359
2003-09-12,280.798
2003-09-15,280.534
2003-09-16,281.074
2003-09-17,283.784
2003-09-18,284.105
2003-09-19,284.082
2003-09-22,281.861
2003-09-23,282.727
2003-09-24,282.835
2003-09-25,283.214
2003-09-26,279.414
2003-09-29,280.838
2003-09-30,282.423
2003-10-01,284.858
2003-10-02,284.577
2003-10-03,285.187
2003-10-06,287.528
2003-10-07,290.1
2003-10-08,292.499
2003-10-09,291.398
2003-10-10,292.691
2003-10-13,290.76
2003-10-14,290.237
2003-10-15,289.856
2003-10-16,290.641
2003-10-17,289.688
2003-10-20,290.86
2003-10-21,291.706
2003-10-22,292.496
2003-10-23,290.778
2003-10-24,292.362
2003-10-27,290.661
2003-10-28,289.969
2003-10-29,290.855
2003-10-30,293.719
2003-10-31,293.346
2003-11-03,291.808
2003-11-04,293.049
2003-11-05,292.366
2003-11-06,292.224
2003-11-07,295.039
2003-11-10,295.314
2003-11-11,295.882
2003-11-12,300.476
2003-11-13,302.986
2003-11-14,307.112
2003-11-17,303.087
2003-11-18,305.519
2003-11-19,306.721
2003-11-20,305.933
2003-11-21,307.169
2003-11-24,305.876
2003-11-25,307.927
2003-11-26,310.222
2003-11-27,310.754
2003-11-28,311.997
2003-12-01,313.756
2003-12-02,317.217
2003-12-03,317.705
2003-12-04,316.025
2003-12-05,318.85
2003-12-08,320.859
2003-12-09,321.974
2003-12-10,322.321
2003-12-11,321.24
2003-12-12,323.827
2003-12-15,326.659
2003-12-16,327.695
2003-12-17,330.368
2003-12-18,330.399
2003-12-19,329.784
2003-12-22,331.337
2003-12-23,331.699
2003-12-24,332.633
2003-12-25,332.633
2003-12-26,332.5
2003-12-29,333.151
2003-12-30,333.612
2003-12-31,335.821
2004-01-01,335.821
2004-01-02,338.42
2004-01-05,341.394
2004-01-06,343.442
2004-01-07,343.965
2004-01-08,344.383
2004-01-09,349.412
2004-01-12,349.322
2004-01-13,350.694
2004-01-14,348.927
2004-01-15,347.792
2004-01-16,343.622
2004-01-19,346.335
2004-01-20,351.996
2004-01-21,353.969
2004-01-22,356.769
2004-01-23,356.869
2004-01-26,351.993
2004-01-27,357.017
2004-01-28,358.816
2004-01-29,352.338
2004-01-30,352.898
2004-02-02,352.807
2004-02-03,355.692
2004-02-04,353.725
2004-02-05,359.031
2004-02-06,363.565
2004-02-09,363.059
2004-02-10,365.82
2004-02-11,366.198
2004-02-12,372.606
2004-02-13,374.608
2004-02-16,374.241
2004-02-17,378.106
2004-02-18,376.059
2004-02-19,373.215
2004-02-20,368.43
2004-02-23,368.887
2004-02-24,369.02
2004-02-25,366.72
2004-02-26,363.994
2004-02-27,364.204
2004-03-01,365.17
2004-03-02,361.913
2004-03-03,357.681
2004-03-04,360.147
2004-03-05,368.664
2004-03-08,367.905
2004-03-09,370.599
2004-03-10,364.712
2004-03-11,360.397
2004-03-12,355.593
2004-03-15,346.823
2004-03-16,354.164
2004-03-17,355.263
2004-03-18,358.035
2004-03-19,357.796
2004-03-22,355.069
2004-03-23,353.474
2004-03-24,351.54
2004-03-25,353.911
2004-03-26,352.644
2004-03-29,356.585
2004-03-30,358.222
2004-03-31,364.378
2004-04-01,369.307
2004-04-02,366.887
2004-04-05,361.751
2004-04-06,363.129
2004-04-07,366.904
2004-04-08,368.993
2004-04-09,368.993
2004-04-12,367.957
2004-04-13,365.934
2004-04-14,363.075
2004-04-15,363.369
2004-04-16,367.814
2004-04-19,367.476
2004-04-20,364.892
2004-04-21,360.445
2004-04-22,364.742
2004-04-23,364.015
2004-04-26,367.617
2004-04-27,367.812
2004-04-28,363.614
2004-04-29,365.043
2004-04-30,366.27
2004-05-03,367.096
2004-05-04,371.934
2004-05-05,375.269
2004-05-06,370.321
2004-05-07,365.896
2004-05-10,354.894
2004-05-11,354.194
2004-05-12,355.754
2004-05-13,353.354
2004-05-14,351.291
2004-05-17,349.229
2004-05-18,349.122
2004-05-19,357.774
2004-05-20,352.429
2004-05-21,355.449
2004-05-24,355.75
2004-05-25,358.155
2004-05-26,360.92
2004-05-27,367.31
2004-05-28,365.829
2004-05-31,364.87
2004-06-01,361.737
2004-06-02,365.602
2004-06-03,365.575
2004-06-04,370.403
2004-06-07,373.395
2004-06-08,373.868
2004-06-09,370.245
2004-06-10,369.105
2004-06-11,363.997
2004-06-14,363.056
2004-06-15,364.061
2004-06-16,365.255
2004-06-17,365.789
2004-06-18,369.269
2004-06-21,368.22
2004-06-22,366.645
2004-06-23,367.598
2004-06-24,370.525
2004-06-25,368.338
2004-06-28,373.675
2004-06-29,371.518
2004-06-30,375.642
2004-07-01,375.837
2004-07-02,378.696
2004-07-05,377.31
2004-07-06,376.365
2004-07-07,379.714
2004-07-08,380.674
2004-07-09,379.559
2004-07-12,380.504
2004-07-13,376.827
2004-07-14,374.313
2004-07-15,372.373
2004-07-16,374.557
2004-07-19,374.402
2004-07-20,372.394
2004-07-21,368.176
2004-07-22,367.108
2004-07-23,360.387
2004-07-26,360.043
2004-07-27,357.191
2004-07-28,353.757
2004-07-29,358.378
2004-07-30,357.951
2004-08-02,356.813
2004-08-03,360.386
2004-08-04,357.841
2004-08-05,359.983
2004-08-06,361.702
2004-08-09,360.319
2004-08-10,363.166
2004-08-11,358.65
2004-08-12,358.725
2004-08-13,359.846
2004-08-16,359.584
2004-08-17,361.121
2004-08-18,360.337
2004-08-19,364.141
2004-08-20,361.722
2004-08-23,362.375
2004-08-24,361.774
2004-08-25,360.484
2004-08-26,362.106
2004-08-27,361.906
2004-08-30,363.102
2004-08-31,366.235
2004-09-01,369.125
2004-09-02,371.023
2004-09-03,370.554
2004-09-06,373.812
2004-09-07,374.445
2004-09-08,374.957
2004-09-09,373.903
2004-09-10,377.632
2004-09-13,379.147
2004-09-14,379.756
2004-09-15,374.714
2004-09-16,374.615
2004-09-17,375.406
2004-09-20,374.004
2004-09-21,380.52
2004-09-22,378.266
2004-09-23,378.908
2004-09-24,381.087
2004-09-27,381.453
2004-09-28,382.625
2004-09-29,387.259
2004-09-30,389.549
2004-10-01,393.443
2004-10-04,390.465
2004-10-05,389.604
2004-10-06,387.768
2004-10-07,386.675
2004-10-08,390.391
2004-10-11,389.994
2004-10-12,387.711
2004-10-13,387.096
2004-10-14,388.786
2004-10-15,389.873
2004-10-18,390.878
2004-10-19,393.266
2004-10-20,395.719
2004-10-21,396.17
2004-10-22,396.402
2004-10-25,397.347
2004-10-26,399.013
2004-10-27,402.903
2004-10-28,406.224
2004-10-29,404.352
2004-11-01,405.13
2004-11-02,407.547
2004-11-03,411.4
2004-11-04,415.257
2004-11-05,419.073
2004-11-08,421.691
2004-11-09,420.01
2004-11-10,423.641
2004-11-11,425.272
2004-11-12,425.757
2004-11-15,421.4
2004-11-16,423.754
2004-11-17,429.049
2004-11-18,429.453
2004-11-19,432.371
2004-11-22,432.688
2004-11-23,433.596
2004-11-24,439.066
2004-11-25,442.7
2004-11-26,441.761
2004-11-29,440.643
2004-11-30,439.396
2004-12-01,443.784
2004-12-02,444.059
2004-12-03,448.701
2004-12-06,450.58
2004-12-07,449.917
2004-12-08,444.54
2004-12-09,441.874
2004-12-10,442.518
2004-12-13,446.926
2004-12-14,448.811
2004-12-15,454.025
2004-12-16,452.985
2004-12-17,453.066
2004-12-20,459.812
2004-12-21,459.408
2004-12-22,464.586
2004-12-23,468.861
2004-12-24,470.077
2004-12-27,471.837
2004-12-28,472.671
2004-12-29,474.277
2004-12-30,476.268
2004-12-31,474.958
2005-01-03,475.733
2005-01-04,471.986
2005-01-05,467.986
2005-01-06,464.302
2005-01-07,458.776
2005-01-10,461.184
2005-01-11,463.989
2005-01-12,472.147
2005-01-13,473.692
2005-01-14,470.943
2005-01-17,472.433
2005-01-18,471.331
2005-01-19,474.583
2005-01-20,472.121
2005-01-21,476.191
2005-01-24,476.51
2005-01-25,480.126
2005-01-26,486.504
2005-01-27,486.842
2005-01-28,488.956
2005-01-31,495.153
2005-02-01,495.838
2005-02-02,499.5
2005-02-03,498.649
2005-02-04,505.74
2005-02-07,498.438
2005-02-08,498.239
2005-02-09,499.535
2005-02-10,504.481
2005-02-11,508.363
2005-02-14,512.118
2005-02-15,515.399
2005-02-16,517.817
2005-02-17,524.374
2005-02-18,524.167
2005-02-21,520.554
2005-02-22,520.544
2005-02-23,519.893
2005-02-24,525.504
2005-02-25,526.052
2005-02-28,529.633
2005-03-01,530.621
2005-03-02,523.891
2005-03-03,522.72
2005-03-04,532.7
2005-03-07,532.313
2005-03-08,533.252
2005-03-09,531.182
2005-03-10,528.147
2005-03-11,531.689
2005-03-14,523.856
2005-03-15,524.009
2005-03-16,521.612
2005-03-17,520.59
2005-03-18,517.728
2005-03-21,513.653
2005-03-22,516.497
2005-03-23,508.343
2005-03-24,509.906
2005-03-25,509.906
2005-03-28,506.328
2005-03-29,508.498
2005-03-30,513.305
2005-03-31,513.759
2005-04-01,515.05
2005-04-04,504.939
2005-04-05,508.694
2005-04-06,512.662
2005-04-07,516.427
2005-04-08,516.218
2005-04-11,519.741
2005-04-12,516.919
2005-04-13,521.781
2005-04-14,515.964
2005-04-15,512.838
2005-04-18,507.664
2005-04-19,510.956
2005-04-20,511.54
2005-04-21,514.664
2005-04-22,515.269
2005-04-25,514.045
2005-04-26,514.579
2005-04-27,509.609
2005-04-28,507.616
2005-04-29,506.423
2005-05-02,509.184
2005-05-03,512.613
2005-05-04,514.293
2005-05-05,512.978
2005-05-06,515.043
2005-05-09,512.433
2005-05-10,513.764
2005-05-11,514.527
2005-05-12,514.796
2005-05-13,516.071
2005-05-16,515.542
2005-05-17,513.922
2005-05-18,522.219
2005-05-19,523.17
2005-05-20,520.397
2005-05-23,524.412
2005-05-24,524.534
2005-05-25,526.144
2005-05-26,527.292
2005-05-27,525.546
2005-05-30,529.642
2005-05-31,521.882
2005-06-01,523.948
2005-06-02,521.205
2005-06-03,520.606
2005-06-06,521.358
2005-06-07,524.703
2005-06-08,522.904
2005-06-09,517.84
2005-06-10,521.739
2005-06-13,518.957
2005-06-14,518.991
2005-06-15,518.183
2005-06-16,521.11
2005-06-17,529.782
2005-06-20,522.968
2005-06-21,523.484
2005-06-22,525.6
2005-06-23,525.705
2005-06-24,524.364
2005-06-27,525.891
2005-06-28,524.574
2005-06-29,527.621
2005-06-30,527.596
2005-07-01,525.625
2005-07-04,521.489
2005-07-05,521.019
2005-07-06,522.591
2005-07-07,514.31
2005-07-08,520.782
2005-07-11,530.189
2005-07-12,537.534
2005-07-13,534.524
2005-07-14,534.668
2005-07-15,528.951
2005-07-18,531.323
2005-07-19,531.478
2005-07-20,534.139
2005-07-21,538.847
2005-07-22,540.962
2005-07-25,536.433
2005-07-26,534.25
2005-07-27,537.385
2005-07-28,539.213
2005-07-29,539.733
2005-08-01,544.789
2005-08-02,543.6
2005-08-03,549.127
2005-08-04,550.132
2005-08-05,548.148
2005-08-08,553.896
2005-08-09,554.519
2005-08-10,561.402
2005-08-11,563.441
2005-08-12,561.102
2005-08-15,558.495
2005-08-16,558.068
2005-08-17,551.994
2005-08-18,544.397
2005-08-19,546.473
2005-08-22,552.643
2005-08-23,546.329
2005-08-24,546.243
2005-08-25,543.484
2005-08-26,542.996
2005-08-29,540.332
2005-08-30,536.648
2005-08-31,544.956
2005-09-01,556.138
2005-09-02,559.808
2005-09-05,561.076
2005-09-06,563.113
2005-09-07,564.992
2005-09-08,563.534
2005-09-09,564.65
2005-09-12,557.775
2005-09-13,552.411
2005-09-14,553.047
2005-09-15,551.8
2005-09-16,554.258
2005-09-19,550.272
2005-09-20,551.888
2005-09-21,550.356
2005-09-22,545.888
2005-09-23,545.419
2005-09-26,546.387
2005-09-27,544.876
2005-09-28,546.877
2005-09-29,547.925
2005-09-30,554.192
2005-10-03,550.123
2005-10-04,556.798
2005-10-05,557.171
2005-10-06,561.866
2005-10-07,560.067
2005-10-10,559.766
2005-10-11,556.562
2005-10-12,554.325
2005-10-13,540.541
2005-10-14,545.744
2005-10-17,542.492
2005-10-18,535.501
2005-10-19,526.646
2005-10-20,524.965
2005-10-21,525.043
2005-10-24,532.97
2005-10-25,537.137
2005-10-26,535.108
2005-10-27,533.019
2005-10-28,531.536
2005-10-31,535.19
2005-11-01,539.04
2005-11-02,539.991
2005-11-03,539.866
2005-11-04,527.12
2005-11-07,528.507
2005-11-08,526.528
