Date,GERMANY LARGE CAP Large Cap
2009-06-30,623.831
2009-07-31,698.729
2009-08-31,726.164
2009-09-30,764.941
2009-10-30,738.956
2009-11-30,774.829
2009-12-31,785.283
2010-01-29,712.876
2010-02-26,696.295
2010-03-31,758.679
2010-04-30,742.809
2010-05-31,666.08
2010-06-30,664.666
2010-07-30,725.953
2010-08-31,682.684
2010-09-30,770.874
2010-10-29,830.379
2010-11-30,788.518
2010-12-31,842.085
2011-01-31,882.507
2011-02-28,911.826
2011-03-31,908.672
2011-04-29,1013.085
2011-05-31,945.183
2011-06-30,965.636
2011-07-29,930.266
2011-08-31,751.686
2011-09-30,664.994
2011-10-31,773.097
2011-11-30,740.374
2011-12-30,691.61
2012-01-31,762.786
2012-02-29,827.626
2012-03-30,834.67
2012-04-30,806.969
2012-05-31,697.118
2012-06-29,732.222
2012-07-31,750.256
2012-08-31,791.248
2012-09-28,837.049
2012-10-31,849.72
2012-11-30,870.565
2012-12-31,906.541
2013-01-31,953.518
2013-02-28,913.036
2013-03-29,904.559
2013-04-30,940.18
2013-05-31,971.798
2013-06-28,929.156
2013-07-31,989.144
2013-08-30,961.965
2013-09-30,1046.076
2013-10-31,1106.464
2013-11-29,1154.562
2013-12-31,1186.504
2014-01-31,1126.704
2014-02-28,1199.553
2014-03-31,1178.651
2014-04-30,1192.209
2014-05-30,1208.372
2014-06-30,1200.953
2014-07-31,1124.286
2014-08-29,1112.819
2014-09-30,1068.917
2014-10-31,1046.179
2014-11-28,1113.703
2014-12-31,1060.154
2015-01-30,1076.907
2015-02-27,1143.738
2015-03-31,1149.829
2015-04-30,1145.621
2015-05-29,1109.426
2015-06-30,1078.724
2015-07-31,1105.552
2015-08-31,1017.44
2015-09-30,947.523
2015-10-30,1055.318
2015-11-30,1057.773
2015-12-31,1026.409
2016-01-29,929.978
2016-02-29,905.65
2016-03-31,994.219
2016-04-29,1007.5
2016-05-31,997.767
2016-06-30,936.161
2016-07-29,1003.687
2016-08-31,1026.312
2016-09-30,1027.192
2016-10-31,1016.358
2016-11-30,983.641
2016-12-30,1055.176
2017-01-31,1085.63
2017-02-28,1092.358
2017-03-31,1139.358
2017-04-28,1172.727
2017-05-31,1218.672
2017-06-30,1203.206
2017-07-31,1224.04
2017-08-31,1224.974
2017-09-29,1298.039
2017-10-31,1317.476
2017-11-30,1329.494
2017-12-29,1324.515
2018-01-31,1406.046
2018-02-28,1296.044
2018-03-30,1273.184
2018-04-30,1302.868
2018-05-31,1251.86
2018-06-29,1221.292
2018-07-31,1268.853
2018-08-31,1220.37
2018-09-28,1206.263
2018-10-31,1109.098
2018-11-30,1091.368
2018-12-31,1031.134
2019-01-31,1093.87
2019-02-28,1114.649
2019-03-29,1097.111
2019-04-30,1177.31
2019-05-31,1099.902
2019-06-28,1186.458
2019-07-31,1140.579
2019-08-30,1101.901
2019-09-30,1129.91
2019-10-31,1207.643
2019-11-29,1225.762
2019-12-31,1244.4
2020-01-31,1201.142
2020-02-28,1089.082
2020-03-31,904.065
2020-04-30,991.436
2020-05-29,1067.625
2020-06-30,1139.127
2020-07-31,1190.567
2020-08-31,1266.618
2020-09-30,1227.532
2020-10-30,1084.799
2020-11-30,1283.625
2020-12-31,1354.715
2021-01-29,1327.326
2021-02-26,1372.893
2021-03-31,1443.347
2021-04-30,1482.236
2021-05-31,1528.117
2021-06-30,1499.669
2021-07-30,1490.652
2021-08-31,1511.812
2021-09-30,1435.723
2021-10-29,1472.542
2021-11-30,1364.163
2021-12-31,1450.131
2022-01-31,1407.749
2022-02-28,1301.523
2022-03-31,1272.963
2022-04-29,1168.831
2022-05-31,1209.243
2022-06-30,1045.016
2022-07-29,1067.342
2022-08-31,1006.016
2022-09-30,921.366
2022-10-31,1011.514
2022-11-30,1155.684
2022-12-30,1147.494
2023-01-31,1285.748
2023-02-28,1263.093
2023-03-31,1321.018
2023-04-28,1363.124
2023-05-31,1295.171
2023-06-30,1363.978
2023-07-31,1403.661
2023-08-31,1334.24
2023-09-29,1260.834
2023-10-31,1208.837
2023-11-30,1371.328
2023-12-29,1433.452
2024-01-31,1423.017
2024-02-29,1484.308
2024-03-29,1530.613
2024-04-30,1469.099
2024-05-31,1527.113
2024-06-28,1510.003
2024-07-31,1528.567
2024-08-30,1603.543
2024-09-30,1654.374
2024-10-31,1575.616
2024-11-29,1556.471
2024-12-31,1546.535
2025-01-31,1690.952
2025-02-28,1752.726
2025-03-31,1762.714
2025-04-30,1878.6
2025-05-30,1962.461
2025-06-30,2005.756
2025-07-31,1966.365
2025-08-29,1988.835
2025-09-30,1978.72
2025-10-31,1937.776
2025-11-28,1949.307
2025-12-31,2038.961
