Date,EM (EMERGING MARKETS) MID GROWTH Mid Cap
2005-11-09,553.54
2005-11-10,556.632
2005-11-11,561.847
2005-11-14,563.147
2005-11-15,561.854
2005-11-16,563.852
2005-11-17,569.693
2005-11-18,573.886
2005-11-21,574.848
2005-11-22,569.802
2005-11-23,580.425
2005-11-24,582.175
2005-11-25,584.023
2005-11-28,584.408
2005-11-29,583.384
2005-11-30,586.269
2005-12-01,588.316
2005-12-02,593.596
2005-12-05,600.859
2005-12-06,602.17
2005-12-07,602.12
2005-12-08,602.116
2005-12-09,601.973
2005-12-12,604.481
2005-12-13,606.658
2005-12-14,608.448
2005-12-15,605.895
2005-12-16,605.801
2005-12-19,611.696
2005-12-20,610.769
2005-12-21,614.007
2005-12-22,613.99
2005-12-23,618.33
2005-12-26,615.147
2005-12-27,616.582
2005-12-28,621.05
2005-12-29,630.172
2005-12-30,630.142
2006-01-02,631.781
2006-01-03,644.758
2006-01-04,653.818
2006-01-05,664.926
2006-01-06,670.344
2006-01-09,677.247
2006-01-10,672.532
2006-01-11,673.358
2006-01-12,675.717
2006-01-13,679.689
2006-01-16,684.651
2006-01-17,672.862
2006-01-18,661.734
2006-01-19,669.409
2006-01-20,663.562
2006-01-23,656.503
2006-01-24,666.358
2006-01-25,671.143
2006-01-26,675.871
2006-01-27,683.48
2006-01-30,682.126
2006-01-31,688.028
2006-02-01,689.353
2006-02-02,682.844
2006-02-03,674.252
2006-02-06,685.009
2006-02-07,683.122
2006-02-08,672.849
2006-02-09,680.613
2006-02-10,685.779
2006-02-13,677.123
2006-02-14,679.773
2006-02-15,681.051
2006-02-16,685.364
2006-02-17,691.582
2006-02-20,698.814
2006-02-21,698.326
2006-02-22,693.38
2006-02-23,700.781
2006-02-24,702.726
2006-02-27,705.335
2006-02-28,699.501
2006-03-01,707.033
2006-03-02,709.127
2006-03-03,699.496
2006-03-06,700.574
2006-03-07,681.354
2006-03-08,676.028
2006-03-09,678.706
2006-03-10,681.818
2006-03-13,690.249
2006-03-14,690.21
2006-03-15,698.508
2006-03-16,702.1
2006-03-17,704.524
2006-03-20,705.865
2006-03-21,693.485
2006-03-22,685.326
2006-03-23,684.347
2006-03-24,686.984
2006-03-27,691.862
2006-03-28,687.168
2006-03-29,689.15
2006-03-30,699.594
2006-03-31,707.11
2006-04-03,718.85
2006-04-04,727.075
2006-04-05,728.722
2006-04-06,734.469
2006-04-07,733.633
2006-04-10,729.483
2006-04-11,726.824
2006-04-12,725.139
2006-04-13,727.91
2006-04-14,733.097
2006-04-17,736.354
2006-04-18,743.709
2006-04-19,753.168
2006-04-20,754.419
2006-04-21,760.519
2006-04-24,754.815
2006-04-25,748.834
2006-04-26,756.849
2006-04-27,753.472
2006-04-28,756.198
2006-05-01,759.232
2006-05-02,762.821
2006-05-03,772.122
2006-05-04,776.481
2006-05-05,778.088
2006-05-08,784.763
2006-05-09,779.375
2006-05-10,778.998
2006-05-11,776.084
2006-05-12,758.478
2006-05-15,723.993
2006-05-16,722.204
2006-05-17,724.392
2006-05-18,702.764
2006-05-19,698.516
2006-05-22,669.375
2006-05-23,673.802
2006-05-24,665.991
2006-05-25,659.321
2006-05-26,671.426
2006-05-29,676.977
2006-05-30,672.671
2006-05-31,668.288
2006-06-01,669.368
2006-06-02,678.925
2006-06-05,670.659
2006-06-06,656.332
2006-06-07,638.661
2006-06-08,614.631
2006-06-09,627.861
2006-06-12,618.941
2006-06-13,595.189
2006-06-14,600.008
2006-06-15,609.551
2006-06-16,623.562
2006-06-19,617.331
2006-06-20,605.374
2006-06-21,607.269
2006-06-22,608.644
2006-06-23,605.29
2006-06-26,605.234
2006-06-27,612.1
2006-06-28,614.63
2006-06-29,625.026
2006-06-30,646.702
2006-07-03,656.948
2006-07-04,660.512
2006-07-05,646.081
2006-07-06,650.004
2006-07-07,651.035
2006-07-10,654.706
2006-07-11,651.383
2006-07-12,651.148
2006-07-13,635.397
2006-07-14,624.464
2006-07-17,611.168
2006-07-18,613.517
2006-07-19,621.511
2006-07-20,635.172
2006-07-21,632.113
2006-07-24,635.28
2006-07-25,642.217
2006-07-26,645.102
2006-07-27,660.934
2006-07-28,658.216
2006-07-31,659.649
2006-08-01,652.642
2006-08-02,658.721
2006-08-03,658.779
2006-08-04,664.216
2006-08-07,661.22
2006-08-08,662.607
2006-08-09,668.903
2006-08-10,668.543
2006-08-11,668.186
2006-08-14,666.168
2006-08-15,671.752
2006-08-16,684.494
2006-08-17,689.734
2006-08-18,684.33
2006-08-21,675.46
2006-08-22,677.794
2006-08-23,673.233
2006-08-24,670.239
2006-08-25,671.251
2006-08-28,670.81
2006-08-29,676.617
2006-08-30,686.862
2006-08-31,685.242
2006-09-01,690.041
2006-09-04,703.508
2006-09-05,702.022
2006-09-06,699.677
2006-09-07,693.121
2006-09-08,694.388
2006-09-11,686.473
2006-09-12,687.558
2006-09-13,690.45
2006-09-14,691.752
2006-09-15,696.293
2006-09-18,704.689
2006-09-19,703.666
2006-09-20,700.996
2006-09-21,698.109
2006-09-22,690.742
2006-09-25,687.2
2006-09-26,688.255
2006-09-27,694.452
2006-09-28,696.814
2006-09-29,694.767
2006-10-02,698.3
2006-10-03,696.758
2006-10-04,695.537
2006-10-05,701.433
2006-10-06,702.913
2006-10-09,699.335
2006-10-10,703.884
2006-10-11,699.992
2006-10-12,704.373
2006-10-13,714.88
2006-10-16,717.601
2006-10-17,715.162
2006-10-18,720.309
2006-10-19,723.435
2006-10-20,723.704
2006-10-23,722.837
2006-10-24,723.692
2006-10-25,726.164
2006-10-26,733.098
2006-10-27,733.9
2006-10-30,729.583
2006-10-31,739.333
2006-11-01,744.287
2006-11-02,744.937
2006-11-03,750.861
2006-11-06,757.129
2006-11-07,760.579
2006-11-08,756.068
2006-11-09,760.795
2006-11-10,757.691
2006-11-13,755.233
2006-11-14,761.541
2006-11-15,763.312
2006-11-16,767.958
2006-11-17,762.556
2006-11-20,761.589
2006-11-21,767.234
2006-11-22,778.395
2006-11-23,781.75
2006-11-24,782.821
2006-11-27,783.334
2006-11-28,769.467
2006-11-29,778.102
2006-11-30,784.028
2006-12-01,786.779
2006-12-04,786.591
2006-12-05,795.134
2006-12-06,796.991
2006-12-07,797.785
2006-12-08,795.575
2006-12-11,790.974
2006-12-12,785.759
2006-12-13,790.532
2006-12-14,799.661
2006-12-15,802.935
2006-12-18,806.211
2006-12-19,797.481
2006-12-20,804.412
2006-12-21,804.675
2006-12-22,806.914
2006-12-25,807.975
2006-12-26,808.958
2006-12-27,819.172
2006-12-28,825.367
2006-12-29,828.928
2007-01-01,829.118
2007-01-02,841.001
2007-01-03,837.926
2007-01-04,824.328
2007-01-05,813.424
2007-01-08,807.283
2007-01-09,807.459
2007-01-10,798.217
2007-01-11,803.14
2007-01-12,812.74
2007-01-15,825.702
2007-01-16,828.062
2007-01-17,828.019
2007-01-18,833.101
2007-01-19,827.102
2007-01-22,834.313
2007-01-23,833.678
2007-01-24,840.123
2007-01-25,835.964
2007-01-26,825.547
2007-01-29,818.225
2007-01-30,821.615
2007-01-31,822.677
2007-02-01,831.293
2007-02-02,837.0
2007-02-05,836.737
2007-02-06,841.313
2007-02-07,842.186
2007-02-08,840.772
2007-02-09,839.075
2007-02-12,829.406
2007-02-13,830.889
2007-02-14,844.489
2007-02-15,851.798
2007-02-16,853.242
2007-02-19,856.178
2007-02-20,854.063
2007-02-21,856.735
2007-02-22,863.297
2007-02-23,859.266
2007-02-26,861.823
2007-02-27,840.344
2007-02-28,825.999
2007-03-01,815.271
2007-03-02,808.121
2007-03-05,767.117
2007-03-06,784.645
2007-03-07,790.133
2007-03-08,810.44
2007-03-09,812.797
2007-03-12,819.334
2007-03-13,812.61
2007-03-14,796.256
2007-03-15,809.173
2007-03-16,812.562
2007-03-19,824.242
2007-03-20,830.588
2007-03-21,837.129
2007-03-22,849.296
2007-03-23,853.436
2007-03-26,854.525
2007-03-27,851.217
2007-03-28,840.194
2007-03-29,852.114
2007-03-30,859.635
2007-04-02,860.767
2007-04-03,871.838
2007-04-04,881.855
2007-04-05,884.377
2007-04-06,886.186
2007-04-09,891.093
2007-04-10,895.614
2007-04-11,895.208
2007-04-12,895.329
2007-04-13,900.834
2007-04-16,915.668
2007-04-17,917.935
2007-04-18,920.502
2007-04-19,910.744
2007-04-20,927.819
2007-04-23,934.023
2007-04-24,935.928
2007-04-25,937.79
2007-04-26,937.034
2007-04-27,924.716
2007-04-30,922.344
2007-05-01,921.747
2007-05-02,924.918
2007-05-03,936.194
2007-05-04,947.66
2007-05-07,956.008
2007-05-08,947.901
2007-05-09,951.944
2007-05-10,950.741
2007-05-11,950.664
2007-05-14,958.145
2007-05-15,948.892
2007-05-16,957.572
2007-05-17,959.729
2007-05-18,961.063
2007-05-21,973.247
2007-05-22,980.268
2007-05-23,981.186
2007-05-24,970.162
2007-05-25,973.338
2007-05-28,979.979
2007-05-29,987.432
2007-05-30,980.115
2007-05-31,1000.0
2007-06-01,1006.79
2007-06-04,1005.255
2007-06-05,1003.09
2007-06-06,991.025
2007-06-07,987.938
2007-06-08,970.38
2007-06-11,975.003
2007-06-12,977.314
2007-06-13,977.856
2007-06-14,997.238
2007-06-15,1011.166
2007-06-18,1026.626
2007-06-19,1027.379
2007-06-20,1024.255
2007-06-21,1027.998
2007-06-22,1024.903
2007-06-25,1018.211
2007-06-26,1010.9
2007-06-27,1001.438
2007-06-28,1015.813
2007-06-29,1026.442
2007-07-02,1043.729
2007-07-03,1060.158
2007-07-04,1067.105
2007-07-05,1065.637
2007-07-06,1071.512
2007-07-09,1085.591
2007-07-10,1079.691
2007-07-11,1070.56
2007-07-12,1081.364
2007-07-13,1094.127
2007-07-16,1092.388
2007-07-17,1092.795
2007-07-18,1086.134
2007-07-19,1096.509
2007-07-20,1106.848
2007-07-23,1118.997
2007-07-24,1110.148
2007-07-25,1101.411
2007-07-26,1077.498
2007-07-27,1037.639
2007-07-30,1041.934
2007-07-31,1061.504
2007-08-01,1027.746
2007-08-02,1029.305
2007-08-03,1031.059
2007-08-06,1007.58
2007-08-07,1017.056
2007-08-08,1045.359
2007-08-09,1032.771
2007-08-10,997.436
2007-08-13,1004.261
2007-08-14,986.073
2007-08-15,961.139
2007-08-16,893.647
2007-08-17,888.255
2007-08-20,927.207
2007-08-21,925.569
2007-08-22,948.365
2007-08-23,966.161
2007-08-24,969.751
2007-08-27,986.993
2007-08-28,983.153
2007-08-29,982.714
2007-08-30,995.411
2007-08-31,1019.297
2007-09-03,1027.135
2007-09-04,1026.473
2007-09-05,1023.635
2007-09-06,1030.826
2007-09-07,1029.849
2007-09-10,1016.026
2007-09-11,1027.551
2007-09-12,1028.549
2007-09-13,1040.027
2007-09-14,1046.764
2007-09-17,1039.754
2007-09-18,1044.668
2007-09-19,1081.82
2007-09-20,1087.261
2007-09-21,1097.228
2007-09-24,1103.6
2007-09-25,1101.423
2007-09-26,1111.151
2007-09-27,1131.295
2007-09-28,1133.132
2007-10-01,1144.279
2007-10-02,1161.407
2007-10-03,1156.137
2007-10-04,1148.148
2007-10-05,1162.615
2007-10-08,1171.217
2007-10-09,1180.405
2007-10-10,1198.609
2007-10-11,1218.437
2007-10-12,1203.74
2007-10-15,1209.375
2007-10-16,1197.314
2007-10-17,1200.6
2007-10-18,1201.407
2007-10-19,1187.272
2007-10-22,1157.752
2007-10-23,1184.763
2007-10-24,1188.412
2007-10-25,1203.989
2007-10-26,1232.597
2007-10-29,1249.889
2007-10-30,1251.371
2007-10-31,1264.588
2007-11-01,1256.131
2007-11-02,1246.051
2007-11-05,1235.12
2007-11-06,1249.396
2007-11-07,1246.559
2007-11-08,1211.358
2007-11-09,1210.058
2007-11-12,1163.471
2007-11-13,1163.778
2007-11-14,1200.166
2007-11-15,1180.066
2007-11-16,1166.968
2007-11-19,1148.674
2007-11-20,1147.596
2007-11-21,1103.975
2007-11-22,1097.096
2007-11-23,1089.473
2007-11-26,1107.495
2007-11-27,1100.501
2007-11-28,1118.127
2007-11-29,1135.087
2007-11-30,1156.49
2007-12-03,1164.994
2007-12-04,1171.633
2007-12-05,1193.157
2007-12-06,1193.511
2007-12-07,1190.338
2007-12-10,1175.014
2007-12-11,1177.209
2007-12-12,1175.505
2007-12-13,1157.26
2007-12-14,1147.621
2007-12-17,1102.043
2007-12-18,1101.89
2007-12-19,1105.38
2007-12-20,1098.95
2007-12-21,1116.855
2007-12-24,1140.606
2007-12-25,1142.894
2007-12-26,1148.291
2007-12-27,1161.927
2007-12-28,1167.966
2007-12-31,1171.751
2008-01-01,1172.548
2008-01-02,1167.745
2008-01-03,1165.405
2008-01-04,1164.17
2008-01-07,1145.328
2008-01-08,1153.344
2008-01-09,1158.777
2008-01-10,1145.499
2008-01-11,1134.073
2008-01-14,1132.116
2008-01-15,1114.596
2008-01-16,1073.336
2008-01-17,1064.385
2008-01-18,1058.321
2008-01-21,993.028
2008-01-22,952.319
2008-01-23,963.853
2008-01-24,984.896
2008-01-25,1012.872
2008-01-28,984.701
2008-01-29,992.586
2008-01-30,973.228
2008-01-31,975.576
2008-02-01,994.866
2008-02-04,1021.534
2008-02-05,1017.554
2008-02-06,1001.521
2008-02-07,991.473
2008-02-08,992.321
2008-02-11,974.234
2008-02-12,982.73
2008-02-13,983.149
2008-02-14,1012.199
2008-02-15,1018.206
2008-02-18,1028.543
2008-02-19,1039.47
2008-02-20,1020.181
2008-02-21,1027.272
2008-02-22,1022.769
2008-02-25,1030.864
2008-02-26,1042.054
2008-02-27,1059.206
2008-02-28,1061.775
2008-02-29,1050.992
2008-03-03,1025.146
2008-03-04,1018.749
2008-03-05,1017.262
2008-03-06,1020.523
2008-03-07,996.386
2008-03-10,966.602
2008-03-11,987.778
2008-03-12,996.877
2008-03-13,962.938
2008-03-14,952.22
2008-03-17,905.594
2008-03-18,918.407
2008-03-19,925.622
2008-03-20,915.996
2008-03-21,922.581
2008-03-24,933.563
2008-03-25,962.775
2008-03-26,962.378
2008-03-27,964.926
2008-03-28,972.267
2008-03-31,966.157
2008-04-01,966.526
2008-04-02,984.262
2008-04-03,986.642
2008-04-04,989.832
2008-04-07,1003.973
2008-04-08,994.781
2008-04-09,992.113
2008-04-10,996.819
2008-04-11,995.34
2008-04-14,974.083
2008-04-15,976.143
2008-04-16,988.027
2008-04-17,994.252
2008-04-18,993.131
2008-04-21,1006.412
2008-04-22,1012.14
2008-04-23,1021.284
2008-04-24,1022.27
2008-04-25,1022.242
2008-04-28,1021.15
2008-04-29,1011.432
2008-04-30,1022.794
2008-05-01,1022.512
2008-05-02,1037.663
2008-05-05,1039.34
2008-05-06,1035.406
2008-05-07,1024.777
2008-05-08,1009.875
2008-05-09,1000.097
2008-05-12,1000.767
2008-05-13,1007.768
2008-05-14,1009.372
2008-05-15,1026.849
2008-05-16,1038.611
2008-05-19,1048.386
2008-05-20,1032.937
2008-05-21,1027.653
2008-05-22,1018.361
2008-05-23,1009.115
2008-05-26,991.103
2008-05-27,998.245
2008-05-28,999.642
2008-05-29,1007.628
2008-05-30,1011.702
2008-06-02,1005.88
2008-06-03,992.786
2008-06-04,987.618
2008-06-05,993.909
2008-06-06,991.187
2008-06-09,978.02
2008-06-10,954.168
2008-06-11,941.234
2008-06-12,925.669
2008-06-13,922.516
2008-06-16,928.739
2008-06-17,937.172
2008-06-18,937.91
2008-06-19,925.768
2008-06-20,916.074
2008-06-23,902.77
2008-06-24,897.548
2008-06-25,905.269
2008-06-26,900.471
2008-06-27,880.977
2008-06-30,876.511
2008-07-01,860.171
2008-07-02,854.417
2008-07-03,839.109
2008-07-04,830.849
2008-07-07,835.421
2008-07-08,823.907
2008-07-09,838.056
2008-07-10,848.432
2008-07-11,855.161
2008-07-14,854.34
2008-07-15,829.863
2008-07-16,832.417
2008-07-17,844.489
2008-07-18,839.128
2008-07-21,852.761
2008-07-22,853.213
2008-07-23,876.239
2008-07-24,882.164
2008-07-25,873.757
2008-07-28,873.698
2008-07-29,865.352
2008-07-30,876.39
2008-07-31,879.538
2008-08-01,870.951
2008-08-04,857.848
2008-08-05,847.239
2008-08-06,855.843
2008-08-07,852.698
2008-08-08,845.956
2008-08-11,848.642
2008-08-12,838.918
2008-08-13,829.037
2008-08-14,835.69
2008-08-15,827.222
2008-08-18,816.395
2008-08-19,803.987
2008-08-20,812.698
2008-08-21,803.831
2008-08-22,800.893
2008-08-25,797.101
2008-08-26,787.598
2008-08-27,796.94
2008-08-28,798.172
2008-08-29,801.299
2008-09-01,779.607
2008-09-02,770.533
2008-09-03,761.518
2008-09-04,748.637
2008-09-05,731.133
2008-09-08,760.458
2008-09-09,739.596
2008-09-10,735.388
2008-09-11,710.264
2008-09-12,718.437
2008-09-15,698.044
2008-09-16,656.172
2008-09-17,657.551
2008-09-18,641.357
2008-09-19,687.993
2008-09-22,693.803
2008-09-23,677.972
2008-09-24,678.712
2008-09-25,681.717
2008-09-26,669.875
2008-09-29,640.636
2008-09-30,641.785
2008-10-01,644.312
2008-10-02,627.542
2008-10-03,619.029
2008-10-06,563.56
2008-10-07,551.585
2008-10-08,502.163
2008-10-09,504.082
2008-10-10,480.116
2008-10-13,513.818
2008-10-14,547.065
2008-10-15,513.813
2008-10-16,470.353
2008-10-17,465.689
2008-10-20,476.195
2008-10-21,472.739
2008-10-22,440.33
2008-10-23,419.419
2008-10-24,386.296
2008-10-27,366.073
2008-10-28,383.887
2008-10-29,392.356
2008-10-30,435.149
2008-10-31,445.972
2008-11-03,463.49
2008-11-04,474.744
2008-11-05,475.15
2008-11-06,440.874
2008-11-07,448.509
2008-11-10,458.363
2008-11-11,441.389
2008-11-12,425.409
2008-11-13,412.183
2008-11-14,414.636
2008-11-17,407.729
2008-11-18,389.443
2008-11-19,380.42
2008-11-20,357.506
2008-11-21,362.142
2008-11-24,367.292
2008-11-25,375.664
2008-11-26,382.512
2008-11-27,389.583
2008-11-28,389.548
2008-12-01,383.7
2008-12-02,376.677
2008-12-03,377.843
2008-12-04,377.024
2008-12-05,375.534
2008-12-08,396.78
2008-12-09,398.044
2008-12-10,411.314
2008-12-11,418.929
2008-12-12,408.402
2008-12-15,415.881
2008-12-16,421.47
2008-12-17,430.365
2008-12-18,440.854
2008-12-19,436.586
2008-12-22,429.27
2008-12-23,420.11
2008-12-24,419.793
2008-12-25,420.244
2008-12-26,419.2
2008-12-29,425.878
2008-12-30,433.678
2008-12-31,434.278
2009-01-01,435.397
2009-01-02,438.555
2009-01-05,448.732
2009-01-06,455.889
2009-01-07,449.246
2009-01-08,436.959
2009-01-09,433.391
2009-01-12,423.283
2009-01-13,420.655
2009-01-14,420.287
2009-01-15,408.063
2009-01-16,417.602
2009-01-19,414.952
2009-01-20,405.214
2009-01-21,403.566
2009-01-22,403.178
2009-01-23,396.479
2009-01-26,400.235
2009-01-27,403.497
2009-01-28,411.854
2009-01-29,409.161
2009-01-30,406.554
2009-02-02,399.159
2009-02-03,404.881
2009-02-04,410.654
2009-02-05,410.079
2009-02-06,420.236
2009-02-09,424.988
2009-02-10,425.153
2009-02-11,419.559
2009-02-12,412.883
2009-02-13,419.926
2009-02-16,415.379
2009-02-17,399.432
2009-02-18,396.518
2009-02-19,400.798
2009-02-20,388.377
2009-02-23,392.142
2009-02-24,385.322
2009-02-25,385.965
2009-02-26,387.585
2009-02-27,382.749
2009-03-02,367.802
2009-03-03,368.294
2009-03-04,377.685
2009-03-05,373.679
2009-03-06,376.47
2009-03-09,373.469
2009-03-10,382.234
2009-03-11,388.76
2009-03-12,390.325
2009-03-13,398.474
2009-03-16,407.553
2009-03-17,410.26
2009-03-18,414.123
2009-03-19,423.615
2009-03-20,422.449
2009-03-23,438.069
2009-03-24,439.478
2009-03-25,445.501
2009-03-26,451.747
2009-03-27,447.333
2009-03-30,430.151
2009-03-31,438.868
2009-04-01,449.653
2009-04-02,471.608
2009-04-03,473.336
2009-04-06,477.856
2009-04-07,473.108
2009-04-08,470.852
2009-04-09,486.453
2009-04-10,488.507
2009-04-13,493.276
2009-04-14,498.493
2009-04-15,497.548
2009-04-16,502.432
2009-04-17,496.966
2009-04-20,493.185
2009-04-21,492.268
2009-04-22,499.649
2009-04-23,508.498
2009-04-24,516.384
2009-04-27,506.619
2009-04-28,498.802
2009-04-29,514.606
2009-04-30,532.969
2009-05-01,533.364
2009-05-04,557.088
2009-05-05,558.492
2009-05-06,563.451
2009-05-07,567.415
2009-05-08,572.672
2009-05-11,570.09
2009-05-12,566.659
2009-05-13,561.399
2009-05-14,553.929
2009-05-15,562.715
2009-05-18,577.702
2009-05-19,592.468
2009-05-20,602.164
2009-05-21,592.529
2009-05-22,600.189
2009-05-25,604.415
2009-05-26,597.962
2009-05-27,605.663
2009-05-28,610.311
2009-05-29,614.923
2009-06-01,635.721
2009-06-02,631.343
2009-06-03,628.36
2009-06-04,623.666
2009-06-05,624.812
2009-06-08,613.877
2009-06-09,610.77
2009-06-10,623.012
2009-06-11,626.33
2009-06-12,626.03
2009-06-15,611.91
2009-06-16,606.933
2009-06-17,598.816
2009-06-18,596.632
2009-06-19,603.13
2009-06-22,597.604
2009-06-23,586.392
2009-06-24,601.814
2009-06-25,610.175
2009-06-26,619.077
2009-06-29,618.843
2009-06-30,617.016
2009-07-01,624.154
2009-07-02,623.953
2009-07-03,626.996
2009-07-06,621.856
2009-07-07,623.454
2009-07-08,613.748
2009-07-09,615.855
2009-07-10,612.497
2009-07-13,599.255
2009-07-14,611.986
2009-07-15,631.815
2009-07-16,636.927
2009-07-17,642.532
2009-07-20,658.811
2009-07-21,661.464
2009-07-22,660.393
2009-07-23,669.158
2009-07-24,673.145
2009-07-27,682.07
2009-07-28,688.509
2009-07-29,678.682
2009-07-30,681.684
2009-07-31,689.852
2009-08-03,703.663
2009-08-04,700.309
2009-08-05,692.834
2009-08-06,691.243
2009-08-07,685.862
2009-08-10,688.351
2009-08-11,686.224
2009-08-12,683.317
2009-08-13,694.146
2009-08-14,689.626
2009-08-17,664.856
2009-08-18,668.047
2009-08-19,665.52
2009-08-20,676.257
2009-08-21,681.927
2009-08-24,697.176
2009-08-25,692.672
2009-08-26,689.398
2009-08-27,682.727
2009-08-28,690.249
2009-08-31,685.522
2009-09-01,689.102
2009-09-02,678.159
2009-09-03,687.456
2009-09-04,698.004
2009-09-07,707.892
2009-09-08,715.273
2009-09-09,716.912
2009-09-10,720.89
2009-09-11,728.255
2009-09-14,720.359
2009-09-15,725.852
2009-09-16,739.108
2009-09-17,746.245
2009-09-18,748.927
2009-09-21,745.716
2009-09-22,751.766
2009-09-23,748.901
2009-09-24,747.728
2009-09-25,752.761
2009-09-28,744.282
2009-09-29,747.072
2009-09-30,745.47
2009-10-01,743.593
2009-10-02,738.614
2009-10-05,743.566
2009-10-06,756.977
2009-10-07,758.361
2009-10-08,766.293
2009-10-09,770.732
2009-10-12,773.368
2009-10-13,773.043
2009-10-14,784.378
2009-10-15,788.025
2009-10-16,781.84
2009-10-19,788.461
2009-10-20,786.052
2009-10-21,780.668
2009-10-22,773.632
2009-10-23,780.622
2009-10-26,780.299
2009-10-27,769.778
2009-10-28,750.853
2009-10-29,747.908
2009-10-30,747.393
2009-11-02,742.277
2009-11-03,737.134
2009-11-04,758.357
2009-11-05,757.89
2009-11-06,763.153
2009-11-09,780.111
2009-11-10,782.907
2009-11-11,792.388
2009-11-12,787.921
2009-11-13,790.316
2009-11-16,804.169
2009-11-17,800.554
2009-11-18,802.594
2009-11-19,795.064
2009-11-20,792.406
2009-11-23,799.504
2009-11-24,798.735
2009-11-25,804.731
2009-11-26,792.916
2009-11-27,776.76
2009-11-30,791.151
2009-12-01,804.492
2009-12-02,815.113
2009-12-03,823.042
2009-12-04,823.007
2009-12-07,824.736
2009-12-08,821.696
2009-12-09,816.535
2009-12-10,814.673
2009-12-11,820.667
2009-12-14,825.104
2009-12-15,817.476
2009-12-16,811.398
2009-12-17,797.223
2009-12-18,791.021
2009-12-21,788.343
2009-12-22,795.86
2009-12-23,804.09
2009-12-24,811.399
2009-12-25,811.396
2009-12-28,819.469
2009-12-29,820.434
2009-12-30,824.612
2009-12-31,832.555
2010-01-01,832.555
2010-01-04,842.597
2010-01-05,848.988
2010-01-06,853.653
2010-01-07,848.086
2010-01-08,849.766
2010-01-11,857.542
2010-01-12,855.823
2010-01-13,846.424
2010-01-14,847.213
2010-01-15,847.479
2010-01-18,846.81
2010-01-19,846.705
2010-01-20,837.156
2010-01-21,819.779
2010-01-22,802.725
2010-01-25,794.175
2010-01-26,775.302
2010-01-27,763.865
2010-01-28,773.233
2010-01-29,771.505
2010-02-01,771.254
2010-02-02,775.653
2010-02-03,786.842
2010-02-04,767.024
2010-02-05,739.871
2010-02-08,735.168
2010-02-09,747.392
2010-02-10,755.281
2010-02-11,764.078
2010-02-12,764.124
2010-02-15,765.159
2010-02-16,770.136
2010-02-17,779.865
2010-02-18,779.102
2010-02-19,771.378
2010-02-22,778.217
2010-02-23,779.395
2010-02-24,776.836
2010-02-25,768.305
2010-02-26,779.574
2010-03-01,790.337
2010-03-02,798.907
2010-03-03,804.059
2010-03-04,800.229
2010-03-05,809.549
2010-03-08,819.909
2010-03-09,820.778
2010-03-10,829.286
2010-03-11,827.404
2010-03-12,826.055
2010-03-15,816.031
2010-03-16,819.978
2010-03-17,829.866
2010-03-18,829.947
2010-03-19,828.881
2010-03-22,822.356
2010-03-23,823.458
2010-03-24,821.025
2010-03-25,822.16
2010-03-26,824.453
2010-03-29,830.368
2010-03-30,831.618
2010-03-31,831.066
2010-04-01,844.774
2010-04-02,844.856
2010-04-05,849.403
2010-04-06,851.677
2010-04-07,859.798
2010-04-08,854.024
2010-04-09,855.138
2010-04-12,851.321
2010-04-13,845.58
2010-04-14,855.02
2010-04-15,857.585
2010-04-16,845.769
2010-04-19,827.691
2010-04-20,838.424
2010-04-21,844.973
2010-04-22,841.235
2010-04-23,843.915
2010-04-26,854.279
2010-04-27,842.805
2010-04-28,830.754
2010-04-29,836.659
2010-04-30,844.594
2010-05-03,840.469
2010-05-04,827.67
2010-05-05,808.264
2010-05-06,783.529
2010-05-07,765.732
2010-05-10,804.036
2010-05-11,796.769
2010-05-12,801.301
2010-05-13,808.311
2010-05-14,796.929
2010-05-17,780.574
2010-05-18,777.35
2010-05-19,754.099
2010-05-20,730.153
2010-05-21,732.51
2010-05-24,738.821
2010-05-25,708.51
2010-05-26,733.888
2010-05-27,753.681
2010-05-28,767.263
2010-05-31,774.744
2010-06-01,758.895
2010-06-02,759.176
2010-06-03,772.316
2010-06-04,765.057
2010-06-07,746.339
2010-06-08,749.023
2010-06-09,750.454
2010-06-10,758.945
2010-06-11,768.64
2010-06-14,780.19
2010-06-15,786.686
2010-06-16,792.499
2010-06-17,799.348
2010-06-18,804.571
2010-06-21,825.549
2010-06-22,819.494
2010-06-23,814.935
2010-06-24,809.724
2010-06-25,803.58
2010-06-28,805.733
2010-06-29,783.108
2010-06-30,782.45
2010-07-01,777.4
2010-07-02,776.87
2010-07-05,775.231
2010-07-06,789.669
2010-07-07,791.048
2010-07-08,801.694
2010-07-09,810.31
2010-07-12,810.016
2010-07-13,815.708
2010-07-14,820.803
2010-07-15,821.364
2010-07-16,814.971
2010-07-19,812.34
2010-07-20,818.372
2010-07-21,827.44
2010-07-22,832.919
2010-07-23,839.862
2010-07-26,840.164
2010-07-27,844.588
2010-07-28,845.647
2010-07-29,848.146
2010-07-30,851.099
2010-08-02,868.751
2010-08-03,864.513
2010-08-04,866.633
2010-08-05,865.098
2010-08-06,862.517
2010-08-09,868.283
2010-08-10,858.468
2010-08-11,844.608
2010-08-12,839.516
2010-08-13,846.691
2010-08-16,851.728
2010-08-17,858.231
2010-08-18,861.373
2010-08-19,860.921
2010-08-20,856.427
2010-08-23,854.565
2010-08-24,848.794
2010-08-25,836.109
2010-08-26,838.532
