Date,EM (EMERGING MARKETS) MID GROWTH Mid Cap
2002-02-21,247.677
2002-02-22,246.163
2002-02-25,245.535
2002-02-26,247.754
2002-02-27,253.361
2002-02-28,252.387
2002-03-01,253.947
2002-03-04,258.969
2002-03-05,259.361
2002-03-06,260.219
2002-03-07,260.178
2002-03-08,259.75
2002-03-11,261.877
2002-03-12,260.078
2002-03-13,260.337
2002-03-14,261.573
2002-03-15,261.02
2002-03-18,263.756
2002-03-19,266.132
2002-03-20,268.171
2002-03-21,267.754
2002-03-22,269.192
2002-03-25,269.05
2002-03-26,269.774
2002-03-27,269.268
2002-03-28,268.504
2002-03-29,269.135
2002-04-01,267.393
2002-04-02,269.13
2002-04-03,268.288
2002-04-04,267.382
2002-04-05,269.626
2002-04-08,269.335
2002-04-09,267.879
2002-04-10,269.363
2002-04-11,269.735
2002-04-12,271.97
2002-04-15,272.222
2002-04-16,272.847
2002-04-17,277.017
2002-04-18,275.43
2002-04-19,276.146
2002-04-22,274.634
2002-04-23,272.939
2002-04-24,271.462
2002-04-25,269.051
2002-04-26,269.632
2002-04-29,265.651
2002-04-30,264.313
2002-05-01,264.492
2002-05-02,263.655
2002-05-03,264.971
2002-05-06,262.895
2002-05-07,263.382
2002-05-08,265.036
2002-05-09,263.797
2002-05-10,264.21
2002-05-13,263.822
2002-05-14,264.588
2002-05-15,266.439
2002-05-16,266.078
2002-05-17,266.849
2002-05-20,264.277
2002-05-21,261.201
2002-05-22,261.741
2002-05-23,260.547
2002-05-24,264.692
2002-05-27,264.877
2002-05-28,264.444
2002-05-29,263.682
2002-05-30,262.221
2002-05-31,260.715
2002-06-03,260.882
2002-06-04,261.164
2002-06-05,260.798
2002-06-06,261.31
2002-06-07,256.151
2002-06-10,257.264
2002-06-11,254.278
2002-06-12,253.585
2002-06-13,254.419
2002-06-14,251.719
2002-06-17,249.3
2002-06-18,250.75
2002-06-19,245.103
2002-06-20,242.897
2002-06-21,241.27
2002-06-24,238.016
2002-06-25,235.737
2002-06-26,228.856
2002-06-27,231.218
2002-06-28,235.889
2002-07-01,235.214
2002-07-02,232.818
2002-07-03,232.03
2002-07-04,234.468
2002-07-05,238.753
2002-07-08,240.873
2002-07-09,243.746
2002-07-10,240.784
2002-07-11,236.248
2002-07-12,241.709
2002-07-15,239.969
2002-07-16,239.11
2002-07-17,240.801
2002-07-18,242.283
2002-07-19,239.78
2002-07-22,231.472
2002-07-23,231.993
2002-07-24,225.103
2002-07-25,226.152
2002-07-26,219.464
2002-07-29,220.481
2002-07-30,222.156
2002-07-31,220.45
2002-08-01,220.195
2002-08-02,220.548
2002-08-05,212.915
2002-08-06,211.246
2002-08-07,215.253
2002-08-08,217.641
2002-08-09,218.704
2002-08-12,218.75
2002-08-13,219.145
2002-08-14,221.288
2002-08-15,221.992
2002-08-16,223.943
2002-08-19,223.506
2002-08-20,224.031
2002-08-21,225.23
2002-08-22,225.32
2002-08-23,224.386
2002-08-26,223.768
2002-08-27,224.137
2002-08-28,221.797
2002-08-29,220.267
2002-08-30,221.737
2002-09-02,219.692
2002-09-03,217.657
2002-09-04,216.763
2002-09-05,215.757
2002-09-06,215.026
2002-09-09,215.353
2002-09-10,218.093
2002-09-11,219.376
2002-09-12,219.314
2002-09-13,215.583
2002-09-16,211.217
2002-09-17,215.37
2002-09-18,211.569
2002-09-19,210.227
2002-09-20,208.326
2002-09-23,203.827
2002-09-24,201.257
2002-09-25,200.501
2002-09-26,201.411
2002-09-27,200.832
2002-09-30,198.631
2002-10-01,199.341
2002-10-02,199.038
2002-10-03,197.761
2002-10-04,197.289
2002-10-07,192.542
2002-10-08,192.64
2002-10-09,189.927
2002-10-10,188.926
2002-10-11,189.099
2002-10-14,189.699
2002-10-15,194.307
2002-10-16,196.031
2002-10-17,199.232
2002-10-18,203.169
2002-10-21,203.113
2002-10-22,202.416
2002-10-23,207.654
2002-10-24,208.156
2002-10-25,207.413
2002-10-28,208.762
2002-10-29,207.19
2002-10-30,207.039
2002-10-31,209.781
2002-11-01,209.7
2002-11-04,212.853
2002-11-05,212.864
2002-11-06,215.376
2002-11-07,217.552
2002-11-08,218.291
2002-11-11,215.229
2002-11-12,214.42
2002-11-13,213.031
2002-11-14,215.68
2002-11-15,219.823
2002-11-18,220.558
2002-11-19,218.602
2002-11-20,218.518
2002-11-21,221.522
2002-11-22,224.131
2002-11-25,225.705
2002-11-26,223.507
2002-11-27,224.995
2002-11-28,225.003
2002-11-29,226.933
2002-12-02,228.65
2002-12-03,226.883
2002-12-04,224.768
2002-12-05,225.05
2002-12-06,225.273
2002-12-09,224.064
2002-12-10,223.641
2002-12-11,222.592
2002-12-12,222.284
2002-12-13,222.985
2002-12-16,226.758
2002-12-17,226.347
2002-12-18,226.326
2002-12-19,227.326
2002-12-20,228.551
2002-12-23,227.27
2002-12-24,226.657
2002-12-25,226.655
2002-12-26,226.725
2002-12-27,226.569
2002-12-30,225.381
2002-12-31,225.473
2003-01-01,225.291
2003-01-02,226.785
2003-01-03,229.853
2003-01-06,232.174
2003-01-07,230.883
2003-01-08,231.324
2003-01-09,233.383
2003-01-10,234.718
2003-01-13,236.835
2003-01-14,236.593
2003-01-15,236.261
2003-01-16,234.644
2003-01-17,232.412
2003-01-20,232.079
2003-01-21,229.886
2003-01-22,228.775
2003-01-23,229.005
2003-01-24,226.38
2003-01-27,223.585
2003-01-28,224.385
2003-01-29,224.555
2003-01-30,224.519
2003-01-31,225.389
2003-02-03,226.532
2003-02-04,227.066
2003-02-05,227.081
2003-02-06,225.612
2003-02-07,223.611
2003-02-10,221.865
2003-02-11,222.929
2003-02-12,223.791
2003-02-13,221.996
2003-02-14,222.042
2003-02-17,226.324
2003-02-18,226.539
2003-02-19,225.635
2003-02-20,225.76
2003-02-21,226.355
2003-02-24,226.169
2003-02-25,223.173
2003-02-26,222.787
2003-02-27,222.855
2003-02-28,224.604
2003-03-03,226.079
2003-03-04,224.923
2003-03-05,224.234
2003-03-06,223.155
2003-03-07,222.639
2003-03-10,219.888
2003-03-11,219.787
2003-03-12,218.974
2003-03-13,219.229
2003-03-14,221.262
2003-03-17,218.591
2003-03-18,222.403
2003-03-19,223.051
2003-03-20,225.483
2003-03-21,225.769
2003-03-24,222.855
2003-03-25,222.62
2003-03-26,223.97
2003-03-27,222.932
2003-03-28,222.073
2003-03-31,219.618
2003-04-01,220.959
2003-04-02,221.918
2003-04-03,223.596
2003-04-04,226.874
2003-04-07,230.382
2003-04-08,230.417
2003-04-09,230.134
2003-04-10,231.023
2003-04-11,231.865
2003-04-14,231.797
2003-04-15,233.228
2003-04-16,235.332
2003-04-17,236.54
2003-04-18,237.473
2003-04-21,237.442
2003-04-22,236.008
2003-04-23,236.882
2003-04-24,235.083
2003-04-25,233.845
2003-04-28,234.168
2003-04-29,237.837
2003-04-30,236.898
2003-05-01,236.987
2003-05-02,237.275
2003-05-05,239.805
2003-05-06,238.771
2003-05-07,240.368
2003-05-08,239.925
2003-05-09,242.142
2003-05-12,243.81
2003-05-13,246.114
2003-05-14,245.511
2003-05-15,243.403
2003-05-16,242.73
2003-05-19,240.277
2003-05-20,239.89
2003-05-21,240.32
2003-05-22,240.125
2003-05-23,244.414
2003-05-26,247.067
2003-05-27,246.565
2003-05-28,246.996
2003-05-29,249.338
2003-05-30,250.734
2003-06-02,253.39
2003-06-03,252.868
2003-06-04,254.546
2003-06-05,257.939
2003-06-06,259.066
2003-06-09,258.987
2003-06-10,258.344
2003-06-11,259.232
2003-06-12,262.949
2003-06-13,263.982
2003-06-16,265.694
2003-06-17,268.944
2003-06-18,267.184
2003-06-19,268.467
2003-06-20,267.926
2003-06-23,264.104
2003-06-24,264.61
2003-06-25,267.065
2003-06-26,267.677
2003-06-27,269.022
2003-06-30,268.585
2003-07-01,272.266
2003-07-02,274.728
2003-07-03,276.631
2003-07-04,277.928
2003-07-07,281.408
2003-07-08,282.449
2003-07-09,281.538
2003-07-10,280.336
2003-07-11,280.636
2003-07-14,285.939
2003-07-15,283.383
2003-07-16,281.682
2003-07-17,278.068
2003-07-18,277.376
2003-07-21,276.745
2003-07-22,277.453
2003-07-23,277.766
2003-07-24,279.32
2003-07-25,283.231
2003-07-28,286.313
2003-07-29,284.809
2003-07-30,284.084
2003-07-31,284.491
2003-08-01,284.614
2003-08-04,282.89
2003-08-05,280.601
2003-08-06,279.31
2003-08-07,282.619
2003-08-08,283.089
2003-08-11,283.555
2003-08-12,284.094
2003-08-13,286.762
2003-08-14,288.685
2003-08-15,289.098
2003-08-18,292.152
2003-08-19,291.762
2003-08-20,292.322
2003-08-21,296.249
2003-08-22,296.339
2003-08-25,293.7
2003-08-26,294.972
2003-08-27,297.221
2003-08-28,297.383
2003-08-29,299.545
2003-09-01,301.216
2003-09-02,302.307
2003-09-03,303.881
2003-09-04,304.277
2003-09-05,305.071
2003-09-08,305.792
2003-09-09,302.863
2003-09-10,303.336
2003-09-11,304.466
2003-09-12,304.304
2003-09-15,302.436
2003-09-16,304.713
2003-09-17,306.082
2003-09-18,306.913
2003-09-19,308.114
2003-09-22,305.979
2003-09-23,307.762
2003-09-24,310.504
2003-09-25,308.081
2003-09-26,307.605
2003-09-29,308.225
2003-09-30,309.379
2003-10-01,313.254
2003-10-02,316.767
2003-10-03,319.567
2003-10-06,322.273
2003-10-07,324.694
2003-10-08,326.433
2003-10-09,331.189
2003-10-10,333.733
2003-10-13,337.214
2003-10-14,334.971
2003-10-15,335.265
2003-10-16,338.229
2003-10-17,334.872
2003-10-20,334.569
2003-10-21,334.164
2003-10-22,333.373
2003-10-23,328.09
2003-10-24,330.759
2003-10-27,330.842
2003-10-28,334.619
2003-10-29,335.688
2003-10-30,337.302
2003-10-31,339.063
2003-11-03,343.332
2003-11-04,345.951
2003-11-05,344.966
2003-11-06,342.618
2003-11-07,343.816
2003-11-10,343.334
2003-11-11,341.528
2003-11-12,343.263
2003-11-13,345.08
2003-11-14,347.34
2003-11-17,343.839
2003-11-18,344.238
2003-11-19,339.838
2003-11-20,338.579
2003-11-21,340.015
2003-11-24,340.952
2003-11-25,344.928
2003-11-26,349.015
2003-11-27,350.383
2003-11-28,353.226
2003-12-01,360.821
2003-12-02,362.446
2003-12-03,362.564
2003-12-04,362.357
2003-12-05,362.476
2003-12-08,362.36
2003-12-09,363.644
2003-12-10,362.313
2003-12-11,362.458
2003-12-12,365.663
2003-12-15,369.569
2003-12-16,366.766
2003-12-17,362.392
2003-12-18,363.708
2003-12-19,361.83
2003-12-22,363.339
2003-12-23,363.643
2003-12-24,365.68
2003-12-25,364.838
2003-12-26,365.65
2003-12-29,369.148
2003-12-30,373.152
2003-12-31,374.78
2004-01-01,374.927
2004-01-02,379.985
2004-01-05,388.228
2004-01-06,385.574
2004-01-07,386.358
2004-01-08,387.209
2004-01-09,390.325
2004-01-12,387.827
2004-01-13,388.535
2004-01-14,384.52
2004-01-15,379.544
2004-01-16,378.621
2004-01-19,380.804
2004-01-20,383.46
2004-01-21,382.609
2004-01-22,382.288
2004-01-23,384.571
2004-01-26,384.054
2004-01-27,386.262
2004-01-28,387.124
2004-01-29,379.283
2004-01-30,379.638
2004-02-02,379.183
2004-02-03,378.892
2004-02-04,375.351
2004-02-05,376.145
2004-02-06,381.084
2004-02-09,385.52
2004-02-10,384.426
2004-02-11,386.66
2004-02-12,392.153
2004-02-13,393.311
2004-02-16,392.831
2004-02-17,398.226
2004-02-18,400.704
2004-02-19,395.726
2004-02-20,393.727
2004-02-23,393.523
2004-02-24,392.23
2004-02-25,393.429
2004-02-26,394.713
2004-02-27,398.103
2004-03-01,402.21
2004-03-02,404.585
2004-03-03,401.001
2004-03-04,401.835
2004-03-05,404.788
2004-03-08,404.57
2004-03-09,404.359
2004-03-10,399.44
2004-03-11,395.143
2004-03-12,393.557
2004-03-15,391.193
2004-03-16,391.267
2004-03-17,394.68
2004-03-18,400.639
2004-03-19,401.767
2004-03-22,392.892
2004-03-23,391.133
2004-03-24,390.654
2004-03-25,390.102
2004-03-26,391.68
2004-03-29,397.346
2004-03-30,401.018
2004-03-31,406.551
2004-04-01,410.422
2004-04-02,411.791
2004-04-05,414.34
2004-04-06,414.883
2004-04-07,414.742
2004-04-08,415.12
2004-04-09,414.617
2004-04-12,417.644
2004-04-13,412.839
2004-04-14,407.773
2004-04-15,405.05
2004-04-16,407.961
2004-04-19,407.22
2004-04-20,405.235
2004-04-21,401.099
2004-04-22,398.524
2004-04-23,402.049
2004-04-26,396.795
2004-04-27,395.958
2004-04-28,389.208
2004-04-29,375.463
2004-04-30,368.654
2004-05-03,365.353
2004-05-04,372.572
2004-05-05,372.193
2004-05-06,366.155
2004-05-07,362.881
2004-05-10,346.692
2004-05-11,348.151
2004-05-12,351.291
2004-05-13,345.924
2004-05-14,340.286
2004-05-17,328.751
2004-05-18,335.802
2004-05-19,348.516
2004-05-20,344.415
2004-05-21,350.813
2004-05-24,352.841
2004-05-25,353.015
2004-05-26,356.229
2004-05-27,361.541
2004-05-28,363.88
2004-05-31,360.477
2004-06-01,361.392
2004-06-02,361.407
2004-06-03,353.554
2004-06-04,355.586
2004-06-07,365.934
2004-06-08,365.149
2004-06-09,362.269
2004-06-10,362.389
2004-06-11,359.728
2004-06-14,354.426
2004-06-15,357.373
2004-06-16,356.69
2004-06-17,357.217
2004-06-18,356.447
2004-06-21,357.078
2004-06-22,355.133
2004-06-23,357.443
2004-06-24,363.34
2004-06-25,364.485
2004-06-28,364.561
2004-06-29,367.892
2004-06-30,369.93
2004-07-01,370.633
2004-07-02,371.305
2004-07-05,371.695
2004-07-06,370.144
2004-07-07,371.864
2004-07-08,367.457
2004-07-09,368.281
2004-07-12,369.433
2004-07-13,369.007
2004-07-14,366.869
2004-07-15,366.09
2004-07-16,369.124
2004-07-19,369.796
2004-07-20,367.09
2004-07-21,366.311
2004-07-22,363.363
2004-07-23,360.992
2004-07-26,358.299
2004-07-27,360.022
2004-07-28,361.381
2004-07-29,359.443
2004-07-30,362.305
2004-08-02,359.404
2004-08-03,358.313
2004-08-04,357.936
2004-08-05,360.141
2004-08-06,359.414
2004-08-09,360.288
2004-08-10,361.802
2004-08-11,357.981
2004-08-12,357.297
2004-08-13,356.449
2004-08-16,355.54
2004-08-17,358.061
2004-08-18,360.601
2004-08-19,364.314
2004-08-20,365.191
2004-08-23,363.56
2004-08-24,365.419
2004-08-25,367.494
2004-08-26,369.936
2004-08-27,368.247
2004-08-30,370.206
2004-08-31,373.518
2004-09-01,378.03
2004-09-02,379.5
2004-09-03,378.139
2004-09-06,380.222
2004-09-07,381.182
2004-09-08,381.656
2004-09-09,381.984
2004-09-10,382.368
2004-09-13,384.676
2004-09-14,388.071
2004-09-15,387.723
2004-09-16,391.673
2004-09-17,392.454
2004-09-20,396.407
2004-09-21,397.274
2004-09-22,393.529
2004-09-23,394.33
2004-09-24,392.867
2004-09-27,391.01
2004-09-28,391.6
2004-09-29,392.13
2004-09-30,394.928
2004-10-01,401.04
2004-10-04,408.824
2004-10-05,405.852
2004-10-06,404.238
2004-10-07,405.173
2004-10-08,406.933
2004-10-11,407.384
2004-10-12,401.929
2004-10-13,399.681
2004-10-14,396.704
2004-10-15,397.961
2004-10-18,399.91
2004-10-19,401.23
2004-10-20,396.589
2004-10-21,397.725
2004-10-22,397.429
2004-10-25,394.752
2004-10-26,395.573
2004-10-27,401.931
2004-10-28,406.18
2004-10-29,407.245
2004-11-01,410.254
2004-11-02,414.451
2004-11-03,420.415
2004-11-04,422.482
2004-11-05,422.61
2004-11-08,420.499
2004-11-09,421.614
2004-11-10,424.094
2004-11-11,423.385
2004-11-12,428.756
2004-11-15,432.845
2004-11-16,431.263
2004-11-17,435.885
2004-11-18,436.968
2004-11-19,435.34
2004-11-22,433.216
2004-11-23,436.219
2004-11-24,442.962
2004-11-25,445.259
2004-11-26,446.049
2004-11-29,449.122
2004-11-30,452.569
2004-12-01,453.161
2004-12-02,454.34
2004-12-03,455.815
2004-12-06,455.37
2004-12-07,451.291
2004-12-08,445.069
2004-12-09,441.779
2004-12-10,440.864
2004-12-13,446.986
2004-12-14,449.281
2004-12-15,453.281
2004-12-16,456.208
2004-12-17,456.018
2004-12-20,459.777
2004-12-21,460.565
2004-12-22,461.604
2004-12-23,461.912
2004-12-24,463.547
2004-12-27,464.043
2004-12-28,466.455
2004-12-29,469.232
2004-12-30,473.494
2004-12-31,476.06
2005-01-03,473.974
2005-01-04,465.21
2005-01-05,459.977
2005-01-06,450.83
2005-01-07,450.894
2005-01-10,451.575
2005-01-11,454.676
2005-01-12,454.905
2005-01-13,457.947
2005-01-14,458.149
2005-01-17,459.258
2005-01-18,455.344
2005-01-19,456.766
2005-01-20,452.373
2005-01-21,454.129
2005-01-24,456.276
2005-01-25,456.302
2005-01-26,461.093
2005-01-27,460.562
2005-01-28,462.982
2005-01-31,469.352
2005-02-01,467.972
2005-02-02,469.521
2005-02-03,470.348
2005-02-04,474.257
2005-02-07,475.38
2005-02-08,472.554
2005-02-09,473.772
2005-02-10,475.063
2005-02-11,478.936
2005-02-14,485.169
2005-02-15,485.997
2005-02-16,485.762
2005-02-17,489.415
2005-02-18,492.03
2005-02-21,490.582
2005-02-22,492.975
2005-02-23,495.723
2005-02-24,500.236
2005-02-25,501.505
2005-02-28,505.179
2005-03-01,505.829
2005-03-02,500.541
2005-03-03,500.659
2005-03-04,505.235
2005-03-07,508.98
2005-03-08,509.96
2005-03-09,510.806
2005-03-10,504.101
2005-03-11,505.339
2005-03-14,496.521
2005-03-15,488.087
2005-03-16,486.806
2005-03-17,485.552
2005-03-18,485.515
2005-03-21,481.419
2005-03-22,477.164
2005-03-23,468.878
2005-03-24,467.189
2005-03-25,469.448
2005-03-28,464.412
2005-03-29,459.653
2005-03-30,462.896
2005-03-31,471.494
2005-04-01,477.811
2005-04-04,471.639
2005-04-05,470.958
2005-04-06,473.094
2005-04-07,475.229
2005-04-08,472.681
2005-04-11,471.532
2005-04-12,469.219
2005-04-13,470.976
2005-04-14,460.891
2005-04-15,454.654
2005-04-18,447.245
2005-04-19,457.186
2005-04-20,457.432
2005-04-21,458.865
2005-04-22,459.238
2005-04-25,460.169
2005-04-26,463.235
2005-04-27,460.167
2005-04-28,454.081
2005-04-29,456.78
2005-05-02,458.634
2005-05-03,460.639
2005-05-04,468.655
2005-05-05,473.135
2005-05-06,476.065
2005-05-09,472.707
2005-05-10,468.827
2005-05-11,464.954
2005-05-12,462.429
2005-05-13,460.228
2005-05-16,458.319
2005-05-17,456.772
2005-05-18,459.116
2005-05-19,463.773
2005-05-20,461.424
2005-05-23,459.545
2005-05-24,461.304
2005-05-25,461.339
2005-05-26,461.865
2005-05-27,469.626
2005-05-30,472.243
2005-05-31,468.631
2005-06-01,466.686
2005-06-02,472.016
2005-06-03,476.788
2005-06-06,476.014
2005-06-07,475.813
2005-06-08,477.989
2005-06-09,474.444
2005-06-10,475.055
2005-06-13,475.137
2005-06-14,474.343
2005-06-15,477.5
2005-06-16,479.491
2005-06-17,483.963
2005-06-20,481.076
2005-06-21,477.937
2005-06-22,482.287
2005-06-23,481.882
2005-06-24,480.574
2005-06-27,478.46
2005-06-28,480.286
2005-06-29,479.606
2005-06-30,478.54
2005-07-01,479.799
2005-07-04,477.553
2005-07-05,474.9
2005-07-06,476.171
2005-07-07,474.259
2005-07-08,474.862
2005-07-11,483.488
2005-07-12,491.892
2005-07-13,494.505
2005-07-14,500.597
2005-07-15,497.947
2005-07-18,498.664
2005-07-19,501.601
2005-07-20,503.846
2005-07-21,509.364
2005-07-22,510.704
2005-07-25,511.692
2005-07-26,507.341
2005-07-27,511.934
2005-07-28,518.238
2005-07-29,517.944
2005-08-01,523.304
2005-08-02,528.452
2005-08-03,533.228
2005-08-04,535.788
2005-08-05,533.958
2005-08-08,533.477
2005-08-09,536.134
2005-08-10,538.739
2005-08-11,538.425
2005-08-12,536.813
2005-08-15,536.312
2005-08-16,534.542
2005-08-17,532.78
2005-08-18,528.562
2005-08-19,525.291
2005-08-22,532.857
2005-08-23,528.935
2005-08-24,523.941
2005-08-25,524.962
2005-08-26,523.475
2005-08-29,517.597
2005-08-30,518.876
2005-08-31,523.395
2005-09-01,531.831
2005-09-02,539.609
2005-09-05,540.636
2005-09-06,539.43
2005-09-07,543.014
2005-09-08,545.65
2005-09-09,548.275
2005-09-12,551.278
2005-09-13,547.587
2005-09-14,549.985
2005-09-15,549.714
2005-09-16,550.389
2005-09-19,551.687
2005-09-20,558.093
2005-09-21,559.486
2005-09-22,556.299
2005-09-23,551.365
2005-09-26,554.497
2005-09-27,555.855
2005-09-28,559.118
2005-09-29,565.555
2005-09-30,570.873
2005-10-03,573.959
2005-10-04,576.425
2005-10-05,566.865
2005-10-06,554.238
2005-10-07,553.192
2005-10-10,557.469
2005-10-11,561.575
2005-10-12,553.684
2005-10-13,540.163
2005-10-14,535.292
2005-10-17,535.9
2005-10-18,530.948
2005-10-19,519.553
2005-10-20,525.181
2005-10-21,529.13
2005-10-24,532.441
2005-10-25,530.943
2005-10-26,529.163
2005-10-27,523.606
2005-10-28,522.784
2005-10-31,532.167
2005-11-01,540.334
2005-11-02,548.946
2005-11-03,555.642
2005-11-04,554.317
2005-11-07,550.833
2005-11-08,548.148
