Date,DENMARK IMI VALUE IMI (Large+Mid+Small Cap)
2002-06-10,243.014
2002-06-11,244.306
2002-06-12,244.984
2002-06-13,243.119
2002-06-14,239.056
2002-06-17,240.657
2002-06-18,241.564
2002-06-19,235.87
2002-06-20,237.91
2002-06-21,240.254
2002-06-24,235.009
2002-06-25,238.643
2002-06-26,238.958
2002-06-27,241.112
2002-06-28,244.958
2002-07-01,243.91
2002-07-02,242.067
2002-07-03,237.348
2002-07-04,238.333
2002-07-05,243.817
2002-07-08,247.726
2002-07-09,246.992
2002-07-10,243.498
2002-07-11,240.804
2002-07-12,242.554
2002-07-15,241.239
2002-07-16,240.814
2002-07-17,242.267
2002-07-18,246.777
2002-07-19,243.613
2002-07-22,232.409
2002-07-23,224.543
2002-07-24,213.067
2002-07-25,227.595
2002-07-26,221.986
2002-07-29,232.722
2002-07-30,233.914
2002-07-31,233.188
2002-08-01,230.358
2002-08-02,231.738
2002-08-05,225.263
2002-08-06,218.179
2002-08-07,220.937
2002-08-08,219.566
2002-08-09,219.375
2002-08-12,222.261
2002-08-13,223.405
2002-08-14,221.679
2002-08-15,226.402
2002-08-16,223.203
2002-08-19,227.72
2002-08-20,229.398
2002-08-21,236.077
2002-08-22,229.001
2002-08-23,230.341
2002-08-26,228.853
2002-08-27,234.212
2002-08-28,236.674
2002-08-29,236.511
2002-08-30,235.414
2002-09-02,235.168
2002-09-03,231.019
2002-09-04,227.972
2002-09-05,227.692
2002-09-06,232.513
2002-09-09,225.77
2002-09-10,226.238
2002-09-11,230.797
2002-09-12,226.398
2002-09-13,226.238
2002-09-16,222.634
2002-09-17,222.198
2002-09-18,215.671
2002-09-19,218.342
2002-09-20,220.086
2002-09-23,215.902
2002-09-24,209.027
2002-09-25,206.461
2002-09-26,207.776
2002-09-27,210.232
2002-09-30,205.306
2002-10-01,201.457
2002-10-02,207.132
2002-10-03,205.169
2002-10-04,204.55
2002-10-07,203.99
2002-10-08,204.542
2002-10-09,200.621
2002-10-10,199.915
2002-10-11,212.058
2002-10-14,210.744
2002-10-15,218.6
2002-10-16,214.821
2002-10-17,213.343
2002-10-18,214.174
2002-10-21,211.32
2002-10-22,212.588
2002-10-23,205.974
2002-10-24,206.312
2002-10-25,207.043
2002-10-28,212.592
2002-10-29,203.536
2002-10-30,210.346
2002-10-31,209.306
2002-11-01,209.071
2002-11-04,215.989
2002-11-05,218.558
2002-11-06,217.521
2002-11-07,217.556
2002-11-08,219.676
2002-11-11,217.017
2002-11-12,218.213
2002-11-13,216.353
2002-11-14,218.339
2002-11-15,216.019
2002-11-18,218.492
2002-11-19,218.235
2002-11-20,214.666
2002-11-21,217.067
2002-11-22,218.466
2002-11-25,216.977
2002-11-26,216.258
2002-11-27,216.961
2002-11-28,218.457
2002-11-29,222.655
2002-12-02,218.711
2002-12-03,218.32
2002-12-04,218.954
2002-12-05,218.381
2002-12-06,215.913
2002-12-09,212.789
2002-12-10,215.398
2002-12-11,218.615
2002-12-12,222.054
2002-12-13,222.299
2002-12-16,222.487
2002-12-17,227.471
2002-12-18,224.031
2002-12-19,222.465
2002-12-20,221.261
2002-12-23,221.73
2002-12-24,222.66
2002-12-25,222.66
2002-12-26,223.212
2002-12-27,223.949
2002-12-30,223.918
2002-12-31,224.748
2003-01-01,224.748
2003-01-02,229.508
2003-01-03,232.649
2003-01-06,236.124
2003-01-07,233.467
2003-01-08,229.831
2003-01-09,233.084
2003-01-10,236.015
2003-01-13,238.65
2003-01-14,238.601
2003-01-15,236.586
2003-01-16,238.231
2003-01-17,237.812
2003-01-20,237.868
2003-01-21,238.672
2003-01-22,237.576
2003-01-23,238.97
2003-01-24,237.472
2003-01-27,231.991
2003-01-28,231.368
2003-01-29,228.743
2003-01-30,227.019
2003-01-31,225.295
2003-02-03,226.53
2003-02-04,225.658
2003-02-05,227.479
2003-02-06,229.827
2003-02-07,225.596
2003-02-10,222.352
2003-02-11,223.245
2003-02-12,222.175
2003-02-13,222.75
2003-02-14,226.933
2003-02-17,227.595
2003-02-18,228.93
2003-02-19,230.07
2003-02-20,221.741
2003-02-21,221.433
2003-02-24,223.409
2003-02-25,221.053
2003-02-26,215.045
2003-02-27,213.41
2003-02-28,216.779
2003-03-03,217.304
2003-03-04,213.503
2003-03-05,215.829
2003-03-06,212.886
2003-03-07,216.802
2003-03-10,216.093
2003-03-11,212.318
2003-03-12,212.18
2003-03-13,212.218
2003-03-14,217.744
2003-03-17,217.833
2003-03-18,222.784
2003-03-19,224.443
2003-03-20,224.213
2003-03-21,223.778
2003-03-24,223.762
2003-03-25,227.28
2003-03-26,228.518
2003-03-27,231.301
2003-03-28,231.526
2003-03-31,231.939
2003-04-01,234.434
2003-04-02,237.187
2003-04-03,236.303
2003-04-04,237.046
2003-04-07,240.856
2003-04-08,239.615
2003-04-09,241.515
2003-04-10,243.608
2003-04-11,243.378
2003-04-14,247.845
2003-04-15,252.506
2003-04-16,255.484
2003-04-17,256.711
2003-04-18,256.711
2003-04-21,255.613
2003-04-22,253.691
2003-04-23,258.019
2003-04-24,256.92
2003-04-25,255.681
2003-04-28,259.911
2003-04-29,263.872
2003-04-30,265.29
2003-05-01,262.827
2003-05-02,261.94
2003-05-05,267.883
2003-05-06,268.936
2003-05-07,266.926
2003-05-08,269.465
2003-05-09,269.838
2003-05-12,270.545
2003-05-13,271.911
2003-05-14,275.004
2003-05-15,277.182
2003-05-16,278.998
2003-05-19,278.838
2003-05-20,280.326
2003-05-21,282.82
2003-05-22,284.431
2003-05-23,287.356
2003-05-26,290.974
2003-05-27,289.987
2003-05-28,290.065
2003-05-29,292.214
2003-05-30,293.729
2003-06-02,296.148
2003-06-03,289.598
2003-06-04,288.286
2003-06-05,292.479
2003-06-06,296.33
2003-06-09,297.929
2003-06-10,296.1
2003-06-11,301.157
2003-06-12,297.054
2003-06-13,296.994
2003-06-16,300.822
2003-06-17,299.3
2003-06-18,296.204
2003-06-19,291.941
2003-06-20,295.376
2003-06-23,289.667
2003-06-24,288.522
2003-06-25,292.599
2003-06-26,288.362
2003-06-27,292.874
2003-06-30,290.721
2003-07-01,289.749
2003-07-02,290.833
2003-07-03,289.823
2003-07-04,288.324
2003-07-07,286.109
2003-07-08,281.112
2003-07-09,279.38
2003-07-10,281.96
2003-07-11,281.387
2003-07-14,283.022
2003-07-15,284.209
2003-07-16,282.264
2003-07-17,280.164
2003-07-18,278.85
2003-07-21,279.158
2003-07-22,277.372
2003-07-23,281.355
2003-07-24,283.895
2003-07-25,283.545
2003-07-28,284.444
2003-07-29,285.255
2003-07-30,283.049
2003-07-31,279.698
2003-08-01,277.444
2003-08-04,276.748
2003-08-05,281.362
2003-08-06,282.633
2003-08-07,287.622
2003-08-08,286.568
2003-08-11,288.715
2003-08-12,290.528
2003-08-13,293.548
2003-08-14,294.675
2003-08-15,299.209
2003-08-18,296.025
2003-08-19,298.434
2003-08-20,305.105
2003-08-21,295.927
2003-08-22,289.536
2003-08-25,287.375
2003-08-26,289.919
2003-08-27,292.073
2003-08-28,292.865
2003-08-29,294.37
2003-09-01,297.609
2003-09-02,295.352
2003-09-03,301.993
2003-09-04,303.335
2003-09-05,305.557
2003-09-08,306.509
2003-09-09,304.777
2003-09-10,302.324
2003-09-11,308.685
2003-09-12,312.184
2003-09-15,314.193
2003-09-16,309.561
2003-09-17,311.108
2003-09-18,310.729
2003-09-19,312.774
2003-09-22,310.974
2003-09-23,311.112
2003-09-24,311.086
2003-09-25,309.264
2003-09-26,307.433
2003-09-29,306.378
2003-09-30,305.545
2003-10-01,312.582
2003-10-02,315.954
2003-10-03,316.873
2003-10-06,319.02
2003-10-07,321.022
2003-10-08,323.445
2003-10-09,321.945
2003-10-10,322.042
2003-10-13,323.022
2003-10-14,324.685
2003-10-15,325.701
2003-10-16,326.732
2003-10-17,326.641
2003-10-20,325.859
2003-10-21,327.264
2003-10-22,326.026
2003-10-23,324.336
2003-10-24,327.435
2003-10-27,328.849
2003-10-28,329.865
2003-10-29,333.159
2003-10-30,333.476
2003-10-31,328.051
2003-11-03,329.156
2003-11-04,331.617
2003-11-05,328.143
2003-11-06,325.795
2003-11-07,330.103
2003-11-10,331.118
2003-11-11,328.264
2003-11-12,331.569
2003-11-13,335.662
2003-11-14,336.143
2003-11-17,333.262
2003-11-18,335.783
2003-11-19,333.677
2003-11-20,332.205
2003-11-21,332.495
2003-11-24,329.91
2003-11-25,331.113
2003-11-26,333.63
2003-11-27,333.674
2003-11-28,334.058
2003-12-01,339.926
2003-12-02,343.504
2003-12-03,345.662
2003-12-04,346.325
2003-12-05,348.81
2003-12-08,350.591
2003-12-09,353.504
2003-12-10,352.167
2003-12-11,354.437
2003-12-12,357.518
2003-12-15,359.175
2003-12-16,358.812
2003-12-17,358.474
2003-12-18,358.441
2003-12-19,355.618
2003-12-22,358.429
2003-12-23,360.733
2003-12-24,361.714
2003-12-25,361.714
2003-12-26,361.59
2003-12-29,363.564
2003-12-30,364.393
2003-12-31,366.723
2004-01-01,366.723
2004-01-02,373.995
2004-01-05,376.66
2004-01-06,382.444
2004-01-07,378.971
2004-01-08,382.257
2004-01-09,386.01
2004-01-12,383.587
2004-01-13,384.534
2004-01-14,383.75
2004-01-15,385.044
2004-01-16,380.594
2004-01-19,380.162
2004-01-20,385.767
2004-01-21,385.283
2004-01-22,391.648
2004-01-23,392.989
2004-01-26,390.757
2004-01-27,398.047
2004-01-28,393.519
2004-01-29,386.054
2004-01-30,384.539
2004-02-02,384.995
2004-02-03,389.4
2004-02-04,389.139
2004-02-05,400.512
2004-02-06,405.567
2004-02-09,403.834
2004-02-10,400.661
2004-02-11,399.77
2004-02-12,405.017
2004-02-13,400.026
2004-02-16,399.456
2004-02-17,399.789
2004-02-18,399.769
2004-02-19,394.698
2004-02-20,390.027
2004-02-23,392.863
2004-02-24,394.629
2004-02-25,388.266
2004-02-26,389.294
2004-02-27,385.899
2004-03-01,393.83
2004-03-02,389.202
2004-03-03,384.757
2004-03-04,384.796
2004-03-05,393.487
2004-03-08,392.144
2004-03-09,392.999
2004-03-10,385.751
2004-03-11,380.487
2004-03-12,379.936
2004-03-15,380.394
2004-03-16,384.958
2004-03-17,382.593
2004-03-18,386.585
2004-03-19,385.371
2004-03-22,382.4
2004-03-23,384.251
2004-03-24,381.062
2004-03-25,378.315
2004-03-26,377.704
2004-03-29,382.392
2004-03-30,380.713
2004-03-31,382.924
2004-04-01,384.849
2004-04-02,382.803
2004-04-05,378.839
2004-04-06,377.105
2004-04-07,381.549
2004-04-08,379.542
2004-04-09,379.542
2004-04-12,378.45
2004-04-13,376.463
2004-04-14,374.203
2004-04-15,372.071
2004-04-16,378.474
2004-04-19,377.184
2004-04-20,376.399
2004-04-21,371.506
2004-04-22,371.247
2004-04-23,369.477
2004-04-26,371.536
2004-04-27,375.767
2004-04-28,370.79
2004-04-29,370.161
2004-04-30,373.764
2004-05-03,373.055
2004-05-04,383.473
2004-05-05,384.794
2004-05-06,375.607
2004-05-07,370.39
2004-05-10,365.545
2004-05-11,365.654
2004-05-12,367.888
2004-05-13,370.752
2004-05-14,371.275
2004-05-17,372.437
2004-05-18,374.016
2004-05-19,377.064
2004-05-20,373.728
2004-05-21,376.111
2004-05-24,373.561
2004-05-25,375.322
2004-05-26,375.692
2004-05-27,381.921
2004-05-28,377.974
2004-05-31,377.974
2004-06-01,380.849
2004-06-02,380.883
2004-06-03,381.375
2004-06-04,384.55
2004-06-07,389.275
2004-06-08,388.21
2004-06-09,374.78
2004-06-10,378.563
2004-06-11,377.126
2004-06-14,376.113
2004-06-15,376.942
2004-06-16,377.02
2004-06-17,377.239
2004-06-18,383.54
2004-06-21,384.777
2004-06-22,383.737
2004-06-23,384.629
2004-06-24,386.491
2004-06-25,384.303
2004-06-28,388.524
2004-06-29,387.834
2004-06-30,390.763
2004-07-01,391.998
2004-07-02,394.801
2004-07-05,395.634
2004-07-06,394.268
2004-07-07,398.385
2004-07-08,399.087
2004-07-09,397.574
2004-07-12,397.522
2004-07-13,396.218
2004-07-14,396.781
2004-07-15,394.879
2004-07-16,397.699
2004-07-19,398.383
2004-07-20,396.08
2004-07-21,389.713
2004-07-22,389.967
2004-07-23,384.503
2004-07-26,385.055
2004-07-27,381.657
2004-07-28,380.412
2004-07-29,383.468
2004-07-30,383.563
2004-08-02,383.642
2004-08-03,386.446
2004-08-04,384.541
2004-08-05,386.879
2004-08-06,392.898
2004-08-09,389.88
2004-08-10,394.256
2004-08-11,388.544
2004-08-12,389.81
2004-08-13,391.899
2004-08-16,393.641
2004-08-17,393.536
2004-08-18,394.441
2004-08-19,397.033
2004-08-20,396.469
2004-08-23,396.254
2004-08-24,392.59
2004-08-25,392.818
2004-08-26,395.22
2004-08-27,393.764
2004-08-30,396.554
2004-08-31,400.146
2004-09-01,403.153
2004-09-02,404.652
2004-09-03,403.78
2004-09-06,408.07
2004-09-07,407.138
2004-09-08,410.96
2004-09-09,412.594
2004-09-10,418.241
2004-09-13,417.212
2004-09-14,412.855
2004-09-15,405.604
2004-09-16,405.215
2004-09-17,407.558
2004-09-20,405.923
2004-09-21,413.18
2004-09-22,410.507
2004-09-23,413.983
2004-09-24,411.769
2004-09-27,413.172
2004-09-28,413.876
2004-09-29,418.65
2004-09-30,424.937
2004-10-01,425.315
2004-10-04,424.142
2004-10-05,426.563
2004-10-06,427.247
2004-10-07,424.199
2004-10-08,427.336
2004-10-11,427.127
2004-10-12,423.417
2004-10-13,423.49
2004-10-14,428.219
2004-10-15,430.264
2004-10-18,430.926
2004-10-19,434.59
2004-10-20,434.912
2004-10-21,437.685
2004-10-22,439.752
2004-10-25,439.617
2004-10-26,444.394
2004-10-27,447.428
2004-10-28,446.529
2004-10-29,447.798
2004-11-01,451.737
2004-11-02,454.586
2004-11-03,457.053
2004-11-04,461.425
2004-11-05,464.937
2004-11-08,463.4
2004-11-09,461.873
2004-11-10,464.455
2004-11-11,467.529
2004-11-12,471.506
2004-11-15,474.106
2004-11-16,474.513
2004-11-17,477.787
2004-11-18,477.334
2004-11-19,479.529
2004-11-22,478.1
2004-11-23,482.864
2004-11-24,490.464
2004-11-25,496.496
2004-11-26,497.447
2004-11-29,496.357
2004-11-30,494.393
2004-12-01,500.804
2004-12-02,501.765
2004-12-03,503.756
2004-12-06,504.188
2004-12-07,505.697
2004-12-08,499.248
2004-12-09,496.34
2004-12-10,496.713
2004-12-13,504.461
2004-12-14,491.559
2004-12-15,497.598
2004-12-16,488.48
2004-12-17,483.977
2004-12-20,493.335
2004-12-21,494.199
2004-12-22,498.271
2004-12-23,505.216
2004-12-24,506.411
2004-12-27,509.823
2004-12-28,507.151
2004-12-29,507.465
2004-12-30,511.511
2004-12-31,510.151
2005-01-03,511.789
2005-01-04,506.827
2005-01-05,505.062
2005-01-06,501.784
2005-01-07,499.069
2005-01-10,499.515
2005-01-11,500.327
2005-01-12,503.138
2005-01-13,501.25
2005-01-14,498.428
2005-01-17,497.241
2005-01-18,495.926
2005-01-19,498.25
2005-01-20,491.104
2005-01-21,492.611
2005-01-24,490.912
2005-01-25,494.836
2005-01-26,498.037
2005-01-27,491.308
2005-01-28,493.685
2005-01-31,496.475
2005-02-01,502.277
2005-02-02,505.138
2005-02-03,501.202
2005-02-04,504.422
2005-02-07,504.46
2005-02-08,503.902
2005-02-09,503.333
2005-02-10,508.973
2005-02-11,512.484
2005-02-14,517.743
2005-02-15,518.601
2005-02-16,516.024
2005-02-17,522.281
2005-02-18,523.361
2005-02-21,519.604
2005-02-22,523.006
2005-02-23,522.541
2005-02-24,522.851
2005-02-25,522.899
2005-02-28,530.511
2005-03-01,531.611
2005-03-02,528.341
2005-03-03,529.499
2005-03-04,534.861
2005-03-07,535.896
2005-03-08,539.385
2005-03-09,538.072
2005-03-10,534.754
2005-03-11,538.349
2005-03-14,535.25
2005-03-15,537.851
2005-03-16,540.067
2005-03-17,541.873
2005-03-18,538.651
2005-03-21,530.071
2005-03-22,532.144
2005-03-23,518.657
2005-03-24,516.802
2005-03-25,516.802
2005-03-28,513.18
2005-03-29,519.078
2005-03-30,516.062
2005-03-31,526.73
2005-04-01,531.824
2005-04-04,526.237
2005-04-05,535.061
2005-04-06,537.815
2005-04-07,542.937
2005-04-08,539.916
2005-04-11,542.804
2005-04-12,540.659
2005-04-13,540.202
2005-04-14,536.778
2005-04-15,535.443
2005-04-18,537.786
2005-04-19,545.966
2005-04-20,542.0
2005-04-21,544.983
2005-04-22,543.81
2005-04-25,546.109
2005-04-26,542.719
2005-04-27,531.957
2005-04-28,524.051
2005-04-29,528.849
2005-05-02,530.039
2005-05-03,536.792
2005-05-04,538.076
2005-05-05,537.393
2005-05-06,538.834
2005-05-09,535.1
2005-05-10,538.99
2005-05-11,539.385
2005-05-12,532.802
2005-05-13,531.912
2005-05-16,530.861
2005-05-17,531.347
2005-05-18,532.184
2005-05-19,530.55
2005-05-20,533.048
2005-05-23,536.895
2005-05-24,540.199
2005-05-25,541.138
2005-05-26,537.848
2005-05-27,542.508
2005-05-30,540.724
2005-05-31,536.843
2005-06-01,531.538
2005-06-02,531.575
2005-06-03,530.809
2005-06-06,529.146
2005-06-07,532.912
2005-06-08,537.582
2005-06-09,531.763
2005-06-10,534.612
2005-06-13,532.608
2005-06-14,535.12
2005-06-15,539.986
2005-06-16,544.352
2005-06-17,558.853
2005-06-20,550.855
2005-06-21,548.92
2005-06-22,549.396
2005-06-23,548.114
2005-06-24,549.199
2005-06-27,547.227
2005-06-28,540.903
2005-06-29,543.373
2005-06-30,546.389
2005-07-01,540.706
2005-07-04,540.716
2005-07-05,546.043
2005-07-06,545.046
2005-07-07,541.629
2005-07-08,546.439
2005-07-11,554.847
2005-07-12,559.351
2005-07-13,555.034
2005-07-14,555.666
2005-07-15,554.458
2005-07-18,554.5
2005-07-19,554.247
2005-07-20,549.739
2005-07-21,556.541
2005-07-22,557.646
2005-07-25,556.901
2005-07-26,556.029
2005-07-27,564.136
2005-07-28,568.27
2005-07-29,570.415
2005-08-01,574.271
2005-08-02,575.975
2005-08-03,578.837
2005-08-04,577.918
2005-08-05,575.036
2005-08-08,578.048
2005-08-09,581.421
2005-08-10,578.401
2005-08-11,578.33
2005-08-12,575.332
2005-08-15,571.481
2005-08-16,572.598
2005-08-17,595.85
2005-08-18,585.986
2005-08-19,590.328
2005-08-22,591.457
2005-08-23,591.335
2005-08-24,586.775
2005-08-25,584.467
2005-08-26,584.315
2005-08-29,581.383
2005-08-30,583.106
2005-08-31,589.987
2005-09-01,593.832
2005-09-02,599.905
2005-09-05,597.079
2005-09-06,599.317
2005-09-07,595.839
2005-09-08,593.838
2005-09-09,594.893
2005-09-12,589.66
2005-09-13,587.452
2005-09-14,589.726
2005-09-15,597.696
2005-09-16,603.61
2005-09-19,598.593
2005-09-20,603.507
2005-09-21,608.982
2005-09-22,601.506
2005-09-23,597.306
2005-09-26,597.51
2005-09-27,595.195
2005-09-28,596.899
2005-09-29,599.99
2005-09-30,601.897
2005-10-03,591.711
2005-10-04,595.764
2005-10-05,599.25
2005-10-06,609.092
2005-10-07,608.061
2005-10-10,604.789
2005-10-11,599.942
2005-10-12,599.946
2005-10-13,586.282
2005-10-14,592.671
2005-10-17,594.808
2005-10-18,589.409
2005-10-19,580.903
2005-10-20,584.48
2005-10-21,580.563
2005-10-24,589.819
2005-10-25,600.391
2005-10-26,602.973
2005-10-27,603.031
2005-10-28,602.312
2005-10-31,602.932
2005-11-01,609.94
2005-11-02,611.685
2005-11-03,614.801
2005-11-04,606.039
2005-11-07,602.723
