Date,AUSTRALIA SMID GROWTH SMID (Small+Mid Cap)
2001-06-29,234.567
2001-07-02,232.242
2001-07-03,234.92
2001-07-04,236.935
2001-07-05,235.945
2001-07-06,230.762
2001-07-09,229.833
2001-07-10,232.434
2001-07-11,231.087
2001-07-12,232.573
2001-07-13,235.336
2001-07-16,237.372
2001-07-17,234.422
2001-07-18,237.272
2001-07-19,236.515
2001-07-20,232.825
2001-07-23,232.701
2001-07-24,231.517
2001-07-25,229.705
2001-07-26,228.035
2001-07-27,228.09
2001-07-30,229.35
2001-07-31,230.022
2001-08-01,235.369
2001-08-02,238.815
2001-08-03,238.901
2001-08-06,239.81
2001-08-07,238.724
2001-08-08,239.735
2001-08-09,239.022
2001-08-10,238.221
2001-08-13,239.886
2001-08-14,239.457
2001-08-15,243.235
2001-08-16,241.378
2001-08-17,245.712
2001-08-20,240.977
2001-08-21,241.769
2001-08-22,244.608
2001-08-23,242.449
2001-08-24,242.354
2001-08-27,243.286
2001-08-28,245.845
2001-08-29,244.811
2001-08-30,245.067
2001-08-31,238.941
2001-09-03,239.011
2001-09-04,238.414
2001-09-05,236.98
2001-09-06,239.35
2001-09-07,237.43
2001-09-10,233.505
2001-09-11,236.239
2001-09-12,226.339
2001-09-13,225.873
2001-09-14,220.596
2001-09-17,201.627
2001-09-18,200.72
2001-09-19,203.255
2001-09-20,199.369
2001-09-21,195.183
2001-09-24,194.331
2001-09-25,197.104
2001-09-26,196.994
2001-09-27,196.942
2001-09-28,204.46
2001-10-01,206.417
2001-10-02,209.267
2001-10-03,210.956
2001-10-04,211.809
2001-10-05,217.495
2001-10-08,217.607
2001-10-09,215.921
2001-10-10,215.487
2001-10-11,216.192
2001-10-12,216.719
2001-10-15,220.64
2001-10-16,221.564
2001-10-17,223.81
2001-10-18,220.636
2001-10-19,219.621
2001-10-22,221.061
2001-10-23,222.836
2001-10-24,223.704
2001-10-25,225.08
2001-10-26,224.717
2001-10-29,226.136
2001-10-30,226.76
2001-10-31,224.902
2001-11-01,228.132
2001-11-02,229.187
2001-11-05,228.002
2001-11-06,232.973
2001-11-07,232.322
2001-11-08,233.64
2001-11-09,230.421
2001-11-12,233.212
2001-11-13,232.797
2001-11-14,233.938
2001-11-15,232.063
2001-11-16,233.331
2001-11-19,235.522
2001-11-20,234.638
2001-11-21,233.416
2001-11-22,231.96
2001-11-23,233.032
2001-11-26,233.294
2001-11-27,235.259
2001-11-28,235.141
2001-11-29,232.125
2001-11-30,232.274
2001-12-03,229.252
2001-12-04,227.874
2001-12-05,228.894
2001-12-06,229.787
2001-12-07,229.174
2001-12-10,227.547
2001-12-11,227.202
2001-12-12,226.854
2001-12-13,227.598
2001-12-14,227.488
2001-12-17,226.534
2001-12-18,226.481
2001-12-19,226.139
2001-12-20,223.069
2001-12-21,225.001
2001-12-24,226.59
2001-12-25,226.59
2001-12-26,226.434
2001-12-27,228.497
2001-12-28,230.619
2001-12-31,231.66
2002-01-01,231.66
2002-01-02,234.047
2002-01-03,232.382
2002-01-04,234.857
2002-01-07,234.226
2002-01-08,236.188
2002-01-09,236.667
2002-01-10,235.735
2002-01-11,235.53
2002-01-14,233.261
2002-01-15,232.413
2002-01-16,232.84
2002-01-17,229.929
2002-01-18,230.185
2002-01-21,231.681
2002-01-22,233.281
2002-01-23,233.738
2002-01-24,233.18
2002-01-25,232.431
2002-01-28,231.779
2002-01-29,231.827
2002-01-30,227.371
2002-01-31,230.306
2002-02-01,230.986
2002-02-04,232.365
2002-02-05,231.65
2002-02-06,230.694
2002-02-07,229.839
2002-02-08,232.96
2002-02-11,234.752
2002-02-12,233.473
2002-02-13,233.261
2002-02-14,236.138
2002-02-15,236.07
2002-02-18,236.795
2002-02-19,235.638
2002-02-20,234.094
2002-02-21,233.975
2002-02-22,233.417
2002-02-25,231.941
2002-02-26,232.54
2002-02-27,230.454
2002-02-28,229.701
2002-03-01,230.987
2002-03-04,232.084
2002-03-05,233.026
2002-03-06,234.381
2002-03-07,238.31
2002-03-08,237.736
2002-03-11,237.993
2002-03-12,236.596
2002-03-13,236.346
2002-03-14,238.505
2002-03-15,238.353
2002-03-18,238.86
2002-03-19,238.325
2002-03-20,241.556
2002-03-21,241.783
2002-03-22,242.411
2002-03-25,241.027
2002-03-26,237.694
2002-03-27,238.821
2002-03-28,242.166
2002-03-29,242.166
2002-04-01,242.597
2002-04-02,240.562
2002-04-03,239.352
2002-04-04,239.512
2002-04-05,239.216
2002-04-08,237.129
2002-04-09,236.703
2002-04-10,238.088
2002-04-11,238.66
2002-04-12,237.755
2002-04-15,236.38
2002-04-16,237.106
2002-04-17,239.698
2002-04-18,240.471
2002-04-19,240.923
2002-04-22,240.481
2002-04-23,238.488
2002-04-24,237.493
2002-04-25,238.501
2002-04-26,239.586
2002-04-29,236.347
2002-04-30,233.644
2002-05-01,234.942
2002-05-02,235.166
2002-05-03,234.804
2002-05-06,233.512
2002-05-07,232.15
2002-05-08,233.57
2002-05-09,233.29
2002-05-10,233.004
2002-05-13,231.599
2002-05-14,231.73
2002-05-15,234.832
2002-05-16,237.91
2002-05-17,242.414
2002-05-20,240.587
2002-05-21,240.514
2002-05-22,242.984
2002-05-23,241.725
2002-05-24,242.892
2002-05-27,243.319
2002-05-28,244.299
2002-05-29,245.78
2002-05-30,246.671
2002-05-31,248.027
2002-06-03,250.162
2002-06-04,249.155
2002-06-05,246.387
2002-06-06,248.265
2002-06-07,248.057
2002-06-10,246.413
2002-06-11,242.47
2002-06-12,242.8
2002-06-13,241.753
2002-06-14,236.313
2002-06-17,234.782
2002-06-18,238.466
2002-06-19,238.343
2002-06-20,240.379
2002-06-21,241.045
2002-06-24,241.089
2002-06-25,238.258
2002-06-26,232.291
2002-06-27,233.838
2002-06-28,234.332
2002-07-01,232.319
2002-07-02,231.831
2002-07-03,229.388
2002-07-04,228.972
2002-07-05,229.246
2002-07-08,232.949
2002-07-09,234.82
2002-07-10,231.569
2002-07-11,224.988
2002-07-12,225.548
2002-07-15,225.591
2002-07-16,222.208
2002-07-17,215.682
2002-07-18,217.16
2002-07-19,215.12
2002-07-22,212.778
2002-07-23,210.048
2002-07-24,202.711
2002-07-25,207.553
2002-07-26,204.732
2002-07-29,206.671
2002-07-30,211.529
2002-07-31,211.998
2002-08-01,209.204
2002-08-02,206.968
2002-08-05,201.815
2002-08-06,197.776
2002-08-07,202.804
2002-08-08,203.498
2002-08-09,206.353
2002-08-12,208.064
2002-08-13,207.274
2002-08-14,206.217
2002-08-15,210.952
2002-08-16,214.814
2002-08-19,214.546
2002-08-20,218.291
2002-08-21,217.445
2002-08-22,217.118
2002-08-23,217.814
2002-08-26,219.596
2002-08-27,224.086
2002-08-28,223.571
2002-08-29,221.807
2002-08-30,223.015
2002-09-02,223.547
2002-09-03,221.174
2002-09-04,217.072
2002-09-05,216.069
2002-09-06,215.411
2002-09-09,217.183
2002-09-10,215.681
2002-09-11,216.919
2002-09-12,218.638
2002-09-13,218.507
2002-09-16,217.136
2002-09-17,218.446
2002-09-18,217.197
2002-09-19,216.188
2002-09-20,213.389
2002-09-23,209.462
2002-09-24,207.822
2002-09-25,205.515
2002-09-26,206.174
2002-09-27,208.363
2002-09-30,206.795
2002-10-01,205.108
2002-10-02,204.739
2002-10-03,203.445
2002-10-04,202.053
2002-10-07,200.799
2002-10-08,200.148
2002-10-09,199.794
2002-10-10,198.509
2002-10-11,200.873
2002-10-14,200.836
2002-10-15,201.982
2002-10-16,203.107
2002-10-17,202.288
2002-10-18,201.972
2002-10-21,202.695
2002-10-22,203.996
2002-10-23,205.418
2002-10-24,206.691
2002-10-25,205.824
2002-10-28,207.337
2002-10-29,207.089
2002-10-30,203.968
2002-10-31,205.839
2002-11-01,206.205
2002-11-04,209.461
2002-11-05,210.235
2002-11-06,209.86
2002-11-07,211.138
2002-11-08,209.055
2002-11-11,203.933
2002-11-12,204.003
2002-11-13,201.38
2002-11-14,202.727
2002-11-15,204.142
2002-11-18,204.565
2002-11-19,202.68
2002-11-20,201.78
2002-11-21,205.662
2002-11-22,207.679
2002-11-25,204.716
2002-11-26,204.971
2002-11-27,203.995
2002-11-28,207.932
2002-11-29,210.095
2002-12-02,211.468
2002-12-03,209.141
2002-12-04,206.33
2002-12-05,207.115
2002-12-06,207.485
2002-12-09,208.783
2002-12-10,206.608
2002-12-11,204.588
2002-12-12,206.239
2002-12-13,206.287
2002-12-16,206.174
2002-12-17,208.947
2002-12-18,208.694
2002-12-19,209.581
2002-12-20,209.003
2002-12-23,212.207
2002-12-24,212.379
2002-12-25,212.379
2002-12-26,212.379
2002-12-27,211.917
2002-12-30,212.515
2002-12-31,214.026
2003-01-01,214.026
2003-01-02,214.688
2003-01-03,216.509
2003-01-06,222.625
2003-01-07,222.304
2003-01-08,221.321
2003-01-09,221.629
2003-01-10,223.469
2003-01-13,224.652
2003-01-14,227.185
2003-01-15,226.902
2003-01-16,226.742
2003-01-17,228.097
2003-01-20,228.452
2003-01-21,226.524
2003-01-22,224.203
2003-01-23,225.72
2003-01-24,226.192
2003-01-27,225.371
2003-01-28,221.492
2003-01-29,222.003
2003-01-30,220.033
2003-01-31,220.27
2003-02-03,216.979
2003-02-04,219.771
2003-02-05,219.11
2003-02-06,217.286
2003-02-07,217.103
2003-02-10,215.082
2003-02-11,212.479
2003-02-12,214.036
2003-02-13,213.634
2003-02-14,212.38
2003-02-17,213.483
2003-02-18,213.511
2003-02-19,214.646
2003-02-20,212.966
2003-02-21,212.58
2003-02-24,215.156
2003-02-25,211.732
2003-02-26,215.261
2003-02-27,215.991
2003-02-28,217.085
2003-03-03,219.528
2003-03-04,217.945
2003-03-05,217.817
2003-03-06,216.15
2003-03-07,214.343
2003-03-10,213.929
2003-03-11,208.117
2003-03-12,203.118
2003-03-13,202.428
2003-03-14,205.882
2003-03-17,205.561
2003-03-18,210.243
2003-03-19,211.728
2003-03-20,212.792
2003-03-21,212.23
2003-03-24,212.629
2003-03-25,213.403
2003-03-26,215.768
2003-03-27,216.55
2003-03-28,216.755
2003-03-31,217.373
2003-04-01,215.539
2003-04-02,214.722
2003-04-03,215.828
2003-04-04,219.643
2003-04-07,222.859
2003-04-08,222.815
2003-04-09,223.299
2003-04-10,226.317
2003-04-11,226.926
2003-04-14,225.498
2003-04-15,226.154
2003-04-16,229.574
2003-04-17,229.543
2003-04-18,229.543
2003-04-21,229.002
2003-04-22,233.508
2003-04-23,234.078
2003-04-24,234.517
2003-04-25,233.531
2003-04-28,233.386
2003-04-29,235.706
2003-04-30,239.614
2003-05-01,242.965
2003-05-02,240.28
2003-05-05,242.753
2003-05-06,243.973
2003-05-07,244.82
2003-05-08,246.976
2003-05-09,248.304
2003-05-12,250.458
2003-05-13,250.133
2003-05-14,247.022
2003-05-15,244.45
2003-05-16,245.966
2003-05-19,249.281
2003-05-20,247.564
2003-05-21,248.459
2003-05-22,248.193
2003-05-23,248.656
2003-05-26,250.158
2003-05-27,248.372
2003-05-28,244.796
2003-05-29,243.624
2003-05-30,245.364
2003-06-02,247.92
2003-06-03,247.738
2003-06-04,250.759
2003-06-05,253.406
2003-06-06,252.947
2003-06-09,252.016
2003-06-10,252.38
2003-06-11,254.207
2003-06-12,255.757
2003-06-13,257.899
2003-06-16,258.991
2003-06-17,261.69
2003-06-18,260.104
2003-06-19,259.083
2003-06-20,258.908
2003-06-23,257.618
2003-06-24,256.298
2003-06-25,259.783
2003-06-26,255.78
2003-06-27,256.348
2003-06-30,257.298
2003-07-01,260.188
2003-07-02,261.511
2003-07-03,264.067
2003-07-04,262.124
2003-07-07,263.025
2003-07-08,258.043
2003-07-09,254.376
2003-07-10,256.278
2003-07-11,256.778
2003-07-14,259.056
2003-07-15,257.112
2003-07-16,260.161
2003-07-17,257.918
2003-07-18,255.163
2003-07-21,257.763
2003-07-22,256.505
2003-07-23,260.402
2003-07-24,264.524
2003-07-25,265.693
2003-07-28,267.151
2003-07-29,267.129
2003-07-30,262.179
2003-07-31,262.772
2003-08-01,266.468
2003-08-04,264.474
2003-08-05,262.759
2003-08-06,263.926
2003-08-07,265.736
2003-08-08,266.948
2003-08-11,268.425
2003-08-12,268.361
2003-08-13,268.802
2003-08-14,267.945
2003-08-15,268.532
2003-08-18,267.973
2003-08-19,269.445
2003-08-20,273.238
2003-08-21,270.276
2003-08-22,269.488
2003-08-25,271.276
2003-08-26,267.092
2003-08-27,264.721
2003-08-28,267.061
2003-08-29,272.087
2003-09-01,272.869
2003-09-02,272.48
2003-09-03,272.54
2003-09-04,273.822
2003-09-05,274.66
2003-09-08,276.395
2003-09-09,281.733
2003-09-10,282.336
2003-09-11,279.829
2003-09-12,281.105
2003-09-15,283.023
2003-09-16,283.778
2003-09-17,285.272
2003-09-18,287.785
2003-09-19,292.857
2003-09-22,295.384
2003-09-23,293.613
2003-09-24,295.554
2003-09-25,294.972
2003-09-26,292.116
2003-09-29,289.594
2003-09-30,292.661
2003-10-01,293.845
2003-10-02,297.864
2003-10-03,299.534
2003-10-06,300.382
2003-10-07,305.029
2003-10-08,309.498
2003-10-09,310.477
2003-10-10,311.929
2003-10-13,313.041
2003-10-14,314.103
2003-10-15,312.977
2003-10-16,315.001
2003-10-17,315.54
2003-10-20,315.597
2003-10-21,320.161
2003-10-22,322.369
2003-10-23,317.487
2003-10-24,317.518
2003-10-27,317.316
2003-10-28,318.643
2003-10-29,321.802
2003-10-30,323.97
2003-10-31,325.583
2003-11-03,321.72
2003-11-04,320.242
2003-11-05,323.839
2003-11-06,324.985
2003-11-07,325.985
2003-11-10,330.381
2003-11-11,328.629
2003-11-12,327.438
2003-11-13,330.501
2003-11-14,328.923
2003-11-17,324.047
2003-11-18,326.007
2003-11-19,325.425
2003-11-20,325.443
2003-11-21,324.062
2003-11-24,320.564
2003-11-25,322.892
2003-11-26,326.258
2003-11-27,325.312
2003-11-28,328.171
2003-12-01,328.369
2003-12-02,333.536
2003-12-03,337.93
2003-12-04,337.668
2003-12-05,338.647
2003-12-08,340.85
2003-12-09,338.531
2003-12-10,338.553
2003-12-11,332.058
2003-12-12,337.396
2003-12-15,340.913
2003-12-16,340.16
2003-12-17,340.016
2003-12-18,337.546
2003-12-19,336.997
2003-12-22,337.646
2003-12-23,339.63
2003-12-24,344.603
2003-12-25,344.603
2003-12-26,343.907
2003-12-29,346.406
2003-12-30,351.506
2003-12-31,354.851
2004-01-01,354.851
2004-01-02,355.9
2004-01-05,358.919
2004-01-06,364.193
2004-01-07,361.769
2004-01-08,361.571
2004-01-09,363.461
2004-01-12,361.542
2004-01-13,361.653
2004-01-14,361.118
2004-01-15,358.113
2004-01-16,355.432
2004-01-19,351.558
2004-01-20,359.82
2004-01-21,363.614
2004-01-22,368.156
2004-01-23,368.517
2004-01-26,367.378
2004-01-27,367.076
2004-01-28,362.371
2004-01-29,351.952
2004-01-30,352.725
2004-02-02,351.671
2004-02-03,353.717
2004-02-04,350.977
2004-02-05,353.128
2004-02-06,357.138
2004-02-09,361.921
2004-02-10,365.05
2004-02-11,367.949
2004-02-12,374.805
2004-02-13,376.641
2004-02-16,378.052
2004-02-17,381.565
2004-02-18,383.814
2004-02-19,381.457
2004-02-20,373.981
2004-02-23,370.087
2004-02-24,371.591
2004-02-25,370.632
2004-02-26,367.166
2004-02-27,371.197
2004-03-01,374.902
2004-03-02,373.808
2004-03-03,361.367
2004-03-04,363.238
2004-03-05,369.266
2004-03-08,367.758
2004-03-09,371.289
2004-03-10,362.925
2004-03-11,353.393
2004-03-12,349.346
2004-03-15,350.963
2004-03-16,356.383
2004-03-17,355.544
2004-03-18,361.983
2004-03-19,363.82
2004-03-22,363.106
2004-03-23,362.005
2004-03-24,360.369
2004-03-25,357.927
2004-03-26,363.039
2004-03-29,365.069
2004-03-30,369.044
2004-03-31,373.206
2004-04-01,378.804
2004-04-02,375.192
2004-04-05,374.11
2004-04-06,377.403
2004-04-07,379.185
2004-04-08,376.712
2004-04-09,376.712
2004-04-12,378.639
2004-04-13,373.208
2004-04-14,360.576
2004-04-15,361.212
2004-04-16,366.16
2004-04-19,368.615
2004-04-20,366.493
2004-04-21,362.068
2004-04-22,359.337
2004-04-23,363.55
2004-04-26,364.099
2004-04-27,364.317
2004-04-28,361.034
2004-04-29,352.329
2004-04-30,352.816
2004-05-03,348.909
2004-05-04,353.773
2004-05-05,357.18
2004-05-06,353.985
2004-05-07,341.67
2004-05-10,329.497
2004-05-11,330.695
2004-05-12,335.418
2004-05-13,330.037
2004-05-14,329.146
2004-05-17,329.498
2004-05-18,328.429
2004-05-19,336.341
2004-05-20,332.845
2004-05-21,338.608
2004-05-24,337.131
2004-05-25,339.582
2004-05-26,343.839
2004-05-27,352.942
2004-05-28,351.096
2004-05-31,353.351
2004-06-01,351.448
2004-06-02,347.958
2004-06-03,342.323
2004-06-04,344.394
2004-06-07,352.321
2004-06-08,349.918
2004-06-09,345.483
2004-06-10,348.791
2004-06-11,346.791
2004-06-14,346.616
2004-06-15,343.619
2004-06-16,344.335
2004-06-17,344.132
2004-06-18,349.874
2004-06-21,350.805
2004-06-22,347.615
2004-06-23,349.729
2004-06-24,354.862
2004-06-25,355.013
2004-06-28,355.199
2004-06-29,351.114
2004-06-30,355.312
2004-07-01,360.334
2004-07-02,365.61
2004-07-05,367.166
2004-07-06,371.835
2004-07-07,376.054
2004-07-08,376.614
2004-07-09,375.469
2004-07-12,378.321
2004-07-13,376.304
2004-07-14,373.331
2004-07-15,372.911
2004-07-16,378.174
2004-07-19,379.709
2004-07-20,377.511
2004-07-21,372.104
2004-07-22,372.089
2004-07-23,367.424
2004-07-26,366.444
2004-07-27,365.071
2004-07-28,363.947
2004-07-29,362.701
2004-07-30,367.761
2004-08-02,372.445
2004-08-03,372.34
2004-08-04,370.564
2004-08-05,370.268
2004-08-06,377.099
2004-08-09,375.305
2004-08-10,374.3
2004-08-11,372.933
2004-08-12,372.324
2004-08-13,372.354
2004-08-16,373.024
2004-08-17,371.882
2004-08-18,371.872
2004-08-19,379.72
2004-08-20,382.628
2004-08-23,382.919
2004-08-24,377.561
2004-08-25,379.849
2004-08-26,379.745
2004-08-27,383.205
2004-08-30,380.755
2004-08-31,386.848
2004-09-01,387.167
2004-09-02,383.767
2004-09-03,380.407
2004-09-06,381.159
2004-09-07,382.373
2004-09-08,383.466
2004-09-09,379.775
2004-09-10,386.499
2004-09-13,386.718
2004-09-14,393.625
2004-09-15,388.291
2004-09-16,390.244
2004-09-17,389.302
2004-09-20,390.049
2004-09-21,391.911
2004-09-22,396.216
2004-09-23,400.478
2004-09-24,399.401
2004-09-27,400.483
2004-09-28,404.246
2004-09-29,404.679
2004-09-30,411.209
2004-10-01,409.761
2004-10-04,410.126
2004-10-05,412.729
2004-10-06,414.922
2004-10-07,416.026
2004-10-08,418.54
2004-10-11,419.879
2004-10-12,420.654
2004-10-13,419.436
2004-10-14,423.405
2004-10-15,424.076
2004-10-18,421.516
2004-10-19,423.093
2004-10-20,427.872
2004-10-21,432.187
2004-10-22,435.065
2004-10-25,437.107
2004-10-26,439.514
2004-10-27,446.452
2004-10-28,449.245
2004-10-29,451.653
2004-11-01,454.388
2004-11-02,454.031
2004-11-03,461.793
2004-11-04,465.806
2004-11-05,468.174
2004-11-08,465.357
2004-11-09,467.581
2004-11-10,469.855
2004-11-11,471.611
2004-11-12,474.507
2004-11-15,477.316
2004-11-16,478.982
2004-11-17,482.873
2004-11-18,482.202
2004-11-19,486.094
2004-11-22,481.061
2004-11-23,485.161
2004-11-24,489.411
2004-11-25,494.806
2004-11-26,491.926
2004-11-29,490.671
2004-11-30,483.64
2004-12-01,479.908
2004-12-02,483.342
2004-12-03,483.211
2004-12-06,485.51
2004-12-07,482.777
2004-12-08,462.147
2004-12-09,458.897
2004-12-10,459.271
2004-12-13,464.654
2004-12-14,466.621
2004-12-15,472.096
2004-12-16,470.701
2004-12-17,475.298
2004-12-20,481.743
2004-12-21,485.161
2004-12-22,488.547
2004-12-23,488.419
2004-12-24,493.704
2004-12-27,497.066
2004-12-28,497.322
2004-12-29,495.581
2004-12-30,499.377
2004-12-31,504.484
2005-01-03,499.947
2005-01-04,496.613
2005-01-05,493.365
2005-01-06,490.299
2005-01-07,492.18
2005-01-10,494.778
2005-01-11,497.575
2005-01-12,502.855
2005-01-13,503.273
2005-01-14,500.018
2005-01-17,500.643
2005-01-18,497.564
2005-01-19,499.669
2005-01-20,497.351
2005-01-21,500.767
2005-01-24,502.366
2005-01-25,499.225
2005-01-26,505.623
2005-01-27,509.77
2005-01-28,508.413
2005-01-31,514.547
2005-02-01,515.36
2005-02-02,516.17
2005-02-03,514.491
2005-02-04,515.532
2005-02-07,520.074
2005-02-08,513.376
2005-02-09,514.354
2005-02-10,518.173
2005-02-11,522.279
2005-02-14,524.353
2005-02-15,521.838
2005-02-16,519.243
2005-02-17,523.588
2005-02-18,524.195
2005-02-21,525.428
2005-02-22,528.036
2005-02-23,518.189
2005-02-24,519.156
2005-02-25,519.197
2005-02-28,529.741
2005-03-01,528.136
2005-03-02,527.277
2005-03-03,529.348
2005-03-04,537.46
2005-03-07,539.446
2005-03-08,548.054
2005-03-09,545.729
2005-03-10,543.922
2005-03-11,547.017
2005-03-14,545.367
2005-03-15,546.865
2005-03-16,554.847
2005-03-17,551.969
2005-03-18,552.931
2005-03-21,552.729
2005-03-22,550.719
2005-03-23,531.455
2005-03-24,523.47
2005-03-25,523.47
2005-03-28,521.605
2005-03-29,516.511
2005-03-30,513.609
2005-03-31,519.796
2005-04-01,522.055
2005-04-04,515.654
2005-04-05,518.661
2005-04-06,515.814
2005-04-07,518.911
2005-04-08,521.763
2005-04-11,521.453
2005-04-12,521.875
2005-04-13,525.08
2005-04-14,513.329
2005-04-15,499.788
2005-04-18,487.104
2005-04-19,498.146
2005-04-20,503.99
2005-04-21,502.554
2005-04-22,509.688
2005-04-25,507.051
2005-04-26,503.823
2005-04-27,499.241
2005-04-28,497.479
2005-04-29,496.513
2005-05-02,496.376
2005-05-03,490.078
2005-05-04,485.135
2005-05-05,488.687
2005-05-06,485.535
2005-05-09,483.806
2005-05-10,485.353
2005-05-11,487.967
2005-05-12,484.463
2005-05-13,480.349
2005-05-16,471.889
2005-05-17,466.992
2005-05-18,471.148
2005-05-19,479.55
2005-05-20,478.529
2005-05-23,486.684
2005-05-24,493.403
2005-05-25,492.974
2005-05-26,491.207
2005-05-27,493.579
2005-05-30,491.079
2005-05-31,489.044
2005-06-01,488.269
2005-06-02,496.615
2005-06-03,500.961
2005-06-06,508.26
2005-06-07,509.267
2005-06-08,514.246
2005-06-09,513.038
2005-06-10,511.736
2005-06-13,511.233
2005-06-14,516.446
2005-06-15,520.194
2005-06-16,526.239
2005-06-17,537.082
2005-06-20,538.284
2005-06-21,537.236
2005-06-22,533.44
2005-06-23,528.385
2005-06-24,521.663
2005-06-27,523.492
2005-06-28,527.249
2005-06-29,523.609
2005-06-30,526.877
2005-07-01,517.259
2005-07-04,517.595
2005-07-05,511.461
2005-07-06,510.048
2005-07-07,503.329
2005-07-08,505.268
2005-07-11,512.276
2005-07-12,519.356
2005-07-13,516.207
2005-07-14,520.296
2005-07-15,515.769
2005-07-18,520.404
2005-07-19,518.198
2005-07-20,522.884
2005-07-21,535.244
2005-07-22,542.736
2005-07-25,543.89
2005-07-26,539.914
2005-07-27,537.804
2005-07-28,536.449
2005-07-29,540.39
2005-08-01,540.943
2005-08-02,545.025
2005-08-03,547.79
2005-08-04,547.957
2005-08-05,545.972
2005-08-08,547.899
2005-08-09,545.098
2005-08-10,551.095
2005-08-11,562.827
2005-08-12,563.535
2005-08-15,560.298
2005-08-16,564.68
2005-08-17,560.029
2005-08-18,550.66
2005-08-19,550.559
2005-08-22,564.736
2005-08-23,565.095
2005-08-24,562.932
2005-08-25,563.202
2005-08-26,563.262
2005-08-29,553.183
2005-08-30,553.262
2005-08-31,557.329
2005-09-01,572.696
2005-09-02,570.451
2005-09-05,572.578
2005-09-06,574.309
2005-09-07,578.232
2005-09-08,578.361
2005-09-09,577.561
2005-09-12,578.332
2005-09-13,579.187
2005-09-14,582.458
2005-09-15,577.741
2005-09-16,581.95
2005-09-19,580.451
2005-09-20,587.773
2005-09-21,588.709
2005-09-22,582.864
2005-09-23,581.96
2005-09-26,586.641
2005-09-27,584.991
2005-09-28,585.472
2005-09-29,591.43
2005-09-30,591.603
2005-10-03,590.545
2005-10-04,588.943
2005-10-05,570.179
2005-10-06,556.68
2005-10-07,559.675
2005-10-10,565.454
2005-10-11,558.297
2005-10-12,560.017
2005-10-13,549.56
2005-10-14,550.497
2005-10-17,552.9
2005-10-18,552.787
2005-10-19,541.952
2005-10-20,541.457
2005-10-21,536.453
2005-10-24,534.372
2005-10-25,543.481
2005-10-26,551.671
2005-10-27,552.988
2005-10-28,540.789
2005-10-31,549.59
2005-11-01,548.434
2005-11-02,545.605
2005-11-03,549.705
2005-11-04,545.482
2005-11-07,544.483
