Date,AUSTRALIA SMID GROWTH SMID (Small+Mid Cap)
2005-11-08,542.659
2005-11-09,541.04
2005-11-10,543.257
2005-11-11,545.316
2005-11-14,546.103
2005-11-15,547.296
2005-11-16,547.042
2005-11-17,552.491
2005-11-18,556.992
2005-11-21,561.221
2005-11-22,557.205
2005-11-23,561.256
2005-11-24,565.683
2005-11-25,561.679
2005-11-28,566.703
2005-11-29,567.795
2005-11-30,568.977
2005-12-01,564.788
2005-12-02,573.127
2005-12-05,577.034
2005-12-06,578.862
2005-12-07,577.659
2005-12-08,573.924
2005-12-09,576.084
2005-12-12,580.587
2005-12-13,576.759
2005-12-14,582.131
2005-12-15,575.648
2005-12-16,573.91
2005-12-19,573.632
2005-12-20,569.47
2005-12-21,572.737
2005-12-22,575.206
2005-12-23,576.37
2005-12-26,576.37
2005-12-27,574.946
2005-12-28,583.432
2005-12-29,585.91
2005-12-30,587.438
2006-01-02,587.438
2006-01-03,591.541
2006-01-04,601.576
2006-01-05,600.894
2006-01-06,602.155
2006-01-09,608.095
2006-01-10,605.757
2006-01-11,610.782
2006-01-12,610.637
2006-01-13,611.603
2006-01-16,613.714
2006-01-17,615.334
2006-01-18,595.973
2006-01-19,600.876
2006-01-20,603.404
2006-01-23,603.566
2006-01-24,602.419
2006-01-25,606.483
2006-01-26,608.216
2006-01-27,610.49
2006-01-30,610.952
2006-01-31,619.418
2006-02-01,619.458
2006-02-02,612.913
2006-02-03,602.961
2006-02-06,601.673
2006-02-07,600.918
2006-02-08,588.089
2006-02-09,595.274
2006-02-10,592.899
2006-02-13,588.164
2006-02-14,593.273
2006-02-15,592.873
2006-02-16,585.828
2006-02-17,586.13
2006-02-20,595.586
2006-02-21,598.593
2006-02-22,597.971
2006-02-23,600.698
2006-02-24,597.287
2006-02-27,602.616
2006-02-28,609.868
2006-03-01,604.331
2006-03-02,615.262
2006-03-03,614.426
2006-03-06,613.12
2006-03-07,605.65
2006-03-08,604.926
2006-03-09,607.482
2006-03-10,605.013
2006-03-13,617.278
2006-03-14,619.078
2006-03-15,623.236
2006-03-16,624.291
2006-03-17,618.794
2006-03-20,617.276
2006-03-21,610.61
2006-03-22,619.073
2006-03-23,615.331
2006-03-24,612.851
2006-03-27,617.478
2006-03-28,619.833
2006-03-29,616.293
2006-03-30,625.891
2006-03-31,626.797
2006-04-03,635.192
2006-04-04,636.408
2006-04-05,644.384
2006-04-06,653.792
2006-04-07,649.509
2006-04-10,643.867
2006-04-11,648.772
2006-04-12,641.577
2006-04-13,633.542
2006-04-14,633.542
2006-04-17,644.628
2006-04-18,655.858
2006-04-19,672.114
2006-04-20,665.338
2006-04-21,666.952
2006-04-24,666.744
2006-04-25,668.897
2006-04-26,684.588
2006-04-27,686.99
2006-04-28,684.232
2006-05-01,692.053
2006-05-02,685.914
2006-05-03,694.118
2006-05-04,687.057
2006-05-05,696.678
2006-05-08,704.13
2006-05-09,709.377
2006-05-10,719.281
2006-05-11,723.992
2006-05-12,714.809
2006-05-15,688.219
2006-05-16,682.365
2006-05-17,682.812
2006-05-18,669.706
2006-05-19,658.4
2006-05-22,639.992
2006-05-23,640.836
2006-05-24,645.031
2006-05-25,641.148
2006-05-26,649.841
2006-05-29,661.242
2006-05-30,666.234
2006-05-31,650.237
2006-06-01,649.57
2006-06-02,652.477
2006-06-05,661.227
2006-06-06,644.07
2006-06-07,640.135
2006-06-08,627.477
2006-06-09,632.771
2006-06-12,630.577
2006-06-13,608.527
2006-06-14,606.432
2006-06-15,610.809
2006-06-16,628.191
2006-06-19,615.488
2006-06-20,612.082
2006-06-21,614.437
2006-06-22,624.46
2006-06-23,616.319
2006-06-26,616.848
2006-06-27,627.363
2006-06-28,616.143
2006-06-29,627.228
2006-06-30,651.553
2006-07-03,654.433
2006-07-04,657.221
2006-07-05,650.23
2006-07-06,658.801
2006-07-07,668.966
2006-07-10,664.276
2006-07-11,662.742
2006-07-12,669.022
2006-07-13,666.027
2006-07-14,648.629
2006-07-17,641.45
2006-07-18,636.349
2006-07-19,635.23
2006-07-20,648.43
2006-07-21,642.374
2006-07-24,638.29
2006-07-25,649.969
2006-07-26,643.683
2006-07-27,658.244
2006-07-28,655.415
2006-07-31,661.27
2006-08-01,656.451
2006-08-02,650.002
2006-08-03,650.715
2006-08-04,647.132
2006-08-07,647.118
2006-08-08,652.761
2006-08-09,646.997
2006-08-10,647.549
2006-08-11,648.086
2006-08-14,644.848
2006-08-15,638.013
2006-08-16,640.148
2006-08-17,648.377
2006-08-18,644.983
2006-08-21,653.128
2006-08-22,653.49
2006-08-23,654.776
2006-08-24,646.971
2006-08-25,648.349
2006-08-28,652.125
2006-08-29,654.871
2006-08-30,656.721
2006-08-31,665.483
2006-09-01,662.395
2006-09-04,675.96
2006-09-05,679.537
2006-09-06,672.536
2006-09-07,665.484
2006-09-08,657.765
2006-09-11,644.236
2006-09-12,635.797
2006-09-13,639.053
2006-09-14,648.72
2006-09-15,643.747
2006-09-18,648.865
2006-09-19,652.839
2006-09-20,643.524
2006-09-21,643.269
2006-09-22,639.078
2006-09-25,644.605
2006-09-26,648.592
2006-09-27,661.997
2006-09-28,661.474
2006-09-29,667.263
2006-10-02,672.982
2006-10-03,666.359
2006-10-04,658.89
2006-10-05,672.191
2006-10-06,670.412
2006-10-09,672.399
2006-10-10,677.468
2006-10-11,683.907
2006-10-12,686.008
2006-10-13,691.204
2006-10-16,699.319
2006-10-17,696.539
2006-10-18,701.375
2006-10-19,702.269
2006-10-20,709.246
2006-10-23,710.638
2006-10-24,708.995
2006-10-25,719.189
2006-10-26,725.748
2006-10-27,726.136
2006-10-30,731.467
2006-10-31,731.553
2006-11-01,739.858
2006-11-02,735.407
2006-11-03,733.207
2006-11-06,738.501
2006-11-07,749.779
2006-11-08,735.856
2006-11-09,730.69
2006-11-10,739.543
2006-11-13,729.12
2006-11-14,734.325
2006-11-15,736.896
2006-11-16,730.732
2006-11-17,738.763
2006-11-20,727.21
2006-11-21,737.705
2006-11-22,754.933
2006-11-23,759.167
2006-11-24,766.381
2006-11-27,769.198
2006-11-28,758.639
2006-11-29,775.797
2006-11-30,788.081
2006-12-01,785.863
2006-12-04,782.739
2006-12-05,777.895
2006-12-06,786.672
2006-12-07,786.199
2006-12-08,781.027
2006-12-11,779.871
2006-12-12,779.127
2006-12-13,784.747
2006-12-14,795.546
2006-12-15,798.855
2006-12-18,799.284
2006-12-19,800.661
2006-12-20,810.681
2006-12-21,804.966
2006-12-22,807.251
2006-12-25,807.302
2006-12-26,805.603
2006-12-27,812.615
2006-12-28,817.65
2006-12-29,821.042
2007-01-01,821.042
2007-01-02,831.997
2007-01-03,828.659
2007-01-04,810.09
2007-01-05,798.867
2007-01-08,789.066
2007-01-09,797.364
2007-01-10,783.73
2007-01-11,793.053
2007-01-12,806.858
2007-01-15,815.861
2007-01-16,818.616
2007-01-17,818.955
2007-01-18,819.589
2007-01-19,817.635
2007-01-22,824.902
2007-01-23,828.228
2007-01-24,821.724
2007-01-25,818.177
2007-01-26,812.291
2007-01-29,805.09
2007-01-30,812.061
2007-01-31,806.749
2007-02-01,811.143
2007-02-02,812.733
2007-02-05,812.996
2007-02-06,821.614
2007-02-07,821.112
2007-02-08,825.082
2007-02-09,826.193
2007-02-12,821.788
2007-02-13,830.898
2007-02-14,851.722
2007-02-15,859.823
2007-02-16,858.248
2007-02-19,864.947
2007-02-20,863.629
2007-02-21,862.243
2007-02-22,868.882
2007-02-23,873.13
2007-02-26,882.549
2007-02-27,877.274
2007-02-28,843.279
2007-03-01,842.279
2007-03-02,836.681
2007-03-05,801.552
2007-03-06,816.54
2007-03-07,830.471
2007-03-08,830.253
2007-03-09,839.266
2007-03-12,852.261
2007-03-13,853.152
2007-03-14,835.761
2007-03-15,854.763
2007-03-16,865.833
2007-03-19,872.459
2007-03-20,877.745
2007-03-21,875.992
2007-03-22,898.66
2007-03-23,896.037
2007-03-26,906.436
2007-03-27,906.332
2007-03-28,900.501
2007-03-29,904.104
2007-03-30,910.962
2007-04-02,910.155
2007-04-03,918.855
2007-04-04,936.597
2007-04-05,934.588
2007-04-06,934.588
2007-04-09,931.281
2007-04-10,951.233
2007-04-11,948.962
2007-04-12,954.295
2007-04-13,955.913
2007-04-16,967.007
2007-04-17,964.742
2007-04-18,976.655
2007-04-19,965.556
2007-04-20,971.168
2007-04-23,972.589
2007-04-24,963.29
2007-04-25,970.154
2007-04-26,965.649
2007-04-27,966.523
2007-04-30,972.886
2007-05-01,958.817
2007-05-02,965.5
2007-05-03,966.877
2007-05-04,971.559
2007-05-07,982.893
2007-05-08,979.361
2007-05-09,982.455
2007-05-10,992.123
2007-05-11,983.558
2007-05-14,998.601
2007-05-15,993.227
2007-05-16,983.101
2007-05-17,989.124
2007-05-18,983.223
2007-05-21,993.39
2007-05-22,995.438
2007-05-23,1003.85
2007-05-24,985.758
2007-05-25,979.998
2007-05-28,978.33
2007-05-29,987.133
2007-05-30,979.566
2007-05-31,1000.0
2007-06-01,1008.16
2007-06-04,1023.583
2007-06-05,1024.488
2007-06-06,1024.669
2007-06-07,1022.654
2007-06-08,1003.081
2007-06-11,1000.643
2007-06-12,1007.297
2007-06-13,991.68
2007-06-14,997.635
2007-06-15,1008.252
2007-06-18,1020.834
2007-06-19,1027.061
2007-06-20,1036.603
2007-06-21,1035.377
2007-06-22,1039.667
2007-06-25,1035.217
2007-06-26,1031.326
2007-06-27,993.042
2007-06-28,1020.137
2007-06-29,1025.398
2007-07-02,1035.195
2007-07-03,1036.492
2007-07-04,1039.657
2007-07-05,1046.2
2007-07-06,1043.345
2007-07-09,1053.037
2007-07-10,1048.071
2007-07-11,1044.77
2007-07-12,1060.246
2007-07-13,1072.415
2007-07-16,1077.818
2007-07-17,1078.931
2007-07-18,1073.002
2007-07-19,1087.476
2007-07-20,1095.167
2007-07-23,1089.709
2007-07-24,1099.256
2007-07-25,1081.419
2007-07-26,1063.673
2007-07-27,1005.034
2007-07-30,997.354
2007-07-31,1020.383
2007-08-01,972.204
2007-08-02,984.458
2007-08-03,987.599
2007-08-06,961.861
2007-08-07,967.104
2007-08-08,996.518
2007-08-09,1001.842
2007-08-10,949.365
2007-08-13,953.754
2007-08-14,940.693
2007-08-15,892.356
2007-08-16,826.051
2007-08-17,820.103
2007-08-20,877.711
2007-08-21,887.411
2007-08-22,894.811
2007-08-23,934.726
2007-08-24,926.138
2007-08-27,956.95
2007-08-28,946.979
2007-08-29,925.538
2007-08-30,935.052
2007-08-31,948.467
2007-09-03,961.888
2007-09-04,970.685
2007-09-05,966.757
2007-09-06,969.657
2007-09-07,978.042
2007-09-10,961.368
2007-09-11,978.576
2007-09-12,988.903
2007-09-13,988.378
2007-09-14,1000.196
2007-09-17,1000.538
2007-09-18,989.371
2007-09-19,1047.247
2007-09-20,1067.07
2007-09-21,1059.54
2007-09-24,1078.352
2007-09-25,1076.203
2007-09-26,1092.216
2007-09-27,1107.425
2007-09-28,1115.878
2007-10-01,1128.185
2007-10-02,1120.672
2007-10-03,1120.852
2007-10-04,1109.522
2007-10-05,1131.188
2007-10-08,1137.226
2007-10-09,1136.509
2007-10-10,1147.645
2007-10-11,1157.196
2007-10-12,1151.311
2007-10-15,1153.398
2007-10-16,1124.766
2007-10-17,1134.081
2007-10-18,1152.879
2007-10-19,1144.094
2007-10-22,1093.06
2007-10-23,1125.986
2007-10-24,1130.852
2007-10-25,1140.346
2007-10-26,1171.173
2007-10-29,1201.309
2007-10-30,1193.075
2007-10-31,1214.155
2007-11-01,1222.183
2007-11-02,1196.375
2007-11-05,1183.46
2007-11-06,1194.41
2007-11-07,1232.444
2007-11-08,1194.551
2007-11-09,1195.456
2007-11-12,1122.233
2007-11-13,1139.696
2007-11-14,1167.037
2007-11-15,1163.57
2007-11-16,1143.931
2007-11-19,1154.178
2007-11-20,1132.917
2007-11-21,1096.348
2007-11-22,1085.734
2007-11-23,1085.74
2007-11-26,1124.366
2007-11-27,1113.569
2007-11-28,1107.643
2007-11-29,1118.654
2007-11-30,1138.861
2007-12-03,1135.502
2007-12-04,1120.286
2007-12-05,1109.956
2007-12-06,1128.593
2007-12-07,1152.643
2007-12-10,1151.712
2007-12-11,1161.031
2007-12-12,1152.389
2007-12-13,1139.763
2007-12-14,1099.407
2007-12-17,1053.473
2007-12-18,1039.964
2007-12-19,1043.996
2007-12-20,1037.186
2007-12-21,1068.124
2007-12-24,1086.666
2007-12-25,1086.666
2007-12-26,1089.597
2007-12-27,1103.862
2007-12-28,1103.596
2007-12-31,1111.845
2008-01-01,1111.845
2008-01-02,1115.287
2008-01-03,1123.484
2008-01-04,1116.892
2008-01-07,1083.141
2008-01-08,1097.355
2008-01-09,1092.945
2008-01-10,1095.142
2008-01-11,1086.498
2008-01-14,1090.892
2008-01-15,1080.511
2008-01-16,1036.896
2008-01-17,1044.177
2008-01-18,1013.1
2008-01-21,973.973
2008-01-22,900.276
2008-01-23,934.869
2008-01-24,967.575
2008-01-25,1022.538
2008-01-28,1024.45
2008-01-29,1013.536
2008-01-30,1006.649
2008-01-31,1009.552
2008-02-01,1050.664
2008-02-04,1081.446
2008-02-05,1055.495
2008-02-06,1025.717
2008-02-07,1021.003
2008-02-08,1036.498
2008-02-11,1026.432
2008-02-12,1032.747
2008-02-13,1019.983
2008-02-14,1049.571
2008-02-15,1037.686
2008-02-18,1043.258
2008-02-19,1052.551
2008-02-20,1039.225
2008-02-21,1065.915
2008-02-22,1064.28
2008-02-25,1083.257
2008-02-26,1092.11
2008-02-27,1119.345
2008-02-28,1119.58
2008-02-29,1107.808
2008-03-03,1084.699
2008-03-04,1071.802
2008-03-05,1068.075
2008-03-06,1078.684
2008-03-07,1048.024
2008-03-10,1013.66
2008-03-11,1001.967
2008-03-12,1025.713
2008-03-13,1014.89
2008-03-14,1017.288
2008-03-17,977.209
2008-03-18,989.78
2008-03-19,1003.319
2008-03-20,944.743
2008-03-21,944.743
2008-03-24,955.71
2008-03-25,1007.852
2008-03-26,1030.886
2008-03-27,1029.849
2008-03-28,1027.793
2008-03-31,1025.803
2008-04-01,1016.093
2008-04-02,1044.041
2008-04-03,1059.098
2008-04-04,1069.384
2008-04-07,1089.058
2008-04-08,1081.622
2008-04-09,1079.002
2008-04-10,1063.278
2008-04-11,1054.677
2008-04-14,1027.257
2008-04-15,1041.767
2008-04-16,1069.616
2008-04-17,1081.653
2008-04-18,1059.888
2008-04-21,1107.449
2008-04-22,1096.996
2008-04-23,1111.688
2008-04-24,1095.866
2008-04-25,1088.413
2008-04-28,1105.287
2008-04-29,1096.471
2008-04-30,1132.916
2008-05-01,1127.04
2008-05-02,1146.982
2008-05-05,1161.524
2008-05-06,1164.757
2008-05-07,1161.58
2008-05-08,1163.888
2008-05-09,1167.434
2008-05-12,1174.748
2008-05-13,1167.349
2008-05-14,1161.857
2008-05-15,1172.854
2008-05-16,1189.126
2008-05-19,1197.232
2008-05-20,1203.113
2008-05-21,1202.198
2008-05-22,1192.999
2008-05-23,1184.621
2008-05-26,1171.039
2008-05-27,1176.316
2008-05-28,1172.096
2008-05-29,1175.002
2008-05-30,1171.323
2008-06-02,1172.578
2008-06-03,1160.475
2008-06-04,1168.147
2008-06-05,1139.082
2008-06-06,1161.209
2008-06-09,1151.241
2008-06-10,1119.374
2008-06-11,1111.922
2008-06-12,1083.149
2008-06-13,1095.376
2008-06-16,1093.014
2008-06-17,1105.652
2008-06-18,1113.092
2008-06-19,1117.813
2008-06-20,1102.846
2008-06-23,1092.831
2008-06-24,1108.811
2008-06-25,1102.671
2008-06-26,1114.367
2008-06-27,1109.031
2008-06-30,1101.274
2008-07-01,1082.451
2008-07-02,1082.41
2008-07-03,1054.217
2008-07-04,1064.133
2008-07-07,1041.147
2008-07-08,1028.433
2008-07-09,1036.488
2008-07-10,1037.533
2008-07-11,1053.299
2008-07-14,1051.051
2008-07-15,1055.703
2008-07-16,1046.495
2008-07-17,1047.019
2008-07-18,1019.687
2008-07-21,1046.865
2008-07-22,1052.417
2008-07-23,1049.342
2008-07-24,1037.976
2008-07-25,1013.529
2008-07-28,1022.13
2008-07-29,1008.46
2008-07-30,1008.51
2008-07-31,1018.151
2008-08-01,995.225
2008-08-04,999.96
2008-08-05,960.759
2008-08-06,961.889
2008-08-07,959.539
2008-08-08,950.44
2008-08-11,949.848
2008-08-12,927.134
2008-08-13,903.149
2008-08-14,929.023
2008-08-15,919.942
2008-08-18,921.912
2008-08-19,910.248
2008-08-20,924.869
2008-08-21,925.349
2008-08-22,932.418
2008-08-25,947.326
2008-08-26,934.374
2008-08-27,940.202
2008-08-28,955.545
2008-08-29,968.105
2008-09-01,950.28
2008-09-02,940.252
2008-09-03,915.336
2008-09-04,892.048
2008-09-05,845.811
2008-09-08,891.54
2008-09-09,866.014
2008-09-10,847.849
2008-09-11,823.704
2008-09-12,867.833
2008-09-15,848.488
2008-09-16,802.566
2008-09-17,804.442
2008-09-18,794.127
2008-09-19,844.519
2008-09-22,885.624
2008-09-23,869.456
2008-09-24,875.854
2008-09-25,869.873
2008-09-26,852.336
2008-09-29,816.624
2008-09-30,763.779
2008-10-01,786.219
2008-10-02,748.959
2008-10-03,739.923
2008-10-06,647.845
2008-10-07,651.893
2008-10-08,571.574
2008-10-09,594.13
2008-10-10,505.239
2008-10-13,539.582
2008-10-14,590.29
2008-10-15,576.884
2008-10-16,516.199
2008-10-17,538.539
2008-10-20,558.127
2008-10-21,569.202
2008-10-22,542.404
2008-10-23,513.418
2008-10-24,463.728
2008-10-27,444.809
2008-10-28,456.473
2008-10-29,490.192
2008-10-30,509.022
2008-10-31,509.545
2008-11-03,548.485
2008-11-04,564.059
2008-11-05,587.594
2008-11-06,542.488
2008-11-07,528.273
2008-11-10,548.601
2008-11-11,499.971
2008-11-12,485.334
2008-11-13,466.809
2008-11-14,483.598
2008-11-17,463.945
2008-11-18,451.619
2008-11-19,441.678
2008-11-20,402.984
2008-11-21,410.398
2008-11-24,426.026
2008-11-25,436.333
2008-11-26,425.214
2008-11-27,436.292
2008-11-28,443.715
2008-12-01,436.363
2008-12-02,419.551
2008-12-03,425.186
2008-12-04,420.755
2008-12-05,410.849
2008-12-08,443.723
2008-12-09,440.568
2008-12-10,450.324
2008-12-11,449.383
2008-12-12,431.202
2008-12-15,453.615
2008-12-16,442.85
2008-12-17,464.618
2008-12-18,474.442
2008-12-19,459.28
2008-12-22,450.285
2008-12-23,448.145
2008-12-24,455.885
2008-12-25,455.885
2008-12-26,454.385
2008-12-29,469.908
2008-12-30,476.897
2008-12-31,496.447
2009-01-01,496.447
2009-01-02,498.756
2009-01-05,504.657
2009-01-06,514.814
2009-01-07,518.218
2009-01-08,503.26
2009-01-09,502.565
2009-01-12,483.325
2009-01-13,466.482
2009-01-14,471.427
2009-01-15,450.495
2009-01-16,467.371
2009-01-19,470.73
2009-01-20,450.285
2009-01-21,440.469
2009-01-22,445.532
2009-01-23,432.683
2009-01-26,438.268
2009-01-27,446.293
2009-01-28,456.081
2009-01-29,453.063
2009-01-30,437.407
2009-02-02,427.759
2009-02-03,424.076
2009-02-04,418.409
2009-02-05,417.854
2009-02-06,432.911
2009-02-09,446.999
2009-02-10,439.684
2009-02-11,427.614
2009-02-12,430.684
2009-02-13,448.366
2009-02-16,434.365
2009-02-17,425.194
2009-02-18,418.105
2009-02-19,432.502
2009-02-20,421.397
2009-02-23,418.066
2009-02-24,413.0
2009-02-25,415.659
2009-02-26,424.253
2009-02-27,419.088
2009-03-02,407.443
2009-03-03,404.073
2009-03-04,403.812
2009-03-05,404.5
2009-03-06,399.948
2009-03-09,396.602
2009-03-10,407.416
2009-03-11,414.816
2009-03-12,408.105
2009-03-13,428.2
2009-03-16,435.455
2009-03-17,445.643
2009-03-18,444.279
2009-03-19,468.856
2009-03-20,464.518
2009-03-23,476.824
2009-03-24,481.832
2009-03-25,484.404
2009-03-26,491.583
2009-03-27,489.378
2009-03-30,474.275
2009-03-31,484.486
2009-04-01,480.655
2009-04-02,508.934
2009-04-03,510.131
2009-04-06,518.456
2009-04-07,513.265
2009-04-08,500.116
2009-04-09,515.135
2009-04-10,515.135
2009-04-13,522.427
2009-04-14,531.629
2009-04-15,530.374
2009-04-16,537.549
2009-04-17,538.047
2009-04-20,525.755
2009-04-21,515.554
2009-04-22,515.354
2009-04-23,525.187
2009-04-24,527.231
2009-04-27,538.311
2009-04-28,531.156
2009-04-29,548.381
2009-04-30,569.128
2009-05-01,564.128
2009-05-04,596.131
2009-05-05,601.343
2009-05-06,593.948
2009-05-07,621.71
2009-05-08,623.55
2009-05-11,631.353
2009-05-12,626.63
2009-05-13,622.324
2009-05-14,596.015
2009-05-15,602.371
2009-05-18,598.218
2009-05-19,623.817
2009-05-20,623.948
2009-05-21,624.713
2009-05-22,628.388
2009-05-25,632.12
2009-05-26,636.048
2009-05-27,649.96
2009-05-28,639.055
2009-05-29,660.821
2009-06-01,678.671
2009-06-02,698.923
2009-06-03,701.487
2009-06-04,680.678
2009-06-05,680.782
2009-06-08,667.645
2009-06-09,671.003
2009-06-10,688.444
2009-06-11,706.273
2009-06-12,706.408
2009-06-15,686.245
2009-06-16,673.716
2009-06-17,654.114
2009-06-18,663.164
2009-06-19,667.397
2009-06-22,658.433
2009-06-23,638.057
2009-06-24,651.961
2009-06-25,653.258
2009-06-26,672.943
2009-06-29,663.861
2009-06-30,677.014
2009-07-01,666.233
2009-07-02,654.841
2009-07-03,650.081
2009-07-06,633.36
2009-07-07,637.655
2009-07-08,621.255
2009-07-09,618.378
2009-07-10,616.34
2009-07-13,610.924
2009-07-14,635.023
2009-07-15,664.998
2009-07-16,677.718
2009-07-17,675.576
2009-07-20,693.738
2009-07-21,697.681
2009-07-22,702.694
2009-07-23,714.701
2009-07-24,712.78
2009-07-27,725.303
2009-07-28,736.347
2009-07-29,723.853
2009-07-30,734.78
2009-07-31,748.281
2009-08-03,760.767
2009-08-04,762.796
2009-08-05,749.858
2009-08-06,760.248
2009-08-07,754.87
2009-08-10,760.917
2009-08-11,757.905
2009-08-12,755.866
2009-08-13,784.347
2009-08-14,781.793
2009-08-17,759.122
2009-08-18,758.186
2009-08-19,764.055
2009-08-20,768.118
2009-08-21,761.422
2009-08-24,785.471
2009-08-25,784.748
2009-08-26,783.114
2009-08-27,782.502
2009-08-28,805.475
2009-08-31,803.639
2009-09-01,802.124
2009-09-02,786.308
2009-09-03,795.387
2009-09-04,809.258
2009-09-07,824.566
2009-09-08,845.428
2009-09-09,844.318
2009-09-10,850.087
2009-09-11,851.42
2009-09-14,837.511
2009-09-15,839.44
2009-09-16,865.896
2009-09-17,883.127
2009-09-18,870.39
2009-09-21,865.164
2009-09-22,876.046
2009-09-23,885.867
2009-09-24,873.241
2009-09-25,863.106
2009-09-28,855.284
2009-09-29,864.484
2009-09-30,880.633
2009-10-01,871.85
2009-10-02,846.161
2009-10-05,851.498
2009-10-06,871.635
2009-10-07,883.83
2009-10-08,908.282
2009-10-09,907.917
2009-10-12,910.148
2009-10-13,916.372
2009-10-14,932.373
2009-10-15,945.515
2009-10-16,934.568
2009-10-19,937.398
2009-10-20,945.441
2009-10-21,951.173
2009-10-22,942.402
2009-10-23,944.735
2009-10-26,934.738
2009-10-27,911.412
2009-10-28,889.02
2009-10-29,884.663
2009-10-30,889.617
2009-11-02,870.604
2009-11-03,869.308
2009-11-04,878.358
2009-11-05,880.509
2009-11-06,907.904
2009-11-09,934.173
2009-11-10,941.387
2009-11-11,941.142
2009-11-12,942.564
2009-11-13,942.603
2009-11-16,963.98
2009-11-17,951.085
2009-11-18,953.574
2009-11-19,936.247
2009-11-20,926.147
2009-11-23,952.482
2009-11-24,941.434
2009-11-25,952.709
2009-11-26,936.32
2009-11-27,909.754
2009-11-30,930.806
2009-12-01,943.109
2009-12-02,962.578
2009-12-03,966.329
2009-12-04,944.68
2009-12-07,940.089
2009-12-08,929.923
2009-12-09,923.694
2009-12-10,926.477
2009-12-11,933.239
2009-12-14,939.651
2009-12-15,938.29
2009-12-16,922.578
2009-12-17,913.292
2009-12-18,913.036
2009-12-21,910.389
2009-12-22,913.636
2009-12-23,925.459
2009-12-24,934.49
2009-12-25,934.49
2009-12-28,939.839
2009-12-29,960.171
2009-12-30,953.077
2009-12-31,968.634
2010-01-01,968.634
2010-01-04,989.781
2010-01-05,1002.067
2010-01-06,1007.496
2010-01-07,1013.602
2010-01-08,1014.342
2010-01-11,1036.139
2010-01-12,1017.188
2010-01-13,1002.108
2010-01-14,1011.773
2010-01-15,1000.901
2010-01-18,998.907
2010-01-19,988.342
2010-01-20,976.167
2010-01-21,950.865
2010-01-22,938.486
2010-01-25,935.911
2010-01-26,930.939
2010-01-27,909.234
2010-01-28,913.031
2010-01-29,879.077
2010-02-01,861.121
2010-02-02,879.626
2010-02-03,890.146
2010-02-04,868.982
2010-02-05,839.4
2010-02-08,841.494
2010-02-09,845.522
2010-02-10,854.246
2010-02-11,879.405
2010-02-12,882.259
2010-02-15,879.725
2010-02-16,891.775
2010-02-17,913.024
2010-02-18,913.025
2010-02-19,898.065
2010-02-22,918.436
2010-02-23,911.037
2010-02-24,905.613
2010-02-25,878.9
2010-02-26,888.796
2010-03-01,905.96
2010-03-02,911.482
2010-03-03,923.139
2010-03-04,920.496
2010-03-05,934.348
2010-03-08,953.926
2010-03-09,957.507
2010-03-10,965.831
2010-03-11,958.727
2010-03-12,961.769
2010-03-15,955.16
2010-03-16,956.603
2010-03-17,985.182
2010-03-18,986.404
2010-03-19,985.426
2010-03-22,974.258
2010-03-23,984.553
2010-03-24,976.064
2010-03-25,973.094
2010-03-26,966.419
2010-03-29,979.758
2010-03-30,991.208
2010-03-31,989.642
2010-04-01,1000.83
2010-04-02,1000.83
2010-04-05,1000.232
2010-04-06,1021.281
2010-04-07,1026.585
2010-04-08,1023.72
2010-04-09,1034.983
2010-04-12,1043.882
2010-04-13,1024.575
2010-04-14,1039.723
2010-04-15,1039.017
2010-04-16,1028.43
2010-04-19,1006.355
2010-04-20,1016.849
2010-04-21,1026.764
2010-04-22,1011.722
2010-04-23,1006.433
2010-04-26,1012.329
2010-04-27,1010.984
2010-04-28,990.12
2010-04-29,991.958
2010-04-30,993.61
2010-05-03,981.139
2010-05-04,952.928
2010-05-05,935.04
2010-05-06,918.645
2010-05-07,888.628
2010-05-10,926.058
2010-05-11,915.551
2010-05-12,924.046
2010-05-13,943.603
2010-05-14,931.421
2010-05-17,890.541
2010-05-18,877.928
2010-05-19,829.57
2010-05-20,792.795
2010-05-21,790.798
2010-05-24,807.27
2010-05-25,768.673
2010-05-26,792.866
2010-05-27,816.079
2010-05-28,832.52
2010-05-31,821.13
2010-06-01,821.485
2010-06-02,803.415
2010-06-03,833.322
2010-06-04,816.979
2010-06-07,776.961
2010-06-08,787.716
2010-06-09,801.543
2010-06-10,818.854
2010-06-11,831.735
2010-06-14,847.113
2010-06-15,848.05
2010-06-16,866.209
2010-06-17,859.025
2010-06-18,872.065
2010-06-21,896.127
2010-06-22,881.053
2010-06-23,852.912
2010-06-24,852.694
2010-06-25,843.872
2010-06-28,844.74
2010-06-29,817.604
2010-06-30,800.229
2010-07-01,780.462
2010-07-02,790.345
2010-07-05,785.316
2010-07-06,805.414
2010-07-07,805.43
2010-07-08,833.064
2010-07-09,841.636
2010-07-12,846.791
2010-07-13,840.718
2010-07-14,859.026
2010-07-15,854.301
2010-07-16,847.359
2010-07-19,822.18
2010-07-20,841.23
2010-07-21,850.724
2010-07-22,861.582
2010-07-23,881.068
2010-07-26,892.678
2010-07-27,895.05
2010-07-28,885.015
2010-07-29,892.392
2010-07-30,889.358
2010-08-02,905.506
2010-08-03,916.06
2010-08-04,908.33
2010-08-05,916.178
2010-08-06,920.333
2010-08-09,926.836
2010-08-10,907.599
2010-08-11,881.513
2010-08-12,863.612
