Date,KOKUSAI INDEX (WORLD ex JP) SMID GROWTH SMID (Small+Mid Cap)
2001-10-29,408.706
2001-10-30,400.77
2001-10-31,404.262
2001-11-01,409.851
2001-11-02,409.719
2001-11-05,415.221
2001-11-06,419.6
2001-11-07,421.219
2001-11-08,419.473
2001-11-09,419.491
2001-11-12,419.244
2001-11-13,426.671
2001-11-14,430.064
2001-11-15,429.556
2001-11-16,431.718
2001-11-19,437.578
2001-11-20,432.47
2001-11-21,429.588
2001-11-22,430.77
2001-11-23,433.982
2001-11-26,439.47
2001-11-27,439.731
2001-11-28,433.039
2001-11-29,436.963
2001-11-30,438.23
2001-12-03,433.769
2001-12-04,442.331
2001-12-05,455.673
2001-12-06,458.002
2001-12-07,455.008
2001-12-10,449.225
2001-12-11,450.262
2001-12-12,450.187
2001-12-13,442.73
2001-12-14,443.074
2001-12-17,448.48
2001-12-18,452.039
2001-12-19,449.13
2001-12-20,442.607
2001-12-21,445.927
2001-12-24,445.973
2001-12-25,445.963
2001-12-26,449.144
2001-12-27,453.921
2001-12-28,456.968
2001-12-31,455.247
2002-01-01,455.248
2002-01-02,456.221
2002-01-03,462.487
2002-01-04,466.215
2002-01-07,462.563
2002-01-08,462.969
2002-01-09,461.657
2002-01-10,461.267
2002-01-11,458.192
2002-01-14,451.394
2002-01-15,452.035
2002-01-16,442.901
2002-01-17,446.917
2002-01-18,442.501
2002-01-21,442.01
2002-01-22,438.268
2002-01-23,444.072
2002-01-24,447.071
2002-01-25,444.83
2002-01-28,445.013
2002-01-29,439.678
2002-01-30,440.554
2002-01-31,444.385
2002-02-01,443.184
2002-02-04,434.821
2002-02-05,431.432
2002-02-06,427.092
2002-02-07,423.442
2002-02-08,429.75
2002-02-11,435.948
2002-02-12,435.612
2002-02-13,437.748
2002-02-14,436.101
2002-02-15,432.771
2002-02-18,431.855
2002-02-19,423.762
2002-02-20,425.692
2002-02-21,421.244
2002-02-22,421.99
2002-02-25,426.009
2002-02-26,429.084
2002-02-27,429.303
2002-02-28,426.843
2002-03-01,434.668
2002-03-04,446.992
2002-03-05,446.387
2002-03-06,451.416
2002-03-07,452.971
2002-03-08,457.366
2002-03-11,458.245
2002-03-12,454.054
2002-03-13,451.481
2002-03-14,452.676
2002-03-15,455.04
2002-03-18,458.493
2002-03-19,459.445
2002-03-20,455.265
2002-03-21,457.828
2002-03-22,455.968
2002-03-25,449.897
2002-03-26,451.051
2002-03-27,453.743
2002-03-28,456.659
2002-03-29,456.653
2002-04-01,458.078
2002-04-02,452.737
2002-04-03,448.366
2002-04-04,448.092
2002-04-05,447.068
2002-04-08,447.242
2002-04-09,445.597
2002-04-10,449.387
2002-04-11,444.034
2002-04-12,447.574
2002-04-15,448.104
2002-04-16,456.376
2002-04-17,457.031
2002-04-18,456.485
2002-04-19,456.537
2002-04-22,451.645
2002-04-23,449.963
2002-04-24,448.046
2002-04-25,447.585
2002-04-26,443.17
2002-04-29,439.981
2002-04-30,445.227
2002-05-01,446.57
2002-05-02,444.663
2002-05-03,442.25
2002-05-06,437.501
2002-05-07,434.0
2002-05-08,446.442
2002-05-09,441.386
2002-05-10,436.77
2002-05-13,441.459
2002-05-14,448.801
2002-05-15,450.683
2002-05-16,449.263
2002-05-17,452.467
2002-05-20,448.615
2002-05-21,443.098
2002-05-22,442.178
2002-05-23,444.563
2002-05-24,441.082
2002-05-27,440.7
2002-05-28,440.575
2002-05-29,437.951
2002-05-30,437.405
2002-05-31,437.919
2002-06-03,429.124
2002-06-04,427.359
2002-06-05,428.21
2002-06-06,423.62
2002-06-07,423.611
2002-06-10,423.85
2002-06-11,418.491
2002-06-12,416.376
2002-06-13,411.641
2002-06-14,409.503
2002-06-17,419.031
2002-06-18,418.611
2002-06-19,413.347
2002-06-20,407.498
2002-06-21,403.481
2002-06-24,401.637
2002-06-25,396.422
2002-06-26,395.245
2002-06-27,400.038
2002-06-28,404.148
2002-07-01,395.042
2002-07-02,383.194
2002-07-03,380.953
2002-07-04,381.757
2002-07-05,394.821
2002-07-08,390.97
2002-07-09,384.362
2002-07-10,374.664
2002-07-11,372.228
2002-07-12,372.586
2002-07-15,369.542
2002-07-16,367.597
2002-07-17,370.788
2002-07-18,365.674
2002-07-19,356.619
2002-07-22,345.429
2002-07-23,335.91
2002-07-24,344.012
2002-07-25,342.674
2002-07-26,342.613
2002-07-29,358.543
2002-07-30,361.744
2002-07-31,358.583
2002-08-01,349.937
2002-08-02,342.225
2002-08-05,331.527
2002-08-06,338.602
2002-08-07,341.212
2002-08-08,348.544
2002-08-09,350.205
2002-08-12,349.137
2002-08-13,343.803
2002-08-14,351.894
2002-08-15,358.011
2002-08-16,361.341
2002-08-19,367.771
2002-08-20,364.221
2002-08-21,369.925
2002-08-22,374.487
2002-08-23,367.601
2002-08-26,369.477
2002-08-27,364.752
2002-08-28,356.826
2002-08-29,358.419
2002-08-30,356.542
2002-09-02,355.836
2002-09-03,345.835
2002-09-04,350.339
2002-09-05,344.613
2002-09-06,351.998
2002-09-09,352.745
2002-09-10,355.918
2002-09-11,357.121
2002-09-12,350.184
2002-09-13,349.853
2002-09-16,347.591
2002-09-17,342.445
2002-09-18,339.779
2002-09-19,331.629
2002-09-20,332.0
2002-09-23,324.894
2002-09-24,320.284
2002-09-25,328.046
2002-09-26,332.723
2002-09-27,329.138
2002-09-30,324.858
2002-10-01,329.017
2002-10-02,325.177
2002-10-03,321.305
2002-10-04,314.329
2002-10-07,307.895
2002-10-08,309.626
2002-10-09,304.513
2002-10-10,310.848
2002-10-11,321.659
2002-10-14,324.122
2002-10-15,337.33
2002-10-16,330.414
2002-10-17,340.424
2002-10-18,341.044
2002-10-21,346.65
2002-10-22,342.464
2002-10-23,344.803
2002-10-24,342.879
2002-10-25,346.693
2002-10-28,345.866
2002-10-29,340.958
2002-10-30,345.751
2002-10-31,346.803
2002-11-01,352.583
2002-11-04,358.238
2002-11-05,358.085
2002-11-06,362.099
2002-11-07,355.595
2002-11-08,351.04
2002-11-11,343.343
2002-11-12,347.909
2002-11-13,347.831
2002-11-14,355.112
2002-11-15,357.528
2002-11-18,357.153
2002-11-19,354.136
2002-11-20,359.607
2002-11-21,368.64
2002-11-22,369.363
2002-11-25,369.947
2002-11-26,362.565
2002-11-27,371.426
2002-11-28,373.438
2002-11-29,372.766
2002-12-02,373.566
2002-12-03,366.837
2002-12-04,363.942
2002-12-05,361.422
2002-12-06,362.335
2002-12-09,353.259
2002-12-10,357.263
2002-12-11,358.474
2002-12-12,358.867
2002-12-13,353.29
2002-12-16,359.12
2002-12-17,357.146
2002-12-18,351.568
2002-12-19,349.784
2002-12-20,353.597
2002-12-23,355.297
2002-12-24,354.469
2002-12-25,354.463
2002-12-26,354.711
2002-12-27,349.988
2002-12-30,350.057
2002-12-31,351.95
2003-01-01,351.945
2003-01-02,360.477
2003-01-03,361.067
2003-01-06,366.014
2003-01-07,364.151
2003-01-08,358.47
2003-01-09,364.338
2003-01-10,366.413
2003-01-13,366.02
2003-01-14,367.142
2003-01-15,363.925
2003-01-16,363.646
2003-01-17,358.515
2003-01-20,357.961
2003-01-21,353.473
2003-01-22,351.403
2003-01-23,354.976
2003-01-24,349.477
2003-01-27,342.591
2003-01-28,345.715
2003-01-29,347.2
2003-01-30,343.851
2003-01-31,345.757
2003-02-03,346.581
2003-02-04,343.18
2003-02-05,342.519
2003-02-06,339.929
2003-02-07,336.793
2003-02-10,337.563
2003-02-11,337.364
2003-02-12,332.516
2003-02-13,330.7
2003-02-14,334.084
2003-02-17,334.929
2003-02-18,340.39
2003-02-19,338.018
2003-02-20,337.661
2003-02-21,340.668
2003-02-24,335.899
2003-02-25,334.856
2003-02-26,332.424
2003-02-27,334.686
2003-02-28,337.823
2003-03-03,336.927
2003-03-04,332.793
2003-03-05,332.73
2003-03-06,331.506
2003-03-07,331.929
2003-03-10,325.757
2003-03-11,323.356
2003-03-12,321.506
2003-03-13,331.487
2003-03-14,333.419
2003-03-17,342.693
2003-03-18,345.509
2003-03-19,345.503
2003-03-20,347.401
2003-03-21,352.832
2003-03-24,343.027
2003-03-25,347.461
2003-03-26,347.007
2003-03-27,346.711
2003-03-28,346.432
2003-03-31,342.128
2003-04-01,343.219
2003-04-02,351.236
2003-04-03,350.817
2003-04-04,349.332
2003-04-07,352.374
2003-04-08,349.954
2003-04-09,347.065
2003-04-10,348.737
2003-04-11,348.833
2003-04-14,353.304
2003-04-15,355.983
2003-04-16,353.759
2003-04-17,359.36
2003-04-18,359.351
2003-04-21,359.268
2003-04-22,365.248
2003-04-23,368.849
2003-04-24,367.195
2003-04-25,363.23
2003-04-28,368.535
2003-04-29,370.782
2003-04-30,373.071
2003-05-01,374.248
2003-05-02,379.989
2003-05-05,382.682
2003-05-06,386.85
2003-05-07,385.063
2003-05-08,381.541
2003-05-09,385.768
2003-05-12,390.604
2003-05-13,390.537
2003-05-14,390.819
2003-05-15,393.964
2003-05-16,394.839
2003-05-19,386.565
2003-05-20,385.594
2003-05-21,386.825
2003-05-22,391.648
2003-05-23,393.243
2003-05-26,393.755
2003-05-27,400.923
2003-05-28,402.128
2003-05-29,403.834
2003-05-30,409.735
2003-06-02,411.293
2003-06-03,409.789
2003-06-04,416.566
2003-06-05,422.6
2003-06-06,422.489
2003-06-09,416.198
2003-06-10,418.779
2003-06-11,425.382
2003-06-12,426.499
2003-06-13,422.216
2003-06-16,429.359
2003-06-17,430.573
2003-06-18,428.822
2003-06-19,422.769
2003-06-20,421.919
2003-06-23,414.04
2003-06-24,412.514
2003-06-25,414.888
2003-06-26,417.068
2003-06-27,416.065
2003-06-30,415.336
2003-07-01,416.72
2003-07-02,422.807
2003-07-03,422.066
2003-07-04,421.553
2003-07-07,428.327
2003-07-08,432.31
2003-07-09,432.342
2003-07-10,426.749
2003-07-11,429.263
2003-07-14,433.9
2003-07-15,431.614
2003-07-16,428.331
2003-07-17,420.524
2003-07-18,423.62
2003-07-21,420.674
2003-07-22,424.296
2003-07-23,427.118
2003-07-24,427.239
2003-07-25,430.546
2003-07-28,432.992
2003-07-29,431.957
2003-07-30,429.622
2003-07-31,430.524
2003-08-01,428.56
2003-08-04,427.604
2003-08-05,422.92
2003-08-06,419.814
2003-08-07,420.792
2003-08-08,421.23
2003-08-11,424.307
2003-08-12,428.857
2003-08-13,430.341
2003-08-14,432.141
2003-08-15,433.101
2003-08-18,437.897
2003-08-19,440.952
2003-08-20,442.161
2003-08-21,445.516
2003-08-22,441.817
2003-08-25,440.061
2003-08-26,439.416
2003-08-27,442.423
2003-08-28,447.233
2003-08-29,450.613
2003-09-01,451.778
2003-09-02,455.269
2003-09-03,458.301
2003-09-04,460.009
2003-09-05,459.257
2003-09-08,464.42
2003-09-09,461.537
2003-09-10,452.971
2003-09-11,455.527
2003-09-12,457.684
2003-09-15,457.173
2003-09-16,462.065
2003-09-17,463.254
2003-09-18,467.669
2003-09-19,468.672
2003-09-22,463.993
2003-09-23,466.76
2003-09-24,460.499
2003-09-25,455.032
2003-09-26,448.644
2003-09-29,452.499
2003-09-30,449.734
2003-10-01,457.201
2003-10-02,460.441
2003-10-03,467.254
2003-10-06,470.208
2003-10-07,473.173
2003-10-08,472.396
2003-10-09,475.719
2003-10-10,477.201
2003-10-13,480.866
2003-10-14,482.318
2003-10-15,481.527
2003-10-16,484.089
2003-10-17,477.763
2003-10-20,479.508
2003-10-21,483.197
2003-10-22,477.419
2003-10-23,475.17
2003-10-24,474.598
2003-10-27,477.521
2003-10-28,484.463
2003-10-29,488.059
2003-10-30,488.28
2003-10-31,487.988
2003-11-03,491.797
2003-11-04,491.219
2003-11-05,491.516
2003-11-06,493.194
2003-11-07,495.037
2003-11-10,490.178
2003-11-11,487.313
2003-11-12,495.668
2003-11-13,497.774
2003-11-14,493.57
2003-11-17,487.757
2003-11-18,485.684
2003-11-19,486.444
2003-11-20,484.191
2003-11-21,485.676
2003-11-24,493.451
2003-11-25,496.046
2003-11-26,499.715
2003-11-27,500.107
2003-11-28,502.936
2003-12-01,508.792
2003-12-02,509.224
2003-12-03,506.257
2003-12-04,504.397
2003-12-05,501.121
2003-12-08,502.762
2003-12-09,497.589
2003-12-10,493.463
2003-12-11,499.433
2003-12-12,502.379
2003-12-15,498.367
2003-12-16,496.998
2003-12-17,498.165
2003-12-18,504.5
2003-12-19,503.335
2003-12-22,504.719
2003-12-23,507.985
2003-12-24,508.48
2003-12-25,508.482
2003-12-26,509.372
2003-12-29,515.068
2003-12-30,516.945
2003-12-31,516.922
2004-01-01,516.926
2004-01-02,518.329
2004-01-05,525.618
2004-01-06,528.31
2004-01-07,528.75
2004-01-08,533.255
2004-01-09,534.294
2004-01-12,536.504
2004-01-13,534.464
2004-01-14,537.106
2004-01-15,537.298
2004-01-16,541.131
2004-01-19,541.521
2004-01-20,546.909
2004-01-21,547.577
2004-01-22,545.86
2004-01-23,545.444
2004-01-26,546.961
2004-01-27,545.075
2004-01-28,539.269
2004-01-29,533.58
2004-01-30,535.63
2004-02-02,536.279
2004-02-03,537.312
2004-02-04,530.744
2004-02-05,533.735
2004-02-06,544.32
2004-02-09,546.638
2004-02-10,549.146
2004-02-11,552.878
2004-02-12,554.262
2004-02-13,551.073
2004-02-16,551.557
2004-02-17,557.919
2004-02-18,557.232
2004-02-19,551.948
2004-02-20,546.711
2004-02-23,541.243
2004-02-24,541.504
2004-02-25,543.539
2004-02-26,545.248
2004-02-27,546.918
2004-03-01,554.718
2004-03-02,551.871
2004-03-03,548.094
2004-03-04,552.394
2004-03-05,557.175
2004-03-08,552.066
2004-03-09,547.032
2004-03-10,536.248
2004-03-11,528.558
2004-03-12,534.719
2004-03-15,525.0
2004-03-16,528.147
2004-03-17,534.259
2004-03-18,534.373
2004-03-19,531.965
2004-03-22,522.901
2004-03-23,522.796
2004-03-24,520.785
2004-03-25,530.121
2004-03-26,530.327
2004-03-29,537.71
2004-03-30,540.97
2004-03-31,543.096
2004-04-01,548.925
2004-04-02,553.323
2004-04-05,555.984
2004-04-06,553.921
2004-04-07,555.206
2004-04-08,554.286
2004-04-09,554.287
2004-04-12,556.159
2004-04-13,547.531
2004-04-14,542.849
2004-04-15,540.911
2004-04-16,543.742
2004-04-19,546.434
2004-04-20,540.172
2004-04-21,540.606
2004-04-22,547.467
2004-04-23,547.634
2004-04-26,546.959
2004-04-27,546.771
2004-04-28,536.625
2004-04-29,530.44
2004-04-30,525.407
2004-05-03,529.204
2004-05-04,533.295
2004-05-05,535.988
2004-05-06,528.935
2004-05-07,519.669
2004-05-10,507.053
2004-05-11,513.605
2004-05-12,513.204
2004-05-13,513.423
2004-05-14,510.429
2004-05-17,504.874
2004-05-18,509.502
2004-05-19,514.448
2004-05-20,510.934
2004-05-21,515.612
2004-05-24,518.877
2004-05-25,526.893
2004-05-26,529.836
2004-05-27,535.002
2004-05-28,536.008
2004-05-31,536.375
2004-06-01,536.289
2004-06-02,537.436
2004-06-03,531.555
2004-06-04,535.736
2004-06-07,544.855
2004-06-08,544.338
2004-06-09,536.755
2004-06-10,537.418
2004-06-11,535.812
2004-06-14,529.749
2004-06-15,534.629
2004-06-16,536.125
2004-06-17,535.284
2004-06-18,537.082
2004-06-21,535.304
2004-06-22,537.173
2004-06-23,541.786
2004-06-24,543.524
2004-06-25,546.135
2004-06-28,545.05
2004-06-29,545.321
2004-06-30,548.565
2004-07-01,543.553
2004-07-02,542.74
2004-07-05,542.068
2004-07-06,535.408
2004-07-07,537.342
2004-07-08,532.38
2004-07-09,533.569
2004-07-12,531.889
2004-07-13,530.72
2004-07-14,529.461
2004-07-15,529.16
2004-07-16,528.019
2004-07-19,526.285
2004-07-20,529.539
2004-07-21,520.633
2004-07-22,519.479
2004-07-23,512.736
2004-07-26,507.337
2004-07-27,511.781
2004-07-28,510.287
2004-07-29,516.341
2004-07-30,517.536
2004-08-02,517.345
2004-08-03,513.444
2004-08-04,509.938
2004-08-05,503.893
2004-08-06,496.803
2004-08-09,494.879
2004-08-10,501.756
2004-08-11,496.624
2004-08-12,491.308
2004-08-13,493.007
2004-08-16,499.606
2004-08-17,501.66
2004-08-18,507.148
2004-08-19,508.015
2004-08-20,511.52
2004-08-23,510.038
2004-08-24,508.153
2004-08-25,511.916
2004-08-26,512.275
2004-08-27,514.407
2004-08-30,509.727
2004-08-31,512.308
2004-09-01,516.304
2004-09-02,520.368
2004-09-03,516.992
2004-09-06,518.305
2004-09-07,521.261
2004-09-08,520.215
2004-09-09,523.058
2004-09-10,529.092
2004-09-13,532.99
2004-09-14,533.942
2004-09-15,528.446
2004-09-16,531.562
2004-09-17,533.427
2004-09-20,532.086
2004-09-21,537.85
2004-09-22,532.481
2004-09-23,532.331
2004-09-24,532.982
2004-09-27,528.592
2004-09-28,532.02
2004-09-29,534.753
2004-09-30,537.973
2004-10-01,545.567
2004-10-04,548.357
2004-10-05,547.919
2004-10-06,550.457
2004-10-07,546.63
2004-10-08,543.996
2004-10-11,543.706
2004-10-12,539.755
2004-10-13,536.746
2004-10-14,535.56
2004-10-15,537.9
2004-10-18,539.896
2004-10-19,539.093
2004-10-20,541.17
2004-10-21,547.229
2004-10-22,543.948
2004-10-25,544.346
2004-10-26,548.067
2004-10-27,555.764
2004-10-28,555.805
2004-10-29,556.638
2004-11-01,558.597
2004-11-02,559.664
2004-11-03,566.592
2004-11-04,571.567
2004-11-05,575.957
2004-11-08,574.693
2004-11-09,575.393
2004-11-10,577.0
2004-11-11,581.939
2004-11-12,587.729
2004-11-15,588.006
2004-11-16,585.378
2004-11-17,590.756
2004-11-18,590.258
2004-11-19,586.77
2004-11-22,588.859
2004-11-23,591.533
2004-11-24,596.262
2004-11-25,598.684
2004-11-26,599.331
2004-11-29,599.626
2004-11-30,597.703
2004-12-01,604.342
2004-12-02,603.467
2004-12-03,605.792
2004-12-06,605.657
2004-12-07,599.916
2004-12-08,597.782
2004-12-09,598.05
2004-12-10,598.925
2004-12-13,604.483
2004-12-14,607.917
2004-12-15,612.502
2004-12-16,609.054
2004-12-17,608.478
2004-12-20,609.956
2004-12-21,613.126
2004-12-22,614.716
2004-12-23,616.97
2004-12-24,618.056
2004-12-27,617.202
2004-12-28,621.812
2004-12-29,621.881
2004-12-30,623.725
2004-12-31,623.71
2005-01-03,616.339
2005-01-04,606.831
2005-01-05,601.134
2005-01-06,601.595
2005-01-07,599.424
2005-01-10,602.741
2005-01-11,600.287
2005-01-12,603.844
2005-01-13,602.686
2005-01-14,605.169
2005-01-17,606.19
2005-01-18,609.604
2005-01-19,606.979
2005-01-20,602.883
2005-01-21,601.789
2005-01-24,598.599
2005-01-25,599.237
2005-01-26,606.005
2005-01-27,607.698
2005-01-28,604.99
2005-01-31,611.711
2005-02-01,614.991
2005-02-02,618.514
2005-02-03,617.132
2005-02-04,624.001
2005-02-07,622.38
2005-02-08,622.408
2005-02-09,616.485
2005-02-10,619.237
2005-02-11,625.326
2005-02-14,627.558
2005-02-15,629.179
2005-02-16,629.258
2005-02-17,627.975
2005-02-18,628.313
2005-02-21,627.704
2005-02-22,622.686
2005-02-23,623.152
2005-02-24,628.207
2005-02-25,634.861
2005-02-28,634.111
2005-03-01,635.774
2005-03-02,634.689
2005-03-03,634.817
2005-03-04,641.879
2005-03-07,642.637
2005-03-08,641.426
2005-03-09,636.562
2005-03-10,634.061
2005-03-11,634.873
2005-03-14,635.38
2005-03-15,633.485
2005-03-16,630.467
2005-03-17,630.33
2005-03-18,628.647
2005-03-21,625.955
2005-03-22,624.261
2005-03-23,616.544
2005-03-24,617.903
2005-03-25,617.9
2005-03-28,616.142
2005-03-29,611.033
2005-03-30,616.457
2005-03-31,619.779
2005-04-01,619.582
2005-04-04,617.007
2005-04-05,619.972
2005-04-06,621.952
2005-04-07,625.769
2005-04-08,621.908
2005-04-11,622.61
2005-04-12,622.869
2005-04-13,618.194
2005-04-14,609.659
2005-04-15,599.779
2005-04-18,598.572
2005-04-19,606.43
2005-04-20,601.376
2005-04-21,609.115
2005-04-22,606.707
2005-04-25,609.807
2005-04-26,603.971
2005-04-27,599.969
2005-04-28,591.274
2005-04-29,593.606
2005-05-02,596.113
2005-05-03,596.352
2005-05-04,603.057
2005-05-05,604.463
2005-05-06,604.799
2005-05-09,607.324
2005-05-10,603.402
2005-05-11,603.441
2005-05-12,598.152
2005-05-13,595.276
2005-05-16,598.162
2005-05-17,600.858
2005-05-18,608.817
2005-05-19,612.244
2005-05-20,611.192
2005-05-23,615.255
2005-05-24,616.333
2005-05-25,613.959
2005-05-26,618.767
2005-05-27,620.269
2005-05-30,620.277
2005-05-31,618.673
2005-06-01,622.473
2005-06-02,625.035
2005-06-03,623.806
2005-06-06,624.939
2005-06-07,626.386
2005-06-08,626.003
2005-06-09,627.482
2005-06-10,627.031
2005-06-13,628.398
2005-06-14,630.401
2005-06-15,632.879
2005-06-16,637.935
2005-06-17,641.622
2005-06-20,639.483
2005-06-21,638.699
2005-06-22,639.658
2005-06-23,635.269
2005-06-24,630.8
2005-06-27,630.102
2005-06-28,635.638
2005-06-29,636.649
2005-06-30,635.627
2005-07-01,635.755
2005-07-04,635.241
2005-07-05,639.925
2005-07-06,639.802
2005-07-07,638.375
2005-07-08,646.129
2005-07-11,653.976
2005-07-12,656.988
2005-07-13,654.477
2005-07-14,653.682
2005-07-15,653.117
2005-07-18,651.845
2005-07-19,656.283
2005-07-20,659.911
2005-07-21,658.658
2005-07-22,663.527
2005-07-25,660.489
2005-07-26,661.143
2005-07-27,663.341
2005-07-28,669.815
2005-07-29,669.539
2005-08-01,673.096
2005-08-02,677.248
2005-08-03,678.115
2005-08-04,674.537
2005-08-05,668.616
2005-08-08,668.684
2005-08-09,670.149
2005-08-10,673.337
2005-08-11,677.424
2005-08-12,675.125
2005-08-15,674.843
2005-08-16,668.292
2005-08-17,666.816
2005-08-18,662.382
2005-08-19,664.326
2005-08-22,667.839
2005-08-23,666.38
2005-08-24,665.885
2005-08-25,666.652
2005-08-26,663.375
2005-08-29,664.993
2005-08-30,663.253
2005-08-31,673.733
2005-09-01,680.359
2005-09-02,678.683
2005-09-05,678.834
2005-09-06,684.524
2005-09-07,687.828
2005-09-08,685.651
2005-09-09,691.116
2005-09-12,689.499
2005-09-13,684.583
2005-09-14,683.777
2005-09-15,681.761
2005-09-16,685.239
2005-09-19,682.927
2005-09-20,679.628
2005-09-21,674.636
2005-09-22,672.294
2005-09-23,673.282
2005-09-26,677.041
2005-09-27,676.069
2005-09-28,677.885
2005-09-29,682.929
2005-09-30,687.471
2005-10-03,688.562
2005-10-04,684.753
2005-10-05,672.58
2005-10-06,666.489
2005-10-07,668.628
2005-10-10,664.478
2005-10-11,661.642
2005-10-12,655.023
2005-10-13,648.144
2005-10-14,655.641
2005-10-17,657.234
2005-10-18,648.18
2005-10-19,650.17
2005-10-20,645.256
2005-10-21,647.859
2005-10-24,657.253
2005-10-25,658.987
2005-10-26,656.981
2005-10-27,646.707
2005-10-28,651.573
2005-10-31,660.667
2005-11-01,661.185
2005-11-02,671.529
2005-11-03,676.342
