Date,KOKUSAI INDEX (WORLD ex JP) SMID GROWTH SMID (Small+Mid Cap)
2006-01-31,761.579
2006-02-28,758.681
2006-03-31,789.157
2006-04-28,813.678
2006-05-31,776.711
2006-06-30,771.957
2006-07-31,753.755
2006-08-31,774.844
2006-09-29,784.568
2006-10-31,821.356
2006-11-30,858.536
2006-12-29,871.753
2007-01-31,890.754
2007-02-28,895.236
2007-03-30,920.841
2007-04-30,963.586
2007-05-31,1000.0
2007-06-29,994.433
2007-07-31,971.394
2007-08-31,960.802
2007-09-28,1002.706
2007-10-31,1049.049
2007-11-30,980.885
2007-12-31,980.374
2008-01-31,885.594
2008-02-29,898.248
2008-03-31,882.586
2008-04-30,936.185
2008-05-30,978.917
2008-06-30,915.253
2008-07-31,866.694
2008-08-29,859.248
2008-09-30,711.345
2008-10-31,534.818
2008-11-28,485.036
2008-12-31,507.522
2009-01-30,478.794
2009-02-27,442.865
2009-03-31,479.214
2009-04-30,550.043
2009-05-29,595.397
2009-06-30,594.502
2009-07-31,643.692
2009-08-31,668.944
2009-09-30,715.498
2009-10-30,692.764
2009-11-30,721.273
2009-12-31,758.714
2010-01-29,727.118
2010-02-26,746.678
2010-03-31,803.738
2010-04-30,827.07
2010-05-31,747.371
2010-06-30,716.615
2010-07-30,777.287
2010-08-31,746.641
2010-09-30,842.488
2010-10-29,880.288
2010-11-30,886.599
2010-12-31,960.818
2011-01-31,970.146
2011-02-28,1010.946
2011-03-31,1031.978
2011-04-29,1078.317
2011-05-31,1061.08
2011-06-30,1035.213
2011-07-29,1008.384
2011-08-31,929.557
2011-09-30,814.47
2011-10-31,928.119
2011-11-30,906.065
2011-12-30,888.263
2012-01-31,953.219
2012-02-29,1003.74
2012-03-30,1010.747
2012-04-30,1006.33
2012-05-31,912.593
2012-06-29,941.871
2012-07-31,946.789
2012-08-31,982.239
2012-09-28,1013.133
2012-10-31,1002.25
2012-11-30,1018.227
2012-12-31,1042.267
2013-01-31,1097.671
2013-02-28,1102.333
2013-03-29,1133.605
2013-04-30,1142.009
2013-05-31,1167.086
2013-06-28,1139.407
2013-07-31,1215.904
2013-08-30,1199.789
2013-09-30,1273.508
2013-10-31,1306.396
2013-11-29,1328.729
2013-12-31,1367.581
2014-01-31,1336.744
2014-02-28,1427.797
2014-03-31,1407.096
2014-04-30,1389.661
2014-05-30,1412.783
2014-06-30,1452.509
2014-07-31,1398.1
2014-08-29,1447.593
2014-09-30,1376.383
2014-10-31,1399.438
2014-11-28,1425.061
2014-12-31,1421.583
2015-01-30,1391.815
2015-02-27,1490.119
2015-03-31,1484.621
2015-04-30,1505.745
2015-05-29,1524.722
2015-06-30,1504.689
2015-07-31,1518.667
2015-08-31,1432.766
2015-09-30,1369.541
2015-10-30,1455.698
2015-11-30,1466.801
2015-12-31,1434.694
2016-01-29,1316.069
2016-02-29,1326.712
2016-03-31,1434.705
2016-04-29,1451.839
2016-05-31,1474.346
2016-06-30,1440.392
2016-07-29,1521.523
2016-08-31,1522.216
2016-09-30,1532.524
2016-10-31,1462.65
2016-11-30,1504.543
2016-12-30,1517.44
2017-01-31,1567.664
2017-02-28,1602.913
2017-03-31,1626.938
2017-04-28,1667.705
2017-05-31,1696.911
2017-06-30,1709.626
2017-07-31,1746.477
2017-08-31,1753.193
2017-09-29,1810.648
2017-10-31,1846.001
2017-11-30,1882.037
2017-12-29,1913.263
2018-01-31,2010.465
2018-02-28,1929.329
2018-03-30,1921.643
2018-04-30,1932.399
2018-05-31,1989.781
2018-06-29,1991.571
2018-07-31,2031.219
2018-08-31,2088.701
2018-09-28,2062.552
2018-10-31,1834.683
2018-11-30,1835.876
2018-12-31,1686.643
2019-01-31,1861.653
2019-02-28,1951.222
2019-03-29,1963.514
2019-04-30,2040.069
2019-05-31,1926.753
2019-06-28,2068.404
2019-07-31,2081.386
2019-08-30,2025.823
2019-09-30,2027.785
2019-10-31,2078.177
2019-11-29,2169.025
2019-12-31,2223.739
2020-01-31,2216.452
2020-02-28,2044.018
2020-03-31,1700.287
2020-04-30,1946.28
2020-05-29,2130.414
2020-06-30,2199.3
2020-07-31,2357.521
2020-08-31,2464.856
2020-09-30,2418.186
2020-10-30,2404.219
2020-11-30,2726.055
2020-12-31,2919.43
2021-01-29,2943.432
2021-02-26,3030.279
2021-03-31,3013.71
2021-04-30,3175.986
2021-05-31,3177.244
2021-06-30,3256.615
2021-07-30,3283.115
2021-08-31,3370.642
2021-09-30,3211.351
2021-10-29,3394.91
2021-11-30,3250.861
2021-12-31,3326.997
2022-01-31,2931.555
2022-02-28,2903.125
2022-03-31,2945.347
2022-04-29,2650.257
2022-05-31,2594.356
2022-06-30,2348.26
2022-07-29,2596.838
2022-08-31,2490.946
2022-09-30,2236.375
2022-10-31,2390.186
2022-11-30,2551.758
2022-12-30,2451.753
2023-01-31,2692.991
2023-02-28,2640.164
2023-03-31,2647.303
2023-04-28,2640.232
2023-05-31,2595.274
2023-06-30,2765.684
2023-07-31,2875.675
2023-08-31,2762.912
2023-09-29,2601.946
2023-10-31,2425.85
2023-11-30,2695.376
2023-12-29,2930.549
2024-01-31,2861.612
2024-02-29,3038.912
2024-03-29,3129.788
2024-04-30,2958.303
2024-05-31,3079.086
2024-06-28,3059.592
2024-07-31,3172.665
2024-08-30,3216.705
2024-09-30,3295.912
2024-10-31,3230.055
2024-11-29,3499.424
2024-12-31,3289.327
2025-01-31,3451.776
2025-02-28,3315.621
2025-03-31,3130.514
2025-04-30,3212.344
2025-05-30,3467.43
2025-06-30,3646.886
2025-07-31,3703.261
2025-08-29,3784.842
2025-09-30,3868.535
2025-10-31,3918.115
2025-11-28,3892.635
