Date,KOKUSAI INDEX (WORLD ex JP) SMID GROWTH SMID (Small+Mid Cap)
2007-03-30,921.477
2007-04-30,964.025
2007-05-31,1000.0
2007-06-29,994.295
2007-07-31,971.177
2007-08-31,960.429
2007-09-28,1002.186
2007-10-31,1048.405
2007-11-30,980.114
2007-12-31,979.466
2008-01-31,884.717
2008-02-29,897.202
2008-03-31,881.269
2008-04-30,934.347
2008-05-30,976.474
2008-06-30,912.739
2008-07-31,864.216
2008-08-29,856.654
2008-09-30,709.043
2008-10-31,533.033
2008-11-28,483.28
2008-12-31,505.562
2009-01-30,476.891
2009-02-27,441.002
2009-03-31,477.037
2009-04-30,547.366
2009-05-29,592.11
2009-06-30,591.078
2009-07-31,639.906
2009-08-31,664.912
2009-09-30,711.099
2009-10-30,688.471
2009-11-30,716.687
2009-12-31,753.781
2010-01-29,722.366
2010-02-26,741.706
2010-03-31,798.184
2010-04-30,821.153
2010-05-31,741.739
2010-06-30,711.026
2010-07-30,771.142
2010-08-31,740.621
2010-09-30,835.591
2010-10-29,873.02
2010-11-30,879.149
2010-12-31,952.581
2011-01-31,961.784
2011-02-28,1002.105
2011-03-31,1022.67
2011-04-29,1068.275
2011-05-31,1050.578
2011-06-30,1024.713
2011-07-29,998.059
2011-08-31,919.855
2011-09-30,805.821
2011-10-31,918.198
2011-11-30,896.154
2011-12-30,878.344
2012-01-31,942.491
2012-02-29,992.284
2012-03-30,998.878
2012-04-30,994.23
2012-05-31,901.111
2012-06-29,929.672
2012-07-31,934.436
2012-08-31,969.15
2012-09-28,999.458
2012-10-31,988.543
2012-11-30,1003.984
2012-12-31,1027.144
2013-01-31,1081.669
2013-02-28,1086.078
2013-03-29,1116.643
2013-04-30,1124.585
2013-05-31,1148.625
2013-06-28,1121.067
2013-07-31,1196.118
2013-08-30,1180.036
2013-09-30,1252.322
2013-10-31,1284.576
2013-11-29,1306.262
2013-12-31,1344.217
2014-01-31,1313.738
2014-02-28,1402.946
2014-03-31,1382.291
2014-04-30,1364.824
2014-05-30,1386.865
2014-06-30,1425.432
2014-07-31,1371.934
2014-08-29,1420.23
2014-09-30,1350.168
2014-10-31,1372.656
2014-11-28,1397.274
2014-12-31,1393.589
2015-01-30,1364.298
2015-02-27,1460.362
2015-03-31,1454.593
2015-04-30,1474.973
2015-05-29,1492.964
2015-06-30,1472.944
2015-07-31,1486.511
2015-08-31,1402.159
2015-09-30,1340.028
2015-10-30,1424.119
2015-11-30,1434.651
2015-12-31,1402.885
2016-01-29,1286.714
2016-02-29,1296.825
2016-03-31,1401.97
2016-04-29,1418.283
2016-05-31,1439.52
2016-06-30,1405.96
2016-07-29,1484.992
2016-08-31,1485.381
2016-09-30,1495.164
2016-10-31,1426.729
2016-11-30,1467.27
2016-12-30,1479.531
2017-01-31,1528.344
2017-02-28,1562.461
2017-03-31,1585.371
2017-04-28,1624.596
2017-05-31,1652.199
2017-06-30,1664.171
2017-07-31,1699.876
2017-08-31,1705.969
2017-09-29,1761.555
2017-10-31,1795.782
2017-11-30,1830.486
2017-12-29,1860.576
2018-01-31,1955.014
2018-02-28,1875.809
2018-03-30,1867.833
2018-04-30,1877.549
2018-05-31,1932.272
2018-06-29,1933.541
2018-07-31,1971.894
2018-08-31,2027.308
2018-09-28,2001.648
2018-10-31,1780.329
2018-11-30,1781.136
2018-12-31,1636.094
2019-01-31,1805.706
2019-02-28,1892.294
2019-03-29,1903.75
2019-04-30,1977.218
2019-05-31,1866.306
2019-06-28,2003.023
2019-07-31,2015.369
2019-08-30,1961.055
2019-09-30,1962.653
2019-10-31,2011.233
2019-11-29,2098.773
2019-12-31,2151.368
2020-01-31,2144.157
2020-02-28,1977.047
2020-03-31,1644.2
2020-04-30,1881.556
2020-05-29,2058.946
2020-06-30,2125.128
2020-07-31,2277.831
2020-08-31,2381.136
2020-09-30,2335.723
2020-10-30,2322.037
2020-11-30,2632.308
2020-12-31,2818.66
2021-01-29,2841.702
2021-02-26,2925.285
2021-03-31,2908.886
2021-04-30,3064.793
2021-05-31,3064.586
2021-06-30,3140.665
2021-07-30,3166.004
2021-08-31,3250.018
2021-09-30,3096.091
2021-10-29,3272.807
2021-11-30,3133.405
2021-12-31,3206.503
2022-01-31,2825.278
2022-02-28,2797.585
2022-03-31,2837.639
2022-04-29,2552.707
2022-05-31,2497.785
2022-06-30,2260.383
2022-07-29,2499.39
2022-08-31,2397.065
2022-09-30,2151.791
2022-10-31,2299.593
2022-11-30,2454.551
2022-12-30,2357.997
2023-01-31,2589.8
2023-02-28,2538.682
2023-03-31,2545.021
2023-04-28,2537.669
2023-05-31,2493.343
2023-06-30,2656.632
2023-07-31,2762.037
2023-08-31,2653.299
2023-09-29,2498.368
2023-10-31,2329.076
2023-11-30,2587.409
2023-12-29,2812.803
2024-01-31,2746.512
2024-02-29,2916.359
2024-03-29,3003.012
2024-04-30,2837.76
2024-05-31,2952.442
2024-06-28,2933.159
2024-07-31,3041.306
2024-08-30,3083.112
2024-09-30,3158.488
2024-10-31,3095.148
2024-11-29,3352.875
2024-12-31,3151.054
2025-01-31,3306.526
2025-02-28,3175.875
2025-03-31,2997.925
2025-04-30,3075.418
2025-05-30,3318.247
2025-06-30,3489.266
2025-07-31,3542.943
2025-08-29,3620.556
2025-09-30,3700.073
2025-10-31,3747.187
2025-11-28,3722.468
2025-12-31,3743.984
2026-01-30,3883.348
