Date,NEW ZEALAND SMID CAP SMID (Small+Mid Cap)
2001-07-30,208.638
2001-07-31,207.456
2001-08-01,208.653
2001-08-02,209.645
2001-08-03,209.722
2001-08-06,207.978
2001-08-07,208.072
2001-08-08,209.768
2001-08-09,211.993
2001-08-10,213.671
2001-08-13,214.802
2001-08-14,214.349
2001-08-15,217.583
2001-08-16,218.62
2001-08-17,221.261
2001-08-20,218.08
2001-08-21,218.191
2001-08-22,220.442
2001-08-23,220.244
2001-08-24,222.326
2001-08-27,223.86
2001-08-28,223.546
2001-08-29,225.498
2001-08-30,224.385
2001-08-31,220.446
2001-09-03,219.421
2001-09-04,216.515
2001-09-05,216.137
2001-09-06,215.244
2001-09-07,213.49
2001-09-10,208.247
2001-09-11,210.631
2001-09-12,199.125
2001-09-13,198.813
2001-09-14,194.38
2001-09-17,178.4
2001-09-18,181.817
2001-09-19,182.219
2001-09-20,181.286
2001-09-21,175.464
2001-09-24,173.466
2001-09-25,178.38
2001-09-26,180.351
2001-09-27,180.04
2001-09-28,185.597
2001-10-01,184.199
2001-10-02,187.075
2001-10-03,191.157
2001-10-04,191.883
2001-10-05,193.699
2001-10-08,193.634
2001-10-09,191.813
2001-10-10,191.319
2001-10-11,192.591
2001-10-12,197.281
2001-10-15,201.854
2001-10-16,203.261
2001-10-17,203.802
2001-10-18,199.759
2001-10-19,197.966
2001-10-22,198.156
2001-10-23,200.885
2001-10-24,202.729
2001-10-25,202.289
2001-10-26,201.519
2001-10-29,202.652
2001-10-30,202.947
2001-10-31,202.21
2001-11-01,204.002
2001-11-02,206.06
2001-11-05,208.157
2001-11-06,210.548
2001-11-07,209.386
2001-11-08,205.903
2001-11-09,206.039
2001-11-12,207.687
2001-11-13,210.436
2001-11-14,210.719
2001-11-15,208.824
2001-11-16,208.835
2001-11-19,208.66
2001-11-20,210.793
2001-11-21,207.346
2001-11-22,205.66
2001-11-23,204.651
2001-11-26,207.09
2001-11-27,210.926
2001-11-28,211.57
2001-11-29,211.682
2001-11-30,212.273
2001-12-03,207.802
2001-12-04,205.458
2001-12-05,209.466
2001-12-06,213.065
2001-12-07,213.009
2001-12-10,211.509
2001-12-11,212.963
2001-12-12,214.695
2001-12-13,214.357
2001-12-14,211.465
2001-12-17,211.171
2001-12-18,209.295
2001-12-19,209.45
2001-12-20,206.876
2001-12-21,208.54
2001-12-24,209.986
2001-12-25,209.986
2001-12-26,210.138
2001-12-27,209.921
2001-12-28,210.642
2001-12-31,212.054
2002-01-01,212.054
2002-01-02,214.193
2002-01-03,217.402
2002-01-04,219.511
2002-01-07,220.735
2002-01-08,221.875
2002-01-09,219.862
2002-01-10,220.276
2002-01-11,219.204
2002-01-14,217.761
2002-01-15,218.702
2002-01-16,217.551
2002-01-17,216.962
2002-01-18,217.943
2002-01-21,219.854
2002-01-22,223.108
2002-01-23,222.904
2002-01-24,221.707
2002-01-25,221.582
2002-01-28,220.041
2002-01-29,221.573
2002-01-30,216.237
2002-01-31,217.454
2002-02-01,218.112
2002-02-04,218.647
2002-02-05,218.485
2002-02-06,218.668
2002-02-07,216.628
2002-02-08,217.708
2002-02-11,217.79
2002-02-12,215.918
2002-02-13,216.118
2002-02-14,217.638
2002-02-15,218.171
2002-02-18,217.989
2002-02-19,217.893
2002-02-20,219.384
2002-02-21,218.689
2002-02-22,220.903
2002-02-25,220.014
2002-02-26,221.953
2002-02-27,222.348
2002-02-28,224.043
2002-03-01,225.71
2002-03-04,226.981
2002-03-05,226.814
2002-03-06,226.664
2002-03-07,230.208
2002-03-08,228.502
2002-03-11,228.644
2002-03-12,230.435
2002-03-13,229.006
2002-03-14,228.697
2002-03-15,232.614
2002-03-18,232.664
2002-03-19,231.675
2002-03-20,236.645
2002-03-21,235.591
2002-03-22,235.819
2002-03-25,235.233
2002-03-26,234.235
2002-03-27,233.379
2002-03-28,237.576
2002-03-29,237.576
2002-04-01,238.656
2002-04-02,238.799
2002-04-03,235.745
2002-04-04,235.428
2002-04-05,234.443
2002-04-08,231.223
2002-04-09,232.768
2002-04-10,233.994
2002-04-11,237.092
2002-04-12,236.777
2002-04-15,236.294
2002-04-16,235.812
2002-04-17,238.565
2002-04-18,238.127
2002-04-19,238.043
2002-04-22,237.871
2002-04-23,238.102
2002-04-24,237.751
2002-04-25,239.718
2002-04-26,238.599
2002-04-29,237.85
2002-04-30,238.34
2002-05-01,242.593
2002-05-02,241.13
2002-05-03,243.219
2002-05-06,241.096
2002-05-07,241.167
2002-05-08,241.684
2002-05-09,240.437
2002-05-10,243.576
2002-05-13,245.339
2002-05-14,245.931
2002-05-15,250.132
2002-05-16,250.484
2002-05-17,253.37
2002-05-20,255.008
2002-05-21,255.54
2002-05-22,258.346
2002-05-23,260.901
2002-05-24,260.61
2002-05-27,261.638
2002-05-28,264.939
2002-05-29,268.405
2002-05-30,270.312
2002-05-31,269.903
2002-06-03,273.735
2002-06-04,276.274
2002-06-05,272.457
2002-06-06,276.419
2002-06-07,277.821
2002-06-10,277.954
2002-06-11,277.285
2002-06-12,277.448
2002-06-13,277.367
2002-06-14,273.142
2002-06-17,275.423
2002-06-18,280.39
2002-06-19,279.988
2002-06-20,280.267
2002-06-21,280.439
2002-06-24,275.425
2002-06-25,272.126
2002-06-26,264.961
2002-06-27,268.147
2002-06-28,265.817
2002-07-01,266.458
2002-07-02,267.887
2002-07-03,266.863
2002-07-04,262.551
2002-07-05,266.116
2002-07-08,272.26
2002-07-09,272.014
2002-07-10,271.963
2002-07-11,263.666
2002-07-12,266.33
2002-07-15,264.749
2002-07-16,264.146
2002-07-17,258.46
2002-07-18,261.788
2002-07-19,263.7
2002-07-22,255.798
2002-07-23,253.583
2002-07-24,242.006
2002-07-25,244.87
2002-07-26,239.42
2002-07-29,244.882
2002-07-30,249.274
2002-07-31,245.46
2002-08-01,243.635
2002-08-02,241.921
2002-08-05,242.478
2002-08-06,236.824
2002-08-07,241.934
2002-08-08,243.626
2002-08-09,247.694
2002-08-12,250.878
2002-08-13,250.645
2002-08-14,250.507
2002-08-15,252.556
2002-08-16,252.88
2002-08-19,254.075
2002-08-20,254.992
2002-08-21,251.839
2002-08-22,253.937
2002-08-23,254.392
2002-08-26,254.614
2002-08-27,258.282
2002-08-28,258.846
2002-08-29,258.191
2002-08-30,257.512
2002-09-02,259.619
2002-09-03,261.052
2002-09-04,257.209
2002-09-05,256.396
2002-09-06,255.396
2002-09-09,254.781
2002-09-10,255.292
2002-09-11,257.587
2002-09-12,261.276
2002-09-13,260.141
2002-09-16,257.767
2002-09-17,258.057
2002-09-18,257.473
2002-09-19,258.058
2002-09-20,256.576
2002-09-23,254.16
2002-09-24,252.581
2002-09-25,251.873
2002-09-26,254.039
2002-09-27,252.326
2002-09-30,254.519
2002-10-01,255.169
2002-10-02,258.612
2002-10-03,258.726
2002-10-04,257.459
2002-10-07,260.316
2002-10-08,260.223
2002-10-09,261.912
2002-10-10,258.914
2002-10-11,261.99
2002-10-14,263.165
2002-10-15,262.724
2002-10-16,261.69
2002-10-17,262.393
2002-10-18,264.14
2002-10-21,267.09
2002-10-22,269.81
2002-10-23,270.77
2002-10-24,269.975
2002-10-25,269.695
2002-10-28,270.915
2002-10-29,268.931
2002-10-30,267.423
2002-10-31,270.529
2002-11-01,275.737
2002-11-04,278.543
2002-11-05,267.533
2002-11-06,269.839
2002-11-07,267.404
2002-11-08,267.437
2002-11-11,264.958
2002-11-12,265.992
2002-11-13,268.989
2002-11-14,270.35
2002-11-15,269.438
2002-11-18,270.215
2002-11-19,269.267
2002-11-20,267.768
2002-11-21,268.822
2002-11-22,269.466
2002-11-25,267.396
2002-11-26,266.187
2002-11-27,263.607
2002-11-28,266.327
2002-11-29,268.754
2002-12-02,269.406
2002-12-03,268.865
2002-12-04,268.822
2002-12-05,270.028
2002-12-06,270.501
2002-12-09,270.695
2002-12-10,270.444
2002-12-11,271.68
2002-12-12,274.824
2002-12-13,279.725
2002-12-16,279.687
2002-12-17,283.422
2002-12-18,279.946
2002-12-19,280.119
2002-12-20,280.598
2002-12-23,283.117
2002-12-24,284.433
2002-12-25,284.433
2002-12-26,284.735
2002-12-27,286.894
2002-12-30,290.448
2002-12-31,290.742
2003-01-01,290.742
2003-01-02,291.076
2003-01-03,291.777
2003-01-06,298.205
2003-01-07,300.059
2003-01-08,297.823
2003-01-09,299.604
2003-01-10,303.72
2003-01-13,307.372
2003-01-14,307.714
2003-01-15,309.258
2003-01-16,312.187
2003-01-17,316.989
2003-01-20,316.189
2003-01-21,311.295
2003-01-22,308.706
2003-01-23,311.509
2003-01-24,316.024
2003-01-27,315.958
2003-01-28,313.73
2003-01-29,314.44
2003-01-30,310.256
2003-01-31,310.036
2003-02-03,309.389
2003-02-04,315.139
2003-02-05,311.898
2003-02-06,311.984
2003-02-07,307.968
2003-02-10,312.491
2003-02-11,311.962
2003-02-12,309.086
2003-02-13,307.13
2003-02-14,305.984
2003-02-17,309.703
2003-02-18,308.24
2003-02-19,311.467
2003-02-20,310.933
2003-02-21,309.097
2003-02-24,310.255
2003-02-25,308.25
2003-02-26,309.552
2003-02-27,309.066
2003-02-28,308.028
2003-03-03,311.776
2003-03-04,313.339
2003-03-05,315.58
2003-03-06,314.641
2003-03-07,311.941
2003-03-10,310.292
2003-03-11,304.73
2003-03-12,303.242
2003-03-13,299.95
2003-03-14,304.424
2003-03-17,303.617
2003-03-18,304.437
2003-03-19,302.599
2003-03-20,303.365
2003-03-21,300.815
2003-03-24,303.381
2003-03-25,300.951
2003-03-26,298.993
2003-03-27,300.589
2003-03-28,299.338
2003-03-31,303.413
2003-04-01,301.821
2003-04-02,299.765
2003-04-03,298.528
2003-04-04,297.274
2003-04-07,298.531
2003-04-08,299.943
2003-04-09,302.251
2003-04-10,300.935
2003-04-11,301.467
2003-04-14,304.061
2003-04-15,310.566
2003-04-16,311.459
2003-04-17,310.974
2003-04-18,310.974
2003-04-21,309.97
2003-04-22,311.32
2003-04-23,312.08
2003-04-24,313.57
2003-04-25,312.496
2003-04-28,311.649
2003-04-29,311.709
2003-04-30,315.601
2003-05-01,316.45
2003-05-02,309.653
2003-05-05,312.815
2003-05-06,315.861
2003-05-07,314.993
2003-05-08,320.296
2003-05-09,320.724
2003-05-12,321.771
2003-05-13,322.785
2003-05-14,323.051
2003-05-15,322.356
2003-05-16,327.574
2003-05-19,330.117
2003-05-20,328.365
2003-05-21,324.859
2003-05-22,326.777
2003-05-23,329.339
2003-05-26,333.435
2003-05-27,335.939
2003-05-28,330.185
2003-05-29,332.72
2003-05-30,333.768
2003-06-02,335.531
2003-06-03,336.755
2003-06-04,338.879
2003-06-05,342.374
2003-06-06,341.745
2003-06-09,341.355
2003-06-10,341.514
2003-06-11,342.543
2003-06-12,342.967
2003-06-13,345.293
2003-06-16,349.768
2003-06-17,353.929
2003-06-18,355.66
2003-06-19,356.904
2003-06-20,359.401
2003-06-23,358.453
2003-06-24,356.326
2003-06-25,358.62
2003-06-26,355.66
2003-06-27,355.484
2003-06-30,364.813
2003-07-01,366.941
2003-07-02,368.025
2003-07-03,369.979
2003-07-04,368.274
2003-07-07,368.028
2003-07-08,361.894
2003-07-09,351.871
2003-07-10,353.152
2003-07-11,356.21
2003-07-14,356.642
2003-07-15,350.785
2003-07-16,349.227
2003-07-17,345.875
2003-07-18,338.829
2003-07-21,344.13
2003-07-22,344.045
2003-07-23,350.616
2003-07-24,358.99
2003-07-25,360.404
2003-07-28,362.042
2003-07-29,363.185
2003-07-30,356.302
2003-07-31,353.588
2003-08-01,359.377
2003-08-04,358.331
2003-08-05,355.877
2003-08-06,356.853
2003-08-07,357.324
2003-08-08,363.017
2003-08-11,368.025
2003-08-12,368.272
2003-08-13,371.225
2003-08-14,370.076
2003-08-15,370.731
2003-08-18,370.986
2003-08-19,370.211
2003-08-20,371.651
2003-08-21,365.292
2003-08-22,364.726
2003-08-25,365.805
2003-08-26,361.932
2003-08-27,357.242
2003-08-28,357.858
2003-08-29,364.241
2003-09-01,363.805
2003-09-02,357.98
2003-09-03,356.562
2003-09-04,354.765
2003-09-05,359.118
2003-09-08,360.223
2003-09-09,365.716
2003-09-10,364.494
2003-09-11,365.524
2003-09-12,366.482
2003-09-15,371.289
2003-09-16,369.518
2003-09-17,369.34
2003-09-18,372.92
2003-09-19,375.912
2003-09-22,380.69
2003-09-23,378.68
2003-09-24,380.257
2003-09-25,382.073
2003-09-26,378.789
2003-09-29,377.795
2003-09-30,384.308
2003-10-01,386.759
2003-10-02,389.546
2003-10-03,390.285
2003-10-06,390.022
2003-10-07,392.112
2003-10-08,391.37
2003-10-09,393.492
2003-10-10,391.487
2003-10-13,389.724
2003-10-14,388.15
2003-10-15,389.377
2003-10-16,390.528
2003-10-17,393.405
2003-10-20,394.056
2003-10-21,398.157
2003-10-22,401.021
2003-10-23,400.92
2003-10-24,401.898
2003-10-27,402.392
2003-10-28,403.135
2003-10-29,408.222
2003-10-30,408.943
2003-10-31,409.68
2003-11-03,409.219
2003-11-04,408.699
2003-11-05,414.271
2003-11-06,409.477
2003-11-07,409.643
2003-11-10,414.195
2003-11-11,421.047
2003-11-12,418.737
2003-11-13,420.439
2003-11-14,420.69
2003-11-17,419.562
2003-11-18,423.845
2003-11-19,427.711
2003-11-20,432.153
2003-11-21,427.543
2003-11-24,424.325
2003-11-25,422.564
2003-11-26,427.497
2003-11-27,423.575
2003-11-28,424.803
2003-12-01,429.347
2003-12-02,431.504
2003-12-03,433.041
2003-12-04,431.623
2003-12-05,430.792
2003-12-08,432.396
2003-12-09,432.771
2003-12-10,434.607
2003-12-11,432.032
2003-12-12,436.74
2003-12-15,439.968
2003-12-16,441.472
2003-12-17,440.044
2003-12-18,438.226
2003-12-19,435.721
2003-12-22,436.953
2003-12-23,437.09
2003-12-24,442.286
2003-12-25,442.286
2003-12-26,442.73
2003-12-29,443.86
2003-12-30,451.469
2003-12-31,453.287
2004-01-01,453.287
2004-01-02,454.392
2004-01-05,462.838
2004-01-06,468.167
2004-01-07,468.658
2004-01-08,466.952
2004-01-09,473.704
2004-01-12,474.475
2004-01-13,474.678
2004-01-14,470.576
2004-01-15,464.446
2004-01-16,461.6
2004-01-19,454.516
2004-01-20,465.571
2004-01-21,470.732
2004-01-22,472.34
2004-01-23,474.108
2004-01-26,471.732
2004-01-27,476.568
2004-01-28,475.311
2004-01-29,462.521
2004-01-30,459.446
2004-02-02,460.195
2004-02-03,463.641
2004-02-04,460.992
2004-02-05,465.469
2004-02-06,467.294
2004-02-09,472.995
2004-02-10,475.981
2004-02-11,470.871
2004-02-12,470.691
2004-02-13,474.955
2004-02-16,477.176
2004-02-17,475.202
2004-02-18,475.476
2004-02-19,470.872
2004-02-20,461.68
2004-02-23,458.205
2004-02-24,461.713
2004-02-25,463.529
2004-02-26,459.988
2004-02-27,459.28
2004-03-01,460.663
2004-03-02,461.09
2004-03-03,452.459
2004-03-04,455.774
2004-03-05,461.735
2004-03-08,460.402
2004-03-09,467.203
2004-03-10,454.131
2004-03-11,440.663
2004-03-12,442.066
2004-03-15,437.554
2004-03-16,445.407
2004-03-17,444.274
2004-03-18,451.174
2004-03-19,451.502
2004-03-22,455.859
2004-03-23,456.697
2004-03-24,453.332
2004-03-25,452.093
2004-03-26,458.683
2004-03-29,461.095
2004-03-30,469.171
2004-03-31,475.531
2004-04-01,477.993
2004-04-02,473.643
2004-04-05,466.273
2004-04-06,475.85
2004-04-07,478.241
2004-04-08,476.699
2004-04-09,476.699
2004-04-12,479.306
2004-04-13,472.804
2004-04-14,457.462
2004-04-15,461.662
2004-04-16,465.364
2004-04-19,469.005
2004-04-20,464.849
2004-04-21,460.238
2004-04-22,458.954
2004-04-23,464.792
2004-04-26,465.842
2004-04-27,465.917
2004-04-28,464.008
2004-04-29,460.681
2004-04-30,461.695
2004-05-03,459.337
2004-05-04,466.617
2004-05-05,467.564
2004-05-06,464.024
2004-05-07,450.89
2004-05-10,435.961
2004-05-11,431.515
2004-05-12,439.155
2004-05-13,431.828
2004-05-14,432.503
2004-05-17,436.267
2004-05-18,434.178
2004-05-19,446.179
2004-05-20,441.717
2004-05-21,445.099
2004-05-24,443.991
2004-05-25,445.341
2004-05-26,448.206
2004-05-27,462.108
2004-05-28,458.342
2004-05-31,458.849
2004-06-01,460.267
2004-06-02,456.801
2004-06-03,457.157
2004-06-04,455.495
2004-06-07,462.407
2004-06-08,460.979
2004-06-09,454.957
2004-06-10,463.042
2004-06-11,459.741
2004-06-14,459.413
2004-06-15,457.797
2004-06-16,458.32
2004-06-17,456.893
2004-06-18,460.036
2004-06-21,460.566
2004-06-22,461.403
2004-06-23,460.747
2004-06-24,465.884
2004-06-25,468.055
2004-06-28,473.053
2004-06-29,467.712
2004-06-30,475.78
2004-07-01,479.176
2004-07-02,484.608
2004-07-05,485.095
2004-07-06,487.047
2004-07-07,494.888
2004-07-08,493.659
2004-07-09,492.525
2004-07-12,494.536
2004-07-13,492.427
2004-07-14,488.387
2004-07-15,486.693
2004-07-16,495.388
2004-07-19,498.188
2004-07-20,498.793
2004-07-21,484.161
2004-07-22,490.896
2004-07-23,483.807
2004-07-26,486.969
2004-07-27,482.433
2004-07-28,481.504
2004-07-29,486.366
2004-07-30,491.122
2004-08-02,494.288
2004-08-03,498.754
2004-08-04,498.843
2004-08-05,499.388
2004-08-06,502.014
2004-08-09,501.008
2004-08-10,502.124
2004-08-11,503.73
2004-08-12,510.044
2004-08-13,514.928
2004-08-16,512.091
2004-08-17,509.198
2004-08-18,508.562
2004-08-19,514.943
2004-08-20,516.462
2004-08-23,513.56
2004-08-24,502.109
2004-08-25,499.59
2004-08-26,498.465
2004-08-27,501.308
2004-08-30,501.927
2004-08-31,504.98
2004-09-01,505.366
2004-09-02,494.333
2004-09-03,492.468
2004-09-06,495.993
2004-09-07,495.302
2004-09-08,495.846
2004-09-09,504.601
2004-09-10,512.975
2004-09-13,505.785
2004-09-14,512.511
2004-09-15,508.422
2004-09-16,511.702
2004-09-17,510.495
2004-09-20,513.025
2004-09-21,518.107
2004-09-22,519.431
2004-09-23,523.32
2004-09-24,524.0
2004-09-27,523.509
2004-09-28,529.32
2004-09-29,529.764
2004-09-30,537.626
2004-10-01,537.095
2004-10-04,533.17
2004-10-05,537.724
2004-10-06,540.012
2004-10-07,539.055
2004-10-08,543.708
2004-10-11,544.786
2004-10-12,541.67
2004-10-13,536.074
2004-10-14,544.941
2004-10-15,545.853
2004-10-18,545.003
2004-10-19,544.624
2004-10-20,545.712
2004-10-21,543.267
2004-10-22,541.106
2004-10-25,546.797
2004-10-26,541.378
2004-10-27,543.846
2004-10-28,538.856
2004-10-29,539.481
2004-11-01,543.716
2004-11-02,550.33
2004-11-03,555.033
2004-11-04,560.429
2004-11-05,560.663
2004-11-08,560.329
2004-11-09,563.058
2004-11-10,554.284
2004-11-11,558.204
2004-11-12,565.49
2004-11-15,571.364
2004-11-16,571.52
2004-11-17,575.725
2004-11-18,575.085
2004-11-19,582.521
2004-11-22,581.741
2004-11-23,583.585
2004-11-24,586.247
2004-11-25,597.794
2004-11-26,599.483
2004-11-29,598.955
2004-11-30,599.579
2004-12-01,600.852
2004-12-02,605.641
2004-12-03,606.884
2004-12-06,609.063
2004-12-07,610.277
2004-12-08,592.099
2004-12-09,588.925
2004-12-10,589.06
2004-12-13,597.247
2004-12-14,596.062
2004-12-15,602.209
2004-12-16,596.883
2004-12-17,598.113
2004-12-20,603.109
2004-12-21,598.651
2004-12-22,603.777
2004-12-23,604.123
2004-12-24,608.925
2004-12-27,610.963
2004-12-28,612.873
2004-12-29,612.844
2004-12-30,617.2
2004-12-31,624.969
2005-01-03,617.571
2005-01-04,610.303
2005-01-05,610.958
2005-01-06,607.668
2005-01-07,605.455
2005-01-10,601.561
2005-01-11,606.939
2005-01-12,607.441
2005-01-13,608.357
2005-01-14,601.354
2005-01-17,598.767
2005-01-18,602.812
2005-01-19,608.949
2005-01-20,607.992
2005-01-21,614.822
2005-01-24,618.577
2005-01-25,617.314
2005-01-26,625.754
2005-01-27,620.71
2005-01-28,618.879
2005-01-31,615.474
2005-02-01,621.522
2005-02-02,619.154
2005-02-03,618.549
2005-02-04,625.14
2005-02-07,623.096
2005-02-08,619.121
2005-02-09,628.327
2005-02-10,631.186
2005-02-11,633.283
2005-02-14,639.133
2005-02-15,635.67
2005-02-16,632.874
2005-02-17,639.164
2005-02-18,643.264
2005-02-21,650.535
2005-02-22,649.818
2005-02-23,640.276
2005-02-24,638.039
2005-02-25,637.791
2005-02-28,653.801
2005-03-01,649.287
2005-03-02,651.001
2005-03-03,652.962
2005-03-04,659.768
2005-03-07,660.29
2005-03-08,668.718
2005-03-09,664.875
2005-03-10,660.891
2005-03-11,654.076
2005-03-14,653.294
2005-03-15,657.016
2005-03-16,658.838
2005-03-17,650.2
2005-03-18,652.619
2005-03-21,649.257
2005-03-22,647.355
2005-03-23,626.097
2005-03-24,615.293
2005-03-25,615.293
2005-03-28,609.53
2005-03-29,605.46
2005-03-30,603.796
2005-03-31,606.184
2005-04-01,602.727
2005-04-04,599.785
2005-04-05,602.232
2005-04-06,606.772
2005-04-07,610.947
2005-04-08,611.26
2005-04-11,614.041
2005-04-12,611.758
2005-04-13,617.68
2005-04-14,615.368
2005-04-15,604.388
2005-04-18,586.674
2005-04-19,594.348
2005-04-20,595.005
2005-04-21,589.686
2005-04-22,594.891
2005-04-25,592.047
2005-04-26,586.708
2005-04-27,588.998
2005-04-28,594.599
2005-04-29,600.917
2005-05-02,600.911
2005-05-03,598.25
2005-05-04,601.138
2005-05-05,594.769
2005-05-06,588.165
2005-05-09,579.353
2005-05-10,586.222
2005-05-11,588.734
2005-05-12,583.543
2005-05-13,582.115
2005-05-16,579.697
2005-05-17,584.613
2005-05-18,584.791
2005-05-19,588.863
2005-05-20,590.981
2005-05-23,600.292
2005-05-24,602.765
2005-05-25,603.925
2005-05-26,594.58
2005-05-27,598.83
2005-05-30,597.651
2005-05-31,590.631
2005-06-01,578.003
2005-06-02,587.334
2005-06-03,592.3
2005-06-06,598.163
2005-06-07,602.096
2005-06-08,606.441
2005-06-09,605.271
2005-06-10,602.141
2005-06-13,602.017
2005-06-14,609.647
2005-06-15,615.186
2005-06-16,623.004
2005-06-17,628.883
2005-06-20,624.272
2005-06-21,626.788
2005-06-22,629.195
2005-06-23,622.176
2005-06-24,613.461
2005-06-27,622.138
2005-06-28,620.431
2005-06-29,625.748
2005-06-30,636.373
2005-07-01,622.056
2005-07-04,622.243
2005-07-05,622.876
2005-07-06,625.418
2005-07-07,618.784
2005-07-08,617.194
2005-07-11,628.419
2005-07-12,637.884
2005-07-13,625.997
2005-07-14,627.358
2005-07-15,624.206
2005-07-18,630.453
2005-07-19,623.95
2005-07-20,625.107
2005-07-21,633.237
2005-07-22,635.296
2005-07-25,635.705
2005-07-26,637.183
2005-07-27,636.925
2005-07-28,642.923
2005-07-29,645.361
2005-08-01,649.374
2005-08-02,650.332
2005-08-03,653.573
2005-08-04,651.566
2005-08-05,646.891
2005-08-08,649.715
2005-08-09,647.794
2005-08-10,649.318
2005-08-11,660.973
2005-08-12,664.572
2005-08-15,663.957
2005-08-16,667.675
2005-08-17,670.882
2005-08-18,663.308
2005-08-19,658.727
2005-08-22,666.647
2005-08-23,667.931
2005-08-24,668.555
2005-08-25,665.023
2005-08-26,657.635
2005-08-29,651.183
2005-08-30,648.494
2005-08-31,652.151
2005-09-01,665.687
2005-09-02,670.42
2005-09-05,675.25
2005-09-06,669.409
2005-09-07,669.149
2005-09-08,672.628
2005-09-09,676.019
2005-09-12,672.133
2005-09-13,669.336
2005-09-14,684.38
2005-09-15,683.408
2005-09-16,684.689
2005-09-19,678.965
2005-09-20,677.703
2005-09-21,677.051
2005-09-22,666.207
2005-09-23,659.487
2005-09-26,658.429
2005-09-27,660.138
2005-09-28,666.309
2005-09-29,672.813
2005-09-30,680.331
2005-10-03,679.766
2005-10-04,687.67
2005-10-05,683.225
2005-10-06,677.048
2005-10-07,675.522
2005-10-10,680.012
2005-10-11,672.791
2005-10-12,676.418
2005-10-13,656.663
2005-10-14,660.47
2005-10-17,664.123
2005-10-18,655.306
2005-10-19,647.743
2005-10-20,649.712
2005-10-21,641.074
2005-10-24,641.485
2005-10-25,648.215
2005-10-26,651.34
2005-10-27,653.861
2005-10-28,650.968
2005-10-31,649.938
2005-11-01,652.451
2005-11-02,645.26
2005-11-03,648.74
2005-11-04,638.575
2005-11-07,636.034
