Date,NORWAY IMI GROWTH IMI (Large+Mid+Small Cap)
2001-12-20,384.912
2001-12-21,387.749
2001-12-24,382.798
2001-12-25,382.798
2001-12-26,383.318
2001-12-27,397.333
2001-12-28,400.209
2001-12-31,403.114
2002-01-01,403.114
2002-01-02,412.05
2002-01-03,418.716
2002-01-04,416.573
2002-01-07,413.171
2002-01-08,409.462
2002-01-09,411.824
2002-01-10,408.912
2002-01-11,410.398
2002-01-14,412.944
2002-01-15,397.668
2002-01-16,385.769
2002-01-17,393.119
2002-01-18,385.857
2002-01-21,384.169
2002-01-22,385.924
2002-01-23,385.3
2002-01-24,387.374
2002-01-25,380.416
2002-01-28,383.705
2002-01-29,383.626
2002-01-30,380.161
2002-01-31,381.61
2002-02-01,383.159
2002-02-04,383.334
2002-02-05,378.129
2002-02-06,381.345
2002-02-07,387.689
2002-02-08,383.667
2002-02-11,389.151
2002-02-12,386.54
2002-02-13,386.6
2002-02-14,382.281
2002-02-15,384.001
2002-02-18,381.931
2002-02-19,377.281
2002-02-20,376.428
2002-02-21,376.78
2002-02-22,384.452
2002-02-25,379.975
2002-02-26,383.791
2002-02-27,388.45
2002-02-28,386.889
2002-03-01,390.712
2002-03-04,395.076
2002-03-05,399.979
2002-03-06,399.815
2002-03-07,415.828
2002-03-08,419.998
2002-03-11,416.072
2002-03-12,413.699
2002-03-13,416.021
2002-03-14,418.346
2002-03-15,419.404
2002-03-18,423.168
2002-03-19,425.618
2002-03-20,423.687
2002-03-21,424.893
2002-03-22,425.728
2002-03-25,423.911
2002-03-26,421.287
2002-03-27,423.834
2002-03-28,424.047
2002-03-29,424.047
2002-04-01,427.247
2002-04-02,426.991
2002-04-03,425.091
2002-04-04,414.688
2002-04-05,420.84
2002-04-08,413.594
2002-04-09,420.454
2002-04-10,418.359
2002-04-11,421.961
2002-04-12,417.864
2002-04-15,417.688
2002-04-16,420.88
2002-04-17,423.57
2002-04-18,426.824
2002-04-19,423.794
2002-04-22,418.109
2002-04-23,416.183
2002-04-24,414.399
2002-04-25,407.734
2002-04-26,409.841
2002-04-29,409.009
2002-04-30,406.19
2002-05-01,408.694
2002-05-02,414.178
2002-05-03,414.466
2002-05-06,412.908
2002-05-07,406.316
2002-05-08,415.929
2002-05-09,416.662
2002-05-10,418.14
2002-05-13,415.064
2002-05-14,422.941
2002-05-15,422.395
2002-05-16,424.52
2002-05-17,429.057
2002-05-20,430.321
2002-05-21,428.88
2002-05-22,428.096
2002-05-23,422.084
2002-05-24,419.405
2002-05-27,418.894
2002-05-28,419.831
2002-05-29,409.814
2002-05-30,401.37
2002-05-31,401.629
2002-06-03,403.32
2002-06-04,391.947
2002-06-05,394.837
2002-06-06,398.752
2002-06-07,387.264
2002-06-10,387.383
2002-06-11,396.074
2002-06-12,392.165
2002-06-13,394.744
2002-06-14,385.902
2002-06-17,394.265
2002-06-18,400.673
2002-06-19,398.192
2002-06-20,385.69
2002-06-21,382.614
2002-06-24,372.077
2002-06-25,376.491
2002-06-26,361.653
2002-06-27,380.545
2002-06-28,379.227
2002-07-01,386.151
2002-07-02,386.408
2002-07-03,377.998
2002-07-04,378.817
2002-07-05,386.749
2002-07-08,400.1
2002-07-09,404.004
2002-07-10,396.334
2002-07-11,395.289
2002-07-12,394.85
2002-07-15,396.242
2002-07-16,394.088
2002-07-17,403.172
2002-07-18,399.505
2002-07-19,388.772
2002-07-22,371.593
2002-07-23,354.155
2002-07-24,334.714
2002-07-25,349.041
2002-07-26,348.958
2002-07-29,351.094
2002-07-30,359.614
2002-07-31,360.291
2002-08-01,355.508
2002-08-02,355.644
2002-08-05,346.178
2002-08-06,334.816
2002-08-07,342.226
2002-08-08,344.148
2002-08-09,347.269
2002-08-12,340.7
2002-08-13,342.772
2002-08-14,340.977
2002-08-15,344.044
2002-08-16,344.378
2002-08-19,338.526
2002-08-20,346.186
2002-08-21,345.045
2002-08-22,346.567
2002-08-23,343.268
2002-08-26,341.842
2002-08-27,344.669
2002-08-28,339.486
2002-08-29,336.694
2002-08-30,333.017
2002-09-02,325.295
2002-09-03,317.079
2002-09-04,309.075
2002-09-05,301.664
2002-09-06,305.919
2002-09-09,298.657
2002-09-10,297.764
2002-09-11,301.264
2002-09-12,299.124
2002-09-13,293.838
2002-09-16,288.913
2002-09-17,289.437
2002-09-18,285.43
2002-09-19,278.002
2002-09-20,280.534
2002-09-23,275.132
2002-09-24,267.884
2002-09-25,268.602
2002-09-26,276.226
2002-09-27,269.691
2002-09-30,268.189
2002-10-01,272.658
2002-10-02,275.971
2002-10-03,277.093
2002-10-04,276.006
2002-10-07,268.883
2002-10-08,268.889
2002-10-09,271.139
2002-10-10,271.687
2002-10-11,286.029
2002-10-14,288.045
2002-10-15,302.936
2002-10-16,299.115
2002-10-17,297.086
2002-10-18,287.499
2002-10-21,292.293
2002-10-22,290.151
2002-10-23,290.999
2002-10-24,289.889
2002-10-25,288.356
2002-10-28,288.661
2002-10-29,282.312
2002-10-30,283.86
2002-10-31,292.704
2002-11-01,293.338
2002-11-04,305.344
2002-11-05,304.976
2002-11-06,304.257
2002-11-07,303.559
2002-11-08,302.039
2002-11-11,300.274
2002-11-12,297.305
2002-11-13,299.653
2002-11-14,298.326
2002-11-15,301.445
2002-11-18,306.969
2002-11-19,303.158
2002-11-20,299.61
2002-11-21,308.131
2002-11-22,311.978
2002-11-25,306.807
2002-11-26,312.721
2002-11-27,312.703
2002-11-28,321.727
2002-11-29,333.633
2002-12-02,332.426
2002-12-03,319.916
2002-12-04,317.077
2002-12-05,301.445
2002-12-06,247.85
2002-12-09,249.111
2002-12-10,251.836
2002-12-11,256.395
2002-12-12,253.272
2002-12-13,249.562
2002-12-16,245.328
2002-12-17,248.497
2002-12-18,243.278
2002-12-19,243.416
2002-12-20,241.68
2002-12-23,237.481
2002-12-24,238.568
2002-12-25,238.568
2002-12-26,238.826
2002-12-27,232.576
2002-12-30,232.87
2002-12-31,233.944
2003-01-01,233.944
2003-01-02,238.112
2003-01-03,238.895
2003-01-06,232.303
2003-01-07,241.65
2003-01-08,237.727
2003-01-09,246.548
2003-01-10,249.228
2003-01-13,259.218
2003-01-14,264.62
2003-01-15,266.153
2003-01-16,268.603
2003-01-17,265.468
2003-01-20,263.608
2003-01-21,259.691
2003-01-22,255.284
2003-01-23,259.292
2003-01-24,263.896
2003-01-27,220.996
2003-01-28,219.261
2003-01-29,214.235
2003-01-30,216.821
2003-01-31,218.381
2003-02-03,218.848
2003-02-04,214.944
2003-02-05,214.349
2003-02-06,210.329
2003-02-07,208.009
2003-02-10,204.708
2003-02-11,206.228
2003-02-12,204.778
2003-02-13,199.69
2003-02-14,199.911
2003-02-17,206.937
2003-02-18,208.158
2003-02-19,201.845
2003-02-20,199.979
2003-02-21,200.001
2003-02-24,194.348
2003-02-25,183.927
2003-02-26,183.231
2003-02-27,178.924
2003-02-28,185.825
2003-03-03,192.227
2003-03-04,188.959
2003-03-05,189.395
2003-03-06,183.481
2003-03-07,176.924
2003-03-10,176.948
2003-03-11,179.55
2003-03-12,180.776
2003-03-13,180.962
2003-03-14,182.441
2003-03-17,177.719
2003-03-18,182.943
2003-03-19,187.35
2003-03-20,188.069
2003-03-21,192.348
2003-03-24,171.888
2003-03-25,173.773
2003-03-26,172.871
2003-03-27,171.867
2003-03-28,170.819
2003-03-31,172.94
2003-04-01,173.542
2003-04-02,180.947
2003-04-03,180.128
2003-04-04,181.888
2003-04-07,189.612
2003-04-08,191.142
2003-04-09,191.293
2003-04-10,190.948
2003-04-11,191.695
2003-04-14,194.145
2003-04-15,195.849
2003-04-16,203.015
2003-04-17,203.419
2003-04-18,203.419
2003-04-21,203.382
2003-04-22,202.125
2003-04-23,204.915
2003-04-24,204.824
2003-04-25,206.894
2003-04-28,208.778
2003-04-29,214.96
2003-04-30,211.941
2003-05-01,213.274
2003-05-02,210.351
2003-05-05,214.647
2003-05-06,219.571
2003-05-07,219.949
2003-05-08,221.045
2003-05-09,226.323
2003-05-12,226.217
2003-05-13,227.518
2003-05-14,231.949
2003-05-15,235.541
2003-05-16,239.118
2003-05-19,232.765
2003-05-20,231.876
2003-05-21,228.915
2003-05-22,229.759
2003-05-23,235.439
2003-05-26,235.133
2003-05-27,229.486
2003-05-28,229.12
2003-05-29,230.751
2003-05-30,229.37
2003-06-02,234.443
2003-06-03,230.502
2003-06-04,227.254
2003-06-05,229.398
2003-06-06,232.941
2003-06-09,233.375
2003-06-10,230.6
2003-06-11,230.701
2003-06-12,232.033
2003-06-13,231.688
2003-06-16,232.767
2003-06-17,235.354
2003-06-18,231.492
2003-06-19,233.539
2003-06-20,229.503
2003-06-23,227.311
2003-06-24,225.636
2003-06-25,223.864
2003-06-26,222.123
2003-06-27,225.991
2003-06-30,224.001
2003-07-01,224.584
2003-07-02,226.134
2003-07-03,226.305
2003-07-04,226.64
2003-07-07,225.314
2003-07-08,225.304
2003-07-09,224.859
2003-07-10,224.728
2003-07-11,229.043
2003-07-14,232.071
2003-07-15,230.294
2003-07-16,230.186
2003-07-17,228.396
2003-07-18,229.115
2003-07-21,231.674
2003-07-22,230.746
2003-07-23,236.214
2003-07-24,240.623
2003-07-25,245.097
2003-07-28,247.226
2003-07-29,246.697
2003-07-30,245.792
2003-07-31,245.792
2003-08-01,248.405
2003-08-04,249.281
2003-08-05,249.759
2003-08-06,249.73
2003-08-07,249.145
2003-08-08,253.591
2003-08-11,252.32
2003-08-12,251.105
2003-08-13,252.226
2003-08-14,251.62
2003-08-15,253.865
2003-08-18,252.181
2003-08-19,250.754
2003-08-20,249.508
2003-08-21,250.055
2003-08-22,250.304
2003-08-25,245.977
2003-08-26,242.217
2003-08-27,242.146
2003-08-28,246.99
2003-08-29,257.795
2003-09-01,265.931
2003-09-02,261.228
2003-09-03,264.281
2003-09-04,266.349
2003-09-05,266.653
2003-09-08,267.656
2003-09-09,268.496
2003-09-10,263.999
2003-09-11,262.564
2003-09-12,263.687
2003-09-15,263.841
2003-09-16,263.941
2003-09-17,268.935
2003-09-18,266.251
2003-09-19,266.038
2003-09-22,260.976
2003-09-23,265.019
2003-09-24,266.692
2003-09-25,260.713
2003-09-26,253.037
2003-09-29,258.394
2003-09-30,251.602
2003-10-01,258.852
2003-10-02,260.327
2003-10-03,264.954
2003-10-06,266.975
2003-10-07,266.322
2003-10-08,273.344
2003-10-09,275.155
2003-10-10,277.474
2003-10-13,277.717
2003-10-14,274.969
2003-10-15,278.477
2003-10-16,279.52
2003-10-17,278.384
2003-10-20,276.688
2003-10-21,278.452
2003-10-22,279.374
2003-10-23,276.717
2003-10-24,280.767
2003-10-27,284.486
2003-10-28,285.735
2003-10-29,288.356
2003-10-30,295.728
2003-10-31,291.238
2003-11-03,288.834
2003-11-04,288.239
2003-11-05,285.82
2003-11-06,291.152
2003-11-07,296.307
2003-11-10,294.484
2003-11-11,292.758
2003-11-12,298.78
2003-11-13,300.521
2003-11-14,303.565
2003-11-17,296.217
2003-11-18,298.382
2003-11-19,296.797
2003-11-20,297.094
2003-11-21,299.886
2003-11-24,300.751
2003-11-25,301.585
2003-11-26,305.537
2003-11-27,306.184
2003-11-28,307.726
2003-12-01,311.402
2003-12-02,316.338
2003-12-03,319.956
2003-12-04,319.459
2003-12-05,321.036
2003-12-08,322.595
2003-12-09,328.627
2003-12-10,325.704
2003-12-11,323.665
2003-12-12,323.591
2003-12-15,324.009
2003-12-16,321.069
2003-12-17,320.585
2003-12-18,319.964
2003-12-19,320.125
2003-12-22,320.245
2003-12-23,321.066
2003-12-24,320.202
2003-12-25,320.202
2003-12-26,319.75
2003-12-29,323.736
2003-12-30,326.07
2003-12-31,329.278
2004-01-01,329.278
2004-01-02,332.018
2004-01-05,338.742
2004-01-06,338.69
2004-01-07,336.732
2004-01-08,340.766
2004-01-09,346.661
2004-01-12,351.784
2004-01-13,358.981
2004-01-14,362.389
2004-01-15,355.892
2004-01-16,355.544
2004-01-19,356.994
2004-01-20,363.768
2004-01-21,366.248
2004-01-22,374.877
2004-01-23,365.384
2004-01-26,367.776
2004-01-27,370.157
2004-01-28,360.522
2004-01-29,352.598
2004-01-30,357.353
2004-02-02,357.916
2004-02-03,357.405
2004-02-04,355.997
2004-02-05,357.568
2004-02-06,359.559
2004-02-09,370.601
2004-02-10,362.657
2004-02-11,360.585
2004-02-12,368.957
2004-02-13,361.619
2004-02-16,358.255
2004-02-17,368.213
2004-02-18,372.292
2004-02-19,370.114
2004-02-20,364.977
2004-02-23,365.977
2004-02-24,361.278
2004-02-25,360.962
2004-02-26,359.605
2004-02-27,366.843
2004-03-01,375.017
2004-03-02,374.323
2004-03-03,367.912
2004-03-04,367.071
2004-03-05,374.702
2004-03-08,377.779
2004-03-09,377.364
2004-03-10,363.185
2004-03-11,352.327
2004-03-12,355.021
2004-03-15,346.055
2004-03-16,351.527
2004-03-17,349.12
2004-03-18,351.399
2004-03-19,354.874
2004-03-22,345.472
2004-03-23,347.879
2004-03-24,345.161
2004-03-25,346.811
2004-03-26,347.586
2004-03-29,354.481
2004-03-30,342.831
2004-03-31,350.612
2004-04-01,352.195
2004-04-02,350.677
2004-04-05,351.326
2004-04-06,349.993
2004-04-07,356.651
2004-04-08,355.152
2004-04-09,355.152
2004-04-12,352.117
2004-04-13,350.829
2004-04-14,346.489
2004-04-15,348.801
2004-04-16,348.963
2004-04-19,345.401
2004-04-20,344.393
2004-04-21,341.474
2004-04-22,342.709
2004-04-23,340.11
2004-04-26,338.307
2004-04-27,339.577
2004-04-28,331.355
2004-04-29,327.902
2004-04-30,327.967
2004-05-03,325.024
2004-05-04,327.483
2004-05-05,333.631
2004-05-06,331.525
2004-05-07,324.747
2004-05-10,310.195
2004-05-11,309.147
2004-05-12,310.247
2004-05-13,311.643
2004-05-14,310.782
2004-05-17,312.087
2004-05-18,314.281
2004-05-19,326.263
2004-05-20,324.168
2004-05-21,324.076
2004-05-24,326.378
2004-05-25,329.079
2004-05-26,334.45
2004-05-27,338.447
2004-05-28,339.035
2004-05-31,339.035
2004-06-01,339.631
2004-06-02,341.6
2004-06-03,338.233
2004-06-04,339.472
2004-06-07,343.373
2004-06-08,340.36
2004-06-09,334.615
2004-06-10,331.22
2004-06-11,328.402
2004-06-14,327.58
2004-06-15,329.885
2004-06-16,331.311
2004-06-17,333.87
2004-06-18,335.86
2004-06-21,335.411
2004-06-22,336.564
2004-06-23,338.33
2004-06-24,345.169
2004-06-25,348.98
2004-06-28,350.599
2004-06-29,348.556
2004-06-30,347.325
2004-07-01,348.888
2004-07-02,347.251
2004-07-05,345.846
2004-07-06,349.478
2004-07-07,348.74
2004-07-08,344.187
2004-07-09,342.954
2004-07-12,342.714
2004-07-13,341.246
2004-07-14,336.636
2004-07-15,335.771
2004-07-16,335.168
2004-07-19,332.693
2004-07-20,334.57
2004-07-21,336.635
2004-07-22,332.376
2004-07-23,332.49
2004-07-26,331.495
2004-07-27,330.033
2004-07-28,331.947
2004-07-29,335.598
2004-07-30,332.755
2004-08-02,336.519
2004-08-03,340.588
2004-08-04,340.904
2004-08-05,338.171
2004-08-06,336.38
2004-08-09,334.737
2004-08-10,335.564
2004-08-11,326.72
2004-08-12,329.794
2004-08-13,338.209
2004-08-16,342.013
2004-08-17,342.811
2004-08-18,339.788
2004-08-19,346.018
2004-08-20,345.341
2004-08-23,346.232
2004-08-24,345.222
2004-08-25,343.769
2004-08-26,344.893
2004-08-27,344.493
2004-08-30,346.341
2004-08-31,345.863
2004-09-01,346.497
2004-09-02,351.993
2004-09-03,351.019
2004-09-06,351.483
2004-09-07,350.08
2004-09-08,349.35
2004-09-09,352.48
2004-09-10,355.905
2004-09-13,353.924
2004-09-14,355.024
2004-09-15,354.565
2004-09-16,357.02
2004-09-17,358.937
2004-09-20,355.96
2004-09-21,360.041
2004-09-22,359.656
2004-09-23,363.937
2004-09-24,367.21
2004-09-27,366.288
2004-09-28,368.638
2004-09-29,369.368
2004-09-30,375.456
2004-10-01,385.052
2004-10-04,392.426
2004-10-05,388.43
2004-10-06,388.192
2004-10-07,394.298
2004-10-08,395.785
2004-10-11,389.006
2004-10-12,385.508
2004-10-13,388.217
2004-10-14,379.228
2004-10-15,380.799
2004-10-18,386.219
2004-10-19,389.51
2004-10-20,386.804
2004-10-21,391.784
2004-10-22,402.523
2004-10-25,396.787
2004-10-26,393.118
2004-10-27,391.847
2004-10-28,391.753
2004-10-29,386.636
2004-11-01,392.15
2004-11-02,391.874
2004-11-03,398.178
2004-11-04,399.08
2004-11-05,404.92
2004-11-08,406.395
2004-11-09,405.349
2004-11-10,405.506
2004-11-11,409.695
2004-11-12,416.849
2004-11-15,417.099
2004-11-16,414.715
2004-11-17,416.255
2004-11-18,416.025
2004-11-19,426.659
2004-11-22,423.201
2004-11-23,427.605
2004-11-24,430.375
2004-11-25,440.018
2004-11-26,441.959
2004-11-29,445.428
2004-11-30,443.502
2004-12-01,450.238
2004-12-02,440.498
2004-12-03,440.304
2004-12-06,444.811
2004-12-07,447.925
2004-12-08,432.635
2004-12-09,427.006
2004-12-10,429.266
2004-12-13,431.159
2004-12-14,436.561
2004-12-15,445.424
2004-12-16,440.379
2004-12-17,433.566
2004-12-20,441.24
2004-12-21,449.48
2004-12-22,448.45
2004-12-23,456.093
2004-12-24,456.999
2004-12-27,460.733
2004-12-28,455.036
2004-12-29,454.716
2004-12-30,457.761
2004-12-31,457.734
2005-01-03,461.839
2005-01-04,451.325
2005-01-05,444.426
2005-01-06,446.587
2005-01-07,449.411
2005-01-10,456.106
2005-01-11,456.933
2005-01-12,460.363
2005-01-13,463.323
2005-01-14,460.279
2005-01-17,468.417
2005-01-18,464.16
2005-01-19,464.478
2005-01-20,452.755
2005-01-21,457.773
2005-01-24,454.461
2005-01-25,454.759
2005-01-26,457.21
2005-01-27,455.784
2005-01-28,457.936
2005-01-31,458.071
2005-02-01,461.581
2005-02-02,464.58
2005-02-03,465.069
2005-02-04,471.576
2005-02-07,472.65
2005-02-08,459.32
2005-02-09,462.737
2005-02-10,464.492
2005-02-11,462.114
2005-02-14,470.505
2005-02-15,470.669
2005-02-16,465.715
2005-02-17,467.256
2005-02-18,463.989
2005-02-21,463.056
2005-02-22,465.859
2005-02-23,468.798
2005-02-24,476.667
2005-02-25,481.322
2005-02-28,482.461
2005-03-01,484.897
2005-03-02,481.808
2005-03-03,486.056
2005-03-04,491.712
2005-03-07,490.198
2005-03-08,495.015
2005-03-09,491.807
2005-03-10,490.157
2005-03-11,493.81
2005-03-14,490.185
2005-03-15,488.183
2005-03-16,485.327
2005-03-17,493.524
2005-03-18,493.297
2005-03-21,485.951
2005-03-22,482.492
2005-03-23,469.529
2005-03-24,466.455
2005-03-25,466.455
2005-03-28,462.819
2005-03-29,462.873
2005-03-30,459.854
2005-03-31,468.033
2005-04-01,471.759
2005-04-04,471.742
2005-04-05,474.039
2005-04-06,475.277
2005-04-07,479.688
2005-04-08,476.403
2005-04-11,479.469
2005-04-12,479.769
2005-04-13,476.809
2005-04-14,469.599
2005-04-15,463.872
2005-04-18,453.535
2005-04-19,460.961
2005-04-20,465.45
2005-04-21,469.297
2005-04-22,468.425
2005-04-25,464.754
2005-04-26,458.479
2005-04-27,435.074
2005-04-28,431.51
2005-04-29,432.794
2005-05-02,434.177
2005-05-03,434.667
2005-05-04,433.931
2005-05-05,433.474
2005-05-06,445.612
2005-05-09,448.911
2005-05-10,446.167
2005-05-11,448.193
2005-05-12,445.384
2005-05-13,437.346
2005-05-16,436.2
2005-05-17,436.377
2005-05-18,439.096
2005-05-19,443.589
2005-05-20,444.086
2005-05-23,446.335
2005-05-24,446.72
2005-05-25,445.38
2005-05-26,455.113
2005-05-27,456.664
2005-05-30,454.56
2005-05-31,452.7
2005-06-01,456.782
2005-06-02,455.361
2005-06-03,454.521
2005-06-06,456.331
2005-06-07,458.272
2005-06-08,467.093
2005-06-09,462.634
2005-06-10,466.482
2005-06-13,462.231
2005-06-14,463.455
2005-06-15,466.884
2005-06-16,471.223
2005-06-17,476.229
2005-06-20,477.245
2005-06-21,477.885
2005-06-22,476.973
2005-06-23,469.844
2005-06-24,471.134
2005-06-27,469.17
2005-06-28,471.636
2005-06-29,474.307
2005-06-30,478.138
2005-07-01,474.278
2005-07-04,480.088
2005-07-05,481.271
2005-07-06,489.891
2005-07-07,483.105
2005-07-08,493.773
2005-07-11,503.74
2005-07-12,502.815
2005-07-13,499.115
2005-07-14,498.296
2005-07-15,488.684
2005-07-18,485.358
2005-07-19,481.97
2005-07-20,486.388
2005-07-21,488.626
2005-07-22,503.353
2005-07-25,511.769
2005-07-26,510.549
2005-07-27,510.746
2005-07-28,518.612
2005-07-29,535.178
2005-08-01,541.608
2005-08-02,548.28
2005-08-03,554.883
2005-08-04,549.881
2005-08-05,543.025
2005-08-08,550.074
2005-08-09,554.346
2005-08-10,560.993
2005-08-11,572.207
2005-08-12,573.752
2005-08-15,566.056
2005-08-16,555.393
2005-08-17,547.66
2005-08-18,542.28
2005-08-19,546.836
2005-08-22,558.13
2005-08-23,557.799
2005-08-24,557.081
2005-08-25,560.508
2005-08-26,567.207
2005-08-29,569.378
2005-08-30,573.997
2005-08-31,583.986
2005-09-01,602.898
2005-09-02,605.084
2005-09-05,593.573
2005-09-06,598.003
2005-09-07,595.347
2005-09-08,586.274
2005-09-09,589.615
2005-09-12,584.131
2005-09-13,575.802
2005-09-14,580.295
2005-09-15,583.273
2005-09-16,586.253
2005-09-19,594.098
2005-09-20,605.27
2005-09-21,608.252
2005-09-22,601.6
2005-09-23,589.955
2005-09-26,585.17
2005-09-27,585.224
2005-09-28,588.392
2005-09-29,595.253
2005-09-30,598.203
2005-10-03,594.681
2005-10-04,594.788
2005-10-05,585.678
2005-10-06,563.757
2005-10-07,565.512
2005-10-10,562.262
2005-10-11,565.625
2005-10-12,564.167
2005-10-13,528.506
2005-10-14,530.461
2005-10-17,539.158
2005-10-18,513.699
2005-10-19,495.817
2005-10-20,515.937
2005-10-21,512.067
2005-10-24,527.132
2005-10-25,540.271
2005-10-26,550.2
2005-10-27,541.14
2005-10-28,532.81
2005-10-31,553.748
2005-11-01,537.633
2005-11-02,544.466
2005-11-03,559.281
2005-11-04,552.531
2005-11-07,551.024
