Date,UNITED KINGDOM SMID VALUE SMID (Small+Mid Cap)
2006-08-31,770.085
2006-09-29,787.92
2006-10-31,833.482
2006-11-30,883.286
2006-12-29,913.539
2007-01-31,911.703
2007-02-28,908.245
2007-03-30,950.752
2007-04-30,988.076
2007-05-31,1000.0
2007-06-29,953.431
2007-07-31,935.444
2007-08-31,929.525
2007-09-28,878.904
2007-10-31,939.271
2007-11-30,842.702
2007-12-31,796.757
2008-01-31,751.437
2008-02-29,740.859
2008-03-31,740.551
2008-04-30,745.219
2008-05-30,726.09
2008-06-30,632.961
2008-07-31,615.273
2008-08-29,620.748
2008-09-30,527.838
2008-10-31,393.994
2008-11-28,367.299
2008-12-31,357.732
2009-01-30,336.396
2009-02-27,321.779
2009-03-31,346.783
2009-04-30,431.897
2009-05-29,461.895
2009-06-30,465.971
2009-07-31,521.687
2009-08-31,571.221
2009-09-30,581.887
2009-10-30,579.431
2009-11-30,577.79
2009-12-31,592.021
2010-01-29,578.416
2010-02-26,551.752
2010-03-31,598.717
2010-04-30,611.625
2010-05-31,541.517
2010-06-30,540.746
2010-07-30,604.284
2010-08-31,585.281
2010-09-30,642.753
2010-10-29,669.193
2010-11-30,622.868
2010-12-31,682.059
2011-01-31,701.201
2011-02-28,733.901
2011-03-31,708.543
2011-04-29,778.049
2011-05-31,775.457
2011-06-30,747.719
2011-07-29,736.368
2011-08-31,670.832
2011-09-30,604.588
2011-10-31,668.397
2011-11-30,640.124
2011-12-30,621.96
2012-01-31,676.74
2012-02-29,731.387
2012-03-30,748.934
2012-04-30,744.199
2012-05-31,663.352
2012-06-29,714.405
2012-07-31,727.962
2012-08-31,768.95
2012-09-28,806.309
2012-10-31,832.99
2012-11-30,845.504
2012-12-31,887.908
2013-01-31,905.83
2013-02-28,902.942
2013-03-29,917.598
2013-04-30,968.538
2013-05-31,991.547
2013-06-28,946.687
2013-07-31,1030.028
2013-08-30,1020.287
2013-09-30,1097.295
2013-10-31,1145.498
2013-11-29,1147.547
2013-12-31,1188.77
2014-01-31,1172.418
2014-02-28,1279.278
2014-03-31,1235.495
2014-04-30,1246.997
2014-05-30,1254.035
2014-06-30,1250.513
2014-07-31,1218.302
2014-08-29,1217.486
2014-09-30,1160.589
2014-10-31,1162.537
2014-11-28,1181.431
2014-12-31,1186.167
2015-01-30,1183.771
2015-02-27,1281.152
2015-03-31,1227.9
2015-04-30,1299.07
2015-05-29,1332.507
2015-06-30,1310.159
2015-07-31,1325.972
2015-08-31,1261.659
2015-09-30,1215.831
2015-10-30,1278.856
2015-11-30,1245.147
2015-12-31,1196.0
2016-01-29,1103.531
2016-02-29,1091.96
2016-03-31,1177.838
2016-04-29,1213.331
2016-05-31,1216.609
2016-06-30,1065.977
2016-07-29,1122.81
2016-08-31,1139.897
2016-09-30,1154.789
2016-10-31,1072.033
2016-11-30,1092.62
2016-12-30,1127.674
2017-01-31,1134.434
2017-02-28,1166.685
2017-03-31,1189.03
2017-04-28,1272.144
2017-05-31,1290.812
2017-06-30,1263.086
2017-07-31,1324.013
2017-08-31,1309.235
2017-09-29,1361.775
2017-10-31,1371.894
2017-11-30,1372.801
2017-12-29,1434.083
2018-01-31,1477.154
2018-02-28,1395.944
2018-03-30,1388.322
2018-04-30,1453.723
2018-05-31,1432.237
2018-06-29,1401.992
2018-07-31,1387.362
2018-08-31,1355.05
2018-09-28,1344.711
2018-10-31,1240.864
2018-11-30,1194.777
2018-12-31,1123.021
2019-01-31,1256.821
2019-02-28,1303.767
2019-03-29,1273.094
2019-04-30,1312.774
2019-05-31,1192.708
2019-06-28,1243.004
2019-07-31,1203.454
2019-08-30,1162.734
2019-09-30,1234.301
2019-10-31,1309.8
2019-11-29,1356.58
2019-12-31,1468.565
2020-01-31,1404.829
2020-02-28,1234.204
2020-03-31,885.061
2020-04-30,969.648
2020-05-29,972.81
2020-06-30,987.928
2020-07-31,1025.234
2020-08-31,1110.302
2020-09-30,1050.455
2020-10-30,1030.897
2020-11-30,1244.406
2020-12-31,1350.793
2021-01-29,1342.074
2021-02-26,1416.617
2021-03-31,1462.46
2021-04-30,1540.167
2021-05-31,1589.316
2021-06-30,1524.443
2021-07-30,1572.269
2021-08-31,1613.598
2021-09-30,1500.081
2021-10-29,1531.824
2021-11-30,1446.527
2021-12-31,1558.013
2022-01-31,1480.394
2022-02-28,1421.898
2022-03-31,1383.813
2022-04-29,1309.036
2022-05-31,1290.402
2022-06-30,1130.328
2022-07-29,1210.923
2022-08-31,1084.731
2022-09-30,936.064
2022-10-31,1017.773
2022-11-30,1137.617
2022-12-30,1138.56
2023-01-31,1266.349
2023-02-28,1261.181
2023-03-31,1227.796
2023-04-28,1296.749
2023-05-31,1221.344
2023-06-30,1231.286
2023-07-31,1313.487
2023-08-31,1250.53
2023-09-29,1194.7
2023-10-31,1134.513
2023-11-30,1271.14
2023-12-29,1386.456
2024-01-31,1351.606
2024-02-29,1308.819
2024-03-29,1382.103
2024-04-30,1361.985
2024-05-31,1454.861
2024-06-28,1407.836
2024-07-31,1513.866
2024-08-30,1548.708
2024-09-30,1585.211
2024-10-31,1452.492
2024-11-29,1468.735
2024-12-31,1414.277
2025-01-31,1448.353
2025-02-28,1443.402
2025-03-31,1434.358
2025-04-30,1539.465
2025-05-30,1649.376
2025-06-30,1707.449
2025-07-31,1637.226
