Date,UNITED KINGDOM SMID GROWTH SMID (Small+Mid Cap)
2010-03-31,706.089
2010-04-30,724.851
2010-05-31,650.391
2010-06-30,654.932
2010-07-30,730.39
2010-08-31,709.231
2010-09-30,792.323
2010-10-29,817.264
2010-11-30,782.422
2010-12-31,852.157
2011-01-31,864.135
2011-02-28,894.698
2011-03-31,876.655
2011-04-29,947.331
2011-05-31,929.116
2011-06-30,897.01
2011-07-29,894.693
2011-08-31,826.542
2011-09-30,740.838
2011-10-31,819.825
2011-11-30,790.666
2011-12-30,776.148
2012-01-31,828.166
2012-02-29,898.873
2012-03-30,899.396
2012-04-30,910.215
2012-05-31,810.087
2012-06-29,843.136
2012-07-31,859.413
2012-08-31,903.448
2012-09-28,937.154
2012-10-31,943.175
2012-11-30,959.452
2012-12-31,980.002
2013-01-31,1003.781
2013-02-28,1000.174
2013-03-29,1027.616
2013-04-30,1044.21
2013-05-31,1057.819
2013-06-28,1015.508
2013-07-31,1099.991
2013-08-30,1101.871
2013-09-30,1178.724
2013-10-31,1218.012
2013-11-29,1238.569
2013-12-31,1295.302
2014-01-31,1265.717
2014-02-28,1377.073
2014-03-31,1325.552
2014-04-30,1320.966
2014-05-30,1336.899
2014-06-30,1330.945
2014-07-31,1290.44
2014-08-29,1310.388
2014-09-30,1226.544
2014-10-31,1221.113
2014-11-28,1233.461
2014-12-31,1248.349
2015-01-30,1221.828
2015-02-27,1315.519
2015-03-31,1250.503
2015-04-30,1331.422
2015-05-29,1378.837
2015-06-30,1361.492
2015-07-31,1389.969
2015-08-31,1326.753
2015-09-30,1270.325
2015-10-30,1340.573
2015-11-30,1332.491
2015-12-31,1311.846
2016-01-29,1183.742
2016-02-29,1170.458
2016-03-31,1242.045
2016-04-29,1244.549
2016-05-31,1271.877
2016-06-30,1119.457
2016-07-29,1191.724
2016-08-31,1195.608
2016-09-30,1188.505
2016-10-31,1087.28
2016-11-30,1099.501
2016-12-30,1125.675
2017-01-31,1169.083
2017-02-28,1180.742
2017-03-31,1204.089
2017-04-28,1282.953
2017-05-31,1317.952
2017-06-30,1276.825
2017-07-31,1319.945
2017-08-31,1313.75
2017-09-29,1370.599
2017-10-31,1389.618
2017-11-30,1384.89
2017-12-29,1435.942
2018-01-31,1500.397
2018-02-28,1412.457
2018-03-30,1421.224
2018-04-30,1465.93
2018-05-31,1489.526
2018-06-29,1476.449
2018-07-31,1473.246
2018-08-31,1457.057
2018-09-28,1438.106
2018-10-31,1283.78
2018-11-30,1250.16
2018-12-31,1203.722
2019-01-31,1314.849
2019-02-28,1356.28
2019-03-29,1352.254
2019-04-30,1435.185
2019-05-31,1352.843
2019-06-28,1406.257
2019-07-31,1389.833
2019-08-30,1347.397
2019-09-30,1391.746
2019-10-31,1452.834
2019-11-29,1506.675
2019-12-31,1597.805
2020-01-31,1549.124
2020-02-28,1385.649
2020-03-31,1089.36
2020-04-30,1227.07
2020-05-29,1314.319
2020-06-30,1304.209
2020-07-31,1376.551
2020-08-31,1483.579
2020-09-30,1436.436
2020-10-30,1391.619
2020-11-30,1545.096
2020-12-31,1674.192
2021-01-29,1670.165
2021-02-26,1705.626
2021-03-31,1732.921
2021-04-30,1847.227
2021-05-31,1901.403
2021-06-30,1850.789
2021-07-30,1920.235
2021-08-31,1979.124
2021-09-30,1882.939
2021-10-29,1944.272
2021-11-30,1835.815
2021-12-31,1954.104
2022-01-31,1734.481
2022-02-28,1683.851
2022-03-31,1614.41
2022-04-29,1490.831
2022-05-31,1444.605
2022-06-30,1282.043
2022-07-29,1413.849
2022-08-31,1260.266
2022-09-30,1099.856
2022-10-31,1180.913
2022-11-30,1316.202
2022-12-30,1287.079
2023-01-31,1413.328
2023-02-28,1405.643
2023-03-31,1424.616
2023-04-28,1504.481
2023-05-31,1433.998
2023-06-30,1474.667
2023-07-31,1565.509
2023-08-31,1508.873
2023-09-29,1419.683
2023-10-31,1311.324
2023-11-30,1472.483
2023-12-29,1588.877
2024-01-31,1564.185
2024-02-29,1598.475
2024-03-29,1635.409
2024-04-30,1567.042
2024-05-31,1647.404
2024-06-28,1615.188
2024-07-31,1713.035
2024-08-30,1724.39
2024-09-30,1746.329
2024-10-31,1620.848
2024-11-29,1681.931
2024-12-31,1629.908
2025-01-31,1687.021
2025-02-28,1668.763
2025-03-31,1613.526
2025-04-30,1713.605
2025-05-30,1836.426
2025-06-30,1903.413
2025-07-31,1875.192
2025-08-29,1907.229
