Date,SWEDEN VALUE Standard (Large+Mid Cap)
2001-06-14,5195.496
2001-06-15,5302.108
2001-06-18,5231.222
2001-06-19,5113.824
2001-06-20,5007.833
2001-06-21,4974.022
2001-06-22,4984.422
2001-06-25,5083.456
2001-06-26,5030.246
2001-06-27,5036.454
2001-06-28,5110.755
2001-06-29,5116.813
2001-07-02,5153.871
2001-07-03,5153.606
2001-07-04,5101.836
2001-07-05,5013.235
2001-07-06,4902.25
2001-07-09,4810.77
2001-07-10,4917.258
2001-07-11,4905.357
2001-07-12,4911.39
2001-07-13,4964.983
2001-07-16,5053.936
2001-07-17,4910.666
2001-07-18,4954.943
2001-07-19,5039.116
2001-07-20,4986.075
2001-07-23,4998.198
2001-07-24,5000.935
2001-07-25,4998.267
2001-07-26,5048.975
2001-07-27,5101.162
2001-07-30,5146.351
2001-07-31,5174.551
2001-08-01,5212.684
2001-08-02,5254.604
2001-08-03,5292.6
2001-08-06,5283.293
2001-08-07,5260.979
2001-08-08,5247.131
2001-08-09,5213.014
2001-08-10,5186.964
2001-08-13,5226.221
2001-08-14,5254.743
2001-08-15,5309.922
2001-08-16,5264.209
2001-08-17,5181.736
2001-08-20,5011.168
2001-08-21,5027.432
2001-08-22,5181.402
2001-08-23,5201.566
2001-08-24,5295.36
2001-08-27,5280.895
2001-08-28,5230.43
2001-08-29,5191.707
2001-08-30,5054.134
2001-08-31,5036.482
2001-09-03,4908.768
2001-09-04,4912.97
2001-09-05,4966.635
2001-09-06,4908.793
2001-09-07,4855.66
2001-09-10,4785.18
2001-09-11,4519.571
2001-09-12,4599.943
2001-09-13,4683.022
2001-09-14,4685.616
2001-09-17,4672.221
2001-09-18,4514.194
2001-09-19,4542.633
2001-09-20,4282.6
2001-09-21,4081.234
2001-09-24,4221.776
2001-09-25,4326.977
2001-09-26,4280.189
2001-09-27,4305.305
2001-09-28,4392.429
2001-10-01,4393.861
2001-10-02,4413.164
2001-10-03,4394.337
2001-10-04,4586.26
2001-10-05,4595.926
2001-10-08,4574.922
2001-10-09,4598.553
2001-10-10,4634.721
2001-10-11,4791.913
2001-10-12,4817.627
2001-10-15,4742.396
2001-10-16,4768.843
2001-10-17,4901.386
2001-10-18,4799.225
2001-10-19,4673.093
2001-10-22,4625.394
2001-10-23,4741.068
2001-10-24,4814.227
2001-10-25,4692.749
2001-10-26,4774.811
2001-10-29,4750.808
2001-10-30,4561.555
2001-10-31,4546.515
2001-11-01,4546.354
2001-11-02,4558.088
2001-11-05,4655.365
2001-11-06,4706.086
2001-11-07,4786.7
2001-11-08,4860.357
2001-11-09,4780.513
2001-11-12,4733.005
2001-11-13,4815.144
2001-11-14,4875.06
2001-11-15,4912.423
2001-11-16,4965.308
2001-11-19,4977.559
2001-11-20,4882.623
2001-11-21,4861.053
2001-11-22,4934.536
2001-11-23,4924.257
2001-11-26,4958.27
2001-11-27,4966.361
2001-11-28,4929.89
2001-11-29,4935.245
2001-11-30,4940.008
2001-12-03,4914.406
2001-12-04,4993.913
2001-12-05,5180.956
2001-12-06,5197.723
2001-12-07,5220.17
2001-12-10,5120.13
2001-12-11,5092.189
2001-12-12,5085.541
2001-12-13,5075.491
2001-12-14,4990.615
2001-12-17,5088.69
2001-12-18,5131.429
2001-12-19,5064.194
2001-12-20,4989.087
2001-12-21,5006.729
2001-12-24,4940.563
2001-12-25,4940.563
2001-12-26,4923.765
2001-12-27,5101.84
2001-12-28,5175.177
2001-12-31,5217.236
2002-01-01,5217.236
2002-01-02,5254.881
2002-01-03,5461.986
2002-01-04,5475.803
2002-01-07,5439.759
2002-01-08,5312.38
2002-01-09,5374.215
2002-01-10,5370.726
2002-01-11,5394.606
2002-01-14,5222.996
2002-01-15,5186.166
2002-01-16,5024.277
2002-01-17,5078.676
2002-01-18,5131.321
2002-01-21,5108.498
2002-01-22,5117.78
2002-01-23,5150.023
2002-01-24,5121.009
2002-01-25,5034.222
2002-01-28,5028.884
2002-01-29,4995.95
2002-01-30,4930.179
2002-01-31,5061.18
2002-02-01,5114.16
2002-02-04,5131.887
2002-02-05,5117.496
2002-02-06,5093.418
2002-02-07,5083.521
2002-02-08,5131.085
2002-02-11,5227.008
2002-02-12,5215.052
2002-02-13,5207.778
2002-02-14,5233.992
2002-02-15,5203.608
2002-02-18,5126.786
2002-02-19,5098.011
2002-02-20,5051.662
2002-02-21,5144.906
2002-02-22,5145.082
2002-02-25,5203.142
2002-02-26,5255.091
2002-02-27,5362.644
2002-02-28,5395.985
2002-03-01,5394.723
2002-03-04,5639.664
2002-03-05,5649.307
2002-03-06,5596.192
2002-03-07,5659.127
2002-03-08,5674.162
2002-03-11,5670.082
2002-03-12,5636.439
2002-03-13,5663.4
2002-03-14,5683.506
2002-03-15,5677.313
2002-03-18,5672.367
2002-03-19,5662.01
2002-03-20,5711.982
2002-03-21,5718.72
2002-03-22,5738.335
2002-03-25,5649.553
2002-03-26,5628.433
2002-03-27,5590.364
2002-03-28,5639.314
2002-03-29,5639.314
2002-04-01,5694.981
2002-04-02,5698.17
2002-04-03,5631.623
2002-04-04,5602.061
2002-04-05,5642.169
2002-04-08,5558.059
2002-04-09,5564.551
2002-04-10,5590.948
2002-04-11,5582.581
2002-04-12,5605.279
2002-04-15,5622.962
2002-04-16,5754.327
2002-04-17,5819.473
2002-04-18,5793.958
2002-04-19,5811.784
2002-04-22,5682.637
2002-04-23,5700.703
2002-04-24,5587.786
2002-04-25,5506.581
2002-04-26,5703.549
2002-04-29,5674.352
2002-04-30,5707.001
2002-05-01,5740.522
2002-05-02,5731.839
2002-05-03,5712.906
2002-05-06,5705.51
2002-05-07,5696.506
2002-05-08,5809.845
2002-05-09,5799.851
2002-05-10,5825.947
2002-05-13,5819.984
2002-05-14,5864.774
2002-05-15,5883.474
2002-05-16,5869.785
2002-05-17,5929.977
2002-05-20,5946.89
2002-05-21,5882.629
2002-05-22,5879.133
2002-05-23,5905.627
2002-05-24,5929.711
2002-05-27,5914.378
2002-05-28,5942.742
2002-05-29,5904.136
2002-05-30,5867.912
2002-05-31,5825.003
2002-06-03,5856.434
2002-06-04,5792.37
2002-06-05,5757.543
2002-06-06,5773.757
2002-06-07,5678.914
2002-06-10,5697.991
2002-06-11,5691.848
2002-06-12,5648.008
2002-06-13,5673.709
2002-06-14,5531.529
2002-06-17,5646.256
2002-06-18,5707.13
2002-06-19,5631.445
2002-06-20,5459.538
2002-06-21,5493.285
2002-06-24,5469.186
2002-06-25,5644.253
2002-06-26,5694.933
2002-06-27,5769.361
2002-06-28,5927.955
2002-07-01,5909.755
2002-07-02,5837.061
2002-07-03,5601.286
2002-07-04,5637.744
2002-07-05,5722.138
2002-07-08,5802.506
2002-07-09,5781.72
2002-07-10,5609.476
2002-07-11,5373.251
2002-07-12,5387.397
2002-07-15,5363.152
2002-07-16,5341.05
2002-07-17,5512.134
2002-07-18,5519.833
2002-07-19,5409.194
2002-07-22,5035.688
2002-07-23,4824.659
2002-07-24,4625.706
2002-07-25,4944.12
2002-07-26,4704.291
2002-07-29,5108.4
2002-07-30,5233.052
2002-07-31,5254.962
2002-08-01,5113.011
2002-08-02,4932.4
2002-08-05,4771.877
2002-08-06,4846.621
2002-08-07,4923.796
2002-08-08,4997.32
2002-08-09,4989.097
2002-08-12,5040.323
2002-08-13,5033.663
2002-08-14,5052.608
2002-08-15,5150.561
2002-08-16,5099.622
2002-08-19,5184.275
2002-08-20,5178.754
2002-08-21,5325.551
2002-08-22,5477.007
2002-08-23,5349.997
2002-08-26,5372.7
2002-08-27,5480.175
2002-08-28,5427.707
2002-08-29,5293.966
2002-08-30,5259.247
2002-09-02,5245.244
2002-09-03,5074.435
2002-09-04,5029.819
2002-09-05,5003.023
2002-09-06,5083.04
2002-09-09,5041.239
2002-09-10,5116.363
2002-09-11,5276.387
2002-09-12,5139.978
2002-09-13,5092.518
2002-09-16,5152.685
2002-09-17,5104.567
2002-09-18,4945.752
2002-09-19,4892.176
2002-09-20,4864.474
2002-09-23,4695.688
2002-09-24,4624.588
2002-09-25,4652.959
2002-09-26,4820.286
2002-09-27,4786.654
2002-09-30,4568.386
2002-10-01,4617.015
2002-10-02,4661.229
2002-10-03,4552.635
2002-10-04,4476.62
2002-10-07,4223.236
2002-10-08,4155.119
2002-10-09,4167.225
2002-10-10,4318.103
2002-10-11,4634.208
2002-10-14,4576.876
2002-10-15,4899.12
2002-10-16,4805.792
2002-10-17,4717.04
2002-10-18,4755.788
2002-10-21,4828.008
2002-10-22,4726.887
2002-10-23,4600.696
2002-10-24,4726.317
2002-10-25,4689.849
2002-10-28,4796.856
2002-10-29,4638.579
2002-10-30,4786.529
2002-10-31,4906.007
2002-11-01,4813.333
2002-11-04,4975.119
2002-11-05,5127.969
2002-11-06,5074.459
2002-11-07,5024.588
2002-11-08,4996.852
2002-11-11,4972.885
2002-11-12,5052.981
2002-11-13,5093.08
2002-11-14,5169.563
2002-11-15,5176.139
2002-11-18,5267.607
2002-11-19,5175.655
2002-11-20,5196.456
2002-11-21,5416.059
2002-11-22,5511.74
2002-11-25,5437.407
2002-11-26,5379.525
2002-11-27,5577.801
2002-11-28,5683.749
2002-11-29,5647.8
2002-12-02,5575.149
2002-12-03,5388.714
2002-12-04,5342.49
2002-12-05,5344.2
2002-12-06,5395.73
2002-12-09,5326.045
2002-12-10,5307.734
2002-12-11,5295.358
2002-12-12,5165.937
2002-12-13,5220.134
2002-12-16,5230.274
2002-12-17,5124.202
2002-12-18,4950.174
2002-12-19,4949.174
2002-12-20,5008.836
2002-12-23,4973.794
2002-12-24,4998.911
2002-12-25,4998.911
2002-12-26,5008.643
2002-12-27,4852.452
2002-12-30,4850.175
2002-12-31,4876.393
2003-01-01,4876.393
2003-01-02,5110.421
2003-01-03,5217.904
2003-01-06,5247.075
2003-01-07,5345.217
2003-01-08,5175.515
2003-01-09,5241.674
2003-01-10,5355.726
2003-01-13,5417.193
2003-01-14,5604.328
2003-01-15,5549.369
2003-01-16,5524.339
2003-01-17,5379.093
2003-01-20,5430.337
2003-01-21,5315.937
2003-01-22,5235.966
2003-01-23,5246.367
2003-01-24,5254.923
2003-01-27,5043.487
2003-01-28,4962.111
2003-01-29,4922.147
2003-01-30,4998.632
2003-01-31,4935.258
2003-02-03,4902.552
2003-02-04,4707.663
2003-02-05,4841.384
2003-02-06,4877.368
2003-02-07,4831.23
2003-02-10,4690.327
2003-02-11,4816.115
2003-02-12,4861.057
2003-02-13,4866.857
2003-02-14,4904.929
2003-02-17,5050.92
2003-02-18,5049.859
2003-02-19,5070.313
2003-02-20,4983.85
2003-02-21,4921.239
2003-02-24,4853.72
2003-02-25,4723.479
2003-02-26,4685.324
2003-02-27,4679.935
2003-02-28,4736.36
2003-03-03,4744.794
2003-03-04,4667.408
2003-03-05,4653.634
2003-03-06,4601.469
2003-03-07,4563.92
2003-03-10,4512.42
2003-03-11,4387.734
2003-03-12,4349.521
2003-03-13,4502.732
2003-03-14,4705.04
2003-03-17,4920.622
2003-03-18,4824.61
2003-03-19,4896.531
2003-03-20,4919.6
2003-03-21,5001.416
2003-03-24,4882.448
2003-03-25,4890.221
2003-03-26,4890.82
2003-03-27,4833.918
2003-03-28,4843.835
2003-03-31,4695.322
2003-04-01,4748.089
2003-04-02,4896.56
2003-04-03,4907.324
2003-04-04,4917.585
2003-04-07,5125.434
2003-04-08,5087.57
2003-04-09,5079.896
2003-04-10,5051.591
2003-04-11,5035.04
2003-04-14,5049.032
2003-04-15,5165.962
2003-04-16,5218.933
2003-04-17,5263.271
2003-04-18,5263.271
2003-04-21,5247.179
2003-04-22,5304.379
2003-04-23,5401.12
2003-04-24,5429.85
2003-04-25,5390.681
2003-04-28,5560.488
2003-04-29,5828.898
2003-04-30,5935.416
2003-05-01,5994.076
2003-05-02,6021.607
2003-05-05,6100.838
2003-05-06,6172.704
2003-05-07,5946.009
2003-05-08,5777.325
2003-05-09,5891.211
2003-05-12,5944.681
2003-05-13,6051.31
2003-05-14,5957.47
2003-05-15,5973.079
2003-05-16,6021.452
2003-05-19,5902.979
2003-05-20,5795.922
2003-05-21,5790.083
2003-05-22,5835.98
2003-05-23,5896.213
2003-05-26,5860.43
2003-05-27,5958.772
2003-05-28,6089.334
2003-05-29,6118.217
2003-05-30,6176.816
2003-06-02,6220.695
2003-06-03,6145.903
2003-06-04,6209.722
2003-06-05,6275.026
2003-06-06,6322.469
2003-06-09,6344.432
2003-06-10,6315.879
2003-06-11,6459.316
2003-06-12,6541.742
2003-06-13,6423.741
2003-06-16,6524.989
2003-06-17,6615.662
2003-06-18,6576.267
2003-06-19,6505.148
2003-06-20,6465.873
2003-06-23,6297.616
2003-06-24,6167.04
2003-06-25,6221.044
2003-06-26,6173.544
2003-06-27,6248.631
2003-06-30,6243.301
2003-07-01,6169.209
2003-07-02,6257.237
2003-07-03,6388.051
2003-07-04,6371.236
2003-07-07,6487.467
2003-07-08,6493.679
2003-07-09,6429.01
2003-07-10,6358.91
2003-07-11,6363.617
2003-07-14,6482.748
2003-07-15,6543.738
2003-07-16,6467.267
2003-07-17,6375.118
2003-07-18,6510.876
2003-07-21,6581.053
2003-07-22,6535.961
2003-07-23,6607.916
2003-07-24,6773.525
2003-07-25,6773.29
2003-07-28,6931.528
2003-07-29,6876.323
2003-07-30,6853.675
2003-07-31,6823.223
2003-08-01,6792.309
2003-08-04,6852.184
2003-08-05,6926.785
2003-08-06,6770.549
2003-08-07,6781.338
2003-08-08,6738.458
2003-08-11,6715.226
2003-08-12,6850.262
2003-08-13,6959.645
2003-08-14,6968.771
2003-08-15,6919.615
2003-08-18,6991.545
2003-08-19,7066.808
2003-08-20,7167.573
2003-08-21,7148.218
2003-08-22,7023.215
2003-08-25,6950.077
2003-08-26,6817.18
2003-08-27,6934.774
2003-08-28,6973.937
2003-08-29,7014.722
2003-09-01,7154.018
2003-09-02,7145.839
2003-09-03,7288.293
2003-09-04,7331.814
2003-09-05,7425.798
2003-09-08,7474.419
2003-09-09,7432.515
2003-09-10,7316.283
2003-09-11,7398.379
2003-09-12,7477.681
2003-09-15,7433.67
2003-09-16,7495.679
2003-09-17,7548.063
2003-09-18,7577.375
2003-09-19,7525.025
2003-09-22,7431.149
2003-09-23,7451.825
2003-09-24,7404.242
2003-09-25,7346.645
2003-09-26,7338.528
2003-09-29,7323.509
2003-09-30,7183.423
2003-10-01,7285.892
2003-10-02,7315.255
2003-10-03,7555.498
2003-10-06,7632.166
2003-10-07,7706.17
2003-10-08,7761.388
2003-10-09,7797.409
2003-10-10,7755.323
2003-10-13,7836.059
2003-10-14,7956.09
2003-10-15,8064.85
2003-10-16,7970.353
2003-10-17,7943.146
2003-10-20,7906.771
2003-10-21,7821.296
2003-10-22,7713.329
2003-10-23,7776.107
2003-10-24,7857.437
2003-10-27,7943.888
2003-10-28,7965.833
2003-10-29,8029.539
2003-10-30,8024.832
2003-10-31,7948.452
2003-11-03,7920.043
2003-11-04,7914.615
2003-11-05,7818.765
2003-11-06,7893.665
2003-11-07,8020.796
2003-11-10,7975.395
2003-11-11,7891.105
2003-11-12,8074.491
2003-11-13,8223.71
2003-11-14,8348.357
2003-11-17,8118.367
2003-11-18,8118.883
2003-11-19,8034.886
2003-11-20,7980.324
2003-11-21,8013.231
2003-11-24,8055.03
2003-11-25,8078.732
2003-11-26,8093.691
2003-11-27,8180.895
2003-11-28,8177.936
2003-12-01,8247.735
2003-12-02,8352.346
2003-12-03,8444.716
2003-12-04,8482.449
2003-12-05,8534.046
2003-12-08,8538.607
2003-12-09,8523.894
2003-12-10,8483.443
2003-12-11,8417.89
2003-12-12,8556.65
2003-12-15,8650.751
2003-12-16,8556.529
2003-12-17,8465.786
2003-12-18,8471.369
2003-12-19,8479.441
2003-12-22,8549.953
2003-12-23,8693.457
2003-12-24,8701.193
2003-12-25,8701.193
2003-12-26,8691.021
2003-12-29,8850.297
2003-12-30,8865.398
2003-12-31,8919.672
2004-01-01,8919.672
2004-01-02,9033.417
2004-01-05,9081.171
2004-01-06,9085.995
2004-01-07,8960.134
2004-01-08,9045.08
2004-01-09,9186.146
2004-01-12,9165.053
2004-01-13,9177.199
2004-01-14,9110.043
2004-01-15,9096.923
2004-01-16,9025.401
2004-01-19,9054.248
2004-01-20,9108.074
2004-01-21,9171.438
2004-01-22,9339.085
2004-01-23,9293.33
2004-01-26,9225.335
2004-01-27,9244.894
2004-01-28,9203.115
2004-01-29,8899.733
2004-01-30,9000.997
2004-02-02,8997.416
2004-02-03,9021.231
2004-02-04,8958.382
2004-02-05,9043.954
2004-02-06,9372.919
2004-02-09,9449.803
2004-02-10,9552.562
2004-02-11,9633.608
2004-02-12,9587.373
2004-02-13,9466.501
2004-02-16,9478.961
2004-02-17,9596.829
2004-02-18,9592.839
2004-02-19,9583.608
2004-02-20,9440.687
2004-02-23,9477.989
2004-02-24,9392.678
2004-02-25,9290.032
2004-02-26,9259.024
2004-02-27,9241.37
2004-03-01,9353.906
2004-03-02,9344.386
2004-03-03,9306.842
2004-03-04,9321.491
2004-03-05,9558.872
2004-03-08,9587.891
2004-03-09,9492.995
2004-03-10,9316.528
2004-03-11,9046.328
2004-03-12,9005.46
2004-03-15,8964.135
2004-03-16,9032.39
2004-03-17,9054.073
2004-03-18,9031.729
2004-03-19,9068.811
2004-03-22,8850.481
2004-03-23,8938.893
2004-03-24,8760.85
2004-03-25,8910.195
2004-03-26,8905.565
2004-03-29,9108.717
2004-03-30,9096.288
2004-03-31,9222.257
2004-04-01,9527.245
2004-04-02,9489.007
2004-04-05,9540.947
2004-04-06,9544.729
2004-04-07,9646.314
2004-04-08,9660.655
2004-04-09,9660.655
2004-04-12,9611.477
2004-04-13,9522.604
2004-04-14,9441.268
2004-04-15,9365.592
2004-04-16,9499.924
2004-04-19,9554.072
2004-04-20,9625.689
2004-04-21,9487.065
2004-04-22,9643.469
2004-04-23,9524.511
2004-04-26,9553.315
2004-04-27,9602.605
2004-04-28,9449.244
2004-04-29,9420.139
2004-04-30,9332.295
2004-05-03,9386.891
2004-05-04,9481.903
2004-05-05,9701.173
2004-05-06,9394.402
2004-05-07,9282.914
2004-05-10,8798.706
2004-05-11,8909.23
2004-05-12,8849.062
2004-05-13,9075.87
2004-05-14,9017.448
2004-05-17,8978.251
2004-05-18,9017.808
2004-05-19,9283.476
2004-05-20,9214.875
2004-05-21,9216.09
2004-05-24,9231.187
2004-05-25,9209.126
2004-05-26,9288.44
2004-05-27,9543.312
2004-05-28,9484.87
2004-05-31,9484.87
2004-06-01,9435.813
2004-06-02,9508.51
2004-06-03,9548.844
2004-06-04,9627.851
2004-06-07,9765.478
2004-06-08,9733.688
2004-06-09,9539.154
2004-06-10,9512.161
2004-06-11,9482.801
2004-06-14,9445.106
2004-06-15,9470.385
2004-06-16,9448.443
2004-06-17,9441.235
2004-06-18,9516.696
2004-06-21,9498.099
2004-06-22,9448.751
2004-06-23,9531.436
2004-06-24,9696.242
2004-06-25,9672.274
2004-06-28,9746.845
2004-06-29,9709.224
2004-06-30,9708.068
2004-07-01,9657.006
2004-07-02,9731.273
2004-07-05,9689.471
2004-07-06,9617.089
2004-07-07,9688.427
2004-07-08,9737.359
2004-07-09,9697.244
2004-07-12,9618.538
2004-07-13,9686.791
2004-07-14,9765.214
2004-07-15,9732.798
2004-07-16,9782.885
2004-07-19,9715.399
2004-07-20,9651.318
2004-07-21,9710.714
2004-07-22,9547.554
2004-07-23,9401.316
2004-07-26,9434.756
2004-07-27,9432.203
2004-07-28,9395.336
2004-07-29,9480.221
2004-07-30,9486.633
2004-08-02,9475.851
2004-08-03,9518.947
2004-08-04,9449.043
2004-08-05,9515.078
2004-08-06,9515.096
2004-08-09,9401.8
2004-08-10,9541.981
2004-08-11,9361.152
2004-08-12,9394.559
2004-08-13,9401.982
2004-08-16,9462.212
2004-08-17,9439.409
2004-08-18,9544.935
2004-08-19,9575.794
2004-08-20,9545.261
2004-08-23,9634.639
2004-08-24,9595.723
2004-08-25,9636.795
2004-08-26,9763.948
2004-08-27,9728.193
2004-08-30,9711.936
2004-08-31,9775.201
2004-09-01,9883.895
2004-09-02,9881.601
2004-09-03,9876.507
2004-09-06,9900.081
2004-09-07,9948.2
2004-09-08,9994.12
2004-09-09,9952.379
2004-09-10,10080.794
2004-09-13,10176.032
2004-09-14,10183.074
2004-09-15,10011.568
2004-09-16,10005.881
2004-09-17,10015.737
2004-09-20,10016.912
2004-09-21,10118.631
2004-09-22,10086.479
2004-09-23,10037.568
2004-09-24,9988.378
2004-09-27,9965.319
2004-09-28,9983.101
2004-09-29,10228.912
2004-09-30,10311.644
2004-10-01,10470.811
2004-10-04,10451.399
2004-10-05,10538.499
2004-10-06,10490.216
2004-10-07,10430.895
2004-10-08,10546.377
2004-10-11,10585.53
2004-10-12,10404.806
2004-10-13,10435.75
2004-10-14,10468.773
2004-10-15,10501.903
2004-10-18,10517.921
2004-10-19,10629.128
2004-10-20,10648.141
2004-10-21,10624.948
2004-10-22,10692.185
2004-10-25,10627.076
2004-10-26,10669.396
2004-10-27,10801.003
2004-10-28,10805.17
2004-10-29,10787.355
2004-11-01,10933.771
2004-11-02,10989.437
2004-11-03,11108.338
2004-11-04,11170.089
2004-11-05,11254.974
2004-11-08,11252.018
2004-11-09,11228.662
2004-11-10,11391.988
2004-11-11,11481.628
2004-11-12,11637.568
2004-11-15,11641.253
2004-11-16,11594.777
2004-11-17,11778.998
2004-11-18,11709.529
2004-11-19,11774.028
2004-11-22,11678.825
2004-11-23,11741.422
2004-11-24,11877.517
2004-11-25,12061.831
2004-11-26,12140.165
2004-11-29,12186.423
2004-11-30,12128.191
2004-12-01,12217.473
2004-12-02,12147.444
2004-12-03,12223.335
2004-12-06,12258.152
2004-12-07,12301.314
2004-12-08,11978.387
2004-12-09,11882.999
2004-12-10,11929.732
2004-12-13,12096.16
2004-12-14,12026.494
2004-12-15,12128.222
2004-12-16,12010.031
2004-12-17,11905.321
2004-12-20,12115.628
2004-12-21,12152.322
2004-12-22,12248.476
2004-12-23,12368.079
2004-12-24,12441.688
2004-12-27,12471.649
2004-12-28,12451.033
2004-12-29,12439.221
2004-12-30,12413.32
2004-12-31,12354.853
2005-01-03,12405.134
2005-01-04,12193.252
2005-01-05,12092.628
2005-01-06,11958.295
2005-01-07,11985.322
2005-01-10,12180.53
2005-01-11,12150.766
2005-01-12,12043.731
2005-01-13,12035.963
2005-01-14,12001.207
2005-01-17,12034.091
2005-01-18,11973.352
2005-01-19,12007.737
2005-01-20,11820.243
2005-01-21,11832.965
2005-01-24,11708.245
2005-01-25,11723.873
2005-01-26,11822.008
2005-01-27,11771.528
2005-01-28,11581.442
2005-01-31,11707.672
2005-02-01,11816.282
2005-02-02,11885.392
2005-02-03,11800.914
2005-02-04,11889.483
2005-02-07,11886.629
2005-02-08,11792.497
2005-02-09,11905.245
2005-02-10,11889.521
2005-02-11,12107.789
2005-02-14,12172.278
2005-02-15,12304.319
2005-02-16,12213.88
2005-02-17,12327.236
2005-02-18,12206.503
2005-02-21,12229.423
2005-02-22,12316.902
2005-02-23,12358.197
2005-02-24,12462.825
2005-02-25,12573.411
2005-02-28,12728.217
2005-03-01,12695.896
2005-03-02,12648.414
2005-03-03,12705.484
2005-03-04,12957.355
2005-03-07,12854.682
2005-03-08,12980.201
2005-03-09,12942.478
2005-03-10,12782.987
2005-03-11,12903.468
2005-03-14,12838.194
2005-03-15,12873.971
2005-03-16,12783.751
2005-03-17,12732.115
2005-03-18,12578.716
2005-03-21,12387.48
2005-03-22,12541.079
2005-03-23,12368.912
2005-03-24,12391.581
2005-03-25,12391.581
2005-03-28,12306.345
2005-03-29,12304.151
2005-03-30,12298.564
2005-03-31,12320.641
2005-04-01,12392.574
2005-04-04,12225.068
2005-04-05,12351.39
2005-04-06,12427.518
2005-04-07,12433.694
2005-04-08,12388.545
2005-04-11,12553.183
2005-04-12,12454.006
2005-04-13,12509.913
2005-04-14,12461.098
2005-04-15,12382.31
2005-04-18,12242.311
2005-04-19,12300.232
2005-04-20,12363.316
2005-04-21,12354.443
2005-04-22,12500.827
2005-04-25,12466.348
2005-04-26,12288.203
2005-04-27,12002.964
2005-04-28,11780.2
2005-04-29,11749.431
2005-05-02,11802.393
2005-05-03,11808.54
2005-05-04,11845.648
2005-05-05,11839.878
2005-05-06,11854.319
2005-05-09,11861.24
2005-05-10,11881.692
2005-05-11,11750.393
2005-05-12,11736.635
2005-05-13,11714.018
2005-05-16,11631.915
2005-05-17,11687.338
2005-05-18,11828.025
2005-05-19,11832.358
2005-05-20,11793.138
2005-05-23,11835.797
2005-05-24,11833.425
2005-05-25,11837.201
2005-05-26,11863.447
2005-05-27,11933.698
2005-05-30,11919.357
2005-05-31,11812.191
2005-06-01,11774.879
2005-06-02,11691.557
2005-06-03,11654.698
2005-06-06,11664.02
2005-06-07,11754.263
2005-06-08,11757.804
2005-06-09,11590.945
2005-06-10,11520.573
2005-06-13,11433.998
2005-06-14,11552.625
