Date,SWEDEN VALUE Standard (Large+Mid Cap)
1984-12-31,449.382
1985-01-31,496.221
1985-02-28,464.971
1985-03-29,487.373
1985-04-30,495.782
1985-05-31,474.596
1985-06-28,474.783
1985-07-31,506.816
1985-08-30,511.007
1985-09-30,532.201
1985-10-31,584.825
1985-11-29,682.85
1985-12-31,745.828
1986-01-31,765.135
1986-02-28,850.236
1986-03-31,940.415
1986-04-30,1056.168
1986-05-30,1092.405
1986-06-30,1091.463
1986-07-31,1131.841
1986-08-29,1168.829
1986-09-30,1148.676
1986-10-31,1206.774
1986-11-28,1190.854
1986-12-31,1162.486
1987-01-30,1050.593
1987-02-27,1209.85
1987-03-31,1286.477
1987-04-30,1400.646
1987-05-29,1297.738
1987-06-30,1317.217
1987-07-31,1410.432
1987-08-31,1461.94
1987-09-30,1545.628
1987-10-30,1246.91
1987-11-30,1127.313
1987-12-31,1154.887
1988-01-29,1272.584
1988-02-29,1313.913
1988-03-31,1448.291
1988-04-29,1498.153
1988-05-31,1540.222
1988-06-30,1460.307
1988-07-29,1483.225
1988-08-31,1416.388
1988-09-30,1515.183
1988-10-31,1648.594
1988-11-30,1705.304
1988-12-30,1829.523
1989-01-31,1908.672
1989-02-28,1989.452
1989-03-31,2081.479
1989-04-28,2093.377
1989-05-31,2076.554
1989-06-30,2188.93
1989-07-31,2437.085
1989-08-31,2443.631
1989-09-29,2391.986
1989-10-31,2237.576
1989-11-30,2151.003
1989-12-29,2342.42
1990-01-31,2299.084
1990-02-28,2204.462
1990-03-30,2101.18
1990-04-30,2180.511
1990-05-31,2452.749
1990-06-29,2604.276
1990-07-31,2746.191
1990-08-31,2358.429
1990-09-28,1884.281
1990-10-31,1847.188
1990-11-30,1717.701
1990-12-31,1808.677
1991-01-31,2170.765
1991-02-28,2356.123
1991-03-29,2335.097
1991-04-30,2184.998
1991-05-31,2392.765
1991-06-28,2363.229
1991-07-31,2452.688
1991-08-30,2341.28
1991-09-30,2340.99
1991-10-31,2213.124
1991-11-29,2220.543
1991-12-31,2263.47
1992-01-31,2296.177
1992-02-28,2203.894
1992-03-31,2345.517
1992-04-30,2347.814
1992-05-29,2389.509
1992-06-30,2244.354
1992-07-31,2120.897
1992-08-31,1834.172
1992-09-30,1499.993
1992-10-30,1327.904
1992-11-30,1600.703
1992-12-31,1512.933
1993-01-29,1505.697
1993-02-26,1549.923
1993-03-31,1539.689
1993-04-30,1694.548
1993-05-31,1836.111
1993-06-30,1734.216
1993-07-30,1883.1
1993-08-31,2081.542
1993-09-30,1985.233
1993-10-29,2238.418
1993-11-30,2052.068
1993-12-31,2275.405
1994-01-31,2878.518
1994-02-28,2725.603
1994-03-31,2534.007
1994-04-29,2776.116
1994-05-31,2635.322
1994-06-30,2467.945
1994-07-29,2649.257
1994-08-31,2577.362
1994-09-30,2598.479
1994-10-31,2792.776
1994-11-30,2737.903
1994-12-30,2685.336
1995-01-31,2746.336
1995-02-28,2811.844
1995-03-31,2545.676
1995-04-28,2797.297
1995-05-31,2805.158
1995-06-30,2869.677
1995-07-31,3182.911
1995-08-31,2892.826
1995-09-29,3313.861
1995-10-31,3200.615
1995-11-30,3283.639
1995-12-29,3276.049
1996-01-31,3088.338
1996-02-29,3371.188
1996-03-29,3467.688
1996-04-30,3567.836
1996-05-31,3657.366
1996-06-28,3805.722
1996-07-31,3686.555
1996-08-30,3887.964
1996-09-30,4029.841
1996-10-31,4054.406
1996-11-29,4268.421
1996-12-31,4306.63
1997-01-31,4305.197
1997-02-28,4475.147
1997-03-31,4703.799
1997-04-30,4454.909
1997-05-30,4770.212
1997-06-30,5007.343
1997-07-31,5116.143
1997-08-29,5040.466
1997-09-30,5498.599
1997-10-31,4887.717
1997-11-28,5106.089
1997-12-31,4980.237
1998-01-30,5033.367
1998-02-27,5375.108
1998-03-31,5863.195
1998-04-30,6072.531
1998-05-29,6145.097
1998-06-30,5848.435
1998-07-31,5877.544
1998-08-31,4826.53
1998-09-30,4412.663
1998-10-30,4688.283
1998-11-30,4796.147
1998-12-31,4808.264
1999-01-29,4928.08
1999-02-26,4974.915
1999-03-31,5243.313
1999-04-30,5531.852
1999-05-31,5230.573
1999-06-30,5486.477
1999-07-30,5803.825
1999-08-31,5868.613
1999-09-30,5905.53
1999-10-29,5838.177
1999-11-30,5944.699
1999-12-31,6467.354
2000-01-31,5951.972
2000-02-29,6489.492
2000-03-31,6798.735
2000-04-28,6592.542
2000-05-31,6689.401
2000-06-30,6737.19
2000-07-31,6388.257
2000-08-31,6099.499
2000-09-29,6023.392
2000-10-31,5894.954
2000-11-30,5487.771
2000-12-29,5764.657
2001-01-31,6335.475
2001-02-28,5792.529
2001-03-30,4940.549
2001-04-30,5588.394
2001-05-31,5219.626
2001-06-29,5116.813
2001-07-31,5174.551
2001-08-31,5036.482
2001-09-28,4392.429
2001-10-31,4546.515
2001-11-30,4940.008
2001-12-31,5217.236
2002-01-31,5061.18
2002-02-28,5395.985
2002-03-29,5639.314
2002-04-30,5707.001
2002-05-31,5825.003
2002-06-28,5927.955
2002-07-31,5254.962
2002-08-30,5259.247
2002-09-30,4568.386
2002-10-31,4906.007
2002-11-29,5647.8
2002-12-31,4876.393
2003-01-31,4935.258
2003-02-28,4736.36
2003-03-31,4695.322
2003-04-30,5935.416
2003-05-30,6176.816
2003-06-30,6243.301
2003-07-31,6823.223
2003-08-29,7014.722
2003-09-30,7183.423
2003-10-31,7948.452
2003-11-28,8177.936
2003-12-31,8919.672
2004-01-30,9000.997
2004-02-27,9241.37
2004-03-31,9222.257
2004-04-30,9332.295
2004-05-31,9484.87
2004-06-30,9708.068
2004-07-30,9486.633
2004-08-31,9775.201
2004-09-30,10311.644
2004-10-29,10787.355
2004-11-30,12128.191
2004-12-31,12354.853
2005-01-31,11707.672
2005-02-28,12728.217
2005-03-31,12320.641
2005-04-29,11749.431
2005-05-31,11812.191
2005-06-30,11498.675
2005-07-29,12176.722
2005-08-31,12330.316
2005-09-30,12858.463
2005-10-31,12500.719
2005-11-30,12717.119
2005-12-30,13604.929
2006-01-31,14285.335
2006-02-28,14514.559
2006-03-31,15839.604
2006-04-28,17048.641
2006-05-31,16034.789
2006-06-30,15822.812
2006-07-31,15963.459
2006-08-31,16541.439
2006-09-29,17353.833
2006-10-31,18286.857
2006-11-30,18956.439
2006-12-29,20689.116
2007-01-31,21323.134
2007-02-28,21237.837
2007-03-30,22744.127
2007-04-30,25645.894
2007-05-31,25230.882
2007-06-29,24546.47
2007-07-31,24776.783
2007-08-31,23319.059
2007-09-28,24907.777
2007-10-31,24574.765
2007-11-30,22679.596
2007-12-31,22037.674
2008-01-31,19075.642
2008-02-29,20311.154
2008-03-31,21172.414
2008-04-30,21926.374
2008-05-30,21804.766
2008-06-30,17913.062
2008-07-31,18122.882
2008-08-29,17572.437
2008-09-30,14644.458
2008-10-31,10702.894
2008-11-28,10304.963
2008-12-31,10877.032
2009-01-30,9352.266
2009-02-27,9091.122
2009-03-31,10235.984
2009-04-30,12998.722
2009-05-29,14002.33
2009-06-30,13847.822
2009-07-31,16669.828
2009-08-31,17906.04
2009-09-30,17739.414
2009-10-30,18690.677
2009-11-30,18580.051
2009-12-31,18576.091
2010-01-29,17638.959
2010-02-26,18347.784
2010-03-31,19350.166
2010-04-30,19700.506
2010-05-31,16948.686
2010-06-30,17665.002
2010-07-30,19813.758
2010-08-31,18226.714
2010-09-30,21422.756
2010-10-29,21777.006
2010-11-30,20430.107
2010-12-31,22432.716
2011-01-31,24176.739
2011-02-28,24019.386
2011-03-31,24205.34
2011-04-29,26345.639
2011-05-31,25529.744
2011-06-30,23953.25
2011-07-29,23065.962
2011-08-31,20424.73
2011-09-30,18141.262
2011-10-31,20602.273
2011-11-30,19366.234
2011-12-30,19144.708
2012-01-31,20083.928
2012-02-29,22406.079
2012-03-30,21957.366
2012-04-30,21485.666
2012-05-31,18483.184
2012-06-29,20511.055
2012-07-31,21827.806
2012-08-31,21987.212
2012-09-28,22900.761
2012-10-31,21930.738
2012-11-30,22561.644
2012-12-31,23571.645
2013-01-31,26726.675
2013-02-28,27549.215
2013-03-29,28092.068
2013-04-30,29298.651
2013-05-31,28826.361
2013-06-28,26836.139
2013-07-31,29791.346
2013-08-30,28548.047
2013-09-30,30022.068
2013-10-31,31423.801
2013-11-29,31734.148
2013-12-31,33604.708
2014-01-31,32073.271
2014-02-28,34748.24
2014-03-31,34942.663
2014-04-30,35217.107
2014-05-30,35713.148
2014-06-30,34989.278
2014-07-31,34182.525
2014-08-29,33592.936
2014-09-30,33079.455
2014-10-31,32844.204
2014-11-28,33515.045
2014-12-31,31567.998
2015-01-30,32138.022
2015-02-27,34155.996
2015-03-31,32853.293
2015-04-30,34392.712
2015-05-29,34019.431
2015-06-30,33308.73
2015-07-31,33680.026
2015-08-31,32102.165
2015-09-30,30441.706
2015-10-30,30752.299
2015-11-30,30508.166
2015-12-31,30115.118
2016-01-29,27762.61
2016-02-29,28288.924
2016-03-31,30398.652
2016-04-29,30128.875
2016-05-31,29559.293
2016-06-30,27607.042
2016-07-29,28302.833
2016-08-31,29431.349
2016-09-30,30325.842
2016-10-31,28828.633
2016-11-30,28947.048
2016-12-30,30804.19
2017-01-31,32713.994
2017-02-28,32604.049
2017-03-31,34083.02
2017-04-28,35838.114
2017-05-31,37230.696
2017-06-30,37395.77
2017-07-31,37678.509
2017-08-31,38002.072
2017-09-29,38709.624
2017-10-31,37491.1
2017-11-30,36372.73
2017-12-29,36519.796
2018-01-31,38684.456
2018-02-28,36236.684
2018-03-30,35402.45
2018-04-30,34220.986
2018-05-31,32619.637
2018-06-29,33141.834
2018-07-31,35985.959
2018-08-31,35261.943
2018-09-28,37592.54
2018-10-31,33780.948
2018-11-30,34430.941
2018-12-31,32786.461
2019-01-31,33830.013
2019-02-28,33141.469
2019-03-29,32310.419
2019-04-30,33650.851
2019-05-31,30940.045
2019-06-28,33123.396
2019-07-31,32087.884
2019-08-30,31505.684
2019-09-30,33359.031
2019-10-31,34553.764
2019-11-29,33721.829
2019-12-31,36296.926
2020-01-31,35984.034
2020-02-28,33622.518
2020-03-31,26720.51
2020-04-30,29693.002
2020-05-29,31444.129
2020-06-30,32663.504
2020-07-31,35771.8
2020-08-31,37296.878
2020-09-30,35760.581
2020-10-30,34247.726
2020-11-30,40606.94
2020-12-31,40689.233
2021-01-29,41546.215
2021-02-26,43163.236
2021-03-31,45496.863
2021-04-30,46920.96
2021-05-31,48118.166
2021-06-30,48235.129
2021-07-30,50280.213
2021-08-31,49220.55
2021-09-30,49457.54
2021-10-29,51717.72
2021-11-30,49375.914
2021-12-31,51007.25
2022-01-31,48246.801
2022-02-28,44855.567
2022-03-31,45892.611
2022-04-29,45803.996
2022-05-31,44469.942
2022-06-30,38882.726
2022-07-29,41804.938
2022-08-31,38489.957
2022-09-30,35243.408
2022-10-31,38318.676
2022-11-30,41806.803
2022-12-30,41985.051
2023-01-31,45207.014
2023-02-28,46379.22
2023-03-31,45060.747
2023-04-28,47032.937
2023-05-31,42485.553
2023-06-30,44641.35
2023-07-31,46750.102
2023-08-31,44127.444
2023-09-29,45205.724
2023-10-31,42494.206
2023-11-30,47599.642
2023-12-29,53332.447
2024-01-31,51425.017
2024-02-29,54461.79
2024-03-29,55100.113
2024-04-30,53332.265
2024-05-31,56832.712
2024-06-28,55807.063
2024-07-31,57131.931
2024-08-30,59480.809
2024-09-30,60554.625
2024-10-31,57827.616
2024-11-29,56770.71
2024-12-31,55647.418
2025-01-31,59971.812
2025-02-28,65538.89
2025-03-31,64234.844
2025-04-30,67543.452
2025-05-30,69524.632
2025-06-30,69321.208
2025-07-31,68635.012
2025-08-29,73193.029
2025-09-30,74207.636
2025-10-31,76107.186
2025-11-28,77961.083
