Date,GERMANY SMALL CAP Small Cap
2005-11-10,134.58
2005-11-11,135.557
2005-11-14,136.297
2005-11-15,135.653
2005-11-16,134.511
2005-11-17,136.375
2005-11-18,136.442
2005-11-21,137.175
2005-11-22,137.528
2005-11-23,138.279
2005-11-24,138.353
2005-11-25,138.036
2005-11-28,138.226
2005-11-29,138.123
2005-11-30,138.139
2005-12-01,138.048
2005-12-02,138.486
2005-12-05,139.121
2005-12-06,139.358
2005-12-07,139.085
2005-12-08,140.186
2005-12-09,140.717
2005-12-12,142.067
2005-12-13,141.671
2005-12-14,142.484
2005-12-15,141.065
2005-12-16,142.321
2005-12-19,142.681
2005-12-20,142.923
2005-12-21,142.831
2005-12-22,143.959
2005-12-23,144.178
2005-12-26,144.178
2005-12-27,144.398
2005-12-28,145.075
2005-12-29,144.475
2005-12-30,144.101
2006-01-02,145.827
2006-01-03,149.546
2006-01-04,153.172
2006-01-05,153.077
2006-01-06,154.89
2006-01-09,154.716
2006-01-10,154.151
2006-01-11,155.762
2006-01-12,156.087
2006-01-13,155.657
2006-01-16,156.761
2006-01-17,156.57
2006-01-18,155.056
2006-01-19,157.512
2006-01-20,157.181
2006-01-23,157.93
2006-01-24,158.5
2006-01-25,161.648
2006-01-26,163.817
2006-01-27,164.699
2006-01-30,163.378
2006-01-31,162.963
2006-02-01,164.575
2006-02-02,163.691
2006-02-03,163.068
2006-02-06,162.68
2006-02-07,162.133
2006-02-08,160.905
2006-02-09,161.917
2006-02-10,161.236
2006-02-13,161.954
2006-02-14,161.607
2006-02-15,162.058
2006-02-16,162.208
2006-02-17,162.771
2006-02-20,163.193
2006-02-21,162.978
2006-02-22,163.008
2006-02-23,164.315
2006-02-24,164.508
2006-02-27,165.389
2006-02-28,165.448
2006-03-01,165.952
2006-03-02,165.655
2006-03-03,165.72
2006-03-06,166.498
2006-03-07,163.058
2006-03-08,161.124
2006-03-09,162.84
2006-03-10,163.394
2006-03-13,166.108
2006-03-14,167.615
2006-03-15,168.557
2006-03-16,169.912
2006-03-17,170.909
2006-03-20,172.038
2006-03-21,170.766
2006-03-22,170.186
2006-03-23,169.045
2006-03-24,168.923
2006-03-27,168.146
2006-03-28,168.024
2006-03-29,166.253
2006-03-30,169.16
2006-03-31,168.805
2006-04-03,168.65
2006-04-04,170.988
2006-04-05,171.14
2006-04-06,171.186
2006-04-07,168.687
2006-04-10,168.949
2006-04-11,167.566
2006-04-12,165.744
2006-04-13,165.55
2006-04-14,165.55
2006-04-17,168.179
2006-04-18,168.013
2006-04-19,170.609
2006-04-20,172.181
2006-04-21,173.255
2006-04-24,172.676
2006-04-25,174.619
2006-04-26,175.411
2006-04-27,175.644
2006-04-28,175.782
2006-05-01,176.089
2006-05-02,177.843
2006-05-03,177.098
2006-05-04,178.54
2006-05-05,181.6
2006-05-08,182.204
2006-05-09,183.42
2006-05-10,184.896
2006-05-11,184.798
2006-05-12,180.855
2006-05-15,175.148
2006-05-16,174.429
2006-05-17,170.069
2006-05-18,166.385
2006-05-19,165.229
2006-05-22,159.739
2006-05-23,162.958
2006-05-24,159.855
2006-05-25,162.385
2006-05-26,166.568
2006-05-29,166.418
2006-05-30,165.001
2006-05-31,165.623
2006-06-01,166.332
2006-06-02,170.016
2006-06-05,168.528
2006-06-06,161.861
2006-06-07,160.943
2006-06-08,153.031
2006-06-09,156.114
2006-06-12,152.99
2006-06-13,148.505
2006-06-14,147.775
2006-06-15,153.172
2006-06-16,152.354
2006-06-19,152.914
2006-06-20,153.9
2006-06-21,155.467
2006-06-22,156.099
2006-06-23,155.067
2006-06-26,155.453
2006-06-27,155.024
2006-06-28,152.944
2006-06-29,155.857
2006-06-30,161.778
2006-07-03,163.89
2006-07-04,163.858
2006-07-05,159.852
2006-07-06,162.961
2006-07-07,162.853
2006-07-10,161.544
2006-07-11,159.634
2006-07-12,159.305
2006-07-13,156.686
2006-07-14,152.913
2006-07-17,148.779
2006-07-18,147.576
2006-07-19,151.863
2006-07-20,153.683
2006-07-21,151.921
2006-07-24,153.172
2006-07-25,153.501
2006-07-26,153.158
2006-07-27,156.681
2006-07-28,156.255
2006-07-31,158.055
2006-08-01,157.06
2006-08-02,158.37
2006-08-03,157.147
2006-08-04,158.929
2006-08-07,157.125
2006-08-08,157.795
2006-08-09,158.468
2006-08-10,155.054
2006-08-11,155.923
2006-08-14,156.155
2006-08-15,158.316
2006-08-16,160.345
2006-08-17,161.308
2006-08-18,161.022
2006-08-21,161.317
2006-08-22,159.684
2006-08-23,159.013
2006-08-24,158.481
2006-08-25,157.681
2006-08-28,158.754
2006-08-29,158.532
2006-08-30,159.665
2006-08-31,159.477
2006-09-01,160.645
2006-09-04,163.196
2006-09-05,161.479
2006-09-06,160.33
2006-09-07,157.97
2006-09-08,157.893
2006-09-11,157.745
2006-09-12,158.735
2006-09-13,160.389
2006-09-14,161.999
2006-09-15,161.219
2006-09-18,161.816
2006-09-19,161.542
2006-09-20,162.633
2006-09-21,163.557
2006-09-22,163.604
2006-09-25,163.636
2006-09-26,164.113
2006-09-27,164.952
2006-09-28,165.035
2006-09-29,165.685
2006-10-02,166.349
2006-10-03,166.415
2006-10-04,167.082
2006-10-05,168.046
2006-10-06,166.337
2006-10-09,166.884
2006-10-10,166.959
2006-10-11,168.014
2006-10-12,168.303
2006-10-13,167.696
2006-10-16,168.214
2006-10-17,165.791
2006-10-18,166.426
2006-10-19,167.523
2006-10-20,168.287
2006-10-23,169.243
2006-10-24,170.268
2006-10-25,171.754
2006-10-26,173.223
2006-10-27,173.309
2006-10-30,172.664
2006-10-31,174.683
2006-11-01,174.894
2006-11-02,173.94
2006-11-03,173.495
2006-11-06,175.407
2006-11-07,177.063
2006-11-08,176.446
2006-11-09,176.443
2006-11-10,177.255
2006-11-13,177.347
2006-11-14,177.556
2006-11-15,178.734
2006-11-16,179.095
2006-11-17,178.102
2006-11-20,178.052
2006-11-21,178.949
2006-11-22,181.646
2006-11-23,181.799
2006-11-24,183.048
2006-11-27,180.182
2006-11-28,179.888
2006-11-29,183.381
2006-11-30,184.533
2006-12-01,184.837
2006-12-04,185.297
2006-12-05,185.738
2006-12-06,185.666
2006-12-07,185.992
2006-12-08,186.392
2006-12-11,186.799
2006-12-12,188.004
2006-12-13,189.947
2006-12-14,190.975
2006-12-15,191.216
2006-12-18,190.905
2006-12-19,189.783
2006-12-20,191.621
2006-12-21,192.108
2006-12-22,191.533
2006-12-25,191.533
2006-12-26,191.234
2006-12-27,192.851
2006-12-28,193.833
2006-12-29,195.312
2007-01-01,195.312
2007-01-02,199.125
2007-01-03,199.974
2007-01-04,197.068
2007-01-05,194.673
2007-01-08,195.027
2007-01-09,195.888
2007-01-10,193.876
2007-01-11,194.94
2007-01-12,195.39
2007-01-15,198.563
2007-01-16,199.083
2007-01-17,199.095
2007-01-18,199.721
2007-01-19,200.186
2007-01-22,200.937
2007-01-23,201.886
2007-01-24,202.312
2007-01-25,202.457
2007-01-26,199.927
2007-01-29,201.718
2007-01-30,202.888
2007-01-31,202.948
2007-02-01,206.303
2007-02-02,205.901
2007-02-05,206.832
2007-02-06,207.342
2007-02-07,208.832
2007-02-08,208.47
2007-02-09,209.043
2007-02-12,208.794
2007-02-13,209.755
2007-02-14,214.95
2007-02-15,214.418
2007-02-16,212.939
2007-02-19,215.124
2007-02-20,217.112
2007-02-21,216.196
2007-02-22,216.164
2007-02-23,217.131
2007-02-26,218.889
2007-02-27,208.031
2007-02-28,204.356
2007-03-01,200.446
2007-03-02,201.185
2007-03-05,196.118
2007-03-06,200.634
2007-03-07,203.276
2007-03-08,207.181
2007-03-09,206.427
2007-03-12,208.818
2007-03-13,207.093
2007-03-14,201.288
2007-03-15,205.811
2007-03-16,207.581
2007-03-19,212.154
2007-03-20,212.165
2007-03-21,213.521
2007-03-22,217.755
2007-03-23,218.12
2007-03-26,217.173
2007-03-27,217.845
2007-03-28,216.067
2007-03-29,217.915
2007-03-30,217.537
2007-04-02,219.106
2007-04-03,221.862
2007-04-04,222.009
2007-04-05,224.504
2007-04-06,224.504
2007-04-09,223.335
2007-04-10,226.391
2007-04-11,225.187
2007-04-12,225.324
2007-04-13,226.922
2007-04-16,229.491
2007-04-17,230.096
2007-04-18,228.121
2007-04-19,226.956
2007-04-20,229.697
2007-04-23,229.654
2007-04-24,228.368
2007-04-25,232.122
2007-04-26,232.486
2007-04-27,233.05
2007-04-30,233.049
2007-05-01,232.178
2007-05-02,232.227
2007-05-03,229.581
2007-05-04,232.091
2007-05-07,233.164
2007-05-08,228.862
2007-05-09,230.531
2007-05-10,229.597
2007-05-11,229.775
2007-05-14,229.913
2007-05-15,231.475
2007-05-16,231.039
2007-05-17,230.973
2007-05-18,231.78
2007-05-21,231.44
2007-05-22,232.04
2007-05-23,234.082
2007-05-24,231.466
2007-05-25,230.916
2007-05-28,230.916
2007-05-29,232.318
2007-05-30,230.878
2007-05-31,235.517
2007-06-01,236.814
2007-06-04,236.431
2007-06-05,236.462
2007-06-06,231.019
2007-06-07,226.774
2007-06-08,226.014
2007-06-11,229.489
2007-06-12,227.946
2007-06-13,227.6
2007-06-14,231.279
2007-06-15,236.477
2007-06-18,237.996
2007-06-19,238.47
2007-06-20,239.862
2007-06-21,236.607
2007-06-22,237.123
2007-06-25,234.525
2007-06-26,233.921
2007-06-27,231.784
2007-06-28,235.852
2007-06-29,237.198
2007-07-02,242.668
2007-07-03,244.747
2007-07-04,247.112
2007-07-05,245.991
2007-07-06,247.15
2007-07-09,249.044
2007-07-10,248.05
2007-07-11,246.831
2007-07-12,250.735
2007-07-13,250.749
2007-07-16,249.972
2007-07-17,249.129
2007-07-18,247.145
2007-07-19,248.916
2007-07-20,244.724
2007-07-23,243.904
2007-07-24,241.439
2007-07-25,232.507
2007-07-26,227.567
2007-07-27,224.829
2007-07-30,226.106
2007-07-31,232.645
2007-08-01,227.644
2007-08-02,228.299
2007-08-03,227.756
2007-08-06,225.015
2007-08-07,226.384
2007-08-08,230.424
2007-08-09,221.947
2007-08-10,215.016
2007-08-13,219.953
2007-08-14,217.394
2007-08-15,212.669
2007-08-16,201.704
2007-08-17,201.862
2007-08-20,204.921
2007-08-21,205.861
2007-08-22,213.606
2007-08-23,217.247
2007-08-24,218.794
2007-08-27,219.527
2007-08-28,215.595
2007-08-29,216.685
2007-08-30,219.602
2007-08-31,223.675
2007-09-03,226.064
2007-09-04,229.118
2007-09-05,227.184
2007-09-06,229.939
2007-09-07,225.51
2007-09-10,221.131
2007-09-11,226.084
2007-09-12,227.9
2007-09-13,226.016
2007-09-14,222.375
2007-09-17,217.641
2007-09-18,221.433
2007-09-19,228.762
2007-09-20,229.224
2007-09-21,231.99
2007-09-24,232.484
2007-09-25,231.12
2007-09-26,232.914
2007-09-27,232.598
2007-09-28,232.61
2007-10-01,236.421
2007-10-02,236.92
2007-10-03,237.612
2007-10-04,236.462
2007-10-05,238.165
2007-10-08,236.342
2007-10-09,237.714
2007-10-10,239.972
2007-10-11,243.021
2007-10-12,239.651
2007-10-15,240.399
2007-10-16,237.559
2007-10-17,241.454
2007-10-18,240.692
2007-10-19,238.41
2007-10-22,232.406
2007-10-23,238.479
2007-10-24,237.081
2007-10-25,239.681
2007-10-26,236.353
2007-10-29,238.419
2007-10-30,235.312
2007-10-31,239.028
2007-11-01,236.727
2007-11-02,236.574
2007-11-05,233.694
2007-11-06,239.57
2007-11-07,240.156
2007-11-08,237.106
2007-11-09,234.924
2007-11-12,230.298
2007-11-13,226.047
2007-11-14,228.882
2007-11-15,223.006
2007-11-16,217.847
2007-11-19,208.047
2007-11-20,212.656
2007-11-21,205.862
2007-11-22,206.277
2007-11-23,209.856
2007-11-26,211.186
2007-11-27,211.749
2007-11-28,216.319
2007-11-29,217.476
2007-11-30,221.265
2007-12-03,221.023
2007-12-04,218.755
2007-12-05,221.138
2007-12-06,219.945
2007-12-07,224.25
2007-12-10,226.012
2007-12-11,226.663
2007-12-12,226.496
2007-12-13,219.325
2007-12-14,217.083
2007-12-17,210.11
2007-12-18,211.158
2007-12-19,210.898
2007-12-20,210.739
2007-12-21,214.049
2007-12-24,214.526
2007-12-25,214.526
2007-12-26,216.0
2007-12-27,218.262
2007-12-28,221.267
2007-12-31,220.003
2008-01-01,220.003
2008-01-02,220.221
2008-01-03,217.73
2008-01-04,213.923
2008-01-07,207.968
2008-01-08,209.946
2008-01-09,202.647
2008-01-10,198.455
2008-01-11,199.779
2008-01-14,202.766
2008-01-15,195.978
2008-01-16,189.075
2008-01-17,189.813
2008-01-18,186.927
2008-01-21,173.206
2008-01-22,179.98
2008-01-23,175.995
2008-01-24,186.108
2008-01-25,189.27
2008-01-28,188.28
2008-01-29,193.314
2008-01-30,192.743
2008-01-31,193.109
2008-02-01,200.432
2008-02-04,202.842
2008-02-05,192.401
2008-02-06,193.164
2008-02-07,186.479
2008-02-08,187.462
2008-02-11,186.586
2008-02-12,194.391
2008-02-13,195.742
2008-02-14,197.768
2008-02-15,196.073
2008-02-18,198.182
2008-02-19,200.471
2008-02-20,197.745
2008-02-21,201.283
2008-02-22,200.024
2008-02-25,203.101
2008-02-26,206.922
2008-02-27,209.41
2008-02-28,206.58
2008-02-29,203.435
2008-03-03,200.273
2008-03-04,198.017
2008-03-05,202.123
2008-03-06,201.817
2008-03-07,197.98
2008-03-10,193.221
2008-03-11,196.667
2008-03-12,201.571
2008-03-13,198.567
2008-03-14,198.423
2008-03-17,191.336
2008-03-18,197.145
2008-03-19,192.832
2008-03-20,189.178
2008-03-21,189.178
2008-03-24,188.908
2008-03-25,197.626
2008-03-26,200.569
2008-03-27,205.734
2008-03-28,205.207
2008-03-31,207.201
2008-04-01,210.167
2008-04-02,210.59
2008-04-03,209.19
2008-04-04,213.11
2008-04-07,215.04
2008-04-08,210.876
2008-04-09,210.504
2008-04-10,208.758
2008-04-11,207.229
2008-04-14,206.057
2008-04-15,207.258
2008-04-16,214.022
2008-04-17,213.064
2008-04-18,213.977
2008-04-21,214.752
2008-04-22,214.994
2008-04-23,215.313
2008-04-24,212.255
2008-04-25,214.842
2008-04-28,216.727
2008-04-29,214.698
2008-04-30,215.133
2008-05-01,213.496
2008-05-02,216.255
2008-05-05,217.514
2008-05-06,216.881
2008-05-07,217.202
2008-05-08,216.78
2008-05-09,214.643
2008-05-12,216.952
2008-05-13,217.955
2008-05-14,219.014
2008-05-15,219.934
2008-05-16,222.322
2008-05-19,224.677
2008-05-20,221.359
2008-05-21,222.828
2008-05-22,222.575
2008-05-23,219.711
2008-05-26,217.293
2008-05-27,216.535
2008-05-28,217.372
2008-05-29,216.228
2008-05-30,219.241
2008-06-02,218.64
2008-06-03,220.488
2008-06-04,219.642
2008-06-05,222.286
2008-06-06,222.136
2008-06-09,218.49
2008-06-10,212.007
2008-06-11,210.569
2008-06-12,211.139
2008-06-13,210.737
2008-06-16,213.275
2008-06-17,216.642
2008-06-18,213.099
2008-06-19,211.202
2008-06-20,211.858
2008-06-23,207.501
2008-06-24,206.149
2008-06-25,208.758
2008-06-26,205.572
2008-06-27,204.139
2008-06-30,202.567
2008-07-01,198.429
2008-07-02,197.035
2008-07-03,194.435
2008-07-04,193.621
2008-07-07,197.04
2008-07-08,192.767
2008-07-09,196.754
2008-07-10,194.893
2008-07-11,191.818
2008-07-14,192.272
2008-07-15,188.364
2008-07-16,188.272
2008-07-17,195.049
2008-07-18,195.866
2008-07-21,198.985
2008-07-22,197.556
2008-07-23,199.106
2008-07-24,193.704
2008-07-25,192.47
2008-07-28,188.651
2008-07-29,185.618
2008-07-30,188.615
2008-07-31,190.457
2008-08-01,187.634
2008-08-04,186.257
2008-08-05,187.66
2008-08-06,190.24
2008-08-07,189.614
2008-08-08,187.137
2008-08-11,188.11
2008-08-12,186.207
2008-08-13,181.549
2008-08-14,182.697
2008-08-15,182.233
2008-08-18,182.436
2008-08-19,178.817
2008-08-20,179.983
2008-08-21,180.288
2008-08-22,182.352
2008-08-25,180.874
2008-08-26,180.388
2008-08-27,181.093
2008-08-28,183.925
2008-08-29,186.152
2008-09-01,183.37
2008-09-02,185.466
2008-09-03,182.272
2008-09-04,175.715
2008-09-05,169.32
2008-09-08,173.292
2008-09-09,168.626
2008-09-10,165.711
2008-09-11,162.663
2008-09-12,167.858
2008-09-15,162.962
2008-09-16,160.984
2008-09-17,158.774
2008-09-18,158.346
2008-09-19,166.642
2008-09-22,167.401
2008-09-23,164.479
2008-09-24,162.718
2008-09-25,163.48
2008-09-26,158.27
2008-09-29,146.321
2008-09-30,144.445
2008-10-01,143.372
2008-10-02,138.825
2008-10-03,138.045
2008-10-06,123.596
2008-10-07,120.41
2008-10-08,113.997
2008-10-09,114.502
2008-10-10,106.242
2008-10-13,120.625
2008-10-14,123.106
2008-10-15,115.065
2008-10-16,108.984
2008-10-17,111.062
2008-10-20,111.943
2008-10-21,111.71
2008-10-22,104.29
2008-10-23,101.582
2008-10-24,95.12
2008-10-27,87.796
2008-10-28,87.648
2008-10-29,96.171
2008-10-30,99.858
2008-10-31,100.225
2008-11-03,103.97
2008-11-04,113.33
2008-11-05,111.802
2008-11-06,103.623
2008-11-07,104.387
2008-11-10,107.158
2008-11-11,102.192
2008-11-12,98.955
2008-11-13,99.435
2008-11-14,100.317
2008-11-17,98.379
2008-11-18,97.585
2008-11-19,92.97
2008-11-20,88.675
2008-11-21,88.143
2008-11-24,96.096
2008-11-25,97.971
2008-11-26,96.778
2008-11-27,101.089
2008-11-28,98.492
2008-12-01,93.197
2008-12-02,95.217
2008-12-03,95.365
2008-12-04,96.403
2008-12-05,93.332
2008-12-08,99.719
2008-12-09,99.973
2008-12-10,101.965
2008-12-11,103.131
2008-12-12,102.445
2008-12-15,105.344
2008-12-16,107.341
2008-12-17,111.87
2008-12-18,114.086
2008-12-19,109.427
2008-12-22,110.411
2008-12-23,111.739
2008-12-24,112.096
2008-12-25,112.096
2008-12-26,112.637
2008-12-29,118.833
2008-12-30,120.498
2008-12-31,118.419
2009-01-01,118.419
2009-01-02,121.333
2009-01-05,119.393
2009-01-06,117.977
2009-01-07,118.218
2009-01-08,114.671
2009-01-09,111.646
2009-01-12,107.859
2009-01-13,105.408
2009-01-14,101.08
2009-01-15,100.188
2009-01-16,102.761
2009-01-19,100.281
2009-01-20,96.578
2009-01-21,96.714
2009-01-22,96.885
2009-01-23,93.913
2009-01-26,98.345
2009-01-27,99.095
2009-01-28,103.984
2009-01-29,101.465
2009-01-30,99.488
2009-02-02,97.479
2009-02-03,99.993
2009-02-04,101.392
2009-02-05,101.516
2009-02-06,104.31
2009-02-09,107.932
2009-02-10,104.916
2009-02-11,103.464
2009-02-12,101.262
2009-02-13,103.566
2009-02-16,101.518
2009-02-17,96.729
2009-02-18,95.607
2009-02-19,96.561
2009-02-20,92.354
2009-02-23,91.314
2009-02-24,90.324
2009-02-25,90.185
2009-02-26,92.237
2009-02-27,90.505
2009-03-02,86.329
2009-03-03,84.919
2009-03-04,89.209
2009-03-05,85.074
2009-03-06,83.936
2009-03-09,83.165
2009-03-10,88.486
2009-03-11,89.03
2009-03-12,89.514
2009-03-13,91.161
2009-03-16,94.083
2009-03-17,92.527
2009-03-18,92.212
2009-03-19,97.705
2009-03-20,97.495
2009-03-23,99.81
2009-03-24,99.804
2009-03-25,100.857
2009-03-26,101.719
2009-03-27,99.171
2009-03-30,95.232
2009-03-31,97.667
2009-04-01,99.114
2009-04-02,105.808
2009-04-03,107.361
2009-04-06,107.873
2009-04-07,104.499
2009-04-08,105.507
2009-04-09,109.765
2009-04-10,109.765
2009-04-13,110.696
2009-04-14,112.479
2009-04-15,112.416
2009-04-16,113.794
2009-04-17,115.285
2009-04-20,108.965
2009-04-21,109.8
2009-04-22,112.478
2009-04-23,112.182
2009-04-24,116.828
2009-04-27,115.42
2009-04-28,112.255
2009-04-29,116.717
2009-04-30,118.655
2009-05-01,118.673
2009-05-04,124.06
2009-05-05,124.995
2009-05-06,125.44
2009-05-07,126.231
2009-05-08,127.607
2009-05-11,124.895
2009-05-12,124.488
2009-05-13,119.304
2009-05-14,121.688
2009-05-15,124.113
2009-05-18,126.158
2009-05-19,130.995
2009-05-20,135.453
2009-05-21,131.576
2009-05-22,134.247
2009-05-25,133.557
2009-05-26,133.066
2009-05-27,134.298
2009-05-28,131.838
2009-05-29,133.913
2009-06-01,138.83
2009-06-02,141.592
2009-06-03,138.679
2009-06-04,138.247
2009-06-05,137.23
2009-06-08,132.483
2009-06-09,134.087
2009-06-10,136.585
2009-06-11,139.466
2009-06-12,138.194
2009-06-15,133.211
2009-06-16,132.678
2009-06-17,128.492
2009-06-18,129.806
2009-06-19,130.024
2009-06-22,125.135
2009-06-23,126.868
2009-06-24,131.623
2009-06-25,130.325
2009-06-26,132.812
2009-06-29,134.718
2009-06-30,134.015
2009-07-01,136.892
2009-07-02,133.641
2009-07-03,132.215
2009-07-06,129.569
2009-07-07,129.474
2009-07-08,127.505
2009-07-09,129.473
2009-07-10,128.41
2009-07-13,131.288
2009-07-14,132.977
2009-07-15,138.194
2009-07-16,139.497
2009-07-17,139.589
2009-07-20,141.977
2009-07-21,144.336
2009-07-22,142.918
2009-07-23,144.41
2009-07-24,142.481
2009-07-27,142.073
2009-07-28,138.923
2009-07-29,139.156
2009-07-30,142.202
2009-07-31,144.446
2009-08-03,149.946
2009-08-04,149.643
2009-08-05,149.598
2009-08-06,150.436
2009-08-07,150.344
2009-08-10,150.196
2009-08-11,147.674
2009-08-12,149.379
2009-08-13,153.551
2009-08-14,153.682
2009-08-17,147.929
2009-08-18,150.112
2009-08-19,150.466
2009-08-20,154.233
2009-08-21,157.424
2009-08-24,159.515
2009-08-25,160.711
2009-08-26,158.292
2009-08-27,156.726
2009-08-28,160.451
2009-08-31,158.078
2009-09-01,154.327
2009-09-02,151.874
2009-09-03,154.99
2009-09-04,157.2
2009-09-07,162.076
2009-09-08,166.242
2009-09-09,168.391
2009-09-10,169.564
2009-09-11,170.758
2009-09-14,169.891
2009-09-15,171.582
2009-09-16,176.039
2009-09-17,178.271
2009-09-18,178.806
2009-09-21,175.089
2009-09-22,179.092
2009-09-23,178.162
2009-09-24,173.78
2009-09-25,172.393
2009-09-28,176.602
2009-09-29,175.316
2009-09-30,176.894
2009-10-01,172.151
2009-10-02,168.62
2009-10-05,171.198
2009-10-06,178.238
2009-10-07,177.897
2009-10-08,181.793
2009-10-09,182.698
2009-10-12,185.642
2009-10-13,183.232
2009-10-14,187.972
2009-10-15,187.311
2009-10-16,184.213
2009-10-19,187.409
2009-10-20,186.799
2009-10-21,186.626
2009-10-22,183.109
2009-10-23,184.042
2009-10-26,179.461
2009-10-27,174.753
2009-10-28,167.553
2009-10-29,172.785
2009-10-30,169.355
2009-11-02,169.344
2009-11-03,165.512
2009-11-04,172.841
2009-11-05,175.231
2009-11-06,176.21
2009-11-09,180.854
2009-11-10,179.755
2009-11-11,182.841
2009-11-12,181.32
2009-11-13,181.924
2009-11-16,186.104
2009-11-17,183.129
2009-11-18,185.39
2009-11-19,180.132
2009-11-20,179.558
2009-11-23,186.404
2009-11-24,185.566
2009-11-25,188.281
2009-11-26,181.332
2009-11-27,184.879
2009-11-30,182.836
2009-12-01,189.414
2009-12-02,189.526
2009-12-03,189.374
2009-12-04,188.267
2009-12-07,188.136
2009-12-08,184.217
2009-12-09,182.684
2009-12-10,183.666
2009-12-11,183.339
2009-12-14,184.827
2009-12-15,183.592
2009-12-16,185.523
2009-12-17,181.873
2009-12-18,180.197
2009-12-21,181.346
2009-12-22,180.523
2009-12-23,181.848
2009-12-24,182.159
2009-12-25,182.159
2009-12-28,181.626
2009-12-29,183.077
2009-12-30,181.726
2009-12-31,182.317
2010-01-01,182.317
2010-01-04,187.9
2010-01-05,189.135
2010-01-06,190.327
2010-01-07,190.864
2010-01-08,192.192
2010-01-11,195.344
2010-01-12,192.576
2010-01-13,194.212
2010-01-14,195.288
2010-01-15,191.558
2010-01-18,191.368
2010-01-19,190.182
2010-01-20,185.329
2010-01-21,183.042
2010-01-22,180.889
2010-01-25,181.75
2010-01-26,180.315
2010-01-27,179.756
2010-01-28,178.146
2010-01-29,178.248
2010-02-01,180.089
2010-02-02,183.92
2010-02-03,182.921
2010-02-04,176.259
2010-02-05,169.651
2010-02-08,169.785
2010-02-09,171.899
2010-02-10,173.338
2010-02-11,173.087
2010-02-12,172.827
2010-02-15,172.966
2010-02-16,176.587
2010-02-17,178.348
2010-02-18,179.159
2010-02-19,177.7
2010-02-22,178.291
2010-02-23,175.637
2010-02-24,174.795
2010-02-25,170.633
2010-02-26,174.796
2010-03-01,176.089
2010-03-02,178.818
2010-03-03,182.196
2010-03-04,180.956
2010-03-05,183.394
2010-03-08,184.185
2010-03-09,183.924
2010-03-10,187.808
2010-03-11,186.627
2010-03-12,187.851
2010-03-15,185.068
2010-03-16,187.794
2010-03-17,188.397
2010-03-18,185.074
2010-03-19,182.953
2010-03-22,183.652
2010-03-23,184.745
2010-03-24,182.862
2010-03-25,184.942
2010-03-26,185.68
2010-03-29,186.697
2010-03-30,184.613
2010-03-31,186.89
2010-04-01,190.468
2010-04-02,190.468
2010-04-05,190.032
2010-04-06,191.052
2010-04-07,190.143
2010-04-08,188.604
2010-04-09,192.021
2010-04-12,194.232
2010-04-13,192.988
2010-04-14,196.144
2010-04-15,196.271
2010-04-16,192.244
2010-04-19,189.981
2010-04-20,193.859
2010-04-21,192.982
2010-04-22,188.65
2010-04-23,192.601
2010-04-26,193.904
2010-04-27,188.562
2010-04-28,182.336
2010-04-29,186.069
2010-04-30,186.402
2010-05-03,186.94
2010-05-04,178.83
2010-05-05,172.702
2010-05-06,168.707
2010-05-07,162.61
2010-05-10,175.339
2010-05-11,172.78
2010-05-12,178.047
2010-05-13,177.107
2010-05-14,170.091
2010-05-17,167.577
2010-05-18,169.481
2010-05-19,163.307
2010-05-20,158.052
2010-05-21,161.915
2010-05-24,158.679
2010-05-25,150.256
2010-05-26,154.789
2010-05-27,161.461
2010-05-28,162.395
2010-05-31,162.713
2010-06-01,162.231
2010-06-02,161.253
2010-06-03,164.121
2010-06-04,158.511
2010-06-07,154.89
2010-06-08,153.076
2010-06-09,158.499
2010-06-10,162.584
2010-06-11,163.599
2010-06-14,169.329
2010-06-15,170.698
2010-06-16,170.137
2010-06-17,171.267
2010-06-18,171.98
2010-06-21,173.433
2010-06-22,171.123
2010-06-23,168.855
2010-06-24,167.174
2010-06-25,165.279
2010-06-28,168.515
2010-06-29,160.547
2010-06-30,161.768
2010-07-01,161.009
2010-07-02,164.038
2010-07-05,162.869
2010-07-06,169.133
2010-07-07,169.578
2010-07-08,171.865
2010-07-09,172.289
2010-07-12,172.186
2010-07-13,176.195
2010-07-14,176.469
2010-07-15,177.374
2010-07-16,175.796
2010-07-19,175.293
2010-07-20,172.666
2010-07-21,174.851
2010-07-22,179.785
2010-07-23,179.532
2010-07-26,184.254
2010-07-27,184.098
2010-07-28,183.12
2010-07-29,182.07
2010-07-30,179.961
2010-08-02,186.365
2010-08-03,186.725
2010-08-04,186.304
2010-08-05,186.147
2010-08-06,187.006
2010-08-09,188.719
2010-08-10,184.398
2010-08-11,176.785
2010-08-12,174.926
2010-08-13,174.499
2010-08-16,175.903
2010-08-17,179.255
2010-08-18,178.715
2010-08-19,177.233
2010-08-20,171.872
2010-08-23,171.798
2010-08-24,168.746
2010-08-25,166.391
2010-08-26,169.437
2010-08-27,170.384
2010-08-30,170.349
2010-08-31,171.072
2010-09-01,177.248
2010-09-02,177.913
2010-09-03,179.734
2010-09-06,180.323
2010-09-07,177.03
2010-09-08,178.407
2010-09-09,179.649
2010-09-10,179.642
2010-09-13,183.105
2010-09-14,185.339
2010-09-15,185.747
2010-09-16,185.99
2010-09-17,185.224
2010-09-20,187.394
2010-09-21,188.229
2010-09-22,190.225
