Date,GERMANY SMALL CAP Small Cap
2003-05-27,69.764
2003-05-28,70.034
2003-05-29,70.416
2003-05-30,70.165
2003-06-02,70.392
2003-06-03,70.351
2003-06-04,70.564
2003-06-05,71.871
2003-06-06,71.576
2003-06-09,71.503
2003-06-10,71.087
2003-06-11,72.014
2003-06-12,72.395
2003-06-13,72.675
2003-06-16,74.089
2003-06-17,73.957
2003-06-18,73.803
2003-06-19,73.218
2003-06-20,73.18
2003-06-23,71.804
2003-06-24,71.523
2003-06-25,71.553
2003-06-26,71.035
2003-06-27,71.031
2003-06-30,71.863
2003-07-01,71.67
2003-07-02,72.525
2003-07-03,72.594
2003-07-04,72.553
2003-07-07,72.866
2003-07-08,73.14
2003-07-09,73.019
2003-07-10,72.81
2003-07-11,72.917
2003-07-14,74.277
2003-07-15,74.625
2003-07-16,74.934
2003-07-17,74.213
2003-07-18,75.403
2003-07-21,75.487
2003-07-22,75.318
2003-07-23,75.613
2003-07-24,77.102
2003-07-25,77.103
2003-07-28,77.339
2003-07-29,77.359
2003-07-30,76.804
2003-07-31,76.938
2003-08-01,76.968
2003-08-04,76.261
2003-08-05,76.004
2003-08-06,75.706
2003-08-07,75.901
2003-08-08,76.474
2003-08-11,76.011
2003-08-12,76.778
2003-08-13,77.469
2003-08-14,77.203
2003-08-15,77.174
2003-08-18,77.194
2003-08-19,76.839
2003-08-20,76.752
2003-08-21,77.076
2003-08-22,76.887
2003-08-25,76.521
2003-08-26,75.601
2003-08-27,75.961
2003-08-28,76.531
2003-08-29,77.837
2003-09-01,79.031
2003-09-02,78.272
2003-09-03,79.224
2003-09-04,79.99
2003-09-05,80.594
2003-09-08,81.494
2003-09-09,81.662
2003-09-10,80.796
2003-09-11,81.084
2003-09-12,82.033
2003-09-15,82.746
2003-09-16,82.58
2003-09-17,83.316
2003-09-18,83.346
2003-09-19,84.507
2003-09-22,83.427
2003-09-23,82.763
2003-09-24,82.017
2003-09-25,81.988
2003-09-26,81.143
2003-09-29,82.425
2003-09-30,82.654
2003-10-01,83.853
2003-10-02,83.785
2003-10-03,84.571
2003-10-06,84.954
2003-10-07,84.859
2003-10-08,85.986
2003-10-09,87.085
2003-10-10,87.721
2003-10-13,88.113
2003-10-14,87.879
2003-10-15,88.557
2003-10-16,88.871
2003-10-17,87.909
2003-10-20,88.153
2003-10-21,88.68
2003-10-22,89.116
2003-10-23,88.538
2003-10-24,88.758
2003-10-27,88.758
2003-10-28,88.862
2003-10-29,90.442
2003-10-30,91.192
2003-10-31,91.625
2003-11-03,91.728
2003-11-04,90.309
2003-11-05,89.147
2003-11-06,88.762
2003-11-07,89.683
2003-11-10,89.649
2003-11-11,88.889
2003-11-12,90.408
2003-11-13,90.485
2003-11-14,91.206
2003-11-17,89.457
2003-11-18,90.216
2003-11-19,89.813
2003-11-20,89.424
2003-11-21,89.915
2003-11-24,90.314
2003-11-25,92.187
2003-11-26,92.721
2003-11-27,93.066
2003-11-28,94.163
2003-12-01,94.541
2003-12-02,95.428
2003-12-03,96.149
2003-12-04,96.042
2003-12-05,96.133
2003-12-08,96.11
2003-12-09,95.927
2003-12-10,95.688
2003-12-11,94.713
2003-12-12,96.067
2003-12-15,96.082
2003-12-16,95.902
2003-12-17,96.477
2003-12-18,96.762
2003-12-19,96.318
2003-12-22,96.786
2003-12-23,97.359
2003-12-24,97.633
2003-12-25,97.633
2003-12-26,97.594
2003-12-29,98.367
2003-12-30,98.987
2003-12-31,99.643
2004-01-01,99.643
2004-01-02,100.973
2004-01-05,102.304
2004-01-06,103.421
2004-01-07,102.805
2004-01-08,104.706
2004-01-09,106.236
2004-01-12,105.48
2004-01-13,105.481
2004-01-14,105.152
2004-01-15,105.294
2004-01-16,105.206
2004-01-19,106.771
2004-01-20,107.745
2004-01-21,107.812
2004-01-22,109.861
2004-01-23,109.591
2004-01-26,107.684
2004-01-27,108.731
2004-01-28,108.822
2004-01-29,105.934
2004-01-30,106.906
2004-02-02,108.059
2004-02-03,109.007
2004-02-04,108.307
2004-02-05,108.442
2004-02-06,110.227
2004-02-09,111.377
2004-02-10,111.948
2004-02-11,112.204
2004-02-12,114.352
2004-02-13,114.032
2004-02-16,114.572
2004-02-17,115.742
2004-02-18,115.451
2004-02-19,114.125
2004-02-20,113.188
2004-02-23,113.011
2004-02-24,112.307
2004-02-25,110.734
2004-02-26,109.525
2004-02-27,110.988
2004-03-01,112.493
2004-03-02,111.147
2004-03-03,108.707
2004-03-04,110.211
2004-03-05,112.845
2004-03-08,112.486
2004-03-09,111.848
2004-03-10,108.272
2004-03-11,105.375
2004-03-12,105.828
2004-03-15,103.83
2004-03-16,103.87
2004-03-17,104.319
2004-03-18,104.6
2004-03-19,103.29
2004-03-22,101.229
2004-03-23,101.42
2004-03-24,101.045
2004-03-25,103.192
2004-03-26,102.841
2004-03-29,105.266
2004-03-30,105.029
2004-03-31,106.206
2004-04-01,108.094
2004-04-02,107.345
2004-04-05,106.634
2004-04-06,106.661
2004-04-07,108.581
2004-04-08,108.145
2004-04-09,108.145
2004-04-12,107.841
2004-04-13,106.967
2004-04-14,106.256
2004-04-15,106.004
2004-04-16,106.801
2004-04-19,107.554
2004-04-20,108.044
2004-04-21,106.845
2004-04-22,107.41
2004-04-23,107.737
2004-04-26,107.761
2004-04-27,108.456
2004-04-28,106.136
2004-04-29,105.264
2004-04-30,105.498
2004-05-03,106.106
2004-05-04,106.994
2004-05-05,107.58
2004-05-06,105.096
2004-05-07,102.841
2004-05-10,97.939
2004-05-11,98.39
2004-05-12,98.466
2004-05-13,99.252
2004-05-14,99.039
2004-05-17,97.094
2004-05-18,98.292
2004-05-19,101.495
2004-05-20,99.825
2004-05-21,100.857
2004-05-24,101.218
2004-05-25,101.489
2004-05-26,101.955
2004-05-27,104.059
2004-05-28,103.8
2004-05-31,104.399
2004-06-01,104.287
2004-06-02,104.877
2004-06-03,104.824
2004-06-04,105.988
2004-06-07,108.096
2004-06-08,107.606
2004-06-09,105.625
2004-06-10,105.9
2004-06-11,105.223
2004-06-14,105.22
2004-06-15,104.777
2004-06-16,104.39
2004-06-17,104.815
2004-06-18,105.266
2004-06-21,105.063
2004-06-22,104.845
2004-06-23,105.195
2004-06-24,107.07
2004-06-25,106.86
2004-06-28,107.955
2004-06-29,107.617
2004-06-30,108.251
2004-07-01,108.168
2004-07-02,108.568
2004-07-05,108.064
2004-07-06,107.16
2004-07-07,107.469
2004-07-08,107.286
2004-07-09,107.407
2004-07-12,106.861
2004-07-13,105.855
2004-07-14,105.688
2004-07-15,104.778
2004-07-16,106.283
2004-07-19,105.267
2004-07-20,104.704
2004-07-21,104.595
2004-07-22,103.636
2004-07-23,102.702
2004-07-26,101.81
2004-07-27,101.524
2004-07-28,101.657
2004-07-29,103.275
2004-07-30,103.217
2004-08-02,102.57
2004-08-03,102.977
2004-08-04,101.21
2004-08-05,101.777
2004-08-06,100.945
2004-08-09,98.897
2004-08-10,100.257
2004-08-11,98.319
2004-08-12,98.394
2004-08-13,99.973
2004-08-16,101.525
2004-08-17,101.969
2004-08-18,102.245
2004-08-19,103.138
2004-08-20,102.651
2004-08-23,101.876
2004-08-24,101.385
2004-08-25,100.454
2004-08-26,100.708
2004-08-27,100.787
2004-08-30,100.588
2004-08-31,100.129
2004-09-01,100.346
2004-09-02,100.962
2004-09-03,100.495
2004-09-06,101.013
2004-09-07,101.785
2004-09-08,101.857
2004-09-09,101.827
2004-09-10,103.692
2004-09-13,104.431
2004-09-14,104.628
2004-09-15,103.094
2004-09-16,103.105
2004-09-17,104.398
2004-09-20,103.874
2004-09-21,105.076
2004-09-22,104.417
2004-09-23,104.295
2004-09-24,103.827
2004-09-27,103.411
2004-09-28,104.017
2004-09-29,104.885
2004-09-30,105.894
2004-10-01,107.216
2004-10-04,107.046
2004-10-05,107.715
2004-10-06,107.641
2004-10-07,107.987
2004-10-08,109.169
2004-10-11,109.347
2004-10-12,107.516
2004-10-13,107.413
2004-10-14,108.044
2004-10-15,108.178
2004-10-18,108.621
2004-10-19,109.189
2004-10-20,109.185
2004-10-21,109.986
2004-10-22,110.094
2004-10-25,109.977
2004-10-26,109.601
2004-10-27,110.682
2004-10-28,110.514
2004-10-29,110.02
2004-11-01,111.328
2004-11-02,111.005
2004-11-03,111.872
2004-11-04,112.595
2004-11-05,113.588
2004-11-08,114.267
2004-11-09,113.73
2004-11-10,113.979
2004-11-11,114.916
2004-11-12,114.903
2004-11-15,115.806
2004-11-16,115.396
2004-11-17,116.751
2004-11-18,117.197
2004-11-19,118.235
2004-11-22,117.436
2004-11-23,118.836
2004-11-24,119.131
2004-11-25,119.909
2004-11-26,120.054
2004-11-29,120.887
2004-11-30,121.232
2004-12-01,121.926
2004-12-02,122.22
2004-12-03,123.812
2004-12-06,123.776
2004-12-07,124.575
2004-12-08,122.573
2004-12-09,121.099
2004-12-10,121.6
2004-12-13,123.186
2004-12-14,123.404
2004-12-15,125.124
2004-12-16,124.19
2004-12-17,123.673
2004-12-20,125.622
2004-12-21,125.143
2004-12-22,126.066
2004-12-23,127.465
2004-12-24,127.795
2004-12-27,128.47
2004-12-28,128.811
2004-12-29,128.188
2004-12-30,129.413
2004-12-31,129.057
2005-01-03,128.748
2005-01-04,128.003
2005-01-05,126.658
2005-01-06,125.492
2005-01-07,126.045
2005-01-10,126.598
2005-01-11,126.649
2005-01-12,127.369
2005-01-13,127.095
2005-01-14,126.651
2005-01-17,128.21
2005-01-18,127.647
2005-01-19,128.832
2005-01-20,127.114
2005-01-21,128.069
2005-01-24,128.4
2005-01-25,128.948
2005-01-26,130.541
2005-01-27,129.676
2005-01-28,129.596
2005-01-31,131.322
2005-02-01,131.721
2005-02-02,132.674
2005-02-03,132.19
2005-02-04,133.05
2005-02-07,132.144
2005-02-08,131.602
2005-02-09,131.459
2005-02-10,132.201
2005-02-11,133.802
2005-02-14,134.73
2005-02-15,135.495
2005-02-16,134.989
2005-02-17,136.309
2005-02-18,136.157
2005-02-21,136.867
2005-02-22,137.42
2005-02-23,136.09
2005-02-24,136.842
2005-02-25,137.551
2005-02-28,139.378
2005-03-01,138.527
2005-03-02,137.302
2005-03-03,137.088
2005-03-04,138.98
2005-03-07,139.532
2005-03-08,140.441
2005-03-09,140.57
2005-03-10,140.327
2005-03-11,140.88
2005-03-14,139.721
2005-03-15,139.158
2005-03-16,138.911
2005-03-17,138.984
2005-03-18,138.021
2005-03-21,136.443
2005-03-22,136.626
2005-03-23,132.821
2005-03-24,132.596
2005-03-25,132.596
2005-03-28,131.666
2005-03-29,131.926
2005-03-30,132.623
2005-03-31,134.031
2005-04-01,134.589
2005-04-04,132.095
2005-04-05,132.772
2005-04-06,133.324
2005-04-07,134.401
2005-04-08,134.444
2005-04-11,135.669
2005-04-12,134.637
2005-04-13,135.919
2005-04-14,134.044
2005-04-15,132.178
2005-04-18,129.281
2005-04-19,130.673
2005-04-20,131.261
2005-04-21,130.891
2005-04-22,130.008
2005-04-25,129.067
2005-04-26,128.375
2005-04-27,126.415
2005-04-28,125.15
2005-04-29,124.783
2005-05-02,125.313
2005-05-03,127.513
2005-05-04,127.961
2005-05-05,128.408
2005-05-06,127.874
2005-05-09,127.684
2005-05-10,127.898
2005-05-11,127.832
2005-05-12,127.513
2005-05-13,126.409
2005-05-16,126.41
2005-05-17,126.014
2005-05-18,126.942
2005-05-19,127.894
2005-05-20,127.55
2005-05-23,128.961
2005-05-24,129.489
2005-05-25,129.511
2005-05-26,129.74
2005-05-27,130.314
2005-05-30,130.612
2005-05-31,128.687
2005-06-01,128.849
2005-06-02,129.569
2005-06-03,129.797
2005-06-06,129.939
2005-06-07,130.476
2005-06-08,131.189
2005-06-09,130.129
2005-06-10,130.224
2005-06-13,130.548
2005-06-14,131.007
2005-06-15,131.383
2005-06-16,131.709
2005-06-17,133.808
2005-06-20,132.586
2005-06-21,132.827
2005-06-22,132.768
2005-06-23,132.219
2005-06-24,132.715
2005-06-27,132.48
2005-06-28,133.145
2005-06-29,133.612
2005-06-30,134.594
2005-07-01,133.098
2005-07-04,132.982
2005-07-05,133.246
2005-07-06,133.74
2005-07-07,133.451
2005-07-08,135.238
2005-07-11,138.655
2005-07-12,140.178
2005-07-13,139.786
2005-07-14,140.321
2005-07-15,140.2
2005-07-18,140.007
2005-07-19,139.078
2005-07-20,139.404
2005-07-21,140.951
2005-07-22,141.475
2005-07-25,140.886
2005-07-26,140.787
2005-07-27,142.35
2005-07-28,143.487
2005-07-29,143.824
2005-08-01,145.021
2005-08-02,146.228
2005-08-03,147.411
2005-08-04,147.33
2005-08-05,146.227
2005-08-08,147.721
2005-08-09,148.035
2005-08-10,149.132
2005-08-11,148.343
2005-08-12,147.369
2005-08-15,146.293
2005-08-16,145.86
2005-08-17,144.301
2005-08-18,142.406
2005-08-19,143.298
2005-08-22,144.723
2005-08-23,144.258
2005-08-24,144.698
2005-08-25,143.726
2005-08-26,144.539
2005-08-29,143.315
2005-08-30,143.255
2005-08-31,145.887
2005-09-01,148.649
2005-09-02,149.328
2005-09-05,149.53
2005-09-06,150.012
2005-09-07,151.074
2005-09-08,150.299
2005-09-09,151.087
2005-09-12,149.394
2005-09-13,148.06
2005-09-14,148.321
2005-09-15,147.739
2005-09-16,148.506
2005-09-19,147.728
2005-09-20,149.007
2005-09-21,149.141
2005-09-22,146.879
2005-09-23,146.646
2005-09-26,147.238
2005-09-27,146.758
2005-09-28,148.098
2005-09-29,148.135
2005-09-30,150.12
2005-10-03,149.096
2005-10-04,150.569
2005-10-05,148.747
2005-10-06,147.894
2005-10-07,147.793
2005-10-10,147.448
2005-10-11,147.451
2005-10-12,146.139
2005-10-13,141.492
2005-10-14,142.727
2005-10-17,142.495
2005-10-18,141.376
2005-10-19,137.937
2005-10-20,138.308
2005-10-21,136.526
2005-10-24,138.913
2005-10-25,139.788
2005-10-26,139.763
2005-10-27,137.009
2005-10-28,136.379
2005-10-31,137.582
2005-11-01,138.883
2005-11-02,139.735
2005-11-03,140.368
2005-11-04,137.254
2005-11-07,138.199
2005-11-08,138.275
2005-11-09,138.036
