Date,SINGAPORE SMID GROWTH SMID (Small+Mid Cap)
2001-06-05,332.732
2001-06-06,334.834
2001-06-07,334.905
2001-06-08,339.634
2001-06-11,335.485
2001-06-12,332.142
2001-06-13,335.596
2001-06-14,331.921
2001-06-15,334.021
2001-06-18,335.146
2001-06-19,336.21
2001-06-20,330.543
2001-06-21,332.566
2001-06-22,338.905
2001-06-25,339.496
2001-06-26,339.448
2001-06-27,338.181
2001-06-28,332.441
2001-06-29,340.542
2001-07-02,336.429
2001-07-03,334.348
2001-07-04,330.603
2001-07-05,330.076
2001-07-06,324.783
2001-07-09,326.711
2001-07-10,329.288
2001-07-11,322.969
2001-07-12,328.258
2001-07-13,325.796
2001-07-16,324.656
2001-07-17,322.163
2001-07-18,318.553
2001-07-19,321.082
2001-07-20,320.838
2001-07-23,317.829
2001-07-24,321.308
2001-07-25,320.277
2001-07-26,321.842
2001-07-27,327.469
2001-07-30,328.322
2001-07-31,330.226
2001-08-01,336.523
2001-08-02,344.929
2001-08-03,340.793
2001-08-06,339.425
2001-08-07,336.903
2001-08-08,335.036
2001-08-09,335.053
2001-08-10,337.215
2001-08-13,333.182
2001-08-14,340.003
2001-08-15,339.966
2001-08-16,336.102
2001-08-17,334.615
2001-08-20,327.134
2001-08-21,335.944
2001-08-22,339.28
2001-08-23,338.552
2001-08-24,338.895
2001-08-27,340.885
2001-08-28,337.953
2001-08-29,337.226
2001-08-30,324.928
2001-08-31,323.867
2001-09-03,322.234
2001-09-04,324.756
2001-09-05,321.874
2001-09-06,318.143
2001-09-07,311.686
2001-09-10,307.648
2001-09-11,310.062
2001-09-12,291.832
2001-09-13,286.188
2001-09-14,277.109
2001-09-17,261.114
2001-09-18,261.369
2001-09-19,270.563
2001-09-20,264.064
2001-09-21,250.967
2001-09-24,253.055
2001-09-25,252.775
2001-09-26,267.607
2001-09-27,273.83
2001-09-28,278.494
2001-10-01,275.853
2001-10-02,274.032
2001-10-03,270.658
2001-10-04,281.54
2001-10-05,281.234
2001-10-08,270.719
2001-10-09,278.964
2001-10-10,274.75
2001-10-11,281.217
2001-10-12,285.135
2001-10-15,283.582
2001-10-16,284.495
2001-10-17,292.807
2001-10-18,286.308
2001-10-19,283.32
2001-10-22,280.902
2001-10-23,285.937
2001-10-24,290.203
2001-10-25,293.501
2001-10-26,292.169
2001-10-29,288.431
2001-10-30,286.398
2001-10-31,285.566
2001-11-01,275.421
2001-11-02,273.702
2001-11-05,276.79
2001-11-06,278.381
2001-11-07,277.657
2001-11-08,282.84
2001-11-09,286.339
2001-11-12,287.463
2001-11-13,288.005
2001-11-14,287.983
2001-11-15,301.243
2001-11-16,299.365
2001-11-19,306.086
2001-11-20,305.177
2001-11-21,304.596
2001-11-22,301.458
2001-11-23,304.845
2001-11-26,307.402
2001-11-27,307.865
2001-11-28,306.467
2001-11-29,305.344
2001-11-30,305.669
2001-12-03,303.476
2001-12-04,314.955
2001-12-05,324.041
2001-12-06,324.756
2001-12-07,324.315
2001-12-10,325.509
2001-12-11,326.379
2001-12-12,331.398
2001-12-13,326.192
2001-12-14,327.029
2001-12-17,326.719
2001-12-18,329.618
2001-12-19,333.061
2001-12-20,328.746
2001-12-21,321.357
2001-12-24,323.04
2001-12-25,323.06
2001-12-26,321.866
2001-12-27,325.013
2001-12-28,327.417
2001-12-31,328.27
2002-01-01,328.27
2002-01-02,330.781
2002-01-03,338.5
2002-01-04,348.337
2002-01-07,349.391
2002-01-08,348.854
2002-01-09,344.841
2002-01-10,353.784
2002-01-11,352.515
2002-01-14,353.368
2002-01-15,350.096
2002-01-16,345.538
2002-01-17,346.998
2002-01-18,347.009
2002-01-21,347.889
2002-01-22,342.863
2002-01-23,344.021
2002-01-24,343.926
2002-01-25,354.43
2002-01-28,360.381
2002-01-29,360.644
2002-01-30,358.78
2002-01-31,364.206
2002-02-01,359.799
2002-02-04,356.094
2002-02-05,354.008
2002-02-06,359.443
2002-02-07,353.18
2002-02-08,353.697
2002-02-11,357.346
2002-02-12,357.604
2002-02-13,357.696
2002-02-14,369.605
2002-02-15,367.11
2002-02-18,364.227
2002-02-19,363.636
2002-02-20,365.054
2002-02-21,362.52
2002-02-22,354.351
2002-02-25,349.479
2002-02-26,350.55
2002-02-27,354.452
2002-02-28,358.166
2002-03-01,360.988
2002-03-04,380.058
2002-03-05,378.693
2002-03-06,383.367
2002-03-07,385.723
2002-03-08,382.977
2002-03-11,382.713
2002-03-12,376.655
2002-03-13,379.582
2002-03-14,379.691
2002-03-15,379.543
2002-03-18,382.83
2002-03-19,384.809
2002-03-20,384.399
2002-03-21,380.906
2002-03-22,379.949
2002-03-25,375.118
2002-03-26,373.241
2002-03-27,372.844
2002-03-28,372.115
2002-03-29,372.115
2002-04-01,368.927
2002-04-02,368.997
2002-04-03,366.565
2002-04-04,364.342
2002-04-05,366.949
2002-04-08,361.984
2002-04-09,361.356
2002-04-10,356.462
2002-04-11,363.481
2002-04-12,362.746
2002-04-15,363.969
2002-04-16,368.14
2002-04-17,367.669
2002-04-18,366.357
2002-04-19,362.31
2002-04-22,365.123
2002-04-23,367.471
2002-04-24,365.182
2002-04-25,361.703
2002-04-26,365.726
2002-04-29,361.958
2002-04-30,362.85
2002-05-01,363.226
2002-05-02,365.833
2002-05-03,367.621
2002-05-06,362.827
2002-05-07,360.856
2002-05-08,364.308
2002-05-09,363.38
2002-05-10,364.128
2002-05-13,364.543
2002-05-14,362.475
2002-05-15,364.137
2002-05-16,360.395
2002-05-17,361.981
2002-05-20,362.332
2002-05-21,360.671
2002-05-22,359.373
2002-05-23,356.166
2002-05-24,355.142
2002-05-27,355.396
2002-05-28,353.229
2002-05-29,350.013
2002-05-30,352.965
2002-05-31,350.738
2002-06-03,350.182
2002-06-04,347.116
2002-06-05,347.996
2002-06-06,348.294
2002-06-07,345.639
2002-06-10,344.831
2002-06-11,344.495
2002-06-12,341.613
2002-06-13,341.136
2002-06-14,335.48
2002-06-17,333.235
2002-06-18,333.568
2002-06-19,329.441
2002-06-20,331.522
2002-06-21,328.387
2002-06-24,328.703
2002-06-25,336.294
2002-06-26,326.401
2002-06-27,326.701
2002-06-28,333.575
2002-07-01,332.765
2002-07-02,332.512
2002-07-03,335.969
2002-07-04,338.746
2002-07-05,349.751
2002-07-08,346.559
2002-07-09,354.194
2002-07-10,351.734
2002-07-11,345.838
2002-07-12,348.742
2002-07-15,346.252
2002-07-16,342.313
2002-07-17,344.029
2002-07-18,341.087
2002-07-19,338.113
2002-07-22,327.436
2002-07-23,332.009
2002-07-24,318.811
2002-07-25,318.952
2002-07-26,309.414
2002-07-29,310.088
2002-07-30,312.737
2002-07-31,310.344
2002-08-01,310.822
2002-08-02,311.486
2002-08-05,303.669
2002-08-06,299.985
2002-08-07,306.769
2002-08-08,303.289
2002-08-09,303.801
2002-08-12,300.171
2002-08-13,306.05
2002-08-14,311.279
2002-08-15,308.988
2002-08-16,307.966
2002-08-19,306.302
2002-08-20,312.252
2002-08-21,314.503
2002-08-22,312.415
2002-08-23,313.047
2002-08-26,309.582
2002-08-27,310.998
2002-08-28,308.309
2002-08-29,311.281
2002-08-30,303.311
2002-09-02,292.104
2002-09-03,289.644
2002-09-04,293.087
2002-09-05,290.623
2002-09-06,288.481
2002-09-09,284.986
2002-09-10,287.447
2002-09-11,286.595
2002-09-12,284.026
2002-09-13,280.431
2002-09-16,279.431
2002-09-17,284.192
2002-09-18,279.701
2002-09-19,282.734
2002-09-20,276.236
2002-09-23,271.903
2002-09-24,265.903
2002-09-25,263.929
2002-09-26,263.841
2002-09-27,266.636
2002-09-30,264.081
2002-10-01,262.674
2002-10-02,265.492
2002-10-03,268.602
2002-10-04,271.059
2002-10-07,268.746
2002-10-08,269.554
2002-10-09,266.609
2002-10-10,261.17
2002-10-11,263.53
2002-10-14,260.942
2002-10-15,268.154
2002-10-16,275.486
2002-10-17,283.333
2002-10-18,282.821
2002-10-21,280.963
2002-10-22,277.517
2002-10-23,285.097
2002-10-24,285.774
2002-10-25,286.478
2002-10-28,286.097
2002-10-29,285.244
2002-10-30,285.371
2002-10-31,286.992
2002-11-01,282.818
2002-11-04,283.078
2002-11-05,286.649
2002-11-06,288.184
2002-11-07,286.276
2002-11-08,285.361
2002-11-11,280.905
2002-11-12,280.802
2002-11-13,277.16
2002-11-14,280.443
2002-11-15,284.092
2002-11-18,282.361
2002-11-19,282.933
2002-11-20,281.56
2002-11-21,284.376
2002-11-22,291.531
2002-11-25,292.989
2002-11-26,293.46
2002-11-27,292.208
2002-11-28,297.052
2002-11-29,293.536
2002-12-02,291.14
2002-12-03,289.099
2002-12-04,280.468
2002-12-05,278.855
2002-12-06,280.163
2002-12-09,277.697
2002-12-10,278.499
2002-12-11,278.663
2002-12-12,278.025
2002-12-13,276.473
2002-12-16,273.796
2002-12-17,275.007
2002-12-18,273.892
2002-12-19,278.875
2002-12-20,277.697
2002-12-23,278.38
2002-12-24,277.965
2002-12-25,277.965
2002-12-26,275.519
2002-12-27,278.319
2002-12-30,274.666
2002-12-31,274.984
2003-01-01,274.984
2003-01-02,276.084
2003-01-03,279.691
2003-01-06,283.081
2003-01-07,280.077
2003-01-08,283.37
2003-01-09,281.597
2003-01-10,286.586
2003-01-13,294.447
2003-01-14,295.173
2003-01-15,296.654
2003-01-16,293.492
2003-01-17,289.9
2003-01-20,286.285
2003-01-21,288.009
2003-01-22,287.064
2003-01-23,288.782
2003-01-24,286.132
2003-01-27,279.262
2003-01-28,279.126
2003-01-29,275.775
2003-01-30,272.7
2003-01-31,273.315
2003-02-03,272.891
2003-02-04,277.098
2003-02-05,276.776
2003-02-06,277.665
2003-02-07,274.398
2003-02-10,270.65
2003-02-11,273.813
2003-02-12,273.033
2003-02-13,271.988
2003-02-14,271.6
2003-02-17,277.728
2003-02-18,276.677
2003-02-19,280.483
2003-02-20,282.264
2003-02-21,283.215
2003-02-24,284.79
2003-02-25,280.792
2003-02-26,280.476
2003-02-27,278.911
2003-02-28,279.363
2003-03-03,284.072
2003-03-04,281.58
2003-03-05,281.49
2003-03-06,279.225
2003-03-07,277.129
2003-03-10,273.264
2003-03-11,273.909
2003-03-12,276.964
2003-03-13,276.321
2003-03-14,276.666
2003-03-17,272.761
2003-03-18,280.952
2003-03-19,282.74
2003-03-20,285.192
2003-03-21,288.582
2003-03-24,284.918
2003-03-25,286.484
2003-03-26,288.971
2003-03-27,286.98
2003-03-28,287.298
2003-03-31,280.883
2003-04-01,281.846
2003-04-02,283.048
2003-04-03,283.01
2003-04-04,288.149
2003-04-07,293.718
2003-04-08,290.59
2003-04-09,286.749
2003-04-10,290.769
2003-04-11,290.09
2003-04-14,286.243
2003-04-15,286.917
2003-04-16,290.457
2003-04-17,291.023
2003-04-18,291.023
2003-04-21,289.54
2003-04-22,287.537
2003-04-23,286.446
2003-04-24,282.561
2003-04-25,281.907
2003-04-28,283.573
2003-04-29,289.458
2003-04-30,290.622
2003-05-01,291.789
2003-05-02,293.461
2003-05-05,298.336
2003-05-06,301.132
2003-05-07,302.818
2003-05-08,303.828
2003-05-09,304.263
2003-05-12,309.486
2003-05-13,305.214
2003-05-14,306.02
2003-05-15,308.362
2003-05-16,305.959
2003-05-19,301.645
2003-05-20,302.976
2003-05-21,302.537
2003-05-22,306.746
2003-05-23,312.072
2003-05-26,313.91
2003-05-27,311.845
2003-05-28,317.324
2003-05-29,314.48
2003-05-30,314.518
2003-06-02,321.336
2003-06-03,319.668
2003-06-04,325.441
2003-06-05,333.515
2003-06-06,334.034
2003-06-09,336.74
2003-06-10,335.482
2003-06-11,331.511
2003-06-12,338.407
2003-06-13,340.385
2003-06-16,335.932
2003-06-17,341.367
2003-06-18,340.874
2003-06-19,347.526
2003-06-20,349.196
2003-06-23,340.732
2003-06-24,338.095
2003-06-25,339.176
2003-06-26,331.717
2003-06-27,336.031
2003-06-30,330.055
2003-07-01,333.628
2003-07-02,337.167
2003-07-03,340.711
2003-07-04,340.737
2003-07-07,346.193
2003-07-08,347.057
2003-07-09,349.272
2003-07-10,348.318
2003-07-11,351.554
2003-07-14,357.039
2003-07-15,359.482
2003-07-16,358.082
2003-07-17,353.818
2003-07-18,355.332
2003-07-21,354.263
2003-07-22,350.705
2003-07-23,351.374
2003-07-24,351.671
2003-07-25,354.771
2003-07-28,359.166
2003-07-29,355.804
2003-07-30,355.294
2003-07-31,351.115
2003-08-01,351.485
2003-08-04,351.008
2003-08-05,343.282
2003-08-06,342.738
2003-08-07,347.596
2003-08-08,347.294
2003-08-11,351.542
2003-08-12,353.112
2003-08-13,355.453
2003-08-14,358.179
2003-08-15,359.434
2003-08-18,365.083
2003-08-19,366.202
2003-08-20,365.1
2003-08-21,366.879
2003-08-22,366.429
2003-08-25,361.907
2003-08-26,355.47
2003-08-27,357.869
2003-08-28,359.925
2003-08-29,361.973
2003-09-01,361.337
2003-09-02,359.221
2003-09-03,361.798
2003-09-04,362.2
2003-09-05,365.118
2003-09-08,364.172
2003-09-09,357.337
2003-09-10,359.151
2003-09-11,362.674
2003-09-12,363.274
2003-09-15,361.42
2003-09-16,363.631
2003-09-17,366.43
2003-09-18,369.465
2003-09-19,369.361
2003-09-22,370.314
2003-09-23,369.991
2003-09-24,376.048
2003-09-25,376.02
2003-09-26,373.002
2003-09-29,373.957
2003-09-30,374.108
2003-10-01,372.368
2003-10-02,375.099
2003-10-03,379.367
2003-10-06,391.43
2003-10-07,393.661
2003-10-08,394.768
2003-10-09,397.312
2003-10-10,397.135
2003-10-13,399.839
2003-10-14,394.031
2003-10-15,399.202
2003-10-16,402.476
2003-10-17,404.188
2003-10-20,402.477
2003-10-21,404.572
2003-10-22,403.525
2003-10-23,392.657
2003-10-24,393.048
2003-10-27,388.652
2003-10-28,394.413
2003-10-29,393.337
2003-10-30,389.113
2003-10-31,387.707
2003-11-03,390.782
2003-11-04,393.652
2003-11-05,394.995
2003-11-06,390.192
2003-11-07,392.102
2003-11-10,389.639
2003-11-11,377.696
2003-11-12,383.483
2003-11-13,391.07
2003-11-14,386.791
2003-11-17,378.77
2003-11-18,383.235
2003-11-19,379.727
2003-11-20,377.236
2003-11-21,375.519
2003-11-24,379.642
2003-11-25,379.642
2003-11-26,381.623
2003-11-27,382.67
2003-11-28,388.967
2003-12-01,393.06
2003-12-02,392.735
2003-12-03,395.037
2003-12-04,395.059
2003-12-05,392.635
2003-12-08,391.723
2003-12-09,389.072
2003-12-10,386.355
2003-12-11,386.838
2003-12-12,389.889
2003-12-15,394.222
2003-12-16,392.067
2003-12-17,389.685
2003-12-18,388.388
2003-12-19,388.361
2003-12-22,388.294
2003-12-23,388.262
2003-12-24,390.537
2003-12-25,390.537
2003-12-26,392.92
2003-12-29,398.416
2003-12-30,403.103
2003-12-31,403.646
2004-01-01,403.646
2004-01-02,410.417
2004-01-05,414.42
2004-01-06,413.262
2004-01-07,423.146
2004-01-08,426.357
2004-01-09,426.516
2004-01-12,421.827
2004-01-13,426.271
2004-01-14,435.897
2004-01-15,428.975
2004-01-16,432.195
2004-01-19,434.855
2004-01-20,435.687
2004-01-21,441.989
2004-01-22,443.516
2004-01-23,442.874
2004-01-26,442.382
2004-01-27,439.459
2004-01-28,432.812
2004-01-29,429.064
2004-01-30,430.819
2004-02-02,431.126
2004-02-03,427.685
2004-02-04,425.95
2004-02-05,430.034
2004-02-06,432.742
2004-02-09,441.785
2004-02-10,439.039
2004-02-11,437.681
2004-02-12,436.877
2004-02-13,436.024
2004-02-16,434.255
2004-02-17,439.568
2004-02-18,438.715
2004-02-19,437.833
2004-02-20,439.374
2004-02-23,438.851
2004-02-24,436.634
2004-02-25,433.334
2004-02-26,432.669
2004-02-27,432.811
2004-03-01,433.567
2004-03-02,432.028
2004-03-03,428.699
2004-03-04,431.942
2004-03-05,435.864
2004-03-08,433.847
2004-03-09,429.904
2004-03-10,423.444
2004-03-11,415.911
2004-03-12,417.747
2004-03-15,417.137
2004-03-16,420.233
2004-03-17,422.619
2004-03-18,424.626
2004-03-19,421.448
2004-03-22,417.052
2004-03-23,422.49
2004-03-24,422.972
2004-03-25,423.723
2004-03-26,424.55
2004-03-29,426.109
2004-03-30,429.545
2004-03-31,431.836
2004-04-01,438.994
2004-04-02,443.062
2004-04-05,449.46
2004-04-06,445.936
2004-04-07,452.2
2004-04-08,457.604
2004-04-09,457.604
2004-04-12,458.373
2004-04-13,454.958
2004-04-14,447.987
2004-04-15,442.892
2004-04-16,443.776
2004-04-19,440.545
2004-04-20,440.785
2004-04-21,435.207
2004-04-22,434.722
2004-04-23,435.197
2004-04-26,430.005
2004-04-27,430.889
2004-04-28,427.67
2004-04-29,416.454
2004-04-30,418.509
2004-05-03,416.684
2004-05-04,427.064
2004-05-05,426.435
2004-05-06,423.788
2004-05-07,420.417
2004-05-10,403.085
2004-05-11,406.661
2004-05-12,408.366
2004-05-13,400.548
2004-05-14,397.296
2004-05-17,384.523
2004-05-18,387.911
2004-05-19,399.762
2004-05-20,393.246
2004-05-21,402.158
2004-05-24,405.194
2004-05-25,401.825
2004-05-26,406.305
2004-05-27,412.076
2004-05-28,413.551
2004-05-31,413.285
2004-06-01,411.533
2004-06-02,410.619
2004-06-03,405.678
2004-06-04,409.252
2004-06-07,417.948
2004-06-08,416.301
2004-06-09,418.35
2004-06-10,417.912
2004-06-11,415.39
2004-06-14,412.905
2004-06-15,415.405
2004-06-16,416.948
2004-06-17,411.132
2004-06-18,407.404
2004-06-21,404.386
2004-06-22,405.723
2004-06-23,408.321
2004-06-24,410.175
2004-06-25,411.076
2004-06-28,414.08
2004-06-29,413.742
2004-06-30,413.865
2004-07-01,417.137
2004-07-02,418.871
2004-07-05,420.008
2004-07-06,421.704
2004-07-07,423.709
2004-07-08,420.578
2004-07-09,423.156
2004-07-12,424.49
2004-07-13,423.285
2004-07-14,417.217
2004-07-15,416.831
2004-07-16,418.754
2004-07-19,418.949
2004-07-20,413.694
2004-07-21,415.665
2004-07-22,410.732
2004-07-23,404.578
2004-07-26,406.315
2004-07-27,409.092
2004-07-28,407.525
2004-07-29,409.889
2004-07-30,412.568
2004-08-02,412.805
2004-08-03,416.685
2004-08-04,417.679
2004-08-05,423.626
2004-08-06,419.308
2004-08-09,419.436
2004-08-10,415.856
2004-08-11,409.372
2004-08-12,408.354
2004-08-13,405.046
2004-08-16,402.539
2004-08-17,404.059
2004-08-18,405.836
2004-08-19,414.552
2004-08-20,410.662
2004-08-23,413.416
2004-08-24,414.555
2004-08-25,419.239
2004-08-26,418.524
2004-08-27,418.313
2004-08-30,414.547
2004-08-31,417.18
2004-09-01,421.722
2004-09-02,423.35
2004-09-03,418.834
2004-09-06,418.357
2004-09-07,423.867
2004-09-08,424.232
2004-09-09,422.759
2004-09-10,426.305
2004-09-13,432.154
2004-09-14,433.486
2004-09-15,432.294
2004-09-16,431.913
2004-09-17,439.266
2004-09-20,437.019
2004-09-21,441.123
2004-09-22,439.01
2004-09-23,441.23
2004-09-24,442.399
2004-09-27,445.846
2004-09-28,443.901
2004-09-29,442.78
2004-09-30,445.14
2004-10-01,444.284
2004-10-04,454.828
2004-10-05,453.774
2004-10-06,455.42
2004-10-07,455.39
2004-10-08,458.292
2004-10-11,455.465
2004-10-12,447.114
2004-10-13,446.984
2004-10-14,444.286
2004-10-15,446.253
2004-10-18,444.216
2004-10-19,448.458
2004-10-20,443.28
2004-10-21,446.529
2004-10-22,450.446
2004-10-25,445.854
2004-10-26,446.778
2004-10-27,446.203
2004-10-28,450.485
2004-10-29,446.452
2004-11-01,442.8
2004-11-02,447.875
2004-11-03,452.705
2004-11-04,456.181
2004-11-05,459.241
2004-11-08,455.992
2004-11-09,457.432
2004-11-10,454.105
2004-11-11,454.66
2004-11-12,459.127
2004-11-15,459.06
2004-11-16,454.763
2004-11-17,460.231
2004-11-18,455.727
2004-11-19,458.736
2004-11-22,455.59
2004-11-23,462.468
2004-11-24,463.93
2004-11-25,466.333
2004-11-26,461.493
2004-11-29,463.417
2004-11-30,462.053
2004-12-01,463.423
2004-12-02,468.781
2004-12-03,468.868
2004-12-06,466.959
2004-12-07,460.978
2004-12-08,456.129
2004-12-09,452.435
2004-12-10,453.546
2004-12-13,452.446
2004-12-14,455.634
2004-12-15,464.752
2004-12-16,461.222
2004-12-17,462.589
2004-12-20,465.191
2004-12-21,467.754
2004-12-22,465.847
2004-12-23,466.876
2004-12-24,469.049
2004-12-27,472.154
2004-12-28,475.276
2004-12-29,475.247
2004-12-30,477.77
2004-12-31,480.297
2005-01-03,482.636
2005-01-04,477.594
2005-01-05,478.651
2005-01-06,481.611
2005-01-07,480.95
2005-01-10,480.232
2005-01-11,481.392
2005-01-12,481.525
2005-01-13,487.294
2005-01-14,483.881
2005-01-17,487.393
2005-01-18,485.596
2005-01-19,489.906
2005-01-20,486.943
2005-01-21,487.115
2005-01-24,484.862
2005-01-25,481.766
2005-01-26,484.876
2005-01-27,480.435
2005-01-28,483.065
2005-01-31,485.939
2005-02-01,483.927
2005-02-02,486.048
2005-02-03,484.607
2005-02-04,484.513
2005-02-07,485.891
2005-02-08,484.478
2005-02-09,484.323
2005-02-10,483.984
2005-02-11,486.405
2005-02-14,493.723
2005-02-15,496.632
2005-02-16,496.393
2005-02-17,496.964
2005-02-18,499.841
2005-02-21,500.403
2005-02-22,495.285
2005-02-23,490.649
2005-02-24,490.241
2005-02-25,488.975
2005-02-28,491.453
2005-03-01,490.403
2005-03-02,491.151
2005-03-03,490.731
2005-03-04,493.658
2005-03-07,495.928
2005-03-08,495.647
2005-03-09,500.77
2005-03-10,499.803
2005-03-11,501.509
2005-03-14,498.969
2005-03-15,496.853
2005-03-16,500.32
2005-03-17,500.381
2005-03-18,502.93
2005-03-21,500.675
2005-03-22,497.434
2005-03-23,489.635
2005-03-24,489.345
2005-03-25,489.345
2005-03-28,485.168
2005-03-29,478.282
2005-03-30,477.542
2005-03-31,480.428
2005-04-01,479.611
2005-04-04,477.473
2005-04-05,481.697
2005-04-06,482.77
2005-04-07,488.538
2005-04-08,492.353
2005-04-11,495.451
2005-04-12,494.805
2005-04-13,497.309
2005-04-14,492.495
2005-04-15,486.37
2005-04-18,477.188
2005-04-19,485.537
2005-04-20,485.592
2005-04-21,487.537
2005-04-22,487.98
2005-04-25,490.021
2005-04-26,491.309
2005-04-27,490.921
2005-04-28,491.572
2005-04-29,494.692
2005-05-02,493.673
2005-05-03,495.363
2005-05-04,499.778
2005-05-05,501.547
2005-05-06,505.867
2005-05-09,505.696
2005-05-10,506.247
2005-05-11,506.34
2005-05-12,503.342
2005-05-13,502.157
2005-05-16,500.904
2005-05-17,496.155
2005-05-18,498.015
2005-05-19,499.034
2005-05-20,495.12
2005-05-23,495.998
2005-05-24,500.141
2005-05-25,496.579
2005-05-26,496.076
2005-05-27,497.978
2005-05-30,501.394
2005-05-31,501.116
2005-06-01,500.935
2005-06-02,504.291
2005-06-03,507.067
2005-06-06,510.685
2005-06-07,512.978
2005-06-08,513.32
2005-06-09,515.115
2005-06-10,518.178
2005-06-13,514.208
2005-06-14,511.673
2005-06-15,513.632
2005-06-16,516.361
2005-06-17,517.668
2005-06-20,513.871
2005-06-21,517.741
2005-06-22,521.727
2005-06-23,527.322
2005-06-24,526.213
2005-06-27,521.634
2005-06-28,522.056
2005-06-29,518.745
2005-06-30,517.352
2005-07-01,519.137
2005-07-04,521.286
2005-07-05,524.164
2005-07-06,531.343
2005-07-07,528.163
2005-07-08,527.835
2005-07-11,536.858
2005-07-12,540.77
2005-07-13,536.65
2005-07-14,535.494
2005-07-15,535.205
2005-07-18,534.945
2005-07-19,539.884
2005-07-20,543.395
2005-07-21,555.277
2005-07-22,559.645
2005-07-25,555.511
2005-07-26,555.267
2005-07-27,555.788
2005-07-28,560.215
2005-07-29,559.327
2005-08-01,563.822
2005-08-02,569.641
2005-08-03,566.313
2005-08-04,564.578
2005-08-05,559.183
2005-08-08,562.371
2005-08-09,561.726
2005-08-10,561.898
2005-08-11,553.3
2005-08-12,552.327
2005-08-15,544.593
2005-08-16,550.593
2005-08-17,546.405
2005-08-18,544.708
2005-08-19,545.468
2005-08-22,549.192
2005-08-23,546.507
2005-08-24,545.113
2005-08-25,545.138
2005-08-26,545.549
2005-08-29,538.627
2005-08-30,537.47
2005-08-31,540.09
2005-09-01,548.16
2005-09-02,549.417
2005-09-05,547.603
2005-09-06,548.179
2005-09-07,547.89
2005-09-08,544.637
2005-09-09,549.667
2005-09-12,555.479
2005-09-13,553.099
2005-09-14,557.802
2005-09-15,559.655
2005-09-16,557.284
2005-09-19,554.563
2005-09-20,561.148
2005-09-21,559.641
2005-09-22,555.669
2005-09-23,552.726
2005-09-26,557.203
2005-09-27,555.491
2005-09-28,552.9
2005-09-29,554.707
2005-09-30,556.151
2005-10-03,551.828
2005-10-04,558.968
2005-10-05,559.614
2005-10-06,552.622
2005-10-07,555.111
2005-10-10,564.493
2005-10-11,560.184
2005-10-12,550.784
2005-10-13,548.454
2005-10-14,546.574
2005-10-17,539.354
2005-10-18,536.014
2005-10-19,521.496
2005-10-20,522.667
2005-10-21,528.018
2005-10-24,525.888
2005-10-25,528.781
2005-10-26,529.389
2005-10-27,524.907
2005-10-28,522.354
2005-10-31,529.113
2005-11-01,529.083
2005-11-02,533.735
2005-11-03,533.075
2005-11-04,535.709
2005-11-07,532.482
