Date,FINLAND SMID GROWTH SMID (Small+Mid Cap)
2005-11-09,567.249
2005-11-10,569.793
2005-11-11,568.57
2005-11-14,561.511
2005-11-15,544.048
2005-11-16,537.439
2005-11-17,547.769
2005-11-18,549.056
2005-11-21,549.99
2005-11-22,551.072
2005-11-23,562.926
2005-11-24,566.678
2005-11-25,563.444
2005-11-28,564.715
2005-11-29,559.033
2005-11-30,560.682
2005-12-01,563.309
2005-12-02,567.698
2005-12-05,572.344
2005-12-06,573.147
2005-12-07,577.598
2005-12-08,580.054
2005-12-09,585.176
2005-12-12,581.506
2005-12-13,580.483
2005-12-14,590.294
2005-12-15,585.249
2005-12-16,591.994
2005-12-19,586.164
2005-12-20,583.068
2005-12-21,579.895
2005-12-22,581.244
2005-12-23,587.817
2005-12-26,587.817
2005-12-27,589.554
2005-12-28,588.902
2005-12-29,588.492
2005-12-30,586.619
2006-01-02,590.52
2006-01-03,608.976
2006-01-04,624.434
2006-01-05,623.348
2006-01-06,626.131
2006-01-09,625.359
2006-01-10,622.831
2006-01-11,627.305
2006-01-12,625.495
2006-01-13,623.816
2006-01-16,630.568
2006-01-17,621.343
2006-01-18,621.823
2006-01-19,623.726
2006-01-20,624.333
2006-01-23,631.901
2006-01-24,632.631
2006-01-25,641.389
2006-01-26,644.285
2006-01-27,646.269
2006-01-30,644.143
2006-01-31,645.251
2006-02-01,645.972
2006-02-02,640.79
2006-02-03,634.473
2006-02-06,638.427
2006-02-07,630.515
2006-02-08,623.576
2006-02-09,628.912
2006-02-10,624.054
2006-02-13,623.24
2006-02-14,621.919
2006-02-15,627.76
2006-02-16,633.604
2006-02-17,644.77
2006-02-20,652.284
2006-02-21,656.149
2006-02-22,655.177
2006-02-23,656.899
2006-02-24,656.315
2006-02-27,660.63
2006-02-28,655.476
2006-03-01,660.41
2006-03-02,661.399
2006-03-03,662.902
2006-03-06,665.286
2006-03-07,658.48
2006-03-08,655.313
2006-03-09,663.59
2006-03-10,663.352
2006-03-13,666.677
2006-03-14,673.374
2006-03-15,675.612
2006-03-16,682.942
2006-03-17,689.812
2006-03-20,698.098
2006-03-21,697.415
2006-03-22,692.436
2006-03-23,684.018
2006-03-24,691.357
2006-03-27,696.264
2006-03-28,694.013
2006-03-29,696.789
2006-03-30,715.104
2006-03-31,709.08
2006-04-03,712.434
2006-04-04,717.768
2006-04-05,727.008
2006-04-06,726.902
2006-04-07,715.6
2006-04-10,715.506
2006-04-11,710.532
2006-04-12,701.14
2006-04-13,698.131
2006-04-14,698.131
2006-04-17,709.219
2006-04-18,708.007
2006-04-19,719.349
2006-04-20,722.618
2006-04-21,727.54
2006-04-24,736.15
2006-04-25,729.218
2006-04-26,730.103
2006-04-27,726.796
2006-04-28,723.118
2006-05-01,724.381
2006-05-02,731.955
2006-05-03,732.194
2006-05-04,740.248
2006-05-05,751.629
2006-05-08,749.037
2006-05-09,751.084
2006-05-10,753.124
2006-05-11,753.482
2006-05-12,739.339
2006-05-15,718.702
2006-05-16,714.076
2006-05-17,689.585
2006-05-18,664.312
2006-05-19,657.956
2006-05-22,628.512
2006-05-23,659.403
2006-05-24,646.525
2006-05-25,647.437
2006-05-26,672.864
2006-05-29,678.755
2006-05-30,668.889
2006-05-31,675.751
2006-06-01,675.77
2006-06-02,686.943
2006-06-05,685.78
2006-06-06,652.31
2006-06-07,643.9
2006-06-08,612.513
2006-06-09,622.28
2006-06-12,609.464
2006-06-13,590.414
2006-06-14,597.595
2006-06-15,622.219
2006-06-16,613.902
2006-06-19,618.348
2006-06-20,621.242
2006-06-21,627.029
2006-06-22,633.214
2006-06-23,630.294
2006-06-26,633.393
2006-06-27,632.932
2006-06-28,629.318
2006-06-29,642.06
2006-06-30,666.187
2006-07-03,676.74
2006-07-04,675.726
2006-07-05,664.944
2006-07-06,670.336
2006-07-07,672.743
2006-07-10,666.239
2006-07-11,660.518
2006-07-12,658.19
2006-07-13,642.371
2006-07-14,627.414
2006-07-17,610.555
2006-07-18,605.344
2006-07-19,625.345
2006-07-20,634.233
2006-07-21,625.535
2006-07-24,625.543
2006-07-25,631.159
2006-07-26,632.51
2006-07-27,651.516
2006-07-28,645.338
2006-07-31,643.218
2006-08-01,645.554
2006-08-02,654.262
2006-08-03,639.242
2006-08-04,644.991
2006-08-07,637.504
2006-08-08,650.74
2006-08-09,659.9
2006-08-10,649.233
2006-08-11,648.154
2006-08-14,650.704
2006-08-15,651.479
2006-08-16,668.495
2006-08-17,669.447
2006-08-18,667.279
2006-08-21,675.194
2006-08-22,670.167
2006-08-23,667.856
2006-08-24,664.722
2006-08-25,659.778
2006-08-28,662.266
2006-08-29,662.922
2006-08-30,670.811
2006-08-31,664.436
2006-09-01,668.503
2006-09-04,673.841
2006-09-05,667.822
2006-09-06,662.538
2006-09-07,646.086
2006-09-08,643.165
2006-09-11,636.819
2006-09-12,641.154
2006-09-13,651.712
2006-09-14,657.38
2006-09-15,651.98
2006-09-18,649.392
2006-09-19,656.98
2006-09-20,658.063
2006-09-21,658.879
2006-09-22,654.636
2006-09-25,639.061
2006-09-26,643.902
2006-09-27,658.479
2006-09-28,663.807
2006-09-29,666.025
2006-10-02,668.071
2006-10-03,659.46
2006-10-04,656.573
2006-10-05,668.208
2006-10-06,664.39
2006-10-09,668.545
2006-10-10,679.212
2006-10-11,680.98
2006-10-12,687.14
2006-10-13,689.626
2006-10-16,699.008
2006-10-17,691.627
2006-10-18,696.773
2006-10-19,700.105
2006-10-20,696.179
2006-10-23,692.175
2006-10-24,696.836
2006-10-25,704.428
2006-10-26,710.399
2006-10-27,713.22
2006-10-30,703.135
2006-10-31,701.771
2006-11-01,706.688
2006-11-02,699.199
2006-11-03,697.761
2006-11-06,704.733
2006-11-07,721.359
2006-11-08,716.769
2006-11-09,724.249
2006-11-10,725.611
2006-11-13,725.513
2006-11-14,728.969
2006-11-15,739.073
2006-11-16,740.298
2006-11-17,727.242
2006-11-20,726.097
2006-11-21,733.608
2006-11-22,744.802
2006-11-23,744.475
2006-11-24,746.54
2006-11-27,732.392
2006-11-28,730.166
2006-11-29,744.84
2006-11-30,746.625
2006-12-01,748.733
2006-12-04,744.2
2006-12-05,751.131
2006-12-06,751.639
2006-12-07,761.031
2006-12-08,762.183
2006-12-11,763.451
2006-12-12,767.163
2006-12-13,770.722
2006-12-14,771.815
2006-12-15,774.601
2006-12-18,777.812
2006-12-19,777.415
2006-12-20,787.576
2006-12-21,784.475
2006-12-22,784.917
2006-12-25,784.917
2006-12-26,783.694
2006-12-27,789.319
2006-12-28,790.577
2006-12-29,796.938
2007-01-01,796.938
2007-01-02,811.775
2007-01-03,798.387
2007-01-04,779.813
2007-01-05,770.255
2007-01-08,776.527
2007-01-09,780.548
2007-01-10,775.126
2007-01-11,781.803
2007-01-12,785.521
2007-01-15,797.645
2007-01-16,791.717
2007-01-17,803.89
2007-01-18,802.388
2007-01-19,809.625
2007-01-22,814.224
2007-01-23,815.007
2007-01-24,822.492
2007-01-25,820.638
2007-01-26,807.419
2007-01-29,812.815
2007-01-30,822.347
2007-01-31,820.012
2007-02-01,827.9
2007-02-02,829.152
2007-02-05,830.69
2007-02-06,831.092
2007-02-07,833.576
2007-02-08,829.701
2007-02-09,841.519
2007-02-12,832.525
2007-02-13,838.756
2007-02-14,851.645
2007-02-15,863.472
2007-02-16,861.642
2007-02-19,871.367
2007-02-20,889.477
2007-02-21,884.235
2007-02-22,891.132
2007-02-23,895.176
2007-02-26,895.598
2007-02-27,859.967
2007-02-28,846.069
2007-03-01,830.577
2007-03-02,841.242
2007-03-05,826.585
2007-03-06,830.782
2007-03-07,849.088
2007-03-08,857.297
2007-03-09,856.815
2007-03-12,858.399
2007-03-13,852.867
2007-03-14,826.686
2007-03-15,846.689
2007-03-16,856.696
2007-03-19,864.629
2007-03-20,866.293
2007-03-21,874.94
2007-03-22,886.515
2007-03-23,884.765
2007-03-26,884.747
2007-03-27,887.347
2007-03-28,886.841
2007-03-29,889.275
2007-03-30,891.678
2007-04-02,896.97
2007-04-03,911.394
2007-04-04,914.514
2007-04-05,918.188
2007-04-06,918.188
2007-04-09,913.404
2007-04-10,926.303
2007-04-11,929.547
2007-04-12,926.547
2007-04-13,930.862
2007-04-16,939.149
2007-04-17,941.807
2007-04-18,940.629
2007-04-19,942.283
2007-04-20,971.918
2007-04-23,983.435
2007-04-24,972.932
2007-04-25,987.392
2007-04-26,983.589
2007-04-27,975.942
2007-04-30,971.178
2007-05-01,967.549
2007-05-02,986.305
2007-05-03,986.536
2007-05-04,994.2
2007-05-07,1000.985
2007-05-08,966.928
2007-05-09,961.877
2007-05-10,955.426
2007-05-11,966.738
2007-05-14,982.594
2007-05-15,989.946
2007-05-16,983.62
2007-05-17,977.678
2007-05-18,978.689
2007-05-21,980.857
2007-05-22,983.082
2007-05-23,989.405
2007-05-24,981.155
2007-05-25,985.422
2007-05-28,990.109
2007-05-29,987.339
2007-05-30,979.824
2007-05-31,1000.0
2007-06-01,1003.58
2007-06-04,1001.955
2007-06-05,1006.594
2007-06-06,977.713
2007-06-07,953.39
2007-06-08,952.496
2007-06-11,962.656
2007-06-12,952.532
2007-06-13,951.455
2007-06-14,969.03
2007-06-15,985.535
2007-06-18,1000.776
2007-06-19,1003.529
2007-06-20,1007.755
2007-06-21,997.307
2007-06-22,999.54
2007-06-25,991.54
2007-06-26,990.605
2007-06-27,972.478
2007-06-28,985.805
2007-06-29,991.251
2007-07-02,1022.045
2007-07-03,1028.261
2007-07-04,1033.314
2007-07-05,1024.291
2007-07-06,1030.545
2007-07-09,1032.97
2007-07-10,1032.278
2007-07-11,1039.29
2007-07-12,1052.499
2007-07-13,1056.766
2007-07-16,1054.056
2007-07-17,1051.091
2007-07-18,1047.36
2007-07-19,1035.783
2007-07-20,1042.737
2007-07-23,1039.645
2007-07-24,1026.052
2007-07-25,995.085
2007-07-26,969.133
2007-07-27,962.459
2007-07-30,968.849
2007-07-31,999.46
2007-08-01,980.025
2007-08-02,981.905
2007-08-03,962.521
2007-08-06,949.555
2007-08-07,960.814
2007-08-08,984.433
2007-08-09,959.441
2007-08-10,922.139
2007-08-13,945.456
2007-08-14,938.228
2007-08-15,928.306
2007-08-16,877.191
2007-08-17,884.801
2007-08-20,899.801
2007-08-21,900.134
2007-08-22,929.915
2007-08-23,936.799
2007-08-24,947.66
2007-08-27,949.249
2007-08-28,929.736
2007-08-29,938.955
2007-08-30,943.748
2007-08-31,958.433
2007-09-03,966.13
2007-09-04,979.781
2007-09-05,975.534
2007-09-06,984.442
2007-09-07,961.506
2007-09-10,943.852
2007-09-11,968.285
2007-09-12,977.246
2007-09-13,971.277
2007-09-14,971.328
2007-09-17,946.951
2007-09-18,950.313
2007-09-19,989.579
2007-09-20,991.528
2007-09-21,1005.576
2007-09-24,1016.823
2007-09-25,991.284
2007-09-26,1011.49
2007-09-27,1018.214
2007-09-28,1027.618
2007-10-01,1031.628
2007-10-02,1036.015
2007-10-03,1033.934
2007-10-04,1028.061
2007-10-05,1033.59
2007-10-08,1033.54
2007-10-09,1049.689
2007-10-10,1053.414
2007-10-11,1066.953
2007-10-12,1054.523
2007-10-15,1045.94
2007-10-16,1023.373
2007-10-17,1037.224
2007-10-18,1044.601
2007-10-19,1050.42
2007-10-22,1016.541
2007-10-23,1040.671
2007-10-24,1042.315
2007-10-25,1066.069
2007-10-26,1063.527
2007-10-29,1078.419
2007-10-30,1075.914
2007-10-31,1099.842
2007-11-01,1104.411
2007-11-02,1110.723
2007-11-05,1107.908
2007-11-06,1127.533
2007-11-07,1115.764
2007-11-08,1103.145
2007-11-09,1074.845
2007-11-12,1054.48
2007-11-13,1038.837
2007-11-14,1057.814
2007-11-15,1033.08
2007-11-16,1013.076
2007-11-19,965.442
2007-11-20,993.09
2007-11-21,960.425
2007-11-22,956.94
2007-11-23,962.29
2007-11-26,977.952
2007-11-27,960.565
2007-11-28,988.43
2007-11-29,991.271
2007-11-30,994.107
2007-12-03,983.044
2007-12-04,960.532
2007-12-05,966.982
2007-12-06,964.64
2007-12-07,997.65
2007-12-10,1009.035
2007-12-11,1014.881
2007-12-12,1003.615
2007-12-13,961.124
2007-12-14,944.661
2007-12-17,906.192
2007-12-18,911.78
2007-12-19,897.926
2007-12-20,900.916
2007-12-21,928.982
2007-12-24,931.051
2007-12-25,931.051
2007-12-26,937.45
2007-12-27,938.324
2007-12-28,953.353
2007-12-31,947.907
2008-01-01,947.907
2008-01-02,944.038
2008-01-03,926.735
2008-01-04,907.06
2008-01-07,870.668
2008-01-08,879.165
2008-01-09,858.905
2008-01-10,833.325
2008-01-11,840.8
2008-01-14,867.132
2008-01-15,827.789
2008-01-16,801.401
2008-01-17,800.167
2008-01-18,788.246
2008-01-21,749.32
2008-01-22,801.776
2008-01-23,783.376
2008-01-24,833.169
2008-01-25,853.677
2008-01-28,849.375
2008-01-29,870.24
2008-01-30,859.872
2008-01-31,850.6
2008-02-01,882.571
2008-02-04,908.925
2008-02-05,851.865
2008-02-06,864.369
2008-02-07,835.267
2008-02-08,836.924
2008-02-11,834.272
2008-02-12,883.04
2008-02-13,895.442
2008-02-14,915.162
2008-02-15,915.754
2008-02-18,936.314
2008-02-19,944.698
2008-02-20,935.205
2008-02-21,950.397
2008-02-22,929.88
2008-02-25,949.214
2008-02-26,967.649
2008-02-27,984.902
2008-02-28,977.28
2008-02-29,964.031
2008-03-03,957.914
2008-03-04,939.406
2008-03-05,967.894
2008-03-06,967.972
2008-03-07,957.377
2008-03-10,934.368
2008-03-11,946.373
2008-03-12,973.888
2008-03-13,965.351
2008-03-14,965.735
2008-03-17,943.031
2008-03-18,976.007
2008-03-19,956.773
2008-03-20,936.285
2008-03-21,936.285
2008-03-24,934.948
2008-03-25,977.054
2008-03-26,989.311
2008-03-27,998.245
2008-03-28,996.729
2008-03-31,1010.549
2008-04-01,1015.982
2008-04-02,1015.913
2008-04-03,992.635
2008-04-04,1001.297
2008-04-07,1008.664
2008-04-08,994.306
2008-04-09,988.18
2008-04-10,979.624
2008-04-11,977.285
2008-04-14,966.737
2008-04-15,963.395
2008-04-16,1005.32
2008-04-17,994.47
2008-04-18,991.235
2008-04-21,992.042
2008-04-22,997.264
2008-04-23,993.208
2008-04-24,959.307
2008-04-25,981.604
2008-04-28,992.209
2008-04-29,972.523
2008-04-30,976.313
2008-05-01,968.882
2008-05-02,983.928
2008-05-05,998.345
2008-05-06,999.141
2008-05-07,1021.851
2008-05-08,1021.494
2008-05-09,1014.824
2008-05-12,1025.787
2008-05-13,1033.003
2008-05-14,1049.373
2008-05-15,1039.631
2008-05-16,1058.929
2008-05-19,1061.116
2008-05-20,1039.956
2008-05-21,1044.026
2008-05-22,1044.157
2008-05-23,1033.661
2008-05-26,1026.978
2008-05-27,1014.053
2008-05-28,1020.039
2008-05-29,1018.087
2008-05-30,1030.068
2008-06-02,1018.151
2008-06-03,1030.517
2008-06-04,1032.449
2008-06-05,1031.937
2008-06-06,1015.618
2008-06-09,1000.785
2008-06-10,968.822
2008-06-11,946.993
2008-06-12,929.602
2008-06-13,937.273
2008-06-16,956.019
2008-06-17,965.982
2008-06-18,937.475
2008-06-19,934.608
2008-06-20,943.298
2008-06-23,902.87
2008-06-24,901.281
2008-06-25,928.036
2008-06-26,903.987
2008-06-27,916.94
2008-06-30,923.827
2008-07-01,901.14
2008-07-02,900.172
2008-07-03,899.195
2008-07-04,881.865
2008-07-07,896.324
2008-07-08,878.661
2008-07-09,905.802
2008-07-10,887.521
2008-07-11,873.562
2008-07-14,876.951
2008-07-15,864.484
2008-07-16,880.744
2008-07-17,898.919
2008-07-18,897.762
2008-07-21,929.34
2008-07-22,904.322
2008-07-23,891.196
2008-07-24,831.178
2008-07-25,813.424
2008-07-28,804.964
2008-07-29,785.833
2008-07-30,821.882
2008-07-31,815.452
2008-08-01,790.293
2008-08-04,768.296
2008-08-05,792.794
2008-08-06,785.353
2008-08-07,784.852
2008-08-08,771.123
2008-08-11,775.317
2008-08-12,777.857
2008-08-13,748.302
2008-08-14,763.776
2008-08-15,764.88
2008-08-18,760.708
2008-08-19,738.987
2008-08-20,742.286
2008-08-21,737.675
2008-08-22,754.664
2008-08-25,746.329
2008-08-26,733.189
2008-08-27,728.902
2008-08-28,741.543
2008-08-29,752.43
2008-09-01,740.871
2008-09-02,743.297
2008-09-03,739.203
2008-09-04,699.192
2008-09-05,672.363
2008-09-08,687.333
2008-09-09,662.568
2008-09-10,656.956
2008-09-11,642.477
2008-09-12,662.279
2008-09-15,646.472
2008-09-16,634.806
2008-09-17,608.587
2008-09-18,596.149
2008-09-19,668.74
2008-09-22,647.88
2008-09-23,642.971
2008-09-24,628.624
2008-09-25,633.017
2008-09-26,608.409
2008-09-29,561.225
2008-09-30,550.291
2008-10-01,538.895
2008-10-02,504.358
2008-10-03,509.022
2008-10-06,455.762
2008-10-07,458.09
2008-10-08,435.796
2008-10-09,443.834
2008-10-10,424.802
2008-10-13,476.559
2008-10-14,481.96
2008-10-15,444.591
2008-10-16,428.543
2008-10-17,424.632
2008-10-20,418.427
2008-10-21,416.036
2008-10-22,393.675
2008-10-23,371.016
2008-10-24,345.487
2008-10-27,323.551
2008-10-28,325.507
2008-10-29,362.192
2008-10-30,383.395
2008-10-31,376.425
2008-11-03,392.089
2008-11-04,428.934
2008-11-05,418.025
2008-11-06,379.834
2008-11-07,373.873
2008-11-10,377.924
2008-11-11,355.006
2008-11-12,341.764
2008-11-13,339.095
2008-11-14,339.244
2008-11-17,332.166
2008-11-18,326.271
2008-11-19,314.514
2008-11-20,307.828
2008-11-21,301.809
2008-11-24,329.206
2008-11-25,340.911
2008-11-26,337.142
2008-11-27,350.415
2008-11-28,339.312
2008-12-01,318.335
2008-12-02,332.738
2008-12-03,333.116
2008-12-04,331.801
2008-12-05,316.292
2008-12-08,335.639
2008-12-09,335.731
2008-12-10,346.042
2008-12-11,349.896
2008-12-12,341.477
2008-12-15,341.592
2008-12-16,340.7
2008-12-17,353.295
2008-12-18,350.914
2008-12-19,342.229
2008-12-22,337.923
2008-12-23,338.512
2008-12-24,339.593
2008-12-25,339.593
2008-12-26,341.231
2008-12-29,349.026
2008-12-30,362.525
2008-12-31,356.271
2009-01-01,356.271
2009-01-02,371.46
2009-01-05,376.09
2009-01-06,369.166
2009-01-07,371.522
2009-01-08,365.272
2009-01-09,361.372
2009-01-12,359.324
2009-01-13,347.07
2009-01-14,333.648
2009-01-15,329.179
2009-01-16,333.492
2009-01-19,324.376
2009-01-20,314.482
2009-01-21,314.878
2009-01-22,314.241
2009-01-23,318.058
2009-01-26,332.644
2009-01-27,335.543
2009-01-28,347.756
2009-01-29,339.387
2009-01-30,337.844
2009-02-02,328.031
2009-02-03,340.606
2009-02-04,359.168
2009-02-05,362.134
2009-02-06,371.574
2009-02-09,399.378
2009-02-10,388.755
2009-02-11,384.6
2009-02-12,376.159
2009-02-13,387.887
2009-02-16,382.144
2009-02-17,368.556
2009-02-18,365.444
2009-02-19,370.315
2009-02-20,351.76
2009-02-23,346.42
2009-02-24,347.785
2009-02-25,345.427
2009-02-26,353.835
2009-02-27,357.416
2009-03-02,339.541
2009-03-03,331.917
2009-03-04,358.796
2009-03-05,349.621
2009-03-06,352.305
2009-03-09,341.29
2009-03-10,365.938
2009-03-11,368.285
2009-03-12,364.769
2009-03-13,368.926
2009-03-16,379.515
2009-03-17,375.002
2009-03-18,373.414
2009-03-19,398.202
2009-03-20,390.412
2009-03-23,395.921
2009-03-24,389.051
2009-03-25,389.752
2009-03-26,388.356
2009-03-27,377.188
2009-03-30,359.535
2009-03-31,367.486
2009-04-01,370.187
2009-04-02,407.366
2009-04-03,421.89
2009-04-06,414.318
2009-04-07,400.982
2009-04-08,403.765
2009-04-09,411.522
2009-04-10,411.522
2009-04-13,415.012
2009-04-14,427.873
2009-04-15,416.786
2009-04-16,414.533
2009-04-17,418.757
2009-04-20,401.677
2009-04-21,406.702
2009-04-22,429.229
2009-04-23,437.402
2009-04-24,452.077
2009-04-27,447.627
2009-04-28,443.421
2009-04-29,465.977
2009-04-30,472.559
2009-05-01,472.63
2009-05-04,507.31
2009-05-05,499.347
2009-05-06,511.87
2009-05-07,510.771
2009-05-08,517.042
2009-05-11,491.514
2009-05-12,489.103
2009-05-13,476.536
2009-05-14,488.385
2009-05-15,495.774
2009-05-18,504.892
2009-05-19,511.981
2009-05-20,526.012
2009-05-21,525.478
2009-05-22,521.536
2009-05-25,531.79
2009-05-26,529.407
2009-05-27,529.291
2009-05-28,521.917
2009-05-29,531.033
2009-06-01,553.235
2009-06-02,560.032
2009-06-03,538.421
2009-06-04,534.466
2009-06-05,530.681
2009-06-08,518.72
2009-06-09,532.873
2009-06-10,542.377
2009-06-11,551.845
2009-06-12,547.754
2009-06-15,527.901
2009-06-16,537.871
2009-06-17,518.565
2009-06-18,526.361
2009-06-19,525.042
2009-06-22,509.416
2009-06-23,511.634
2009-06-24,530.654
2009-06-25,524.181
2009-06-26,529.354
2009-06-29,546.182
2009-06-30,535.014
2009-07-01,547.73
2009-07-02,536.832
2009-07-03,530.09
2009-07-06,518.744
2009-07-07,520.367
2009-07-08,506.657
2009-07-09,515.711
2009-07-10,512.353
2009-07-13,510.603
2009-07-14,517.766
2009-07-15,539.559
2009-07-16,534.102
2009-07-17,540.204
2009-07-20,548.252
2009-07-21,564.863
2009-07-22,570.315
2009-07-23,575.704
2009-07-24,582.022
2009-07-27,582.588
2009-07-28,576.138
2009-07-29,565.147
2009-07-30,573.619
2009-07-31,588.534
2009-08-03,613.961
2009-08-04,608.906
2009-08-05,612.67
2009-08-06,609.025
2009-08-07,603.109
2009-08-10,603.263
2009-08-11,592.592
2009-08-12,606.065
2009-08-13,630.098
2009-08-14,634.302
2009-08-17,606.363
2009-08-18,610.163
2009-08-19,609.43
2009-08-20,624.861
2009-08-21,642.687
2009-08-24,654.449
2009-08-25,650.428
2009-08-26,628.632
2009-08-27,630.989
2009-08-28,640.897
2009-08-31,627.01
2009-09-01,615.535
2009-09-02,599.106
2009-09-03,610.215
2009-09-04,616.225
2009-09-07,628.113
2009-09-08,643.871
2009-09-09,654.905
2009-09-10,657.604
2009-09-11,671.198
2009-09-14,666.239
2009-09-15,672.428
2009-09-16,685.549
2009-09-17,694.394
2009-09-18,689.03
2009-09-21,679.115
2009-09-22,690.616
2009-09-23,693.43
2009-09-24,673.455
2009-09-25,669.456
2009-09-28,674.903
2009-09-29,664.818
2009-09-30,662.472
2009-10-01,649.065
2009-10-02,627.736
2009-10-05,640.901
2009-10-06,665.429
2009-10-07,659.312
2009-10-08,671.188
2009-10-09,675.642
2009-10-12,676.707
2009-10-13,675.283
2009-10-14,694.494
2009-10-15,700.638
2009-10-16,695.481
2009-10-19,711.471
2009-10-20,713.743
2009-10-21,707.966
2009-10-22,704.985
2009-10-23,700.958
2009-10-26,685.637
2009-10-27,676.289
2009-10-28,651.433
2009-10-29,654.625
2009-10-30,648.784
2009-11-02,658.585
2009-11-03,651.774
2009-11-04,676.486
2009-11-05,683.285
2009-11-06,687.438
2009-11-09,704.648
2009-11-10,705.403
2009-11-11,714.989
2009-11-12,717.751
2009-11-13,717.584
2009-11-16,742.532
2009-11-17,716.962
2009-11-18,732.34
2009-11-19,715.706
2009-11-20,710.165
2009-11-23,736.062
2009-11-24,726.449
2009-11-25,732.199
2009-11-26,706.176
2009-11-27,712.277
2009-11-30,702.008
2009-12-01,723.991
2009-12-02,727.044
2009-12-03,725.481
2009-12-04,721.074
2009-12-07,714.424
2009-12-08,700.417
2009-12-09,698.36
2009-12-10,697.813
2009-12-11,702.899
2009-12-14,702.154
2009-12-15,695.53
2009-12-16,690.963
2009-12-17,682.49
2009-12-18,674.423
2009-12-21,685.18
2009-12-22,688.004
2009-12-23,696.12
2009-12-24,697.31
2009-12-25,697.31
2009-12-28,702.196
2009-12-29,708.67
2009-12-30,705.761
2009-12-31,708.056
2010-01-01,708.056
2010-01-04,727.782
2010-01-05,730.188
2010-01-06,728.719
2010-01-07,720.406
2010-01-08,728.52
2010-01-11,735.972
2010-01-12,722.696
2010-01-13,729.1
2010-01-14,729.991
2010-01-15,718.939
2010-01-18,724.116
2010-01-19,714.476
2010-01-20,702.48
2010-01-21,696.349
2010-01-22,692.505
2010-01-25,694.037
2010-01-26,682.029
2010-01-27,689.688
2010-01-28,684.077
2010-01-29,683.987
2010-02-01,694.764
2010-02-02,697.476
2010-02-03,695.222
2010-02-04,672.4
2010-02-05,651.178
2010-02-08,642.331
2010-02-09,642.33
2010-02-10,642.532
2010-02-11,644.874
2010-02-12,639.805
2010-02-15,640.782
2010-02-16,656.152
2010-02-17,663.104
2010-02-18,669.523
2010-02-19,670.035
2010-02-22,678.375
2010-02-23,678.512
2010-02-24,679.622
2010-02-25,670.908
2010-02-26,681.96
2010-03-01,686.629
2010-03-02,692.906
2010-03-03,707.674
2010-03-04,704.548
2010-03-05,712.687
2010-03-08,716.462
2010-03-09,714.468
2010-03-10,723.388
2010-03-11,723.717
2010-03-12,741.787
2010-03-15,724.842
2010-03-16,735.721
2010-03-17,736.776
2010-03-18,726.56
2010-03-19,713.624
2010-03-22,720.614
2010-03-23,727.658
2010-03-24,717.522
2010-03-25,727.739
2010-03-26,729.38
2010-03-29,729.712
2010-03-30,721.434
2010-03-31,728.136
2010-04-01,738.45
2010-04-02,738.45
2010-04-05,736.759
2010-04-06,739.601
2010-04-07,736.829
2010-04-08,731.18
2010-04-09,742.964
2010-04-12,754.52
2010-04-13,752.936
2010-04-14,761.044
2010-04-15,757.299
2010-04-16,746.136
2010-04-19,736.532
2010-04-20,766.847
2010-04-21,750.977
2010-04-22,746.202
2010-04-23,762.374
2010-04-26,770.094
2010-04-27,753.077
2010-04-28,732.453
2010-04-29,749.591
2010-04-30,757.602
2010-05-03,751.912
2010-05-04,711.813
2010-05-05,691.808
2010-05-06,685.648
2010-05-07,657.64
2010-05-10,717.938
2010-05-11,703.959
2010-05-12,728.385
2010-05-13,721.808
2010-05-14,695.108
2010-05-17,686.673
2010-05-18,695.333
2010-05-19,667.19
2010-05-20,652.275
2010-05-21,664.084
2010-05-24,653.911
2010-05-25,625.318
2010-05-26,643.065
2010-05-27,666.905
2010-05-28,671.062
2010-05-31,666.407
2010-06-01,668.876
2010-06-02,672.443
2010-06-03,681.734
2010-06-04,659.945
2010-06-07,649.037
2010-06-08,647.595
2010-06-09,670.96
2010-06-10,693.515
2010-06-11,692.944
2010-06-14,721.619
2010-06-15,729.161
2010-06-16,724.83
2010-06-17,724.674
2010-06-18,730.306
2010-06-21,735.458
2010-06-22,727.533
2010-06-23,716.005
2010-06-24,702.562
2010-06-25,701.193
2010-06-28,707.705
2010-06-29,673.535
2010-06-30,675.334
2010-07-01,670.856
2010-07-02,681.787
2010-07-05,675.397
2010-07-06,700.928
2010-07-07,699.545
2010-07-08,709.202
2010-07-09,714.827
2010-07-12,714.589
2010-07-13,736.513
2010-07-14,739.295
2010-07-15,740.901
2010-07-16,730.682
2010-07-19,731.162
2010-07-20,725.683
2010-07-21,738.552
2010-07-22,753.659
2010-07-23,761.712
2010-07-26,771.854
2010-07-27,770.997
2010-07-28,772.316
2010-07-29,775.223
2010-07-30,767.392
2010-08-02,796.226
2010-08-03,797.625
2010-08-04,794.342
2010-08-05,805.734
2010-08-06,808.945
2010-08-09,817.525
2010-08-10,794.528
2010-08-11,760.393
2010-08-12,755.364
2010-08-13,762.443
2010-08-16,768.334
2010-08-17,785.68
2010-08-18,784.299
2010-08-19,773.257
2010-08-20,747.924
2010-08-23,746.687
2010-08-24,734.32
2010-08-25,725.412
2010-08-26,738.5
2010-08-27,743.994
2010-08-30,741.15
2010-08-31,749.97
2010-09-01,777.705
2010-09-02,783.289
2010-09-03,788.652
2010-09-06,787.571
2010-09-07,769.944
2010-09-08,781.715
