Date,NEW ZEALAND SMID GROWTH SMID (Small+Mid Cap)
2018-09-28,1811.405
2018-10-31,1641.704
2018-11-30,1712.633
2018-12-31,1681.132
2019-01-31,1796.581
2019-02-28,1911.278
2019-03-29,1993.135
2019-04-30,2019.395
2019-05-31,1927.624
2019-06-28,1989.688
2019-07-31,2146.139
2019-08-30,1938.076
2019-09-30,1915.428
2019-10-31,1981.17
2019-11-29,2217.443
2019-12-31,2350.154
2020-01-31,2306.276
2020-02-28,2234.099
2020-03-31,2056.583
2020-04-30,2241.91
2020-05-29,2325.608
2020-06-30,2504.767
2020-07-31,2651.713
2020-08-31,2653.907
2020-09-30,2429.11
2020-10-30,2459.001
2020-11-30,2610.855
2020-12-31,2602.41
2021-01-29,2505.181
2021-02-26,2300.818
2021-03-31,2175.582
2021-04-30,2153.518
2021-05-31,2070.378
2021-06-30,2071.223
2021-07-30,2045.142
2021-08-31,2152.527
2021-09-30,2171.187
2021-10-29,2257.436
2021-11-30,2021.597
2021-12-31,2047.342
2022-01-31,1772.408
2022-02-28,1846.539
2022-03-31,1850.149
2022-04-29,1645.897
2022-05-31,1586.12
2022-06-30,1448.106
2022-07-29,1534.568
2022-08-31,1518.753
2022-09-30,1332.894
2022-10-31,1413.055
2022-11-30,1599.491
2022-12-30,1615.324
2023-01-31,1760.386
2023-02-28,1685.374
2023-03-31,1702.11
2023-04-28,1694.784
2023-05-31,1567.668
2023-06-30,1618.446
2023-07-31,1664.79
2023-08-31,1513.085
2023-09-29,1470.011
2023-10-31,1360.125
2023-11-30,1537.509
2023-12-29,1620.189
2024-01-31,1600.432
2024-02-29,1611.756
2024-03-29,1638.932
2024-04-30,1682.466
2024-05-31,1797.216
2024-06-28,1793.955
2024-07-31,1814.893
2024-08-30,1991.18
2024-09-30,2042.635
2024-10-31,1960.902
2024-11-29,2023.452
2024-12-31,1922.366
2025-01-31,1911.247
2025-02-28,1805.376
2025-03-31,1776.463
2025-04-30,1861.877
2025-05-30,1967.196
2025-06-30,2008.671
2025-07-31,2043.928
2025-08-29,1971.006
2025-09-30,1985.259
2025-10-31,1943.804
2025-11-28,1924.106
2025-12-31,1915.309
