Date,NEW ZEALAND SMID GROWTH SMID (Small+Mid Cap)
2001-12-19,198.651
2001-12-20,197.018
2001-12-21,198.532
2001-12-24,200.337
2001-12-25,200.337
2001-12-26,200.481
2001-12-27,199.316
2001-12-28,199.945
2001-12-31,200.668
2002-01-01,200.668
2002-01-02,202.692
2002-01-03,205.416
2002-01-04,206.891
2002-01-07,207.922
2002-01-08,209.615
2002-01-09,207.531
2002-01-10,207.526
2002-01-11,206.451
2002-01-14,205.578
2002-01-15,206.185
2002-01-16,206.065
2002-01-17,205.826
2002-01-18,206.079
2002-01-21,208.15
2002-01-22,210.794
2002-01-23,210.033
2002-01-24,208.856
2002-01-25,207.698
2002-01-28,206.745
2002-01-29,207.869
2002-01-30,203.06
2002-01-31,204.151
2002-02-01,204.859
2002-02-04,205.25
2002-02-05,205.434
2002-02-06,205.606
2002-02-07,202.98
2002-02-08,204.356
2002-02-11,203.689
2002-02-12,201.383
2002-02-13,201.873
2002-02-14,203.507
2002-02-15,204.753
2002-02-18,204.193
2002-02-19,203.136
2002-02-20,205.069
2002-02-21,205.051
2002-02-22,206.313
2002-02-25,206.033
2002-02-26,208.836
2002-02-27,208.971
2002-02-28,210.938
2002-03-01,213.148
2002-03-04,214.82
2002-03-05,214.089
2002-03-06,213.891
2002-03-07,217.397
2002-03-08,216.078
2002-03-11,216.141
2002-03-12,217.933
2002-03-13,217.116
2002-03-14,217.0
2002-03-15,220.89
2002-03-18,222.037
2002-03-19,221.396
2002-03-20,224.926
2002-03-21,224.451
2002-03-22,224.784
2002-03-25,224.739
2002-03-26,224.082
2002-03-27,223.358
2002-03-28,228.098
2002-03-29,228.098
2002-04-01,229.135
2002-04-02,229.196
2002-04-03,227.061
2002-04-04,226.712
2002-04-05,225.221
2002-04-08,222.227
2002-04-09,224.1
2002-04-10,225.517
2002-04-11,228.376
2002-04-12,228.528
2002-04-15,227.878
2002-04-16,228.147
2002-04-17,230.037
2002-04-18,228.304
2002-04-19,228.911
2002-04-22,228.474
2002-04-23,228.506
2002-04-24,228.204
2002-04-25,230.092
2002-04-26,229.051
2002-04-29,227.786
2002-04-30,229.064
2002-05-01,233.479
2002-05-02,232.446
2002-05-03,234.923
2002-05-06,232.627
2002-05-07,232.545
2002-05-08,232.83
2002-05-09,232.06
2002-05-10,235.409
2002-05-13,238.268
2002-05-14,239.156
2002-05-15,241.989
2002-05-16,241.546
2002-05-17,243.64
2002-05-20,245.665
2002-05-21,247.037
2002-05-22,249.732
2002-05-23,251.336
2002-05-24,250.351
2002-05-27,250.712
2002-05-28,253.738
2002-05-29,256.633
2002-05-30,257.717
2002-05-31,258.311
2002-06-03,261.979
2002-06-04,263.94
2002-06-05,261.055
2002-06-06,264.974
2002-06-07,266.945
2002-06-10,267.631
2002-06-11,266.518
2002-06-12,267.137
2002-06-13,266.718
2002-06-14,261.869
2002-06-17,264.675
2002-06-18,270.121
2002-06-19,269.378
2002-06-20,269.618
2002-06-21,270.182
2002-06-24,265.946
2002-06-25,262.85
2002-06-26,255.984
2002-06-27,258.982
2002-06-28,256.51
2002-07-01,257.421
2002-07-02,258.815
2002-07-03,257.766
2002-07-04,253.763
2002-07-05,257.036
2002-07-08,263.607
2002-07-09,263.665
2002-07-10,263.167
2002-07-11,255.437
2002-07-12,257.191
2002-07-15,256.545
2002-07-16,254.876
2002-07-17,248.741
2002-07-18,252.321
2002-07-19,253.524
2002-07-22,246.937
2002-07-23,245.673
2002-07-24,234.282
2002-07-25,236.971
2002-07-26,232.051
2002-07-29,236.548
2002-07-30,240.95
2002-07-31,237.339
2002-08-01,235.27
2002-08-02,233.694
2002-08-05,234.366
2002-08-06,228.786
2002-08-07,234.007
2002-08-08,235.776
2002-08-09,239.697
2002-08-12,242.772
2002-08-13,242.958
2002-08-14,243.224
2002-08-15,245.613
2002-08-16,246.144
2002-08-19,247.429
2002-08-20,248.768
2002-08-21,245.469
2002-08-22,246.927
2002-08-23,247.002
2002-08-26,247.188
2002-08-27,251.469
2002-08-28,252.449
2002-08-29,251.816
2002-08-30,250.736
2002-09-02,252.685
2002-09-03,253.83
2002-09-04,250.591
2002-09-05,249.806
2002-09-06,249.261
2002-09-09,248.698
2002-09-10,249.432
2002-09-11,251.307
2002-09-12,254.514
2002-09-13,254.192
2002-09-16,251.836
2002-09-17,251.945
2002-09-18,251.764
2002-09-19,251.878
2002-09-20,251.206
2002-09-23,249.106
2002-09-24,247.598
2002-09-25,247.094
2002-09-26,248.374
2002-09-27,245.991
2002-09-30,248.529
2002-10-01,248.709
2002-10-02,251.742
2002-10-03,251.586
2002-10-04,250.373
2002-10-07,253.1
2002-10-08,253.186
2002-10-09,255.072
2002-10-10,252.341
2002-10-11,255.115
2002-10-14,256.284
2002-10-15,255.934
2002-10-16,255.032
2002-10-17,255.384
2002-10-18,256.469
2002-10-21,259.838
2002-10-22,261.74
2002-10-23,262.792
2002-10-24,262.954
2002-10-25,263.027
2002-10-28,264.216
2002-10-29,263.144
2002-10-30,260.806
2002-10-31,263.269
2002-11-01,268.089
2002-11-04,272.613
2002-11-05,263.387
2002-11-06,264.361
2002-11-07,262.127
2002-11-08,261.63
2002-11-11,259.275
2002-11-12,260.1
2002-11-13,262.962
2002-11-14,263.917
2002-11-15,263.024
2002-11-18,264.257
2002-11-19,263.986
2002-11-20,261.789
2002-11-21,263.542
2002-11-22,264.293
2002-11-25,262.891
2002-11-26,261.335
2002-11-27,258.654
2002-11-28,260.314
2002-11-29,262.66
2002-12-02,263.39
2002-12-03,262.642
2002-12-04,262.469
2002-12-05,264.085
2002-12-06,265.219
2002-12-09,265.591
2002-12-10,265.395
2002-12-11,266.293
2002-12-12,269.904
2002-12-13,275.224
2002-12-16,275.118
2002-12-17,277.938
2002-12-18,273.798
2002-12-19,274.144
2002-12-20,274.07
2002-12-23,275.63
2002-12-24,277.225
2002-12-25,277.225
2002-12-26,277.52
2002-12-27,280.649
2002-12-30,283.912
2002-12-31,284.962
2003-01-01,284.962
2003-01-02,285.289
2003-01-03,285.385
2003-01-06,290.192
2003-01-07,291.762
2003-01-08,288.557
2003-01-09,291.363
2003-01-10,294.923
2003-01-13,298.896
2003-01-14,300.587
2003-01-15,300.036
2003-01-16,303.148
2003-01-17,308.286
2003-01-20,307.459
2003-01-21,303.548
2003-01-22,301.023
2003-01-23,302.763
2003-01-24,306.552
2003-01-27,306.717
2003-01-28,305.299
2003-01-29,305.437
2003-01-30,300.959
2003-01-31,301.584
2003-02-03,300.81
2003-02-04,305.734
2003-02-05,299.558
2003-02-06,299.639
2003-02-07,294.902
2003-02-10,298.508
2003-02-11,299.578
2003-02-12,297.12
2003-02-13,294.775
2003-02-14,294.475
2003-02-17,297.819
2003-02-18,297.436
2003-02-19,300.824
2003-02-20,300.462
2003-02-21,297.153
2003-02-24,297.911
2003-02-25,296.032
2003-02-26,299.14
2003-02-27,299.509
2003-02-28,297.299
2003-03-03,299.491
2003-03-04,301.062
2003-03-05,301.949
2003-03-06,302.206
2003-03-07,299.588
2003-03-10,297.869
2003-03-11,292.766
2003-03-12,291.382
2003-03-13,288.875
2003-03-14,292.868
2003-03-17,291.73
2003-03-18,292.589
2003-03-19,291.041
2003-03-20,291.97
2003-03-21,289.033
2003-03-24,290.34
2003-03-25,288.588
2003-03-26,285.304
2003-03-27,286.184
2003-03-28,284.989
2003-03-31,289.166
2003-04-01,288.611
2003-04-02,286.252
2003-04-03,284.349
2003-04-04,284.241
2003-04-07,287.219
2003-04-08,291.082
2003-04-09,294.796
2003-04-10,293.377
2003-04-11,294.468
2003-04-14,298.193
2003-04-15,305.731
2003-04-16,306.945
2003-04-17,305.792
2003-04-18,305.792
2003-04-21,304.804
2003-04-22,306.197
2003-04-23,307.408
2003-04-24,309.367
2003-04-25,308.308
2003-04-28,306.928
2003-04-29,307.331
2003-04-30,311.398
2003-05-01,311.779
2003-05-02,301.944
2003-05-05,305.205
2003-05-06,307.56
2003-05-07,307.594
2003-05-08,315.254
2003-05-09,316.09
2003-05-12,316.826
2003-05-13,317.526
2003-05-14,317.26
2003-05-15,315.412
2003-05-16,318.562
2003-05-19,321.465
2003-05-20,319.977
2003-05-21,320.87
2003-05-22,321.994
2003-05-23,325.925
2003-05-26,330.679
2003-05-27,332.754
2003-05-28,326.74
2003-05-29,329.091
2003-05-30,329.391
2003-06-02,331.131
2003-06-03,331.827
2003-06-04,333.87
2003-06-05,336.82
2003-06-06,335.286
2003-06-09,334.421
2003-06-10,333.776
2003-06-11,336.804
2003-06-12,338.266
2003-06-13,341.582
2003-06-16,347.98
2003-06-17,353.183
2003-06-18,355.093
2003-06-19,356.039
2003-06-20,358.902
2003-06-23,357.528
2003-06-24,355.331
2003-06-25,358.511
2003-06-26,355.001
2003-06-27,355.785
2003-06-30,365.424
2003-07-01,367.659
2003-07-02,368.675
2003-07-03,370.507
2003-07-04,368.016
2003-07-07,367.111
2003-07-08,359.749
2003-07-09,349.816
2003-07-10,351.104
2003-07-11,355.199
2003-07-14,355.389
2003-07-15,348.99
2003-07-16,346.288
2003-07-17,342.486
2003-07-18,335.879
2003-07-21,341.731
2003-07-22,341.91
2003-07-23,348.177
2003-07-24,355.447
2003-07-25,357.275
2003-07-28,358.149
2003-07-29,359.755
2003-07-30,352.818
2003-07-31,349.117
2003-08-01,354.788
2003-08-04,354.313
2003-08-05,351.739
2003-08-06,354.358
2003-08-07,354.886
2003-08-08,359.522
2003-08-11,364.637
2003-08-12,365.379
2003-08-13,369.944
2003-08-14,368.478
2003-08-15,368.399
2003-08-18,368.296
2003-08-19,367.463
2003-08-20,369.511
2003-08-21,363.014
2003-08-22,362.064
2003-08-25,362.531
2003-08-26,357.9
2003-08-27,353.169
2003-08-28,353.048
2003-08-29,360.538
2003-09-01,360.363
2003-09-02,355.413
2003-09-03,354.243
2003-09-04,352.563
2003-09-05,356.245
2003-09-08,356.871
2003-09-09,362.37
2003-09-10,361.626
2003-09-11,363.319
2003-09-12,365.26
2003-09-15,370.659
2003-09-16,368.742
2003-09-17,369.378
2003-09-18,372.511
2003-09-19,376.356
2003-09-22,380.665
2003-09-23,378.828
2003-09-24,380.727
2003-09-25,382.463
2003-09-26,378.596
2003-09-29,377.712
2003-09-30,383.308
2003-10-01,385.762
2003-10-02,388.143
2003-10-03,389.201
2003-10-06,388.724
2003-10-07,391.134
2003-10-08,390.045
2003-10-09,391.88
2003-10-10,389.876
2003-10-13,388.529
2003-10-14,386.584
2003-10-15,387.58
2003-10-16,387.844
2003-10-17,389.982
2003-10-20,390.586
2003-10-21,394.693
2003-10-22,398.714
2003-10-23,398.514
2003-10-24,399.123
2003-10-27,399.614
2003-10-28,399.045
2003-10-29,405.531
2003-10-30,405.955
2003-10-31,407.481
2003-11-03,406.368
2003-11-04,405.964
2003-11-05,413.123
2003-11-06,410.071
2003-11-07,410.704
2003-11-10,414.82
2003-11-11,421.921
2003-11-12,419.528
2003-11-13,421.071
2003-11-14,422.08
2003-11-17,420.955
2003-11-18,425.567
2003-11-19,428.473
2003-11-20,432.222
2003-11-21,427.962
2003-11-24,424.234
2003-11-25,422.504
2003-11-26,427.166
2003-11-27,424.088
2003-11-28,425.791
2003-12-01,431.037
2003-12-02,431.566
2003-12-03,433.5
2003-12-04,431.444
2003-12-05,431.936
2003-12-08,434.781
2003-12-09,434.968
2003-12-10,437.265
2003-12-11,435.12
2003-12-12,439.353
2003-12-15,442.618
2003-12-16,443.956
2003-12-17,442.648
2003-12-18,439.226
2003-12-19,436.46
2003-12-22,437.403
2003-12-23,437.18
2003-12-24,441.262
2003-12-25,441.262
2003-12-26,441.706
2003-12-29,442.965
2003-12-30,449.128
2003-12-31,451.367
2004-01-01,451.367
2004-01-02,452.467
2004-01-05,461.345
2004-01-06,466.258
2004-01-07,467.331
2004-01-08,466.136
2004-01-09,471.972
2004-01-12,471.681
2004-01-13,471.102
2004-01-14,466.823
2004-01-15,459.231
2004-01-16,457.779
2004-01-19,449.601
2004-01-20,460.985
2004-01-21,464.508
2004-01-22,466.552
2004-01-23,467.264
2004-01-26,465.577
2004-01-27,469.475
2004-01-28,469.228
2004-01-29,458.109
2004-01-30,458.11
2004-02-02,460.2
2004-02-03,462.663
2004-02-04,458.156
2004-02-05,461.952
2004-02-06,463.763
2004-02-09,469.853
2004-02-10,470.735
2004-02-11,465.212
2004-02-12,464.013
2004-02-13,467.569
2004-02-16,469.761
2004-02-17,467.131
2004-02-18,467.158
2004-02-19,463.084
2004-02-20,454.288
2004-02-23,450.533
2004-02-24,453.182
2004-02-25,453.919
2004-02-26,450.427
2004-02-27,446.946
2004-03-01,446.626
2004-03-02,446.521
2004-03-03,436.45
2004-03-04,441.738
2004-03-05,448.999
2004-03-08,446.215
2004-03-09,454.234
2004-03-10,441.398
2004-03-11,429.175
2004-03-12,430.94
2004-03-15,426.255
2004-03-16,432.596
2004-03-17,431.185
2004-03-18,437.836
2004-03-19,436.964
2004-03-22,441.321
2004-03-23,439.998
2004-03-24,435.913
2004-03-25,434.124
2004-03-26,438.185
2004-03-29,441.706
2004-03-30,450.184
2004-03-31,457.007
2004-04-01,459.591
2004-04-02,454.597
2004-04-05,446.175
2004-04-06,454.043
2004-04-07,456.267
2004-04-08,454.372
2004-04-09,454.372
2004-04-12,456.856
2004-04-13,450.588
2004-04-14,434.085
2004-04-15,437.626
2004-04-16,441.503
2004-04-19,445.111
2004-04-20,442.252
2004-04-21,439.463
2004-04-22,441.728
2004-04-23,449.201
2004-04-26,451.677
2004-04-27,450.784
2004-04-28,450.276
2004-04-29,447.458
2004-04-30,447.538
2004-05-03,445.568
2004-05-04,453.291
2004-05-05,455.729
2004-05-06,452.731
2004-05-07,441.262
2004-05-10,426.561
2004-05-11,422.28
2004-05-12,429.169
2004-05-13,422.172
2004-05-14,421.731
2004-05-17,425.541
2004-05-18,423.307
2004-05-19,434.698
2004-05-20,431.937
2004-05-21,436.056
2004-05-24,434.733
2004-05-25,437.46
2004-05-26,439.685
2004-05-27,452.719
2004-05-28,449.775
2004-05-31,449.877
2004-06-01,450.709
2004-06-02,447.689
2004-06-03,447.768
2004-06-04,447.262
2004-06-07,454.048
2004-06-08,451.748
2004-06-09,446.416
2004-06-10,455.075
2004-06-11,451.637
2004-06-14,452.871
2004-06-15,451.124
2004-06-16,451.772
2004-06-17,450.897
2004-06-18,452.93
2004-06-21,453.364
2004-06-22,452.6
2004-06-23,450.127
2004-06-24,454.684
2004-06-25,455.239
2004-06-28,461.021
2004-06-29,457.454
2004-06-30,465.646
2004-07-01,468.704
2004-07-02,474.159
2004-07-05,475.399
2004-07-06,476.142
2004-07-07,483.204
2004-07-08,481.187
2004-07-09,479.148
2004-07-12,480.591
2004-07-13,478.632
2004-07-14,475.419
2004-07-15,474.587
2004-07-16,482.743
2004-07-19,485.482
2004-07-20,486.052
2004-07-21,470.781
2004-07-22,479.639
2004-07-23,471.868
2004-07-26,476.01
2004-07-27,469.619
2004-07-28,469.276
2004-07-29,474.216
2004-07-30,477.543
2004-08-02,481.359
2004-08-03,485.388
2004-08-04,484.919
2004-08-05,486.414
2004-08-06,489.439
2004-08-09,488.007
2004-08-10,488.482
2004-08-11,488.189
2004-08-12,491.759
2004-08-13,495.603
2004-08-16,490.616
2004-08-17,488.251
2004-08-18,488.774
2004-08-19,496.038
2004-08-20,497.252
2004-08-23,494.226
2004-08-24,483.266
2004-08-25,481.57
2004-08-26,480.83
2004-08-27,483.935
2004-08-30,484.832
2004-08-31,488.303
2004-09-01,489.311
2004-09-02,477.733
2004-09-03,474.244
2004-09-06,477.364
2004-09-07,475.396
2004-09-08,476.219
2004-09-09,483.208
2004-09-10,489.683
2004-09-13,483.54
2004-09-14,491.436
2004-09-15,487.937
2004-09-16,491.605
2004-09-17,491.379
2004-09-20,493.887
2004-09-21,497.102
2004-09-22,498.961
2004-09-23,502.055
2004-09-24,502.501
2004-09-27,502.485
2004-09-28,508.471
2004-09-29,509.282
2004-09-30,515.922
2004-10-01,515.253
2004-10-04,510.604
2004-10-05,515.69
2004-10-06,517.746
2004-10-07,515.077
2004-10-08,518.402
2004-10-11,518.032
2004-10-12,515.798
2004-10-13,510.528
2004-10-14,521.22
2004-10-15,523.821
2004-10-18,523.287
2004-10-19,523.652
2004-10-20,525.621
2004-10-21,523.148
2004-10-22,520.019
2004-10-25,525.487
2004-10-26,520.262
2004-10-27,523.512
2004-10-28,518.838
2004-10-29,519.198
2004-11-01,523.538
2004-11-02,531.368
2004-11-03,537.743
2004-11-04,544.243
2004-11-05,545.736
2004-11-08,545.005
2004-11-09,544.758
2004-11-10,534.748
2004-11-11,539.517
2004-11-12,546.009
2004-11-15,550.87
2004-11-16,551.442
2004-11-17,556.495
2004-11-18,556.468
2004-11-19,562.67
2004-11-22,561.822
2004-11-23,562.624
2004-11-24,566.189
2004-11-25,577.401
2004-11-26,579.062
2004-11-29,578.081
2004-11-30,578.698
2004-12-01,580.51
2004-12-02,586.046
2004-12-03,588.086
2004-12-06,592.82
2004-12-07,597.032
2004-12-08,578.726
2004-12-09,575.506
2004-12-10,575.942
2004-12-13,584.463
2004-12-14,582.526
2004-12-15,588.066
2004-12-16,583.402
2004-12-17,585.113
2004-12-20,589.833
2004-12-21,585.687
2004-12-22,590.494
2004-12-23,591.253
2004-12-24,596.274
2004-12-27,598.27
2004-12-28,600.14
2004-12-29,601.289
2004-12-30,606.287
2004-12-31,613.875
2005-01-03,606.608
2005-01-04,599.469
2005-01-05,599.813
2005-01-06,598.267
2005-01-07,594.385
2005-01-10,590.406
2005-01-11,596.734
2005-01-12,595.71
2005-01-13,597.748
2005-01-14,590.456
2005-01-17,588.862
2005-01-18,593.624
2005-01-19,600.239
2005-01-20,598.617
2005-01-21,603.249
2005-01-24,606.661
2005-01-25,604.517
2005-01-26,611.948
2005-01-27,605.264
2005-01-28,603.154
2005-01-31,600.328
2005-02-01,608.196
2005-02-02,606.512
2005-02-03,608.831
2005-02-04,616.684
2005-02-07,614.493
2005-02-08,610.69
2005-02-09,619.737
2005-02-10,619.915
2005-02-11,623.122
2005-02-14,629.001
2005-02-15,624.889
2005-02-16,621.199
2005-02-17,630.176
2005-02-18,635.496
2005-02-21,643.838
2005-02-22,640.593
2005-02-23,629.208
2005-02-24,626.721
2005-02-25,628.718
2005-02-28,645.676
2005-03-01,642.028
2005-03-02,644.327
2005-03-03,646.373
2005-03-04,651.947
2005-03-07,653.456
2005-03-08,663.095
2005-03-09,659.953
2005-03-10,656.043
2005-03-11,648.275
2005-03-14,648.626
2005-03-15,651.339
2005-03-16,651.509
2005-03-17,642.816
2005-03-18,647.56
2005-03-21,644.586
2005-03-22,642.508
2005-03-23,619.706
2005-03-24,609.855
2005-03-25,609.855
2005-03-28,604.143
2005-03-29,600.808
2005-03-30,599.189
2005-03-31,601.425
2005-04-01,599.784
2005-04-04,598.587
2005-04-05,600.032
2005-04-06,603.443
2005-04-07,608.197
2005-04-08,608.39
2005-04-11,611.522
2005-04-12,607.983
2005-04-13,615.623
2005-04-14,614.334
2005-04-15,604.082
2005-04-18,586.897
2005-04-19,594.337
2005-04-20,595.703
2005-04-21,588.186
2005-04-22,594.665
2005-04-25,591.822
2005-04-26,585.124
2005-04-27,586.478
2005-04-28,593.106
2005-04-29,600.379
2005-05-02,599.717
2005-05-03,595.185
2005-05-04,599.648
2005-05-05,592.292
2005-05-06,583.32
2005-05-09,573.373
2005-05-10,579.968
2005-05-11,584.619
2005-05-12,580.154
2005-05-13,578.832
2005-05-16,578.201
2005-05-17,583.863
2005-05-18,582.528
2005-05-19,587.451
2005-05-20,590.957
2005-05-23,599.366
2005-05-24,600.35
2005-05-25,601.576
2005-05-26,591.277
2005-05-27,594.657
2005-05-30,592.077
2005-05-31,585.866
2005-06-01,572.438
2005-06-02,583.229
2005-06-03,588.342
2005-06-06,594.165
2005-06-07,598.598
2005-06-08,602.314
2005-06-09,600.835
2005-06-10,598.655
2005-06-13,600.788
2005-06-14,608.664
2005-06-15,614.442
2005-06-16,620.857
2005-06-17,626.526
2005-06-20,622.021
2005-06-21,625.689
2005-06-22,630.162
2005-06-23,622.781
2005-06-24,613.736
2005-06-27,619.561
2005-06-28,616.998
2005-06-29,621.956
2005-06-30,631.881
2005-07-01,619.152
2005-07-04,622.686
2005-07-05,626.338
2005-07-06,629.64
2005-07-07,621.389
2005-07-08,620.007
2005-07-11,633.136
2005-07-12,641.864
2005-07-13,628.011
2005-07-14,628.122
2005-07-15,624.401
2005-07-18,629.035
2005-07-19,622.614
2005-07-20,623.653
2005-07-21,631.605
2005-07-22,633.538
2005-07-25,634.964
2005-07-26,635.757
2005-07-27,632.567
2005-07-28,637.96
2005-07-29,638.857
2005-08-01,643.229
2005-08-02,644.648
2005-08-03,646.699
2005-08-04,644.585
2005-08-05,639.345
2005-08-08,642.864
2005-08-09,640.972
2005-08-10,641.29
2005-08-11,654.905
2005-08-12,658.874
2005-08-15,659.615
2005-08-16,664.625
2005-08-17,662.608
2005-08-18,654.248
2005-08-19,648.638
2005-08-22,657.333
2005-08-23,660.662
2005-08-24,661.618
2005-08-25,658.017
2005-08-26,647.896
2005-08-29,640.417
2005-08-30,638.238
2005-08-31,641.914
2005-09-01,656.159
2005-09-02,662.305
2005-09-05,668.073
2005-09-06,662.268
2005-09-07,661.66
2005-09-08,665.823
2005-09-09,668.562
2005-09-12,665.469
2005-09-13,661.736
2005-09-14,676.945
2005-09-15,675.834
2005-09-16,677.359
2005-09-19,672.025
2005-09-20,670.944
2005-09-21,670.026
2005-09-22,658.863
2005-09-23,652.49
2005-09-26,650.884
2005-09-27,652.726
2005-09-28,659.794
2005-09-29,668.458
2005-09-30,675.475
2005-10-03,674.964
2005-10-04,683.283
2005-10-05,677.986
2005-10-06,672.074
2005-10-07,668.179
2005-10-10,673.69
2005-10-11,664.364
2005-10-12,665.408
2005-10-13,645.403
2005-10-14,647.318
2005-10-17,651.016
2005-10-18,640.553
2005-10-19,631.516
2005-10-20,633.746
2005-10-21,625.251
2005-10-24,625.652
2005-10-25,630.559
2005-10-26,634.598
2005-10-27,639.404
2005-10-28,634.693
2005-10-31,635.464
2005-11-01,640.393
2005-11-02,633.667
2005-11-03,639.17
2005-11-04,627.112
2005-11-07,624.092
