Date,NEW ZEALAND SMID GROWTH SMID (Small+Mid Cap)
2001-01-01,177.695
2001-01-02,177.414
2001-01-03,177.738
2001-01-04,178.798
2001-01-05,181.978
2001-01-08,180.18
2001-01-09,180.467
2001-01-10,178.815
2001-01-11,180.911
2001-01-12,179.943
2001-01-15,179.698
2001-01-16,180.926
2001-01-17,179.701
2001-01-18,181.225
2001-01-19,184.19
2001-01-22,185.259
2001-01-23,184.243
2001-01-24,182.514
2001-01-25,181.734
2001-01-26,180.869
2001-01-29,180.452
2001-01-30,183.384
2001-01-31,184.644
2001-02-01,188.678
2001-02-02,186.737
2001-02-05,185.55
2001-02-06,185.571
2001-02-07,185.959
2001-02-08,185.573
2001-02-09,184.731
2001-02-12,182.786
2001-02-13,183.205
2001-02-14,179.087
2001-02-15,175.925
2001-02-16,179.251
2001-02-19,178.903
2001-02-20,179.728
2001-02-21,180.791
2001-02-22,179.258
2001-02-23,180.615
2001-02-26,178.685
2001-02-27,181.661
2001-02-28,179.127
2001-03-01,181.378
2001-03-02,184.225
2001-03-05,183.151
2001-03-06,182.892
2001-03-07,181.399
2001-03-08,180.43
2001-03-09,180.233
2001-03-12,180.079
2001-03-13,177.486
2001-03-14,176.992
2001-03-15,176.185
2001-03-16,177.653
2001-03-19,176.097
2001-03-20,178.502
2001-03-21,177.09
2001-03-22,175.731
2001-03-23,179.254
2001-03-26,176.987
2001-03-27,176.858
2001-03-28,174.706
2001-03-29,175.927
2001-03-30,175.096
2001-04-02,175.333
2001-04-03,174.251
2001-04-04,174.758
2001-04-05,173.891
2001-04-06,173.695
2001-04-09,174.305
2001-04-10,173.572
2001-04-11,173.472
2001-04-12,174.953
2001-04-13,174.953
2001-04-16,175.263
2001-04-17,174.641
2001-04-18,173.24
2001-04-19,176.51
2001-04-20,181.003
2001-04-23,177.139
2001-04-24,175.31
2001-04-25,176.385
2001-04-26,177.246
2001-04-27,174.984
2001-04-30,177.202
2001-05-01,179.189
2001-05-02,182.237
2001-05-03,182.754
2001-05-04,181.06
2001-05-07,180.973
2001-05-08,180.254
2001-05-09,181.453
2001-05-10,183.152
2001-05-11,182.346
2001-05-14,182.381
2001-05-15,182.645
2001-05-16,185.014
2001-05-17,188.609
2001-05-18,189.619
2001-05-21,190.026
2001-05-22,188.081
2001-05-23,185.104
2001-05-24,186.591
2001-05-25,187.387
2001-05-28,186.446
2001-05-29,184.964
2001-05-30,181.553
2001-05-31,177.657
2001-06-01,177.704
2001-06-04,177.249
2001-06-05,179.908
2001-06-06,183.31
2001-06-07,184.994
2001-06-08,184.546
2001-06-11,183.07
2001-06-12,184.59
2001-06-13,187.421
2001-06-14,184.625
2001-06-15,184.15
2001-06-18,181.835
2001-06-19,181.967
2001-06-20,181.684
2001-06-21,181.896
2001-06-22,181.709
2001-06-25,181.122
2001-06-26,183.694
2001-06-27,183.632
2001-06-28,184.133
2001-06-29,182.027
2001-07-02,182.907
2001-07-03,181.041
2001-07-04,178.527
2001-07-05,178.974
2001-07-06,179.189
2001-07-09,180.693
2001-07-10,180.876
2001-07-11,179.61
2001-07-12,178.713
2001-07-13,180.621
2001-07-16,181.26
2001-07-17,180.191
2001-07-18,183.325
2001-07-19,185.536
2001-07-20,184.226
2001-07-23,186.149
2001-07-24,185.979
2001-07-25,185.776
2001-07-26,187.197
2001-07-27,185.623
2001-07-30,185.463
2001-07-31,183.621
2001-08-01,185.646
2001-08-02,187.428
2001-08-03,187.91
2001-08-06,187.082
2001-08-07,187.218
2001-08-08,189.151
2001-08-09,190.574
2001-08-10,192.684
2001-08-13,194.454
2001-08-14,193.82
2001-08-15,197.383
2001-08-16,198.252
2001-08-17,200.362
2001-08-20,198.086
2001-08-21,198.106
2001-08-22,200.126
2001-08-23,200.206
2001-08-24,201.91
2001-08-27,203.411
2001-08-28,203.637
2001-08-29,205.117
2001-08-30,205.175
2001-08-31,201.515
2001-09-03,201.511
2001-09-04,198.186
2001-09-05,197.262
2001-09-06,196.525
2001-09-07,195.409
2001-09-10,190.81
2001-09-11,193.584
2001-09-12,184.606
2001-09-13,183.617
2001-09-14,181.107
2001-09-17,168.684
2001-09-18,170.8
2001-09-19,171.113
2001-09-20,170.631
2001-09-21,165.029
2001-09-24,164.709
2001-09-25,168.27
2001-09-26,169.895
2001-09-27,169.043
2001-09-28,173.54
2001-10-01,171.955
2001-10-02,173.5
2001-10-03,177.217
2001-10-04,178.784
2001-10-05,180.643
2001-10-08,181.921
2001-10-09,179.641
2001-10-10,178.272
2001-10-11,179.556
2001-10-12,185.544
2001-10-15,190.834
2001-10-16,191.952
2001-10-17,192.205
2001-10-18,188.154
2001-10-19,187.553
2001-10-22,187.734
2001-10-23,189.922
2001-10-24,192.718
2001-10-25,191.797
2001-10-26,191.559
2001-10-29,193.122
2001-10-30,193.578
2001-10-31,193.154
2001-11-01,195.021
2001-11-02,197.766
2001-11-05,200.04
2001-11-06,202.288
2001-11-07,201.842
2001-11-08,198.106
2001-11-09,198.438
2001-11-12,200.271
2001-11-13,203.201
2001-11-14,201.698
2001-11-15,200.673
2001-11-16,198.693
2001-11-19,198.58
2001-11-20,199.768
2001-11-21,196.813
2001-11-22,195.65
2001-11-23,194.438
2001-11-26,196.919
2001-11-27,199.824
2001-11-28,199.707
2001-11-29,200.12
2001-11-30,201.735
2001-12-03,198.618
2001-12-04,196.121
2001-12-05,198.822
2001-12-06,201.941
2001-12-07,202.15
2001-12-10,200.95
2001-12-11,202.886
2001-12-12,204.227
2001-12-13,203.732
2001-12-14,201.244
2001-12-17,200.48
2001-12-18,198.957
