Date,FINLAND IMI GROWTH IMI (Large+Mid+Small Cap)
2001-06-08,851.158
2001-06-11,815.809
2001-06-12,654.149
2001-06-13,691.438
2001-06-14,653.913
2001-06-15,651.359
2001-06-18,649.77
2001-06-19,662.311
2001-06-20,642.788
2001-06-21,653.681
2001-06-22,654.332
2001-06-25,653.975
2001-06-26,639.933
2001-06-27,636.119
2001-06-28,626.907
2001-06-29,652.882
2001-07-02,663.677
2001-07-03,650.907
2001-07-04,630.807
2001-07-05,597.44
2001-07-06,569.71
2001-07-09,552.328
2001-07-10,547.847
2001-07-11,527.781
2001-07-12,550.083
2001-07-13,537.336
2001-07-16,523.202
2001-07-17,505.393
2001-07-18,518.604
2001-07-19,577.87
2001-07-20,556.259
2001-07-23,557.045
2001-07-24,563.995
2001-07-25,562.47
2001-07-26,572.001
2001-07-27,598.804
2001-07-30,619.253
2001-07-31,632.017
2001-08-01,623.13
2001-08-02,642.727
2001-08-03,638.138
2001-08-06,617.94
2001-08-07,620.64
2001-08-08,598.897
2001-08-09,566.509
2001-08-10,543.688
2001-08-13,555.303
2001-08-14,571.149
2001-08-15,558.53
2001-08-16,534.634
2001-08-17,514.636
2001-08-20,505.503
2001-08-21,517.193
2001-08-22,517.88
2001-08-23,522.799
2001-08-24,522.861
2001-08-27,510.483
2001-08-28,492.564
2001-08-29,476.136
2001-08-30,450.653
2001-08-31,460.351
2001-09-03,456.97
2001-09-04,449.356
2001-09-05,421.64
2001-09-06,401.165
2001-09-07,387.289
2001-09-10,404.299
2001-09-11,391.684
2001-09-12,427.988
2001-09-13,445.979
2001-09-14,424.607
2001-09-17,450.984
2001-09-18,457.407
2001-09-19,466.978
2001-09-20,465.136
2001-09-21,444.45
2001-09-24,478.393
2001-09-25,491.077
2001-09-26,480.031
2001-09-27,447.378
2001-09-28,468.639
2001-10-01,441.355
2001-10-02,452.265
2001-10-03,441.292
2001-10-04,481.286
2001-10-05,486.774
2001-10-08,494.312
2001-10-09,506.305
2001-10-10,514.192
2001-10-11,540.828
2001-10-12,545.661
2001-10-15,528.702
2001-10-16,547.828
2001-10-17,574.979
2001-10-18,540.443
2001-10-19,561.938
2001-10-22,574.6
2001-10-23,609.623
2001-10-24,618.565
2001-10-25,593.757
2001-10-26,612.945
2001-10-29,607.091
2001-10-30,573.379
2001-10-31,597.668
2001-11-01,599.492
2001-11-02,614.42
2001-11-05,631.572
2001-11-06,648.497
2001-11-07,636.835
2001-11-08,664.533
2001-11-09,642.886
2001-11-12,625.085
2001-11-13,662.693
2001-11-14,677.691
2001-11-15,694.603
2001-11-16,709.682
2001-11-19,690.626
2001-11-20,663.557
2001-11-21,656.008
2001-11-22,685.876
2001-11-23,687.397
2001-11-26,702.889
2001-11-27,664.007
2001-11-28,650.334
2001-11-29,637.607
2001-11-30,665.532
2001-12-03,651.097
2001-12-04,675.218
2001-12-05,708.785
2001-12-06,711.219
2001-12-07,717.604
2001-12-10,690.63
2001-12-11,720.279
2001-12-12,715.908
2001-12-13,684.877
2001-12-14,682.058
2001-12-17,712.912
2001-12-18,714.69
2001-12-19,692.996
2001-12-20,676.436
2001-12-21,689.541
2001-12-24,682.661
2001-12-25,682.661
2001-12-26,683.244
2001-12-27,702.276
2001-12-28,714.628
2001-12-31,721.557
2002-01-01,721.557
2002-01-02,709.952
2002-01-03,745.04
2002-01-04,740.549
2002-01-07,729.238
2002-01-08,688.221
2002-01-09,675.491
2002-01-10,662.732
2002-01-11,675.55
2002-01-14,637.892
2002-01-15,646.305
2002-01-16,633.931
2002-01-17,646.633
2002-01-18,644.009
2002-01-21,610.894
2002-01-22,609.089
2002-01-23,622.439
2002-01-24,672.515
2002-01-25,649.184
2002-01-28,662.861
2002-01-29,657.072
2002-01-30,634.807
2002-01-31,651.29
2002-02-01,663.642
2002-02-04,657.612
2002-02-05,624.954
2002-02-06,610.487
2002-02-07,625.3
2002-02-08,619.915
2002-02-11,643.719
2002-02-12,648.231
2002-02-13,651.246
2002-02-14,653.937
2002-02-15,634.228
2002-02-18,624.629
2002-02-19,600.346
2002-02-20,581.518
2002-02-21,590.403
2002-02-22,572.43
2002-02-25,587.16
2002-02-26,598.695
2002-02-27,610.166
2002-02-28,612.097
2002-03-01,610.142
2002-03-04,655.168
2002-03-05,652.278
2002-03-06,664.512
2002-03-07,685.464
2002-03-08,690.252
2002-03-11,675.999
2002-03-12,636.411
2002-03-13,638.838
2002-03-14,637.729
2002-03-15,638.385
2002-03-18,650.304
2002-03-19,635.118
2002-03-20,616.895
2002-03-21,612.773
2002-03-22,622.182
2002-03-25,619.323
2002-03-26,613.464
2002-03-27,618.976
2002-03-28,618.728
2002-03-29,618.728
2002-04-01,623.799
2002-04-02,606.192
2002-04-03,607.624
2002-04-04,598.431
2002-04-05,597.354
2002-04-08,571.186
2002-04-09,581.908
2002-04-10,571.266
2002-04-11,555.335
2002-04-12,560.504
2002-04-15,573.135
2002-04-16,599.044
2002-04-17,613.71
2002-04-18,551.206
2002-04-19,530.068
2002-04-22,512.04
2002-04-23,510.25
2002-04-24,486.704
2002-04-25,502.025
2002-04-26,503.702
2002-04-29,493.563
2002-04-30,496.614
2002-05-01,499.425
2002-05-02,505.27
2002-05-03,477.323
2002-05-06,472.841
2002-05-07,472.284
2002-05-08,496.0
2002-05-09,495.891
2002-05-10,481.179
2002-05-13,486.11
2002-05-14,498.517
2002-05-15,506.463
2002-05-16,497.811
2002-05-17,500.006
2002-05-20,495.291
2002-05-21,487.649
2002-05-22,462.407
2002-05-23,449.825
2002-05-24,449.132
2002-05-27,445.668
2002-05-28,447.358
2002-05-29,440.92
2002-05-30,430.897
2002-05-31,448.128
2002-06-03,434.118
2002-06-04,420.757
2002-06-05,429.788
2002-06-06,423.852
2002-06-07,394.021
2002-06-10,400.761
2002-06-11,420.889
2002-06-12,401.401
2002-06-13,396.37
2002-06-14,399.719
2002-06-17,420.855
2002-06-18,421.1
2002-06-19,404.506
2002-06-20,410.881
2002-06-21,412.883
2002-06-24,386.476
2002-06-25,397.837
2002-06-26,409.611
2002-06-27,430.086
2002-06-28,456.546
2002-07-01,452.791
2002-07-02,429.22
2002-07-03,424.577
2002-07-04,444.169
2002-07-05,470.606
2002-07-08,472.596
2002-07-09,461.279
2002-07-10,447.393
2002-07-11,432.164
2002-07-12,438.774
2002-07-15,425.598
2002-07-16,429.553
2002-07-17,451.761
2002-07-18,433.992
2002-07-19,416.538
2002-07-22,404.772
2002-07-23,369.448
2002-07-24,355.237
2002-07-25,361.314
2002-07-26,361.32
2002-07-29,383.559
2002-07-30,393.275
2002-07-31,389.901
2002-08-01,374.172
2002-08-02,362.828
2002-08-05,345.947
2002-08-06,355.187
2002-08-07,361.834
2002-08-08,373.342
2002-08-09,397.796
2002-08-12,398.603
2002-08-13,398.956
2002-08-14,380.833
2002-08-15,397.369
2002-08-16,413.288
2002-08-19,433.628
2002-08-20,432.422
2002-08-21,438.469
2002-08-22,450.172
2002-08-23,439.462
2002-08-26,428.143
2002-08-27,439.93
2002-08-28,420.363
2002-08-29,416.881
2002-08-30,414.827
2002-09-02,405.22
2002-09-03,391.485
2002-09-04,393.879
2002-09-05,406.401
2002-09-06,431.813
2002-09-09,428.639
2002-09-10,423.642
2002-09-11,452.297
2002-09-12,434.399
2002-09-13,429.235
2002-09-16,412.707
2002-09-17,413.021
2002-09-18,393.353
2002-09-19,394.504
2002-09-20,398.86
2002-09-23,386.864
2002-09-24,377.918
2002-09-25,396.196
2002-09-26,431.768
2002-09-27,432.157
2002-09-30,407.795
2002-10-01,416.284
2002-10-02,439.272
2002-10-03,431.427
2002-10-04,407.558
2002-10-07,405.377
2002-10-08,401.546
2002-10-09,404.637
2002-10-10,415.658
2002-10-11,440.113
2002-10-14,435.912
2002-10-15,471.183
2002-10-16,449.728
2002-10-17,488.095
2002-10-18,488.465
2002-10-21,488.58
2002-10-22,498.111
2002-10-23,477.62
2002-10-24,497.523
2002-10-25,496.624
2002-10-28,516.04
2002-10-29,487.173
2002-10-30,497.356
2002-10-31,513.348
2002-11-01,498.477
2002-11-04,534.386
2002-11-05,541.912
2002-11-06,521.621
2002-11-07,511.895
2002-11-08,504.604
2002-11-11,487.759
2002-11-12,502.323
2002-11-13,514.267
2002-11-14,541.036
2002-11-15,542.673
2002-11-18,559.435
2002-11-19,540.902
2002-11-20,544.449
2002-11-21,574.641
2002-11-22,571.94
2002-11-25,578.87
2002-11-26,561.646
2002-11-27,579.264
2002-11-28,595.315
2002-11-29,582.5
2002-12-02,598.328
2002-12-03,556.242
2002-12-04,567.898
2002-12-05,559.072
2002-12-06,563.179
2002-12-09,547.564
2002-12-10,528.437
2002-12-11,517.902
2002-12-12,526.323
2002-12-13,516.767
2002-12-16,531.838
2002-12-17,529.556
2002-12-18,504.524
2002-12-19,502.099
2002-12-20,499.498
2002-12-23,501.753
2002-12-24,503.83
2002-12-25,503.83
2002-12-26,505.101
2002-12-27,483.716
2002-12-30,488.886
2002-12-31,490.804
2003-01-01,490.804
2003-01-02,513.327
2003-01-03,517.785
2003-01-06,520.966
2003-01-07,509.589
2003-01-08,482.927
2003-01-09,508.752
2003-01-10,512.716
2003-01-13,505.956
2003-01-14,516.331
2003-01-15,504.859
2003-01-16,485.564
2003-01-17,471.986
2003-01-20,465.845
2003-01-21,468.401
2003-01-22,474.306
2003-01-23,456.263
2003-01-24,457.585
2003-01-27,442.439
2003-01-28,437.709
2003-01-29,450.904
2003-01-30,464.155
2003-01-31,438.536
2003-02-03,454.683
2003-02-04,442.806
2003-02-05,442.272
2003-02-06,431.333
2003-02-07,429.38
2003-02-10,425.198
2003-02-11,448.108
2003-02-12,435.307
2003-02-13,421.222
2003-02-14,435.916
2003-02-17,442.787
2003-02-18,451.119
2003-02-19,438.28
2003-02-20,431.949
2003-02-21,430.59
2003-02-24,433.575
2003-02-25,411.412
2003-02-26,407.868
2003-02-27,405.474
2003-02-28,418.461
2003-03-03,422.696
2003-03-04,414.838
2003-03-05,414.978
2003-03-06,416.508
2003-03-07,397.805
2003-03-10,397.98
2003-03-11,400.957
2003-03-12,418.692
2003-03-13,429.091
2003-03-14,448.432
2003-03-17,463.468
2003-03-18,465.508
2003-03-19,468.759
2003-03-20,463.564
2003-03-21,481.04
2003-03-24,459.638
2003-03-25,460.406
2003-03-26,458.95
2003-03-27,454.841
2003-03-28,459.949
2003-03-31,436.079
2003-04-01,448.785
2003-04-02,469.159
2003-04-03,473.431
2003-04-04,470.653
2003-04-07,490.029
2003-04-08,472.072
2003-04-09,477.032
2003-04-10,453.121
2003-04-11,455.406
2003-04-14,461.629
2003-04-15,472.948
2003-04-16,470.153
2003-04-17,503.448
2003-04-18,503.448
2003-04-21,501.278
2003-04-22,514.644
2003-04-23,526.346
2003-04-24,522.872
2003-04-25,504.097
2003-04-28,516.248
2003-04-29,521.05
2003-04-30,529.822
2003-05-01,534.689
2003-05-02,514.384
2003-05-05,535.219
2003-05-06,531.949
2003-05-07,541.171
2003-05-08,528.087
2003-05-09,524.352
2003-05-12,539.35
2003-05-13,546.836
2003-05-14,540.877
2003-05-15,552.725
2003-05-16,553.562
2003-05-19,535.222
2003-05-20,526.339
2003-05-21,518.295
2003-05-22,530.965
2003-05-23,523.649
2003-05-26,520.782
2003-05-27,524.175
2003-05-28,553.802
2003-05-29,557.906
2003-05-30,562.827
2003-06-02,569.948
2003-06-03,563.282
2003-06-04,562.83
2003-06-05,552.57
2003-06-06,569.303
2003-06-09,560.397
2003-06-10,548.136
2003-06-11,557.95
2003-06-12,546.904
2003-06-13,537.965
2003-06-16,548.083
2003-06-17,555.051
2003-06-18,549.954
2003-06-19,562.587
2003-06-20,559.578
2003-06-23,538.611
2003-06-24,529.058
2003-06-25,534.358
2003-06-26,530.95
2003-06-27,533.39
2003-06-30,519.606
2003-07-01,513.273
2003-07-02,521.302
2003-07-03,525.499
2003-07-04,511.898
2003-07-07,529.403
2003-07-08,538.109
2003-07-09,559.592
2003-07-10,565.725
2003-07-11,557.633
2003-07-14,564.235
2003-07-15,558.052
2003-07-16,555.28
2003-07-17,473.797
2003-07-18,466.681
2003-07-21,459.497
2003-07-22,466.923
2003-07-23,473.322
2003-07-24,486.786
2003-07-25,480.181
2003-07-28,495.482
2003-07-29,493.41
2003-07-30,490.587
2003-07-31,488.328
2003-08-01,473.631
2003-08-04,470.137
2003-08-05,471.297
2003-08-06,455.051
2003-08-07,455.369
2003-08-08,458.226
2003-08-11,462.181
2003-08-12,464.412
2003-08-13,469.314
2003-08-14,473.362
2003-08-15,469.441
2003-08-18,471.993
2003-08-19,489.446
2003-08-20,492.179
2003-08-21,494.109
2003-08-22,496.482
2003-08-25,489.505
2003-08-26,485.86
2003-08-27,507.663
2003-08-28,513.52
2003-08-29,520.189
2003-09-01,522.042
2003-09-02,513.141
2003-09-03,531.046
2003-09-04,528.943
2003-09-05,527.286
2003-09-08,532.923
2003-09-09,515.143
2003-09-10,494.37
2003-09-11,493.568
2003-09-12,497.086
2003-09-15,500.823
2003-09-16,497.829
2003-09-17,497.409
2003-09-18,504.9
2003-09-19,507.322
2003-09-22,501.491
2003-09-23,495.701
2003-09-24,494.256
2003-09-25,488.538
2003-09-26,492.155
2003-09-29,501.481
2003-09-30,494.012
2003-10-01,504.876
2003-10-02,517.108
2003-10-03,539.797
2003-10-06,533.082
2003-10-07,533.387
2003-10-08,536.036
2003-10-09,548.468
2003-10-10,545.767
2003-10-13,552.397
2003-10-14,543.955
2003-10-15,545.815
2003-10-16,530.459
2003-10-17,542.807
2003-10-20,539.493
2003-10-21,547.392
2003-10-22,543.647
2003-10-23,537.346
2003-10-24,542.232
2003-10-27,536.716
2003-10-28,543.09
2003-10-29,551.584
2003-10-30,547.942
2003-10-31,546.364
2003-11-03,553.184
2003-11-04,550.775
2003-11-05,542.158
2003-11-06,555.744
2003-11-07,564.996
2003-11-10,557.116
2003-11-11,550.306
2003-11-12,563.467
2003-11-13,573.734
2003-11-14,575.08
2003-11-17,561.485
2003-11-18,569.721
2003-11-19,561.63
2003-11-20,567.711
2003-11-21,566.887
2003-11-24,582.255
2003-11-25,571.656
2003-11-26,577.66
2003-11-27,580.606
2003-11-28,580.083
2003-12-01,576.688
2003-12-02,584.817
2003-12-03,587.202
2003-12-04,592.441
2003-12-05,583.407
2003-12-08,575.719
2003-12-09,571.725
2003-12-10,567.643
2003-12-11,566.864
2003-12-12,570.106
2003-12-15,574.87
2003-12-16,562.914
2003-12-17,557.96
2003-12-18,558.585
2003-12-19,559.154
2003-12-22,554.921
2003-12-23,556.788
2003-12-24,558.357
2003-12-25,558.357
2003-12-26,558.133
2003-12-29,551.992
2003-12-30,557.906
2003-12-31,561.601
2004-01-01,561.601
2004-01-02,564.095
2004-01-05,571.031
2004-01-06,574.456
2004-01-07,582.924
2004-01-08,650.119
2004-01-09,663.347
2004-01-12,668.492
2004-01-13,664.367
2004-01-14,670.415
2004-01-15,660.361
2004-01-16,663.576
2004-01-19,668.003
2004-01-20,674.055
2004-01-21,657.929
2004-01-22,684.232
2004-01-23,685.084
2004-01-26,676.471
2004-01-27,681.788
2004-01-28,676.938
2004-01-29,655.512
2004-01-30,659.124
2004-02-02,663.489
2004-02-03,670.699
2004-02-04,659.132
2004-02-05,656.738
2004-02-06,677.296
2004-02-09,686.826
2004-02-10,704.066
2004-02-11,710.576
2004-02-12,724.133
2004-02-13,708.945
2004-02-16,712.154
2004-02-17,720.584
2004-02-18,725.556
2004-02-19,724.798
2004-02-20,709.717
2004-02-23,721.002
2004-02-24,712.252
2004-02-25,699.999
2004-02-26,698.19
2004-02-27,699.744
2004-03-01,703.4
2004-03-02,710.048
2004-03-03,699.078
2004-03-04,718.698
2004-03-05,740.677
2004-03-08,738.83
2004-03-09,721.053
2004-03-10,703.032
2004-03-11,685.212
2004-03-12,678.052
2004-03-15,664.41
2004-03-16,673.451
2004-03-17,679.245
2004-03-18,663.389
2004-03-19,655.536
2004-03-22,635.585
2004-03-23,635.344
2004-03-24,628.384
2004-03-25,644.857
2004-03-26,638.293
2004-03-29,651.856
2004-03-30,652.042
2004-03-31,666.297
2004-04-01,673.07
2004-04-02,686.489
2004-04-05,677.178
2004-04-06,578.378
2004-04-07,565.081
2004-04-08,567.609
2004-04-09,567.609
2004-04-12,566.015
2004-04-13,560.498
2004-04-14,548.488
2004-04-15,540.875
2004-04-16,506.322
2004-04-19,512.654
2004-04-20,514.666
2004-04-21,503.425
2004-04-22,509.275
2004-04-23,510.477
2004-04-26,511.726
2004-04-27,506.956
2004-04-28,495.295
2004-04-29,487.343
2004-04-30,478.023
2004-05-03,479.32
2004-05-04,477.932
2004-05-05,488.296
2004-05-06,477.737
2004-05-07,475.61
2004-05-10,461.834
2004-05-11,461.873
2004-05-12,457.748
2004-05-13,457.299
2004-05-14,447.447
2004-05-17,444.265
2004-05-18,452.132
2004-05-19,463.691
2004-05-20,459.568
2004-05-21,444.741
2004-05-24,448.388
2004-05-25,448.642
2004-05-26,453.444
2004-05-27,469.546
2004-05-28,464.251
2004-05-31,473.652
2004-06-01,464.895
2004-06-02,464.178
2004-06-03,462.002
2004-06-04,472.531
2004-06-07,485.14
2004-06-08,484.049
2004-06-09,482.811
2004-06-10,480.348
2004-06-11,482.98
2004-06-14,477.116
2004-06-15,479.838
2004-06-16,475.613
2004-06-17,472.768
2004-06-18,480.137
2004-06-21,479.568
2004-06-22,473.193
2004-06-23,476.722
2004-06-24,482.685
2004-06-25,481.1
2004-06-28,486.731
2004-06-29,480.677
2004-06-30,490.363
2004-07-01,495.499
2004-07-02,492.296
2004-07-05,489.584
2004-07-06,483.697
2004-07-07,482.6
2004-07-08,486.261
2004-07-09,490.095
2004-07-12,487.522
2004-07-13,483.652
2004-07-14,478.789
2004-07-15,431.134
2004-07-16,427.467
2004-07-19,422.889
2004-07-20,424.078
2004-07-21,425.726
2004-07-22,416.803
2004-07-23,412.153
2004-07-26,411.763
2004-07-27,408.252
2004-07-28,400.077
2004-07-29,409.247
2004-07-30,405.932
2004-08-02,403.126
2004-08-03,408.037
2004-08-04,404.145
2004-08-05,403.419
2004-08-06,395.875
2004-08-09,393.352
2004-08-10,401.278
2004-08-11,393.408
2004-08-12,387.352
2004-08-13,395.109
2004-08-16,400.619
2004-08-17,408.761
2004-08-18,409.029
2004-08-19,415.56
2004-08-20,410.337
2004-08-23,413.169
2004-08-24,407.8
2004-08-25,407.646
2004-08-26,414.478
2004-08-27,411.771
2004-08-30,411.261
2004-08-31,410.23
2004-09-01,412.8
2004-09-02,424.457
2004-09-03,427.359
2004-09-06,432.179
2004-09-07,432.836
2004-09-08,440.034
2004-09-09,462.961
2004-09-10,468.804
2004-09-13,472.95
2004-09-14,471.032
2004-09-15,463.939
2004-09-16,469.397
2004-09-17,474.523
2004-09-20,477.088
2004-09-21,478.771
2004-09-22,474.169
2004-09-23,469.525
2004-09-24,470.234
2004-09-27,467.237
2004-09-28,463.272
2004-09-29,467.015
2004-09-30,472.353
2004-10-01,487.875
2004-10-04,490.864
2004-10-05,490.928
2004-10-06,487.872
2004-10-07,488.933
2004-10-08,484.945
2004-10-11,479.855
2004-10-12,470.619
2004-10-13,479.577
2004-10-14,488.834
2004-10-15,501.746
2004-10-18,498.703
2004-10-19,514.341
2004-10-20,505.512
2004-10-21,508.615
2004-10-22,510.157
2004-10-25,505.119
2004-10-26,502.775
2004-10-27,515.456
2004-10-28,519.801
2004-10-29,520.077
2004-11-01,527.882
2004-11-02,529.898
2004-11-03,535.262
2004-11-04,535.206
2004-11-05,544.737
2004-11-08,542.799
2004-11-09,545.549
2004-11-10,551.289
2004-11-11,560.037
2004-11-12,560.454
2004-11-15,558.43
2004-11-16,554.783
2004-11-17,566.29
2004-11-18,567.483
2004-11-19,561.668
2004-11-22,557.811
2004-11-23,552.895
2004-11-24,557.998
2004-11-25,561.466
2004-11-26,564.82
2004-11-29,564.586
2004-11-30,559.226
2004-12-01,564.976
2004-12-02,575.072
2004-12-03,565.75
2004-12-06,568.119
2004-12-07,566.442
2004-12-08,553.262
2004-12-09,541.998
2004-12-10,538.703
2004-12-13,537.034
2004-12-14,536.128
2004-12-15,542.212
2004-12-16,529.143
2004-12-17,516.759
2004-12-20,528.938
2004-12-21,535.044
2004-12-22,543.067
2004-12-23,550.281
2004-12-24,551.707
2004-12-27,550.211
2004-12-28,550.689
2004-12-29,549.264
2004-12-30,548.273
2004-12-31,546.765
2005-01-03,543.858
2005-01-04,540.722
2005-01-05,535.947
2005-01-06,531.729
2005-01-07,531.045
2005-01-10,540.429
2005-01-11,531.698
2005-01-12,531.024
2005-01-13,525.714
2005-01-14,523.814
2005-01-17,527.798
2005-01-18,521.216
2005-01-19,517.005
2005-01-20,497.784
2005-01-21,493.329
2005-01-24,491.93
2005-01-25,491.112
2005-01-26,502.265
2005-01-27,526.175
2005-01-28,522.83
2005-01-31,530.327
2005-02-01,535.293
2005-02-02,541.578
2005-02-03,539.966
2005-02-04,546.239
2005-02-07,542.183
2005-02-08,544.585
2005-02-09,544.254
2005-02-10,547.194
2005-02-11,552.845
2005-02-14,556.815
2005-02-15,557.374
2005-02-16,552.43
2005-02-17,550.29
2005-02-18,552.327
2005-02-21,551.371
2005-02-22,565.71
2005-02-23,554.007
2005-02-24,556.932
2005-02-25,569.28
2005-02-28,570.234
2005-03-01,567.705
2005-03-02,563.376
2005-03-03,559.894
2005-03-04,566.856
2005-03-07,566.11
2005-03-08,572.154
2005-03-09,571.13
2005-03-10,570.024
2005-03-11,571.335
2005-03-14,568.956
2005-03-15,572.858
2005-03-16,567.386
2005-03-17,569.827
2005-03-18,563.913
2005-03-21,554.811
2005-03-22,555.565
2005-03-23,540.56
2005-03-24,538.435
2005-03-25,538.435
2005-03-28,534.656
2005-03-29,537.462
2005-03-30,538.713
2005-03-31,543.41
2005-04-01,544.988
2005-04-04,529.607
2005-04-05,535.381
2005-04-06,535.687
2005-04-07,545.854
2005-04-08,547.789
2005-04-11,549.22
2005-04-12,539.916
2005-04-13,544.671
2005-04-14,539.33
2005-04-15,528.573
2005-04-18,525.066
2005-04-19,537.646
2005-04-20,547.113
2005-04-21,569.223
2005-04-22,577.399
2005-04-25,573.982
2005-04-26,566.161
2005-04-27,560.005
2005-04-28,559.654
2005-04-29,557.439
2005-05-02,560.033
2005-05-03,562.858
2005-05-04,580.105
2005-05-05,579.41
2005-05-06,590.085
2005-05-09,594.545
2005-05-10,592.525
2005-05-11,585.86
2005-05-12,589.635
2005-05-13,594.813
2005-05-16,597.667
2005-05-17,597.289
2005-05-18,609.786
2005-05-19,610.739
2005-05-20,604.572
2005-05-23,608.911
2005-05-24,609.185
2005-05-25,597.862
2005-05-26,599.152
2005-05-27,600.991
2005-05-30,598.69
2005-05-31,590.159
2005-06-01,599.504
2005-06-02,602.709
2005-06-03,601.69
2005-06-06,594.292
2005-06-07,602.041
2005-06-08,602.688
2005-06-09,591.306
2005-06-10,593.539
2005-06-13,592.797
2005-06-14,597.672
2005-06-15,596.392
2005-06-16,599.977
2005-06-17,603.022
2005-06-20,599.35
2005-06-21,605.974
2005-06-22,611.438
2005-06-23,609.074
2005-06-24,610.919
2005-06-27,597.808
2005-06-28,594.035
2005-06-29,599.07
2005-06-30,591.348
2005-07-01,584.762
2005-07-04,581.213
2005-07-05,585.369
2005-07-06,591.784
2005-07-07,583.235
2005-07-08,594.175
2005-07-11,614.738
2005-07-12,617.417
2005-07-13,622.362
2005-07-14,628.528
2005-07-15,623.487
2005-07-18,623.911
2005-07-19,630.441
2005-07-20,620.007
2005-07-21,572.326
2005-07-22,561.629
2005-07-25,553.577
2005-07-26,557.019
2005-07-27,566.236
2005-07-28,575.411
2005-07-29,574.874
2005-08-01,573.202
2005-08-02,580.234
2005-08-03,584.094
2005-08-04,580.105
2005-08-05,574.772
2005-08-08,581.769
2005-08-09,588.547
2005-08-10,597.895
2005-08-11,588.072
2005-08-12,586.932
2005-08-15,581.295
2005-08-16,577.184
2005-08-17,571.171
2005-08-18,563.514
2005-08-19,565.647
2005-08-22,570.129
2005-08-23,566.497
2005-08-24,567.652
2005-08-25,564.268
2005-08-26,560.844
2005-08-29,562.218
2005-08-30,559.04
2005-08-31,565.942
2005-09-01,577.928
2005-09-02,579.783
2005-09-05,584.039
2005-09-06,586.142
2005-09-07,587.108
2005-09-08,582.314
2005-09-09,591.336
2005-09-12,584.114
2005-09-13,601.548
2005-09-14,605.0
2005-09-15,600.84
2005-09-16,595.349
2005-09-19,593.648
2005-09-20,600.062
2005-09-21,595.954
2005-09-22,592.796
2005-09-23,590.658
2005-09-26,597.295
2005-09-27,590.411
2005-09-28,592.015
2005-09-29,591.322
2005-09-30,607.089
2005-10-03,610.307
2005-10-04,613.4
2005-10-05,607.236
2005-10-06,607.195
2005-10-07,600.352
2005-10-10,599.233
2005-10-11,603.039
2005-10-12,603.049
2005-10-13,591.422
2005-10-14,598.663
2005-10-17,600.563
2005-10-18,597.486
2005-10-19,592.195
2005-10-20,569.295
2005-10-21,570.478
2005-10-24,573.651
2005-10-25,581.069
2005-10-26,581.046
2005-10-27,575.081
2005-10-28,574.042
2005-10-31,589.99
2005-11-01,599.548
2005-11-02,605.082
2005-11-03,610.998
