Date,FINLAND IMI GROWTH IMI (Large+Mid+Small Cap)
2009-10-19,618.262
2009-10-20,611.114
2009-10-21,606.715
2009-10-22,604.98
2009-10-23,602.701
2009-10-26,594.24
2009-10-27,591.367
2009-10-28,580.295
2009-10-29,587.452
2009-10-30,572.172
2009-11-02,579.893
2009-11-03,571.165
2009-11-04,589.219
2009-11-05,591.957
2009-11-06,593.41
2009-11-09,613.882
2009-11-10,605.568
2009-11-11,619.401
2009-11-12,615.723
2009-11-13,616.918
2009-11-16,626.865
2009-11-17,614.63
2009-11-18,628.559
2009-11-19,610.73
2009-11-20,603.188
2009-11-23,619.224
2009-11-24,609.667
2009-11-25,615.159
2009-11-26,593.091
2009-11-27,602.813
2009-11-30,595.35
2009-12-01,612.777
2009-12-02,615.281
2009-12-03,615.053
2009-12-04,612.794
2009-12-07,607.312
2009-12-08,598.468
2009-12-09,594.519
2009-12-10,593.339
2009-12-11,595.849
2009-12-14,596.014
2009-12-15,590.444
2009-12-16,593.631
2009-12-17,582.603
2009-12-18,577.239
2009-12-21,585.822
2009-12-22,589.979
2009-12-23,595.45
2009-12-24,596.468
2009-12-25,596.468
2009-12-28,599.912
2009-12-29,605.263
2009-12-30,602.191
2009-12-31,604.149
2010-01-01,604.149
2010-01-04,618.47
2010-01-05,619.304
2010-01-06,618.059
2010-01-07,616.58
2010-01-08,624.392
2010-01-11,629.061
2010-01-12,619.214
2010-01-13,622.623
2010-01-14,625.944
2010-01-15,617.106
2010-01-18,622.009
2010-01-19,615.427
2010-01-20,605.546
2010-01-21,603.699
2010-01-22,601.66
2010-01-25,601.145
2010-01-26,591.528
2010-01-27,594.84
2010-01-28,590.226
2010-01-29,589.487
2010-02-01,597.005
2010-02-02,602.987
2010-02-03,599.07
2010-02-04,580.401
2010-02-05,563.969
2010-02-08,557.143
2010-02-09,559.718
2010-02-10,560.075
2010-02-11,562.505
2010-02-12,558.418
2010-02-15,559.621
2010-02-16,571.815
2010-02-17,576.257
2010-02-18,579.407
2010-02-19,576.722
2010-02-22,584.04
2010-02-23,581.639
2010-02-24,582.978
2010-02-25,576.278
2010-02-26,587.627
2010-03-01,591.091
2010-03-02,597.392
2010-03-03,610.542
2010-03-04,610.907
2010-03-05,615.271
2010-03-08,619.069
2010-03-09,616.177
2010-03-10,623.886
2010-03-11,624.421
2010-03-12,641.139
2010-03-15,630.123
2010-03-16,641.673
2010-03-17,638.823
2010-03-18,629.003
2010-03-19,619.11
2010-03-22,624.135
2010-03-23,631.527
2010-03-24,622.051
2010-03-25,630.343
2010-03-26,634.472
2010-03-29,636.358
2010-03-30,627.578
2010-03-31,635.529
2010-04-01,646.358
2010-04-02,646.358
2010-04-05,644.877
2010-04-06,645.209
2010-04-07,642.86
2010-04-08,638.155
2010-04-09,645.038
2010-04-12,654.887
2010-04-13,652.33
2010-04-14,656.572
2010-04-15,651.551
2010-04-16,639.369
2010-04-19,632.142
2010-04-20,653.463
2010-04-21,639.268
2010-04-22,633.062
2010-04-23,646.449
2010-04-26,651.445
2010-04-27,632.588
2010-04-28,620.45
2010-04-29,637.605
2010-04-30,649.447
2010-05-03,641.819
2010-05-04,608.473
2010-05-05,587.612
2010-05-06,578.607
2010-05-07,559.218
2010-05-10,613.32
2010-05-11,599.841
2010-05-12,618.03
2010-05-13,612.449
2010-05-14,588.839
2010-05-17,583.282
2010-05-18,590.0
2010-05-19,568.538
2010-05-20,556.713
2010-05-21,563.292
2010-05-24,554.834
2010-05-25,533.038
2010-05-26,547.093
2010-05-27,567.375
2010-05-28,570.912
2010-05-31,566.952
2010-06-01,569.052
2010-06-02,572.087
2010-06-03,579.991
2010-06-04,561.453
2010-06-07,552.173
2010-06-08,550.947
2010-06-09,570.825
2010-06-10,590.014
2010-06-11,589.528
2010-06-14,613.923
2010-06-15,620.34
2010-06-16,616.656
2010-06-17,616.522
2010-06-18,621.314
2010-06-21,625.697
2010-06-22,618.954
2010-06-23,609.147
2010-06-24,597.711
2010-06-25,596.546
2010-06-28,602.086
2010-06-29,573.016
2010-06-30,574.546
2010-07-01,570.737
2010-07-02,580.036
2010-07-05,574.599
2010-07-06,596.32
2010-07-07,595.144
2010-07-08,603.36
2010-07-09,608.145
2010-07-12,607.943
2010-07-13,626.594
2010-07-14,628.962
2010-07-15,630.328
2010-07-16,621.634
2010-07-19,622.042
2010-07-20,617.381
2010-07-21,628.33
2010-07-22,641.182
2010-07-23,648.033
2010-07-26,656.661
2010-07-27,655.932
2010-07-28,657.054
2010-07-29,659.528
2010-07-30,652.865
2010-08-02,677.396
2010-08-03,678.586
2010-08-04,675.793
2010-08-05,685.485
2010-08-06,688.217
2010-08-09,695.516
2010-08-10,675.952
2010-08-11,646.911
2010-08-12,642.632
2010-08-13,648.655
2010-08-16,653.667
2010-08-17,668.424
2010-08-18,667.249
2010-08-19,657.855
2010-08-20,636.303
2010-08-23,635.25
2010-08-24,624.729
2010-08-25,617.15
2010-08-26,628.285
2010-08-27,632.959
2010-08-30,630.539
2010-08-31,638.043
2010-09-01,661.639
2010-09-02,666.389
2010-09-03,670.952
2010-09-06,670.032
2010-09-07,655.037
2010-09-08,665.051
2010-09-09,670.826
2010-09-10,675.459
2010-09-13,689.819
2010-09-14,692.302
2010-09-15,695.965
2010-09-16,699.688
2010-09-17,700.763
2010-09-20,709.8
2010-09-21,715.398
2010-09-22,720.671
2010-09-23,706.367
2010-09-24,727.215
2010-09-27,727.288
2010-09-28,745.349
2010-09-29,751.728
2010-09-30,759.083
2010-10-01,763.672
2010-10-04,753.935
2010-10-05,770.468
2010-10-06,778.586
2010-10-07,782.9
2010-10-08,781.904
2010-10-11,787.937
2010-10-12,783.656
2010-10-13,800.617
2010-10-14,793.611
2010-10-15,781.012
2010-10-18,773.067
2010-10-19,760.696
2010-10-20,780.732
2010-10-21,802.307
2010-10-22,795.175
2010-10-25,807.374
2010-10-26,793.957
2010-10-27,785.541
2010-10-28,780.842
2010-10-29,776.216
2010-11-01,784.444
2010-11-02,790.333
2010-11-03,788.113
2010-11-04,819.773
2010-11-05,809.377
2010-11-08,798.355
2010-11-09,817.207
2010-11-10,799.475
2010-11-11,792.594
2010-11-12,786.241
2010-11-15,792.165
2010-11-16,768.356
2010-11-17,771.45
2010-11-18,789.776
2010-11-19,792.05
2010-11-22,782.143
2010-11-23,760.014
2010-11-24,776.454
2010-11-25,777.311
2010-11-26,766.809
2010-11-29,746.058
2010-11-30,741.168
2010-12-01,763.752
2010-12-02,790.941
2010-12-03,799.589
2010-12-06,793.853
2010-12-07,807.493
2010-12-08,797.583
2010-12-09,782.238
2010-12-10,783.904
2010-12-13,802.946
2010-12-14,803.615
2010-12-15,804.366
2010-12-16,796.787
2010-12-17,792.619
2010-12-20,795.934
2010-12-21,808.243
2010-12-22,808.951
2010-12-23,805.471
2010-12-24,808.646
2010-12-27,806.711
2010-12-28,806.539
2010-12-29,808.603
2010-12-30,811.989
2010-12-31,820.15
2011-01-03,833.626
2011-01-04,825.895
2011-01-05,803.329
2011-01-06,796.667
2011-01-07,796.975
2011-01-10,779.308
2011-01-11,795.69
2011-01-12,813.665
2011-01-13,820.531
2011-01-14,823.601
2011-01-17,814.342
2011-01-18,825.757
2011-01-19,816.121
2011-01-20,795.618
2011-01-21,816.56
2011-01-24,819.295
2011-01-25,823.592
2011-01-26,834.497
2011-01-27,841.056
2011-01-28,835.514
2011-01-31,836.109
2011-02-01,849.668
2011-02-02,834.088
2011-02-03,821.069
2011-02-04,820.838
2011-02-07,831.049
2011-02-08,839.021
2011-02-09,845.55
2011-02-10,837.033
2011-02-11,844.12
2011-02-14,841.682
2011-02-15,834.862
2011-02-16,837.316
2011-02-17,833.593
2011-02-18,844.256
2011-02-21,839.008
2011-02-22,839.804
2011-02-23,824.499
2011-02-24,821.271
2011-02-25,830.066
2011-02-28,843.382
2011-03-01,849.524
2011-03-02,841.399
2011-03-03,855.105
2011-03-04,849.013
2011-03-07,853.901
2011-03-08,849.454
2011-03-09,861.236
2011-03-10,840.372
2011-03-11,826.775
2011-03-14,827.081
2011-03-15,820.205
2011-03-16,808.01
2011-03-17,828.691
2011-03-18,844.363
2011-03-21,870.555
2011-03-22,870.275
2011-03-23,869.242
2011-03-24,885.776
2011-03-25,888.051
2011-03-28,887.19
2011-03-29,886.667
2011-03-30,895.738
2011-03-31,897.622
2011-04-01,908.332
2011-04-04,920.954
2011-04-05,921.116
2011-04-06,929.949
2011-04-07,915.497
2011-04-08,932.275
2011-04-11,936.612
2011-04-12,919.853
2011-04-13,930.243
2011-04-14,921.17
2011-04-15,916.968
2011-04-18,892.492
2011-04-19,913.721
2011-04-20,942.257
2011-04-21,945.216
2011-04-22,945.216
2011-04-25,944.535
2011-04-26,950.872
2011-04-27,954.823
2011-04-28,969.566
2011-04-29,971.713
2011-05-02,975.38
2011-05-03,959.18
2011-05-04,946.68
2011-05-05,921.462
2011-05-06,929.038
2011-05-09,915.175
2011-05-10,930.059
2011-05-11,926.086
2011-05-12,912.638
2011-05-13,910.964
2011-05-16,908.743
2011-05-17,897.569
2011-05-18,905.098
2011-05-19,913.648
2011-05-20,904.58
2011-05-23,879.312
2011-05-24,883.666
2011-05-25,881.414
2011-05-26,879.072
2011-05-27,895.907
2011-05-30,897.158
2011-05-31,914.262
2011-06-01,910.431
2011-06-02,911.346
2011-06-03,906.182
2011-06-06,899.321
2011-06-07,904.241
2011-06-08,878.817
2011-06-09,885.745
2011-06-10,858.437
2011-06-13,854.074
2011-06-14,861.758
2011-06-15,837.689
2011-06-16,820.503
2011-06-17,839.229
2011-06-20,822.394
2011-06-21,843.401
2011-06-22,846.198
2011-06-23,813.72
2011-06-24,814.669
2011-06-27,818.016
2011-06-28,823.219
2011-06-29,858.895
2011-06-30,884.8
2011-07-01,889.275
2011-07-04,896.995
2011-07-05,891.22
2011-07-06,879.412
2011-07-07,893.947
2011-07-08,872.192
2011-07-11,836.187
2011-07-12,824.221
2011-07-13,854.51
2011-07-14,841.648
2011-07-15,822.957
2011-07-18,789.428
2011-07-19,801.911
2011-07-20,813.407
2011-07-21,817.904
2011-07-22,828.367
2011-07-25,825.098
2011-07-26,821.057
2011-07-27,801.369
2011-07-28,779.955
2011-07-29,780.844
2011-08-01,741.822
2011-08-02,713.151
2011-08-03,690.415
2011-08-04,642.181
2011-08-05,636.317
2011-08-08,606.297
2011-08-09,646.169
2011-08-10,628.76
2011-08-11,666.21
2011-08-12,682.68
2011-08-15,705.006
2011-08-16,689.176
2011-08-17,697.001
2011-08-18,640.636
2011-08-19,637.247
2011-08-22,633.232
2011-08-23,635.903
2011-08-24,647.81
2011-08-25,641.53
2011-08-26,643.327
2011-08-29,670.875
2011-08-30,673.087
2011-08-31,701.49
2011-09-01,688.506
2011-09-02,663.571
2011-09-05,628.656
2011-09-06,616.295
2011-09-07,645.026
2011-09-08,644.531
2011-09-09,609.899
2011-09-12,592.073
2011-09-13,595.111
2011-09-14,604.699
2011-09-15,634.442
2011-09-16,642.042
2011-09-19,613.848
2011-09-20,628.03
2011-09-21,621.24
2011-09-22,577.113
2011-09-23,568.257
2011-09-26,567.223
2011-09-27,603.529
2011-09-28,593.641
2011-09-29,603.68
2011-09-30,576.037
2011-10-03,563.026
2011-10-04,534.736
2011-10-05,560.007
2011-10-06,588.462
2011-10-07,588.299
2011-10-10,612.923
2011-10-11,618.163
2011-10-12,645.805
2011-10-13,642.028
2011-10-14,657.636
2011-10-17,629.102
2011-10-18,632.365
2011-10-19,631.603
2011-10-20,613.904
2011-10-21,645.365
2011-10-24,672.789
2011-10-25,671.721
2011-10-26,675.262
2011-10-27,727.266
2011-10-28,723.767
2011-10-31,674.958
2011-11-01,637.793
2011-11-02,659.371
2011-11-03,680.96
2011-11-04,666.509
2011-11-07,667.254
2011-11-08,672.772
2011-11-09,647.405
2011-11-10,638.564
2011-11-11,669.841
2011-11-14,660.177
2011-11-15,645.527
2011-11-16,643.097
2011-11-17,630.007
2011-11-18,621.127
2011-11-21,591.925
2011-11-22,595.362
2011-11-23,579.103
2011-11-24,588.845
2011-11-25,588.723
2011-11-28,632.35
2011-11-29,635.21
2011-11-30,668.525
2011-12-01,658.434
2011-12-02,655.634
2011-12-05,672.068
2011-12-06,667.802
2011-12-07,660.088
2011-12-08,636.728
2011-12-09,639.202
2011-12-12,614.71
2011-12-13,606.4
2011-12-14,580.406
2011-12-15,586.309
2011-12-16,588.635
2011-12-19,585.169
2011-12-20,611.306
2011-12-21,603.59
2011-12-22,614.167
2011-12-23,618.016
2011-12-26,618.016
2011-12-27,615.959
2011-12-28,607.579
2011-12-29,611.776
2011-12-30,619.582
2012-01-02,636.764
2012-01-03,648.006
2012-01-04,634.043
2012-01-05,625.842
2012-01-06,621.977
2012-01-09,622.456
2012-01-10,637.36
2012-01-11,623.471
2012-01-12,634.385
2012-01-13,623.955
2012-01-16,633.792
2012-01-17,647.536
2012-01-18,657.328
2012-01-19,669.301
2012-01-20,666.51
2012-01-23,672.685
2012-01-24,660.419
2012-01-25,658.05
2012-01-26,688.967
2012-01-27,677.883
2012-01-30,664.429
2012-01-31,673.193
2012-02-01,699.782
2012-02-02,705.942
2012-02-03,713.816
2012-02-06,710.967
2012-02-07,715.309
2012-02-08,727.07
2012-02-09,730.115
2012-02-10,721.649
2012-02-13,727.694
2012-02-14,721.515
2012-02-15,724.375
2012-02-16,723.178
2012-02-17,738.323
2012-02-20,758.081
2012-02-21,747.228
2012-02-22,738.926
2012-02-23,741.532
2012-02-24,757.169
2012-02-27,746.76
2012-02-28,745.243
2012-02-29,746.32
2012-03-01,743.062
2012-03-02,740.313
2012-03-05,738.98
2012-03-06,707.246
2012-03-07,722.394
2012-03-08,744.407
2012-03-09,735.201
2012-03-12,739.648
2012-03-13,749.051
2012-03-14,747.495
2012-03-15,753.602
2012-03-16,759.598
2012-03-19,760.347
2012-03-20,742.512
2012-03-21,730.38
2012-03-22,719.211
2012-03-23,732.398
2012-03-26,751.893
2012-03-27,743.356
2012-03-28,731.046
2012-03-29,726.431
2012-03-30,744.962
2012-04-02,751.113
2012-04-03,750.164
2012-04-04,713.706
2012-04-05,718.201
2012-04-06,718.201
2012-04-09,718.613
2012-04-10,697.131
2012-04-11,707.619
2012-04-12,724.956
2012-04-13,711.371
2012-04-16,714.842
2012-04-17,732.5
2012-04-18,726.257
2012-04-19,723.56
2012-04-20,733.717
2012-04-23,710.917
2012-04-24,741.588
2012-04-25,760.266
2012-04-26,753.642
2012-04-27,772.882
2012-04-30,759.493
2012-05-01,758.89
2012-05-02,753.156
2012-05-03,754.957
2012-05-04,740.85
2012-05-07,744.334
2012-05-08,730.591
2012-05-09,724.109
2012-05-10,730.92
2012-05-11,738.519
2012-05-14,707.428
2012-05-15,696.704
2012-05-16,687.916
2012-05-17,686.134
2012-05-18,669.097
2012-05-21,677.963
2012-05-22,692.009
2012-05-23,658.687
2012-05-24,663.273
2012-05-25,657.554
2012-05-28,658.257
2012-05-29,668.086
2012-05-30,646.114
2012-05-31,631.114
2012-06-01,610.861
2012-06-04,608.051
2012-06-05,612.579
2012-06-06,629.992
2012-06-07,641.884
2012-06-08,629.234
2012-06-11,629.261
2012-06-12,626.417
2012-06-13,612.162
2012-06-14,616.968
2012-06-15,633.811
2012-06-18,629.963
2012-06-19,649.161
2012-06-20,657.009
2012-06-21,643.205
2012-06-22,639.608
2012-06-25,618.565
2012-06-26,612.591
2012-06-27,626.338
2012-06-28,621.965
2012-06-29,666.67
2012-07-02,673.582
2012-07-03,682.522
2012-07-04,679.574
2012-07-05,671.149
2012-07-06,652.826
2012-07-09,647.92
2012-07-10,653.578
2012-07-11,649.128
2012-07-12,634.794
2012-07-13,644.942
2012-07-16,650.017
2012-07-17,652.668
2012-07-18,648.295
2012-07-19,644.128
2012-07-20,633.981
2012-07-23,615.748
2012-07-24,612.847
2012-07-25,619.958
2012-07-26,641.812
2012-07-27,657.55
2012-07-30,658.308
2012-07-31,649.157
2012-08-01,640.715
2012-08-02,624.868
2012-08-03,653.857
2012-08-06,668.229
2012-08-07,676.11
2012-08-08,664.404
2012-08-09,669.786
2012-08-10,663.2
2012-08-13,662.551
2012-08-14,664.984
2012-08-15,656.926
2012-08-16,668.617
2012-08-17,669.421
2012-08-20,670.91
2012-08-21,685.088
2012-08-22,672.939
2012-08-23,670.616
2012-08-24,662.218
2012-08-27,665.854
2012-08-28,661.559
2012-08-29,659.595
2012-08-30,654.642
2012-08-31,669.232
2012-09-03,678.47
2012-09-04,665.261
2012-09-05,667.262
2012-09-06,685.025
2012-09-07,712.799
2012-09-10,713.089
2012-09-11,723.488
2012-09-12,734.985
2012-09-13,735.17
2012-09-14,772.229
2012-09-17,760.218
2012-09-18,739.465
2012-09-19,743.231
2012-09-20,728.721
2012-09-21,733.975
2012-09-24,719.559
2012-09-25,735.0
2012-09-26,712.869
2012-09-27,717.093
2012-09-28,712.132
2012-10-01,731.253
2012-10-02,730.385
2012-10-03,722.145
2012-10-04,726.575
2012-10-05,746.094
2012-10-08,735.368
2012-10-09,728.368
2012-10-10,727.196
2012-10-11,734.242
2012-10-12,731.82
2012-10-15,734.491
2012-10-16,732.7
2012-10-17,750.732
2012-10-18,754.994
2012-10-19,745.776
2012-10-22,745.919
2012-10-23,719.053
2012-10-24,726.616
2012-10-25,727.923
2012-10-26,728.489
2012-10-29,731.767
2012-10-30,747.662
2012-10-31,744.323
2012-11-01,755.271
2012-11-02,759.447
2012-11-05,747.584
2012-11-06,744.45
2012-11-07,729.465
2012-11-08,727.542
2012-11-09,724.331
2012-11-12,722.524
2012-11-13,716.952
2012-11-14,718.987
2012-11-15,713.975
2012-11-16,703.323
2012-11-19,728.811
2012-11-20,730.097
2012-11-21,734.798
2012-11-22,744.879
2012-11-23,751.756
2012-11-26,748.232
2012-11-27,745.449
2012-11-28,742.768
2012-11-29,757.399
2012-11-30,761.786
2012-12-03,771.381
2012-12-04,773.545
2012-12-05,774.322
2012-12-06,769.493
2012-12-07,773.056
2012-12-10,761.11
2012-12-11,772.888
2012-12-12,770.749
2012-12-13,766.104
2012-12-14,768.484
2012-12-17,769.864
2012-12-18,775.602
2012-12-19,774.865
2012-12-20,771.579
2012-12-21,764.787
2012-12-24,765.978
2012-12-25,765.978
2012-12-26,767.545
2012-12-27,766.778
2012-12-28,761.3
2012-12-31,759.169
2013-01-01,759.169
2013-01-02,795.235
2013-01-03,789.681
2013-01-04,788.151
2013-01-07,790.501
2013-01-08,784.839
2013-01-09,785.84
2013-01-10,788.705
2013-01-11,796.477
2013-01-14,796.604
2013-01-15,798.483
2013-01-16,809.717
2013-01-17,819.128
2013-01-18,815.006
2013-01-21,828.547
2013-01-22,832.989
2013-01-23,830.628
2013-01-24,829.121
2013-01-25,838.133
2013-01-28,836.211
2013-01-29,841.545
2013-01-30,857.61
2013-01-31,845.944
2013-02-01,870.046
2013-02-04,852.472
2013-02-05,853.53
2013-02-06,861.868
2013-02-07,856.222
2013-02-08,873.791
2013-02-11,870.669
2013-02-12,881.178
2013-02-13,885.216
2013-02-14,882.738
2013-02-15,889.463
2013-02-18,883.137
2013-02-19,890.927
2013-02-20,892.24
2013-02-21,862.124
2013-02-22,862.191
2013-02-25,864.259
2013-02-26,845.14
2013-02-27,850.834
2013-02-28,851.219
2013-03-01,847.513
2013-03-04,844.234
2013-03-05,858.006
2013-03-06,855.079
2013-03-07,858.211
2013-03-08,853.671
2013-03-11,852.323
2013-03-12,856.761
2013-03-13,850.264
2013-03-14,854.511
2013-03-15,858.214
2013-03-18,850.923
2013-03-19,846.398
2013-03-20,856.772
2013-03-21,841.803
2013-03-22,835.526
2013-03-25,830.046
2013-03-26,829.322
2013-03-27,810.617
2013-03-28,826.975
2013-03-29,826.975
2013-04-01,827.361
2013-04-02,837.503
2013-04-03,844.583
2013-04-04,831.737
2013-04-05,825.914
2013-04-08,817.309
2013-04-09,819.587
2013-04-10,834.756
2013-04-11,850.471
2013-04-12,840.771
2013-04-15,822.541
2013-04-16,817.875
2013-04-17,804.745
2013-04-18,811.604
2013-04-19,818.498
2013-04-22,814.344
2013-04-23,857.023
2013-04-24,862.141
2013-04-25,885.183
2013-04-26,884.433
2013-04-29,895.339
2013-04-30,893.464
2013-05-01,894.074
2013-05-02,873.995
2013-05-03,884.527
2013-05-06,882.968
2013-05-07,886.784
2013-05-08,903.653
2013-05-09,898.268
2013-05-10,905.523
2013-05-13,904.592
2013-05-14,914.646
2013-05-15,912.272
2013-05-16,908.989
2013-05-17,891.924
2013-05-20,902.495
2013-05-21,906.548
2013-05-22,907.455
2013-05-23,882.835
2013-05-24,883.621
2013-05-27,883.184
2013-05-28,887.717
2013-05-29,883.099
2013-05-30,885.47
2013-05-31,872.463
2013-06-03,871.359
2013-06-04,868.611
2013-06-05,848.681
2013-06-06,853.744
2013-06-07,857.86
2013-06-10,858.807
2013-06-11,847.256
2013-06-12,856.302
2013-06-13,858.693
2013-06-14,867.0
2013-06-17,869.225
2013-06-18,870.75
2013-06-19,868.306
2013-06-20,836.963
2013-06-21,834.518
2013-06-24,797.487
2013-06-25,802.198
2013-06-26,805.218
2013-06-27,811.726
2013-06-28,806.35
2013-07-01,813.507
2013-07-02,815.535
2013-07-03,803.007
2013-07-04,817.954
2013-07-05,812.884
2013-07-08,822.407
2013-07-09,829.726
2013-07-10,834.275
2013-07-11,857.687
2013-07-12,856.69
2013-07-15,840.05
2013-07-16,836.2
2013-07-17,845.672
2013-07-18,841.388
2013-07-19,825.082
2013-07-22,817.821
2013-07-23,828.668
2013-07-24,833.771
2013-07-25,829.654
2013-07-26,827.881
2013-07-29,820.304
2013-07-30,821.944
2013-07-31,816.267
2013-08-01,840.31
2013-08-02,840.795
2013-08-05,841.034
2013-08-06,842.606
2013-08-07,830.754
2013-08-08,850.76
2013-08-09,865.762
2013-08-12,873.766
2013-08-13,867.758
2013-08-14,874.532
2013-08-15,867.864
2013-08-16,883.547
2013-08-19,886.707
2013-08-20,886.669
2013-08-21,883.004
2013-08-22,892.5
2013-08-23,901.744
2013-08-26,901.216
2013-08-27,890.492
2013-08-28,880.728
2013-08-29,878.23
2013-08-30,867.352
2013-09-02,884.841
2013-09-03,881.843
2013-09-04,886.865
2013-09-05,887.035
2013-09-06,895.083
2013-09-09,908.03
2013-09-10,923.992
2013-09-11,939.055
2013-09-12,925.943
2013-09-13,923.535
2013-09-16,932.539
2013-09-17,923.902
2013-09-18,922.569
2013-09-19,944.831
2013-09-20,950.009
2013-09-23,941.783
2013-09-24,938.027
2013-09-25,930.8
2013-09-26,928.293
2013-09-27,937.454
2013-09-30,923.241
2013-10-01,930.76
2013-10-02,929.699
2013-10-03,932.026
2013-10-04,918.247
2013-10-07,905.487
2013-10-08,904.43
2013-10-09,893.508
2013-10-10,905.084
2013-10-11,899.803
2013-10-14,897.619
2013-10-15,890.886
2013-10-16,891.549
2013-10-17,890.372
2013-10-18,903.822
2013-10-21,917.853
2013-10-22,904.556
2013-10-23,897.427
2013-10-24,902.878
2013-10-25,905.212
2013-10-28,902.635
2013-10-29,899.614
2013-10-30,902.833
2013-10-31,900.017
2013-11-01,888.8
2013-11-04,904.715
2013-11-05,903.027
2013-11-06,918.88
2013-11-07,910.431
2013-11-08,911.242
2013-11-11,917.05
2013-11-12,908.281
2013-11-13,899.484
2013-11-14,914.107
2013-11-15,921.456
2013-11-18,926.048
2013-11-19,924.827
2013-11-20,931.421
2013-11-21,933.843
2013-11-22,937.898
2013-11-25,939.072
2013-11-26,935.118
2013-11-27,940.243
2013-11-28,942.559
2013-11-29,935.532
2013-12-02,923.845
2013-12-03,902.181
2013-12-04,900.628
2013-12-05,903.156
2013-12-06,904.974
2013-12-09,917.849
2013-12-10,909.824
2013-12-11,905.727
2013-12-12,885.658
2013-12-13,883.195
2013-12-16,888.662
2013-12-17,880.93
2013-12-18,897.152
2013-12-19,904.404
2013-12-20,913.668
2013-12-23,921.896
2013-12-24,919.239
2013-12-25,919.239
2013-12-26,920.954
2013-12-27,942.553
2013-12-30,937.289
2013-12-31,934.914
2014-01-01,934.914
2014-01-02,923.412
2014-01-03,927.152
2014-01-06,929.127
2014-01-07,922.249
2014-01-08,918.535
2014-01-09,931.084
2014-01-10,940.251
2014-01-13,942.53
2014-01-14,938.361
2014-01-15,942.275
2014-01-16,945.517
2014-01-17,940.948
2014-01-20,939.656
2014-01-21,932.85
2014-01-22,935.141
2014-01-23,910.602
2014-01-24,893.573
2014-01-27,885.409
2014-01-28,888.651
2014-01-29,890.02
2014-01-30,881.101
2014-01-31,861.113
2014-02-03,856.454
2014-02-04,858.755
2014-02-05,865.332
2014-02-06,892.48
2014-02-07,902.204
2014-02-10,917.593
2014-02-11,930.505
2014-02-12,915.749
2014-02-13,920.581
2014-02-14,919.352
2014-02-17,920.835
2014-02-18,928.15
2014-02-19,926.15
2014-02-20,922.147
2014-02-21,932.689
2014-02-24,934.99
2014-02-25,942.579
2014-02-26,930.294
2014-02-27,930.993
2014-02-28,941.56
2014-03-03,910.42
2014-03-04,931.556
2014-03-05,930.198
2014-03-06,945.693
2014-03-07,937.072
2014-03-10,926.961
2014-03-11,926.894
2014-03-12,907.411
2014-03-13,896.43
2014-03-14,903.636
2014-03-17,915.837
2014-03-18,924.67
2014-03-19,914.369
2014-03-20,894.442
2014-03-21,886.481
2014-03-24,873.811
2014-03-25,887.341
2014-03-26,904.023
2014-03-27,895.189
2014-03-28,912.171
2014-03-31,916.0
2014-04-01,932.403
2014-04-02,938.601
2014-04-03,940.142
2014-04-04,939.82
2014-04-07,921.228
2014-04-08,939.254
2014-04-09,948.547
2014-04-10,946.377
2014-04-11,926.854
2014-04-14,912.035
2014-04-15,900.268
2014-04-16,908.776
2014-04-17,916.15
2014-04-18,916.15
2014-04-21,914.064
2014-04-22,931.499
2014-04-23,927.578
2014-04-24,924.227
2014-04-25,917.169
2014-04-28,909.366
2014-04-29,921.062
2014-04-30,931.232
2014-05-01,931.232
2014-05-02,926.054
2014-05-05,922.842
2014-05-06,920.01
2014-05-07,921.459
2014-05-08,930.15
2014-05-09,921.236
2014-05-12,932.628
2014-05-13,939.275
2014-05-14,937.18
2014-05-15,924.581
2014-05-16,915.271
2014-05-19,923.58
2014-05-20,930.509
2014-05-21,937.836
2014-05-22,945.844
2014-05-23,945.698
2014-05-26,947.58
2014-05-27,942.783
2014-05-28,938.252
2014-05-29,939.494
2014-05-30,945.962
2014-06-02,946.08
2014-06-03,935.957
2014-06-04,933.737
2014-06-05,937.452
2014-06-06,943.54
2014-06-09,937.74
2014-06-10,940.547
2014-06-11,939.101
2014-06-12,946.785
2014-06-13,942.057
2014-06-16,939.526
2014-06-17,940.206
2014-06-18,953.802
2014-06-19,958.065
2014-06-20,954.094
2014-06-23,960.443
2014-06-24,946.261
2014-06-25,939.072
2014-06-26,933.068
2014-06-27,934.22
2014-06-30,928.85
2014-07-01,933.184
2014-07-02,933.695
2014-07-03,948.616
2014-07-04,938.49
2014-07-07,930.878
2014-07-08,910.383
2014-07-09,918.455
2014-07-10,913.329
2014-07-11,908.54
2014-07-14,923.534
2014-07-15,908.378
2014-07-16,923.324
2014-07-17,921.17
2014-07-18,935.34
2014-07-21,942.612
2014-07-22,940.765
2014-07-23,948.335
2014-07-24,977.948
2014-07-25,973.305
2014-07-28,965.166
2014-07-29,967.265
2014-07-30,959.38
2014-07-31,943.526
2014-08-01,935.825
2014-08-04,935.334
2014-08-05,941.686
2014-08-06,926.851
2014-08-07,923.474
2014-08-08,910.79
2014-08-11,925.246
2014-08-12,921.146
2014-08-13,928.401
2014-08-14,929.789
2014-08-15,923.324
2014-08-18,932.231
2014-08-19,942.754
2014-08-20,956.531
2014-08-21,965.207
2014-08-22,954.526
2014-08-25,957.337
2014-08-26,959.936
2014-08-27,957.604
2014-08-28,947.599
