Date,KOKUSAI INDEX (WORLD ex JP) IMI IMI (Large+Mid+Small Cap)
2008-05-30,960.621
2008-06-30,882.518
2008-07-31,862.685
2008-08-29,854.707
2008-09-30,750.617
2008-10-31,600.671
2008-11-28,555.938
2008-12-31,572.19
2009-01-30,521.162
2009-02-27,469.341
2009-03-31,508.51
2009-04-30,570.436
2009-05-29,620.769
2009-06-30,617.049
2009-07-31,673.16
2009-08-31,702.701
2009-09-30,737.374
2009-10-30,722.798
2009-11-30,755.226
2009-12-31,772.766
2010-01-29,737.568
2010-02-26,749.071
2010-03-31,798.174
2010-04-30,802.466
2010-05-31,724.058
2010-06-30,696.424
2010-07-30,756.547
2010-08-31,726.069
2010-09-30,800.117
2010-10-29,832.007
2010-11-30,813.526
2010-12-31,875.315
2011-01-31,895.202
2011-02-28,926.318
2011-03-31,928.245
2011-04-29,970.657
2011-05-31,950.119
2011-06-30,931.105
2011-07-29,908.376
2011-08-31,843.157
2011-09-30,760.461
2011-10-31,850.664
2011-11-30,831.452
2011-12-30,829.18
2012-01-31,874.381
2012-02-29,917.056
2012-03-30,928.137
2012-04-30,919.881
2012-05-31,840.251
2012-06-29,881.333
2012-07-31,894.012
2012-08-31,920.423
2012-09-28,946.975
2012-10-31,941.788
2012-11-30,952.731
2012-12-31,969.618
2013-01-31,1021.326
2013-02-28,1021.448
2013-03-29,1043.978
2013-04-30,1068.418
2013-05-31,1077.19
2013-06-28,1046.935
2013-07-31,1108.762
2013-08-30,1085.391
2013-09-30,1138.609
2013-10-31,1186.413
2013-11-29,1208.283
2013-12-31,1235.858
2014-01-31,1192.991
2014-02-28,1259.915
2014-03-31,1261.985
2014-04-30,1273.807
2014-05-30,1295.103
2014-06-30,1318.026
2014-07-31,1289.446
2014-08-29,1324.656
2014-09-30,1281.056
2014-10-31,1293.915
2014-11-28,1319.153
2014-12-31,1301.314
2015-01-30,1272.679
2015-02-27,1348.045
2015-03-31,1326.368
2015-04-30,1353.471
2015-05-29,1359.07
2015-06-30,1328.77
2015-07-31,1350.159
2015-08-31,1261.796
2015-09-30,1217.471
2015-10-30,1308.135
2015-11-30,1304.853
2015-12-31,1277.601
2016-01-29,1200.352
2016-02-29,1195.962
2016-03-31,1282.033
2016-04-29,1299.994
2016-05-31,1310.356
2016-06-30,1295.479
2016-07-29,1350.028
2016-08-31,1351.834
2016-09-30,1358.587
2016-10-31,1324.158
2016-11-30,1354.679
2016-12-30,1388.844
2017-01-31,1420.282
2017-02-28,1460.213
2017-03-31,1477.085
2017-04-28,1500.581
2017-05-31,1527.508
2017-06-30,1535.018
2017-07-31,1571.861
2017-08-31,1573.373
2017-09-29,1613.234
2017-10-31,1638.591
2017-11-30,1672.584
2017-12-29,1696.465
2018-01-31,1782.957
2018-02-28,1704.482
2018-03-30,1672.427
2018-04-30,1692.099
2018-05-31,1710.541
2018-06-29,1713.514
2018-07-31,1767.13
2018-08-31,1793.558
2018-09-28,1794.364
2018-10-31,1658.049
2018-11-30,1676.226
2018-12-31,1543.824
2019-01-31,1672.255
2019-02-28,1729.019
2019-03-29,1748.099
2019-04-30,1812.755
2019-05-31,1703.156
2019-06-28,1818.54
2019-07-31,1828.013
2019-08-30,1785.415
2019-09-30,1820.132
2019-10-31,1862.814
2019-11-29,1919.82
2019-12-31,1980.342
2020-01-31,1964.532
2020-02-28,1798.684
2020-03-31,1532.298
2020-04-30,1712.729
2020-05-29,1797.963
2020-06-30,1850.26
2020-07-31,1947.928
2020-08-31,2074.041
2020-09-30,1996.796
2020-10-30,1940.779
2020-11-30,2197.787
2020-12-31,2300.162
2021-01-29,2286.701
2021-02-26,2355.442
2021-03-31,2433.547
2021-04-30,2556.956
2021-05-31,2592.295
2021-06-30,2629.449
2021-07-30,2673.507
2021-08-31,2738.75
2021-09-30,2615.159
2021-10-29,2775.234
2021-11-30,2706.446
2021-12-31,2824.832
2022-01-31,2666.708
2022-02-28,2604.938
2022-03-31,2677.5
2022-04-29,2457.285
2022-05-31,2455.828
2022-06-30,2236.591
2022-07-29,2421.309
2022-08-31,2319.932
2022-09-30,2102.204
2022-10-31,2262.692
2022-11-30,2413.752
2022-12-30,2305.236
2023-01-31,2476.897
2023-02-28,2420.807
2023-03-31,2477.045
2023-04-28,2517.345
2023-05-31,2483.002
2023-06-30,2638.06
2023-07-31,2731.691
2023-08-31,2661.326
2023-09-29,2539.73
2023-10-31,2459.515
2023-11-30,2692.087
2023-12-29,2839.198
2024-01-31,2854.855
2024-02-29,2976.461
2024-03-29,3074.559
2024-04-30,2957.855
2024-05-31,3097.216
2024-06-28,3152.665
2024-07-31,3215.833
2024-08-30,3297.704
2024-09-30,3362.216
2024-10-31,3298.076
2024-11-29,3464.543
2024-12-31,3356.747
2025-01-31,3479.087
2025-02-28,3445.24
2025-03-31,3283.388
2025-04-30,3302.573
2025-05-30,3502.207
