Date,KOKUSAI INDEX (WORLD ex JP) IMI IMI (Large+Mid+Small Cap)
2001-12-31,526.019
2002-01-01,526.018
2002-01-02,527.993
2002-01-03,533.684
2002-01-04,535.9
2002-01-07,532.234
2002-01-08,529.975
2002-01-09,528.132
2002-01-10,527.4
2002-01-11,524.65
2002-01-14,519.319
2002-01-15,521.788
2002-01-16,513.515
2002-01-17,517.88
2002-01-18,514.37
2002-01-21,513.653
2002-01-22,511.278
2002-01-23,515.041
2002-01-24,517.374
2002-01-25,514.863
2002-01-28,515.393
2002-01-29,505.401
2002-01-30,506.528
2002-01-31,512.703
2002-02-01,510.895
2002-02-04,502.392
2002-02-05,498.724
2002-02-06,494.882
2002-02-07,494.805
2002-02-08,500.416
2002-02-11,507.228
2002-02-12,505.597
2002-02-13,509.055
2002-02-14,509.571
2002-02-15,505.534
2002-02-18,504.268
2002-02-19,496.009
2002-02-20,498.623
2002-02-21,495.196
2002-02-22,496.886
2002-02-25,503.115
2002-02-26,504.274
2002-02-27,506.115
2002-02-28,505.163
2002-03-01,513.772
2002-03-04,524.769
2002-03-05,522.69
2002-03-06,528.964
2002-03-07,530.087
2002-03-08,532.416
2002-03-11,532.594
2002-03-12,529.452
2002-03-13,526.916
2002-03-14,528.311
2002-03-15,533.215
2002-03-18,534.416
2002-03-19,536.434
2002-03-20,530.753
2002-03-21,530.915
2002-03-22,529.835
2002-03-25,523.431
2002-03-26,525.309
2002-03-27,526.955
2002-03-28,529.571
2002-03-29,529.57
2002-04-01,530.842
2002-04-02,527.234
2002-04-03,523.542
2002-04-04,522.662
2002-04-05,521.611
2002-04-08,519.591
2002-04-09,518.285
2002-04-10,523.821
2002-04-11,515.135
2002-04-12,517.885
2002-04-15,517.064
2002-04-16,527.164
2002-04-17,527.944
2002-04-18,527.058
2002-04-19,527.475
2002-04-22,521.36
2002-04-23,519.212
2002-04-24,517.14
2002-04-25,516.152
2002-04-26,511.168
2002-04-29,508.143
2002-04-30,512.57
2002-05-01,515.698
2002-05-02,514.526
2002-05-03,512.351
2002-05-06,506.516
2002-05-07,503.008
2002-05-08,516.521
2002-05-09,511.396
2002-05-10,505.705
2002-05-13,512.075
2002-05-14,519.044
2002-05-15,520.005
2002-05-16,521.117
2002-05-17,524.961
2002-05-20,520.254
2002-05-21,515.682
2002-05-22,516.27
2002-05-23,518.782
2002-05-24,515.455
2002-05-27,515.132
2002-05-28,513.163
2002-05-29,510.955
2002-05-30,509.091
2002-05-31,510.482
2002-06-03,501.682
2002-06-04,499.474
2002-06-05,500.216
2002-06-06,494.45
2002-06-07,492.434
2002-06-10,493.246
2002-06-11,488.66
2002-06-12,487.923
2002-06-13,482.832
2002-06-14,478.82
2002-06-17,491.323
2002-06-18,491.487
2002-06-19,485.019
2002-06-20,479.104
2002-06-21,474.401
2002-06-24,472.782
2002-06-25,469.656
2002-06-26,468.187
2002-06-27,474.19
2002-06-28,479.365
2002-07-01,472.779
2002-07-02,461.464
2002-07-03,458.187
2002-07-04,460.636
2002-07-05,475.772
2002-07-08,473.51
2002-07-09,465.79
2002-07-10,451.524
2002-07-11,447.971
2002-07-12,446.514
2002-07-15,440.489
2002-07-16,436.401
2002-07-17,441.521
2002-07-18,435.912
2002-07-19,421.007
2002-07-22,405.085
2002-07-23,393.442
2002-07-24,405.272
2002-07-25,409.008
2002-07-26,412.796
2002-07-29,433.115
2002-07-30,435.411
2002-07-31,437.466
2002-08-01,424.784
2002-08-02,418.408
2002-08-05,405.471
2002-08-06,414.938
2002-08-07,419.767
2002-08-08,432.405
2002-08-09,435.664
2002-08-12,432.578
2002-08-13,427.837
2002-08-14,436.546
2002-08-15,442.887
2002-08-16,444.071
2002-08-19,453.001
2002-08-20,447.359
2002-08-21,453.249
2002-08-22,458.829
2002-08-23,450.344
2002-08-26,452.016
2002-08-27,450.795
2002-08-28,440.85
2002-08-29,439.525
2002-08-30,439.488
2002-09-02,437.852
2002-09-03,422.926
2002-09-04,427.888
2002-09-05,422.52
2002-09-06,429.98
2002-09-09,430.758
2002-09-10,434.709
2002-09-11,436.966
2002-09-12,426.411
2002-09-13,425.19
2002-09-16,424.182
2002-09-17,417.417
2002-09-18,412.6
2002-09-19,402.942
2002-09-20,403.61
2002-09-23,395.945
2002-09-24,389.609
2002-09-25,397.349
2002-09-26,406.596
2002-09-27,398.441
2002-09-30,391.394
2002-10-01,401.776
2002-10-02,398.449
2002-10-03,394.246
2002-10-04,385.348
2002-10-07,378.738
2002-10-08,380.377
2002-10-09,373.152
2002-10-10,383.702
2002-10-11,398.842
2002-10-14,399.905
2002-10-15,418.55
2002-10-16,410.079
2002-10-17,419.511
2002-10-18,420.362
2002-10-21,425.434
2002-10-22,421.616
2002-10-23,420.409
2002-10-24,419.05
2002-10-25,423.418
2002-10-28,423.373
2002-10-29,416.119
2002-10-30,421.617
2002-10-31,422.937
2002-11-01,427.185
2002-11-04,433.753
2002-11-05,436.603
2002-11-06,438.07
2002-11-07,430.664
2002-11-08,427.083
2002-11-11,419.877
2002-11-12,423.719
2002-11-13,422.283
2002-11-14,430.946
2002-11-15,433.909
2002-11-18,432.594
2002-11-19,430.925
2002-11-20,435.329
2002-11-21,445.242
2002-11-22,444.676
2002-11-25,443.96
2002-11-26,435.589
2002-11-27,445.663
2002-11-28,447.593
2002-11-29,446.416
2002-12-02,446.455
2002-12-03,439.635
2002-12-04,438.063
2002-12-05,433.628
2002-12-06,435.611
2002-12-09,426.626
2002-12-10,431.137
2002-12-11,432.515
2002-12-12,431.032
2002-12-13,426.356
2002-12-16,435.474
2002-12-17,432.671
2002-12-18,426.244
2002-12-19,423.804
2002-12-20,428.601
2002-12-23,429.753
2002-12-24,428.797
2002-12-25,428.795
2002-12-26,428.331
2002-12-27,421.12
2002-12-30,423.69
2002-12-31,425.435
2003-01-01,425.435
2003-01-02,436.63
2003-01-03,437.881
2003-01-06,445.546
2003-01-07,441.893
2003-01-08,435.664
2003-01-09,442.782
2003-01-10,444.083
2003-01-13,444.054
2003-01-14,446.491
2003-01-15,440.926
2003-01-16,439.733
2003-01-17,433.904
2003-01-20,432.348
2003-01-21,426.774
2003-01-22,422.286
2003-01-23,424.888
2003-01-24,416.726
2003-01-27,408.131
2003-01-28,411.445
2003-01-29,413.932
2003-01-30,409.758
2003-01-31,413.172
2003-02-03,416.292
2003-02-04,410.606
2003-02-05,410.831
2003-02-06,406.498
2003-02-07,402.62
2003-02-10,403.211
2003-02-11,403.132
2003-02-12,397.972
2003-02-13,397.687
2003-02-14,403.753
2003-02-17,405.488
2003-02-18,411.296
2003-02-19,407.637
2003-02-20,405.567
2003-02-21,409.873
2003-02-24,403.623
2003-02-25,401.796
2003-02-26,398.485
2003-02-27,401.793
2003-02-28,405.153
2003-03-03,404.639
2003-03-04,398.908
2003-03-05,400.635
2003-03-06,397.385
2003-03-07,397.629
2003-03-10,388.82
2003-03-11,386.502
2003-03-12,383.397
2003-03-13,396.087
2003-03-14,399.739
2003-03-17,411.378
2003-03-18,412.889
2003-03-19,416.132
2003-03-20,416.925
2003-03-21,425.834
2003-03-24,412.626
2003-03-25,417.471
2003-03-26,416.149
2003-03-27,414.372
2003-03-28,413.094
2003-03-31,406.261
2003-04-01,410.617
2003-04-02,420.056
2003-04-03,419.218
2003-04-04,420.791
2003-04-07,424.521
2003-04-08,422.553
2003-04-09,419.167
2003-04-10,420.2
2003-04-11,419.687
2003-04-14,426.295
2003-04-15,430.266
2003-04-16,426.86
2003-04-17,432.547
2003-04-18,432.546
2003-04-21,431.509
2003-04-22,439.608
2003-04-23,443.733
2003-04-24,440.262
2003-04-25,434.92
2003-04-28,442.403
2003-04-29,443.46
2003-04-30,445.198
2003-05-01,445.968
2003-05-02,450.869
2003-05-05,452.035
2003-05-06,457.1
2003-05-07,454.388
2003-05-08,449.835
2003-05-09,455.458
2003-05-12,460.33
2003-05-13,459.697
2003-05-14,459.358
2003-05-15,462.787
2003-05-16,463.614
2003-05-19,454.057
2003-05-20,453.917
2003-05-21,454.693
2003-05-22,459.063
2003-05-23,460.365
2003-05-26,460.818
2003-05-27,467.386
2003-05-28,469.207
2003-05-29,469.808
2003-05-30,473.924
2003-06-02,477.676
2003-06-03,477.788
2003-06-04,483.948
2003-06-05,487.056
2003-06-06,487.673
2003-06-09,482.309
2003-06-10,484.921
2003-06-11,492.244
2003-06-12,493.6
2003-06-13,489.273
2003-06-16,498.913
2003-06-17,500.594
2003-06-18,499.29
2003-06-19,492.145
2003-06-20,492.403
2003-06-23,484.191
2003-06-24,483.595
2003-06-25,483.046
2003-06-26,484.691
2003-06-27,482.08
2003-06-30,480.562
2003-07-01,481.861
2003-07-02,487.625
2003-07-03,486.334
2003-07-04,485.533
2003-07-07,492.895
2003-07-08,493.489
2003-07-09,491.295
2003-07-10,485.817
2003-07-11,489.857
2003-07-14,494.196
2003-07-15,491.063
2003-07-16,488.05
2003-07-17,481.844
2003-07-18,485.779
2003-07-21,481.487
2003-07-22,485.337
2003-07-23,486.985
2003-07-24,487.91
2003-07-25,492.76
2003-07-28,493.799
2003-07-29,491.385
2003-07-30,489.838
2003-07-31,490.648
2003-08-01,486.281
2003-08-04,486.671
2003-08-05,482.095
2003-08-06,480.646
2003-08-07,483.478
2003-08-08,485.049
2003-08-11,487.15
2003-08-12,491.046
2003-08-13,490.254
2003-08-14,493.495
2003-08-15,493.988
2003-08-18,497.428
2003-08-19,498.059
2003-08-20,497.826
2003-08-21,498.573
2003-08-22,494.266
2003-08-25,493.644
2003-08-26,492.987
2003-08-27,494.617
2003-08-28,497.659
2003-08-29,499.567
2003-09-01,501.214
2003-09-02,504.885
2003-09-03,508.365
2003-09-04,509.857
2003-09-05,508.895
2003-09-08,514.135
2003-09-09,510.966
2003-09-10,505.196
2003-09-11,507.296
2003-09-12,508.803
2003-09-15,508.088
2003-09-16,512.842
2003-09-17,513.25
2003-09-18,518.818
2003-09-19,518.151
2003-09-22,513.055
2003-09-23,514.818
2003-09-24,508.692
2003-09-25,505.479
2003-09-26,501.125
2003-09-29,504.405
2003-09-30,500.293
2003-10-01,510.377
2003-10-02,512.272
2003-10-03,518.282
2003-10-06,520.152
2003-10-07,522.21
2003-10-08,520.952
2003-10-09,524.517
2003-10-10,524.938
2003-10-13,528.562
2003-10-14,529.834
2003-10-15,529.625
2003-10-16,531.288
2003-10-17,526.401
2003-10-20,528.298
2003-10-21,529.91
2003-10-22,523.553
2003-10-23,522.594
2003-10-24,521.513
2003-10-27,523.442
2003-10-28,529.184
2003-10-29,530.854
2003-10-30,531.613
2003-10-31,531.873
2003-11-03,535.3
2003-11-04,533.527
2003-11-05,532.429
2003-11-06,534.281
2003-11-07,535.337
2003-11-10,532.14
2003-11-11,530.824
2003-11-12,537.609
2003-11-13,539.421
2003-11-14,538.063
2003-11-17,532.739
2003-11-18,531.187
2003-11-19,533.23
2003-11-20,530.233
2003-11-21,531.396
2003-11-24,537.803
2003-11-25,539.325
2003-11-26,542.392
2003-11-27,542.796
2003-11-28,543.684
2003-12-01,550.063
2003-12-02,550.285
2003-12-03,550.441
2003-12-04,550.656
2003-12-05,548.068
2003-12-08,550.893
2003-12-09,548.417
2003-12-10,546.636
2003-12-11,550.623
2003-12-12,553.516
2003-12-15,551.791
2003-12-16,553.259
2003-12-17,554.514
2003-12-18,560.222
2003-12-19,560.203
2003-12-22,562.006
2003-12-23,564.277
2003-12-24,564.806
2003-12-25,564.807
2003-12-26,565.527
2003-12-29,571.387
2003-12-30,573.08
2003-12-31,574.93
2004-01-01,574.931
2004-01-02,576.098
2004-01-05,583.149
2004-01-06,584.978
2004-01-07,584.438
2004-01-08,588.536
2004-01-09,586.954
2004-01-12,588.09
2004-01-13,586.468
2004-01-14,589.344
2004-01-15,588.493
2004-01-16,590.075
2004-01-19,590.235
2004-01-20,593.32
2004-01-21,597.477
2004-01-22,597.61
2004-01-23,596.463
2004-01-26,598.423
2004-01-27,595.833
2004-01-28,590.601
2004-01-29,586.524
2004-01-30,586.272
2004-02-02,587.97
2004-02-03,589.538
2004-02-04,584.559
2004-02-05,586.427
2004-02-06,594.555
2004-02-09,596.328
2004-02-10,598.84
2004-02-11,602.985
2004-02-12,603.579
2004-02-13,600.813
2004-02-16,601.387
2004-02-17,607.465
2004-02-18,606.006
2004-02-19,603.74
2004-02-20,599.421
2004-02-23,597.759
2004-02-24,597.365
2004-02-25,598.293
2004-02-26,597.75
2004-02-27,598.43
2004-03-01,604.906
2004-03-02,601.316
2004-03-03,598.332
2004-03-04,601.801
2004-03-05,606.266
2004-03-08,602.662
2004-03-09,599.146
2004-03-10,589.521
2004-03-11,579.442
2004-03-12,583.79
2004-03-15,575.252
2004-03-16,579.917
2004-03-17,585.151
2004-03-18,584.715
2004-03-19,581.305
2004-03-22,573.113
2004-03-23,572.31
2004-03-24,569.437
2004-03-25,577.282
2004-03-26,576.628
2004-03-29,584.375
2004-03-30,587.124
2004-03-31,588.428
2004-04-01,594.232
2004-04-02,597.249
2004-04-05,599.056
2004-04-06,597.919
2004-04-07,597.36
2004-04-08,596.494
2004-04-09,596.495
2004-04-12,597.997
2004-04-13,590.837
2004-04-14,586.55
2004-04-15,586.582
2004-04-16,591.186
2004-04-19,592.417
2004-04-20,585.743
2004-04-21,585.226
2004-04-22,591.467
2004-04-23,591.769
2004-04-26,591.467
2004-04-27,592.665
2004-04-28,583.211
2004-04-29,579.509
2004-04-30,576.393
2004-05-03,580.285
2004-05-04,584.561
2004-05-05,586.834
2004-05-06,580.87
2004-05-07,572.13
2004-05-10,561.167
2004-05-11,565.799
2004-05-12,566.207
2004-05-13,566.357
2004-05-14,565.163
2004-05-17,560.468
2004-05-18,564.003
2004-05-19,567.959
2004-05-20,565.313
2004-05-21,568.582
2004-05-24,570.16
2004-05-25,577.627
2004-05-26,580.052
2004-05-27,586.005
2004-05-28,584.731
2004-05-31,585.225
2004-06-01,584.564
2004-06-02,587.149
2004-06-03,583.655
2004-06-04,587.22
2004-06-07,596.057
2004-06-08,596.197
2004-06-09,589.473
2004-06-10,591.366
2004-06-11,589.833
2004-06-14,584.229
2004-06-15,588.175
2004-06-16,589.763
2004-06-17,590.108
2004-06-18,592.674
2004-06-21,590.739
2004-06-22,590.466
2004-06-23,594.663
2004-06-24,596.172
2004-06-25,594.147
2004-06-28,595.589
2004-06-29,594.576
2004-06-30,596.433
2004-07-01,592.147
2004-07-02,592.237
2004-07-05,591.741
2004-07-06,587.594
2004-07-07,589.779
2004-07-08,587.284
2004-07-09,588.353
2004-07-12,588.163
2004-07-13,587.29
2004-07-14,586.642
2004-07-15,583.345
2004-07-16,583.334
2004-07-19,582.177
2004-07-20,584.34
2004-07-21,578.111
2004-07-22,576.735
2004-07-23,570.924
2004-07-26,568.323
2004-07-27,572.037
2004-07-28,572.289
2004-07-29,577.223
2004-07-30,577.78
2004-08-02,579.099
2004-08-03,577.781
2004-08-04,575.609
2004-08-05,569.694
2004-08-06,563.516
2004-08-09,562.09
2004-08-10,568.8
2004-08-11,564.874
2004-08-12,560.381
2004-08-13,562.267
2004-08-16,568.856
2004-08-17,569.832
2004-08-18,574.235
2004-08-19,574.808
2004-08-20,577.029
2004-08-23,576.428
2004-08-24,575.083
2004-08-25,578.342
2004-08-26,579.389
2004-08-27,581.252
2004-08-30,577.854
2004-08-31,580.006
2004-09-01,582.805
2004-09-02,587.174
2004-09-03,585.094
2004-09-06,586.22
2004-09-07,589.056
2004-09-08,587.956
2004-09-09,588.598
2004-09-10,593.209
2004-09-13,595.116
2004-09-14,596.05
2004-09-15,590.887
2004-09-16,593.324
2004-09-17,595.91
2004-09-20,593.264
2004-09-21,598.671
2004-09-22,592.478
2004-09-23,590.783
2004-09-24,591.27
2004-09-27,588.027
2004-09-28,591.799
2004-09-29,594.408
2004-09-30,595.544
2004-10-01,604.049
2004-10-04,605.331
2004-10-05,606.163
2004-10-06,608.811
2004-10-07,604.508
2004-10-08,603.027
2004-10-11,603.1
2004-10-12,599.526
2004-10-13,596.21
2004-10-14,593.972
2004-10-15,596.806
2004-10-18,598.459
2004-10-19,596.785
2004-10-20,597.04
2004-10-21,599.762
2004-10-22,596.289
2004-10-25,595.406
2004-10-26,601.347
2004-10-27,608.563
2004-10-28,609.838
2004-10-29,610.168
2004-11-01,612.336
2004-11-02,613.278
2004-11-03,620.62
2004-11-04,627.341
2004-11-05,630.52
2004-11-08,630.353
2004-11-09,629.894
2004-11-10,630.478
2004-11-11,635.653
2004-11-12,640.936
2004-11-15,640.984
2004-11-16,637.856
2004-11-17,643.008
2004-11-18,642.477
2004-11-19,637.971
2004-11-22,639.39
2004-11-23,640.918
2004-11-24,644.126
2004-11-25,647.109
2004-11-26,647.59
2004-11-29,646.851
2004-11-30,644.364
2004-12-01,652.811
2004-12-02,652.679
2004-12-03,654.113
2004-12-06,653.69
2004-12-07,649.27
2004-12-08,647.443
2004-12-09,647.67
2004-12-10,647.733
2004-12-13,654.143
2004-12-14,656.137
2004-12-15,660.147
2004-12-16,657.429
2004-12-17,653.339
2004-12-20,656.887
2004-12-21,659.76
2004-12-22,662.531
2004-12-23,664.772
2004-12-24,666.01
2004-12-27,665.348
2004-12-28,668.587
2004-12-29,668.246
2004-12-30,669.549
2004-12-31,668.791
2005-01-03,663.534
2005-01-04,655.889
2005-01-05,651.531
2005-01-06,652.201
2005-01-07,650.721
2005-01-10,653.378
2005-01-11,650.375
2005-01-12,653.105
2005-01-13,649.616
2005-01-14,651.15
2005-01-17,651.955
2005-01-18,655.042
2005-01-19,651.925
2005-01-20,646.654
2005-01-21,645.236
2005-01-24,644.093
2005-01-25,645.172
2005-01-26,650.129
2005-01-27,650.826
2005-01-28,648.397
2005-01-31,654.183
2005-02-01,658.158
2005-02-02,660.992
2005-02-03,658.508
2005-02-04,665.091
2005-02-07,664.026
2005-02-08,663.697
2005-02-09,660.124
2005-02-10,663.891
2005-02-11,668.839
2005-02-14,671.266
2005-02-15,673.139
2005-02-16,672.667
2005-02-17,671.369
2005-02-18,672.056
2005-02-21,671.966
2005-02-22,666.78
2005-02-23,666.967
2005-02-24,670.414
2005-02-25,677.267
2005-02-28,675.923
2005-03-01,678.149
2005-03-02,677.047
2005-03-03,677.518
2005-03-04,685.623
2005-03-07,685.687
2005-03-08,685.55
2005-03-09,680.253
2005-03-10,679.203
2005-03-11,678.217
2005-03-14,678.904
2005-03-15,676.864
2005-03-16,673.019
2005-03-17,673.149
2005-03-18,671.638
2005-03-21,667.481
2005-03-22,664.481
2005-03-23,658.892
2005-03-24,659.117
2005-03-25,659.116
2005-03-28,658.334
2005-03-29,655.634
2005-03-30,661.466
2005-03-31,662.829
2005-04-01,661.133
2005-04-04,658.663
2005-04-05,662.338
2005-04-06,664.374
2005-04-07,668.497
2005-04-08,664.6
2005-04-11,665.85
2005-04-12,666.066
2005-04-13,662.341
2005-04-14,655.381
2005-04-15,647.061
2005-04-18,645.486
2005-04-19,650.934
2005-04-20,645.466
2005-04-21,653.431
2005-04-22,652.181
2005-04-25,654.996
2005-04-26,650.217
2005-04-27,648.462
2005-04-28,642.777
2005-04-29,647.476
2005-05-02,649.217
2005-05-03,650.135
2005-05-04,657.755
2005-05-05,658.227
2005-05-06,657.577
2005-05-09,659.385
2005-05-10,654.647
2005-05-11,654.721
2005-05-12,649.917
2005-05-13,646.451
2005-05-16,648.987
2005-05-17,652.243
2005-05-18,659.561
2005-05-19,662.655
2005-05-20,661.007
2005-05-23,664.728
2005-05-24,665.15
2005-05-25,663.289
2005-05-26,666.578
2005-05-27,667.925
2005-05-30,668.214
2005-05-31,663.79
2005-06-01,669.223
2005-06-02,670.582
2005-06-03,667.666
2005-06-06,668.192
2005-06-07,670.437
2005-06-08,670.364
2005-06-09,670.294
2005-06-10,669.701
2005-06-13,670.248
2005-06-14,672.016
2005-06-15,673.911
2005-06-16,677.015
2005-06-17,682.049
2005-06-20,680.308
2005-06-21,680.25
2005-06-22,680.982
2005-06-23,675.996
2005-06-24,671.699
2005-06-27,670.748
2005-06-28,675.359
2005-06-29,675.4
2005-06-30,672.713
2005-07-01,672.739
2005-07-04,672.273
2005-07-05,675.742
2005-07-06,674.607
2005-07-07,672.105
2005-07-08,680.044
2005-07-11,687.041
2005-07-12,689.894
2005-07-13,689.133
2005-07-14,690.716
2005-07-15,689.648
2005-07-18,687.369
2005-07-19,690.298
2005-07-20,692.866
2005-07-21,692.366
2005-07-22,695.573
2005-07-25,693.545
2005-07-26,693.577
2005-07-27,696.599
2005-07-28,701.448
2005-07-29,699.784
2005-08-01,702.066
2005-08-02,707.431
2005-08-03,709.249
2005-08-04,705.319
2005-08-05,699.772
2005-08-08,700.489
2005-08-09,703.778
2005-08-10,706.518
2005-08-11,710.692
2005-08-12,707.934
2005-08-15,707.615
2005-08-16,701.286
2005-08-17,700.199
2005-08-18,695.715
2005-08-19,697.887
2005-08-22,701.151
2005-08-23,698.04
2005-08-24,695.601
2005-08-25,696.047
2005-08-26,692.541
2005-08-29,694.392
2005-08-30,692.016
2005-08-31,700.976
2005-09-01,707.334
2005-09-02,707.07
2005-09-05,707.735
2005-09-06,714.258
2005-09-07,715.989
2005-09-08,713.459
2005-09-09,718.412
2005-09-12,715.831
2005-09-13,710.956
2005-09-14,711.088
2005-09-15,709.471
2005-09-16,714.373
2005-09-19,711.8
2005-09-20,709.245
2005-09-21,703.915
2005-09-22,702.538
2005-09-23,702.428
2005-09-26,705.421
2005-09-27,704.127
2005-09-28,706.323
2005-09-29,710.173
2005-09-30,713.023
2005-10-03,711.93
2005-10-04,708.26
2005-10-05,698.028
2005-10-06,694.984
2005-10-07,695.649
2005-10-10,692.104
2005-10-11,690.103
2005-10-12,685.93
2005-10-13,680.612
2005-10-14,687.311
2005-10-17,688.102
2005-10-18,680.813
2005-10-19,684.002
2005-10-20,678.431
2005-10-21,679.29
2005-10-24,688.291
2005-10-25,689.423
2005-10-26,688.187
2005-10-27,681.393
2005-10-28,687.11
2005-10-31,694.215
2005-11-01,693.451
2005-11-02,700.952
2005-11-03,705.556
