Date,SPAIN GROWTH Standard (Large+Mid Cap)
1994-01-31,289.669
1994-02-28,279.246
1994-03-31,272.012
1994-04-29,267.326
1994-05-31,264.516
1994-06-30,246.291
1994-07-29,261.615
1994-08-31,260.219
1994-09-30,249.21
1994-10-31,258.74
1994-11-30,254.784
1994-12-30,237.815
1995-01-31,234.317
1995-02-28,241.473
1995-03-31,237.402
1995-04-28,264.911
1995-05-31,273.941
1995-06-30,279.551
1995-07-31,301.312
1995-08-31,289.564
1995-09-29,290.193
1995-10-31,283.298
1995-11-30,303.009
1995-12-29,318.01
1996-01-31,314.486
1996-02-29,331.344
1996-03-29,333.392
1996-04-30,342.046
1996-05-31,333.249
1996-06-28,349.945
1996-07-31,336.247
1996-08-30,337.553
1996-09-30,345.124
1996-10-31,351.464
1996-11-29,385.418
1996-12-31,411.401
1997-01-31,414.661
1997-02-28,393.956
1997-03-31,411.875
1997-04-30,434.47
1997-05-30,451.454
1997-06-30,494.562
1997-07-31,472.374
1997-08-29,465.064
1997-09-30,528.72
1997-10-31,468.079
1997-11-28,496.9
1997-12-31,511.786
1998-01-30,543.714
1998-02-27,650.565
1998-03-31,712.181
1998-04-30,753.222
1998-05-29,740.648
1998-06-30,749.22
1998-07-31,828.685
1998-08-31,601.512
1998-09-30,547.439
1998-10-30,653.595
1998-11-30,719.096
1998-12-31,752.76
1999-01-29,721.897
1999-02-26,721.129
1999-03-31,712.96
1999-04-30,713.282
1999-05-31,693.221
1999-06-30,685.239
1999-07-30,635.761
1999-08-31,662.173
1999-09-30,655.455
1999-10-29,655.988
1999-11-30,686.074
1999-12-31,682.995
2000-01-31,598.753
2000-02-29,653.94
2000-03-31,675.915
2000-04-28,618.539
2000-05-31,571.659
2000-06-30,607.299
2000-07-31,592.86
2000-08-31,567.68
2000-09-29,582.403
2000-10-31,542.951
2000-11-30,466.976
2000-12-29,514.758
2001-01-31,575.983
2001-02-28,524.553
2001-03-30,490.323
2001-04-30,521.432
2001-05-31,472.829
2001-06-29,418.465
2001-07-31,410.565
2001-08-31,405.922
2001-09-28,367.351
2001-10-31,388.013
2001-11-30,431.952
2001-12-31,427.183
2002-01-31,396.843
2002-02-28,400.602
2002-03-29,406.155
2002-04-30,421.995
2002-05-31,419.928
2002-06-28,386.763
2002-07-31,324.363
2002-08-30,341.552
2002-09-30,280.966
2002-10-31,327.11
2002-11-29,362.84
2002-12-31,336.394
2003-01-31,344.604
2003-02-28,347.772
2003-03-31,339.287
2003-04-30,391.942
2003-05-30,402.747
2003-06-30,410.238
2003-07-31,418.528
2003-08-29,413.395
2003-09-30,413.825
2003-10-31,438.052
2003-11-28,457.61
2003-12-31,509.628
2004-01-30,526.832
2004-02-27,549.037
2004-03-31,521.182
2004-04-30,510.894
2004-05-31,513.348
2004-06-30,520.994
2004-07-30,515.538
2004-08-31,510.585
2004-09-30,538.798
2004-10-29,585.948
2004-11-30,633.88
2004-12-31,681.365
2005-01-31,666.333
2005-02-28,681.13
2005-03-31,651.12
2005-04-29,634.27
2005-05-31,641.691
2005-06-30,652.665
2005-07-29,674.209
2005-08-31,673.238
2005-09-30,697.655
2005-10-31,673.859
2005-11-30,657.372
2005-12-30,669.386
2006-01-31,693.08
2006-02-28,719.511
2006-03-31,748.668
2006-04-28,773.362
2006-05-31,771.004
2006-06-30,774.126
2006-07-31,796.737
2006-08-31,826.459
2006-09-29,849.61
2006-10-31,908.201
2006-11-30,952.8
2006-12-29,977.119
2007-01-31,993.135
2007-02-28,992.26
2007-03-30,1045.385
2007-04-30,1064.004
2007-05-31,1120.824
2007-06-29,1085.82
2007-07-31,1107.918
2007-08-31,1098.949
2007-09-28,1169.954
2007-10-31,1316.79
2007-11-30,1328.706
2007-12-31,1267.576
2008-01-31,1141.052
2008-02-29,1157.186
2008-03-31,1184.456
2008-04-30,1188.279
2008-05-30,1188.363
2008-06-30,1083.72
2008-07-31,1068.328
2008-08-29,1013.851
2008-09-30,907.346
2008-10-31,699.214
2008-11-28,741.644
2008-12-31,838.173
2009-01-30,716.02
2009-02-27,698.383
2009-03-31,735.288
2009-04-30,765.74
2009-05-29,862.197
2009-06-30,881.963
2009-07-31,957.316
2009-08-31,981.438
2009-09-30,1052.26
2009-10-30,1040.987
2009-11-30,1087.81
2009-12-31,1067.975
2010-01-29,953.532
2010-02-26,913.66
2010-03-31,938.076
2010-04-30,883.474
2010-05-31,764.656
2010-06-30,754.665
2010-07-30,892.822
2010-08-31,867.52
2010-09-30,992.477
2010-10-29,1051.783
2010-11-30,902.903
2010-12-31,968.561
2011-01-31,1041.031
2011-02-28,1032.594
2011-03-31,1092.716
2011-04-29,1188.628
2011-05-31,1155.887
2011-06-30,1158.625
2011-07-29,1120.005
2011-08-31,1052.191
2011-09-30,988.889
2011-10-31,1080.176
2011-11-30,1023.518
2011-12-30,998.527
2012-01-31,1002.61
2012-02-29,1024.178
2012-03-30,997.764
2012-04-30,896.28
2012-05-31,753.385
2012-06-29,892.377
2012-07-31,905.344
2012-08-31,954.898
2012-09-28,1043.744
2012-10-31,1078.494
2012-11-30,1101.997
2012-12-31,1143.262
2013-01-31,1185.392
2013-02-28,1172.099
2013-03-29,1160.602
2013-04-30,1219.478
2013-05-31,1172.534
2013-06-28,1137.425
2013-07-31,1245.682
2013-08-30,1222.985
2013-09-30,1395.69
2013-10-31,1499.676
2013-11-29,1491.275
2013-12-31,1529.139
2014-01-31,1474.733
2014-02-28,1522.57
2014-03-31,1546.03
2014-04-30,1594.581
2014-05-30,1633.109
2014-06-30,1637.869
2014-07-31,1553.132
2014-08-29,1537.119
2014-09-30,1479.434
2014-10-31,1444.077
2014-11-28,1472.932
2014-12-31,1371.277
2015-01-30,1291.367
2015-02-27,1428.135
2015-03-31,1451.956
2015-04-30,1470.041
2015-05-29,1448.431
2015-06-30,1405.875
2015-07-31,1474.502
2015-08-31,1398.446
2015-09-30,1358.038
2015-10-30,1440.463
2015-11-30,1385.307
2015-12-31,1347.234
2016-01-29,1247.908
2016-02-29,1217.033
2016-03-31,1310.259
2016-04-29,1344.377
2016-05-31,1333.505
2016-06-30,1232.803
2016-07-29,1311.475
2016-08-31,1304.453
2016-09-30,1351.778
2016-10-31,1302.974
2016-11-30,1243.409
2016-12-30,1265.624
2017-01-31,1284.646
2017-02-28,1276.013
2017-03-31,1399.874
2017-04-28,1497.432
2017-05-31,1612.971
2017-06-30,1575.217
2017-07-31,1601.547
2017-08-31,1582.25
2017-09-29,1568.908
2017-10-31,1588.059
2017-11-30,1588.238
2017-12-29,1587.665
2018-01-31,1693.775
2018-02-28,1528.034
2018-03-30,1531.29
2018-04-30,1552.932
2018-05-31,1562.404
2018-06-29,1589.919
2018-07-31,1625.152
2018-08-31,1599.909
2018-09-28,1584.902
2018-10-31,1472.517
2018-11-30,1487.224
2018-12-31,1371.224
2019-01-31,1466.6
2019-02-28,1524.326
2019-03-29,1542.045
2019-04-30,1582.359
2019-05-31,1490.204
2019-06-28,1615.649
2019-07-31,1617.858
2019-08-30,1610.874
2019-09-30,1589.031
2019-10-31,1645.5
2019-11-29,1699.559
2019-12-31,1797.781
2020-01-31,1771.306
2020-02-28,1614.285
2020-03-31,1318.993
2020-04-30,1362.74
2020-05-29,1468.526
2020-06-30,1453.112
2020-07-31,1454.813
2020-08-31,1539.494
2020-09-30,1507.192
2020-10-30,1391.759
2020-11-30,1745.522
2020-12-31,1762.271
2021-01-29,1632.053
2021-02-26,1693.495
2021-03-31,1719.556
2021-04-30,1784.406
2021-05-31,1890.736
2021-06-30,1832.674
2021-07-30,1772.315
2021-08-31,1787.568
2021-09-30,1794.076
2021-10-29,1786.861
2021-11-30,1617.865
2021-12-31,1683.515
2022-01-31,1531.821
2022-02-28,1491.091
2022-03-31,1420.706
2022-04-29,1356.791
2022-05-31,1391.515
2022-06-30,1260.984
2022-07-29,1330.424
2022-08-31,1229.303
2022-09-30,1093.205
2022-10-31,1190.409
2022-11-30,1278.364
2022-12-30,1283.111
2023-01-31,1507.745
2023-02-28,1492.355
2023-03-31,1570.446
2023-04-28,1640.351
2023-05-31,1603.393
2023-06-30,1726.744
2023-07-31,1714.317
2023-08-31,1657.503
2023-09-29,1545.97
2023-10-31,1430.938
2023-11-30,1733.213
2023-12-29,1825.096
2024-01-31,1788.112
2024-02-29,1692.627
2024-03-29,1840.576
2024-04-30,1735.835
2024-05-31,1861.437
2024-06-28,1841.265
2024-07-31,1839.263
2024-08-30,1988.54
2024-09-30,2134.198
2024-10-31,2055.929
2024-11-29,2012.849
2024-12-31,1925.402
2025-01-31,2027.698
2025-02-28,2069.645
2025-03-31,2004.789
2025-04-30,2185.894
2025-05-30,2244.572
2025-06-30,2267.446
2025-07-31,2221.758
2025-08-29,2344.334
2025-09-30,2440.272
2025-10-31,2454.772
