Date,SPAIN GROWTH Standard (Large+Mid Cap)
2001-10-08,356.001
2001-10-09,363.352
2001-10-10,373.409
2001-10-11,370.787
2001-10-12,372.431
2001-10-15,373.706
2001-10-16,383.095
2001-10-17,401.17
2001-10-18,390.884
2001-10-19,376.108
2001-10-22,385.843
2001-10-23,395.781
2001-10-24,411.311
2001-10-25,401.16
2001-10-26,403.446
2001-10-29,394.72
2001-10-30,378.446
2001-10-31,388.013
2001-11-01,389.613
2001-11-02,384.317
2001-11-05,400.656
2001-11-06,409.686
2001-11-07,419.879
2001-11-08,433.442
2001-11-09,423.977
2001-11-12,413.784
2001-11-13,432.529
2001-11-14,440.49
2001-11-15,444.667
2001-11-16,449.47
2001-11-19,451.774
2001-11-20,441.273
2001-11-21,429.531
2001-11-22,433.755
2001-11-23,434.266
2001-11-26,438.675
2001-11-27,431.826
2001-11-28,427.672
2001-11-29,422.309
2001-11-30,431.952
2001-12-03,425.266
2001-12-04,437.041
2001-12-05,454.14
2001-12-06,455.699
2001-12-07,449.366
2001-12-10,439.931
2001-12-11,443.066
2001-12-12,440.113
2001-12-13,430.09
2001-12-14,429.892
2001-12-17,444.106
2001-12-18,440.335
2001-12-19,428.196
2001-12-20,422.537
2001-12-21,420.536
2001-12-24,416.34
2001-12-25,416.34
2001-12-26,416.696
2001-12-27,428.382
2001-12-28,423.057
2001-12-31,427.183
2002-01-01,427.183
2002-01-02,434.376
2002-01-03,443.978
2002-01-04,438.145
2002-01-07,420.957
2002-01-08,421.306
2002-01-09,415.033
2002-01-10,406.874
2002-01-11,409.452
2002-01-14,400.592
2002-01-15,407.797
2002-01-16,394.588
2002-01-17,402.255
2002-01-18,406.195
2002-01-21,401.148
2002-01-22,407.381
2002-01-23,410.626
2002-01-24,418.156
2002-01-25,407.478
2002-01-28,410.387
2002-01-29,404.975
2002-01-30,395.1
2002-01-31,396.843
2002-02-01,402.736
2002-02-04,397.875
2002-02-05,388.993
2002-02-06,379.464
2002-02-07,389.086
2002-02-08,389.128
2002-02-11,392.258
2002-02-12,389.829
2002-02-13,391.574
2002-02-14,397.584
2002-02-15,391.756
2002-02-18,385.831
2002-02-19,381.09
2002-02-20,380.811
2002-02-21,380.875
2002-02-22,379.664
2002-02-25,382.001
2002-02-26,385.433
2002-02-27,397.005
2002-02-28,400.602
2002-03-01,405.67
2002-03-04,416.954
2002-03-05,413.671
2002-03-06,416.989
2002-03-07,421.889
2002-03-08,416.026
2002-03-11,410.973
2002-03-12,404.992
2002-03-13,403.999
2002-03-14,411.107
2002-03-15,415.29
2002-03-18,417.867
2002-03-19,422.736
2002-03-20,420.374
2002-03-21,416.467
2002-03-22,415.899
2002-03-25,405.202
2002-03-26,403.181
2002-03-27,403.036
2002-03-28,406.155
2002-03-29,406.155
2002-04-01,409.484
2002-04-02,405.787
2002-04-03,407.898
2002-04-04,404.739
2002-04-05,405.893
2002-04-08,395.761
2002-04-09,399.886
2002-04-10,403.923
2002-04-11,399.405
2002-04-12,400.206
2002-04-15,405.647
2002-04-16,421.235
2002-04-17,427.102
2002-04-18,424.105
2002-04-19,428.367
2002-04-22,426.576
2002-04-23,427.254
2002-04-24,426.475
2002-04-25,420.134
2002-04-26,421.481
2002-04-29,422.173
2002-04-30,421.995
2002-05-01,424.383
2002-05-02,413.198
2002-05-03,415.133
2002-05-06,412.721
2002-05-07,408.53
2002-05-08,415.543
2002-05-09,413.645
2002-05-10,406.144
2002-05-13,411.333
2002-05-14,414.045
2002-05-15,418.961
2002-05-16,416.455
2002-05-17,422.309
2002-05-20,418.349
2002-05-21,412.642
2002-05-22,410.69
2002-05-23,409.863
2002-05-24,412.329
2002-05-27,413.935
2002-05-28,415.135
2002-05-29,416.588
2002-05-30,413.864
2002-05-31,419.928
2002-06-03,419.382
2002-06-04,409.413
2002-06-05,404.27
2002-06-06,408.697
2002-06-07,403.75
2002-06-10,402.504
2002-06-11,404.205
2002-06-12,397.59
2002-06-13,395.126
2002-06-14,384.848
2002-06-17,393.68
2002-06-18,396.345
2002-06-19,391.242
2002-06-20,386.118
2002-06-21,379.777
2002-06-24,369.198
2002-06-25,374.385
2002-06-26,377.876
2002-06-27,374.732
2002-06-28,386.763
2002-07-01,386.264
2002-07-02,375.363
2002-07-03,367.811
2002-07-04,375.639
2002-07-05,396.814
2002-07-08,407.42
2002-07-09,398.866
2002-07-10,385.675
2002-07-11,373.074
2002-07-12,373.732
2002-07-15,359.255
2002-07-16,357.03
2002-07-17,370.121
2002-07-18,376.726
2002-07-19,357.68
2002-07-22,344.244
2002-07-23,335.796
2002-07-24,329.7
2002-07-25,343.453
2002-07-26,333.141
2002-07-29,353.555
2002-07-30,333.511
2002-07-31,324.363
2002-08-01,313.305
2002-08-02,317.757
2002-08-05,305.831
2002-08-06,316.794
2002-08-07,312.598
2002-08-08,331.308
2002-08-09,331.531
2002-08-12,320.963
2002-08-13,326.027
2002-08-14,317.171
2002-08-15,314.809
2002-08-16,332.058
2002-08-19,344.592
2002-08-20,337.886
2002-08-21,345.313
2002-08-22,352.325
2002-08-23,345.759
2002-08-26,341.148
2002-08-27,358.991
2002-08-28,343.971
2002-08-29,338.438
2002-08-30,341.552
2002-09-02,337.937
2002-09-03,328.391
2002-09-04,328.44
2002-09-05,323.685
2002-09-06,331.57
2002-09-09,322.853
2002-09-10,330.233
2002-09-11,344.4
2002-09-12,328.704
2002-09-13,323.884
2002-09-16,318.497
2002-09-17,319.244
2002-09-18,312.593
2002-09-19,308.103
2002-09-20,300.511
2002-09-23,288.686
2002-09-24,276.158
2002-09-25,276.937
2002-09-26,291.752
2002-09-27,288.149
2002-09-30,280.966
2002-10-01,276.566
2002-10-02,290.801
2002-10-03,287.09
2002-10-04,279.114
2002-10-07,274.803
2002-10-08,272.231
2002-10-09,272.429
2002-10-10,282.258
2002-10-11,295.674
2002-10-14,291.657
2002-10-15,309.716
2002-10-16,307.217
2002-10-17,318.699
2002-10-18,314.241
2002-10-21,316.947
2002-10-22,318.884
2002-10-23,308.805
2002-10-24,317.93
2002-10-25,322.169
2002-10-28,330.051
2002-10-29,320.878
2002-10-30,318.374
2002-10-31,327.11
2002-11-01,329.141
2002-11-04,343.647
2002-11-05,349.32
2002-11-06,345.904
2002-11-07,334.638
2002-11-08,333.401
2002-11-11,333.021
2002-11-12,333.565
2002-11-13,330.272
2002-11-14,336.35
2002-11-15,336.51
2002-11-18,344.209
2002-11-19,342.816
2002-11-20,339.451
2002-11-21,351.445
2002-11-22,353.707
2002-11-25,354.247
2002-11-26,347.534
2002-11-27,361.199
2002-11-28,362.301
2002-11-29,362.84
2002-12-02,364.971
2002-12-03,356.048
2002-12-04,353.542
2002-12-05,347.248
2002-12-06,349.799
2002-12-09,341.51
2002-12-10,344.407
2002-12-11,344.241
2002-12-12,340.381
2002-12-13,337.59
2002-12-16,344.684
2002-12-17,345.551
2002-12-18,338.742
2002-12-19,341.344
2002-12-20,344.111
2002-12-23,344.97
2002-12-24,346.398
2002-12-25,346.398
2002-12-26,347.272
2002-12-27,338.345
2002-12-30,335.079
2002-12-31,336.394
2003-01-01,336.394
2003-01-02,348.462
2003-01-03,348.891
2003-01-06,351.034
2003-01-07,359.373
2003-01-08,359.543
2003-01-09,366.824
2003-01-10,370.412
2003-01-13,378.414
2003-01-14,381.528
2003-01-15,378.526
2003-01-16,383.218
2003-01-17,375.668
2003-01-20,373.264
2003-01-21,372.29
2003-01-22,369.179
2003-01-23,374.238
2003-01-24,373.048
2003-01-27,357.498
2003-01-28,353.17
2003-01-29,351.924
2003-01-30,351.365
2003-01-31,344.604
2003-02-03,349.44
2003-02-04,343.734
2003-02-05,350.54
2003-02-06,342.187
2003-02-07,337.216
2003-02-10,334.945
2003-02-11,341.741
2003-02-12,337.177
2003-02-13,337.907
2003-02-14,347.33
2003-02-17,351.813
2003-02-18,354.5
2003-02-19,349.004
2003-02-20,347.532
2003-02-21,351.984
2003-02-24,344.906
2003-02-25,334.144
2003-02-26,335.012
2003-02-27,338.598
2003-02-28,347.772
2003-03-03,349.573
2003-03-04,342.925
2003-03-05,345.043
2003-03-06,339.867
2003-03-07,334.517
2003-03-10,325.393
2003-03-11,329.921
2003-03-12,319.338
2003-03-13,329.061
2003-03-14,338.943
2003-03-17,348.254
2003-03-18,348.339
2003-03-19,352.396
2003-03-20,349.458
2003-03-21,354.427
2003-03-24,343.053
2003-03-25,348.999
2003-03-26,348.62
2003-03-27,343.531
2003-03-28,344.878
2003-03-31,339.287
2003-04-01,344.293
2003-04-02,356.541
2003-04-03,357.894
2003-04-04,363.262
2003-04-07,368.832
2003-04-08,364.524
2003-04-09,371.181
2003-04-10,372.407
2003-04-11,373.141
2003-04-14,377.685
2003-04-15,382.164
2003-04-16,380.906
2003-04-17,388.147
2003-04-18,388.147
2003-04-21,386.474
2003-04-22,390.349
2003-04-23,390.241
2003-04-24,390.058
2003-04-25,388.369
2003-04-28,395.773
2003-04-29,392.322
2003-04-30,391.942
2003-05-01,395.542
2003-05-02,389.016
2003-05-05,393.514
2003-05-06,399.857
2003-05-07,388.163
2003-05-08,384.027
2003-05-09,389.968
2003-05-12,391.547
2003-05-13,389.562
2003-05-14,388.155
2003-05-15,388.113
2003-05-16,397.101
2003-05-19,388.714
2003-05-20,387.632
2003-05-21,381.292
2003-05-22,389.902
2003-05-23,395.483
2003-05-26,397.126
2003-05-27,400.042
2003-05-28,401.137
2003-05-29,405.455
2003-05-30,402.747
2003-06-02,407.958
2003-06-03,406.176
2003-06-04,409.047
2003-06-05,411.047
2003-06-06,411.983
2003-06-09,410.53
2003-06-10,407.761
2003-06-11,415.75
2003-06-12,417.616
2003-06-13,420.219
2003-06-16,428.633
2003-06-17,427.188
2003-06-18,425.877
2003-06-19,420.739
2003-06-20,427.715
2003-06-23,415.679
2003-06-24,413.37
2003-06-25,419.959
2003-06-26,415.489
2003-06-27,414.524
2003-06-30,410.238
2003-07-01,408.8
2003-07-02,411.504
2003-07-03,409.463
2003-07-04,407.924
2003-07-07,410.226
2003-07-08,408.955
2003-07-09,407.861
2003-07-10,404.054
2003-07-11,409.433
2003-07-14,415.149
2003-07-15,410.342
2003-07-16,405.74
2003-07-17,405.145
2003-07-18,403.959
2003-07-21,402.751
2003-07-22,406.446
2003-07-23,411.868
2003-07-24,420.359
2003-07-25,416.686
2003-07-28,419.444
2003-07-29,417.02
2003-07-30,418.32
2003-07-31,418.528
2003-08-01,415.005
2003-08-04,414.871
2003-08-05,418.323
2003-08-06,416.964
2003-08-07,416.189
2003-08-08,414.885
2003-08-11,416.68
2003-08-12,417.76
2003-08-13,417.618
2003-08-14,424.309
2003-08-15,424.008
2003-08-18,424.563
2003-08-19,424.359
2003-08-20,424.894
2003-08-21,422.154
2003-08-22,416.431
2003-08-25,414.912
2003-08-26,411.888
2003-08-27,412.862
2003-08-28,414.815
2003-08-29,413.395
2003-09-01,417.406
2003-09-02,414.036
2003-09-03,420.019
2003-09-04,421.827
2003-09-05,424.015
2003-09-08,430.1
2003-09-09,429.151
2003-09-10,423.523
2003-09-11,423.085
2003-09-12,420.734
2003-09-15,423.037
2003-09-16,424.683
2003-09-17,427.402
2003-09-18,432.348
2003-09-19,427.391
2003-09-22,422.638
2003-09-23,424.63
2003-09-24,419.691
2003-09-25,421.957
2003-09-26,414.926
2003-09-29,415.517
2003-09-30,413.825
2003-10-01,419.358
2003-10-02,418.68
2003-10-03,428.39
2003-10-06,428.645
2003-10-07,434.039
2003-10-08,436.758
2003-10-09,440.267
2003-10-10,439.161
2003-10-13,439.429
2003-10-14,437.648
2003-10-15,435.595
2003-10-16,438.318
2003-10-17,431.833
2003-10-20,431.993
2003-10-21,433.375
2003-10-22,434.707
2003-10-23,433.713
2003-10-24,433.423
2003-10-27,437.315
2003-10-28,437.95
2003-10-29,436.654
2003-10-30,440.543
2003-10-31,438.052
2003-11-03,436.751
2003-11-04,435.398
2003-11-05,435.287
2003-11-06,434.663
2003-11-07,437.678
2003-11-10,437.924
2003-11-11,436.934
2003-11-12,445.562
2003-11-13,448.701
2003-11-14,452.719
2003-11-17,444.143
2003-11-18,447.873
2003-11-19,448.452
2003-11-20,445.106
2003-11-21,447.572
2003-11-24,449.033
2003-11-25,449.541
2003-11-26,453.34
2003-11-27,454.333
2003-11-28,457.61
2003-12-01,462.938
2003-12-02,466.203
2003-12-03,469.252
2003-12-04,466.275
2003-12-05,468.951
2003-12-08,471.906
2003-12-09,476.77
2003-12-10,476.471
2003-12-11,477.204
2003-12-12,482.261
2003-12-15,486.917
2003-12-16,489.255
2003-12-17,489.919
2003-12-18,493.999
2003-12-19,494.874
2003-12-22,496.223
2003-12-23,501.719
2003-12-24,503.133
2003-12-25,503.133
2003-12-26,502.931
2003-12-29,507.932
2003-12-30,506.274
2003-12-31,509.628
2004-01-01,509.628
2004-01-02,520.853
2004-01-05,528.616
2004-01-06,531.786
2004-01-07,534.307
2004-01-08,541.512
2004-01-09,542.965
2004-01-12,544.004
2004-01-13,543.921
2004-01-14,544.189
2004-01-15,538.773
2004-01-16,529.968
2004-01-19,533.143
2004-01-20,539.054
2004-01-21,544.445
2004-01-22,553.21
2004-01-23,554.225
2004-01-26,542.722
2004-01-27,548.15
2004-01-28,550.042
2004-01-29,532.62
2004-01-30,526.832
2004-02-02,532.611
2004-02-03,539.112
2004-02-04,531.571
2004-02-05,541.485
2004-02-06,551.685
2004-02-09,556.017
2004-02-10,558.777
2004-02-11,561.025
2004-02-12,571.313
2004-02-13,564.104
2004-02-16,566.039
2004-02-17,572.377
2004-02-18,573.167
2004-02-19,569.188
2004-02-20,556.117
2004-02-23,554.124
2004-02-24,555.392
2004-02-25,549.933
2004-02-26,543.76
2004-02-27,549.037
2004-03-01,554.706
2004-03-02,551.197
2004-03-03,538.698
2004-03-04,544.4
2004-03-05,555.703
2004-03-08,553.703
2004-03-09,550.262
2004-03-10,541.184
2004-03-11,531.44
2004-03-12,522.559
2004-03-15,501.621
2004-03-16,514.698
2004-03-17,517.958
2004-03-18,516.988
2004-03-19,518.692
2004-03-22,509.206
2004-03-23,507.182
2004-03-24,501.608
2004-03-25,511.854
2004-03-26,511.019
2004-03-29,516.558
2004-03-30,516.306
2004-03-31,521.182
2004-04-01,529.877
2004-04-02,533.008
2004-04-05,526.673
2004-04-06,527.223
2004-04-07,532.401
2004-04-08,535.047
2004-04-09,535.047
2004-04-12,533.544
2004-04-13,531.489
2004-04-14,528.187
2004-04-15,525.752
2004-04-16,533.687
2004-04-19,531.693
2004-04-20,529.268
2004-04-21,520.29
2004-04-22,518.867
2004-04-23,520.296
2004-04-26,521.671
2004-04-27,523.421
2004-04-28,512.991
2004-04-29,511.778
2004-04-30,510.894
2004-05-03,512.915
2004-05-04,516.987
2004-05-05,524.073
2004-05-06,515.471
2004-05-07,503.537
2004-05-10,488.607
2004-05-11,491.822
2004-05-12,489.85
2004-05-13,489.824
2004-05-14,483.693
2004-05-17,483.683
2004-05-18,487.44
2004-05-19,502.17
2004-05-20,492.791
2004-05-21,496.039
2004-05-24,499.217
2004-05-25,501.707
2004-05-26,505.64
2004-05-27,515.632
2004-05-28,512.262
2004-05-31,513.348
2004-06-01,506.07
2004-06-02,513.079
2004-06-03,512.275
2004-06-04,517.596
2004-06-07,528.402
2004-06-08,526.162
2004-06-09,517.01
2004-06-10,517.326
2004-06-11,510.902
2004-06-14,507.964
2004-06-15,510.393
2004-06-16,509.486
2004-06-17,511.472
2004-06-18,514.491
2004-06-21,515.114
2004-06-22,512.032
2004-06-23,514.246
2004-06-24,521.347
2004-06-25,518.791
2004-06-28,527.029
2004-06-29,520.596
2004-06-30,520.994
2004-07-01,524.399
2004-07-02,526.405
2004-07-05,527.171
2004-07-06,524.77
2004-07-07,531.303
2004-07-08,534.905
2004-07-09,530.872
2004-07-12,532.55
2004-07-13,529.343
2004-07-14,530.181
2004-07-15,525.396
2004-07-16,531.363
2004-07-19,527.589
2004-07-20,525.736
2004-07-21,523.683
2004-07-22,518.304
2004-07-23,510.412
2004-07-26,504.002
2004-07-27,506.492
2004-07-28,503.736
2004-07-29,512.957
2004-07-30,515.538
2004-08-02,510.389
2004-08-03,511.359
2004-08-04,505.329
2004-08-05,505.918
2004-08-06,502.406
2004-08-09,498.51
2004-08-10,501.617
2004-08-11,493.598
2004-08-12,496.485
2004-08-13,498.844
2004-08-16,498.48
2004-08-17,505.126
2004-08-18,506.864
2004-08-19,511.049
2004-08-20,508.374
2004-08-23,508.972
2004-08-24,506.91
2004-08-25,506.128
2004-08-26,509.653
2004-08-27,509.056
2004-08-30,508.522
2004-08-31,510.585
2004-09-01,515.026
2004-09-02,516.93
2004-09-03,518.225
2004-09-06,522.819
2004-09-07,524.046
2004-09-08,526.12
2004-09-09,524.797
2004-09-10,531.542
2004-09-13,534.873
2004-09-14,534.489
2004-09-15,528.916
2004-09-16,528.89
2004-09-17,531.535
2004-09-20,528.49
2004-09-21,534.126
2004-09-22,530.515
2004-09-23,531.319
2004-09-24,528.267
2004-09-27,526.914
2004-09-28,529.839
2004-09-29,535.455
2004-09-30,538.798
2004-10-01,554.57
2004-10-04,554.729
2004-10-05,558.241
2004-10-06,558.328
2004-10-07,558.525
2004-10-08,563.494
2004-10-11,561.122
2004-10-12,557.836
2004-10-13,556.412
2004-10-14,557.406
2004-10-15,562.333
2004-10-18,564.665
2004-10-19,572.877
2004-10-20,571.858
2004-10-21,576.807
2004-10-22,580.561
2004-10-25,576.258
2004-10-26,575.828
2004-10-27,583.202
2004-10-28,590.027
2004-10-29,585.948
2004-11-01,587.076
2004-11-02,593.502
2004-11-03,599.975
2004-11-04,603.981
2004-11-05,608.807
2004-11-08,611.675
2004-11-09,608.708
2004-11-10,606.163
2004-11-11,604.625
2004-11-12,606.361
2004-11-15,602.946
2004-11-16,600.23
2004-11-17,614.958
2004-11-18,613.417
2004-11-19,614.045
2004-11-22,612.425
2004-11-23,616.795
2004-11-24,626.001
2004-11-25,635.849
2004-11-26,635.133
2004-11-29,635.949
2004-11-30,633.88
2004-12-01,643.303
2004-12-02,646.928
2004-12-03,649.923
2004-12-06,652.645
2004-12-07,657.844
2004-12-08,649.981
2004-12-09,645.012
2004-12-10,649.104
2004-12-13,657.518
2004-12-14,656.617
2004-12-15,661.146
2004-12-16,654.131
2004-12-17,649.404
2004-12-20,659.415
2004-12-21,660.798
2004-12-22,667.796
2004-12-23,675.404
2004-12-24,677.155
2004-12-27,679.95
2004-12-28,680.816
2004-12-29,682.333
2004-12-30,683.245
2004-12-31,681.365
2005-01-03,680.765
2005-01-04,672.034
2005-01-05,665.247
2005-01-06,660.01
2005-01-07,657.222
2005-01-10,658.733
2005-01-11,655.012
2005-01-12,658.77
2005-01-13,659.311
2005-01-14,651.75
2005-01-17,656.443
2005-01-18,654.905
2005-01-19,655.014
2005-01-20,644.366
2005-01-21,645.312
2005-01-24,644.03
2005-01-25,645.273
2005-01-26,654.465
2005-01-27,657.82
2005-01-28,658.292
2005-01-31,666.333
2005-02-01,668.084
2005-02-02,671.472
2005-02-03,667.007
2005-02-04,674.685
2005-02-07,671.293
2005-02-08,667.662
2005-02-09,666.995
2005-02-10,672.41
2005-02-11,679.838
2005-02-14,684.138
2005-02-15,688.509
2005-02-16,684.629
2005-02-17,688.155
2005-02-18,684.729
2005-02-21,678.383
2005-02-22,676.568
2005-02-23,676.411
2005-02-24,675.923
2005-02-25,683.061
2005-02-28,681.13
2005-03-01,682.158
2005-03-02,676.553
2005-03-03,673.004
2005-03-04,685.557
2005-03-07,685.228
2005-03-08,689.81
2005-03-09,684.796
2005-03-10,681.256
2005-03-11,682.713
2005-03-14,674.219
2005-03-15,674.947
2005-03-16,670.117
2005-03-17,668.78
2005-03-18,665.727
2005-03-21,658.22
2005-03-22,665.012
2005-03-23,652.599
2005-03-24,653.251
2005-03-25,653.251
2005-03-28,648.666
2005-03-29,651.673
2005-03-30,651.813
2005-03-31,651.12
2005-04-01,650.961
2005-04-04,638.913
2005-04-05,645.163
2005-04-06,651.423
2005-04-07,654.668
2005-04-08,652.387
2005-04-11,656.086
2005-04-12,650.522
2005-04-13,655.969
2005-04-14,651.018
2005-04-15,642.761
2005-04-18,640.03
2005-04-19,641.809
2005-04-20,642.289
2005-04-21,646.503
2005-04-22,650.566
2005-04-25,644.435
2005-04-26,641.994
2005-04-27,635.548
2005-04-28,632.47
2005-04-29,634.27
2005-05-02,640.587
2005-05-03,644.122
2005-05-04,649.156
2005-05-05,652.61
2005-05-06,649.719
2005-05-09,646.234
2005-05-10,644.789
2005-05-11,641.567
2005-05-12,642.553
2005-05-13,641.131
2005-05-16,641.174
2005-05-17,642.695
2005-05-18,651.555
2005-05-19,654.053
2005-05-20,650.13
2005-05-23,654.43
2005-05-24,652.912
2005-05-25,651.811
2005-05-26,651.328
2005-05-27,648.492
2005-05-30,649.905
2005-05-31,641.691
2005-06-01,645.646
2005-06-02,646.451
2005-06-03,642.797
2005-06-06,639.474
2005-06-07,645.683
2005-06-08,647.728
2005-06-09,640.698
2005-06-10,640.255
2005-06-13,637.097
2005-06-14,640.014
2005-06-15,638.789
2005-06-16,640.346
2005-06-17,650.928
2005-06-20,645.241
2005-06-21,649.462
2005-06-22,651.14
2005-06-23,647.957
2005-06-24,644.265
2005-06-27,643.317
2005-06-28,643.582
2005-06-29,649.226
2005-06-30,652.665
2005-07-01,648.6
2005-07-04,644.463
2005-07-05,642.828
2005-07-06,644.732
2005-07-07,634.316
2005-07-08,640.891
2005-07-11,655.673
2005-07-12,663.388
2005-07-13,662.018
2005-07-14,664.425
2005-07-15,659.835
2005-07-18,660.288
2005-07-19,661.578
2005-07-20,659.786
2005-07-21,665.455
2005-07-22,665.006
2005-07-25,661.395
2005-07-26,659.106
2005-07-27,664.285
2005-07-28,671.762
2005-07-29,674.209
2005-08-01,675.336
2005-08-02,678.243
2005-08-03,687.293
2005-08-04,686.246
2005-08-05,682.153
2005-08-08,686.923
2005-08-09,686.279
2005-08-10,694.414
2005-08-11,695.493
2005-08-12,691.496
2005-08-15,688.093
2005-08-16,683.212
2005-08-17,679.9
2005-08-18,669.375
2005-08-19,674.033
2005-08-22,681.25
2005-08-23,676.671
2005-08-24,678.161
2005-08-25,673.718
2005-08-26,670.605
2005-08-29,670.343
2005-08-30,663.806
2005-08-31,673.238
2005-09-01,690.045
2005-09-02,694.822
2005-09-05,700.984
2005-09-06,705.668
2005-09-07,706.011
2005-09-08,706.07
2005-09-09,709.46
2005-09-12,700.22
2005-09-13,695.872
2005-09-14,699.335
2005-09-15,694.666
2005-09-16,698.104
2005-09-19,694.611
2005-09-20,699.619
2005-09-21,697.428
2005-09-22,692.063
2005-09-23,690.925
2005-09-26,694.3
2005-09-27,688.123
2005-09-28,695.347
2005-09-29,691.857
2005-09-30,697.655
2005-10-03,692.349
2005-10-04,696.733
2005-10-05,695.951
2005-10-06,706.845
2005-10-07,705.02
2005-10-10,705.339
2005-10-11,704.391
2005-10-12,697.956
2005-10-13,684.765
2005-10-14,695.074
2005-10-17,691.329
2005-10-18,679.134
2005-10-19,674.385
2005-10-20,673.64
2005-10-21,675.49
2005-10-24,682.078
2005-10-25,688.472
2005-10-26,686.675
2005-10-27,682.506
2005-10-28,678.967
2005-10-31,673.859
2005-11-01,669.364
2005-11-02,671.915
2005-11-03,666.551
2005-11-04,652.907
2005-11-07,654.812
2005-11-08,653.311
