Date,BELGIUM LARGE VALUE Large Cap
2002-03-11,331.97
2002-03-12,328.924
2002-03-13,326.947
2002-03-14,327.315
2002-03-15,328.725
2002-03-18,330.398
2002-03-19,334.116
2002-03-20,332.718
2002-03-21,333.668
2002-03-22,335.443
2002-03-25,335.593
2002-03-26,336.982
2002-03-27,334.666
2002-03-28,334.703
2002-03-29,334.703
2002-04-01,337.446
2002-04-02,336.422
2002-04-03,340.49
2002-04-04,344.874
2002-04-05,339.924
2002-04-08,335.158
2002-04-09,333.76
2002-04-10,339.017
2002-04-11,341.424
2002-04-12,343.607
2002-04-15,347.859
2002-04-16,354.69
2002-04-17,358.204
2002-04-18,358.693
2002-04-19,361.409
2002-04-22,362.507
2002-04-23,365.943
2002-04-24,366.224
2002-04-25,362.288
2002-04-26,356.333
2002-04-29,352.169
2002-04-30,358.95
2002-05-01,360.982
2002-05-02,357.523
2002-05-03,364.513
2002-05-06,366.783
2002-05-07,358.557
2002-05-08,365.73
2002-05-09,366.753
2002-05-10,367.163
2002-05-13,370.214
2002-05-14,368.475
2002-05-15,368.268
2002-05-16,366.682
2002-05-17,367.698
2002-05-20,365.316
2002-05-21,364.895
2002-05-22,365.494
2002-05-23,367.496
2002-05-24,355.411
2002-05-27,354.465
2002-05-28,357.202
2002-05-29,367.533
2002-05-30,366.157
2002-05-31,365.244
2002-06-03,361.852
2002-06-04,354.06
2002-06-05,346.815
2002-06-06,355.0
2002-06-07,355.496
2002-06-10,354.371
2002-06-11,354.986
2002-06-12,345.776
2002-06-13,335.363
2002-06-14,329.786
2002-06-17,344.048
2002-06-18,341.9
2002-06-19,339.431
2002-06-20,332.403
2002-06-21,336.642
2002-06-24,330.197
2002-06-25,337.646
2002-06-26,342.169
2002-06-27,343.034
2002-06-28,358.205
2002-07-01,354.965
2002-07-02,341.88
2002-07-03,329.409
2002-07-04,339.7
2002-07-05,353.939
2002-07-08,358.301
2002-07-09,355.778
2002-07-10,336.686
2002-07-11,318.507
2002-07-12,320.941
2002-07-15,313.843
2002-07-16,310.175
2002-07-17,315.859
2002-07-18,323.724
2002-07-19,307.284
2002-07-22,283.097
2002-07-23,263.978
2002-07-24,262.164
2002-07-25,280.358
2002-07-26,275.04
2002-07-29,298.544
2002-07-30,302.874
2002-07-31,300.669
2002-08-01,279.926
2002-08-02,276.077
2002-08-05,268.375
2002-08-06,272.562
2002-08-07,279.089
2002-08-08,290.19
2002-08-09,297.318
2002-08-12,294.15
2002-08-13,291.305
2002-08-14,286.176
2002-08-15,298.181
2002-08-16,301.207
2002-08-19,312.019
2002-08-20,303.122
2002-08-21,307.946
2002-08-22,322.373
2002-08-23,320.965
2002-08-26,317.214
2002-08-27,334.833
2002-08-28,317.868
2002-08-29,307.837
2002-08-30,312.25
2002-09-02,309.303
2002-09-03,300.926
2002-09-04,303.775
2002-09-05,298.224
2002-09-06,306.393
2002-09-09,300.979
2002-09-10,308.657
2002-09-11,317.661
2002-09-12,307.357
2002-09-13,297.579
2002-09-16,292.887
2002-09-17,289.135
2002-09-18,270.749
2002-09-19,265.413
2002-09-20,264.689
2002-09-23,250.526
2002-09-24,244.123
2002-09-25,255.053
2002-09-26,270.865
2002-09-27,266.864
2002-09-30,254.754
2002-10-01,258.542
2002-10-02,267.602
2002-10-03,263.946
2002-10-04,253.462
2002-10-07,252.998
2002-10-08,243.446
2002-10-09,242.899
2002-10-10,253.327
2002-10-11,272.205
2002-10-14,275.216
2002-10-15,292.189
2002-10-16,290.786
2002-10-17,292.5
2002-10-18,291.795
2002-10-21,291.133
2002-10-22,296.715
2002-10-23,284.308
2002-10-24,285.369
2002-10-25,283.241
2002-10-28,290.823
2002-10-29,281.788
2002-10-30,288.024
2002-10-31,292.86
2002-11-01,293.108
2002-11-04,303.483
2002-11-05,309.778
2002-11-06,305.454
2002-11-07,301.609
2002-11-08,297.867
2002-11-11,295.062
2002-11-12,293.028
2002-11-13,291.704
2002-11-14,301.777
2002-11-15,305.0
2002-11-18,309.247
2002-11-19,311.153
2002-11-20,308.208
2002-11-21,317.02
2002-11-22,309.828
2002-11-25,308.094
2002-11-26,296.267
2002-11-27,304.511
2002-11-28,304.079
2002-11-29,304.422
2002-12-02,302.876
2002-12-03,295.342
2002-12-04,289.488
2002-12-05,283.983
2002-12-06,292.913
2002-12-09,282.922
2002-12-10,289.395
2002-12-11,293.865
2002-12-12,291.354
2002-12-13,286.563
2002-12-16,297.687
2002-12-17,301.24
2002-12-18,295.463
2002-12-19,290.948
2002-12-20,292.201
2002-12-23,299.505
2002-12-24,301.556
2002-12-25,301.556
2002-12-26,302.317
2002-12-27,294.117
2002-12-30,297.829
2002-12-31,305.728
2003-01-01,305.728
2003-01-02,313.099
2003-01-03,308.24
2003-01-06,311.696
2003-01-07,307.419
2003-01-08,298.208
2003-01-09,303.636
2003-01-10,300.315
2003-01-13,306.726
2003-01-14,307.055
2003-01-15,307.792
2003-01-16,304.119
2003-01-17,298.636
2003-01-20,295.096
2003-01-21,289.872
2003-01-22,283.175
2003-01-23,285.185
2003-01-24,285.899
2003-01-27,276.716
2003-01-28,276.978
2003-01-29,274.617
2003-01-30,278.962
2003-01-31,286.774
2003-02-03,290.198
2003-02-04,283.636
2003-02-05,285.199
2003-02-06,278.149
2003-02-07,274.636
2003-02-10,269.135
2003-02-11,278.456
2003-02-12,272.08
2003-02-13,272.96
2003-02-14,277.769
2003-02-17,283.252
2003-02-18,286.016
2003-02-19,280.066
2003-02-20,278.039
2003-02-21,277.242
2003-02-24,265.019
2003-02-25,256.023
2003-02-26,247.813
2003-02-27,247.377
2003-02-28,255.086
2003-03-03,260.132
2003-03-04,253.109
2003-03-05,249.724
2003-03-06,244.223
2003-03-07,235.599
2003-03-10,226.583
2003-03-11,219.42
2003-03-12,213.078
2003-03-13,238.807
2003-03-14,257.139
2003-03-17,266.735
2003-03-18,252.814
2003-03-19,254.389
2003-03-20,255.82
2003-03-21,266.049
2003-03-24,252.945
2003-03-25,257.965
2003-03-26,260.275
2003-03-27,253.655
2003-03-28,253.11
2003-03-31,246.759
2003-04-01,248.207
2003-04-02,258.438
2003-04-03,264.009
2003-04-04,268.21
2003-04-07,279.973
2003-04-08,273.944
2003-04-09,276.418
2003-04-10,274.719
2003-04-11,276.035
2003-04-14,281.829
2003-04-15,292.476
2003-04-16,293.241
2003-04-17,294.863
2003-04-18,294.863
2003-04-21,293.592
2003-04-22,297.739
2003-04-23,302.174
2003-04-24,290.692
2003-04-25,288.093
2003-04-28,293.285
2003-04-29,290.053
2003-04-30,296.202
2003-05-01,298.922
2003-05-02,296.308
2003-05-05,302.959
2003-05-06,310.4
2003-05-07,310.571
2003-05-08,306.562
2003-05-09,311.9
2003-05-12,316.519
2003-05-13,311.587
2003-05-14,312.459
2003-05-15,313.02
2003-05-16,319.493
2003-05-19,308.775
2003-05-20,312.171
2003-05-21,306.557
2003-05-22,311.258
2003-05-23,313.68
2003-05-26,317.542
2003-05-27,317.553
2003-05-28,314.534
2003-05-29,317.925
2003-05-30,322.571
2003-06-02,326.687
2003-06-03,325.615
2003-06-04,326.86
2003-06-05,330.171
2003-06-06,333.707
2003-06-09,329.291
2003-06-10,332.612
2003-06-11,342.537
2003-06-12,342.714
2003-06-13,338.527
2003-06-16,346.866
2003-06-17,345.658
2003-06-18,344.709
2003-06-19,336.779
2003-06-20,339.487
2003-06-23,332.635
2003-06-24,331.311
2003-06-25,333.936
2003-06-26,327.773
2003-06-27,328.429
2003-06-30,327.546
2003-07-01,321.143
2003-07-02,327.277
2003-07-03,327.166
2003-07-04,322.127
2003-07-07,329.997
2003-07-08,332.364
2003-07-09,329.569
2003-07-10,326.488
2003-07-11,332.051
2003-07-14,336.382
2003-07-15,332.679
2003-07-16,327.923
2003-07-17,328.97
2003-07-18,330.904
2003-07-21,328.139
2003-07-22,331.14
2003-07-23,331.001
2003-07-24,337.418
2003-07-25,335.427
2003-07-28,339.43
2003-07-29,339.49
2003-07-30,339.298
2003-07-31,341.792
2003-08-01,336.486
2003-08-04,338.648
2003-08-05,339.992
2003-08-06,335.455
2003-08-07,338.669
2003-08-08,335.3
2003-08-11,335.896
2003-08-12,337.241
2003-08-13,335.695
2003-08-14,339.171
2003-08-15,343.345
2003-08-18,342.133
2003-08-19,346.56
2003-08-20,343.011
2003-08-21,340.583
2003-08-22,336.08
2003-08-25,336.365
2003-08-26,331.456
2003-08-27,332.524
2003-08-28,325.481
2003-08-29,320.119
2003-09-01,327.498
2003-09-02,322.523
2003-09-03,327.766
2003-09-04,328.961
2003-09-05,331.214
2003-09-08,334.215
2003-09-09,334.438
2003-09-10,330.804
2003-09-11,333.138
2003-09-12,336.395
2003-09-15,338.401
2003-09-16,338.012
2003-09-17,340.761
2003-09-18,341.28
2003-09-19,340.309
2003-09-22,344.553
2003-09-23,342.621
2003-09-24,340.998
2003-09-25,343.547
2003-09-26,340.192
2003-09-29,340.53
2003-09-30,339.678
2003-10-01,347.084
2003-10-02,347.124
2003-10-03,350.207
2003-10-06,351.238
2003-10-07,355.884
2003-10-08,355.168
2003-10-09,355.632
2003-10-10,357.789
2003-10-13,357.866
2003-10-14,356.682
2003-10-15,359.681
2003-10-16,359.023
2003-10-17,356.583
2003-10-20,358.89
2003-10-21,359.023
2003-10-22,358.299
2003-10-23,353.698
2003-10-24,353.365
2003-10-27,354.873
2003-10-28,354.592
2003-10-29,352.015
2003-10-30,354.718
2003-10-31,357.561
2003-11-03,355.039
2003-11-04,353.783
2003-11-05,355.058
2003-11-06,353.756
2003-11-07,357.574
2003-11-10,358.401
2003-11-11,358.21
2003-11-12,360.148
2003-11-13,362.422
2003-11-14,368.306
2003-11-17,361.181
2003-11-18,363.98
2003-11-19,363.842
2003-11-20,361.371
2003-11-21,363.931
2003-11-24,365.87
2003-11-25,364.943
2003-11-26,365.817
2003-11-27,367.901
2003-11-28,369.962
2003-12-01,372.869
2003-12-02,376.984
2003-12-03,380.427
2003-12-04,378.4
2003-12-05,378.876
2003-12-08,377.778
2003-12-09,378.089
2003-12-10,378.025
2003-12-11,375.325
2003-12-12,378.779
2003-12-15,380.202
2003-12-16,380.424
2003-12-17,381.386
2003-12-18,385.047
2003-12-19,384.52
2003-12-22,387.79
2003-12-23,388.68
2003-12-24,388.533
2003-12-25,388.533
2003-12-26,388.378
2003-12-29,392.378
2003-12-30,395.518
2003-12-31,399.924
2004-01-01,399.924
2004-01-02,405.383
2004-01-05,412.0
2004-01-06,417.736
2004-01-07,416.233
2004-01-08,421.906
2004-01-09,424.75
2004-01-12,425.019
2004-01-13,426.771
2004-01-14,429.027
2004-01-15,431.026
2004-01-16,427.718
2004-01-19,425.564
2004-01-20,429.199
2004-01-21,435.223
2004-01-22,438.913
2004-01-23,436.627
2004-01-26,433.436
2004-01-27,434.958
2004-01-28,436.729
2004-01-29,424.756
2004-01-30,427.133
2004-02-02,431.227
2004-02-03,432.298
2004-02-04,429.206
2004-02-05,434.906
2004-02-06,441.801
2004-02-09,444.062
2004-02-10,442.262
2004-02-11,443.965
2004-02-12,451.758
2004-02-13,448.657
2004-02-16,453.056
2004-02-17,458.326
2004-02-18,461.281
2004-02-19,459.969
2004-02-20,452.417
2004-02-23,455.946
2004-02-24,456.093
2004-02-25,452.098
2004-02-26,445.572
2004-02-27,447.441
2004-03-01,448.201
2004-03-02,444.863
2004-03-03,434.564
2004-03-04,443.55
2004-03-05,452.868
2004-03-08,451.146
2004-03-09,446.138
2004-03-10,440.437
2004-03-11,426.887
2004-03-12,429.548
2004-03-15,419.589
2004-03-16,425.124
2004-03-17,427.865
2004-03-18,425.378
2004-03-19,423.015
2004-03-22,414.132
2004-03-23,414.84
2004-03-24,409.376
2004-03-25,413.163
2004-03-26,414.578
2004-03-29,419.376
2004-03-30,419.847
2004-03-31,423.559
2004-04-01,433.974
2004-04-02,431.643
2004-04-05,427.335
2004-04-06,430.135
2004-04-07,432.969
2004-04-08,434.453
2004-04-09,434.453
2004-04-12,433.233
2004-04-13,433.688
2004-04-14,428.394
2004-04-15,428.337
2004-04-16,435.531
2004-04-19,433.251
2004-04-20,433.229
2004-04-21,430.52
2004-04-22,430.996
2004-04-23,430.542
2004-04-26,430.295
2004-04-27,428.681
2004-04-28,421.846
2004-04-29,421.633
2004-04-30,421.919
2004-05-03,425.812
2004-05-04,429.919
2004-05-05,430.722
2004-05-06,420.68
2004-05-07,411.887
2004-05-10,397.882
2004-05-11,403.881
2004-05-12,403.819
2004-05-13,405.305
2004-05-14,406.554
2004-05-17,406.488
2004-05-18,411.751
2004-05-19,419.668
2004-05-20,415.717
2004-05-21,419.639
2004-05-24,420.923
2004-05-25,421.078
2004-05-26,425.148
2004-05-27,434.982
2004-05-28,431.56
2004-05-31,431.175
2004-06-01,429.296
2004-06-02,433.508
2004-06-03,438.39
2004-06-04,440.516
2004-06-07,446.157
2004-06-08,444.821
2004-06-09,438.338
2004-06-10,439.7
2004-06-11,434.937
2004-06-14,435.887
2004-06-15,436.71
2004-06-16,436.27
2004-06-17,439.645
2004-06-18,443.787
2004-06-21,441.529
2004-06-22,438.895
2004-06-23,437.751
2004-06-24,440.631
2004-06-25,438.474
2004-06-28,441.138
2004-06-29,437.678
2004-06-30,440.739
2004-07-01,440.184
2004-07-02,442.666
2004-07-05,438.512
2004-07-06,434.331
2004-07-07,441.888
2004-07-08,442.316
2004-07-09,445.567
2004-07-12,444.45
2004-07-13,446.861
2004-07-14,447.9
2004-07-15,443.083
2004-07-16,446.522
2004-07-19,439.509
2004-07-20,442.263
2004-07-21,441.799
2004-07-22,434.441
2004-07-23,427.478
2004-07-26,426.14
2004-07-27,430.486
2004-07-28,430.467
2004-07-29,439.172
2004-07-30,434.045
2004-08-02,434.696
2004-08-03,438.968
2004-08-04,435.544
2004-08-05,438.516
2004-08-06,439.136
2004-08-09,434.257
2004-08-10,440.87
2004-08-11,433.054
2004-08-12,434.857
2004-08-13,435.842
2004-08-16,440.186
2004-08-17,441.879
2004-08-18,439.4
2004-08-19,443.002
2004-08-20,441.599
2004-08-23,442.629
2004-08-24,440.421
2004-08-25,443.818
2004-08-26,449.195
2004-08-27,448.853
2004-08-30,448.071
2004-08-31,451.597
2004-09-01,458.189
2004-09-02,459.123
2004-09-03,460.685
2004-09-06,462.034
2004-09-07,462.151
2004-09-08,464.488
2004-09-09,464.084
2004-09-10,470.147
2004-09-13,469.08
2004-09-14,470.667
2004-09-15,469.749
2004-09-16,470.286
2004-09-17,475.633
2004-09-20,472.637
2004-09-21,479.786
2004-09-22,475.481
2004-09-23,473.283
2004-09-24,474.218
2004-09-27,476.198
2004-09-28,477.333
2004-09-29,482.918
2004-09-30,485.606
2004-10-01,492.173
2004-10-04,495.472
2004-10-05,498.272
2004-10-06,502.016
2004-10-07,500.159
2004-10-08,503.559
2004-10-11,501.993
2004-10-12,494.001
2004-10-13,499.468
2004-10-14,502.901
2004-10-15,504.176
2004-10-18,507.665
2004-10-19,509.234
2004-10-20,509.402
2004-10-21,510.43
2004-10-22,512.215
2004-10-25,510.767
2004-10-26,510.048
2004-10-27,515.976
2004-10-28,520.57
2004-10-29,519.997
2004-11-01,525.48
2004-11-02,527.454
2004-11-03,534.438
2004-11-04,535.001
2004-11-05,538.35
2004-11-08,538.549
2004-11-09,536.239
2004-11-10,539.623
2004-11-11,542.83
2004-11-12,542.492
2004-11-15,538.815
2004-11-16,535.64
2004-11-17,538.813
2004-11-18,538.059
2004-11-19,546.941
2004-11-22,546.992
2004-11-23,546.752
2004-11-24,551.335
2004-11-25,555.403
2004-11-26,558.392
2004-11-29,555.587
2004-11-30,552.392
2004-12-01,563.243
2004-12-02,564.632
2004-12-03,567.718
2004-12-06,569.93
2004-12-07,572.765
2004-12-08,565.04
2004-12-09,564.342
2004-12-10,565.384
2004-12-13,572.816
2004-12-14,572.95
2004-12-15,580.297
2004-12-16,579.246
2004-12-17,573.273
2004-12-20,580.507
2004-12-21,580.469
2004-12-22,585.422
2004-12-23,589.529
2004-12-24,589.938
2004-12-27,593.533
2004-12-28,591.463
2004-12-29,590.391
2004-12-30,591.596
2004-12-31,589.635
2005-01-03,590.169
2005-01-04,587.029
2005-01-05,581.845
2005-01-06,583.884
2005-01-07,581.363
2005-01-10,585.101
2005-01-11,582.18
2005-01-12,585.521
2005-01-13,580.552
2005-01-14,578.571
2005-01-17,580.881
2005-01-18,577.21
2005-01-19,577.508
2005-01-20,573.425
2005-01-21,578.84
2005-01-24,579.391
2005-01-25,583.15
2005-01-26,586.684
2005-01-27,584.773
2005-01-28,577.007
2005-01-31,579.712
2005-02-01,578.877
2005-02-02,584.229
2005-02-03,587.241
2005-02-04,589.838
2005-02-07,587.023
2005-02-08,584.914
2005-02-09,586.465
2005-02-10,590.845
2005-02-11,598.279
2005-02-14,599.653
2005-02-15,607.244
2005-02-16,605.494
2005-02-17,607.694
2005-02-18,608.126
2005-02-21,601.542
2005-02-22,604.137
2005-02-23,598.799
2005-02-24,597.533
2005-02-25,600.044
2005-02-28,610.233
2005-03-01,609.459
2005-03-02,605.526
2005-03-03,603.0
2005-03-04,615.856
2005-03-07,620.654
2005-03-08,631.138
2005-03-09,631.314
2005-03-10,626.918
2005-03-11,630.989
2005-03-14,624.507
2005-03-15,625.726
2005-03-16,624.555
2005-03-17,622.934
2005-03-18,623.999
2005-03-21,622.315
2005-03-22,620.188
2005-03-23,607.174
2005-03-24,614.458
2005-03-25,614.458
2005-03-28,610.145
2005-03-29,611.795
2005-03-30,613.885
2005-03-31,615.019
2005-04-01,612.93
2005-04-04,602.511
2005-04-05,606.479
2005-04-06,612.804
2005-04-07,616.756
2005-04-08,616.209
2005-04-11,621.622
2005-04-12,613.613
2005-04-13,621.079
2005-04-14,611.208
2005-04-15,613.123
2005-04-18,603.737
2005-04-19,609.158
2005-04-20,603.726
2005-04-21,607.059
2005-04-22,611.211
2005-04-25,611.844
2005-04-26,611.826
2005-04-27,601.017
2005-04-28,595.069
2005-04-29,597.774
2005-05-02,599.908
2005-05-03,602.659
2005-05-04,612.835
2005-05-05,617.156
2005-05-06,612.407
2005-05-09,611.056
2005-05-10,610.487
2005-05-11,605.436
2005-05-12,604.066
2005-05-13,596.999
2005-05-16,595.385
2005-05-17,595.993
2005-05-18,604.303
2005-05-19,608.352
2005-05-20,603.826
2005-05-23,607.251
2005-05-24,606.833
2005-05-25,607.99
2005-05-26,606.108
2005-05-27,611.083
2005-05-30,610.228
2005-05-31,603.928
2005-06-01,604.351
2005-06-02,604.813
2005-06-03,607.124
2005-06-06,603.33
2005-06-07,604.51
2005-06-08,604.575
2005-06-09,605.187
2005-06-10,603.965
2005-06-13,599.437
2005-06-14,600.982
2005-06-15,603.771
2005-06-16,606.121
2005-06-17,610.274
2005-06-20,601.222
2005-06-21,605.912
2005-06-22,611.128
2005-06-23,605.712
2005-06-24,600.45
2005-06-27,595.797
2005-06-28,594.531
2005-06-29,600.04
2005-06-30,605.263
2005-07-01,601.448
2005-07-04,597.399
2005-07-05,594.501
2005-07-06,595.994
2005-07-07,591.023
2005-07-08,593.175
2005-07-11,607.252
2005-07-12,611.564
2005-07-13,609.31
2005-07-14,615.111
2005-07-15,610.723
2005-07-18,608.918
2005-07-19,613.222
2005-07-20,613.447
2005-07-21,624.169
2005-07-22,618.421
2005-07-25,616.676
2005-07-26,617.718
2005-07-27,621.106
2005-07-28,625.478
2005-07-29,628.765
2005-08-01,633.319
2005-08-02,636.511
2005-08-03,646.854
2005-08-04,645.17
2005-08-05,640.639
2005-08-08,642.92
2005-08-09,653.83
2005-08-10,660.682
2005-08-11,661.26
2005-08-12,656.11
2005-08-15,649.733
2005-08-16,648.406
2005-08-17,645.401
2005-08-18,632.782
2005-08-19,635.576
2005-08-22,640.099
2005-08-23,632.451
2005-08-24,631.266
2005-08-25,634.376
2005-08-26,631.875
2005-08-29,631.133
2005-08-30,627.073
2005-08-31,635.484
2005-09-01,642.226
2005-09-02,642.013
2005-09-05,645.247
2005-09-06,648.371
2005-09-07,649.994
2005-09-08,645.83
2005-09-09,648.971
2005-09-12,644.185
2005-09-13,639.642
2005-09-14,642.79
2005-09-15,638.238
2005-09-16,641.1
2005-09-19,637.783
2005-09-20,642.014
2005-09-21,642.014
2005-09-22,638.87
2005-09-23,637.08
2005-09-26,642.564
2005-09-27,637.353
2005-09-28,641.718
2005-09-29,637.766
2005-09-30,641.053
2005-10-03,638.123
2005-10-04,643.064
2005-10-05,641.111
2005-10-06,646.372
2005-10-07,644.113
2005-10-10,640.329
2005-10-11,638.515
2005-10-12,638.566
2005-10-13,630.4
2005-10-14,642.168
2005-10-17,635.106
2005-10-18,628.819
2005-10-19,625.198
2005-10-20,627.004
2005-10-21,626.406
2005-10-24,629.338
2005-10-25,636.087
2005-10-26,634.445
2005-10-27,632.366
2005-10-28,627.356
2005-10-31,628.481
2005-11-01,631.136
2005-11-02,637.735
2005-11-03,641.027
2005-11-04,628.292
2005-11-07,631.615
2005-11-08,630.4
2005-11-09,627.322
